idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1667668	0	nan
1	6505	130	12	1561428	0	nan
2	6512	130	13	1504812	0	nan
3	6520	130	16	1536068	0	nan
4	6528	130	12	1663480	0	nan
5	6529	130	12	1582436	0	nan
6	6532	130	18	1991564	0	nan
7	6536	130	12	1611548	0	nan
8	6545	130	15	1693928	0	nan
9	6550	130	10	1451460	0	nan
10	6570	131	21	1930808	0	nan
11	6588	131	10	1475744	0	nan
12	6604	132	26	2156224	0	nan
13	6606	132	12	1750564	0	nan
14	6612	132	14	1868612	0	nan
15	6642	132	17	1960132	0	nan
16	6650	132	13	1759908	0	nan
17	6711	134	10	1507100	0	nan
18	6748	134	13	1551068	0	nan
19	6775	135	11	1528072	0	nan
20	6786	135	16	1852240	0	nan
21	6804	136	12	1578748	0	nan
22	6805	136	12	1724376	0	nan
23	6806	136	12	1793188	0	nan
24	6821	136	12	1557644	0	nan
25	6822	136	16	1952420	0	nan
26	6837	136	13	1864720	0	nan
27	6844	136	14	1765156	0	nan
28	6852	137	13	1601760	0	nan
29	6867	137	12	1590700	0	nan
30	6874	137	22	2051952	0	nan
31	6878	137	16	1735664	0	nan
32	6887	137	11	1527624	0	nan
33	6888	137	21	1947408	0	nan
34	6898	137	11	1524328	0	nan
