arm	run	evt	stub_bridge	seed	accept	gate	nseg	total_cm	maxlen_cm	stop	stop_len_cm	stop_angle_deg	stop_ratio	stop_degree
mcp2k	18255	289508	1	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289508	1	17013	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289508	1	17014	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289508	0	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289508	0	17013	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289508	0	17014	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289862	1	5000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	289862	0	5000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290476	1	25000	0	size1	1	311.1	311.1	dead_end	0	-1	-1	1
mcp2k	18255	290476	1	25002	0	size1	1	10.91	10.91	dead_end	0	-1	-1	1
mcp2k	18255	290476	0	25000	0	size1	1	311.1	311.1	dead_end	0	-1	-1	1
mcp2k	18255	290476	0	25002	0	size1	1	10.91	10.91	dead_end	0	-1	-1	1
mcp2k	18255	290542	1	6001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290542	1	6002	0	size1	1	102.7	102.7	dead_end	0	-1	-1	1
mcp2k	18255	290542	0	6001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290542	0	6002	0	size1	1	102.7	102.7	dead_end	0	-1	-1	1
mcp2k	18255	290588	1	14013	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290588	1	14036	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290588	1	14039	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290588	0	14013	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290588	0	14036	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290588	0	14039	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290654	1	27004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290654	1	27015	0	size1	1	109.8	109.8	dead_end	0	-1	-1	1
mcp2k	18255	290654	0	27004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	290654	0	27015	0	size1	1	109.8	109.8	dead_end	0	-1	-1	1
mcp2k	18255	290718	1	8000	0	size1	1	498.1	498.1	dead_end	0	-1	-1	1
mcp2k	18255	290718	0	8000	0	size1	1	498.1	498.1	dead_end	0	-1	-1	1
mcp2k	18255	291072	1	21016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	291072	1	21023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	291072	0	21016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	291072	0	21023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292370	1	17001	0	size1	1	150.1	150.1	dead_end	0	-1	-1	1
mcp2k	18255	292370	1	17002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292370	0	17001	0	size1	1	150.1	150.1	dead_end	0	-1	-1	1
mcp2k	18255	292370	0	17002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292436	1	11001	0	size1	1	237.3	237.3	both	8.952	99.57	3.865	2
mcp2k	18255	292436	0	11001	0	size1	1	237.3	237.3	both	8.952	99.57	3.865	2
mcp2k	18255	292524	1	9018	1	accepted	4	130	69.91	dqdx	50.79	2.993	1.337	3
mcp2k	18255	292524	1	9020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292524	0	9018	1	accepted	4	130	69.91	dqdx	50.79	2.993	1.337	3
mcp2k	18255	292524	0	9020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292568	1	9003	0	size1	1	237.2	237.2	both	10.83	28.27	2.234	2
mcp2k	18255	292568	1	9005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292568	1	9018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292568	0	9003	0	size1	1	237.2	237.2	both	10.83	28.27	2.234	2
mcp2k	18255	292568	0	9005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292568	0	9018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292722	1	10005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292722	1	10006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292722	0	10005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292722	0	10006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292788	1	13001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292788	1	13003	0	size1	1	94.52	94.52	both	7.164	55.42	1.33	2
mcp2k	18255	292788	0	13001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292788	0	13003	0	size1	1	94.52	94.52	both	7.164	55.42	1.33	2
mcp2k	18255	292810	1	2007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292810	1	2008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292810	1	2011	0	size1	1	0.9238	0.9238	angle	19.15	100.1	1.248	3
mcp2k	18255	292810	0	2007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292810	0	2008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	292810	0	2011	0	size1	1	0.9238	0.9238	angle	19.15	100.1	1.248	3
mcp2k	18255	293470	1	1002	0	size1	1	68.13	68.13	dqdx	93.67	0.7784	1.341	2
mcp2k	18255	293470	0	1002	0	size1	1	68.13	68.13	dqdx	93.67	0.7784	1.341	2
mcp2k	18255	293536	1	15001	0	size1	1	26.33	26.33	dead_end	0	-1	-1	1
mcp2k	18255	293536	1	15016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293536	1	15027	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293536	0	15001	0	size1	1	26.33	26.33	dead_end	0	-1	-1	1
mcp2k	18255	293536	0	15016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293536	0	15027	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293734	1	12001	0	size1	1	43.11	43.11	dead_end	0	-1	-1	1
mcp2k	18255	293734	1	12004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293734	1	12005	0	size1	1	34.93	34.93	dead_end	0	-1	-1	1
mcp2k	18255	293734	0	12001	0	size1	1	43.11	43.11	dead_end	0	-1	-1	1
mcp2k	18255	293734	0	12004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	293734	0	12005	0	size1	1	34.93	34.93	dead_end	0	-1	-1	1
mcp2k	18255	294174	1	16001	0	size1	1	245.8	245.8	both	7.434	133.6	1.413	2
mcp2k	18255	294174	1	16028	1	accepted	2	70.31	39.46	both	27.19	72.68	1.464	3
mcp2k	18255	294174	0	16001	0	size1	1	245.8	245.8	both	7.434	133.6	1.413	2
mcp2k	18255	294174	0	16028	1	accepted	2	70.31	39.46	both	27.19	72.68	1.464	3
mcp2k	18255	294922	1	8000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	294922	0	8000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	315955	1	17001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	315955	1	17002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	315955	0	17001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	315955	0	17002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316021	1	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316021	1	5005	0	size1	1	121.4	121.4	dead_end	0	-1	-1	1
mcp2k	18255	316021	1	5008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316021	0	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316021	0	5005	0	size1	1	121.4	121.4	dead_end	0	-1	-1	1
mcp2k	18255	316021	0	5008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316065	1	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316065	1	11009	0	size1	1	2.145	2.145	dead_end	0	-1	-1	1
mcp2k	18255	316065	0	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316065	0	11009	0	size1	1	2.145	2.145	dead_end	0	-1	-1	1
mcp2k	18255	316197	1	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316197	0	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316811	1	8022	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316811	1	8023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316811	0	8022	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316811	0	8023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316987	1	9001	0	size1	1	152.1	152.1	dead_end	0	-1	-1	1
mcp2k	18255	316987	1	9002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316987	1	9022	0	size1	1	4.588	4.588	both	69.01	55.69	2.372	2
mcp2k	18255	316987	0	9001	0	size1	1	152.1	152.1	dead_end	0	-1	-1	1
mcp2k	18255	316987	0	9002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	316987	0	9022	0	size1	1	4.588	4.588	both	69.01	55.69	2.372	2
mcp2k	18255	317077	1	14005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317077	0	14005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317407	1	12003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317407	1	12004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317407	1	12006	1	accepted	2	376.9	362	dead_end	0	-1	-1	1
mcp2k	18255	317407	0	12003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317407	0	12004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	317407	0	12006	1	accepted	2	376.9	362	dead_end	0	-1	-1	1
mcp2k	18255	317539	1	19000	0	size1	1	178.2	178.2	dead_end	0	-1	-1	1
mcp2k	18255	317539	0	19000	0	size1	1	178.2	178.2	dead_end	0	-1	-1	1
mcp2k	18255	317911	1	25004	1	accepted	2	65.1	42.82	dead_end	0	-1	-1	1
mcp2k	18255	317911	1	25006	0	size1	1	1.911	1.911	dead_end	0	-1	-1	1
mcp2k	18255	317911	0	25004	1	accepted	2	65.1	42.82	dead_end	0	-1	-1	1
mcp2k	18255	317911	0	25006	0	size1	1	1.911	1.911	dead_end	0	-1	-1	1
mcp2k	18255	317957	1	10008	0	size1	1	61.85	61.85	dead_end	0	-1	-1	1
mcp2k	18255	317957	0	10008	0	size1	1	61.85	61.85	dead_end	0	-1	-1	1
mcp2k	18255	318021	1	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318021	1	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318021	0	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318021	0	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318197	1	67009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318197	0	67009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318549	1	4000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318549	0	4000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318703	1	17023	1	accepted	2	275.8	175.7	dead_end	0	-1	-1	1
mcp2k	18255	318703	1	17067	0	size1	1	11.12	11.12	angle	9.146	29.21	1.15	3
mcp2k	18255	318703	0	17023	1	accepted	2	275.8	175.7	dead_end	0	-1	-1	1
mcp2k	18255	318703	0	17067	0	size1	1	11.12	11.12	angle	9.146	29.21	1.15	3
mcp2k	18255	318769	1	31008	0	size1	1	38.18	38.18	both	6.199	55.26	1.384	2
mcp2k	18255	318769	0	31008	0	size1	1	38.18	38.18	both	6.199	55.26	1.384	2
mcp2k	18255	318857	1	18001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318857	1	18002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318857	1	18008	0	size1	1	1.978	1.978	dead_end	0	-1	-1	1
mcp2k	18255	318857	0	18001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318857	0	18002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	318857	0	18008	0	size1	1	1.978	1.978	dead_end	0	-1	-1	1
mcp2k	18255	319275	1	17004	0	size1	1	156.7	156.7	both	8.741	93.18	1.346	2
mcp2k	18255	319275	0	17004	0	size1	1	156.7	156.7	both	8.741	93.18	1.346	2
mcp2k	18255	319475	1	20002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	1	20004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	1	20030	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	1	20031	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	0	20002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	0	20004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	0	20030	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319475	0	20031	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319871	1	29012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319871	1	29015	0	size1	1	62.14	62.14	dead_end	0	-1	-1	1
mcp2k	18255	319871	0	29012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319871	0	29015	0	size1	1	62.14	62.14	dead_end	0	-1	-1	1
mcp2k	18255	319913	1	8001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319913	1	8002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319913	0	8001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	319913	0	8002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320091	1	9000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320091	0	9000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320289	1	19001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320289	1	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320289	0	19001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320289	0	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	1	19001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	1	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	1	19003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	0	19001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	0	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320485	0	19003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320575	1	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320575	1	5005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320575	0	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320575	0	5005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320925	1	12006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	320925	0	12006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321015	1	16036	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321015	1	16039	1	accepted	2	126.7	77.42	dqdx	9.112	1.49	1.316	3
mcp2k	18255	321015	1	16040	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321015	0	16036	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321015	0	16039	1	accepted	2	126.7	77.42	dqdx	9.112	1.49	1.316	3
mcp2k	18255	321015	0	16040	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321169	1	16054	0	size1	1	4.566	4.566	dead_end	0	-1	-1	1
mcp2k	18255	321169	1	16055	0	size1	1	15.16	15.16	dead_end	0	-1	-1	1
mcp2k	18255	321169	1	16059	0	size1	1	20.29	20.29	angle	1.381	75.93	0.9193	2
mcp2k	18255	321169	1	16060	0	size1	1	12.56	12.56	dead_end	0	-1	-1	1
mcp2k	18255	321169	0	16054	0	size1	1	4.566	4.566	dead_end	0	-1	-1	1
mcp2k	18255	321169	0	16055	0	size1	1	15.16	15.16	dead_end	0	-1	-1	1
mcp2k	18255	321169	0	16059	0	size1	1	20.29	20.29	angle	1.381	75.93	0.9193	2
mcp2k	18255	321169	0	16060	0	size1	1	12.56	12.56	dead_end	0	-1	-1	1
mcp2k	18255	321235	1	11015	0	size1	1	126.5	126.5	both	80.55	23.51	1.436	3
mcp2k	18255	321235	0	11015	0	size1	1	126.5	126.5	both	80.55	23.51	1.436	3
mcp2k	18255	321367	1	3001	0	size1	1	47.28	47.28	dead_end	0	-1	-1	1
mcp2k	18255	321367	1	3004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321367	1	3005	0	size1	1	25.94	25.94	dead_end	0	-1	-1	1
mcp2k	18255	321367	0	3001	0	size1	1	47.28	47.28	dead_end	0	-1	-1	1
mcp2k	18255	321367	0	3004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321367	0	3005	0	size1	1	25.94	25.94	dead_end	0	-1	-1	1
mcp2k	18255	321629	1	10009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321629	1	10010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321629	1	10011	0	size1	1	173	173	dead_end	0	-1	-1	1
mcp2k	18255	321629	0	10009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321629	0	10010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321629	0	10011	0	size1	1	173	173	dead_end	0	-1	-1	1
mcp2k	18255	321741	1	48010	0	size1	1	2.245	2.245	dead_end	0	-1	-1	1
mcp2k	18255	321741	0	48010	0	size1	1	2.245	2.245	dead_end	0	-1	-1	1
mcp2k	18255	321849	1	28016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321849	1	28020	0	size1	1	31.67	31.67	angle	4.725	76.71	1.071	2
mcp2k	18255	321849	0	28016	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321849	0	28020	0	size1	1	31.67	31.67	angle	4.725	76.71	1.071	2
mcp2k	18255	321895	1	7005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321895	1	7007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321895	1	7008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321895	0	7005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321895	0	7007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321895	0	7008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321937	1	22002	1	accepted	2	245.6	134.2	dead_end	0	-1	-1	1
mcp2k	18255	321937	0	22002	1	accepted	2	245.6	134.2	dead_end	0	-1	-1	1
mcp2k	18255	321983	1	11000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	321983	0	11000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322135	1	15020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322135	1	15022	0	size1	1	247.1	247.1	dead_end	0	-1	-1	1
mcp2k	18255	322135	0	15020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322135	0	15022	0	size1	1	247.1	247.1	dead_end	0	-1	-1	1
mcp2k	18255	322181	1	8001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322181	1	8002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322181	0	8001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322181	0	8002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322269	1	7001	0	size1	1	145.6	145.6	dead_end	0	-1	-1	1
mcp2k	18255	322269	1	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322269	0	7001	0	size1	1	145.6	145.6	dead_end	0	-1	-1	1
mcp2k	18255	322269	0	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322663	1	2003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322663	1	2006	1	accepted	2	151.9	114.3	dead_end	0	-1	-1	1
mcp2k	18255	322663	0	2003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322663	0	2006	1	accepted	2	151.9	114.3	dead_end	0	-1	-1	1
mcp2k	18255	322707	1	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322707	1	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322707	1	11003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322707	0	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322707	0	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322707	0	11003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322861	1	10010	0	size1	1	83.13	83.13	dead_end	0	-1	-1	1
mcp2k	18255	322861	1	10011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322861	0	10010	0	size1	1	83.13	83.13	dead_end	0	-1	-1	1
mcp2k	18255	322861	0	10011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322885	1	20000	0	size1	1	239.7	239.7	dead_end	0	-1	-1	1
mcp2k	18255	322885	1	20028	0	size1	1	2.205	2.205	dead_end	0	-1	-1	1
mcp2k	18255	322885	0	20000	0	size1	1	239.7	239.7	dead_end	0	-1	-1	1
mcp2k	18255	322885	0	20028	0	size1	1	2.205	2.205	dead_end	0	-1	-1	1
mcp2k	18255	322907	1	20001	0	size1	1	146	146	dead_end	0	-1	-1	1
mcp2k	18255	322907	1	20006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	322907	0	20001	0	size1	1	146	146	dead_end	0	-1	-1	1
mcp2k	18255	322907	0	20006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323125	1	12007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323125	1	12016	0	size1	1	15.6	15.6	dead_end	0	-1	-1	1
mcp2k	18255	323125	1	12017	0	size1	1	28.14	28.14	dead_end	0	-1	-1	1
mcp2k	18255	323125	0	12007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323125	0	12016	0	size1	1	15.6	15.6	dead_end	0	-1	-1	1
mcp2k	18255	323125	0	12017	0	size1	1	28.14	28.14	dead_end	0	-1	-1	1
mcp2k	18255	323171	1	22003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323171	1	22004	0	size1	1	10.51	10.51	angle	155.2	41.39	1.201	2
mcp2k	18255	323171	1	22005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323171	0	22003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323171	0	22004	0	size1	1	10.51	10.51	angle	155.2	41.39	1.201	2
mcp2k	18255	323171	0	22005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323301	1	19004	1	accepted	4	220.4	120.2	dead_end	0	-1	-1	1
mcp2k	18255	323301	1	19029	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323301	0	19004	1	accepted	4	220.4	120.2	dead_end	0	-1	-1	1
mcp2k	18255	323301	0	19029	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp2k	18255	323369	1	13000	0	size1	1	246.6	246.6	dead_end	0	-1	-1	1
mcp2k	18255	323369	1	13001	0	size1	1	13.16	13.16	dead_end	0	-1	-1	1
mcp2k	18255	323369	0	13000	0	size1	1	246.6	246.6	dead_end	0	-1	-1	1
