run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
291	3	7221	-1.847	1.593	874.0	-199.8	-127.2	216.4	-0.495	4.747	950.6	-199.5	-127.4	217.2	
291	3	9313	0.736	-6.492	1019.9	-46.5	87.5	291.0	1.263	-4.108	959.8	-51.8	86.2	296.4	nue
291	14	761	0.259	12.770	1596.8	-176.7	160.2	70.4	1.219	14.256	1395.7	-176.8	160.3	70.4	nue,numu
291	19	3596	0.841	-15.000	1817.8	179.9	-149.5	114.8	1.255	-15.000	1896.8	179.8	-149.3	114.8	nue,numu
291	19	8935	0.240	3.492	1551.5	159.2	-189.5	204.8	-1.440	5.705	1503.9	156.1	-198.1	181.9	
291	26	923	-0.135	-15.000	708.5	-18.4	-121.3	146.4	0.226	12.660	660.2	-18.6	-121.4	146.5	nue
291	26	3245	0.827	-15.000	724.6	95.3	-57.2	460.4	1.034	-15.000	836.8	95.4	-57.2	460.4	nue
291	26	8053	-999.000	-999.000	0.0	0.0	0.0	0.0	0.753	7.569	1338.4	-151.3	167.7	437.3	nue
291	26	11568	-0.731	6.242	1339.9	-116.0	109.0	266.6	1.664	-15.000	1253.7	-116.0	109.0	266.6	nue
291	37	9656	1.253	-15.000	668.9	153.0	-151.0	162.2	-0.187	-1.718	418.5	178.0	-149.2	138.8	nue
291	45	526	-999.000	-999.000	0.0	0.0	0.0	0.0	0.261	-9.065	758.5	-90.5	90.3	468.7	
291	45	9852	-0.520	4.735	1061.9	138.7	-111.9	103.6	-0.714	3.354	1053.0	138.9	-112.0	104.0	nue
291	52	93	-0.765	-6.939	805.1	-18.3	13.9	332.8	3.344	-5.835	950.3	-43.5	44.0	277.4	nue
291	52	1981	0.982	12.207	1137.6	83.5	161.4	135.3	0.808	12.673	1206.2	83.5	161.4	135.4	nue
291	69	3289	0.034	-9.972	757.2	152.0	118.4	469.0	-0.781	-11.039	709.8	134.3	134.6	487.8	
292	11	9329	0.697	9.817	1583.1	12.1	153.4	252.3	0.188	4.313	755.6	12.1	153.3	252.3	nue
292	15	9805	-999.000	-999.000	0.0	0.0	0.0	0.0	0.366	12.533	912.2	-4.0	124.8	129.2	
292	20	4450	-0.461	8.391	2853.3	-0.8	124.0	420.5	-0.248	-15.000	1273.8	0.1	121.6	427.2	
292	20	5939	-0.697	2.661	2107.9	-116.2	1.6	295.1	-1.552	2.265	1988.9	-117.6	5.1	306.0	nue
292	26	339	-0.645	7.774	2154.9	-177.7	59.7	146.8	-1.159	6.449	2239.9	-177.7	59.8	146.9	nue
292	26	3585	-0.143	-15.000	619.0	30.5	21.7	114.0	-0.348	-15.000	380.0	36.4	24.0	108.4	nue
292	26	10709	1.117	-4.811	1140.6	-147.2	153.7	460.0	0.869	-4.475	992.8	-155.4	156.9	452.3	
292	41	8082	-0.306	-15.000	829.1	53.5	-51.6	122.2	-999.000	-999.000	0.0	0.0	0.0	0.0	nue
292	41	10003	-0.329	-0.992	1121.4	-111.4	-31.8	50.5	-0.386	12.316	1126.6	-101.6	-2.8	25.1	nue
292	49	4569	-0.470	6.026	1818.4	-136.7	-95.9	171.6	-0.806	8.020	2096.4	-136.7	-95.8	171.2	nue
292	49	9654	-0.642	-15.000	2672.7	-31.3	44.2	11.9	-0.825	9.032	2594.3	-31.4	44.3	12.0	
292	85	5275	-0.723	-15.000	487.1	160.4	-26.6	179.8	0.731	1.040	616.4	156.6	-29.8	169.8	nue
292	85	6356	0.711	4.018	2228.1	-22.1	133.5	285.5	-0.358	-15.000	2177.2	-22.3	132.6	286.5	nue
292	99	609	2.076	6.765	766.8	-74.8	82.9	333.3	1.939	8.834	895.5	-74.5	83.0	333.3	nue
292	99	1331	1.121	-5.685	1098.5	-11.7	51.8	109.7	-0.145	6.866	1425.2	-11.3	51.4	110.1	nue
292	99	4313	3.479	-8.896	995.4	-43.5	-33.1	37.5	-999.000	-999.000	0.0	0.0	0.0	0.0	nue
292	99	4849	0.836	3.376	364.8	-85.4	-38.2	473.2	1.157	3.747	364.8	-85.4	-38.2	473.2	
293	6	3526	-0.325	11.788	1495.2	-65.5	29.7	325.1	-0.145	-15.000	215.6	7.9	108.4	276.1	nue
293	6	6538	-999.000	-999.000	0.0	0.0	0.0	0.0	2.368	8.241	1325.7	166.9	148.8	463.3	
293	11	1488	0.188	6.128	755.7	-102.3	-124.9	327.1	0.463	8.136	744.4	-102.3	-125.0	327.0	nue
293	11	2913	1.445	6.973	1701.2	90.2	160.7	264.7	1.240	2.699	1693.2	89.9	160.3	264.5	nue
293	11	6107	-999.000	-999.000	0.0	0.0	0.0	0.0	2.808	-15.000	442.2	-98.6	-81.0	388.5	
293	11	11601	0.389	-0.278	899.8	56.4	-5.2	411.1	-0.105	11.406	1151.0	56.9	-5.1	410.0	nue
293	16	5245	0.851	-15.000	855.7	67.4	13.6	489.9	0.950	-5.336	650.6	67.4	13.5	489.9	
293	16	8245	-0.089	1.131	1117.4	26.1	30.2	414.9	0.329	0.263	758.0	27.0	27.2	410.1	nue
293	29	718	2.582	-3.086	686.1	166.4	56.1	391.3	0.464	-15.000	507.1	172.5	58.0	388.6	
293	37	9056	0.955	-15.000	501.9	-148.6	192.2	411.6	0.813	-15.000	502.3	-148.7	192.1	411.5	
293	38	948	0.181	4.684	1103.7	91.4	-4.0	384.5	-1.154	0.143	1113.1	91.3	-3.8	384.4	nue
293	38	4912	-0.898	-15.000	198.8	15.0	135.1	482.8	0.866	11.225	1048.3	-99.4	129.7	412.8	nue
293	39	3515	1.674	11.822	677.4	-103.8	-2.0	397.9	0.550	-1.829	803.9	-60.4	-14.8	454.1	nue
293	43	6406	0.106	-15.000	837.0	152.8	-110.1	327.6	0.965	-0.736	767.6	153.5	-109.0	323.0	nue
293	43	9787	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.338	-15.000	1274.3	-59.5	127.7	272.5	nue
293	46	486	3.773	1.436	1907.8	-40.2	46.9	404.6	3.444	5.035	2015.3	-40.2	46.5	404.5	nue
293	46	2839	-0.393	1.903	751.4	-135.6	160.7	162.5	0.091	-0.262	398.3	-143.1	163.2	155.6	nue
293	47	8324	-0.205	-4.100	1153.4	-36.5	110.6	449.7	-1.560	-15.000	975.2	-35.2	152.7	393.6	nue
293	47	10755	0.268	14.955	1553.2	69.4	-168.6	275.9	1.131	16.256	1367.5	69.4	-168.5	275.9	nue
293	49	5265	-0.940	3.417	3843.2	27.8	65.9	288.7	0.631	6.540	3545.7	27.8	69.3	260.7	nue
293	50	1705	1.454	11.750	1454.0	39.0	188.3	276.4	0.333	-0.624	1440.6	55.4	185.5	318.8	
293	50	9403	0.719	12.105	2304.2	-143.5	173.6	62.3	1.131	12.369	2204.6	-143.7	173.3	62.4	nue
293	50	11290	-0.392	11.244	1665.2	-145.1	-146.0	276.8	0.109	-15.000	1476.3	-145.1	-146.2	276.7	nue
293	54	114	1.152	-15.000	3169.4	-26.9	-157.8	97.6	1.076	-2.792	1292.0	-113.2	-76.2	209.3	nue,numu
293	54	6869	1.047	-9.831	1651.5	-48.1	-106.3	252.9	0.548	-15.000	1285.5	-34.6	-105.5	289.9	nue
293	62	4372	-999.000	-999.000	0.0	0.0	0.0	0.0	0.661	13.796	380.7	-115.6	79.6	488.9	
293	62	5247	0.243	11.670	1164.1	-85.4	183.4	216.1	0.325	-15.000	1287.6	-85.6	183.4	215.5	nue
293	64	7591	0.145	6.810	1167.5	-37.4	-84.3	93.2	0.574	9.101	1192.8	-37.8	-83.8	94.0	nue
293	64	10168	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.345	13.311	486.7	-82.8	85.8	25.3	nue
293	67	3048	-0.819	-15.000	223.0	-93.7	33.3	247.4	2.210	-15.000	906.7	-91.1	14.6	256.2	nue
293	67	5159	-999.000	-999.000	0.0	0.0	0.0	0.0	0.497	-15.000	1331.3	-30.3	-89.2	261.3	nue
293	67	6125	-0.003	8.577	3070.4	63.7	161.8	89.6	-1.209	6.031	1633.8	63.8	161.4	89.2	nue
293	73	9454	-0.043	-15.000	1019.7	-69.4	178.2	10.7	0.179	9.339	1010.5	-69.4	178.3	10.9	nue
293	73	12398	0.913	8.470	1136.7	-8.6	-18.2	442.3	-1.454	-3.322	1256.6	-10.3	-9.9	482.1	nue
293	78	4009	-0.248	6.327	584.7	-134.3	-53.6	202.3	-0.791	7.348	676.1	-134.3	-53.6	202.4	nue
293	78	8256	-3.273	-15.000	181.2	-31.9	-133.5	18.3	0.954	12.092	1222.8	98.0	153.5	415.4	nue
293	79	4723	-0.335	-15.000	2506.9	56.3	-13.0	36.9	1.137	-0.469	2378.3	59.0	-13.9	36.9	nue
293	79	8217	-999.000	-999.000	0.0	0.0	0.0	0.0	0.110	15.352	625.8	86.8	-31.3	168.5	nue
293	86	8767	-1.650	-15.000	2522.3	-73.1	173.9	228.6	-0.850	-15.000	2439.8	-47.3	188.6	188.2	nue
293	87	6972	-1.032	-15.000	365.9	4.5	75.3	39.8	-0.344	13.421	1326.5	4.2	75.3	39.8	
293	87	7699	0.844	8.974	1208.2	-80.5	5.1	67.4	1.424	-15.000	1244.3	-80.7	4.9	67.7	nue
293	91	3961	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.148	-12.187	218.0	-122.2	-191.5	209.7	
293	91	6779	0.142	3.086	981.3	-127.3	199.1	84.3	-1.779	5.985	878.2	-114.4	199.6	67.7	
293	93	682	-0.150	9.743	1831.3	9.0	-161.5	8.9	0.364	-15.000	1362.6	9.0	-161.6	9.1	
293	93	6517	0.634	8.843	1384.5	168.6	-81.2	113.6	1.251	5.140	1343.2	168.6	-81.1	113.7	nue
293	93	11164	0.659	2.862	1663.0	31.0	98.6	34.9	1.215	-1.756	1630.8	30.8	97.1	33.5	nue
293	94	1877	-0.809	-6.922	2055.5	61.5	49.7	347.3	0.993	0.523	1309.7	62.1	52.0	344.2	nue
293	94	5776	0.644	11.365	1234.6	-51.8	-69.5	360.4	0.949	14.875	1061.1	-51.7	-69.6	360.5	nue
293	94	10701	0.441	6.916	1142.2	-60.3	-167.6	296.5	0.441	9.369	1209.5	-60.3	-167.6	296.5	nue
293	95	2119	0.782	6.939	512.2	128.7	48.9	479.8	0.601	1.394	575.0	128.6	49.2	479.8	
293	95	11105	0.284	9.238	2477.0	-7.4	64.6	95.7	0.282	6.723	2446.9	-7.3	64.4	95.5	nue
293	96	3172	0.402	-15.000	918.2	40.0	-140.4	219.2	0.771	5.861	688.9	39.1	-139.7	219.2	nue
