run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
293	96	9317	0.901	-15.000	2305.5	-10.2	39.6	331.8	0.488	-15.000	2322.1	-10.2	39.3	331.8	nue
293	99	576	0.457	-3.401	395.9	99.7	-104.8	337.5	-0.195	-15.000	630.5	104.1	-108.1	341.2	nue
293	99	1816	0.982	6.951	385.7	164.4	12.0	453.9	0.859	6.987	382.8	164.4	12.0	453.9	
293	99	9344	1.213	8.117	858.7	135.9	172.8	321.7	0.631	2.002	1098.8	136.0	172.6	321.6	nue
293	99	11798	3.666	-15.000	705.3	-52.7	54.6	259.6	-999.000	-999.000	0.0	0.0	0.0	0.0	numu
294	2	10486	0.027	5.195	2644.1	-40.2	-163.7	154.2	0.764	-0.646	3280.3	-41.9	-160.1	156.1	nue
294	10	3205	0.959	0.944	1272.6	-179.6	-124.7	479.6	0.158	0.322	1327.0	-179.2	-123.7	479.1	nue
294	17	462	-999.000	-999.000	0.0	0.0	0.0	0.0	1.651	-15.000	738.9	-56.6	-194.7	100.0	
294	17	887	-0.775	-0.543	1972.6	-49.3	-92.2	245.8	-1.237	6.973	1777.6	-51.0	-84.6	226.8	nue
294	18	1199	0.420	4.228	1594.2	-162.5	-88.9	429.9	0.623	3.831	1594.3	-162.4	-88.8	429.6	nue
294	18	4512	0.785	8.520	1047.0	-82.9	149.8	156.2	1.192	6.476	1065.9	-82.9	149.8	156.3	nue
294	18	5045	-0.530	-15.000	486.6	22.2	129.8	429.9	3.238	-0.530	781.9	17.0	164.7	483.8	nue
294	18	9369	-1.290	-15.000	2029.4	-105.9	199.7	153.8	-0.788	7.085	4509.7	41.3	133.9	421.8	nue
294	20	1017	0.675	5.183	1567.6	-63.7	72.7	295.6	-0.013	-15.000	1640.0	-65.2	71.5	296.2	nue
294	20	6868	0.442	-15.000	978.5	187.1	-151.2	99.8	1.337	-15.000	981.4	186.9	-151.2	99.6	nue
294	20	9926	-0.480	6.990	845.9	124.9	-42.7	420.8	-0.666	8.599	849.8	124.9	-42.8	420.8	nue
294	20	10220	2.372	-15.000	1534.6	12.2	-125.4	63.0	-0.956	13.185	1474.8	11.7	-125.5	62.2	nue
294	20	12189	1.220	11.240	1768.0	145.9	98.6	357.4	0.694	7.503	1791.8	145.7	98.8	357.0	nue
294	23	2807	1.598	-15.000	555.3	-16.6	185.6	58.3	3.962	-1.922	679.0	-131.7	48.9	428.3	nue,numu
294	25	2049	-1.577	6.910	1653.1	26.4	83.6	9.1	0.367	14.020	1617.9	25.6	83.6	8.3	
294	25	4300	-1.207	9.037	1960.1	108.3	-124.6	203.7	-0.644	5.857	1903.1	108.7	-125.0	203.9	nue
294	25	4668	-0.719	9.222	586.1	-11.1	102.9	50.9	-1.014	-15.000	568.8	-11.1	102.9	50.9	nue
294	25	8772	0.487	9.512	870.7	-110.8	-161.0	276.2	0.098	-2.344	695.2	-102.6	-162.7	301.6	nue
294	26	3236	1.015	-15.000	1238.0	5.5	-68.7	401.3	-0.044	0.606	1731.0	-3.5	-57.9	437.9	
294	26	7863	-1.860	-2.461	1298.0	3.1	102.0	362.9	-1.137	4.411	1190.9	3.1	100.9	360.6	
294	26	12495	0.597	-15.000	2347.8	68.2	48.5	312.9	2.066	-15.000	2375.2	68.2	48.5	312.9	nue
294	32	512	-999.000	-999.000	0.0	0.0	0.0	0.0	0.323	-15.000	347.9	26.0	183.9	414.6	nue
294	32	4841	0.830	6.856	736.9	92.0	-193.4	225.0	0.903	3.574	903.4	92.0	-193.6	225.0	
294	32	6388	1.897	-15.000	3858.3	4.7	-24.7	66.1	-0.562	-15.000	3522.1	8.6	-22.8	66.1	
294	32	7532	-0.911	7.479	1511.1	80.4	-165.6	89.8	-0.911	6.184	1511.1	80.4	-165.6	89.8	nue
294	33	6812	-0.106	-15.000	556.4	-173.3	161.8	361.7	-0.642	-15.000	485.7	-169.7	164.3	364.1	nue
294	33	8965	-1.420	-3.005	964.1	122.2	28.0	135.2	-1.007	3.519	1871.1	124.8	25.3	143.5	nue,numu
294	38	4937	-0.556	13.601	1220.1	77.9	138.2	423.6	-0.032	2.369	1326.8	80.1	142.4	458.9	nue
294	38	5621	-999.000	-999.000	0.0	0.0	0.0	0.0	0.105	14.352	1157.1	134.5	-86.8	125.5	nue
294	48	2118	0.060	9.883	918.6	-154.1	174.2	102.6	0.227	4.885	905.3	-154.2	175.7	104.6	nue
294	48	10786	0.296	-15.000	2975.8	-143.3	45.1	195.3	1.126	3.328	2724.3	-143.4	45.0	195.1	nue
294	50	884	2.662	-15.000	2759.7	-60.5	-19.8	124.3	2.199	9.608	2643.7	-60.4	-19.9	124.2	nue
294	50	2341	0.043	15.654	813.6	-29.4	166.1	221.9	1.003	13.098	767.1	-29.4	166.1	221.9	nue
294	51	199	0.916	-0.447	333.5	40.3	-195.3	230.6	0.884	-0.736	334.4	40.3	-195.3	230.6	
294	51	11333	0.317	6.974	4144.0	-79.6	-156.4	220.7	-0.122	7.277	2242.8	-79.5	-156.4	220.8	nue
294	53	2746	0.099	2.889	1332.6	-9.0	115.7	115.9	-1.491	12.570	1259.8	-10.9	106.1	92.7	nue
294	53	12033	0.949	11.330	781.5	-28.8	-160.3	232.2	0.878	13.026	775.7	-28.6	-160.2	231.9	nue
294	54	1589	0.371	8.399	1272.8	129.4	90.4	410.2	-0.190	-15.000	1268.8	129.5	90.4	410.2	nue
294	54	10960	-1.202	10.295	2238.6	-75.0	21.4	254.6	-0.481	-15.000	1892.9	-75.2	21.4	254.8	nue
294	54	10994	1.402	10.954	884.0	198.5	107.5	307.3	1.623	-15.000	908.8	198.4	107.4	307.2	
294	54	11985	1.094	5.684	394.3	18.0	8.4	398.6	-0.648	-15.000	514.7	18.0	8.7	398.4	nue
294	56	2037	1.001	13.199	544.9	22.5	-42.7	468.4	0.373	-15.000	485.0	22.5	-42.7	468.5	
294	56	8094	1.042	-15.000	514.7	-123.5	43.6	354.4	3.938	-15.000	783.9	23.2	45.5	5.1	nue
294	58	3861	-0.787	-15.000	1051.6	-19.9	-75.2	134.8	-0.388	4.380	2447.3	-22.6	-82.1	46.5	nue
294	58	9875	0.093	1.579	1026.8	169.4	-170.9	328.6	-0.834	-1.513	833.2	168.0	-174.2	332.7	nue
294	59	2840	-1.002	2.345	412.5	57.6	-29.2	49.8	-0.509	-10.665	675.1	56.0	-34.5	68.1	nue
294	59	10457	-0.302	-0.574	599.9	66.4	-4.2	451.7	-0.216	-1.189	610.8	69.2	-7.6	449.0	nue
294	59	11388	0.243	13.536	807.2	129.6	97.0	81.5	0.477	-4.351	477.3	170.5	82.6	64.1	nue
294	59	12194	-0.847	6.115	654.0	-141.3	98.0	401.5	0.100	7.359	480.9	-141.6	98.6	400.3	nue
294	65	2594	0.851	-15.000	2825.7	-26.6	-85.4	248.3	2.929	4.371	2679.6	-26.7	-85.2	247.4	nue
294	65	3961	-0.390	-15.000	433.1	-109.1	56.8	266.5	-0.879	6.244	518.5	-109.1	56.8	266.5	nue
294	68	5994	-0.722	6.001	3086.2	109.1	-85.1	153.0	-1.275	7.791	3128.7	109.0	-84.9	153.0	nue
294	68	6610	1.501	2.367	871.5	-3.7	61.9	264.4	1.118	10.676	800.1	-3.8	61.9	264.4	
294	68	7066	-0.001	-15.000	1635.9	69.0	-19.4	201.5	0.961	-2.882	1092.6	68.7	-22.3	203.3	nue
294	69	9010	0.247	6.907	1039.2	18.8	-141.8	247.3	-0.477	7.846	1039.5	18.8	-141.8	247.3	nue
294	70	89	-0.118	1.460	1080.0	-107.2	118.5	263.5	-0.402	5.582	1117.1	-101.5	117.9	252.2	nue
294	70	5597	0.203	3.445	1458.3	-196.4	-64.3	290.9	1.344	5.326	1232.5	-196.7	-64.1	290.5	
294	71	4198	-1.088	3.758	2140.8	114.3	88.7	300.5	-1.165	5.457	2150.5	116.7	90.3	301.4	nue
294	71	5856	1.463	1.361	1594.7	127.1	-150.4	457.5	0.151	5.739	1528.4	127.2	-150.4	457.4	
294	71	9224	-0.012	5.916	1401.8	74.8	75.9	147.3	-0.190	3.597	1164.1	74.8	75.9	147.2	nue
294	71	9930	0.196	2.689	769.6	64.8	58.0	73.0	0.196	6.075	770.6	64.9	57.9	72.8	nue
294	71	12406	1.250	9.402	677.1	-94.1	-48.1	33.4	2.397	5.497	677.6	-94.1	-48.1	33.4	nue
294	72	8471	-0.007	11.558	945.9	-172.3	-72.3	392.1	1.078	9.368	944.7	-172.3	-72.0	392.2	nue
294	75	187	1.000	6.657	2409.8	-116.0	-32.5	84.5	-1.220	9.976	2322.7	-116.2	-33.0	84.8	nue
294	75	4003	-0.421	7.015	1104.1	-122.8	-0.8	441.4	3.857	-15.000	499.6	-19.3	-7.7	429.6	nue,numu
294	76	5087	0.029	4.971	1882.6	15.2	35.3	282.7	0.766	2.793	1853.0	15.0	34.5	283.2	nue
294	76	6849	-1.371	-15.000	344.3	-45.3	79.3	163.7	-0.415	-15.000	393.7	-56.2	74.9	154.4	nue
294	76	12425	0.281	-15.000	340.5	170.0	3.4	490.5	-999.000	-999.000	0.0	0.0	0.0	0.0	
294	78	8223	1.508	-15.000	633.6	-5.4	-19.7	134.1	0.182	13.536	721.9	-5.4	-19.8	134.1	nue
294	78	10068	1.587	5.662	899.4	162.7	181.4	13.5	1.872	3.978	1019.6	162.7	181.4	13.5	nue
294	80	8153	1.235	-15.000	1678.4	78.3	-67.8	85.1	0.687	-15.000	1600.7	94.1	-48.5	104.7	nue
294	80	11081	-0.201	5.541	1947.9	102.5	-85.8	209.3	-0.497	9.027	1930.5	102.2	-86.5	208.6	nue
294	81	306	1.097	2.421	1695.9	-114.5	-0.3	27.9	-0.556	3.817	1951.2	-114.5	-2.5	30.0	
294	81	5475	1.522	-7.413	1816.2	70.9	-134.0	238.0	1.773	-15.000	1825.8	70.5	-129.9	242.4	nue,numu
294	81	6768	-0.936	3.869	1656.4	4.7	6.0	439.0	0.089	8.049	1768.9	4.9	6.1	440.4	
294	81	11035	1.033	5.690	826.2	70.5	22.4	97.4	0.495	5.785	795.4	70.5	22.4	97.3	nue
294	84	1449	0.011	7.282	1382.8	-107.4	-100.7	303.5	1.111	-4.082	1324.4	-104.7	-100.1	305.9	nue
294	84	3229	2.392	6.954	1143.4	-154.7	25.6	182.7	1.592	0.315	1624.2	-155.2	22.9	184.2	nue
294	84	9218	-1.279	6.390	1461.6	26.8	11.4	313.9	-0.659	9.997	1339.1	26.8	12.0	311.9	nue
294	90	1209	0.402	-15.000	1739.7	40.7	-156.2	154.4	-0.026	5.757	1964.1	40.8	-155.8	154.3	nue
294	97	11574	1.044	3.602	1845.6	-49.6	100.3	464.8	1.880	5.006	1759.9	-49.8	102.3	461.8	nue
294	99	6483	-1.593	6.842	1210.4	-150.2	7.8	299.4	-2.393	7.564	1198.4	-150.4	7.8	299.5	nue
295	4	3524	-1.409	-15.000	2097.9	74.9	157.1	337.8	-1.321	10.865	2137.0	74.9	157.0	337.8	nue
295	4	4068	-0.654	10.960	2025.4	-53.2	-65.0	289.4	-0.737	-15.000	2130.2	-52.9	-64.7	289.9	nue
295	5	305	1.065	-15.000	729.8	-30.1	-115.2	164.3	0.887	-15.000	731.8	-29.9	-115.3	164.4	nue
295	5	8226	-0.071	-7.549	446.7	-154.8	134.1	307.0	-0.119	-15.000	684.6	-150.9	143.4	294.0	nue
295	8	6526	0.502	11.472	1146.6	-164.4	-0.9	247.6	-0.027	0.210	1134.9	-162.3	0.2	258.8	nue
295	9	163	0.513	5.130	720.2	-24.4	167.6	119.9	0.329	-2.651	729.2	-24.0	168.9	120.3	nue
295	11	2939	1.263	9.511	3327.8	113.4	-66.8	97.4	0.613	7.590	3663.0	114.5	-67.1	96.9	nue
295	14	919	-2.869	-15.000	818.7	104.5	-199.8	195.9	-0.983	-15.000	348.3	32.8	-180.3	229.1	nue
295	14	3037	-0.898	9.776	1802.6	103.7	97.1	278.4	-0.259	5.965	1506.1	101.7	96.5	282.9	nue
295	14	3691	-0.470	-7.969	850.6	-40.0	-109.5	254.3	-0.614	-5.609	2668.4	-1.2	-123.7	184.8	
295	15	1396	-0.186	-11.536	672.7	-3.0	-183.3	68.5	-1.403	-8.011	332.4	-10.9	-169.6	62.4	nue
295	15	4601	-0.435	3.773	902.2	154.9	-72.0	101.2	-0.434	9.276	905.1	155.1	-72.4	100.6	nue
295	15	5001	-0.282	8.625	2255.6	104.5	166.3	294.7	1.623	10.437	2253.7	104.5	166.1	294.5	nue
295	15	6175	-999.000	-999.000	0.0	0.0	0.0	0.0	0.160	-3.825	551.9	-103.6	92.4	25.3	nue
295	15	11845	0.860	6.916	914.5	-155.2	19.3	366.9	0.982	3.691	1073.8	-155.0	19.4	367.2	nue
295	16	3875	-0.653	2.699	586.6	114.5	-35.9	5.0	-1.000	4.956	586.6	114.4	-35.8	5.0	
295	19	2504	1.170	11.752	1441.6	-113.3	-152.3	5.2	0.129	8.188	1416.5	-113.3	-152.4	5.1	
295	19	8916	1.070	13.847	838.5	-114.2	-145.5	169.0	0.579	14.352	895.8	-114.3	-145.5	169.0	nue
295	26	2940	0.578	-8.142	2045.0	-56.7	93.5	219.7	0.235	4.747	1534.3	-60.5	117.3	149.5	nue
295	26	11582	0.556	-15.000	733.6	-75.6	93.8	322.8	-0.072	-15.000	839.6	-78.0	79.6	343.6	nue
295	28	1038	0.157	4.880	1966.1	68.7	-125.6	205.2	0.105	9.267	1989.6	69.3	-126.4	205.3	nue
295	28	8668	-0.336	7.111	1097.5	-1.0	-132.8	223.4	0.638	4.781	1094.8	-0.8	-132.5	221.7	
295	31	650	0.582	8.739	1424.8	159.3	-54.0	69.7	0.919	7.224	1248.0	159.1	-53.9	70.6	nue
295	33	9146	2.440	4.009	1416.7	155.4	-181.4	36.6	0.926	-15.000	1391.7	157.2	-180.8	36.9	nue
295	33	10318	0.360	-15.000	625.0	-8.1	-42.5	95.4	1.221	-6.728	461.2	-8.7	-42.7	100.2	nue
295	35	2593	1.496	8.016	1511.8	-127.3	116.3	255.7	0.384	11.870	1540.0	-127.3	116.3	255.7	nue
295	35	3113	0.276	0.697	2325.2	-46.1	23.6	83.4	-0.310	-5.627	2399.3	-41.8	29.6	69.1	nue
295	35	12368	-0.684	7.670	1987.3	-148.1	48.0	150.5	-0.695	6.968	2065.9	-148.1	47.5	151.5	nue
295	37	7797	-0.143	5.941	1970.0	-24.5	116.7	127.6	-0.099	9.075	2107.4	-24.4	116.7	127.6	nue
295	38	2384	-1.032	-15.000	466.0	90.5	98.9	275.5	-0.276	-15.000	515.6	171.0	-19.9	273.3	nue
295	40	6865	-0.884	2.876	4512.2	-90.2	-6.3	172.7	-0.972	5.114	4070.0	-90.0	-5.0	175.6	nue
295	40	10297	0.420	-7.446	436.4	-81.7	57.6	248.1	-0.113	-15.000	607.8	-82.0	66.6	249.3	nue
295	42	7259	-2.334	-15.000	1280.8	3.3	199.8	376.1	-0.371	-3.263	792.2	159.9	147.8	340.6	nue
295	42	9059	-0.091	11.240	2072.4	35.3	180.2	177.4	0.981	9.819	2604.2	35.2	180.1	177.3	nue
295	47	8588	-0.816	11.637	2255.6	-82.2	24.4	315.0	1.240	-15.000	739.6	-6.7	-164.3	214.6	nue
295	47	9807	0.188	-15.000	26.9	74.4	-92.3	302.6	-0.943	10.508	1139.0	-47.2	-190.2	427.6	
295	47	11582	0.733	-15.000	547.3	-4.2	-167.4	27.6	0.294	-15.000	580.4	-4.2	-168.3	36.1	
295	49	2211	1.421	1.134	2722.6	173.6	-83.1	67.4	-0.276	-15.000	2339.5	172.7	-73.3	51.1	nue
295	49	5942	-2.188	-15.000	128.7	21.1	133.2	209.9	0.136	-15.000	280.7	17.9	130.7	205.3	nue
295	49	11128	0.427	2.677	488.6	-4.9	-21.5	399.5	1.112	0.386	485.7	-4.9	-21.5	399.4	
295	51	739	0.109	-5.782	678.8	156.7	73.7	214.6	0.399	-15.000	613.0	197.6	104.2	308.5	nue
295	51	1195	0.668	-5.281	657.7	-2.4	-11.8	359.3	-0.599	-15.000	1328.4	2.2	-8.4	360.1	
295	51	6712	-0.736	-15.000	1239.4	-104.0	81.0	330.7	-1.310	11.867	2796.0	-103.8	81.5	330.9	nue
295	51	7214	0.026	7.664	2405.6	-170.9	-191.9	311.5	0.247	-15.000	2103.9	-171.7	-187.9	318.4	
295	51	11153	1.207	4.355	2190.3	-31.2	-27.6	341.7	0.455	5.735	2018.9	-31.2	-27.2	341.8	nue
295	54	12469	0.900	6.396	3355.2	-35.8	10.0	286.8	0.432	7.505	2927.4	-56.4	-4.1	136.3	nue
295	56	1131	-0.071	8.923	1422.9	59.0	0.2	128.3	-1.604	4.506	1412.8	58.5	-1.1	126.2	nue
295	56	2107	-0.065	5.734	2162.3	-1.7	-98.8	398.8	-0.291	7.447	2140.7	-1.7	-99.2	398.9	
295	56	5346	-1.510	11.542	2152.0	19.4	-25.1	121.3	1.880	-15.000	2265.6	19.4	-25.1	121.1	nue
295	57	311	1.896	-8.681	941.9	118.5	193.1	270.5	0.771	-8.389	1040.5	118.5	193.1	270.5	nue
295	57	601	1.216	-15.000	404.6	48.3	-13.2	197.4	0.491	-15.000	401.3	48.3	-13.2	197.4	nue
