run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
715	80	2	-1.180	-15.000	17.1	102.3	56.9	272.5	2.104	-15.000	592.4	86.6	90.3	119.6	numu
715	80	36	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.716	-15.000	193.7	5.3	-168.3	72.9	
715	94	26	-999.000	-999.000	0.0	0.0	0.0	0.0	2.851	-15.000	530.4	-81.3	189.7	135.1	
715	94	32	-2.480	-15.000	310.4	-113.8	142.1	0.2	-999.000	-999.000	0.0	0.0	0.0	0.0	
717	29	6	-1.694	-15.000	112.6	160.2	58.6	459.4	-2.675	-15.000	106.5	8.1	-190.9	63.8	
717	29	11	-1.453	4.142	2351.9	53.5	-172.7	23.2	-1.314	-5.451	2165.9	53.5	-179.1	22.9	numu
717	29	47	1.515	-15.000	305.6	1.6	192.8	462.6	0.111	-15.000	442.0	170.5	-95.3	141.3	numu
717	32	14	-1.982	-15.000	109.3	45.7	153.3	483.0	-999.000	-999.000	0.0	0.0	0.0	0.0	
717	45	48	-2.398	-15.000	107.4	186.9	-6.8	122.2	-2.160	-15.000	110.6	68.3	92.4	5.6	
717	50	12	0.929	-15.000	1210.4	-26.2	-37.4	265.6	-0.454	-15.000	1507.0	-28.5	-38.5	256.9	numu
717	50	49	-2.457	-15.000	106.6	-166.1	34.3	73.0	-999.000	-999.000	0.0	0.0	0.0	0.0	
717	88	28	0.850	-15.000	430.6	109.5	180.1	415.7	1.701	-15.000	713.8	109.4	180.1	415.7	
719	4	14	0.879	-14.602	646.8	-142.8	-69.2	23.1	0.843	-15.000	553.7	-132.8	-182.6	6.0	numu
719	14	42	-2.094	-15.000	107.4	131.2	22.1	254.4	-999.000	-999.000	0.0	0.0	0.0	0.0	
719	19	42	-999.000	-999.000	0.0	0.0	0.0	0.0	3.158	-15.000	467.3	-122.3	-9.4	369.4	numu
719	19	44	0.488	-15.000	456.9	51.9	86.5	4.4	-999.000	-999.000	0.0	0.0	0.0	0.0	
719	32	50	3.471	-15.000	364.3	-179.8	-140.0	472.9	0.946	-15.000	366.9	-172.8	-148.8	483.0	
719	45	10	2.741	-15.000	1748.1	62.2	104.8	314.6	1.676	-15.000	839.5	62.0	118.6	293.5	numu
719	45	30	-1.520	-15.000	59.0	184.6	74.2	76.7	-999.000	-999.000	0.0	0.0	0.0	0.0	
719	45	41	-1.310	-15.000	109.9	162.6	121.0	133.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
719	61	16	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.942	-15.000	0.0	0.0	0.0	0.0	
719	68	47	-2.551	-15.000	37.6	163.3	148.5	176.3	0.080	-15.000	819.5	171.6	144.1	162.9	numu
719	81	4	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.353	-15.000	45.3	-95.5	175.1	161.8	
719	81	30	1.010	-15.000	1257.0	1.1	146.9	396.1	0.670	11.101	1303.3	1.1	146.8	396.0	
719	81	47	3.260	-15.000	2957.0	-49.7	56.8	38.8	-0.572	2.268	2225.7	-49.3	82.1	38.6	numu
719	92	43	1.014	-15.000	558.0	-141.2	35.4	174.4	0.593	-15.000	560.8	-141.5	35.2	174.3	numu
719	96	13	-999.000	-999.000	0.0	0.0	0.0	0.0	1.689	-15.000	604.9	67.1	119.1	302.5	numu
719	99	5	-999.000	-999.000	0.0	0.0	0.0	0.0	-3.270	-15.000	11.6	-77.5	194.0	200.2	
720	5	42	-0.571	-15.000	487.2	118.1	-135.2	144.5	-0.491	-15.000	459.9	1.2	89.4	156.3	numu
720	10	17	-1.819	-15.000	108.0	-139.5	-133.0	72.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
720	12	42	-999.000	-999.000	0.0	0.0	0.0	0.0	-3.012	-15.000	634.9	-104.0	199.8	240.2	
720	12	48	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.162	-15.000	265.2	-162.9	178.5	167.3	numu
720	26	2	-2.447	-15.000	466.6	179.6	90.8	0.1	-0.770	-15.000	602.7	180.9	97.8	1.0	
720	26	45	-3.666	-15.000	74.4	13.0	189.8	16.1	-1.186	-15.000	327.2	72.9	-199.9	31.7	
720	26	50	-999.000	-999.000	0.0	0.0	0.0	0.0	4.478	-8.647	803.0	20.8	136.1	128.3	numu
720	38	9	1.796	-1.958	856.8	-194.1	154.1	178.3	5.025	-15.000	782.1	-56.8	-2.5	180.4	numu
720	45	32	0.386	-15.000	1110.3	107.7	-120.5	359.2	3.671	-15.000	1227.7	107.9	-120.4	359.1	numu
720	75	8	-1.357	-15.000	76.5	-3.2	97.6	235.4	-1.582	-15.000	122.6	-2.3	58.7	249.1	
720	75	45	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.445	-3.181	253.5	80.0	94.4	492.1	
