run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
18255	1	398690	-0.483	-15.000	748.8	2.9	29.7	216.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	406444	-3.678	-15.000	11.4	156.8	107.2	135.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	406642	-1.963	-15.000	107.2	109.0	50.8	174.2	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	408094	-1.942	-15.000	0.0	0.0	0.0	0.0	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	409458	-1.330	-15.000	139.6	-31.9	1.1	1.3	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	409964	4.500	-15.000	792.3	98.4	-136.1	180.0	2.641	-15.000	679.3	127.8	-148.2	269.8	
18255	1	410008	0.160	-15.000	461.5	-7.3	14.7	463.6	0.606	-15.000	354.2	-167.4	-48.8	455.5	
18255	1	412846	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.640	-15.000	66.6	-8.1	-198.7	416.1	
18255	1	487853	0.267	-15.000	339.4	9.6	101.7	153.9	-1.613	-15.000	452.1	9.7	112.0	153.9	
18259	1	66272	-1.875	-15.000	116.9	187.9	104.2	348.7	-0.622	-15.000	282.2	194.7	103.6	341.5	
18259	1	68428	-999.000	-999.000	0.0	0.0	0.0	0.0	2.539	-15.000	818.3	-119.2	-191.4	285.6	
18259	1	71530	-1.584	-15.000	183.8	-65.9	13.0	386.3	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	167904	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.849	-15.000	230.6	-31.6	-179.6	447.4	
18259	1	169340	-999.000	-999.000	0.0	0.0	0.0	0.0	-3.233	-15.000	9.2	48.0	-67.5	275.3	
18259	1	169626	-0.419	-6.591	669.9	-4.2	205.1	431.6	0.271	-15.000	827.3	-26.0	129.8	404.6	
18259	1	169824	5.645	-15.000	1059.0	57.5	-142.8	114.3	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	170792	0.504	-15.000	658.8	-141.5	177.1	113.9	0.984	-15.000	828.5	-141.3	176.7	112.5	
18259	1	172832	0.635	-15.000	775.5	-59.2	-66.7	130.3	3.098	-15.000	633.5	-74.8	-74.3	142.7	
18259	1	174422	1.404	-15.000	429.0	0.7	166.8	189.6	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	176160	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.526	-15.000	341.1	38.3	199.9	272.3	
