run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
18255	1	49467	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.942	-15.000	0.0	0.0	0.0	0.0	
18255	1	50743	-2.875	-15.000	15.7	26.9	78.9	306.4	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	52085	4.369	-15.000	674.5	-1.2	112.5	81.6	2.099	-15.000	727.2	27.1	131.1	71.8	
18255	1	57333	-999.000	-999.000	0.0	0.0	0.0	0.0	-0.931	-15.000	71.6	-131.8	197.6	351.0	
18255	1	58169	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.638	-15.000	118.6	127.0	-140.8	31.6	
18255	1	58255	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.975	-15.000	16.9	-66.0	-105.0	459.6	
18255	1	59003	3.195	-15.000	820.7	42.6	-15.5	210.2	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	59261	3.845	-15.000	437.9	43.8	184.3	216.9	0.155	-15.000	478.7	99.7	126.1	175.3	
18255	1	59929	-0.410	-15.000	460.1	75.3	178.8	329.9	1.896	-15.000	566.8	78.1	177.3	330.6	
18255	1	60933	3.749	-15.000	712.9	-68.7	25.4	276.5	0.826	-15.000	756.1	-68.4	25.5	277.2	
18255	1	61711	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.573	-15.000	42.8	14.0	127.4	305.7	
18255	1	62459	3.301	-15.000	906.6	65.6	197.2	405.0	0.771	-15.000	812.6	65.5	197.4	405.0	
18255	1	65053	2.877	-15.000	512.7	-143.9	45.7	300.1	-0.315	-15.000	608.6	-138.7	41.5	293.2	
18255	1	65999	2.103	-6.265	275.6	-175.2	-104.4	264.4	-1.138	-14.436	147.6	-201.3	-96.3	266.7	
18255	1	277298	1.282	-15.000	686.9	-167.7	-89.7	82.2	0.894	-15.000	555.5	-169.7	-90.0	77.0	
18255	1	278266	-999.000	-999.000	0.0	0.0	0.0	0.0	-3.446	-15.000	164.9	-34.2	160.8	376.3	
18255	1	280884	-999.000	-999.000	0.0	0.0	0.0	0.0	4.400	-15.000	675.3	-132.6	75.2	428.6	
18255	1	281639	1.370	-4.592	437.3	-166.4	-66.8	293.0	0.602	-5.829	436.7	-166.4	-66.8	293.0	
18255	1	281727	-1.577	-15.000	82.5	153.0	-69.2	28.8	-0.213	-15.000	347.7	1.0	27.5	16.1	
18255	1	281808	-999.000	-999.000	0.0	0.0	0.0	0.0	2.961	-15.000	556.7	145.2	174.6	123.2	
18255	1	281901	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.700	-15.000	107.4	-196.2	-5.7	134.4	
18255	1	282737	2.150	-15.000	733.7	-14.8	46.9	121.0	4.202	-15.000	774.1	-35.1	47.8	141.9	
18255	1	282899	2.643	-15.000	919.5	-103.3	-42.7	256.9	2.186	-15.000	743.7	-50.8	-43.7	373.8	
18255	1	284211	-0.573	-15.000	204.2	-173.9	29.3	468.4	2.786	-15.000	639.3	-175.6	42.8	451.8	
18255	1	285531	0.467	-15.000	1207.5	18.6	0.8	388.5	4.244	-15.000	955.8	18.5	0.7	388.5	
18255	1	285665	0.550	-15.000	418.9	-32.2	-90.2	107.0	1.026	-15.000	427.8	-42.7	-103.4	19.3	
18255	1	287249	3.587	-15.000	543.8	87.3	43.8	254.3	2.633	-15.000	543.4	82.6	42.6	257.5	
18255	1	293149	-1.045	-11.811	310.7	-142.5	-1.3	398.1	-1.189	-12.579	208.4	-137.4	24.0	403.2	
18255	1	315849	-0.963	-15.000	314.3	-78.4	197.9	0.9	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	350099	1.058	-15.000	471.4	25.3	-152.0	384.5	2.435	-15.000	475.6	86.6	-193.5	499.8	
18255	1	390644	-999.000	-999.000	0.0	0.0	0.0	0.0	2.828	-15.000	475.3	-17.4	26.2	283.2	
18255	1	390996	-2.109	-15.000	11.0	172.6	57.8	95.2	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	393256	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.881	-15.000	108.1	112.8	182.8	193.9	
18255	1	394268	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.159	-15.000	249.0	-99.8	120.9	21.8	
18255	1	397480	-2.885	-15.000	26.9	-138.2	31.8	273.7	-1.942	-15.000	0.0	0.0	0.0	0.0	
18255	1	398414	-0.319	-15.000	60.3	33.4	-183.4	342.1	-2.038	-15.000	107.7	183.9	61.2	313.8	
