sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
mcp2k	18259	1	47036	0	6.643	0.948	7	387680	0	cosmic-tagged	9	1	1	0	0																		
mcp2k	18259	1	47058	0	11.675	6.405	12	1225752	0	nu-candidate	10	1	1	1	0	1.341	174.0	11	39.577236	119.27403	99.98794	2.2368555	-15.0	1.0	0.0	0.7	0.0	532.20294	144.96474	0.0	144.96474	5	6.485476
mcp2k	18259	1	47212	0	16.759	9.754	17	1265716	0	nu-candidate	16	1	1	1	0	1.192	77.0	46	-153.67476	-118.179855	204.30876	-0.5235454	-15.0	1.0	0.0	0.7	0.0	1412.8428	218.42676	218.42676	0.0	1	141.39046
mcp2k	18259	1	47278	0	11.680	6.167	12	1216132	0	nu-candidate	14	1	1	1	0	1.289	64.4	11	-84.475395	161.87952	202.8092	1.6434077	-15.0	1.0	0.0	0.7	0.0	775.22424	0.0	0.0	0.0	0	18.821634
mcp2k	18259	1	47608	0	6.655	0.965	7	381768	0	no-bundle	11	0	1	0	0																		
mcp2k	18259	1	47696	0	11.689	6.021	12	1184080	0	cosmic-tagged	8	1	1	1	0	0.929	21.1	9	143.75038	7.361813	402.05136	-1.118294	-1.1504549	1.0	0.0	0.7	0.0	113.84942	3.2647264	0.0	3.2647264	3	0.0
mcp2k	18259	1	47784	0	11.876	6.909	13	1199276	0	nu-candidate	12	1	1	1	0	1.970	227.7	6	56.31806	-76.38703	113.701004	4.0501394	-15.0	1.0	0.0	0.7	0.0	951.6444	38.461353	0.0	38.461353	6	0.0
mcp2k	18259	1	47894	0	11.578	5.367	12	1174128	0	nu-candidate	12	1	1	1	0	1.267	1.9	12	179.3178	-93.51188	29.797544	-1.7224336	-15.0	1.0	1.0	0.7	0.0	125.802734	0.0	0.0	0.0	0	17.707882
mcp2k	18259	1	47916	0	11.624	5.434	12	1145780	0	nu-candidate	9	1	1	1	0	1.954	26.9	1	39.64101	193.86523	262.53302	2.932961	-15.0	1.0	0.0	0.7	0.0	325.7196	1.2775278	0.0	1.2775278	1	0.0
mcp2k	18259	1	47982	0	6.522	0.835	7	359176	0	cosmic-tagged	10	1	1	0	0																		
mcp2k	18259	1	48246	0	6.861	1.474	7	415120	0	cosmic-tagged	10	1	1	0	0																		
mcp2k	18259	1	48444	0	6.754	1.280	7	417904	0	cosmic-tagged	8	1	1	0	0																		
mcp2k	18259	1	48488	0	12.067	7.655	13	1274536	0	nu-candidate	15	1	1	1	0	0.717	220.2	4	-184.67296	182.49231	202.38448	4.68775	-15.0	1.0	0.0	0.7	0.0	712.23065	2.3639276	0.0	2.3639276	2	3.942713
mcp2k	18259	1	48774	0	12.023	7.711	13	1245572	0	nu-candidate	8	1	1	1	0	1.592	290.2	3	-7.4745927	17.60811	189.45299	4.879018	-15.0	1.0	0.0	0.7	0.0	892.20844	0.0	0.0	0.0	0	4.319338
mcp2k	18259	1	48840	0	6.648	0.964	7	386188	0	cosmic-tagged	12	1	1	0	0																		
mcp2k	18259	1	49016	0	6.825	1.173	7	426008	0	no-bundle	14	0	1	0	0																		
mcp2k	18259	1	49346	0	3.889	0.838	4	364240	0	no-beam-flash	13	0	0	0	0																		
mcp2k	18255	1	49415	0	8.869	5.276	9	1169512	0	nu-candidate	13	1	1	1	0	0.672	11.3	3	152.29535	101.42643	367.91016	-3.109426	-15.0	1.0	0.0	0.7	0.0	134.0816	101.56271	0.0	101.56271	2	5.403563
mcp2k	18255	1	49657	0	3.874	0.881	4	364608	0	cosmic-tagged	13	1	1	0	0																		
mcp2k	18259	1	49698	0	3.869	0.970	4	383688	0	nu-candidate	16	1	1	0	0																		
mcp2k	18259	1	49742	0	10.035	5.646	11	1182168	0	nu-candidate	12	1	1	1	0	1.680	86.1	5	180.73679	54.2994	55.46307	1.4630873	-15.0	1.0	1.0	0.7	0.0	446.75006	1.7670894	0.0	1.7670894	1	1.1074929
mcp2k	18255	1	49745	0	10.116	6.247	11	1185792	0	nu-candidate	8	1	1	1	0	1.840	46.2	2	-50.043804	-60.31238	301.7564	-1.0163398	-0.5922987	1.0	0.0	0.7	0.0	369.06363	0.0	0.0	0.0	0	0.0
mcp2k	18255	1	49767	0	10.043	4.901	11	897064	0	cosmic-tagged	14	1	1	1	0	1.922	1.1	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp2k	18255	1	49789	0	4.016	1.217	5	397236	0	cosmic-tagged	13	1	1	0	0																		
mcp2k	18255	1	49877	0	6.884	3.391	7	776976	0	cosmic-tagged	15	1	1	1	0	1.305	1.4	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp2k	18259	1	49984	0	10.593	5.557	11	1236672	0	nu-candidate	16	1	1	1	0	0.732	27.0	2	-160.16823	-193.10625	476.7954	1.582063	-15.0	1.0	0.0	0.7	0.0	200.83952	0.0	0.0	0.0	0	0.66438913
mcp2k	18255	1	49987	0	10.574	6.074	11	1204916	0	nu-candidate	9	1	1	1	0	0.633	217.9	6	-108.21266	180.64221	338.32043	1.2691785	-15.0	1.0	1.0	0.7	0.0	638.6887	3.2810762	0.0	3.2810762	2	5.4045477
mcp2k	18259	1	50182	0	10.598	5.717	11	1165996	0	nu-candidate	10	1	1	1	0	1.956	121.3	3	-19.285082	-113.038506	306.02655	3.7190685	-15.0	1.0	0.0	0.7	0.0	511.10284	0.0	0.0	0.0	0	5.594949
mcp2k	18259	1	50226	0	5.023	0.837	5	343400	0	nu-candidate	10	1	1	0	0																		
mcp2k	18259	1	50270	0	5.009	0.913	5	373800	0	cosmic-tagged	12	1	1	0	0																		
mcp2k	18255	1	50273	0	4.969	0.874	5	333076	0	cosmic-tagged	8	1	1	0	0																		
mcp2k	18259	1	50336	0	6.548	0.988	7	337904	0	cosmic-tagged	9	1	1	0	0																		
mcp2k	18259	1	50446	0	10.429	5.313	11	1177104	0	nu-candidate	14	1	1	1	0	1.740	64.1	8	119.95188	-85.15117	223.80629	0.82612187	-15.0	1.0	0.0	0.7	0.0	294.8933	0.0	0.0	0.0	0	9.445462
mcp2k	18255	1	50680	0	6.355	0.804	7	360908	0	no-beam-flash	14	0	0	0	0																		
mcp2k	18259	1	50688	0	7.254	4.542	8	1089528	0	nu-candidate	7	1	1	1	0	0.938	3.0	6	126.89441	3.2406802	42.34815	-1.8397324	-15.0	1.0	0.0	0.7	0.0	114.0548	4.393734	0.0	4.393734	3	3.5281308
mcp2k	18259	1	50732	0	5.019	0.839	6	374380	0	no-beam-flash	10	0	0	0	0																		
mcp2k	18255	1	50801	0	9.182	6.473	10	1252164	0	no-bundle	10	0	1	1	0	2.013	49.7	24	-148.8213	-30.769255	302.44263	-0.35352737	-15.0	1.0	0.0	0.7	0.0	509.1226	18.040468	0.0	18.040468	2	40.039757
mcp2k	18255	1	50812	0	5.908	0.967	7	392952	0	cosmic-tagged	11	1	1	0	0																		
mcp2k	18259	1	50842	0	6.061	1.060	7	417524	0	no-beam-flash	15	0	0	0	0																		
mcp2k	18255	1	51065	0	6.493	1.470	8	515668	0	no-beam-flash	15	0	0	0	0																		
mcp2k	18255	1	51109	0	5.742	0.691	6	330584	0	cosmic-tagged	10	1	1	0	0																		
mcp2k	18259	1	51128	0	8.848	5.974	10	1250020	0	nu-candidate	13	1	1	1	0	1.670	57.7	22	164.00143	113.88248	296.02316	0.66654694	-15.0	1.0	0.0	0.7	0.0	503.43057	5.6101713	0.0	5.6101713	1	3.501691
mcp2k	18255	1	51153	0	5.672	0.898	6	379532	0	nu-candidate	15	1	1	0	0																		
mcp2k	18255	1	51208	0	7.478	1.432	9	424712	0	cosmic-tagged	8	1	1	0	0																		
mcp2k	18255	1	51219	0	14.140	9.490	16	1156540	0	nu-candidate	11	1	1	1	0	1.856	186.0	13	-84.21172	-110.030594	15.567093	3.2436996	-15.0	1.0	0.0	0.7	0.0	1056.5739	3.1992245	0.0	3.1992245	4	7.540642
