idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1964180	0	nan
1	6505	130	11	1868944	0	nan
2	6512	130	12	1788852	0	nan
3	6520	130	16	1844820	0	nan
4	6528	130	11	1964012	0	nan
5	6529	130	11	1880768	0	nan
6	6532	130	17	2205448	0	nan
7	6536	130	11	1900496	0	nan
8	6545	130	14	1955204	0	nan
9	6550	130	10	1738256	0	nan
10	6570	131	20	2167228	0	nan
11	6588	131	9	1776768	0	nan
12	6604	132	25	2303400	0	nan
13	6606	132	12	2053868	0	nan
14	6612	132	14	2156764	0	nan
15	6642	132	17	2187284	0	nan
16	6650	132	12	2098116	0	nan
17	6711	134	10	1840964	0	nan
18	6748	134	13	1847828	0	nan
19	6775	135	11	1830444	0	nan
20	6786	135	17	2078144	0	nan
21	6804	136	12	1894880	0	nan
22	6805	136	12	2014832	0	nan
23	6806	136	12	2090084	0	nan
24	6821	136	12	1861420	0	nan
25	6822	136	16	2238000	0	nan
26	6837	136	13	2148492	0	nan
27	6844	136	13	2090796	0	nan
28	6852	137	13	1919792	0	nan
29	6867	137	12	1852072	0	nan
30	6874	137	21	2235568	0	nan
31	6878	137	16	2015756	0	nan
32	6887	137	11	1850180	0	nan
33	6888	137	20	2126944	0	nan
34	6898	137	11	1820708	0	nan
