run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz	event_has_candidate	n_candidates	min_cand_dist_cm
711	60	16	0	numu	QE	CC	464.6	1.2	1.216	-162.69	141.22	633.6	0	0	-1.00
711	60	19	0	numu	DIS	CC	2496.2	0.8	0.268	-215.41	39.73	580.92	0	0	-1.00
711	60	19	1	numu	QE	CC	1000.4	1.4	1.093	257.67	-183.28	342.48	0	0	-1.00
711	60	31	0	numu	QE	NC	541.6	119.7	0.192	73.95	177.35	-14.06	0	0	-1.00
711	60	34	0	numu	QE	CC	324.8	96.1	1.265	203.6	163.2	332.05	0	0	-1.00
711	60	49	0	numu	QE	CC	1603.0	1144.8	0.836	71.06	-110.45	-32.31	0	0	-1.00
711	60	50	0	numu	QE	CC	398.6	0.0	1.277	-178.51	-202.22	-401.64	0	0	-1.00
711	60	50	1	numu	DIS	CC	3025.8	194.2	0.763	-228.12	-91.59	-465.79	0	0	-1.00
711	79	5	0	numu	RES	CC	808.8	19.8	0.783	217.37	-192.19	93.18	0	0	-1.00
711	79	5	1	numu	MEC	CC	677.0	0.0	0.261	-160.22	-227.45	972.62	0	0	-1.00
711	79	6	0	numu	RES	CC	496.6	261.7	0.37	2.66	-1.9	236.86	1	1	2.12
711	79	7	0	numu	QE	CC	2049.0	281.0	0.738	-49.64	131.79	418.3	1	1	1.05
711	79	10	0	numu	DIS	CC	3630.9	1048.2	0.587	112.15	43.14	453.53	1	1	0.53
711	79	13	0	numu	RES	CC	1813.1	979.3	0.244	-42.22	5.41	-140.23	1	1	606.23
711	79	16	0	numu	RES	NC	2262.9	828.3	1.047	76.9	38.62	55.57	1	1	79.41
711	79	16	1	numu	QE	CC	1505.8	0.0	1.506	-443.07	308.24	-364.95	1	1	787.81
711	79	16	2	numu	QE	NC	390.6	0.0	0.79	-2.07	-577.5	-257.6	1	1	742.61
711	79	24	0	numu	RES	NC	1977.6	0.0	0.576	-135.62	556.96	-456.01	1	1	878.84
711	79	24	1	numu	RES	CC	875.5	626.7	0.75	45.56	49.39	237.95	1	1	0.80
711	79	26	0	numu	MEC	CC	1290.9	117.3	0.322	42.87	-204.48	476.7	0	0	-1.00
711	79	27	0	numu	QE	CC	1952.7	455.8	0.564	177.91	-20.37	354.89	1	1	0.22
711	79	30	0	numu	QE	NC	2226.6	217.4	1.226	135.91	-58.24	377.66	0	0	-1.00
711	79	35	0	numu	MEC	CC	1332.6	423.4	1.088	-37.45	-70.28	-371.74	0	0	-1.00
711	79	35	1	numu	QE	NC	464.9	0.0	0.263	-72.26	-28.02	417.42	0	0	-1.00
711	79	36	0	numu	QE	NC	1093.0	0.3	1.385	-138.54	-232.49	544.04	0	0	-1.00
711	79	42	0	numu	RES	NC	1535.3	0.4	0.32	-315.22	-99.38	-116.82	0	0	-1.00
711	79	44	0	numu	DIS	CC	4373.4	2546.4	1.486	-188.38	93.8	157.83	1	1	0.43
711	79	45	0	numu	RES	CC	814.3	633.2	1.294	148.78	45.07	68.36	1	1	0.94
711	79	48	0	numu	RES	NC	920.6	255.6	0.927	-80.25	-131.38	454.56	1	1	9.21
711	79	48	1	numu	QE	CC	909.3	0.0	0.3	-315.08	41.22	962.83	1	1	591.60
711	90	4	0	numu	RES	CC	1596.2	0.0	1.002	-696.53	-466.79	998.84	0	0	-1.00
711	90	4	1	numu	MEC	CC	709.1	126.4	1.037	223.77	147.52	331.72	0	0	-1.00
711	90	6	0	numu	RES	CC	763.1	484.9	0.476	85.96	-177.92	8.87	1	1	0.75
711	90	11	0	numu	QE	NC	564.3	2.7	0.171	236.6	201.28	436.55	0	0	-1.00
711	90	13	0	numu	QE	NC	612.8	25.0	0.249	6.71	-211.79	70.97	0	0	-1.00
711	90	13	1	nue	RES	CC	656.4	0.0	0.843	169.82	150.3	-367.57	0	0	-1.00
711	90	15	0	numu	RES	CC	1878.8	3.3	1.5	-204.7	-192.51	87.52	0	0	-1.00
711	90	18	0	numu	RES	CC	2900.7	1124.9	0.581	67.81	-92.7	-292.24	1	1	303.09
711	90	18	1	numu	QE	CC	617.7	209.5	1.078	-24.37	42.44	444.14	1	1	465.74
711	90	19	0	numu	QE	CC	673.0	10.2	1.259	-510.71	93.89	175.54	1	1	409.56
711	90	19	1	numu	RES	NC	3154.8	1245.4	1.427	-103.47	99.74	143.19	1	1	5.64
711	90	20	0	numu	QE	CC	567.5	0.0	0.731	-228.76	-151.19	-323.97	0	0	-1.00
711	90	20	1	numu	MEC	CC	278.6	0.0	0.693	631.54	217.38	245.32	0	0	-1.00
711	90	20	2	numu	RES	NC	784.3	1.1	1.396	294.48	103.37	-311.39	0	0	-1.00
711	90	20	3	numu	QE	NC	963.5	23.1	0.903	-19.79	80.31	305.8	0	0	-1.00
711	90	25	0	numu	RES	CC	1581.3	1146.0	0.994	118.96	170.02	141.53	1	1	1.67
711	90	25	1	numu	QE	CC	1061.4	0.0	0.613	99.62	-79.88	-439.54	1	1	634.20
711	90	25	2	numu	MEC	CC	691.3	0.0	0.511	-48.12	-425.08	1006.83	1	1	1062.08
711	90	27	0	numu	QE	NC	1133.4	183.1	0.351	-13.25	-52.21	227.74	0	0	-1.00
711	90	27	1	numu	RES	CC	703.0	0.0	0.607	-634.14	333.19	527.77	0	0	-1.00
711	90	30	0	numu	RES	CC	989.9	726.2	0.894	18.43	53.99	21.55	1	1	2.77
711	90	32	0	numu	RES	CC	1298.3	739.0	0.31	67.45	-201.84	75.72	1	1	-1.00
711	90	35	0	numu	RES	CC	3619.6	0.0	0.73	341.68	151.21	1321.54	1	1	1002.28
711	90	35	1	numu	QE	NC	544.6	0.0	1.432	-111.13	-196.61	-357.15	1	1	820.43
711	90	35	2	numu	RES	NC	635.6	494.8	0.717	-60.73	95.17	400.41	1	1	8.72
711	90	36	0	numu	QE	CC	917.2	0.0	0.723	217.25	149.67	595.66	1	1	654.31
711	90	36	1	numu	QE	CC	1488.1	961.3	0.903	-65.65	115.58	-306.59	1	1	314.84
711	90	36	2	numu	RES	CC	1554.4	15.8	1.305	222.09	40.76	404.99	1	1	484.26
711	90	36	3	numu	QE	CC	1184.1	0.0	0.133	349.32	-580.32	459.6	1	1	883.77
711	90	38	0	numu	QE	NC	345.1	0.0	0.741	487.57	404.45	578.85	0	0	-1.00
711	90	38	1	numu	QE	NC	610.4	0.0	1.227	229.09	490.72	-298.34	0	0	-1.00
711	90	38	2	numu	QE	CC	886.7	483.1	1.556	221.94	78.26	13.04	0	0	-1.00
711	90	39	0	numu	DIS	CC	3763.9	9.9	0.485	-26.02	-142.54	-301.28	0	0	-1.00
711	90	40	0	numu	RES	CC	720.6	0.2	0.777	-84.88	254.79	997.25	0	0	-1.00
711	90	41	0	numu	RES	CC	1598.1	3.8	0.643	-190.81	-216.6	508.77	0	0	-1.00
711	90	43	0	numu	MEC	NC	443.9	0.0	1.376	-554.41	-371.01	220.47	0	0	-1.00
711	90	43	1	numu	RES	CC	465.9	0.8	0.636	-151.95	-55.72	-293.05	0	0	-1.00
711	90	44	0	numu	QE	NC	555.4	5.1	0.224	213.12	176.44	384.87	0	0	-1.00
711	90	49	0	numu	QE	NC	678.3	49.3	0.986	-166.2	31.92	-24.74	0	0	-1.00
711	99	4	0	numu	QE	CC	290.9	0.0	0.746	-378.27	118.77	-449.99	0	0	-1.00
711	99	4	1	numu	RES	CC	1166.3	0.2	0.951	56.99	33.49	641.0	0	0	-1.00
711	99	12	0	numu	MEC	CC	2087.7	25.0	0.072	-466.65	-473.5	-241.71	0	0	-1.00
711	99	12	1	numu	QE	CC	393.8	0.0	0.984	-323.37	-499.34	445.13	0	0	-1.00
711	99	15	0	numu	QE	NC	1350.5	320.0	1.464	-206.16	88.64	72.15	1	1	48.31
711	99	16	0	numu	QE	NC	376.3	0.0	0.661	-318.03	-74.59	964.07	0	0	-1.00
711	99	16	1	numu	QE	CC	1435.7	0.0	0.52	144.36	627.85	-442.45	0	0	-1.00
711	99	16	2	numu	QE	CC	689.4	0.2	0.175	87.94	220.74	601.2	0	0	-1.00
711	99	23	0	numu	QE	CC	678.4	94.1	0.099	102.66	-432.55	3.87	0	0	-1.00
711	99	26	0	numu	RES	CC	2846.5	14.3	1.547	-479.71	-17.96	335.39	0	0	-1.00
711	99	27	0	numu	QE	CC	1658.3	394.8	1.521	109.56	-14.85	-484.97	0	0	-1.00
711	99	33	0	numu	RES	CC	802.8	534.3	0.178	-128.88	-51.49	146.46	1	1	0.33
711	99	42	0	numu	QE	CC	407.5	294.8	0.509	68.08	-131.57	418.48	1	1	0.89
711	99	45	0	numu	QE	CC	520.4	8.3	1.475	-244.88	-158.04	351.73	0	0	-1.00
711	99	50	0	numu	QE	CC	588.8	470.1	0.195	-181.58	-108.75	22.5	1	1	1.81
712	6	2	0	numu	MEC	CC	1435.4	0.0	1.332	63.54	-205.14	628.39	0	0	-1.00
712	6	2	1	numu	RES	NC	1036.3	208.3	0.519	23.29	157.74	64.07	0	0	-1.00
712	6	4	0	numu	QE	CC	1154.8	0.0	1.568	250.94	-525.36	384.95	1	1	490.72
712	6	4	1	numu	QE	CC	536.2	0.0	0.942	-152.48	-548.95	836.7	1	1	654.11
712	6	4	2	numu	DIS	CC	4124.5	0.0	0.844	70.53	241.76	1371.57	1	1	997.16
712	6	4	3	numu	RES	NC	947.4	516.9	1.17	44.39	-54.66	354.01	1	1	78.32
712	6	5	0	numu	QE	NC	378.7	0.0	1.194	-665.87	550.77	474.3	0	0	-1.00
712	6	5	1	numu	RES	CC	1254.9	443.8	1.149	-120.63	-213.17	281.06	0	0	-1.00
712	6	6	0	numu	RES	CC	1073.8	66.2	0.58	90.82	216.43	269.96	0	0	-1.00
712	6	8	0	numu	QE	CC	717.5	640.9	0.86	27.73	-118.7	182.89	1	2	64.73
712	6	8	1	numu	DIS	NC	2667.8	0.0	1.339	-512.11	-181.15	-233.11	1	2	745.13
712	6	13	0	numu	QE	CC	627.5	0.0	0.756	129.17	-380.28	-89.68	0	0	-1.00
712	6	13	1	numu	QE	NC	346.8	4.1	0.193	-202.27	148.32	505.02	0	0	-1.00
712	6	15	0	numu	QE	CC	800.2	0.0	1.108	0.39	-37.79	-322.97	1	1	640.20
712	6	15	1	numu	RES	CC	1371.3	747.8	0.791	69.09	-157.71	302.49	1	1	1.50
712	6	16	0	numu	QE	NC	177.2	0.0	0.939	-641.87	-657.73	801.11	1	1	968.62
712	6	16	1	numu	QE	CC	1106.1	785.5	1.154	4.73	-68.93	386.16	1	1	0.79
712	6	21	0	numu	QE	CC	1121.7	1001.3	0.695	174.72	74.87	337.6	1	1	1.62
712	6	27	0	numu	RES	CC	1618.9	1152.2	0.244	-73.65	120.74	369.91	1	1	0.41
712	6	29	0	numu	QE	NC	564.5	6.7	1.079	101.36	193.46	451.89	0	0	-1.00
712	6	30	0	numu	QE	CC	2312.9	2.5	0.738	96.13	249.48	405.32	0	0	-1.00
712	6	31	0	numu	MEC	CC	1333.5	16.7	0.125	19.67	-123.23	-348.21	0	0	-1.00
712	6	31	1	numu	QE	CC	385.8	0.0	0.961	-696.18	-215.23	870.88	0	0	-1.00
712	6	31	2	numu	DIS	CC	3245.2	0.0	1.486	85.26	323.68	-967.19	0	0	-1.00
712	6	32	0	numu	RES	CC	1002.8	207.8	0.312	-300.38	-159.34	245.12	0	0	-1.00
712	6	32	1	numu	QE	CC	908.1	15.2	1.009	-145.11	-248.22	45.89	0	0	-1.00
712	6	33	0	nue	QE	CC	2013.6	1889.6	0.443	-119.83	145.94	57.69	1	1	0.41
712	6	33	1	numu	QE	CC	318.0	0.0	1.434	545.68	138.13	-187.36	1	1	709.27
712	6	33	2	numu	QE	NC	479.2	0.0	1.083	-535.31	-72.25	585.76	1	1	706.19
712	6	35	0	numu	QE	CC	753.5	0.2	1.01	215.69	-94.62	189.0	0	0	-1.00
712	6	40	0	numu	QE	CC	808.8	0.0	1.542	-188.41	289.62	-427.9	1	1	646.24
712	6	40	1	numu	QE	CC	595.2	509.1	0.219	-86.62	130.52	189.83	1	1	0.92
712	6	40	2	numu	QE	NC	360.3	0.0	1.471	630.93	244.54	249.88	1	1	728.84
712	12	17	0	numu	QE	NC	701.3	1.7	1.123	-198.59	-268.03	108.83	0	0	-1.00
712	12	21	0	numu	RES	CC	2100.0	0.0	1.291	42.56	-451.49	-576.98	0	0	-1.00
712	12	21	1	numu	QE	CC	405.1	1.0	1.484	493.21	79.69	109.93	0	0	-1.00
712	12	21	2	numu	DIS	CC	1994.7	0.0	1.294	-464.97	-470.38	-480.94	0	0	-1.00
712	12	22	0	numu	QE	NC	511.5	102.5	0.756	-72.33	204.95	419.04	0	0	-1.00
712	12	22	1	numu	QE	CC	487.3	0.0	0.927	25.49	-561.57	-133.17	0	0	-1.00
712	12	25	0	numu	DIS	CC	1279.9	1015.3	1.066	152.63	-26.88	110.52	1	1	0.70
712	12	28	0	numu	RES	CC	1555.0	342.1	0.597	-57.04	124.35	-333.24	0	0	-1.00
712	12	28	1	numu	RES	CC	1755.9	0.0	0.468	-543.01	453.93	272.28	0	0	-1.00
712	12	32	0	numu	QE	CC	1791.3	809.6	0.124	-30.15	-161.49	191.73	1	1	1.37
712	12	33	0	numu	DIS	NC	1155.5	731.0	0.67	-112.51	38.14	89.84	1	1	72.04
712	12	33	1	numu	DIS	NC	782.4	0.9	0.252	-290.99	-382.87	98.7	1	1	482.94
712	12	33	2	numu	RES	CC	1619.2	0.0	1.283	-344.96	129.8	349.91	1	1	351.98
712	12	35	0	numu	QE	NC	675.1	135.5	0.277	-150.64	-192.37	241.42	1	1	370.27
712	12	35	1	numu	QE	CC	1369.4	405.5	1.57	-184.52	131.02	417.93	1	1	0.35
712	12	38	0	numu	RES	CC	718.1	537.5	0.642	-8.46	-162.27	365.28	1	1	1.55
712	12	46	0	numu	QE	CC	1764.1	1104.6	0.592	-93.41	-52.92	36.81	1	1	2.27
712	12	46	1	numu	QE	CC	1838.9	1103.8	0.259	-28.93	-151.15	-302.83	1	1	361.43
712	18	9	0	numu	MEC	CC	849.6	679.9	0.144	166.32	-91.09	278.77	1	1	0.84
712	18	16	0	numu	QE	CC	833.2	405.8	0.526	-259.15	21.64	-276.86	1	1	308.14
712	18	16	1	numu	QE	CC	761.4	0.0	0.795	-22.14	-450.28	994.56	1	1	1068.69
712	18	16	2	numu	QE	CC	295.1	0.0	0.457	-631.82	91.32	-22.56	1	1	463.92
712	18	20	0	numu	RES	CC	2959.0	1.8	1.117	484.61	420.34	-66.59	0	0	-1.00
712	18	24	0	numu	RES	CC	2884.6	0.0	0.223	-193.85	-23.58	1013.27	0	0	-1.00
712	18	24	1	numu	RES	CC	1615.5	2.4	0.536	221.3	-453.59	88.7	0	0	-1.00
712	18	27	0	numu	QE	CC	1735.9	88.8	1.424	193.12	-126.52	-533.74	0	0	-1.00
712	18	33	0	numu	RES	CC	1150.1	788.2	0.192	-44.39	-76.6	17.7	1	1	2.23
712	18	33	1	numu	QE	CC	566.0	122.8	0.944	-204.86	32.72	382.7	1	1	411.53
712	18	38	0	numu	MEC	NC	778.8	2.6	0.773	528.81	153.17	-148.85	0	0	-1.00
712	18	38	1	numu	QE	NC	455.2	0.0	0.888	-706.24	511.16	423.71	0	0	-1.00
712	18	39	0	numu	QE	CC	308.3	197.5	0.904	62.91	-30.27	383.48	1	1	0.67
712	18	49	0	numu	DIS	CC	4401.1	9.8	0.362	229.06	228.4	526.4	0	0	-1.00
712	18	49	1	numu	QE	CC	1464.0	0.0	1.174	-242.49	220.38	492.85	0	0	-1.00
712	22	1	0	numu	QE	NC	454.1	0.1	0.147	-190.73	-213.5	-275.02	0	0	-1.00
712	22	1	1	numu	QE	NC	412.1	108.1	0.307	-162.37	-80.04	48.45	0	0	-1.00
712	22	1	2	numu	QE	CC	564.4	0.0	0.35	-178.49	-221.31	-437.76	0	0	-1.00
712	22	6	0	numu	RES	CC	4680.5	0.1	0.341	114.96	-473.15	-28.24	0	0	-1.00
712	22	13	0	numu	QE	CC	493.6	445.5	0.161	141.22	64.53	177.77	1	1	0.53
712	22	13	1	numu	RES	NC	726.4	0.0	0.43	-499.83	-270.51	296.5	1	1	732.52
712	22	13	2	numu	QE	CC	583.2	0.0	1.3	130.24	-557.55	264.21	1	1	628.09
712	22	21	0	numu	QE	CC	299.7	0.0	1.163	-615.51	24.68	174.56	1	1	703.66
712	22	21	1	numu	QE	CC	1042.7	456.7	0.572	56.73	-148.8	55.59	1	1	1.61
712	22	22	0	numu	RES	CC	1223.0	845.9	0.659	-8.95	62.99	344.83	1	1	0.41
712	22	22	1	numu	QE	CC	751.5	0.0	0.75	624.72	309.69	-304.5	1	1	940.53
712	22	27	0	numu	QE	CC	743.7	321.9	0.785	164.94	-132.1	120.03	1	1	0.36
712	22	27	1	numu	QE	NC	316.6	0.0	0.908	-245.69	-595.14	408.04	1	1	682.91
712	22	29	0	numu	QE	NC	297.2	37.0	0.471	-24.16	-124.19	432.85	0	0	-1.00
712	22	34	0	numu	QE	CC	457.2	0.0	1.314	-508.16	318.53	702.78	1	1	624.63
712	22	34	1	numu	MEC	CC	1645.3	871.2	0.486	-84.76	58.49	325.12	1	1	0.54
712	22	37	0	numu	DIS	CC	3221.1	0.0	0.868	-568.81	475.89	-210.91	0	0	-1.00
712	22	37	1	nue	RES	CC	2142.6	23.2	0.299	-239.91	217.63	330.41	0	0	-1.00
712	22	37	2	numu	RES	NC	2620.5	0.0	1.1	359.72	-630.16	476.77	0	0	-1.00
712	22	46	0	numu	QE	CC	2932.2	702.7	0.085	-144.84	-10.23	230.12	1	1	1.78
712	22	46	1	numu	QE	CC	288.0	0.0	0.213	476.54	200.0	594.33	1	1	748.68
712	22	46	2	numu	QE	CC	520.2	0.0	0.431	-205.22	-328.66	-277.98	1	1	603.27
712	22	47	0	numu	QE	CC	536.7	14.9	0.178	4.84	-250.19	164.6	0	0	-1.00
712	22	47	1	numu	MEC	CC	731.9	0.0	1.085	-81.51	-472.41	79.28	0	0	-1.00
712	25	5	0	numu	RES	NC	755.4	426.1	0.895	-129.27	165.6	44.2	1	1	0.43
712	25	6	0	numu	QE	CC	470.0	0.0	1.026	268.71	-315.46	-481.06	0	0	-1.00
712	25	6	1	numu	DIS	CC	3562.0	0.4	0.932	-44.87	-34.01	588.49	0	0	-1.00
712	25	7	0	numu	RES	NC	1145.3	462.2	1.564	-137.28	119.97	172.31	0	0	-1.00
712	25	7	1	numu	RES	CC	2076.9	0.0	0.59	27.34	154.52	610.65	0	0	-1.00
712	25	8	0	numu	DIS	CC	3875.9	94.0	0.778	-63.32	-253.76	-36.34	0	0	-1.00
712	25	8	1	numu	QE	NC	1916.4	43.8	1.334	-208.04	-44.59	111.94	0	0	-1.00
712	25	10	0	numu	QE	NC	339.4	235.8	0.66	-187.04	-60.99	338.16	1	1	1.47
712	25	11	0	numu	MEC	CC	1072.0	470.9	1.553	-193.01	49.93	-39.43	1	1	446.58
712	25	11	1	numu	RES	NC	803.3	256.7	0.598	126.33	-159.11	192.03	1	1	1.92
712	25	15	0	numu	QE	NC	938.8	0.0	1.279	-404.73	-120.39	-343.62	1	1	789.89
712	25	15	1	numu	QE	CC	938.5	462.5	0.34	-223.96	-460.09	-140.34	1	1	680.27
712	25	21	0	numu	QE	CC	616.5	0.0	0.745	-572.81	-333.49	-462.37	0	0	-1.00
712	25	21	1	numu	QE	CC	522.0	2.7	0.852	-55.17	-254.89	428.16	0	0	-1.00
712	25	22	0	numu	MEC	CC	704.5	3.7	0.703	194.38	-92.81	540.72	0	0	-1.00
712	25	23	0	numu	MEC	CC	1168.3	0.2	1.424	-10.47	69.96	593.72	1	1	346.82
712	25	23	1	nue	RES	NC	984.5	416.8	0.902	-110.27	-70.25	292.35	1	1	0.52
712	25	27	0	numu	QE	NC	226.1	0.0	1.512	34.44	-538.5	910.25	1	1	1107.66
712	25	27	1	numu	QE	CC	844.1	702.1	0.326	133.72	89.88	2.71	1	1	0.89
712	25	40	0	numu	QE	NC	617.8	2.7	0.834	-32.2	-455.33	-33.75	0	0	-1.00
712	25	40	1	numu	QE	CC	584.1	0.0	1.562	-169.47	345.66	-278.74	0	0	-1.00
712	25	44	0	numu	MEC	CC	675.2	0.0	1.368	-207.85	-189.5	639.29	1	1	728.43
712	25	44	1	numu	QE	CC	873.5	319.1	1.099	96.74	-8.56	-43.53	1	1	50.83
712	25	45	0	numu	QE	CC	2130.3	0.0	1.323	568.17	-558.46	-113.39	0	0	-1.00
712	25	45	1	numu	QE	CC	681.8	2.3	0.935	369.59	-255.91	115.41	0	0	-1.00
712	25	47	0	numu	MEC	CC	995.4	50.6	1.442	167.21	96.67	567.79	1	1	554.18
712	25	47	1	numu	QE	CC	198.8	0.0	0.727	-624.13	574.9	-459.21	1	1	960.15
712	25	47	2	numu	RES	NC	1014.8	624.7	1.31	-52.93	10.27	65.0	1	1	1.50
712	25	47	3	numu	DIS	CC	2685.8	0.0	1.545	-159.61	31.51	1318.09	1	1	1256.38
712	25	48	0	numu	DIS	NC	1592.4	501.8	0.449	172.85	-175.46	275.49	1	1	9.73
712	31	1	0	numu	QE	CC	331.4	0.0	1.562	373.55	40.52	-325.23	1	1	896.73
712	31	1	1	numu	RES	NC	947.8	728.8	1.191	-182.18	9.02	418.92	1	1	46.27
712	31	4	0	numu	RES	CC	1185.2	76.4	0.606	-56.08	101.35	496.17	0	0	-1.00
712	31	6	0	numu	RES	CC	3203.1	0.1	1.426	86.54	175.34	-500.92	0	0	-1.00
712	31	6	1	numu	QE	NC	773.1	0.0	0.268	192.77	242.79	562.25	0	0	-1.00
712	31	9	0	numu	RES	CC	2206.1	10.4	1.269	-480.29	164.05	-156.77	0	0	-1.00
712	31	10	0	numu	MEC	NC	896.1	0.0	1.298	-268.7	69.71	-393.11	0	0	-1.00
712	31	10	1	numu	QE	NC	547.0	0.1	0.743	-99.59	112.2	612.17	0	0	-1.00
712	31	11	0	numu	RES	NC	1111.0	124.6	1.237	-55.33	216.81	-459.56	0	0	-1.00
712	31	11	1	numu	QE	CC	316.4	0.0	0.823	-679.06	370.05	-442.59	0	0	-1.00
712	31	12	0	numu	COH	CC	3434.8	1239.4	0.388	-110.32	142.34	-437.74	0	0	-1.00
712	31	12	1	numu	MEC	CC	3800.4	0.0	1.18	15.64	-139.17	1223.61	0	0	-1.00
712	31	15	0	numu	QE	CC	1161.7	1.8	0.325	-514.02	-220.15	583.63	0	0	-1.00
712	31	22	0	numu	RES	CC	1207.2	1053.3	0.959	-56.08	-2.64	291.67	1	1	0.54
712	31	27	0	numu	QE	CC	903.9	785.3	0.067	20.27	7.59	261.56	1	1	2.93
712	31	27	1	numu	DIS	NC	3482.9	0.0	0.484	-523.47	-45.69	849.2	1	1	803.76
712	31	31	0	numu	QE	CC	1996.4	278.9	1.13	-76.02	-94.65	-294.37	0	0	-1.00
712	31	31	1	numu	QE	CC	304.4	0.0	0.158	187.97	-460.54	-413.57	0	0	-1.00
712	31	38	0	numu	QE	CC	388.5	0.0	1.508	-246.2	535.74	-334.39	0	0	-1.00
712	31	38	1	numu	QE	CC	539.6	1.3	0.089	401.53	-140.69	334.02	0	0	-1.00
712	31	40	0	numu	QE	NC	1197.5	60.9	1.125	-54.33	-46.11	106.46	1	1	105.51
712	31	40	1	numu	QE	CC	2031.7	802.4	1.12	-84.47	-4.56	-2.82	1	1	147.91
712	31	47	0	numu	RES	NC	697.3	105.5	0.794	151.89	210.29	439.24	1	1	311.93
712	31	47	1	numu	QE	CC	1799.1	616.2	0.655	185.26	-39.58	250.53	1	1	3.31
712	43	6	0	numu	QE	CC	691.2	292.5	0.472	-182.53	-138.47	400.05	1	1	0.27
712	43	12	0	numu	RES	CC	1434.1	19.3	1.508	277.56	27.57	246.37	0	0	-1.00
712	43	14	0	numu	RES	CC	1708.3	862.8	0.242	-136.81	162.32	315.86	1	1	0.61
712	43	14	1	numu	RES	NC	2218.2	43.5	0.759	52.7	55.14	-40.28	1	1	417.16
712	43	14	2	numu	QE	CC	596.3	2.4	0.529	-93.91	-227.19	460.61	1	1	417.21
712	43	14	3	numu	QE	CC	511.2	0.0	0.3	-413.36	216.19	1002.74	1	1	742.57
712	43	19	0	nue	QE	CC	962.1	957.5	0.24	-72.71	-98.09	271.55	1	1	1.77
