run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	56982	-0.36244965	-0.60083735	-15.0	4.2871795	776.41846	1142.4312	0.0	4.824458909649894
18255	1	180801	1.356455	1.2864562	-3.2104573	-4.1959176	1324.0621	1344.1699		
18364	1	84229			0.6870406	-0.06410598	1182.926	1193.9391		
