# raw-charge Michel energy around STM stops, tag stm2: radius 12.0 cm, path veto 2.5 cm, E = Q/0.5/0.8 x 23.6 eV (prototype shower convention)
event	evtno	cluster	contrast	mu_L_cm	stop_x	stop_y	stop_z	q_stop_e	n_stop	E_stop_MeV	q_entry_e	n_entry	E_entry_MeV	stop_near_crp
039349_53	23277	14	1.02	262.16	-36.35	88.92	89.93	260408.06	20	15.36	334341.76	36	19.73	0
039349_53	23277	19	0.96	130.13	-260.97	-261.65	46.33	0.00	0	0.00	282893.17	35	16.69	0
039349_53	23277	28	0.73	342.14	-28.93	113.36	78.23	0.00	0	0.00	124249.85	15	7.33	0
039349_53	23277	41	0.96	40.66	275.56	221.41	11.66	125601.78	29	7.41	0.00	0	0.00	0
039349_53	23277	46	0.44	277.26	141.45	-255.52	173.90	477479.55	60	28.17	79223.53	36	4.67	0
039349_53	23277	47	nan	297.71	79.44	34.59	144.31	0.00	0	0.00	207322.76	36	12.23	0
039349_53	23277	54	1.10	70.78	223.17	168.69	127.97	619026.32	69	36.52	94884.17	65	5.60	0
039349_53	23277	55	1.02	304.47	42.92	121.68	66.83	154732.05	27	9.13	0.00	0	0.00	0
039349_53	23277	57	nan	25.12	310.01	54.12	241.12	109721.68	19	6.47	436095.74	53	25.73	1
039349_53	23277	61	0.90	527.22	-172.45	167.71	254.06	134292.31	55	7.92	762395.98	103	44.98	0
039349_54	23297	54	0.22	190.36	203.18	-290.65	213.72	0.00	0	0.00	424039.79	51	25.02	0
039349_54	23297	63	0.84	115.40	200.33	77.56	189.74	206622.98	45	12.19	37706.72	14	2.22	0
039349_55	23317	31	3.89	180.20	-175.37	321.82	139.56	172241.63	25	10.16	1014501.70	101	59.86	0
039349_55	23317	58	1.43	154.94	203.63	-46.87	256.58	410351.84	49	24.21	219710.88	33	12.96	0
039349_55	23317	59	2.17	311.56	52.53	-28.51	264.04	1277906.93	101	75.40	168688.62	32	9.95	0
039349_55	23317	61	0.73	63.85	180.51	-229.13	284.05	293001.80	55	17.29	0.00	0	0.00	0
039349_55	23317	64	1.78	306.33	228.93	332.76	42.22	1301297.25	106	76.78	235044.61	40	13.87	0
039349_56	55766	17	nan	18.73	-25.44	29.83	275.61	0.00	0	0.00	7815.14	5	0.46	0
039349_56	55766	18	1.25	79.37	-142.46	49.10	260.17	530565.49	70	31.30	128290.12	11	7.57	0
039349_56	55766	20	1.12	88.98	-224.95	-142.80	40.75	97940.60	28	5.78	9472.01	1	0.56	0
039349_56	55766	21	2.93	395.84	-43.04	-268.02	40.05	7683260.58	605	453.31	2846.99	2	0.17	0
039349_56	55766	24	0.92	479.02	-17.21	56.05	113.59	526458.10	62	31.06	332034.92	38	19.59	0
039349_56	55766	36	0.39	214.84	183.22	-19.66	213.77	674788.23	54	39.81	33581.43	15	1.98	0
039349_56	55766	40	0.94	214.19	224.24	-116.40	151.47	292877.09	69	17.28	0.00	0	0.00	0
039349_56	55766	48	0.62	153.09	213.52	-291.65	61.62	136521.27	37	8.05	0.00	0	0.00	0
039349_56	55766	62	1.16	219.44	132.12	-13.42	199.85	10155.09	3	0.60	0.00	0	0.00	0
039349_57	55786	20	0.22	285.09	-112.10	-180.39	29.08	0.00	0	0.00	234178.38	100	13.82	0
039349_57	55786	22	0.50	313.16	-90.96	-244.84	3.52	0.00	0	0.00	318168.17	29	18.77	0
039349_57	55786	23	3.46	205.85	-189.39	-196.75	127.98	0.00	0	0.00	0.00	0	0.00	0
039349_57	55786	49	1.68	120.49	171.99	-113.72	22.46	11208.51	5	0.66	127765.61	17	7.54	0
039349_57	55786	51	1.07	300.43	86.99	-9.49	28.50	110910.74	12	6.54	270994.31	41	15.99	0
039349_57	55786	59	nan	111.37	94.06	113.33	83.03	0.00	0	0.00	0.00	0	0.00	0
039349_57	55786	63	1.07	314.43	91.17	234.19	232.09	287344.40	51	16.95	340680.58	41	20.10	0
039349_57	55786	68	nan	830.74	-322.21	-103.51	259.63	618226.64	81	36.48	180886.64	28	10.67	1
039349_58	55806	35	0.84	221.90	-169.09	328.38	287.78	374.17	1	0.02	193424.90	39	11.41	0
039349_58	55806	59	0.78	169.75	118.39	-73.09	17.87	0.00	0	0.00	47880.21	14	2.82	0
039349_58	55806	60	1.08	341.25	65.29	-317.81	144.76	504678.93	74	29.78	85699.27	18	5.06	0
039349_58	55806	65	1.29	72.51	284.88	40.68	178.51	0.00	0	0.00	0.00	0	0.00	0
039349_58	55806	73	nan	56.67	322.79	207.47	52.59	0.00	0	0.00	0.00	0	0.00	1
039349_59	55826	14	nan	21.02	-77.70	5.81	23.79	0.00	0	0.00	24998.92	9	1.47	0
039349_59	55826	15	nan	133.24	-276.50	-239.62	55.41	0.00	0	0.00	0.00	0	0.00	0
039349_59	55826	20	2.13	237.14	-7.29	-323.08	275.55	15173.99	3	0.90	0.00	0	0.00	0
039349_59	55826	27	0.57	107.71	-150.42	263.09	197.46	9683.21	2	0.57	574289.75	109	33.88	0
039349_59	55826	58	1.82	46.63	104.64	324.58	58.16	269665.08	41	15.91	17216.65	4	1.02	0
039349_59	55826	60	0.71	228.49	78.98	215.78	66.12	0.00	0	0.00	609982.16	72	35.99	0
039349_5	19509	26	0.68	426.45	-112.52	264.80	14.63	0.00	0	0.00	145880.36	15	8.61	0
039349_5	19509	50	1.38	313.32	53.57	33.33	28.48	338012.99	39	19.94	0.00	0	0.00	0
039349_5	19509	53	nan	374.52	339.25	-62.44	121.92	87306.09	17	5.15	21158.70	4	1.25	1
039349_5	19509	55	0.40	310.45	164.40	-40.76	233.43	1087517.57	117	64.16	247145.66	33	14.58	0
039349_5	19509	59	nan	28.95	223.92	149.97	4.12	2894.31	3	0.17	0.00	0	0.00	0
039349_5	19509	64	0.71	305.96	70.94	-33.28	34.68	436295.73	54	25.74	329887.54	45	19.46	0
039349_5	19509	65	nan	21.34	282.04	-1.37	275.59	677768.16	71	39.99	672496.55	57	39.68	0
039349_61	55866	21	0.87	212.13	-178.13	-161.27	154.76	603286.88	85	35.59	111040.19	8	6.55	0
039349_61	55866	45	1.44	37.16	243.05	-329.38	264.86	86560.70	14	5.11	0.00	0	0.00	0
039349_61	55866	48	nan	133.30	207.60	29.39	12.20	0.00	0	0.00	0.00	0	0.00	0
039349_61	55866	49	nan	47.05	128.77	-122.54	82.03	18331.07	5	1.08	232452.67	66	13.71	0
039349_62	55886	23	0.78	313.32	-55.72	-47.78	127.38	0.00	0	0.00	104900.46	17	6.19	0
039349_62	55886	28	1.12	337.76	-34.85	215.74	55.40	52681.20	11	3.11	218031.23	50	12.86	0
039349_62	55886	32	1.08	125.36	-127.32	-10.44	223.53	21917.66	5	1.29	70687.75	11	4.17	0
039349_62	55886	49	2.07	303.59	94.46	-327.09	91.74	944592.75	80	55.73	360161.62	39	21.25	0
039349_62	55886	51	0.65	72.02	91.44	328.04	35.61	0.00	0	0.00	165003.49	41	9.74	0
039349_62	55886	54	nan	436.87	20.66	-63.64	6.70	0.00	0	0.00	35757.59	12	2.11	0
039349_62	55886	64	0.77	92.96	249.89	221.42	31.44	4581.82	3	0.27	602800.31	97	35.57	0
039349_62	55886	67	0.85	227.62	148.95	-10.99	143.19	767452.73	112	45.28	502766.38	70	29.66	0
039349_62	55886	74	1.14	305.27	50.86	253.31	287.52	361936.37	36	21.35	1740111.88	124	102.67	0
039349_63	55906	23	0.43	101.12	-140.69	-80.22	287.74	0.00	0	0.00	312295.56	72	18.43	0
039349_63	55906	43	nan	100.23	310.16	-176.17	45.92	271443.91	56	16.02	486329.27	65	28.69	1
039349_63	55906	51	1.10	168.93	138.26	81.39	98.34	1570166.44	130	92.64	331192.71	64	19.54	0
039349_63	55906	52	1.04	57.99	190.88	141.21	270.95	409622.18	50	24.17	0.00	0	0.00	0
039349_64	55926	22	nan	242.46	-221.60	-70.90	233.33	0.00	0	0.00	7238.10	5	0.43	0
039349_64	55926	28	0.88	261.66	-32.57	217.54	7.88	7704.90	6	0.45	0.00	0	0.00	0
039349_64	55926	57	nan	246.16	309.48	-233.08	185.29	2508599.60	157	148.01	1437887.27	173	84.84	1
039349_64	55926	62	0.15	297.31	64.65	224.59	53.64	0.00	0	0.00	117189.70	22	6.91	0
039349_64	55926	70	0.04	82.19	265.64	288.37	268.82	0.00	0	0.00	414606.67	31	24.46	0
039349_65	55946	32	0.25	357.58	23.31	165.82	283.60	391567.17	66	23.10	0.00	0	0.00	0
039349_65	55946	33	nan	28.24	316.56	-272.83	36.15	64.93	1	0.00	255537.75	44	15.08	1
039349_65	55946	38	2.18	281.84	76.27	4.70	175.45	417011.19	49	24.60	38335.24	6	2.26	0
039349_65	55946	39	nan	105.02	336.69	-180.55	118.78	0.00	0	0.00	980993.83	329	57.88	1
039349_66	55966	25	0.83	304.05	-86.01	168.48	117.24	192344.92	69	11.35	49994.74	5	2.95	0
039349_66	55966	28	0.99	114.71	-264.82	-96.99	166.72	279499.36	57	16.49	222205.84	34	13.11	0
039349_66	55966	65	0.79	168.23	185.25	-168.91	141.18	60595.67	44	3.58	0.00	0	0.00	0
039349_66	55966	66	1.57	289.11	73.18	-114.19	38.20	0.00	0	0.00	912407.17	283	53.83	0
039349_66	55966	72	1.91	98.43	231.12	296.17	166.16	688918.12	70	40.65	259718.57	48	15.32	0
039349_66	55966	78	1.08	33.27	271.66	308.71	202.67	358111.89	68	21.13	682492.47	68	40.27	0
039349_66	55966	79	1.39	220.28	259.40	-23.64	97.25	150037.10	23	8.85	645353.11	89	38.08	0
039349_67	55986	33	1.00	401.81	-76.60	-51.05	11.60	20183.45	6	1.19	719687.95	75	42.46	0
039349_67	55986	35	0.85	280.34	-169.24	251.09	78.37	0.00	0	0.00	690137.72	60	40.72	0
039349_67	55986	38	0.26	222.74	-102.68	246.18	172.98	0.00	0	0.00	1193416.87	81	70.41	0
039349_67	55986	67	0.88	281.56	115.57	-200.65	285.52	601838.43	58	35.51	37430.60	11	2.21	0
039349_67	55986	73	0.15	148.31	208.84	122.62	60.60	0.00	0	0.00	133723.96	38	7.89	0
039349_68	56006	27	0.29	191.02	-187.46	53.03	276.68	402.87	2	0.02	865519.22	84	51.07	0
039349_68	56006	29	nan	267.31	-145.97	-79.29	203.59	0.00	0	0.00	0.00	0	0.00	0
039349_68	56006	35	0.73	252.24	-113.36	56.10	136.08	33641.20	2	1.98	4108.69	2	0.24	0
039349_68	56006	37	0.06	46.81	-268.64	246.77	276.51	0.00	0	0.00	0.00	0	0.00	0
039349_68	56006	47	0.88	332.48	62.95	-117.57	160.16	44054.71	18	2.60	104466.11	23	6.16	0
039349_68	56006	51	0.19	171.65	217.70	-44.00	11.65	0.00	0	0.00	55009.37	12	3.25	0
039349_68	56006	53	1.52	230.10	206.03	-174.88	53.38	11295.44	6	0.67	60297.73	9	3.56	0
039349_68	56006	62	1.55	85.09	262.16	-226.21	214.49	299129.28	50	17.65	307786.62	42	18.16	0
039349_68	56006	66	1.62	32.27	284.94	276.39	43.90	807425.49	51	47.64	0.00	0	0.00	0
039349_69	56026	24	1.17	322.28	-89.21	-265.74	264.76	774114.02	78	45.67	470890.45	48	27.78	0
039349_69	56026	47	0.38	123.47	36.85	-74.80	60.55	0.00	0	0.00	1757979.58	145	103.72	0
039349_69	56026	59	nan	142.55	215.31	87.28	141.70	0.00	0	0.00	102753.18	21	6.06	0
039349_69	56026	65	0.95	705.38	-229.06	-108.95	248.83	3344.44	2	0.20	278858.63	49	16.45	0
039349_69	56026	66	0.99	420.90	-48.97	150.73	11.59	422175.35	41	24.91	48514.34	12	2.86	0
039349_6	19529	68	0.43	285.88	297.76	125.33	279.65	598271.51	62	35.30	211680.95	23	12.49	0
039349_6	19529	76	1.19	366.55	44.30	-31.27	290.22	266365.06	49	15.72	52452.02	11	3.09	0
039349_70	56046	44	0.93	59.86	230.88	305.65	207.94	0.00	0	0.00	242646.01	38	14.32	0
039349_70	56046	70	1.13	676.40	292.95	-87.20	187.06	293648.65	40	17.33	723905.36	71	42.71	0
039349_71	56066	26	nan	0.62	-315.59	94.80	18.72	0.00	0	0.00	0.00	0	0.00	1
039349_71	56066	28	1.35	243.26	-115.95	161.95	232.14	500497.05	63	29.53	800010.51	73	47.20	0
039349_71	56066	37	1.23	148.05	192.32	-63.83	37.04	0.00	0	0.00	533335.68	80	31.47	0
039349_71	56066	43	1.34	94.45	252.51	27.19	54.55	503531.39	37	29.71	0.00	0	0.00	0
039349_71	56066	46	nan	108.31	304.45	-173.09	36.12	0.00	0	0.00	456645.30	47	26.94	0
039349_71	56066	55	nan	127.96	276.13	106.25	50.70	0.00	0	0.00	0.00	0	0.00	0
039349_72	56086	11	0.93	319.17	-85.35	-91.16	125.75	740288.48	68	43.68	313631.53	37	18.50	0
039349_72	56086	12	0.93	152.40	-163.57	-314.41	42.66	0.00	0	0.00	227458.54	23	13.42	0
039349_72	56086	19	1.33	332.90	-50.44	97.35	72.20	204639.95	28	12.07	0.00	0	0.00	0
039349_72	56086	45	1.23	332.79	286.97	-103.40	196.91	1280931.85	134	75.57	2455353.44	266	144.87	0
039349_72	56086	51	0.74	142.99	195.13	-255.96	151.53	44528.42	8	2.63	130945.70	15	7.73	0
039349_72	56086	67	1.23	277.90	-91.53	-183.74	272.44	0.00	0	0.00	378744.21	35	22.35	0
039349_73	56106	25	nan	705.67	-339.49	-286.87	208.18	576171.68	46	33.99	402481.40	68	23.75	1
039349_73	56106	28	0.60	268.55	-99.16	-259.89	290.28	62046.75	19	3.66	88233.34	14	5.21	0
039349_73	56106	29	0.87	221.39	-140.36	-169.45	238.72	61570.20	9	3.63	208011.41	22	12.27	0
039349_73	56106	73	2.08	91.71	256.84	289.59	195.97	214995.72	25	12.68	258549.48	68	15.25	0
039349_74	56126	31	0.52	231.59	-115.41	-264.79	101.84	0.00	0	0.00	130554.49	16	7.70	0
039349_74	56126	50	0.93	122.16	144.03	167.59	200.49	428000.32	49	25.25	511822.98	63	30.20	0
039349_74	56126	52	nan	50.81	279.18	9.37	25.41	0.00	0	0.00	0.00	0	0.00	0
039349_74	56126	55	0.82	124.11	230.67	-191.38	91.14	205921.96	32	12.15	342006.47	50	20.18	0
039349_74	56126	68	nan	1.96	313.50	167.01	253.56	412839.16	96	24.36	509477.52	126	30.06	1
039349_74	56126	72	0.89	186.90	-62.29	224.14	94.70	363515.39	53	21.45	237419.61	32	14.01	0
039349_75	56146	18	1.05	201.64	-160.06	-220.54	133.96	49626.27	9	2.93	0.00	0	0.00	0
039349_75	56146	20	1.08	146.70	-159.33	-26.36	216.34	77875.25	14	4.59	1190586.57	198	70.24	0
039349_75	56146	21	nan	39.92	-308.69	-205.85	254.98	0.00	0	0.00	0.00	0	0.00	1
039349_75	56146	28	1.10	228.16	-163.56	40.70	72.16	356911.72	61	21.06	254651.67	44	15.02	0
039349_75	56146	55	nan	71.57	270.26	-304.55	83.56	0.00	0	0.00	95355.54	23	5.63	0
039349_75	56146	60	0.58	164.75	203.36	159.15	145.77	0.00	0	0.00	441048.58	62	26.02	0
039349_75	56146	66	1.10	95.82	246.88	108.81	92.87	0.00	0	0.00	73004.38	7	4.31	0
039349_75	56146	71	1.03	393.17	-68.58	-172.49	9.50	0.00	0	0.00	678900.19	69	40.06	0
039349_76	56166	22	2.23	269.02	-101.83	-213.26	107.45	494660.46	58	29.18	75745.00	16	4.47	0
039349_76	56166	25	1.03	183.95	-211.53	-221.98	104.38	0.00	0	0.00	178231.10	19	10.52	0
039349_76	56166	51	6.86	193.44	163.11	-198.07	90.69	0.00	0	0.00	0.00	0	0.00	0
039349_77	56186	27	1.16	288.85	-71.00	238.72	218.39	139814.82	15	8.25	126931.25	17	7.49	0
039349_77	56186	36	1.80	119.57	231.61	-158.83	151.54	2394.40	2	0.14	210732.21	33	12.43	0
039349_77	56186	58	0.26	114.52	203.13	311.17	32.41	0.00	0	0.00	113079.58	20	6.67	0
039349_77	56186	65	0.83	300.90	71.49	255.40	244.32	184386.55	40	10.88	45958.47	4	2.71	0
039349_77	56186	69	0.78	285.22	-39.89	232.81	13.28	438582.76	63	25.88	121754.82	23	7.18	0
039349_77	56186	71	0.95	187.06	-81.27	97.42	57.09	334053.84	46	19.71	0.00	0	0.00	0
039349_78	56206	21	1.27	132.84	-173.36	-332.72	180.52	1611170.30	107	95.06	1539451.68	154	90.83	0
039349_78	56206	60	0.47	546.10	-176.40	-223.69	290.11	76824.11	16	4.53	46951.72	26	2.77	0
039349_79	56226	33	1.27	211.35	-250.11	196.28	199.75	168081.34	59	9.92	180426.79	20	10.65	0
039349_79	56226	35	0.59	114.53	-233.36	328.85	85.97	234714.39	64	13.85	161140.94	24	9.51	0
039349_79	56226	52	1.00	127.41	211.80	-13.50	196.73	0.00	0	0.00	0.00	0	0.00	0
039349_79	56226	63	0.83	288.38	71.55	-57.15	284.53	465347.88	57	27.46	82785.81	31	4.88	0
039349_79	56226	64	0.81	298.41	76.09	232.04	100.46	29982.71	7	1.77	43348.07	7	2.56	0
039349_79	56226	71	0.08	52.87	214.86	104.96	34.60	0.00	0	0.00	0.00	0	0.00	0
039349_79	56226	74	0.41	498.39	-192.34	-336.28	74.60	0.00	0	0.00	0.00	0	0.00	0
039349_7	19549	28	1.35	355.19	-20.38	30.63	103.47	210509.53	29	12.42	343723.85	62	20.28	0
039349_7	19549	50	0.65	29.58	192.68	-62.92	291.73	118714.41	16	7.00	0.00	0	0.00	0
039349_7	19549	54	3.05	30.16	279.28	322.75	15.38	0.00	0	0.00	0.00	0	0.00	0
039349_7	19549	55	nan	158.93	221.85	214.38	46.84	1997.62	2	0.12	63452.59	41	3.74	0
039349_7	19549	57	1.12	241.54	98.62	32.41	88.51	237030.67	33	13.98	183444.73	20	10.82	0
039349_7	19549	59	nan	158.84	245.29	39.54	121.81	0.00	0	0.00	640074.12	114	37.76	0
039349_7	19549	64	0.88	42.42	243.96	168.96	287.22	99963.67	63	5.90	75352.56	15	4.45	0
039349_7	19549	67	1.28	802.61	288.30	-208.73	3.39	266883.13	49	15.75	171506.13	36	10.12	0
039349_7	19549	71	0.96	486.08	26.76	321.72	136.55	386669.25	56	22.81	875618.40	109	51.66	0
039349_80	56246	46	0.54	81.71	277.11	-265.68	19.40	0.00	0	0.00	0.00	0	0.00	0
039349_80	56246	53	1.11	60.47	271.77	-61.45	208.60	138315.04	19	8.16	409121.33	60	24.14	0
039349_80	56246	59	0.88	296.65	235.84	166.39	79.98	116350.56	55	6.86	0.00	0	0.00	0
039349_81	56266	19	0.21	53.20	-53.39	50.77	14.11	0.00	0	0.00	316786.54	58	18.69	0
039349_81	56266	24	1.05	55.71	-208.87	-22.24	199.65	595755.75	72	35.15	402630.58	40	23.76	0
039349_81	56266	26	0.60	70.53	-239.39	-311.58	137.11	0.00	0	0.00	472626.10	63	27.88	0
039349_81	56266	30	0.75	221.61	-179.53	269.04	287.73	0.00	0	0.00	34006.52	11	2.01	0
039349_81	56266	46	nan	30.69	305.46	-114.32	180.07	322466.09	62	19.03	4404376.45	489	259.86	1
039349_81	56266	50	0.24	97.13	141.02	23.79	71.49	555719.82	70	32.79	335165.35	51	19.77	0
039349_81	56266	56	0.67	61.51	287.48	46.99	268.60	54015.22	9	3.19	211535.32	34	12.48	0
039349_81	56266	59	1.92	73.73	265.04	-262.14	191.27	0.00	0	0.00	187425.65	34	11.06	0
039349_81	56266	69	nan	57.79	295.64	104.44	127.50	118574.46	23	7.00	87251.35	17	5.15	0
039349_82	56286	19	1.29	441.52	-23.43	-178.24	240.34	384984.23	46	22.71	623619.51	48	36.79	0
039349_82	56286	24	1.01	61.63	-285.83	-67.89	33.39	537244.29	69	31.70	580808.10	65	34.27	0
039349_82	56286	42	1.01	120.79	208.89	-277.12	29.88	272654.20	43	16.09	51976.52	12	3.07	0
039349_82	56286	48	nan	254.38	123.29	22.60	163.73	119431.38	17	7.05	633219.87	90	37.36	0
039349_82	56286	52	nan	39.65	310.28	316.47	209.09	0.00	0	0.00	186122.51	32	10.98	1
039349_82	56286	55	0.55	105.81	268.25	33.59	173.86	1540712.52	184	90.90	0.00	0	0.00	0
039349_82	56286	57	1.06	711.32	-276.62	-276.35	2.88	16007.75	2	0.94	160327.59	33	9.46	0
039349_83	56306	15	1.07	172.51	-200.14	251.79	3.42	81368.36	10	4.80	650943.70	78	38.41	0
039349_83	56306	20	0.63	468.72	-91.92	69.41	281.69	8151.88	6	0.48	589520.64	59	34.78	0
039349_83	56306	45	0.73	78.37	168.58	-277.60	35.47	0.00	0	0.00	0.00	0	0.00	0
039349_8	19569	15	nan	8.32	-274.96	-120.34	8.02	98910.64	17	5.84	115953.74	22	6.84	0
039349_8	19569	40	2.11	59.22	123.19	-292.73	207.48	1143084.05	118	67.44	1609516.73	202	94.96	0
039349_8	19569	44	nan	59.44	282.58	-304.95	84.57	0.00	0	0.00	0.00	0	0.00	0
039349_8	19569	55	0.46	311.85	102.49	28.86	68.25	0.00	0	0.00	494910.15	49	29.20	0
039349_9	19589	43	0.39	275.37	120.25	-210.94	292.25	41909.28	13	2.47	477314.17	49	28.16	0
039349_9	19589	49	0.87	223.78	266.99	279.99	152.58	1003894.41	110	59.23	1129022.33	134	66.61	0
039349_9	19589	51	1.75	133.17	125.27	228.01	220.92	804548.68	63	47.47	0.00	0	0.00	0
039349_9	19589	57	0.97	586.28	78.14	-327.21	172.45	218897.26	26	12.91	253800.05	30	14.97	0
