# retire_20260829.sh  tiers=A
# started              2026-08-29T17:54:38-07:00
# wcp-porting-img HEAD 67e56708
# toolkit HEAD         82e7b21a
# broken symlinks pre  0
# du -sh sbnd_xin pre  156G
# df /nfs/data/1 pre   1.4T avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-29T17:54:38-07:00	work-d84r1-beeoff-mcp1k	A	47	work-d84r1-beeoff-mcp1k.tar.gz	2026-08-28T18:50:38-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeoff-mcp2k	A	114	work-d84r1-beeoff-mcp2k.tar.gz	2026-08-28T18:51:05-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon-mcp1k	A	48	work-d84r1-beeon-mcp1k.tar.gz	2026-08-28T18:52:10-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon-mcp2k	A	114	work-d84r1-beeon-mcp2k.tar.gz	2026-08-28T18:52:37-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon2-mcp1k	A	48	work-d84r1-beeon2-mcp1k.tar.gz	2026-08-28T18:52:56-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon2-mcp2k	A	114	work-d84r1-beeon2-mcp2k.tar.gz	2026-08-28T18:53:22-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon2B-mcp1k	A	48	work-d84r1-beeon2B-mcp1k.tar.gz	2026-08-28T19:07:37-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeon2B-mcp2k	A	114	work-d84r1-beeon2B-mcp2k.tar.gz	2026-08-28T19:08:05-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeonB-mcp1k	A	48	work-d84r1-beeonB-mcp1k.tar.gz	2026-08-28T19:06:52-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-beeonB-mcp2k	A	114	work-d84r1-beeonB-mcp2k.tar.gz	2026-08-28T19:07:19-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-det1-mcp2k	A	9	work-d84r1-det1-mcp2k.tar.gz	2026-08-28T19:23:05-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-det2-mcp2k	A	9	work-d84r1-det2-mcp2k.tar.gz	2026-08-28T19:23:14-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-flip2-mcp1k	A	48	work-d84r1-flip2-mcp1k.tar.gz	2026-08-28T19:51:19-07:00	0
2026-08-29T17:54:39-07:00	work-d84r1-flip2-mcp2k	A	114	work-d84r1-flip2-mcp2k.tar.gz	2026-08-28T19:51:46-07:00	0
