# doc pdvd/100 round 2 gate X3 -- PDHD h100b (61 dirs) against h28prod (61 dirs); d100_pdhd_identity.py
028084_0: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_28: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_29: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_3: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_30: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_4: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_5: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_6: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 14/14 vs 14
028084_7: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_8: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_9: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_0: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_1: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_10: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_11: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_12: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_13: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_14: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_15: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 14/14 vs 14
029107_16: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_17: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_18: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_19: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_2: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_20: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_21: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_22: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_23: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_24: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_25: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_26: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_27: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_28: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_29: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_3: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_4: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 14/14 vs 14
029107_5: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_6: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_7: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_8: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
029107_9: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
SUMMARY PDHD h100b vs h28prod: identical 61/61; events on one side only 0
