# doc pdvd/100 round 2 gate X3 -- PDHD h100b (61 dirs) against h28prod (61 dirs); d100_pdhd_identity.py
028084_0: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_1: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_10: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_11: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 14/14 vs 14
028084_12: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_13: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_14: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_15: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_16: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_17: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_18: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_19: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_2: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_20: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_21: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_22: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_23: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_24: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_25: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_26: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
028084_27: IDENTICAL | pctree identical (same file) | pr identical (344 branches) | mabc-pr identical 13/13 vs 13
