# doc pdvd/100 -- d100_twin.py on p100c: prep /home/xqian/tmp/p100/prep_p100c; record /home/xqian/tmp/p100/carry/latest_on_p99rwon.json (635 items)
twin vs the arm itself at ke 3.0 / hi 2.0 on 533 candidates: 0 mismatches []
judged record items 606 (with a candidate on the arm 372)

current ke 3.0 hi 2.0: is_stm 258; judged TP/FP/FN all (223, 18, 105) top (153, 11, 29) bottom (70, 7, 7)

  ke   hi    is_stm   all TP/FP/FN     top TP/FP/FN     bottom TP/FP/FN   movers vs current [record class]
  2.0  1.6      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.0  1.8      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.0  2.0      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.0  2.25     258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.0  2.5      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.5  1.6      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.5  1.8      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.5  2.0      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.5  2.25     258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  2.5  2.5      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.0  1.6      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.0  1.8      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.0  2.0      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.0  2.25     258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.0  2.5      258   (223, 18, 105)   (153, 11, 29)    (70, 7, 7)        
  3.5  1.6      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  3.5  1.8      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  3.5  2.0      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  3.5  2.25     257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  3.5  2.5      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  4.0  1.6      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  4.0  1.8      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  4.0  2.0      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  4.0  2.25     257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  4.0  2.5      257   (222, 18, 106)   (152, 11, 30)    (70, 7, 7)        039349_65/43[stopper:-]
  5.0  1.6      255   (221, 17, 107)   (151, 10, 31)    (70, 7, 7)        039253_6/83[stopper:-] 039349_65/43[stopper:-] 039349_77/45[non-stopper:-]
  5.0  1.8      255   (221, 17, 107)   (151, 10, 31)    (70, 7, 7)        039253_6/83[stopper:-] 039349_65/43[stopper:-] 039349_77/45[non-stopper:-]
  5.0  2.0      255   (221, 17, 107)   (151, 10, 31)    (70, 7, 7)        039253_6/83[stopper:-] 039349_65/43[stopper:-] 039349_77/45[non-stopper:-]
  5.0  2.25     255   (221, 17, 107)   (151, 10, 31)    (70, 7, 7)        039253_6/83[stopper:-] 039349_65/43[stopper:-] 039349_77/45[non-stopper:-]
  5.0  2.5      255   (221, 17, 107)   (151, 10, 31)    (70, 7, 7)        039253_6/83[stopper:-] 039349_65/43[stopper:-] 039349_77/45[non-stopper:-]

RULE: no grid point accepts more judged stoppers with no more non-stoppers -> keep ke 3.0 hi 2.0
