idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	10	1968848	0	nan
1	6505	130	11	1871476	0	nan
2	6512	130	12	1782476	0	nan
3	6520	130	15	1842748	0	nan
4	6528	130	11	1959216	0	nan
5	6529	130	11	1886432	0	nan
6	6532	130	17	2194012	0	nan
7	6536	130	11	1897812	0	nan
8	6545	130	14	1955284	0	nan
9	6550	130	10	1730852	0	nan
10	6570	131	20	2154024	0	nan
11	6588	131	9	1768256	0	nan
12	6604	132	25	2301848	0	nan
13	6606	132	12	2053592	0	nan
14	6612	132	13	2142324	0	nan
15	6642	132	16	2175132	0	nan
16	6650	132	12	2092904	0	nan
17	6711	134	10	1834412	0	nan
18	6748	134	12	1831124	0	nan
19	6775	135	10	1833592	0	nan
20	6786	135	16	2072564	0	nan
21	6804	136	12	1892700	0	nan
22	6805	136	12	2014940	0	nan
23	6806	136	12	2080164	0	nan
24	6821	136	12	1854012	0	nan
25	6822	136	15	2240616	0	nan
26	6837	136	13	2149612	0	nan
27	6844	136	13	2074832	0	nan
28	6852	137	13	1911248	0	nan
29	6867	137	12	1840648	0	nan
30	6874	137	20	2238404	0	nan
31	6878	137	15	2010316	0	nan
32	6887	137	11	1836084	0	nan
33	6888	137	20	2126460	0	nan
34	6898	137	11	1816940	0	nan
