evt	tag	newtag	verdict	dist_cm	old_vid	new_vid
176150	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	50004	50004
176502	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	3.8441	109112	109114
176533	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3847	11002	11002
176986	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	47041	47041
177178	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.0293	18001	18001
177266	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3691	7003	7004
177360	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	1001	1001
177366	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4502	12004	12004
177939	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1727	11001	11001
178225	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	4.6230	9001	9003
178445	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	5.5308	None	29013
178535	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	2000	2000
178865	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.3815	2001	2001
179048	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
179246	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	14001	14001
179604	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.8321	11006	11006
179912	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3980	1003	1003
180117	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3052	12002	12002
180645	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3355	3002	3002
180698	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0745	11001	11001
237292	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.6992	10003	10052
237798	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7289	14005	13002
240636	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3884	12022	12022
242022	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	16001	16001
275539	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	14.6165	None	12001
278509	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	9001	9001
279213	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	9001	9001
279955	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.2839	16001	16002
280709	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3136	46032	46032
280945	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	5000	5000
281567	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	82137	82133
281781	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5178	88098	88099
282491	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18002	18002
282909	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	4001	4001
283833	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	11001	11001
283849	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0953	7008	7008
284047	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	5002	5002
284866	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.9769	16002	16002
286296	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	22000	22000
287374	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
287464	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5427	31021	31020
287638	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	4000	4000
289862	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	5000	5000
292436	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.2849	11002	11002
293470	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	1001	1001
316021	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.1527	5004	5004
316197	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17000	17000
317077	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7961	14000	14000
317407	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.6136	12002	12002
317957	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.8997	None	10006
318021	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1095	11001	11001
318549	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	4001	4001
318703	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3352	17008	17008
318769	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	4.2027	19008	19004
319475	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4067	20006	20006
321169	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	71044	71045
321235	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	11001	11001
321849	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.1659	28013	28008
321937	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	22001	22001
321983	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	11001	11001
322707	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4645	11002	11002
322907	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0951	20002	20002
323171	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3651	22003	22003
323369	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	13000	13000
347890	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5794	8007	8007
350354	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1218	18001	18001
350596	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.2704	13002	13002
352664	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2874	7002	7002
354248	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	3.3319	29015	29034
354578	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.0991	6003	6003
355106	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	7001	7001
388323	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3953	23002	23002
389379	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	10001	10001
390370	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1338	7003	7003
390634	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1440	1005	1005
390810	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0870	12003	12001
391777	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7940	14005	14003
392759	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.5657	10001	10001
392891	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.9793	16001	16011
393133	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	15003	15003
393727	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	20001	20001
394407	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18004	18004
395277	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1351	3002	3002
395597	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.8581	20002	20002
395695	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3729	11003	11003
395837	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	22001	22001
396037	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	63027	63027
396057	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	22.8619	11004	53008
396091	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5996	7027	7006
396222	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	3.0946	9052	9038
396323	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.4345	10003	10002
396355	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2251	24003	24003
396420	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.6111	10025	10025
396551	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.1801	13001	13001
396761	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4229	15001	15001
396816	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18000	18000
396829	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
396882	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	12005	12005
397005	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1930	19005	19005
397379	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1092	13003	13003
397476	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.2536	23006	23004
397487	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	10000	10000
397542	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2397	6001	6002
397927	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3424	13002	13008
400185	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	14001	14001
400779	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18001	18001
401241	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	13000	13000
403023	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.2918	11003	11002
405707	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.5950	17003	17026
405927	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	21001	21001
406125	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.6895	8003	8003
406631	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18001	18001
407534	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.8316	11002	11002
407886	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	26004	26004
409052	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
409514	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0667	8001	8002
409624	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0370	5019	5019
409888	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.6369	13002	13006
410566	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2791	7002	7002
412612	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	10000	10000
412638	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.8603	None	18001
414024	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
414288	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0121	1001	1001
414306	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	11001	11001
415186	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	8.1927	19002	19001
415564	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	17.4541	None	37008
417782	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	14001	14001
473952	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2891	18001	18029
474612	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	5000	5000
474678	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1071	60013	60013
477142	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1349	60016	60016
478880	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1086	24005	24004
479650	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2615	8001	8001
480772	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3100	10004	10004
493659	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	20000	20000
494847	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	4001	4001
495881	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.1820	2004	2004
497311	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	18003	18003
497399	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	24000	24000
499423	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	35012	35012
499577	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7775	13005	13005
500567	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	4.7867	None	13000
502019	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.4488	9019	9002
47058	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	11002	11002
47278	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2826	6004	6004
47784	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2781	17003	17003
47916	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0492	11002	11002
48488	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3582	21002	21003
48774	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	3.0085	7003	7001
50182	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1431	10002	10002
51219	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5483	12005	12005
51890	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1476	15003	15003
51964	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3860	7002	7002
52759	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6846	16001	16001
53130	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8313	8002	8002
53793	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5979	37015	37016
54508	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5211	10003	10003
55278	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1865	21002	21002
55322	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1872	18002	18002
55542	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6903	5004	5004
56939	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6920	8002	8002
57577	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1050	13002	13002
57742	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4216	10016	10016
58072	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3514	15026	15026
58325	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8350	13002	13002
58919	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1644	5002	5002
65948	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	4.8203	8031	8002
66278	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6719	13002	13003
66366	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1303	22001	22001
66652	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1047	22001	22001
66900	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1613	15003	15002
67026	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2889	17002	17002
67868	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6474	16002	16002
67898	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2930	10002	10002
67928	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2211	9001	9001
68280	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.0459	22003	22003
68308	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2878	6002	6002
69006	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1104	11002	11005
69144	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0449	13002	13002
69152	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6597	5005	5005
69254	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.6303	4003	4006
69306	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1890	9001	9031
69666	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1247	15001	15001
69936	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1559	14000	14000
70178	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3542	12002	12002
70186	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0574	11002	11002
70692	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2618	18003	18003
70912	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2906	10010	10010
71748	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1806	8001	8001
72055	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8165	14001	14001
72170	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2447	5002	5003
72174	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2153	5002	5002
72742	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2980	16002	16002
72759	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6506	5001	10003
72840	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1156	21002	21002
72940	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1434	10002	10002
73336	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.9932	11003	11002
73412	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4639	13003	13003
73698	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2357	14002	14002
73727	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	9.7897	12001	55006
74326	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.0587	10003	10011
74336	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1232	68029	68029
74380	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1101	13003	13003
75040	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1545	17007	17007
75135	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1108	14020	14020
75377	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1141	20002	20002
75700	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	2.8798	15028	15003
75862	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.9119	10002	10002
76038	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2334	18002	18002
76059	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3761	9003	9003
76250	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3542	16009	16009
76280	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6229	15002	15002
76888	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0565	18002	18002
76998	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	17002	17002
77328	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6711	16002	16007
77846	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1786	12002	12002
77878	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1682	8032	8001
77978	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1532	53008	53008
78242	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2516	8002	17005
79491	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1981	6002	6002
81420	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7782	15002	15002
90179	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1321	17002	17002
91235	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2558	13002	13002
91367	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0877	7019	7019
91697	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	2.5391	2003	2003
91917	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2693	17006	17006
92134	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2408	18012	18012
92225	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1403	14001	14001
93105	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3036	9002	9002
93545	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	11002	11002
93677	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3181	16002	16002
93696	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2328	7002	7002
94092	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	5.2170	13013	13004
94224	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1921	17004	17004
94293	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4996	16002	16002
94392	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4128	5002	5002
94942	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5163	10014	10005
95074	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1276	10002	10002
95405	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6203	17012	17012
95412	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2871	12002	12003
95690	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2808	13003	13003
96306	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0457	11002	11002
96383	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	6.0483	14002	14003
97084	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1139	12002	12002
97231	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3397	18006	18006
98470	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7904	11003	11003
98704	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0574	2002	2001
98778	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1355	8002	8002
98947	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5053	20005	20002
99232	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2605	17007	17007
99716	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1933	13002	13002
99782	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.5121	18002	18002
99838	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1769	14002	14002
100135	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	2.5122	14006	14003
100420	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.2084	14003	14003
100564	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0943	8002	8002
101454	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.5034	13025	13005
101554	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3342	13002	13002
101675	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3125	11009	11009
102841	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0590	11029	11029
103204	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6007	20002	20002
103952	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5412	21008	21008
104216	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3403	10004	10003
104920	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7180	9003	9001
105316	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2300	20004	20004
105426	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4653	10002	10002
159569	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	4.2531	49046	49038
163771	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	8001	8001
164475	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1468	16002	16002
166006	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8633	8001	8001
166050	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0934	11002	11002
168209	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1062	11002	11002
168448	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3722	64012	64012
169067	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5275	10024	10024
169658	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0793	7002	7002
169793	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4464	11001	11001
170076	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	4.6745	10001	10004
170098	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.9411	16002	16002
170365	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1520	12002	12002
170761	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.6503	8004	8004
171352	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1410	13002	13002
171572	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1238	83027	83027
171866	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6664	15001	15001
172344	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6475	6002	6002
172617	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8318	17007	17007
