center	min_accept	scale	w_clen	w_fv	w_fwd_z	w_isol	w_main	w_snap	w_topo	correct	uncovered
0.0	12.0	1000.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	522	0
0.0	12.0	750.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	524	0
0.0	12.0	750.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	525	0
0.0	12.0	750.0	1.0	1.0	1.0	1.5	1.0	0.5	0.0	526	0
