idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1968960	0	nan
1	6505	130	11	1878524	0	nan
2	6512	130	13	1785580	0	nan
3	6520	130	15	1837216	0	nan
4	6528	130	11	1960520	0	nan
5	6529	130	11	1885620	0	nan
6	6532	130	17	2199236	0	nan
7	6536	130	11	1896488	0	nan
8	6545	130	14	1956424	0	nan
9	6550	130	10	1742512	0	nan
10	6570	131	21	2159268	0	nan
11	6588	131	10	1773308	0	nan
12	6604	132	25	2298892	0	nan
13	6606	132	12	2043440	0	nan
14	6612	132	14	2158112	0	nan
15	6642	132	17	2179968	0	nan
16	6650	132	12	2094968	0	nan
17	6711	134	10	1835300	0	nan
18	6748	134	13	1834692	0	nan
19	6775	135	11	1837716	0	nan
20	6786	135	17	2071996	0	nan
21	6804	136	12	1891784	0	nan
22	6805	136	12	2018560	0	nan
23	6806	136	12	2088532	0	nan
24	6821	136	12	1854832	0	nan
25	6822	136	16	2232044	0	nan
26	6837	136	13	2153448	0	nan
27	6844	136	13	2088120	0	nan
28	6852	137	13	1914100	0	nan
29	6867	137	12	1840164	0	nan
30	6874	137	21	2243028	0	nan
31	6878	137	16	2014896	0	nan
32	6887	137	11	1847988	0	nan
33	6888	137	21	2128784	0	nan
34	6898	137	11	1817024	0	nan
