sample	run	subrun	event	dump
mcp2k	18259	1	47212	work-pr120r1-dbgon-mcp2k/pr_evt47212/calib-pr-evt47212.json
mcp2k	18255	1	54332	work-pr120r1-dbgon-mcp2k/pr_evt54332/calib-pr-evt54332.json
mcp2k	18255	1	281567	work-pr120r1-dbgon-mcp2k/pr_evt281567/calib-pr-evt281567.json
