sample	run	subrun	event	dump
ncpi0	18345	1	21073	work-pr140r2-off-ncpi0/pr_evt21073/calib-pr-evt21073.json
mcp1k	18259	1	168432	work-pr140r2-off-mcp1k/pr_evt168432/calib-pr-evt168432.json
mcp2k	18255	1	280159	work-pr140r2-off-mcp2k/pr_evt280159/calib-pr-evt280159.json
mcp1k	18255	1	286655	work-pr140r2-off-mcp1k/pr_evt286655/calib-pr-evt286655.json
mcp1k	18255	1	348691	work-pr140r2-off-mcp1k/pr_evt348691/calib-pr-evt348691.json
mcp2k	18255	1	397630	work-pr140r2-off-mcp2k/pr_evt397630/calib-pr-evt397630.json
mcp1k	18255	1	409634	work-pr140r2-off-mcp1k/pr_evt409634/calib-pr-evt409634.json
mcp2k	18255	1	71872	work-pr140r2-off-mcp2k/pr_evt71872/calib-pr-evt71872.json
mcp1k	18255	1	283713	work-pr140r2-off-mcp1k/pr_evt283713/calib-pr-evt283713.json
