sample	run	subrun	event	dump
mcp2k	18255	1	396222	work-pr124r1-onAC2evt-mcp2k/pr_evt396222/calib-pr-evt396222.json
mcp2k	18255	1	415278	work-pr124r1-onAC2evt-mcp2k/pr_evt415278/calib-pr-evt415278.json
