sample	run	subrun	event	dump
mcp1k	18255	1	283713	work-pr140r2-off-mcp1k/pr_evt283713/calib-pr-evt283713.json
mcp2k	18255	1	99838	work-pr140r2-off-mcp2k/pr_evt99838/calib-pr-evt99838.json
mcp2k	18255	1	499577	work-pr140r2-off-mcp2k/pr_evt499577/calib-pr-evt499577.json
mcp2k	18255	1	77328	work-pr140r2-off-mcp2k/pr_evt77328/calib-pr-evt77328.json
mcp2k	18255	1	318769	work-pr140r2-off-mcp2k/pr_evt318769/calib-pr-evt318769.json
mcp2k	18255	1	294174	work-pr140r2-off-mcp2k/pr_evt294174/calib-pr-evt294174.json
mcp2k	18255	1	292524	work-pr140r2-off-mcp2k/pr_evt292524/calib-pr-evt292524.json
mcp2k	18255	1	397401	work-pr140r2-off-mcp2k/pr_evt397401/calib-pr-evt397401.json
mcp2k	18255	1	281165	work-pr140r2-off-mcp2k/pr_evt281165/calib-pr-evt281165.json
mcp1k	18255	1	286681	work-pr140r2-off-mcp1k/pr_evt286681/calib-pr-evt286681.json
mcp2k	18255	1	392901	work-pr140r2-off-mcp2k/pr_evt392901/calib-pr-evt392901.json
ncpi0	18345	1	259542	work-pr140r2-off-ncpi0/pr_evt259542/calib-pr-evt259542.json
mcp2k	18255	1	396323	work-pr140r2-off-mcp2k/pr_evt396323/calib-pr-evt396323.json
mcp1k	18255	1	282979	work-pr140r2-off-mcp1k/pr_evt282979/calib-pr-evt282979.json
mcp2k	18259	1	176502	work-pr140r2-off-mcp2k/pr_evt176502/calib-pr-evt176502.json
mcp1k	18255	1	348691	work-pr140r2-off-mcp1k/pr_evt348691/calib-pr-evt348691.json
nuecc48	18255	1	235435	work-pr140r2-off-nuecc48/pr_evt235435/calib-pr-evt235435.json
mcp2k	18259	1	170098	work-pr140r2-off-mcp2k/pr_evt170098/calib-pr-evt170098.json
