sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
mcp2k	18259	1	47036	0	16.129	0.956	23	1212700	0	cosmic-tagged	9	1	1	0	0													
mcp2k	18259	1	47058	0	13.670	3.592	21	1562516	0	nu-candidate	10	1	1	1	0	1.341	174.0	11	39.577236	119.27403	99.98794	2.2368555	-15.0	1.0	0.0	0.7	0.0	532.68933
mcp2k	18259	1	47212	0	17.595	5.327	25	1565404	0	nu-candidate	16	1	1	1	0	1.192	77.0	46	-153.6715	-118.27793	204.54805	0.68945867	-15.0	1.0	0.0	0.7	0.0	1116.6367
mcp2k	18259	1	47278	0	16.515	3.399	25	1556784	0	nu-candidate	14	1	1	1	0	1.289	64.4	11	-84.21172	161.88823	202.7079	1.3509406	-15.0	1.0	0.0	0.7	0.0	841.7579
mcp2k	18259	1	47608	0	16.098	0.914	23	1210252	0	no-bundle	11	0	1	0	0													
mcp2k	18259	1	47696	0	13.645	3.183	21	1558412	0	cosmic-tagged	8	1	1	1	0	0.929	21.1	9	143.75038	7.361813	402.05136	-1.1055288	-3.3629375	1.0	0.0	0.7	0.0	121.36505
mcp2k	18259	1	47784	0	17.423	3.595	25	1561372	0	nu-candidate	12	1	1	1	0	1.970	227.7	6	56.074524	-76.42714	113.82906	2.7173686	-15.0	1.0	0.0	0.7	0.0	996.4901
mcp2k	18259	1	47894	0	16.214	1.984	23	1559152	0	nu-candidate	12	1	1	1	0	1.267	1.9	12	179.3178	-93.51188	29.797544	-1.7224336	-15.0	1.0	1.0	0.7	0.0	127.14989
mcp2k	18259	1	47916	0	16.672	2.664	25	1562532	0	nu-candidate	9	1	1	1	0	1.954	26.9	1	39.6334	193.8869	262.48953	1.1215214	-15.0	1.0	0.0	0.7	0.0	325.89767
mcp2k	18259	1	47982	0	16.126	0.916	23	1208924	0	cosmic-tagged	10	1	1	0	0													
mcp2k	18259	1	48246	0	12.226	1.327	21	1202280	0	cosmic-tagged	10	1	1	0	0													
mcp2k	18259	1	48444	0	16.002	1.328	24	1209208	0	cosmic-tagged	8	1	1	0	0													
mcp2k	18259	1	48488	0	17.576	4.078	25	1556476	0	nu-candidate	15	1	1	1	0	0.717	220.2	4	-184.37491	182.52954	202.18933	4.0824766	-15.0	1.0	0.0	0.7	0.0	715.95667
mcp2k	18259	1	48774	0	13.864	3.499	21	1561168	0	nu-candidate	8	1	1	1	0	1.592	290.2	3	-7.827023	15.115883	185.68913	4.301008	-15.0	1.0	0.0	0.7	0.0	853.5513
mcp2k	18259	1	48840	0	15.528	1.054	23	1212772	0	cosmic-tagged	12	1	1	0	0													
mcp2k	18259	1	49016	0	15.154	1.211	23	1203644	0	no-bundle	14	0	1	0	0													
mcp2k	18259	1	49346	0	15.196	0.915	23	1215664	0	no-beam-flash	13	0	0	0	0													
mcp2k	18255	1	49415	0	16.280	2.667	24	1556764	0	nu-candidate	13	1	1	1	0	0.672	11.3	3	152.29535	101.42643	367.91016	-3.2320845	-15.0	1.0	0.0	0.7	0.0	134.48688
mcp2k	18255	1	49657	0	16.102	0.955	23	1213052	0	cosmic-tagged	13	1	1	0	0													
mcp2k	18259	1	49698	0	16.092	0.946	23	1211380	0	nu-candidate	16	1	1	0	0													
mcp2k	18259	1	49742	0	13.649	3.094	21	1560760	0	nu-candidate	12	1	1	1	0	1.680	86.1	5	180.73679	54.2994	55.46307	1.4630873	-15.0	1.0	1.0	0.7	0.0	455.05182
mcp2k	18255	1	49745	0	16.407	3.441	24	1553752	0	nu-candidate	8	1	1	1	0	1.840	46.2	2	-50.106724	-61.91008	304.32153	-0.23007385	-4.300936	1.0	0.0	0.7	0.0	451.98734
mcp2k	18255	1	49767	0	16.923	2.685	25	1219016	0	cosmic-tagged	14	1	1	1	0	1.922	1.1	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0
mcp2k	18255	1	49789	0	16.067	1.279	23	1206396	0	cosmic-tagged	13	1	1	0	0													
mcp2k	18255	1	49877	0	16.145	1.179	23	1215536	0	cosmic-tagged	15	1	1	1	0	1.305	1.4	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0
