sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
nuecc48	18255	1	388	0	29.156	18.191	39	1557588	0	nu-candidate	14	1	1	1	0	1.653	86.3	50	-163.1376	31.38656	426.10028	-1.2872081	4.300936	1.0	0.0	0.7	0.0	2961.6997
nuecc48	18255	1	10550	0	17.869	7.644	26	1559632	0	nu-candidate	8	2	1	1	0	1.193	56.9	38	89.88361	55.038277	128.76442	-0.44988033	4.300936	1.0	0.0	0.7	0.0	920.57214
nuecc48	18342	1	30504	0	17.677	7.542	26	1556500	0	nu-candidate	7	1	1	1	0	1.646	83.8	32	21.7573	-41.14991	162.5104	0.18972908	-4.300936	1.0	0.0	0.7	0.0	1618.5569
nuecc48	18304	1	38856	0	19.242	8.899	27	1561056	0	nu-candidate	10	1	1	1	0	1.106	94.3	28	-58.935772	-56.23864	428.88968	-1.109173	3.2523205	1.0	0.0	0.7	0.0	1669.3739
nuecc48	18259	1	42280	0	32.113	21.675	40	1559584	0	nu-candidate	9	1	1	1	0	1.856	114.6	45	14.383667	-9.956436	89.42635	-0.61390436	4.300936	1.0	0.0	0.7	0.0	2010.7059
nuecc48	18255	1	46363	0	34.793	24.336	43	1555724	0	nu-candidate	11	1	1	1	0	0.836	110.9	44	-78.86004	16.897078	298.36423	-1.8762157	2.9858365	1.0	0.0	0.7	0.0	679.1833
nuecc48	18259	1	52672	0	16.184	6.120	24	1556452	0	nu-candidate	10	1	1	1	0	1.520	54.6	57	-138.04828	63.703213	297.11246	-0.3825263	-15.0	1.0	1.0	0.7	0.0	895.9419
nuecc48	18259	1	54095	0	40.072	29.931	48	1559768	0	nu-candidate	12	1	1	1	0	0.832	124.6	53	175.67445	26.949762	186.62923	-1.2099878	4.300936	1.0	0.0	0.7	0.0	2994.9456
nuecc48	18255	1	69314	0	18.452	8.213	27	1560956	0	nu-candidate	14	1	1	1	0	1.285	171.1	27	-111.340416	-18.033564	164.59323	1.695993	0.3063533	1.0	0.0	0.7	0.0	1730.1158
nuecc48	18259	1	74544	0	30.416	18.422	39	1563532	0	nu-candidate	9	1	1	1	0	1.790	102.7	20	135.87927	-170.35193	406.14926	-1.9260447	4.300936	1.0	0.0	0.7	0.0	2197.0972
nuecc48	18313	1	81597	0	20.005	11.008	30	1552632	0	nu-candidate	13	1	1	1	0	0.605	86.6	36	-179.6342	39.920055	358.2018	-0.7499525	4.300936	1.0	0.0	0.7	0.0	1577.038
nuecc48	18255	1	90055	0	30.686	19.360	39	1561352	0	nu-candidate	8	1	1	1	0	0.647	91.6	64	129.18208	25.042719	202.29651	-0.8303866	4.300936	1.0	0.0	0.7	0.0	2569.4985
nuecc48	18259	1	111412	0	17.772	7.401	26	1556704	0	nu-candidate	16	1	1	1	0	2.028	98.4	22	154.66692	79.60719	173.19612	-1.3279954	4.300936	1.0	0.0	0.7	0.0	1092.3195
nuecc48	18259	1	116962	0	16.394	6.142	25	1560204	0	cosmic-tagged	13	1	1	1	0	1.645	38.3	22	-69.439285	-79.59661	156.16287	-0.4950413	-4.300936	1.0	0.0	0.7	0.0	877.82135
nuecc48	18255	1	122660	0	19.760	9.417	28	1565152	0	nu-candidate	8	1	1	1	0	0.901	49.2	44	-97.52035	-73.44766	387.24115	-0.12592094	-15.0	1.0	0.0	0.7	0.0	1624.3748
nuecc48	18259	1	131357	0	15.966	5.823	24	1562884	0	nu-candidate	16	1	1	1	0	1.964	61.7	22	42.599396	177.75137	137.21597	-0.5674816	4.300936	1.0	0.0	0.7	0.0	821.5129
nuecc48	18264	1	137238	0	17.338	7.111	26	1559644	0	nu-candidate	18	1	1	1	0	0.879	100.5	17	-112.73303	30.38995	392.29764	0.6950041	-15.0	1.0	0.0	0.7	0.0	1101.4114
nuecc48	18255	1	138009	0	17.501	7.310	26	1559916	0	nu-candidate	14	1	1	1	0	0.791	73.1	34	-103.28284	161.12982	81.502045	0.020946821	4.300936	1.0	0.0	0.7	0.0	1444.136
nuecc48	18255	1	163543	0	18.330	8.036	27	1561088	0	nu-candidate	11	1	1	1	0	0.954	64.6	50	-73.13387	-97.3042	261.8388	0.4477682	1.33088	1.0	0.0	0.7	0.0	1636.9341
nuecc48	18255	1	168596	0	20.237	17.210	27	1558904	0	nu-candidate	10	1	1	1	0	1.207	87.3	54	-188.8171	26.06006	148.72989	0.15979913	4.300936	1.0	0.0	0.7	0.0	2324.2573
