sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
ncpi0	18259	1	18625	0	12.419	7.176	19	1568716	0	nu-candidate	12	2	2	1	0	1.703	119.4	21	146.39618	84.860756	166.00333	2.7291088	-15.0	1.0	0.0	0.7	0.0	1498.1085
ncpi0	18345	1	21073	0	12.639	7.315	19	1567004	0	nu-candidate	10	1	1	1	0	1.842	102.2	42	-33.09328	26.492363	363.36816	0.6081792	-15.0	1.0	0.0	0.7	0.0	1102.687
ncpi0	18259	1	37112	0	9.555	4.297	16	1560584	0	nu-candidate	12	1	1	1	0	0.901	54.3	41	-166.11244	72.07444	7.869103	-0.0435483	-2.436998	1.0	0.0	0.7	0.0	1363.7325
ncpi0	18255	1	56982	0	12.581	7.416	19	1554788	0	nu-candidate	15	1	1	1	0	1.864	73.0	46	-90.13611	-150.03183	385.73553	0.60662585	-0.28964016	1.0	0.0	0.7	0.0	1437.714
ncpi0	18255	1	71372	0	19.783	14.759	26	1562388	0	nu-candidate	13	1	1	1	0	2.012	62.6	75	-165.69757	-156.89558	222.54993	1.3284452	-15.0	1.0	0.0	0.7	0.0	2538.1863
ncpi0	18364	1	84229	0	12.425	7.125	19	1552700	0	nu-candidate	10	1	1	1	0	0.671	96.4	36	97.48826	122.85773	384.53638	0.5168337	-15.0	1.0	0.0	0.7	0.0	1536.6229
ncpi0	18259	1	105946	0	9.733	4.491	16	1565512	0	nu-candidate	10	1	1	1	0	0.878	50.1	32	-134.39026	-146.77197	400.9667	-0.19610102	-15.0	1.0	0.0	0.7	0.0	1036.0297
ncpi0	18255	1	114446	0	8.199	3.023	15	1562008	0	nu-candidate	14	1	1	1	0	1.233	10.9	6	-65.98571	-64.34706	333.0435	-2.7398417	-15.0	1.0	0.0	0.7	0.0	126.374435
ncpi0	18255	1	142421	0	15.701	10.568	22	1562488	0	nu-candidate	11	1	1	1	0	1.158	264.2	52	118.223595	-69.79704	209.00835	2.171614	-15.0	1.0	0.0	0.7	0.0	3133.2634
ncpi0	18255	1	180801	0	11.737	6.491	18	1564336	0	nu-candidate	13	1	1	1	0	0.728	70.9	36	-32.951664	-15.269261	443.2927	0.3837659	-3.9661553	1.0	0.0	0.7	0.0	1315.7579
ncpi0	18345	1	259542	0	12.667	7.409	19	1567772	0	nu-candidate	13	1	1	1	0	1.567	51.3	57	101.79635	17.561806	164.10692	0.18987997	-15.0	1.0	0.0	0.7	0.0	2151.9731
ncpi0	18261	1	285567	0	16.594	11.447	23	1559776	0	nu-candidate	8	1	1	1	0	0.970	118.0	40	59.61944	-178.27052	272.42914	0.9274338	-1.1809008	1.0	0.0	0.7	0.0	2337.2983
ncpi0	18255	1	314838	0	11.125	5.786	18	1569712	0	nu-candidate	10	1	1	1	0	1.591	36.8	30	25.393763	155.45702	140.41234	-0.20271567	-15.0	1.0	0.0	0.7	0.0	1377.6321
ncpi0	18255	1	359980	0	10.722	5.485	17	1563412	0	nu-candidate	15	1	1	1	0	1.612	47.5	39	112.9233	155.85793	275.69632	-1.9899659	-15.0	1.0	1.0	0.7	0.0	833.41406
ncpi0	18255	1	399860	0	14.091	8.796	21	1562416	0	nu-candidate	12	1	1	1	0	1.977	56.4	24	-30.896904	-83.8685	405.90094	-0.17613389	4.300936	1.0	0.0	0.7	0.0	1596.0846
ncpi0	18255	1	463565	0			19	1563312	0	nu-candidate	11	1	1	1	0	1.366	58.2	46	46.3919	-134.36807	275.54782	-0.37453806	-3.2422454	1.0	0.0	0.7	0.0	1283.2981
ncpi0	18255	1	506114	0	21.226	16.185	28	1565720	0	nu-candidate	13	1	1	1	0	1.722	93.0	49	118.14703	-13.734578	167.6085	-1.0198852	-15.0	1.0	0.0	0.7	0.0	2420.3313
ncpi0	18255	1	506746	0	13.640	8.497	20	1564416	0	nu-candidate	12	1	1	1	0	1.724	47.9	39	53.802834	-11.804842	40.628696	-0.64991987	-4.300936	1.0	0.0	0.7	0.0	2285.069
ncpi0	18255	1	521075	0	11.565	6.239	18	1567240	0	nu-candidate	9	1	1	1	0	1.187	52.2	14	-87.48913	-35.401386	445.37714	-0.20210777	-15.0	1.0	0.0	0.7	0.0	884.29736
