fileidx	file	entry	run	subrun	event
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	70	18487	1	332894
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	71	18487	1	333378
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	72	18487	1	333488
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	73	18487	1	334016
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	74	18487	1	334126
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	75	18487	1	334610
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	76	18487	1	334962
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	77	18487	1	335270
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	78	18487	1	335336
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	79	18487	1	335512
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	80	18487	1	336678
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	81	18487	1	336766
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	82	18487	1	337360
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	83	18487	1	337668
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	84	18487	1	337734
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	85	18487	1	338790
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	86	18487	1	338856
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	87	18487	1	339120
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	88	18487	1	339538
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	89	18487	1	341232
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	90	18487	1	341562
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	91	18487	1	341672
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	92	18487	1	341936
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	93	18487	1	341958
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	94	18487	1	342222
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	95	18487	1	342706
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	96	18487	1	342772
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	97	18487	1	343036
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	98	18487	1	343564
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	99	18487	1	343784
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	100	18482	1	443675
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	101	18482	1	444071
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	102	18482	1	444203
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	103	18482	1	444401
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	104	18482	1	444445
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	105	18482	1	444775
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	106	18482	1	444797
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	107	18482	1	444951
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	108	18482	1	445237
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	109	18482	1	445523
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	110	18482	1	446513
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	111	18482	1	447019
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	112	18482	1	447195
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	113	18482	1	448075
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	114	18482	1	449131
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	115	18482	1	449681
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	116	18482	1	449835
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	117	18482	1	449989
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	118	18482	1	450275
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	119	18482	1	450517
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	120	18482	1	450561
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	121	18482	1	450605
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	122	18482	1	451595
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	123	18482	1	451881
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	124	18482	1	451903
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	125	18482	1	451991
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	126	18482	1	452013
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	127	18482	1	452871
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	128	18482	1	453003
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	129	18482	1	453069
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	130	18482	1	453201
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	131	18482	1	453971
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	132	18482	1	454015
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	133	18482	1	454499
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	134	18482	1	454543
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	135	18482	1	454763
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	136	18482	1	455071
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	137	18482	1	456523
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	138	18482	1	457051
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	139	18482	1	457271
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	140	18482	1	457557
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	141	18482	1	458085
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	142	18482	1	458173
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	143	18482	1	458195
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	144	18482	1	458217
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	145	18482	1	458349
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	146	18482	1	460043
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	147	18482	1	460263
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	148	18482	1	460285
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	149	18482	1	460527
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	150	18346	1	13892
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	151	18346	1	13980
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	152	18346	1	14200
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	153	18346	1	14222
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	154	18346	1	14332
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	155	18346	1	14398
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	156	18346	1	14420
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	157	18346	1	14596
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	158	18346	1	14926
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	159	18346	1	14970
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	160	18346	1	15454
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	161	18346	1	15674
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	162	18346	1	16070
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	163	18346	1	16202
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	164	18346	1	16378
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	165	18346	1	16400
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	166	18346	1	16510
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	167	18346	1	16752
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	168	18346	1	16928
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	169	18346	1	17302
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	170	18346	1	17346
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	171	18346	1	17368
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	172	18346	1	17632
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	173	18346	1	17676
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	174	18346	1	17896
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	175	18346	1	18072
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	176	18346	1	18358
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	177	18346	1	18446
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	178	18346	1	18512
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	179	18346	1	19150
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	180	18484	1	286375
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	181	18484	1	286551
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	182	18484	1	286727
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	183	18484	1	287123
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	184	18484	1	288289
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	185	18484	1	288949
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	186	18484	1	289037
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	187	18484	1	289147
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	188	18484	1	289345
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	189	18484	1	289499
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	190	18484	1	289697
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	191	18484	1	289939
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	192	18484	1	290137
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	193	18484	1	290423
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	194	18484	1	290467
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	195	18484	1	290841
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	196	18484	1	291237
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	197	18484	1	291369
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	198	18484	1	291391
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	199	18484	1	291501
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	200	18484	1	291677
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	201	18484	1	292579
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	202	18484	1	292887
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	203	18484	1	292953
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	204	18484	1	293107
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	205	18484	1	293261
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	206	18484	1	293547
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	207	18484	1	293833
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	208	18484	1	294229
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	209	18484	1	294471
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	210	18484	1	294779
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	211	18484	1	295043
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	212	18484	1	295329
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	213	18484	1	295703
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	214	18484	1	296671
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	215	18484	1	296891
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	216	18484	1	297001
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	217	18484	1	297199
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	218	18484	1	297397
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	219	18484	1	297793
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	220	18484	1	297903
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	221	18484	1	297947
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	222	18484	1	298145
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	223	18484	1	298739
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	224	18484	1	299135
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	225	18484	1	299509
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	226	18484	1	299839
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	227	18484	1	299971
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	228	18484	1	299993
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	229	18484	1	300213
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	230	18358	1	97334
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	231	18358	1	97642
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	232	18358	1	97994
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	233	18358	1	98346
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	234	18358	1	98544
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	235	18358	1	98786
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	236	18358	1	99600
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	237	18358	1	99952
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	238	18358	1	100304
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	239	18358	1	100524
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	240	18358	1	101294
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	241	18358	1	101316
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	242	18358	1	101514
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	243	18358	1	101536
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	244	18358	1	102328
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	245	18358	1	102548
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	246	18358	1	102636
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	247	18358	1	103142
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	248	18358	1	103472
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	249	18358	1	103560
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	250	18358	1	103670
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	251	18358	1	104330
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	252	18358	1	105386
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	253	18358	1	105738
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	254	18358	1	106266
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	255	18358	1	107740
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	256	18358	1	107916
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	257	18358	1	107982
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	258	18358	1	108884
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	259	18358	1	109236
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	260	18358	1	109566
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	261	18358	1	109632
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	262	18358	1	110050
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	263	18358	1	110556
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	264	18358	1	111172
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	265	18358	1	112052
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	266	18358	1	112228
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	267	18358	1	112866
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	268	18358	1	113306
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	269	18358	1	113526
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	270	18358	1	114868
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	271	18358	1	115176
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	272	18358	1	115330
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	273	18358	1	115792
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	274	18358	1	116012
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	275	18358	1	117024
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	276	18358	1	117156
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	277	18503	1	174010
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	278	18503	1	174494
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	279	18503	1	174582
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	280	18503	1	174868
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	281	18503	1	176166
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	282	18503	1	176716
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	283	18503	1	177002
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	284	18503	1	177772
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	285	18503	1	177904
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	286	18503	1	178014
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	287	18503	1	178322
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	288	18503	1	178696
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	289	18503	1	178938
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	290	18503	1	179070
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	291	18503	1	179092
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	292	18503	1	179202
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	293	18503	1	179334
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	294	18503	1	179510
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	295	18503	1	180566
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	296	18503	1	180808
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	297	18503	1	181182
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	298	18503	1	181380
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	299	18503	1	181446
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	300	18503	1	181512
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	301	18503	1	182524
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	302	18503	1	182832
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	303	18503	1	182854
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	304	18503	1	182964
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	305	18503	1	183140
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	306	18503	1	183184
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	307	18503	1	183382
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	308	18503	1	183558
000	data_SBND2026A_InTime-Run1_reco1_frameshift_1000evt.root	309	18503	1	183800
