idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	1963312	0	nan
1	6505	130	13	1863904	0	nan
2	6512	130	14	1784044	0	nan
3	6520	130	18	1842244	0	nan
4	6528	130	12	1958644	0	nan
5	6529	130	12	1886148	0	nan
6	6532	130	20	2204532	0	nan
7	6536	130	13	1901872	0	nan
8	6545	130	16	1950164	0	nan
9	6550	130	11	1735364	0	nan
10	6570	131	23	2144400	0	nan
11	6588	131	11	1768324	0	nan
12	6604	132	29	2305552	0	nan
13	6606	132	14	2053652	0	nan
14	6612	132	16	2158976	0	nan
15	6642	132	19	2189184	0	nan
16	6650	132	15	2103424	0	nan
17	6711	134	12	1832380	0	nan
18	6748	134	15	1850244	0	nan
19	6775	135	12	1811876	0	nan
20	6786	135	19	2072700	0	nan
21	6804	136	14	1896112	0	nan
22	6805	136	14	2016992	0	nan
23	6806	136	15	2080624	0	nan
24	6821	136	14	1853064	0	nan
25	6822	136	18	2227168	0	nan
26	6837	136	15	2149524	0	nan
27	6844	136	15	2084424	0	nan
28	6852	137	15	1903752	0	nan
29	6867	137	13	1831788	0	nan
30	6874	137	24	2232268	0	nan
31	6878	137	18	2014796	0	nan
32	6887	137	12	1847792	0	nan
33	6888	137	24	2126368	0	nan
34	6898	137	12	1827772	0	nan
