sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
ncpi0	18259	1	18625	0	12.172	11.462	13	1317292	0	nu-candidate	12	2	2	1	0	1.833	15.3	11	146.65012	84.49077	165.84322	0.60014075	-15.0	1.0	0.0	0.7	0.0	1493.366	16.180304	0.0	16.180304	3	1.9800707
ncpi0	18345	1	21073	0	13.823	13.087	14	1237476	0	nu-candidate	10	1	1	1	0	1.842	102.2	42	-32.75238	26.173403	366.10767	0.562491	-7.3575306	1.0	0.0	0.7	0.0	1400.5964	50.038803	50.038803	0.0	1	179.90016
ncpi0	18259	1	37112	0	8.968	8.044	9	1255876	0	nu-candidate	12	1	1	1	0	0.901	54.3	41	-166.06226	71.920074	7.6176705	0.6395706	-2.6056185	1.0	0.0	0.7	0.0	1136.7722	0.51119274	0.0	0.51119274	1	6.2929707
ncpi0	18255	1	56982	0	13.012	12.357	13	1321348	0	nu-candidate	15	1	1	1	0	1.864	73.0	46	-106.842094	-165.13983	361.44666	0.35404062	5.1999454	1.0	0.0	0.7	0.0	1415.974	4.8002996	0.0	4.8002996	2	25.57148
ncpi0	18255	1	71372	0	24.940	24.163	25	1358604	0	nu-candidate	13	1	1	1	0	2.012	62.6	75	-166.23332	-156.25116	224.30391	1.8039776	-15.0	1.0	0.0	0.7	0.0	2292.8708	2.4050736	0.0	2.4050736	1	110.25094
ncpi0	18364	1	84229	0	11.676	10.974	12	1233664	0	nu-candidate	10	1	1	1	0	0.671	96.4	36	97.5299	122.71736	384.4766	0.7375975	-15.0	1.0	0.0	0.7	0.0	1508.0999	2.0975614	0.0	2.0975614	2	660.1133
ncpi0	18259	1	105946	0	7.423	7.877	8	1199264	0	nu-candidate	10	1	1	1	0	0.878	50.1	32	-135.75969	-148.86777	402.3945	-0.2289423	-15.0	1.0	0.0	0.7	0.0	1098.6093	2.8810844	0.0	2.8810844	3	24.059498
ncpi0	18255	1	114446	0	4.748	5.106	5	1269672	0	nu-candidate	14	1	1	1	0	1.233	10.9	6	-66.10549	-64.33967	332.84512	-2.7398417	-15.0	1.0	0.0	0.7	0.0	128.05016	4.2705016	0.0	4.2705016	2	8.053195
ncpi0	18255	1	142421	0	18.628	17.207	19	1323444	0	nu-candidate	11	1	1	1	0	1.158	264.2	52	118.02944	-68.981384	211.14397	3.2068176	-15.0	1.0	0.0	0.7	0.0	2111.8157	245.84146	244.51498	1.3264742	7	56.571106
ncpi0	18255	1	180801	0	10.591	11.029	11	1365192	0	nu-candidate	13	1	1	1	0	0.728	70.9	36	-29.600826	-17.46157	437.36282	-0.08389214	-5.9033165	1.0	0.0	0.7	0.0	1132.9144	6.4416757	0.0	6.4416757	3	200.1037
ncpi0	18345	1	259542	0	12.757	13.217	13	1362460	0	nu-candidate	13	1	1	1	0	1.567	51.3	57	109.58844	10.34012	52.900898	-0.83377427	0.43389314	1.0	0.0	0.7	0.0	1402.7094	240.6376	0.0	240.6376	4	6.7298317
ncpi0	18261	1	285567	0	18.313	18.805	19	1336612	0	nu-candidate	8	1	1	1	0	0.970	118.0	41	59.294792	-177.81427	270.66757	0.8898195	-15.0	1.0	0.0	0.7	0.0	2215.146	277.38977	0.0	277.38977	5	109.716255
ncpi0	18255	1	314838	0	9.199	9.651	10	1361672	0	nu-candidate	10	1	1	1	0	1.591	36.8	31	25.835957	154.99403	140.36494	-0.06394919	-15.0	1.0	0.0	0.7	0.0	1092.5758	6.17395	0.0	6.17395	3	629.79767
ncpi0	18255	1	359980	0	7.328	7.805	8	1301216	0	nu-candidate	15	1	1	1	0	1.612	47.5	39	112.8611	155.90216	275.69583	-1.1177247	-15.0	1.0	0.0	0.7	0.0	803.5641	3.835234	0.0	3.835234	1	3.1352882
ncpi0	18255	1	399860	0	12.962	13.350	13	1248896	0	nu-candidate	12	1	1	1	0	1.977	56.4	24	-31.146229	-84.32681	406.49918	-0.8911744	8.99561	1.0	0.0	0.7	0.0	1164.5541	0.0	0.0	0.0	0	1.9525654
ncpi0	18255	1	463565	0	11.646	11.965	12	1318032	0	nu-candidate	11	1	1	1	0	1.366	58.2	46	48.295586	-132.38985	279.61514	-1.4053488	-3.6131904	1.0	0.0	0.7	0.0	1273.6946	8.604185	0.0	8.604185	4	28.239311
ncpi0	18255	1	506114	0	19.109	18.388	20	1364928	0	nu-candidate	13	1	1	1	0	1.722	93.0	49	118.21583	-13.830257	167.51312	-0.91853046	-15.0	1.0	0.0	0.7	0.0	2247.4783	2.3481283	0.0	2.3481283	2	11.669914
ncpi0	18255	1	506746	0	13.865	14.362	14	1319500	0	nu-candidate	12	1	1	1	0	1.724	47.9	39	53.413803	-12.52408	39.98292	0.9269856	-15.0	1.0	0.0	0.7	0.0	1906.9346	168.92061	165.86093	3.0596826	3	82.2719
ncpi0	18255	1	521075	0	7.963	8.367	8	1283540	0	nu-candidate	9	1	1	1	0	1.187	52.2	16	-87.475395	-35.377254	445.45697	-0.4223205	-15.0	1.0	0.0	0.7	0.0	491.3719	18.339693	0.0	18.339693	4	9.418869
