# doc 89 Phase 2 -- prod0901 -> prod0901b successor gate
# shared products identical; T_cluster the only added tree
sample	event	root	archives	nusel	calib	verdict
mcp1k	411460	-	-	-	-	OK
mcp1k	411790	-	-	-	-	OK
mcp1k	411834	-	-	-	-	OK
mcp1k	412208	-	-	-	-	OK
mcp1k	412626	-	-	-	-	OK
mcp1k	412692	-	-	-	-	OK
mcp1k	412846	-	-	-	-	OK
mcp1k	48301	-	-	-	-	OK
mcp1k	48367	-	-	-	-	OK
mcp1k	48565	-	-	-	-	OK
mcp1k	486049	-	-	-	-	OK
mcp1k	486093	-	-	-	-	OK
mcp1k	486225	-	-	-	-	OK
mcp1k	486247	-	-	-	-	OK
mcp1k	486511	-	-	-	-	OK
mcp1k	486577	-	-	-	-	OK
mcp1k	486621	-	-	-	-	OK
mcp1k	486687	-	-	-	-	OK
mcp1k	486753	-	-	-	-	OK
mcp1k	486907	-	-	-	-	OK
mcp1k	487237	-	-	-	-	OK
mcp1k	487259	-	-	-	-	OK
mcp1k	487303	-	-	-	-	OK
mcp1k	487545	-	-	-	-	OK
mcp1k	487633	-	-	-	-	OK
mcp1k	487853	-	-	-	-	OK
mcp1k	488139	-	-	-	-	OK
mcp1k	488689	-	-	-	-	OK
mcp1k	488755	-	-	-	-	OK
mcp1k	488799	-	-	-	-	OK
mcp1k	48895	-	-	-	-	OK
mcp1k	488953	-	-	-	-	OK
mcp1k	489327	-	-	-	-	OK
mcp1k	489459	-	-	-	-	OK
mcp1k	489503	-	-	-	-	OK
mcp1k	489679	-	-	-	-	OK
mcp1k	489789	-	-	-	-	OK
mcp1k	489811	-	-	-	-	OK
mcp1k	490339	-	-	-	-	OK
mcp1k	490361	-	-	-	-	OK
mcp1k	490559	-	-	-	-	OK
mcp1k	490581	-	-	-	-	OK
mcp1k	490779	-	-	-	-	OK
mcp1k	490889	-	-	-	-	OK
mcp1k	490977	-	-	-	-	OK
mcp1k	491021	-	-	-	-	OK
mcp1k	491197	-	-	-	-	OK
mcp1k	491241	-	-	-	-	OK
mcp1k	491285	-	-	-	-	OK
mcp1k	491417	-	-	-	-	OK
mcp1k	491483	-	-	-	-	OK
mcp1k	491857	-	-	-	-	OK
mcp1k	492649	-	-	-	-	OK
mcp1k	492803	-	-	-	-	OK
mcp1k	492891	-	-	-	-	OK
mcp1k	492913	-	-	-	-	OK
mcp1k	493199	-	-	-	-	OK
mcp1k	493243	-	-	-	-	OK
mcp1k	493397	-	-	-	-	OK
mcp1k	493419	-	-	-	-	OK
mcp1k	493485	-	-	-	-	OK
mcp1k	49445	-	-	-	-	OK
mcp1k	49467	-	-	-	-	OK
mcp1k	49511	-	-	-	-	OK
mcp1k	49709	-	-	-	-	OK
mcp1k	49885	-	-	-	-	OK
mcp1k	49951	-	-	-	-	OK
mcp1k	50017	-	-	-	-	OK
mcp1k	50303	-	-	-	-	OK
mcp1k	50523	-	-	-	-	OK
mcp1k	50743	-	-	-	-	OK
mcp1k	50765	-	-	-	-	OK
mcp1k	50787	-	-	-	-	OK
mcp1k	50809	-	-	-	-	OK
mcp1k	50831	-	-	-	-	OK
mcp1k	50919	-	-	-	-	OK
mcp1k	51051	-	-	-	-	OK
mcp1k	51469	-	-	-	-	OK
mcp1k	51513	-	-	-	-	OK
mcp1k	51865	-	-	-	-	OK
mcp1k	52085	-	-	-	-	OK
mcp1k	52195	-	-	-	-	OK
mcp1k	52613	-	-	-	-	OK
mcp1k	52657	-	-	-	-	OK
mcp1k	52723	-	-	-	-	OK
mcp1k	53361	-	-	-	-	OK
mcp1k	53427	-	-	-	-	OK
mcp1k	53493	-	-	-	-	OK
mcp1k	53581	-	-	-	-	OK
mcp1k	53713	-	-	-	-	OK
mcp1k	53779	-	-	-	-	OK
mcp1k	53955	-	-	-	-	OK
mcp1k	54175	-	-	-	-	OK
mcp1k	54209	-	-	-	-	OK
mcp1k	54285	-	-	-	-	OK
mcp1k	54341	-	-	-	-	OK
mcp1k	54351	-	-	-	-	OK
mcp1k	54505	-	-	-	-	OK
mcp1k	54527	-	-	-	-	OK
mcp1k	55231	-	-	-	-	OK
mcp1k	55539	-	-	-	-	OK
mcp1k	55583	-	-	-	-	OK
mcp1k	55595	-	-	-	-	OK
mcp1k	55627	-	-	-	-	OK
mcp1k	55693	-	-	-	-	OK
mcp1k	55715	-	-	-	-	OK
mcp1k	55925	-	-	-	-	OK
mcp1k	55957	-	-	-	-	OK
mcp1k	56211	-	-	-	-	OK
mcp1k	56243	-	-	-	-	OK
mcp1k	56299	-	-	-	-	OK
mcp1k	56353	-	-	-	-	OK
mcp1k	56387	-	-	-	-	OK
mcp1k	56463	-	-	-	-	OK
mcp1k	56519	-	-	-	-	OK
mcp1k	57245	-	-	-	-	OK
mcp1k	57311	-	-	-	-	OK
mcp1k	57333	-	-	-	-	OK
mcp1k	57355	-	-	-	-	OK
mcp1k	57441	-	-	-	-	OK
mcp1k	57485	-	-	-	-	OK
mcp1k	57487	-	-	-	-	OK
mcp1k	57575	-	-	-	-	OK
mcp1k	57661	-	-	-	-	OK
mcp1k	57883	-	-	-	-	OK
mcp1k	57903	-	-	-	-	OK
mcp1k	57949	-	-	-	-	OK
mcp1k	58169	-	-	-	-	OK
mcp1k	58211	-	-	-	-	OK
mcp1k	58255	-	-	-	-	OK
mcp1k	58321	-	-	-	-	OK
mcp1k	58343	-	-	-	-	OK
mcp1k	58345	-	-	-	-	OK
mcp1k	58433	-	-	-	-	OK
mcp1k	58519	-	-	-	-	OK
mcp1k	58543	-	-	-	-	OK
mcp1k	58607	-	-	-	-	OK
mcp1k	58653	-	-	-	-	OK
mcp1k	58667	-	-	-	-	OK
mcp1k	58711	-	-	-	-	OK
mcp1k	58717	-	-	-	-	OK
mcp1k	58755	-	-	-	-	OK
mcp1k	58777	-	-	-	-	OK
mcp1k	58821	-	-	-	-	OK
mcp1k	58997	-	-	-	-	OK
mcp1k	59003	-	-	-	-	OK
mcp1k	59019	-	-	-	-	OK
mcp1k	59025	-	-	-	-	OK
mcp1k	59047	-	-	-	-	OK
mcp1k	59063	-	-	-	-	OK
mcp1k	59069	-	-	-	-	OK
mcp1k	59085	-	-	-	-	OK
mcp1k	59093	-	-	-	-	OK
mcp1k	59179	-	-	-	-	OK
mcp1k	59247	-	-	-	-	OK
mcp1k	59261	-	-	-	-	OK
mcp1k	59335	-	-	-	-	OK
mcp1k	59371	-	-	-	-	OK
mcp1k	59377	-	-	-	-	OK
mcp1k	59415	-	-	-	-	OK
mcp1k	59459	-	-	-	-	OK
mcp1k	59553	-	-	-	-	OK
mcp1k	59663	-	-	-	-	OK
mcp1k	59685	-	-	-	-	OK
mcp1k	59723	-	-	-	-	OK
mcp1k	59753	-	-	-	-	OK
mcp1k	59773	-	-	-	-	OK
mcp1k	59789	-	-	-	-	OK
mcp1k	59795	-	-	-	-	OK
mcp1k	59863	-	-	-	-	OK
mcp1k	59899	-	-	-	-	OK
mcp1k	59929	-	-	-	-	OK
mcp1k	60017	-	-	-	-	OK
mcp1k	60119	-	-	-	-	OK
mcp1k	60345	-	-	-	-	OK
mcp1k	60369	-	-	-	-	OK
mcp1k	60559	-	-	-	-	OK
mcp1k	60669	-	-	-	-	OK
mcp1k	60763	-	-	-	-	OK
mcp1k	60933	-	-	-	-	OK
mcp1k	60985	-	-	-	-	OK
mcp1k	61071	-	-	-	-	OK
mcp1k	61093	-	-	-	-	OK
mcp1k	61307	-	-	-	-	OK
mcp1k	61313	-	-	-	-	OK
mcp1k	61351	-	-	-	-	OK
mcp1k	61417	-	-	-	-	OK
mcp1k	61461	-	-	-	-	OK
mcp1k	61483	-	-	-	-	OK
mcp1k	61579	-	-	-	-	OK
mcp1k	61637	-	-	-	-	OK
mcp1k	61681	-	-	-	-	OK
mcp1k	61711	-	-	-	-	OK
mcp1k	61843	-	-	-	-	OK
mcp1k	61997	-	-	-	-	OK
mcp1k	62011	-	-	-	-	OK
mcp1k	62019	-	-	-	-	OK
mcp1k	62149	-	-	-	-	OK
mcp1k	62209	-	-	-	-	OK
mcp1k	62231	-	-	-	-	OK
mcp1k	62281	-	-	-	-	OK
mcp1k	62303	-	-	-	-	OK
mcp1k	62327	-	-	-	-	OK
mcp1k	62429	-	-	-	-	OK
mcp1k	62459	-	-	-	-	OK
mcp1k	62473	-	-	-	-	OK
mcp1k	62495	-	-	-	-	OK
mcp1k	62561	-	-	-	-	OK
mcp1k	62583	-	-	-	-	OK
mcp1k	62613	-	-	-	-	OK
mcp1k	62721	-	-	-	-	OK
mcp1k	62825	-	-	-	-	OK
mcp1k	62943	-	-	-	-	OK
mcp1k	62979	-	-	-	-	OK
mcp1k	63097	-	-	-	-	OK
mcp1k	63163	-	-	-	-	OK
mcp1k	63273	-	-	-	-	OK
mcp1k	63359	-	-	-	-	OK
mcp1k	63427	-	-	-	-	OK
mcp1k	63493	-	-	-	-	OK
mcp1k	63515	-	-	-	-	OK
mcp1k	63537	-	-	-	-	OK
mcp1k	63551	-	-	-	-	OK
mcp1k	63559	-	-	-	-	OK
mcp1k	63581	-	-	-	-	OK
mcp1k	63603	-	-	-	-	OK
mcp1k	63669	-	-	-	-	OK
mcp1k	63711	-	-	-	-	OK
mcp1k	63947	-	-	-	-	OK
mcp1k	64057	-	-	-	-	OK
mcp1k	64079	-	-	-	-	OK
mcp1k	64107	-	-	-	-	OK
mcp1k	64409	-	-	-	-	OK
mcp1k	64453	-	-	-	-	OK
mcp1k	64475	-	-	-	-	OK
mcp1k	64503	-	-	-	-	OK
mcp1k	64591	-	-	-	-	OK
mcp1k	64613	-	-	-	-	OK
mcp1k	64701	-	-	-	-	OK
mcp1k	64717	-	-	-	-	OK
mcp1k	64921	-	-	-	-	OK
mcp1k	64959	-	-	-	-	OK
mcp1k	65018	-	-	-	-	OK
mcp1k	65025	-	-	-	-	OK
mcp1k	65053	-	-	-	-	OK
mcp1k	65267	-	-	-	-	OK
mcp1k	65289	-	-	-	-	OK
mcp1k	65295	-	-	-	-	OK
mcp1k	65355	-	-	-	-	OK
mcp1k	65612	-	-	-	-	OK
mcp1k	65647	-	-	-	-	OK
mcp1k	65691	-	-	-	-	OK
mcp1k	65788	-	-	-	-	OK
mcp1k	65942	-	-	-	-	OK
mcp1k	65999	-	-	-	-	OK
mcp1k	66043	-	-	-	-	OK
mcp1k	66087	-	-	-	-	OK
mcp1k	66118	-	-	-	-	OK
mcp1k	66272	-	-	-	-	OK
mcp1k	66329	-	-	-	-	OK
mcp1k	66338	-	-	-	-	OK
mcp1k	66461	-	-	-	-	OK
mcp1k	66571	-	-	-	-	OK
mcp1k	66615	-	-	-	-	OK
mcp1k	66624	-	-	-	-	OK
mcp1k	66646	-	-	-	-	OK
mcp1k	66712	-	-	-	-	OK
mcp1k	66822	-	-	-	-	OK
mcp1k	66954	-	-	-	-	OK
mcp1k	67108	-	-	-	-	OK
mcp1k	67152	-	-	-	-	OK
mcp1k	67394	-	-	-	-	OK
mcp1k	67746	-	-	-	-	OK
mcp1k	67922	-	-	-	-	OK
mcp1k	67988	-	-	-	-	OK
mcp1k	68054	-	-	-	-	OK
mcp1k	68362	-	-	-	-	OK
mcp1k	68428	-	-	-	-	OK
mcp1k	68516	-	-	-	-	OK
mcp1k	68648	-	-	-	-	OK
mcp1k	68714	-	-	-	-	OK
mcp1k	68956	-	-	-	-	OK
mcp1k	68978	-	-	-	-	OK
mcp1k	69000	-	-	-	-	OK
mcp1k	69066	-	-	-	-	OK
mcp1k	69286	-	-	-	-	OK
mcp1k	69308	-	-	-	-	OK
mcp1k	70562	-	-	-	-	OK
mcp1k	70980	-	-	-	-	OK
mcp1k	71046	-	-	-	-	OK
mcp1k	71178	-	-	-	-	OK
mcp1k	71222	-	-	-	-	OK
mcp1k	71266	-	-	-	-	OK
mcp1k	71288	-	-	-	-	OK
mcp1k	71376	-	-	-	-	OK
mcp1k	71486	-	-	-	-	OK
mcp1k	71530	-	-	-	-	OK
mcp1k	71640	-	-	-	-	OK
mcp1k	71882	-	-	-	-	OK
mcp1k	71948	-	-	-	-	OK
mcp1k	72256	-	-	-	-	OK
mcp1k	72564	-	-	-	-	OK
mcp1k	72586	-	-	-	-	OK
mcp1k	72828	-	-	-	-	OK
mcp1k	73004	-	-	-	-	OK
mcp1k	73070	-	-	-	-	OK
mcp1k	73422	-	-	-	-	OK
mcp2k	100002	-	-	-	-	OK
mcp2k	100032	-	-	-	-	OK
mcp2k	100080	-	-	-	-	OK
mcp2k	100102	-	-	-	-	OK
mcp2k	100135	-	-	-	-	OK
mcp2k	100157	-	-	-	-	OK
mcp2k	100179	-	-	-	-	OK
mcp2k	100190	-	-	-	-	OK
mcp2k	100200	-	-	-	-	OK
mcp2k	100222	-	-	-	-	OK
mcp2k	100245	-	-	-	-	OK
mcp2k	100289	-	-	-	-	OK
mcp2k	100322	-	-	-	-	OK
mcp2k	100420	-	-	-	-	OK
mcp2k	100421	-	-	-	-	OK
mcp2k	100464	-	-	-	-	OK
mcp2k	100486	-	-	-	-	OK
mcp2k	100564	-	-	-	-	OK
mcp2k	100640	-	-	-	-	OK
mcp2k	100728	-	-	-	-	OK
mcp2k	100850	-	-	-	-	OK
mcp2k	100861	-	-	-	-	OK
mcp2k	100927	-	-	-	-	OK
mcp2k	101004	-	-	-	-	OK
mcp2k	101092	-	-	-	-	OK
mcp2k	101169	-	-	-	-	OK
mcp2k	101224	-	-	-	-	OK
mcp2k	101454	-	-	-	-	OK
mcp2k	101466	-	-	-	-	OK
mcp2k	101488	-	-	-	-	OK
mcp2k	101498	-	-	-	-	OK
mcp2k	101520	-	-	-	-	OK
mcp2k	101532	-	-	-	-	OK
mcp2k	101554	-	-	-	-	OK
mcp2k	101565	-	-	-	-	OK
mcp2k	101675	-	-	-	-	OK
mcp2k	101828	-	-	-	-	OK
mcp2k	101873	-	-	-	-	OK
mcp2k	102005	-	-	-	-	OK
mcp2k	102082	-	-	-	-	OK
mcp2k	102247	-	-	-	-	OK
mcp2k	102643	-	-	-	-	OK
mcp2k	102841	-	-	-	-	OK
mcp2k	102940	-	-	-	-	OK
mcp2k	103039	-	-	-	-	OK
mcp2k	103061	-	-	-	-	OK
mcp2k	103193	-	-	-	-	OK
mcp2k	103204	-	-	-	-	OK
mcp2k	103226	-	-	-	-	OK
mcp2k	103270	-	-	-	-	OK
mcp2k	103391	-	-	-	-	OK
mcp2k	103545	-	-	-	-	OK
mcp2k	103567	-	-	-	-	OK
mcp2k	103798	-	-	-	-	OK
mcp2k	103820	-	-	-	-	OK
mcp2k	103952	-	-	-	-	OK
mcp2k	104018	-	-	-	-	OK
mcp2k	104172	-	-	-	-	OK
mcp2k	104216	-	-	-	-	OK
mcp2k	104260	-	-	-	-	OK
mcp2k	104304	-	-	-	-	OK
mcp2k	104920	-	-	-	-	OK
mcp2k	105074	-	-	-	-	OK
mcp2k	105140	-	-	-	-	OK
mcp2k	105206	-	-	-	-	OK
mcp2k	105250	-	-	-	-	OK
mcp2k	105316	-	-	-	-	OK
mcp2k	105338	-	-	-	-	OK
mcp2k	105404	-	-	-	-	OK
mcp2k	105426	-	-	-	-	OK
mcp2k	105492	-	-	-	-	OK
mcp2k	105690	-	-	-	-	OK
mcp2k	155829	-	-	-	-	OK
mcp2k	156093	-	-	-	-	OK
mcp2k	156313	-	-	-	-	OK
mcp2k	156599	-	-	-	-	OK
mcp2k	157215	-	-	-	-	OK
mcp2k	157281	-	-	-	-	OK
mcp2k	157413	-	-	-	-	OK
mcp2k	157677	-	-	-	-	OK
mcp2k	158227	-	-	-	-	OK
mcp2k	158293	-	-	-	-	OK
mcp2k	158315	-	-	-	-	OK
mcp2k	158557	-	-	-	-	OK
mcp2k	158579	-	-	-	-	OK
mcp2k	158601	-	-	-	-	OK
mcp2k	158689	-	-	-	-	OK
mcp2k	159305	-	-	-	-	OK
mcp2k	159371	-	-	-	-	OK
mcp2k	159569	-	-	-	-	OK
mcp2k	159635	-	-	-	-	OK
mcp2k	159723	-	-	-	-	OK
mcp2k	160031	-	-	-	-	OK
mcp2k	160119	-	-	-	-	OK
mcp2k	160163	-	-	-	-	OK
mcp2k	160295	-	-	-	-	OK
mcp2k	160537	-	-	-	-	OK
mcp2k	161043	-	-	-	-	OK
mcp2k	161153	-	-	-	-	OK
mcp2k	161175	-	-	-	-	OK
mcp2k	161725	-	-	-	-	OK
mcp2k	161945	-	-	-	-	OK
mcp2k	162143	-	-	-	-	OK
mcp2k	162253	-	-	-	-	OK
mcp2k	162363	-	-	-	-	OK
mcp2k	162473	-	-	-	-	OK
mcp2k	162517	-	-	-	-	OK
mcp2k	162605	-	-	-	-	OK
mcp2k	162891	-	-	-	-	OK
mcp2k	162913	-	-	-	-	OK
mcp2k	163023	-	-	-	-	OK
mcp2k	163309	-	-	-	-	OK
mcp2k	163463	-	-	-	-	OK
mcp2k	163507	-	-	-	-	OK
mcp2k	163595	-	-	-	-	OK
mcp2k	163705	-	-	-	-	OK
mcp2k	163771	-	-	-	-	OK
mcp2k	163859	-	-	-	-	OK
mcp2k	164189	-	-	-	-	OK
mcp2k	164466	-	-	-	-	OK
mcp2k	164475	-	-	-	-	OK
mcp2k	164576	-	-	-	-	OK
mcp2k	164774	-	-	-	-	OK
mcp2k	164849	-	-	-	-	OK
mcp2k	164862	-	-	-	-	OK
mcp2k	165060	-	-	-	-	OK
mcp2k	165104	-	-	-	-	OK
mcp2k	165157	-	-	-	-	OK
mcp2k	165393	-	-	-	-	OK
mcp2k	165478	-	-	-	-	OK
mcp2k	165544	-	-	-	-	OK
mcp2k	165547	-	-	-	-	OK
mcp2k	165767	-	-	-	-	OK
mcp2k	165855	-	-	-	-	OK
mcp2k	165877	-	-	-	-	OK
mcp2k	165896	-	-	-	-	OK
mcp2k	166006	-	-	-	-	OK
mcp2k	166050	-	-	-	-	OK
mcp2k	166185	-	-	-	-	OK
mcp2k	166251	-	-	-	-	OK
mcp2k	166295	-	-	-	-	OK
mcp2k	166405	-	-	-	-	OK
mcp2k	166603	-	-	-	-	OK
mcp2k	166908	-	-	-	-	OK
mcp2k	166996	-	-	-	-	OK
mcp2k	167109	-	-	-	-	OK
mcp2k	167329	-	-	-	-	OK
mcp2k	167351	-	-	-	-	OK
mcp2k	167461	-	-	-	-	OK
mcp2k	167546	-	-	-	-	OK
mcp2k	167612	-	-	-	-	OK
mcp2k	167703	-	-	-	-	OK
mcp2k	167744	-	-	-	-	OK
mcp2k	167876	-	-	-	-	OK
mcp2k	167964	-	-	-	-	OK
mcp2k	168052	-	-	-	-	OK
mcp2k	168077	-	-	-	-	OK
mcp2k	168096	-	-	-	-	OK
mcp2k	168209	-	-	-	-	OK
mcp2k	168338	-	-	-	-	OK
mcp2k	168448	-	-	-	-	OK
mcp2k	168561	-	-	-	-	OK
mcp2k	168778	-	-	-	-	OK
mcp2k	168822	-	-	-	-	OK
mcp2k	168869	-	-	-	-	OK
mcp2k	168979	-	-	-	-	OK
mcp2k	169067	-	-	-	-	OK
mcp2k	169152	-	-	-	-	OK
mcp2k	169160	-	-	-	-	OK
mcp2k	169182	-	-	-	-	OK
mcp2k	169204	-	-	-	-	OK
mcp2k	169221	-	-	-	-	OK
mcp2k	169240	-	-	-	-	OK
mcp2k	169306	-	-	-	-	OK
mcp2k	169331	-	-	-	-	OK
mcp2k	169622	-	-	-	-	OK
mcp2k	169658	-	-	-	-	OK
mcp2k	169724	-	-	-	-	OK
mcp2k	169746	-	-	-	-	OK
mcp2k	169749	-	-	-	-	OK
mcp2k	169776	-	-	-	-	OK
mcp2k	169793	-	-	-	-	OK
mcp2k	169886	-	-	-	-	OK
mcp2k	169900	-	-	-	-	OK
mcp2k	169966	-	-	-	-	OK
mcp2k	170076	-	-	-	-	OK
mcp2k	170098	-	-	-	-	OK
mcp2k	170189	-	-	-	-	OK
mcp2k	170194	-	-	-	-	OK
mcp2k	170260	-	-	-	-	OK
mcp2k	170274	-	-	-	-	OK
mcp2k	170326	-	-	-	-	OK
mcp2k	170365	-	-	-	-	OK
mcp2k	170414	-	-	-	-	OK
mcp2k	170428	-	-	-	-	OK
mcp2k	170585	-	-	-	-	OK
mcp2k	170651	-	-	-	-	OK
mcp2k	170739	-	-	-	-	OK
mcp2k	170761	-	-	-	-	OK
mcp2k	170898	-	-	-	-	OK
mcp2k	170915	-	-	-	-	OK
mcp2k	170942	-	-	-	-	OK
mcp2k	170978	-	-	-	-	OK
mcp2k	171096	-	-	-	-	OK
mcp2k	171099	-	-	-	-	OK
mcp2k	171143	-	-	-	-	OK
mcp2k	171184	-	-	-	-	OK
mcp2k	171294	-	-	-	-	OK
mcp2k	171352	-	-	-	-	OK
mcp2k	171404	-	-	-	-	OK
mcp2k	171421	-	-	-	-	OK
mcp2k	171426	-	-	-	-	OK
mcp2k	171440	-	-	-	-	OK
mcp2k	171473	-	-	-	-	OK
mcp2k	171484	-	-	-	-	OK
mcp2k	171517	-	-	-	-	OK
mcp2k	171528	-	-	-	-	OK
mcp2k	171536	-	-	-	-	OK
mcp2k	171572	-	-	-	-	OK
mcp2k	171616	-	-	-	-	OK
mcp2k	171729	-	-	-	-	OK
mcp2k	171748	-	-	-	-	OK
mcp2k	171770	-	-	-	-	OK
mcp2k	171778	-	-	-	-	OK
mcp2k	171792	-	-	-	-	OK
mcp2k	171866	-	-	-	-	OK
mcp2k	171935	-	-	-	-	OK
mcp2k	171990	-	-	-	-	OK
mcp2k	172012	-	-	-	-	OK
mcp2k	172015	-	-	-	-	OK
mcp2k	172020	-	-	-	-	OK
mcp2k	172045	-	-	-	-	OK
mcp2k	172064	-	-	-	-	OK
mcp2k	172147	-	-	-	-	OK
mcp2k	172177	-	-	-	-	OK
mcp2k	172232	-	-	-	-	OK
mcp2k	172235	-	-	-	-	OK
mcp2k	172262	-	-	-	-	OK
mcp2k	172298	-	-	-	-	OK
mcp2k	172344	-	-	-	-	OK
mcp2k	172397	-	-	-	-	OK
mcp2k	172463	-	-	-	-	OK
mcp2k	172485	-	-	-	-	OK
mcp2k	172498	-	-	-	-	OK
mcp2k	172543	-	-	-	-	OK
mcp2k	172548	-	-	-	-	OK
mcp2k	172564	-	-	-	-	OK
mcp2k	172617	-	-	-	-	OK
mcp2k	172683	-	-	-	-	OK
mcp2k	172727	-	-	-	-	OK
mcp2k	172734	-	-	-	-	OK
mcp2k	172746	-	-	-	-	OK
mcp2k	172762	-	-	-	-	OK
mcp2k	172850	-	-	-	-	OK
mcp2k	172878	-	-	-	-	OK
mcp2k	173004	-	-	-	-	OK
mcp2k	173048	-	-	-	-	OK
mcp2k	173049	-	-	-	-	OK
mcp2k	173054	-	-	-	-	OK
mcp2k	173086	-	-	-	-	OK
mcp2k	173093	-	-	-	-	OK
mcp2k	173108	-	-	-	-	OK
mcp2k	173180	-	-	-	-	OK
mcp2k	173218	-	-	-	-	OK
mcp2k	173240	-	-	-	-	OK
mcp2k	173277	-	-	-	-	OK
mcp2k	173340	-	-	-	-	OK
mcp2k	173438	-	-	-	-	OK
mcp2k	173450	-	-	-	-	OK
mcp2k	173466	-	-	-	-	OK
mcp2k	173488	-	-	-	-	OK
mcp2k	173495	-	-	-	-	OK
mcp2k	173577	-	-	-	-	OK
mcp2k	173582	-	-	-	-	OK
mcp2k	173585	-	-	-	-	OK
mcp2k	173620	-	-	-	-	OK
mcp2k	173636	-	-	-	-	OK
mcp2k	173643	-	-	-	-	OK
mcp2k	173665	-	-	-	-	OK
mcp2k	173671	-	-	-	-	OK
mcp2k	173692	-	-	-	-	OK
mcp2k	173717	-	-	-	-	OK
mcp2k	173781	-	-	-	-	OK
mcp2k	173790	-	-	-	-	OK
mcp2k	173819	-	-	-	-	OK
mcp2k	173827	-	-	-	-	OK
mcp2k	173862	-	-	-	-	OK
mcp2k	173869	-	-	-	-	OK
mcp2k	173906	-	-	-	-	OK
mcp2k	173912	-	-	-	-	OK
mcp2k	173915	-	-	-	-	OK
mcp2k	173978	-	-	-	-	OK
mcp2k	174000	-	-	-	-	OK
mcp2k	174132	-	-	-	-	OK
mcp2k	174149	-	-	-	-	OK
mcp2k	174164	-	-	-	-	OK
mcp2k	174170	-	-	-	-	OK
mcp2k	174221	-	-	-	-	OK
mcp2k	174230	-	-	-	-	OK
mcp2k	174258	-	-	-	-	OK
mcp2k	174265	-	-	-	-	OK
mcp2k	174280	-	-	-	-	OK
mcp2k	174302	-	-	-	-	OK
mcp2k	174311	-	-	-	-	OK
mcp2k	174330	-	-	-	-	OK
mcp2k	174352	-	-	-	-	OK
mcp2k	174443	-	-	-	-	OK
mcp2k	174465	-	-	-	-	OK
mcp2k	174506	-	-	-	-	OK
mcp2k	174551	-	-	-	-	OK
mcp2k	174573	-	-	-	-	OK
mcp2k	174589	-	-	-	-	OK
mcp2k	174617	-	-	-	-	OK
mcp2k	174661	-	-	-	-	OK
mcp2k	174704	-	-	-	-	OK
mcp2k	174720	-	-	-	-	OK
mcp2k	174736	-	-	-	-	OK
mcp2k	174770	-	-	-	-	OK
mcp2k	174771	-	-	-	-	OK
mcp2k	174795	-	-	-	-	OK
mcp2k	174839	-	-	-	-	OK
mcp2k	174896	-	-	-	-	OK
mcp2k	174902	-	-	-	-	OK
mcp2k	174993	-	-	-	-	OK
mcp2k	175006	-	-	-	-	OK
mcp2k	175057	-	-	-	-	OK
mcp2k	175094	-	-	-	-	OK
mcp2k	175100	-	-	-	-	OK
mcp2k	175101	-	-	-	-	OK
mcp2k	175117	-	-	-	-	OK
mcp2k	175147	-	-	-	-	OK
mcp2k	175189	-	-	-	-	OK
mcp2k	175242	-	-	-	-	OK
mcp2k	175380	-	-	-	-	OK
mcp2k	175689	-	-	-	-	OK
mcp2k	175777	-	-	-	-	OK
mcp2k	175814	-	-	-	-	OK
mcp2k	175829	-	-	-	-	OK
mcp2k	175848	-	-	-	-	OK
mcp2k	175864	-	-	-	-	OK
mcp2k	175871	-	-	-	-	OK
mcp2k	175893	-	-	-	-	OK
mcp2k	175931	-	-	-	-	OK
mcp2k	175936	-	-	-	-	OK
mcp2k	175952	-	-	-	-	OK
mcp2k	175959	-	-	-	-	OK
mcp2k	176137	-	-	-	-	OK
mcp2k	176150	-	-	-	-	OK
mcp2k	176159	-	-	-	-	OK
mcp2k	176181	-	-	-	-	OK
mcp2k	176260	-	-	-	-	OK
mcp2k	176333	-	-	-	-	OK
mcp2k	176399	-	-	-	-	OK
mcp2k	176423	-	-	-	-	OK
mcp2k	176502	-	-	-	-	OK
mcp2k	176533	-	-	-	-	OK
mcp2k	176575	-	-	-	-	OK
mcp2k	176628	-	-	-	-	OK
mcp2k	176707	-	-	-	-	OK
mcp2k	176731	-	-	-	-	OK
mcp2k	176775	-	-	-	-	OK
mcp2k	176810	-	-	-	-	OK
mcp2k	176914	-	-	-	-	OK
mcp2k	176926	-	-	-	-	OK
mcp2k	176948	-	-	-	-	OK
mcp2k	176951	-	-	-	-	OK
mcp2k	176970	-	-	-	-	OK
mcp2k	176973	-	-	-	-	OK
mcp2k	176980	-	-	-	-	OK
mcp2k	176986	-	-	-	-	OK
mcp2k	177037	-	-	-	-	OK
mcp2k	177068	-	-	-	-	OK
mcp2k	177102	-	-	-	-	OK
mcp2k	177149	-	-	-	-	OK
mcp2k	177156	-	-	-	-	OK
mcp2k	177171	-	-	-	-	OK
mcp2k	177178	-	-	-	-	OK
mcp2k	177193	-	-	-	-	OK
mcp2k	177266	-	-	-	-	OK
mcp2k	177278	-	-	-	-	OK
mcp2k	177294	-	-	-	-	OK
mcp2k	177301	-	-	-	-	OK
mcp2k	177360	-	-	-	-	OK
mcp2k	177366	-	-	-	-	OK
mcp2k	177404	-	-	-	-	OK
mcp2k	177413	-	-	-	-	OK
mcp2k	177455	-	-	-	-	OK
mcp2k	177477	-	-	-	-	OK
mcp2k	177521	-	-	-	-	OK
