# retire_20260805.sh  tiers=A,D
# started              2026-08-05T08:57:26-07:00
# wcp-porting-img HEAD 40c0a27
# toolkit HEAD         a1ea3789
# broken symlinks pre  0
# du -sh sbnd_xin pre  50G
# df /nfs/data/1 pre   527G avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-05T08:57:26-07:00	work-dqdx388-base	A	9	work-dqdx388-base.tar.gz	2026-08-04T07:54:38-07:00	2
2026-08-05T08:57:26-07:00	work-dqdx388-base-rep	A	9	work-dqdx388-base-rep.tar.gz	2026-08-04T07:54:54-07:00	1
2026-08-05T08:57:26-07:00	work-dqdx388-w53	A	9	work-dqdx388-w53.tar.gz	2026-08-04T07:52:47-07:00	1
2026-08-05T08:57:26-07:00	work-dqdx388-w53-rep	A	9	work-dqdx388-w53-rep.tar.gz	2026-08-04T07:53:02-07:00	1
2026-08-05T08:57:27-07:00	work-oe5-nuecc48	A	170	work-oe5-nuecc48.tar.gz	2026-08-04T06:44:53-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-nuecc48-rep	A	170	work-oe5-nuecc48-rep.tar.gz	2026-08-04T06:46:50-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t116962	A	4	work-oe5-t116962.tar.gz	2026-08-04T06:49:21-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t138009	A	3	work-oe5-t138009.tar.gz	2026-08-04T06:49:14-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t163543	A	3	work-oe5-t163543.tar.gz	2026-08-04T06:48:51-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t172230	A	3	work-oe5-t172230.tar.gz	2026-08-04T06:49:03-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t214469	A	5	work-oe5-t214469.tar.gz	2026-08-04T06:49:44-07:00	0
2026-08-05T08:57:27-07:00	work-oe5-t388	A	5	work-oe5-t388.tar.gz	2026-08-04T06:48:41-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-nuecc48	A	170	work-oe5b-nuecc48.tar.gz	2026-08-04T06:57:27-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-nuecc48-rep	A	170	work-oe5b-nuecc48-rep.tar.gz	2026-08-04T06:59:24-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t116962	A	4	work-oe5b-r2-t116962.tar.gz	2026-08-04T06:54:56-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t138009	A	3	work-oe5b-r2-t138009.tar.gz	2026-08-04T06:54:49-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t163543	A	3	work-oe5b-r2-t163543.tar.gz	2026-08-04T06:54:26-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t172230	A	3	work-oe5b-r2-t172230.tar.gz	2026-08-04T06:54:38-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t214469	A	5	work-oe5b-r2-t214469.tar.gz	2026-08-04T06:55:19-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-r2-t388	A	5	work-oe5b-r2-t388.tar.gz	2026-08-04T06:54:16-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t116962	A	4	work-oe5b-t116962.tar.gz	2026-08-04T06:53:26-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t138009	A	3	work-oe5b-t138009.tar.gz	2026-08-04T06:53:19-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t163543	A	3	work-oe5b-t163543.tar.gz	2026-08-04T06:52:56-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t172230	A	3	work-oe5b-t172230.tar.gz	2026-08-04T06:53:08-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t214469	A	5	work-oe5b-t214469.tar.gz	2026-08-04T06:53:48-07:00	0
2026-08-05T08:57:27-07:00	work-oe5b-t388	A	5	work-oe5b-t388.tar.gz	2026-08-04T06:52:46-07:00	0
2026-08-05T08:57:27-07:00	work-oe5c-nuecc48	A	170	work-oe5c-nuecc48.tar.gz	2026-08-04T07:07:06-07:00	1
2026-08-05T08:57:27-07:00	work-oe5c-nuecc48-rep	A	170	work-oe5c-nuecc48-rep.tar.gz	2026-08-04T07:09:04-07:00	1
2026-08-05T08:57:27-07:00	work-oe5c-r1-t116962	A	4	work-oe5c-r1-t116962.tar.gz	2026-08-04T07:11:59-07:00	0
