idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	2017028	0	9.780838917009532
1	6505	130	13	1919952	0	10.662891837768257
2	6512	130	14	1824068	0	11.28023025766015
3	6520	130	20	1921704	0	18.06694391835481
4	6528	130	13	2034368	0	10.817433913238347
5	6529	130	13	1958296	0	10.93181069754064
6	6532	130	26	2266332	0	23.761219177395105
7	6536	130	13	1945764	0	10.516596831381321
8	6545	130	17	2027176	0	14.856023698113859
9	6550	130	11	1780136	0	9.151779718697071
10	6570	131	26	2205100	0	23.730853950604796
11	6588	131	11	1828884	0	8.504815948195755
12	6604	132	33	2402604	0	30.778490530326962
13	6606	132	14	2126884	0	12.230219025164843
14	6612	132	17	2210764	0	14.292116890661418
15	6642	132	22	2246676	0	20.19159057084471
16	6650	132	14	2158672	0	11.974181912839413
17	6711	134	12	1871776	0	9.38146809488535
18	6748	134	15	1898660	0	12.587164154276252
19	6775	135	13	1884000	0	10.348141280002892
20	6786	135	23	2135580	0	21.03646467346698
21	6804	136	14	1925664	0	11.957378279417753
22	6805	136	13	2094288	0	11.072623048909009
23	6806	136	13	2193852	0	11.195613795891404
24	6821	136	14	1939532	0	12.078173627145588
25	6822	136	19	2289796	0	16.710418136790395
26	6837	136	16	2180316	0	13.593064633198082
27	6844	136	16	2170664	0	13.349125890992582
28	6852	137	16	1979252	0	14.204476191662252
29	6867	137	14	1907164	0	12.015704427845776
30	6874	137	29	2319584	0	26.66664652246982
31	6878	137	19	2080796	0	16.802142434753478
32	6887	137	13	1902148	0	10.84687912184745
33	6888	137	28	2211048	0	26.273311216384172
34	6898	137	13	1889936	0	11.011129832826555
