sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
nuecc48	18255	1	388	0	37.923	36.341	39	1368848	0	nu-candidate	14	1	1	1	0	1.653	86.3	50	-163.45227	31.432192	426.6447	-1.7770171	12.852156	1.0	0.0	0.7	0.0	2637.063	8.901837	0.0	8.901837	2	31.81199
nuecc48	18255	1	10550	0	13.080	11.355	14	1245128	0	nu-candidate	8	2	1	1	0	1.193	56.9	38	90.19311	54.91705	128.83075	-0.92776036	13.840647	1.0	0.0	0.7	0.0	850.1609	3.91324	0.0	3.91324	2	4.981422
nuecc48	18342	1	30504	0	14.896	13.227	16	1213396	0	nu-candidate	7	1	1	1	0	1.646	83.8	32	22.210236	-41.861534	161.91505	-0.9888835	-2.1970983	1.0	0.0	0.7	0.0	1170.2665	1.532194	0.0	1.532194	1	19.20226
nuecc48	18304	1	38856	0	19.633	17.990	20	1277444	0	nu-candidate	10	1	1	1	0	1.106	94.3	28	-58.81727	-65.39347	427.7352	0.59681493	-0.57332754	1.0	0.0	0.7	0.0	1224.6804	274.36502	271.52588	2.8391352	2	1.5598793
nuecc48	18259	1	42280	0	42.656	41.083	43	1336700	0	nu-candidate	9	1	1	1	0	1.856	114.6	45	14.27093	-9.733913	89.25329	-2.207127	11.318905	1.0	0.0	0.7	0.0	1844.6224	1.2144337	0.0	1.2144337	1	24.958479
nuecc48	18255	1	46363	0	44.974	43.233	46	1287304	0	nu-candidate	11	1	1	1	0	0.836	110.9	44	-78.86004	16.897078	298.36423	-0.61351836	8.456321	1.0	0.0	0.7	0.0	1727.9976	12.56419	0.0	12.56419	3	2.3741283
nuecc48	18259	1	52672	0	9.852	10.385	11	1223080	0	nu-candidate	10	1	1	1	0	1.520	54.6	57	-138.04828	63.703213	297.11246	-0.62284344	-10.571139	1.0	0.0	0.7	0.0	894.13776	4.692553	0.0	4.692553	2	48.98053
nuecc48	18259	1	54095	0	58.561	58.955	59	1421164	0	nu-candidate	12	1	1	1	0	0.832	124.6	53	175.4527	26.833961	186.8152	0.014922174	12.026502	1.0	0.0	0.7	0.0	2788.8555	17.233603	0.0	17.233603	4	2.8638277
nuecc48	18255	1	69314	0	13.004	13.588	14	1220240	0	nu-candidate	14	1	1	1	0	1.285	171.1	27	-111.42242	-18.186527	164.41786	3.9602425	-15.0	1.0	0.0	0.7	0.0	1494.0027	51.247173	49.334877	1.9122959	2	19.702606
nuecc48	18259	1	74544	0	28.974	28.395	30	1302940	0	nu-candidate	9	1	1	1	0	1.790	102.7	20	136.21492	-170.38486	406.30713	0.023561852	10.755988	1.0	0.0	0.7	0.0	2054.0876	1.7198659	0.0	1.7198659	1	1.6215951
nuecc48	18313	1	81597	0	19.584	20.001	20	1296620	0	nu-candidate	13	1	1	1	0	0.605	86.6	36	-179.5804	39.937534	358.2891	-0.54805756	15.051499	1.0	0.0	0.7	0.0	1479.1029	1.4406551	0.0	1.4406551	1	0.0
nuecc48	18255	1	90055	0	28.835	29.244	29	1382084	0	nu-candidate	8	1	1	1	0	0.647	91.6	64	129.07925	24.503653	201.98076	-1.1415854	8.95623	1.0	0.0	0.7	0.0	2513.5938	0.0	0.0	0.0	0	161.33397
nuecc48	18259	1	111412	0	12.241	12.649	13	1282688	0	nu-candidate	16	1	1	1	0	2.028	98.4	22	156.42763	117.019966	190.65251	0.10343438	0.22519578	1.0	0.0	0.7	0.0	982.1021	171.6504	170.12747	1.5229288	3	9.953522
