idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1688764	0	nan
1	6505	130	12	1584520	0	nan
2	6512	130	12	1514952	0	nan
3	6520	130	18	1555156	0	nan
4	6528	130	12	1689476	0	nan
5	6529	130	11	1611788	0	nan
6	6532	130	18	2016224	0	nan
7	6536	130	11	1623612	0	nan
8	6545	130	15	1718956	0	nan
9	6550	130	10	1474300	0	nan
10	6570	131	20	1950480	0	nan
11	6588	131	10	1493064	0	nan
12	6604	132	27	2167772	0	nan
13	6606	132	13	1772404	0	nan
14	6612	132	14	1877720	0	nan
15	6642	132	18	1964860	0	nan
16	6650	132	13	1781660	0	nan
17	6711	134	10	1530564	0	nan
18	6748	134	13	1567200	0	nan
19	6775	135	11	1542552	0	nan
20	6786	135	17	1868932	0	nan
21	6804	136	12	1608824	0	nan
22	6805	136	12	1739028	0	nan
23	6806	136	12	1845888	0	nan
24	6821	136	13	1575700	0	nan
25	6822	136	16	1993944	0	nan
26	6837	136	13	1887664	0	nan
27	6844	136	14	1821164	0	nan
28	6852	137	14	1620924	0	nan
29	6867	137	13	1617132	0	nan
30	6874	137	21	2088576	0	nan
31	6878	137	16	1755940	0	nan
32	6887	137	11	1542040	0	nan
33	6888	137	20	1985928	0	nan
34	6898	137	11	1541968	0	nan
