idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1912400	0	nan
1	6505	130	12	1821456	0	nan
2	6512	130	13	1747140	0	nan
3	6520	130	16	1805380	0	nan
4	6528	130	11	1895016	0	nan
5	6529	130	11	1845600	0	nan
7	6536	130	12	1847240	0	nan
6	6532	130	18	2123468	0	nan
9	6550	130	10	1703256	0	nan
8	6545	130	14	1903480	0	nan
11	6588	131	9	1731220	0	nan
10	6570	131	21	2087632	0	nan
13	6606	132	12	1981044	0	nan
14	6612	132	13	2069716	0	nan
12	6604	132	25	2229508	0	nan
16	6650	132	12	2026652	0	nan
17	6711	134	11	1784744	0	nan
15	6642	132	17	2105392	0	nan
