evt	dclickA	dclickB	dmainA	dmainB	cdegA	cdegB	ctrkA	ctrkB	scA	scB	classes
237798	0.00	0.00	0.00	0.00	3	3	3	3	0	0	
317077	0.00	0.00	12.69	12.69	2	2	0	0	0	0	
405707	0.00	0.00	0.00	0.00	2	3	0	2	2	0	ctrk+ sc-
51546	0.00	0.00	0.00	0.00	1	1	1	1	0	0	
