evt	sample	src	carried	target	d_target	adm5	adm10	veto	reject_pick	M1	M2	M3	live_base	live_topo3	live_dlonly	live_trad	hit_M3
64717	mcp1k	human	1	17002	0.55	0	1	0	17002	63010	17002	17002	17002	17002	63010	17002	1
65025	mcp1k	human	1	16001	0.00	1	1	0	16001	16001	16001	16001	16001	16001	16001	16001	1
65289	mcp1k	human	1	18004	0.30	0	1	0	18004	18002	18002	18002	18002	18002	18002	18004	0
66272	mcp1k	human	1	24000	0.31	0	0	0	24001	24001	24001	24001	24001	24001	24001	24001	0
66278	mcp2k	ai-scanner	1	13003	0.41	1	1	0	13003	54017	13003	13003	13003	13003	54017	13003	1
66872	mcp2k	human	1	32015	0.00	0	0	0	7001	27005	7001	7001	7001	7001	27005	7001	0
67026	mcp2k	ai-scanner	1	17002	0.36	1	1	0	17002	17002	17002	17002	17002	17002	17002	17002	1
67394	mcp1k	human	0	19004	0.89	1	1	0	19004	19004	19004	19004	19004	19004	19004	19004	1
67928	mcp2k	ai-scanner	1	9001	0.62	1	1	0	9001	9001	9001	9001	9001	9001	9001	9001	1
68308	mcp2k	ai-scanner	1	6002	0.11	1	1	0	6002	6002	6002	6002	6002	6002	6002	6002	1
68714	mcp1k	human	1	5002	0.75	1	1	0	5002	5002	5002	5002	5002	5002	5002	5002	1
69144	mcp2k	ai-scanner	1	13002	0.61	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
69254	mcp2k	ai-scanner	0	4004	0.56	0	0	0	4002	30014	4002	4002	4002	4002	30014	4002	0
69314	nuecc48	human	1	3004	0.83	1	1	0	3004	3004	3004	3004	3004	3004	3004	3004	1
69936	mcp2k	ai-scanner	1	14000	1.33	1	1	0	14000	19005	14000	14000	14000	14000	19005	14000	1
70178	mcp2k	ai-scanner	1	12002	0.54	1	1	0	12002	12002	12002	12002	12002	12002	12002	12002	1
70538	mcp2k	human	1	16001	0.43	1	1	0	16001	16001	16001	16001	16001	16001	16001	16001	1
70766	mcp2k	human	1	21001	0.00	0	1	0	21001	21001	21001	21001	21001	21001	21001	21001	1
71092	mcp2k	human	1	4003	0.00	0	0	0	4002	22018	4002	4002	4002	4002	22018	4002	0
71178	mcp1k	human	1	79026	0.00	0	0	0	81033	60009	81033	81033	81033	81033	60009	81033	0
71640	mcp1k	human	1	9002	0.00	0	0	0	9002	35009	9002	9002	9002	9002	35009	9002	1
71872	mcp2k	human	1	13004	1.34	1	1	0	13004	13004	13004	13004	13004	13004	13004	13004	1
72170	mcp2k	ai-scanner	1	5003	0.10	1	1	0	5003	5003	5003	5003	5003	5003	5003	5003	1
72759	mcp2k	ai-scanner	1	10003	1.00	1	1	0	10003	28007	28007	28007	28007	28007	28007	10003	0
73004	mcp1k	human	1	15003	1.38	1	1	0	15002	15003	15003	15003	15003	15003	15003	15002	1
73336	mcp2k	ai-scanner	1	11002	0.24	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
73698	mcp2k	ai-scanner	1	14002	0.04	1	1	0	14002	14002	14002	14002	14002	14002	14002	14002	1
74146	mcp2k	human	1	14004	0.04	0	0	0	14004	14003	14003	14003	14003	14003	14003	14004	0
74336	mcp2k	ai-scanner	1	68029	0.51	1	1	0	22001	68029	68029	68029	68029	68029	68029	22001	1
75135	mcp2k	ai-scanner	1	14004	1.01	1	1	0	14004	14004	14004	14004	14004	14004	14004	14004	1
75377	mcp2k	ai-scanner	1	20002	0.65	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
75700	mcp2k	ai-scanner	0	15003	2.94	1	1	0	15003	15003	15003	15003	15003	15003	15003	15003	1
75954	mcp2k	human	1	21005	0.25	1	1	0	None	21005	21005	21005	21005	21005	21005	None	1
76250	mcp2k	ai-scanner	1	16002	1.59	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
76350	mcp2k	human	0	12019	1.10	0	0	0	12009	96107	12009	12009	12009	12009	96107	12009	0
76998	mcp2k	ai-scanner	1	17002	0.00	0	0	0	17002	48008	17003	17002	17002	17003	48008	17002	1
77846	mcp2k	ai-scanner	1	12002	0.41	1	1	0	12002	12002	12002	12002	12002	12002	12002	12002	1
78242	mcp2k	ai-scanner	1	17005	0.92	1	1	0	17005	17005	17005	17005	17005	17005	17005	17005	1
81420	mcp2k	ai-scanner	1	15002	2.29	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
90055	nuecc48	human	1	11002	0.84	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
90179	mcp2k	ai-scanner	1	17002	1.02	0	0	0	17002	117011	17002	17002	17002	17002	117011	17002	1
91697	mcp2k	ai-scanner	0	2003	2.48	1	1	0	2006	2003	2003	2003	2003	2003	2003	2006	1
92225	mcp2k	ai-scanner	1	14001	0.31	0	0	0	14002	14002	14002	14002	14002	14002	14002	14002	0
93105	mcp2k	ai-scanner	1	9002	0.18	1	1	0	9001	9001	9002	9002	9002	9002	9001	9001	1
93696	mcp2k	ai-scanner	1	7002	0.36	1	1	0	7003	7002	7002	7002	7002	7002	7002	7003	1
94224	mcp2k	ai-scanner	1	17004	0.24	1	1	0	17004	17004	17004	17004	17004	17004	17004	17004	1
94546	mcp2k	human	1	13001	0.12	0	0	0	13002	13002	13002	13002	13002	13002	13002	13002	0
95074	mcp2k	ai-scanner	1	10002	0.54	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
95412	mcp2k	ai-scanner	1	12002	0.55	1	1	0	12002	12003	12003	12003	12003	12003	12003	12002	0
96306	mcp2k	ai-scanner	1	11002	0.40	1	1	0	11001	11002	11002	11002	11002	11002	11002	11001	1
97062	mcp2k	human	1	15002	0.00	1	1	0	15002	15001	15001	15001	15001	15001	15001	15002	0
97260	mcp2k	human	0	6003	0.42	1	1	0	6003	6003	6003	6003	6003	6003	6003	6003	1
98353	mcp2k	human	1	13004	0.55	0	0	0	13004	42018	13004	13004	13004	13004	42018	13004	1
98778	mcp2k	ai-scanner	1	8002	0.59	1	1	0	8002	8002	8002	8002	8002	8002	8002	8002	1
99035	mcp2k	human	0	19003	0.35	1	1	0	19003	19000	19004	19003	19003	19004	19000	19003	1
99782	mcp2k	ai-scanner	0	18002	0.30	1	1	0	18002	18002	18002	18002	18002	18002	18002	18002	1
99966	mcp2k	human	0	17002	0.53	1	1	0	17002	21004	17002	17002	17002	17002	17002	17002	1
100245	mcp2k	human	1	12003	0.77	1	1	0	12003	12003	12003	12003	12003	12003	12003	12003	1
100421	mcp2k	human	1	6001	0.00	1	1	1	6002	6002	6002	6002	6002	6002	6002	6002	0
101224	mcp2k	human	1	12000	0.00	0	0	0	12001	30010	12001	12001	12001	12001	30010	12001	0
101554	mcp2k	ai-scanner	1	13002	0.46	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
102841	mcp2k	ai-scanner	1	11002	0.85	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
103798	mcp2k	human	1	17002	0.56	0	0	0	17002	56019	17002	17002	17002	17002	56019	17002	1
104260	mcp2k	human	1	10001	0.00	1	1	0	10001	10001	10001	10001	10001	10001	10001	10001	1
105140	mcp2k	human	1	6002	0.00	1	1	0	6002	26004	6002	6002	6002	6002	26004	6002	1
105492	mcp2k	human	1	9001	0.00	0	0	0	9001	20011	9001	9001	9001	9001	20011	9001	1
105946	ncpi0	human	1	14002	0.00	1	1	0	14002	14002	14002	14002	14002	14002	14002	14002	1
131357	nuecc48	human	1	12006	0.43	1	1	0	12006	12006	12006	12006	12006	12006	12006	12006	1
158227	mcp2k	human	1	11001	0.00	1	1	0	11001	11001	11001	11001	11001	11001	11001	11001	1
162143	mcp2k	human	1	8004	0.93	1	1	0	8002	8004	8004	8004	8004	8004	8004	8002	1
163543	nuecc48	human	1	14001	0.50	0	0	0	14022	14022	14022	14022	14022	14022	14022	14022	0
164475	mcp2k	ai-scanner	1	16002	0.40	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
165767	mcp2k	human	1	7004	0.00	0	0	0	7005	7003	7003	7003	7003	7003	7003	7005	0
166295	mcp2k	human	0	19001	0.11	0	0	1	19002	19002	19002	19002	19002	19002	19002	19002	0
166870	mcp1k	human	1	10001	0.48	0	0	0	10001	85042	10001	10001	10001	10001	85042	10001	1
167744	mcp2k	human	1	13001	0.00	0	0	0	13001	13001	13001	13001	13001	13001	13001	13001	1
168432	mcp1k	human	0	19001	1.10	0	0	0	19002	49021	49028	19002	19002	49028	49021	19002	0
168658	mcp1k	human	1	12001	0.00	0	1	0	12001	45004	12001	12001	12001	12001	45004	12001	1
168869	mcp2k	human	1	4001	0.00	0	0	0	4001	16006	4001	4001	4001	4001	16007	4001	1
169221	mcp2k	human	1	67007	0.00	1	1	0	15001	67007	67007	67007	67007	67007	67007	15001	1
169598	mcp1k	human	1	18002	0.47	1	1	0	18002	43008	18002	18002	18002	18002	43008	18002	1
169658	mcp2k	ai-scanner	1	7002	0.19	1	1	0	7002	7002	7002	7002	7002	7002	7002	7002	1
169846	mcp1k	human	1	6001	0.00	0	0	0	6001	32008	6001	6001	6001	6001	32008	6001	1
170076	mcp2k	ai-scanner	0	10004	1.76	1	1	0	10004	10004	10004	10004	10004	10004	10004	10004	1
170326	mcp2k	human	1	8001	0.00	0	0	0	8001	33007	33007	33007	33007	33007	33007	8001	0
170585	mcp2k	human	1	11002	0.19	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
170808	mcp1k	human	1	14003	0.55	1	1	0	14003	14003	14003	14003	14003	14003	14003	14003	1
170924	mcp1k	human	1	16003	0.40	1	1	0	16003	16003	16003	16003	16003	16003	16003	16003	1
171352	mcp2k	ai-scanner	1	13002	0.66	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
171729	mcp2k	human	1	9002	0.21	1	1	0	9002	9002	9002	9002	9002	9002	9002	9002	1
171892	mcp1k	human	1	58002	0.00	1	1	0	58002	27001	58002	58002	58002	58002	27001	58002	1
172177	mcp2k	human	1	7003	1.23	1	1	0	7003	7002	7002	7002	7002	7002	7002	7003	0
172656	mcp1k	human	1	53028	0.00	0	0	0	10001	27007	10001	10001	10001	10001	27007	10001	0
172762	mcp2k	ai-scanner	1	15001	0.00	1	1	0	15001	15001	15001	15001	15001	15001	15001	15001	1
172832	mcp1k	human	0	81033	9.37	0	0	0	21000	21002	21002	21002	21002	21002	21002	21000	0
173093	mcp2k	human	1	62047	0.00	0	0	0	62047	64051	62047	62047	62047	62047	64051	62047	1
173146	mcp1k	human	1	15002	0.59	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
173450	mcp2k	human	0	13002	3.78	1	1	0	13001	13001	13001	13001	13001	13001	13001	13001	0
173819	mcp2k	human	0	14002	1.32	1	1	0	14005	14002	14002	14002	14002	14002	14002	14005	1
174114	mcp1k	human	1	17002	0.39	0	0	0	17002	43014	17002	17002	17002	17002	43014	17002	1
174352	mcp2k	ai-scanner	1	11001	1.11	0	1	0	11001	11001	11003	11001	11001	11003	11001	11001	1
174637	nuecc48	human	1	9006	1.12	1	1	0	9006	9006	9006	9006	9006	9006	9006	9006	1
174752	mcp1k	human	1	14000	0.00	0	0	0	48013	46006	48013	48013	48013	48013	46006	48013	0
174795	mcp2k	human	1	19001	0.00	1	1	0	19001	43005	19001	19001	19001	19001	43005	19001	1
175057	mcp2k	human	1	13003	0.36	1	1	0	13003	13003	13003	13003	13003	13003	13003	13003	1
175808	mcp1k	human	1	18002	1.25	1	1	0	18002	18002	18002	18002	18002	18002	18002	18002	1
175814	mcp2k	ai-scanner	1	11002	0.36	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
176502	mcp2k	human	0	109118	1.17	0	0	0	20008	20008	109134	109134	109134	109134	20008	20008	0
176948	mcp2k	ai-scanner	1	20002	1.05	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
177149	mcp2k	ai-scanner	1	14002	1.29	1	1	0	14002	14002	14002	14002	14002	14002	14002	14002	1
177360	mcp2k	human	1	1001	0.42	1	1	0	1001	1001	1001	1001	1001	1001	1001	1001	1
177536	mcp2k	ai-scanner	1	77017	0.28	1	1	0	17001	77017	77017	77017	77017	77017	77017	17001	1
178225	mcp2k	human	0	9001	0.20	0	0	0	9001	31022	9001	9001	9001	9001	31022	9001	1
178445	mcp2k	human	0	29013	5.53	0	0	0	None	15006	8001	None	None	8001	15006	None	0
178645	mcp2k	human	0	15002	0.34	0	1	0	15000	15000	15000	15000	15000	15000	15000	15000	0
179048	mcp2k	human	1	17001	0.00	0	1	0	17008	17007	17007	17008	17008	17007	17007	17008	0
179369	mcp2k	human	1	17001	0.00	0	0	0	17001	104062	17001	17001	17001	17001	104062	17001	1
179752	mcp2k	ai-scanner	1	15002	0.29	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
179912	mcp2k	human	1	1003	0.28	1	1	0	1003	1000	1000	1000	1000	1000	1000	1003	0
180645	mcp2k	human	1	3002	0.46	1	1	0	3002	3002	3002	3002	3002	3002	3002	3002	1
180801	ncpi0	human	1	109073	0.00	1	1	0	15002	114106	15007	15002	15002	15007	114106	15002	0
219295	nuecc48	human	1	15003	0.00	1	1	0	15003	15003	15003	15003	15003	15003	15003	15003	1
237292	mcp2k	human	0	10003	0.75	0	0	0	10002	52014	10002	10002	10002	10002	52014	10002	0
239794	nuecc48	human	1	2003	0.54	1	1	0	2003	2003	2003	2003	2003	2003	2003	2003	1
240372	mcp2k	ai-scanner	1	16006	0.49	1	1	0	16006	16006	16006	16006	16006	16006	16006	16006	1
242000	mcp2k	ai-scanner	0	14003	2.07	1	1	0	14003	14003	14003	14003	14003	14003	14003	14003	1
242550	mcp2k	ai-scanner	1	14004	0.34	1	1	0	14004	14004	14004	14004	14004	14004	14004	14004	1
243628	mcp2k	ai-scanner	1	15003	0.30	0	1	0	15004	25011	15004	15004	15004	15004	25011	15004	0
267597	nuecc48	human	1	5007	0.27	1	1	0	5007	5007	5007	5007	5007	5007	5007	5007	1
269774	nuecc48	human	1	87155	0.25	1	1	0	13000	87155	87155	87155	87155	87155	87155	13000	1
277123	mcp2k	ai-scanner	1	8001	0.00	0	1	0	8001	15007	8001	8001	8001	8001	15007	8001	1
277276	mcp1k	human	0	8004	1.70	1	1	0	8004	8004	8004	8004	8004	8004	8004	8004	1
278266	mcp1k	human	1	22002	0.00	0	1	0	22002	25004	22002	22002	22002	22002	22002	22002	1
278684	mcp1k	human	1	10000	0.00	0	0	0	10001	19010	10001	10001	10001	10001	19010	10001	0
279190	mcp1k	human	1	17001	0.00	0	1	0	17001	28004	17001	17001	17001	17001	28004	17001	1
279643	mcp1k	human	1	20002	0.47	0	0	0	20002	55010	20002	20002	20002	20002	55010	20002	1
279955	mcp2k	human	0	16002	1.05	0	0	0	16002	46008	16002	16002	16002	16002	46008	16002	1
280351	mcp2k	ai-scanner	1	10002	0.47	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
280752	mcp1k	human	1	13001	0.00	0	0	0	13002	36011	13002	13002	13002	13002	13002	13002	0
280972	mcp1k	human	1	7005	0.42	1	1	0	7005	7005	7005	7005	7005	7005	7005	7005	1
281485	mcp1k	human	1	88076	0.00	0	0	0	15005	15010	15010	15005	15005	15010	15010	15005	0
281527	mcp1k	human	1	14002	0.63	1	1	0	14002	54005	14002	14002	14002	14002	54005	14002	1
281567	mcp2k	human	1	82133	0.00	0	0	0	99181	95157	99181	99181	99181	99181	95157	99181	0
281727	mcp1k	human	1	10001	0.00	0	0	0	10001	16004	10001	10001	10001	10001	16004	10001	1
282057	mcp1k	human	1	19002	0.52	1	1	0	19002	19001	19002	19002	19002	19002	19001	19002	1
282217	mcp1k	human	1	9002	0.15	1	1	0	9002	9002	9002	9002	9002	9002	9002	9002	1
282459	mcp1k	human	1	10002	0.39	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
282491	mcp2k	human	1	18001	0.59	0	0	0	18002	26003	18002	18002	18002	18002	26003	18002	0
282899	mcp1k	human	1	7006	0.00	0	0	0	7006	7000	7000	7000	7000	7000	7000	7006	0
283040	mcp1k	human	1	2003	0.31	1	1	0	2003	2003	2003	2003	2003	2003	2003	2003	1
283299	mcp2k	ai-scanner	1	11003	0.00	1	1	0	11002	11003	11003	11003	11003	11003	11003	11002	1
283463	mcp1k	human	1	14003	1.33	0	0	0	14003	25010	14003	14003	14003	14003	25010	14003	1
283713	mcp1k	human	1	17003	0.63	1	1	0	17003	17003	17003	17003	17003	17003	17003	17003	1
283833	mcp2k	human	1	11001	0.00	0	1	0	11008	68031	11008	11008	11008	11008	68031	11008	0
283991	mcp1k	human	1	15003	0.00	1	1	0	15003	15003	15003	15003	15003	15003	15003	15003	1
284145	mcp1k	human	1	11005	0.35	1	1	0	None	11005	11005	11005	11005	11005	11005	None	1
284206	mcp2k	ai-scanner	1	10007	0.28	1	1	0	10007	10007	10007	10007	10007	10007	10007	10007	1
284211	mcp1k	human	1	14003	0.57	1	1	0	14003	14003	14003	14003	14003	14003	14003	14003	1
284657	mcp1k	human	1	5004	0.42	1	1	0	5004	5004	5004	5004	5004	5004	5004	5004	1
284794	mcp1k	human	1	12001	0.35	1	1	0	12002	12001	12001	12001	12001	12001	12001	12002	1
285366	mcp1k	human	1	13000	0.00	0	1	0	13001	31002	13001	13001	13001	13001	31002	13001	0
285531	mcp1k	human	1	15002	0.61	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
285680	mcp2k	ai-scanner	1	37013	0.44	1	1	0	13001	37013	37013	37013	37013	37013	37013	13001	1
285753	mcp1k	human	1	15002	0.75	0	1	0	15002	79014	15002	15002	15002	15002	79014	15002	1
286177	mcp1k	human	1	10000	0.00	1	1	0	10000	28002	10000	10000	10000	10000	28002	10000	1
286241	mcp1k	human	1	11001	0.06	1	1	0	11001	11001	11001	11001	11001	11001	11001	11001	1
286400	mcp1k	human	1	11001	0.00	0	1	0	11001	11001	11001	11001	11001	11001	11001	11001	1
286681	mcp1k	human	1	3006	1.29	0	1	0	3004	3009	3009	3009	3009	3009	3009	3004	0
287211	mcp1k	human	1	10002	0.02	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
287374	mcp2k	human	1	17001	0.00	1	1	0	17001	45008	17001	17001	17001	17001	45008	17001	1
287517	mcp1k	human	1	13002	0.30	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
287621	mcp1k	human	1	6002	0.60	1	1	0	6002	6002	6002	6002	6002	6002	6002	6002	1
287770	mcp2k	ai-scanner	1	20002	2.80	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
287830	mcp1k	human	1	16004	0.47	1	1	0	16004	16004	16004	16004	16004	16004	16004	16004	1
288358	mcp1k	human	1	3002	0.43	0	0	0	3002	27003	3001	3002	3002	3001	27003	3002	1
288859	mcp1k	human	1	9001	0.00	1	1	0	9001	9001	9001	9001	9001	9001	9001	9001	1
289464	mcp2k	ai-scanner	1	11002	0.00	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
289559	mcp1k	human	1	14003	0.00	1	1	0	14003	14003	14003	14003	14003	14003	14003	14003	1
290294	mcp1k	human	1	12001	1.00	1	1	0	12001	12001	12001	12001	12001	12001	12001	12001	1
290588	mcp2k	ai-scanner	1	14003	0.32	0	1	0	14000	14000	14000	14000	14000	14000	14000	14000	0
291064	mcp1k	human	1	14001	0.00	1	1	0	14001	14001	14001	14001	14001	14001	14001	14001	1
291499	mcp1k	human	1	12001	0.00	1	1	0	12000	20006	12000	12000	12000	12000	20006	12000	0
291961	mcp1k	human	1	4002	0.44	1	1	0	4002	4002	4002	4002	4002	4002	4002	4002	1
292384	mcp1k	human	1	19002	0.36	1	1	0	19002	19002	19002	19002	19002	19002	19002	19002	1
292524	mcp2k	ai-scanner	1	9002	0.00	1	1	0	9002	9002	9002	9002	9002	9002	9002	9002	1
292577	mcp1k	human	1	12001	0.00	1	1	0	12001	29010	12001	12001	12001	12001	29010	12001	1
292788	mcp2k	ai-scanner	1	13002	0.31	1	1	0	13002	29014	13002	13002	13002	13002	29014	13002	1
293149	mcp1k	human	1	4000	0.00	0	0	0	4002	52041	4002	4002	4002	4002	52041	4002	0
293536	mcp2k	human	1	15002	0.18	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
314507	mcp1k	human	1	51011	0.00	0	1	0	17001	51012	17001	17001	17001	17001	51012	17001	0
314838	ncpi0	human	1	18017	0.00	1	1	0	17016	18017	18017	18017	18017	18017	18017	17016	1
315167	mcp1k	human	1	8007	0.86	1	1	0	8007	8007	8007	8007	8007	8007	8007	8007	1
315849	mcp1k	human	1	11000	0.00	1	1	0	11001	11001	11001	11001	11001	11001	11001	11001	0
315955	mcp2k	ai-scanner	1	17002	0.24	1	1	0	17002	17002	17002	17002	17002	17002	17002	17002	1
316025	mcp1k	human	1	16004	1.17	1	1	0	16004	16004	16004	16004	16004	16004	16004	16004	1
316729	mcp1k	human	1	8003	0.10	0	0	0	8003	28020	8003	8003	8003	8003	28020	8003	1
316811	mcp2k	ai-scanner	0	8002	0.65	0	0	0	8002	8002	8002	8002	8002	8002	8002	8002	1
317407	mcp2k	human	1	12002	0.61	1	1	0	12003	12003	12003	12003	12003	12003	12003	12003	0
317939	mcp1k	human	0	26001	1.75	1	1	0	26001	26001	26001	26001	26001	26001	26001	26001	1
318021	mcp2k	human	1	11001	0.24	0	0	0	11002	35004	11002	11002	11002	11002	11002	11002	0
318769	mcp2k	human	0	19004	4.20	1	1	0	19004	31010	31010	31010	31010	31010	31010	19004	0
319611	mcp1k	human	1	2002	0.39	1	1	1	2002	2002	2002	2002	2002	2002	2002	2002	1
320485	mcp2k	ai-scanner	1	19002	0.00	1	1	0	19002	19002	19002	19002	19002	19002	19002	19002	1
320865	mcp1k	human	0	13002	7.34	0	1	0	13002	46013	13002	13002	13002	13002	13002	13002	1
321235	mcp2k	human	1	11001	0.00	1	1	0	11001	11001	11001	11001	11001	11001	11001	11001	1
321371	mcp1k	human	1	27015	0.00	1	1	0	18001	27015	27015	27015	27015	27015	27015	18001	1
321849	mcp2k	human	0	28012	0.09	1	1	0	21005	28012	28012	28012	28012	28012	28012	21005	1
321983	mcp2k	human	1	11001	0.00	0	0	0	11001	21012	11001	11001	11001	11001	21012	11001	1
322269	mcp2k	ai-scanner	1	7002	0.35	1	1	0	7002	7002	7002	7002	7002	7002	7002	7002	1
322907	mcp2k	human	1	20002	0.28	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
323369	mcp2k	human	1	13000	0.00	0	1	0	13000	13001	13001	13001	13001	13001	13001	13000	0
345633	mcp1k	human	1	8011	0.76	0	1	0	8015	8010	8010	8010	8010	8010	8010	8015	0
347129	mcp1k	human	1	53030	0.00	1	1	0	53030	53029	53030	53030	53030	53030	53029	53030	1
347890	mcp2k	human	1	8007	0.00	0	0	0	4001	16015	4001	4001	4001	4001	16015	4001	0
348691	mcp1k	human	1	9003	0.00	1	1	0	9006	9003	9003	9003	9003	9003	9003	9006	1
349056	mcp2k	ai-scanner	0	12002	0.20	0	1	0	12002	12001	12001	12001	12001	12001	12001	12002	0
349087	mcp1k	human	1	3001	0.00	1	1	0	3002	32003	3002	3002	3002	3002	3002	3002	0
349549	mcp1k	human	1	12003	1.88	1	1	0	12003	12003	12003	12003	12003	12003	12003	12003	1
