sample	run	subrun	evt	event_label	has_main	main_cluster	n_seg	n_shower	n_em_shower	em_max	em_sum	em_tier	has_mu	has_mu_any	mu_len	has_e	n_prim	pio_flag	pio_mass	n_pio_showers	has_pio_pair	lead_pio	has_e_nonpio	pio_e1	pio_e2	pio_angle	Enu	nue_score	numu_score	pio_2_score	cosmic_flag	match_isFC	is_nuecc_reco	is_ncpi0_reco	is_numucc_em
mcp2k	18259	1	179752	nu-candidate	1	15	12	8	7	49.7	66.11	0	0	0	0.0	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	712.47	-15.0	0.7578	0.2	1	1	0	0	0
mcp2k	18259	1	179765	nu-candidate	1	4	4	2	2	14.21	14.53	0	1	1	83.8	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	504.8	-15.0	2.3247	0.2	1	0	0	0	0
mcp2k	18259	1	179840	nu-candidate	1	27	2	1	1	0.31	0.31	0	0	1	0.33	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	107.88	-15.0	-1.6236	0.2	1	0	0	0	0
mcp2k	18259	1	179897	nu-candidate	1	24	10	7	7	55.67	79.66	50	0	0	0.0	0	3	1	13.92	0	0	0	0	55.67	0.99	137.37	882.42	-15.0	1.4188	0.2	1	1	0	0	0
mcp2k	18259	1	179912	nu-candidate	1	1	10	8	7	7.52	14.84	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	444.39	-15.0	2.0079	0.2	1	0	0	0	0
mcp2k	18259	1	180088	nu-candidate	1	6	4	3	2	3.17	3.91	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	144.31	-15.0	-1.0724	0.2	1	1	0	0	0
mcp2k	18259	1	180117	nu-candidate	1	12	7	4	3	1.76	3.69	0	1	1	281.02	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1377.81	-15.0	4.301	0.2	1	0	0	0	0
mcp2k	18259	1	180403	nu-candidate	1	7	7	2	2	87.0	91.29	50	1	1	125.51	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	591.56	-4.3009	2.3706	0.5115	1	0	0	0	0
mcp2k	18259	1	180544	nu-candidate	1	10	15	10	10	3.44	16.0	0	0	1	2.99	0	4	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	742.4	-15.0	0.7891	0.2	1	1	0	0	0
mcp2k	18259	1	180645	nu-candidate	1	39	7	5	4	4.9	8.91	0	0	0	0.0	1	1	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	328.45	-15.0	-0.9986	0.2	1	0	0	0	0
mcp2k	18259	1	180698	nu-candidate	1	11	11	9	7	8.76	14.86	0	1	1	67.58	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	732.39	-15.0	-4.301	0.2	1	0	0	0	0
mcp2k	18259	1	181050	nu-candidate	1	15	39	15	14	253.44	370.24	200	0	0	0.0	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	519.99	-1.9053	0.2175	0.022	1	1	1	0	0
mcp2k	18259	1	181094	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp2k	18259	1	236192	nu-candidate	1	10	6	5	4	2.13	6.53	0	1	1	106.08	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	379.37	-15.0	2.5709	0.2	1	1	0	0	0
mcp2k	18259	1	236610	nu-candidate	1	12	4	1	1	4.44	4.44	0	1	1	32.93	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	523.39	-15.0	1.5038	0.2	1	0	0	0	0
mcp2k	18259	1	237292	nu-candidate	1	10	27	21	17	27.37	84.36	0	1	1	33.11	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	427.48	-15.0	1.5885	0.2	1	1	0	0	0
mcp2k	18259	1	237380	nu-candidate	1	2	3	3	3	64.7	65.67	50	0	0	0.0	1	1	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	65.67	-15.0	-1.029	0.2	1	0	0	0	0
mcp2k	18259	1	237446	nu-candidate	1	12	3	1	0	0.0	0	0	1	1	44.72	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	353.56	-15.0	3.6733	0.2	1	0	0	0	0
mcp2k	18259	1	237710	nu-candidate	1	14	12	10	7	4.67	18.39	0	1	1	52.51	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	400.81	-15.0	2.243	0.2	1	0	0	0	0
mcp2k	18259	1	237798	cosmic-tagged	1	13	11	8	7	2.17	8.16	0	1	1	252.15	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	948.2	-15.0	4.301	0.2	1	1	0	0	0
mcp2k	18259	1	239118	nu-candidate	1	6	2	1	1	0.3	0.3	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	120.12	-15.0	-2.7967	0.2	1	1	0	0	0
mcp2k	18259	1	239404	nu-candidate	1	22	5	3	3	18.3	20.37	0	0	1	2.96	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	401.33	-15.0	1.2783	0.2	1	1	0	0	0
mcp2k	18259	1	240196	nu-candidate	1	2	2	0	0	0.0	0	0	0	1	29.88	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	274.28	-15.0	2.1831	0.2	1	0	0	0	0
mcp2k	18259	1	240372	nu-candidate	1	16	14	8	8	96.94	122.02	50	1	1	71.25	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	938.35	-15.0	1.1022	0.2	1	1	0	0	0
mcp2k	18259	1	240636	nu-candidate	1	12	10	8	5	6.51	12.36	0	1	1	145.06	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	916.46	-15.0	3.8792	0.2	1	0	0	0	0
mcp2k	18259	1	241626	nu-candidate	1	13	5	4	4	27.57	29.63	0	1	1	136.82	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	463.39	-15.0	2.3763	0.2	1	1	0	0	0
mcp2k	18259	1	242000	nu-candidate	1	14	4	2	2	1.12	1.19	0	1	1	166.25	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	650.98	-15.0	3.9224	0.2	1	0	0	0	0
mcp2k	18259	1	242022	nu-candidate	1	16	10	9	9	3.58	11.53	0	1	1	334.76	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	885.06	-15.0	3.7416	0.2	1	0	0	0	0
mcp2k	18259	1	242484	nu-candidate	1	9	11	9	9	3.84	10.96	0	1	1	274.2	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	744.84	-15.0	2.9207	0.2	1	1	0	0	0
mcp2k	18259	1	242550	nu-candidate	1	14	10	5	5	3.66	9.06	0	1	1	355.48	0	4	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1647.33	-15.0	3.9853	0.2	1	0	0	0	0
mcp2k	18259	1	242726	nu-candidate	1	20	17	6	5	116.13	187.89	100	1	1	166.68	0	2	1	134.53	0	0	0	0	116.13	67.81	98.57	1054.62	-15.0	3.6178	0.2	1	1	0	0	1
mcp2k	18259	1	242748	nu-candidate	1	10	5	3	3	18.73	20.91	0	1	1	48.63	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	280.72	-15.0	1.3967	0.2	1	1	0	0	0
mcp2k	18259	1	242770	nu-candidate	1	2	15	13	10	24.67	44.53	0	0	1	21.03	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	465.72	-15.0	0.1661	0.2	1	1	0	0	0
mcp2k	18259	1	242814	nu-candidate	1	10	14	8	8	77.53	108.05	50	1	1	31.13	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	517.56	-4.3009	0.9835	0.0792	1	0	0	0	0
mcp2k	18259	1	243628	nu-candidate	1	15	28	17	15	2.93	23.96	0	0	0	0.0	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1124.02	-15.0	0.7752	0.2	1	1	0	0	0
mcp2k	18255	1	275011	nu-candidate	1	11	22	14	13	105.55	201.24	100	0	0	0.0	1	2	1	67.77	0	0	0	1	14.7	107.64	114.46	392.89	-4.3009	0.6073	0.0855	1	0	1	0	0
mcp2k	18255	1	275231	nu-candidate	1	6	17	10	9	26.57	65.48	0	1	1	39.0	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1625.08	-15.0	4.301	0.2	1	0	0	0	0
mcp2k	18255	1	275385	nu-candidate	1	19	7	6	6	3.01	11.25	0	1	1	158.33	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	491.14	-15.0	3.2737	0.2	1	0	0	0	0
mcp2k	18255	1	275539	nu-candidate	1	12	19	14	11	20.47	55.25	0	0	0	0.0	0	1	1	30.98	0	0	0	0	21.99	20.47	93.22	444.68	-15.0	1.296	0.2	1	1	0	0	0
mcp2k	18255	1	276925	nu-candidate	1	8	22	20	18	4.95	28.13	0	1	1	75.76	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	488.68	-15.0	3.5043	0.2	1	0	0	0	0
mcp2k	18255	1	277123	nu-candidate	1	8	10	9	8	3.3	13.63	0	1	1	167.4	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	504.8	-15.0	2.739	0.2	1	1	0	0	0
mcp2k	18255	1	278509	nu-candidate	1	9	11	9	9	3.33	14.85	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	386.57	-15.0	-0.9143	0.2	1	0	0	0	0
mcp2k	18255	1	279213	nu-candidate	1	9	10	9	8	2.21	11.12	0	1	1	42.41	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	237.1	-15.0	1.3403	0.2	1	0	0	0	0
mcp2k	18255	1	279537	nu-candidate	1	7	6	3	3	2.24	3.91	0	1	1	30.86	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	556.36	-15.0	0.6591	0.2	1	1	0	0	0
mcp2k	18255	1	279955	nu-candidate	1	16	4	3	3	3.99	7.83	0	1	1	219.46	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	616.83	-15.0	3.026	0.2	1	1	0	0	0
mcp2k	18255	1	279977	nu-candidate	1	15	7	5	5	16.78	22.37	0	1	1	46.42	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	274.56	-15.0	4.1238	0.2	1	0	0	0	0
mcp2k	18255	1	280153	nu-candidate	1	3	2	0	0	0.0	0	0	0	1	24.96	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	396.79	-15.0	0.2245	0.2	1	0	0	0	0
mcp2k	18255	1	280159	nu-candidate	1	12	63	35	31	446.31	730.58	200	1	1	173.34	1	2	1	134.04	0	0	0	1	78.11	446.31	32.29	1250.3	-4.3009	0.9264	0.2	1	0	0	0	1
mcp2k	18255	1	280329	nu-candidate	1	40	17	9	9	23.75	41.02	0	0	0	0.0	0	2	1	14.15	0	0	0	0	3.5	23.75	101.77	627.86	-15.0	1.5324	0.2	1	1	0	0	0
mcp2k	18255	1	280351	nu-candidate	1	10	10	8	8	2.68	9.91	0	0	1	24.39	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	326.3	-15.0	3.1306	0.2	1	0	0	0	0
mcp2k	18255	1	280709	nu-candidate	1	11	22	16	15	85.45	141.97	50	0	1	25.23	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	327.75	-15.0	-0.8256	0.2	1	0	0	0	0
mcp2k	18255	1	280819	nu-candidate	1	14	6	5	4	5.92	9.71	0	0	1	1.26	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	120.37	-15.0	-2.2473	0.2	1	1	0	0	0
mcp2k	18255	1	280945	nu-candidate	1	5	7	6	5	2.71	7.17	0	1	1	107.84	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	382.13	-15.0	2.1293	0.2	1	1	0	0	0
mcp2k	18255	1	281165	no-bundle	1	16	29	14	12	159.55	269.77	100	0	1	12.63	0	2	1	148.11	0	0	0	0	159.55	81.73	80.85	984.82	-15.0	3.2855	0.2	1	0	0	0	0
mcp2k	18255	1	281325	nu-candidate	1	42	25	19	18	126.76	233.24	100	0	1	9.16	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	385.38	-4.3009	-1.2894	-0.192	1	1	1	0	0
mcp2k	18255	1	281567	nu-candidate	1	95	119	26	23	678.82	1678.23	200	0	0	0.0	1	4	1	526.18	2	1	1	1	129.97	678.82	98.92	1896.55	1.6038	-0.4526	0.2	1	1	0	1	0
mcp2k	18255	1	281781	nu-candidate	1	88	70	41	30	437.51	651.47	200	0	1	12.41	0	2	1	129.57	0	0	0	0	80.12	437.51	40.49	1036.68	-15.0	1.7798	0.2	1	1	0	0	0
mcp2k	18255	1	281985	nu-candidate	1	17	6	4	4	29.99	47.19	0	1	1	51.16	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	532.21	-15.0	2.2507	0.2	1	0	0	0	0
mcp2k	18255	1	282067	nu-candidate	1	14	8	6	6	99.83	108.33	50	0	0	0.0	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	341.06	-4.3009	-0.1086	0.3859	1	1	0	0	0
mcp2k	18255	1	282271	nu-candidate	1	6	52	38	34	115.12	268.78	100	0	1	10.13	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	757.35	-3.6069	0.9359	0.0007	1	1	1	0	0
mcp2k	18255	1	282491	nu-candidate	1	18	5	3	3	5.86	8.51	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	420.47	-15.0	1.7015	0.2	1	1	0	0	0
mcp2k	18255	1	282749	nu-candidate	1	17	12	7	6	2.13	4.17	0	1	1	75.04	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1034.5	-15.0	1.8411	0.2	1	1	0	0	0
mcp2k	18255	1	282837	nu-candidate	1	2	12	10	9	7.73	22.97	0	1	1	140.79	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	702.75	-15.0	3.1429	0.2	1	1	0	0	0
mcp2k	18255	1	282909	nu-candidate	1	4	61	23	19	463.31	819.31	200	0	1	4.32	1	7	1	669.67	0	0	0	1	463.31	242.47	163.88	1385.43	-3.0906	-0.0007	-0.201	1	0	1	0	0
mcp2k	18255	1	283013	nu-candidate	1	14	3	2	2	2.41	3.14	0	1	1	116.39	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	391.89	-15.0	-1.2706	0.2	1	0	0	0	0
mcp2k	18255	1	283035	nu-candidate	1	32	4	3	3	0.59	1.15	0	0	1	0.34	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	108.01	-15.0	-1.2104	0.2	1	0	0	0	0
mcp2k	18255	1	283299	nu-candidate	1	11	31	24	21	38.22	98.65	0	0	0	0.0	0	1	1	19.81	0	0	0	0	26.81	6.47	97.58	960.44	-15.0	3.7943	0.2	1	1	0	0	0
mcp2k	18255	1	283525	nu-candidate	1	40	6	5	4	1.91	2.34	0	0	1	0.76	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	110.65	-15.0	-0.8838	0.2	1	0	0	0	0
mcp2k	18255	1	283568	nu-candidate	1	18	25	21	18	21.91	74.49	0	0	0	0.0	0	4	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1179.3	-15.0	1.6081	0.2	1	0	0	0	0
mcp2k	18255	1	283590	nu-candidate	1	7	12	9	8	12.8	39.18	0	0	1	4.53	1	2	1	30.71	0	0	0	1	9.43	26.38	159.99	185.79	-15.0	-1.0921	0.2	1	1	0	0	0
mcp2k	18255	1	283591	nu-candidate	1	14	2	0	0	0.0	0	0	1	1	269.4	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	836.13	-15.0	4.1091	0.2	1	0	0	0	0
mcp2k	18255	1	283833	nu-candidate	1	11	17	14	11	11.24	29.15	0	0	0	0.0	0	1	1	0.57	0	0	0	0	2.33	3.06	12.24	1391.62	-15.0	-1.0668	0.2	1	0	0	0	0
mcp2k	18255	1	283849	nu-candidate	1	7	4	2	2	1.09	1.93	0	1	1	128.69	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	675.34	-15.0	4.0212	0.2	1	0	0	0	0
mcp2k	18255	1	284047	nu-candidate	1	5	1	0	0	0.0	0	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	178.03	-15.0	-3.2151	0.2	1	1	0	0	0
mcp2k	18255	1	284206	nu-candidate	1	10	17	9	9	106.34	342.8	100	0	1	29.61	1	7	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	838.26	0.4247	1.0322	0.334	1	1	1	0	0
mcp2k	18255	1	284866	nu-candidate	1	16	3	1	1	1.75	1.75	0	1	1	350.7	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1049.31	-15.0	4.301	0.2	1	0	0	0	0
mcp2k	18255	1	285350	nu-candidate	1	18	6	4	4	2.73	6.64	0	1	1	74.43	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	464.72	-15.0	3.5477	0.2	1	1	0	0	0
mcp2k	18255	1	285680	nu-candidate	1	37	9	4	3	1.9	4.14	0	0	1	6.86	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	991.94	-15.0	0.9562	0.2	1	1	0	0	0
mcp2k	18255	1	286076	nu-candidate	1	39	16	15	15	3.96	18.53	0	0	1	1.21	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	119.94	-15.0	-2.4033	0.2	1	0	0	0	0
mcp2k	18255	1	286120	nu-candidate	1	34	1	0	0	0.0	0	0	0	1	0.38	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	107.58	-15.0	-2.0173	0.2	1	1	0	0	0
mcp2k	18255	1	286296	cosmic-tagged	1	22	22	19	16	8.05	42.53	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	381.49	-15.0	-1.1646	0.2	1	0	0	0	0
mcp2k	18255	1	286489	nu-candidate	1	13	7	4	4	2.22	5.35	0	1	1	32.66	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	554.13	-15.0	3.0902	0.2	1	0	0	0	0
mcp2k	18255	1	287132	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp2k	18255	1	287332	cosmic-tagged	1	22	6	5	5	10.38	17.86	0	1	1	65.89	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	284.34	-15.0	-2.2108	0.2	1	0	0	0	0
mcp2k	18255	1	287374	nu-candidate	1	17	8	6	6	8.12	24.04	0	1	1	123.5	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	422.45	-15.0	2.3741	0.2	1	0	0	0	0
mcp2k	18255	1	287464	nu-candidate	1	8	21	19	17	5.13	28.31	0	1	1	47.52	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	445.41	-15.0	2.1446	0.2	1	1	0	0	0
mcp2k	18255	1	287638	nu-candidate	1	4	6	5	5	7.57	14.93	0	1	1	110.31	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	393.88	-15.0	2.141	0.2	1	0	0	0	0
mcp2k	18255	1	287662	nu-candidate	1	20	14	12	8	16.08	24.82	0	0	1	13.36	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	463.65	-15.0	0.025	0.2	1	1	0	0	0
mcp2k	18255	1	287770	nu-candidate	1	20	5	3	3	3.14	5.92	0	1	1	124.26	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	716.69	-15.0	4.301	0.2	1	1	0	0	0
mcp2k	18255	1	287794	nu-candidate	1	5	8	3	3	112.42	116.87	100	1	1	125.17	1	4	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	978.35	-4.3009	3.9052	0.3603	1	0	0	0	1
mcp2k	18255	1	287926	nu-candidate	1	21	14	11	8	8.12	17.7	0	1	1	381.05	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1111.83	-15.0	4.301	0.2	1	1	0	0	0
mcp2k	18255	1	288012	nu-candidate	1	10	12	10	9	2.27	10.47	0	1	1	139.14	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	767.16	-15.0	4.301	0.2	1	0	0	0	0
mcp2k	18255	1	289246	nu-candidate	1	16	40	15	13	264.04	321.33	200	1	1	100.71	0	2	1	11.0	0	0	0	0	264.04	38.2	6.28	843.22	-15.0	4.1406	0.2	1	0	0	0	1
mcp2k	18255	1	289464	nu-candidate	1	11	9	6	6	2.57	10.41	0	1	1	298.09	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1220.16	-15.0	4.301	0.2	1	1	0	0	0
mcp2k	18255	1	289508	nu-candidate	1	17	25	12	10	396.78	411.02	200	1	1	79.09	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	895.26	-4.3009	1.9481	0.1069	1	0	0	0	1
mcp2k	18255	1	289862	nu-candidate	1	5	2	1	0	0.0	0	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	188.21	-15.0	-1.929	0.2	1	1	0	0	0
mcp2k	18255	1	290476	cosmic-tagged	1	25	2	0	0	0.0	0	0	1	1	311.14	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1017.32	-15.0	1.9232	0.2	1	1	0	0	0
mcp2k	18255	1	290542	nu-candidate	1	6	4	2	1	1.82	1.82	0	1	1	102.69	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	895.16	-15.0	2.9803	0.2	1	1	0	0	0
mcp2k	18255	1	290588	nu-candidate	1	14	23	20	15	47.96	73.6	0	1	1	62.49	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	614.77	-15.0	3.0037	0.2	1	1	0	0	0
mcp2k	18255	1	290654	cosmic-tagged	1	27	11	9	7	99.08	116.69	50	1	1	109.8	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	760.73	-15.0	2.5925	0.2	1	1	0	0	0
mcp2k	18255	1	290718	nu-candidate	1	8	3	2	1	2.21	2.21	0	1	1	498.11	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1250.11	-15.0	4.301	0.2	1	0	0	0	0
mcp2k	18255	1	291072	nu-candidate	1	21	40	9	7	652.37	683.51	200	0	0	0.0	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	830.13	4.3009	-0.2761	0.277	1	1	1	0	0
mcp2k	18255	1	292370	nu-candidate	1	17	4	2	2	3.72	4.21	0	1	1	150.06	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	588.07	-15.0	3.8292	0.2	1	1	0	0	0
mcp2k	18255	1	292436	nu-candidate	1	11	17	8	8	98.5	224.85	50	0	0	0.0	0	1	1	105.34	0	0	0	0	98.5	43.91	106.43	845.65	-15.0	1.2748	0.2	1	0	0	0	0
mcp2k	18255	1	292524	nu-candidate	1	9	38	10	7	329.79	388.16	200	1	1	31.03	0	2	1	114.3	0	0	0	0	329.79	38.09	61.31	1149.25	-15.0	3.2599	0.2	1	0	0	0	1
mcp2k	18255	1	292568	nu-candidate	1	9	25	18	16	7.55	24.49	0	1	1	237.17	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	969.53	-15.0	2.7376	0.2	1	1	0	0	0
mcp2k	18255	1	292722	nu-candidate	1	10	11	6	4	3.63	8.33	0	1	1	94.89	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	567.33	-15.0	3.4259	0.2	1	1	0	0	0
mcp2k	18255	1	292788	nu-candidate	1	13	8	6	6	19.55	28.05	0	1	1	94.52	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	737.95	-15.0	3.8043	0.2	1	1	0	0	0
mcp2k	18255	1	292810	nu-candidate	1	2	19	14	13	53.37	94.58	50	0	1	19.79	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	425.82	-15.0	0.6747	0.2	1	1	0	0	0
mcp2k	18255	1	293470	nu-candidate	1	1	13	10	9	21.78	42.39	0	1	1	68.13	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	530.56	-15.0	2.9307	0.2	1	1	0	0	0
mcp2k	18255	1	293536	nu-candidate	1	15	11	8	6	152.82	216.52	100	0	0	0.0	1	3	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	301.41	-4.3009	0.1701	0.3806	1	1	1	0	0
mcp2k	18255	1	293734	nu-candidate	1	12	4	1	1	0.97	0.97	0	1	1	43.11	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	601.76	-15.0	3.4716	0.2	1	0	0	0	0
mcp2k	18255	1	294174	nu-candidate	1	16	44	25	23	123.09	301.97	100	1	1	245.83	0	2	1	3.95	0	0	0	0	73.01	123.09	2.39	1380.18	-4.3009	3.9267	0.2228	1	1	0	0	1
mcp2k	18255	1	294922	nu-candidate	1	8	30	28	26	5.87	39.93	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	48.23	-15.0	0.0933	0.2	1	1	0	0	0
mcp2k	18255	1	315955	nu-candidate	1	17	6	4	4	4.85	8.5	0	1	1	36.05	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	545.36	-15.0	0.8693	0.2	1	1	0	0	0
mcp2k	18255	1	316021	nu-candidate	1	5	5	2	2	4.05	5.55	0	1	1	121.45	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	823.32	-15.0	2.1795	0.2	1	0	0	0	0
mcp2k	18255	1	316065	nu-candidate	1	11	7	5	5	24.5	37.02	0	1	1	71.83	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	480.81	-15.0	-2.5035	0.2	1	0	0	0	0
mcp2k	18255	1	316197	nu-candidate	1	17	3	2	2	1.51	1.59	0	1	1	35.01	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	216.3	-15.0	0.5582	0.2	1	1	0	0	0
mcp2k	18255	1	316811	nu-candidate	1	8	19	14	14	63.12	77.67	50	1	1	70.25	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	512.44	-15.0	2.3959	0.2	1	1	0	0	0
mcp2k	18255	1	316987	nu-candidate	1	9	11	7	6	1.33	4.62	0	1	1	152.05	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1034.26	-15.0	3.5993	0.2	1	1	0	0	0
mcp2k	18255	1	317077	nu-candidate	1	14	13	13	12	21.57	36.57	0	0	0	0.0	1	1	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	34.9	-15.0	-2.9135	0.2	1	1	0	0	0
mcp2k	18255	1	317341	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp2k	18255	1	317407	nu-candidate	1	12	15	9	8	2.75	12.67	0	0	0	0.0	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1322.34	-15.0	4.1004	0.2	1	0	0	0	0
mcp2k	18255	1	317539	nu-candidate	1	19	13	12	11	99.17	125.25	50	1	1	178.2	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	651.19	-15.0	2.2094	0.2	1	1	0	0	0
