evt	sample	src	carried	target	d_target	adm5	adm10	veto	reject_pick	M1	M2	M3	live_base	live_topo3	live_dlonly	live_trad	hit_M3
64503	mcp1k	human	0	9001	4.54	1	1	0	9000	9001	9000	9000	9000	9000	9001	9000	0
64591	mcp1k	human	1	17001	0.00	1	1	0	17001	17001	17001	17001	17001	17001	17001	17001	1
64921	mcp1k	human	1	62034	0.72	1	1	0	11001	62034	62034	62034	62034	62034	62034	11001	1
64959	mcp1k	human	1	22005	0.00	1	1	0	19001	22004	19001	19001	19001	19001	22004	19001	0
65053	mcp1k	human	1	139013	0.00	0	0	0	6001	26007	6001	6001	6001	6001	26007	6001	0
65266	mcp2k	human	1	5000	0.01	0	0	0	5000	5001	5001	5001	5001	5001	5001	5000	0
65267	mcp1k	human	1	15001	0.00	0	0	0	15001	23004	15001	15001	15001	15001	23004	15001	1
65295	mcp1k	human	1	13001	0.00	1	1	0	13001	28006	13001	13001	13001	13001	28006	13001	1
65948	mcp2k	ai-scanner	0	8002	4.76	1	1	0	8002	8002	8002	8002	8002	8002	8002	8002	1
66118	mcp1k	human	1	9002	0.00	1	1	0	9002	25004	9003	9002	9002	9003	25004	9002	1
66366	mcp2k	ai-scanner	0	22001	0.23	1	1	0	22001	22001	22001	22001	22001	22001	22001	22001	1
66646	mcp1k	human	1	14002	0.21	0	1	0	14002	24004	14002	14002	14002	14002	24004	14002	1
66652	mcp2k	ai-scanner	1	22001	0.00	1	1	0	22001	22001	22001	22001	22001	22001	22001	22001	1
66712	mcp1k	human	1	11004	0.61	1	1	0	11004	11003	11003	11003	11003	11003	11003	11004	0
66900	mcp2k	ai-scanner	1	15002	0.08	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
66944	mcp2k	human	0	5002	0.52	0	0	0	None	5000	5000	5000	5000	5000	5000	None	0
67746	mcp1k	human	1	10001	0.00	1	1	0	10001	10001	10001	10001	10001	10001	10001	10001	1
67868	mcp2k	ai-scanner	1	16002	0.21	1	1	0	16004	16002	16002	16002	16002	16002	16002	16004	1
67898	mcp2k	ai-scanner	1	10002	0.64	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
67942	mcp2k	human	1	22001	0.00	1	1	0	22001	22001	22001	22001	22001	22001	22001	22001	1
68280	mcp2k	ai-scanner	0	22003	1.24	0	1	0	22003	60019	22003	22003	22003	22003	22003	22003	1
68648	mcp1k	human	1	15002	0.00	1	1	0	15002	22005	15002	15002	15002	15002	22005	15002	1
68748	mcp2k	human	1	13001	0.00	1	1	0	13001	13001	13001	13001	13001	13001	13001	13001	1
68978	mcp1k	human	1	18002	0.93	1	1	0	18002	22003	18002	18002	18002	18002	22003	18002	1
69006	mcp2k	ai-scanner	0	11005	0.79	1	1	0	11005	11005	11005	11005	11005	11005	11005	11005	1
69152	mcp2k	ai-scanner	1	5002	0.22	1	1	0	5002	5002	5002	5002	5002	5002	5002	5002	1
69232	mcp2k	human	0	20004	1.65	0	0	0	20008	20008	20009	20009	20009	20009	20008	20008	0
69306	mcp2k	ai-scanner	0	9001	1.17	0	0	0	9001	39022	9001	9001	9001	9001	39022	9001	1
69666	mcp2k	ai-scanner	1	15001	0.00	1	1	0	15004	15004	15004	15004	15004	15004	15004	15004	0
70010	mcp2k	human	1	8000	0.00	1	1	0	8001	8001	8000	8001	8001	8000	8001	8001	0
70084	mcp2k	human	0	20005	1.83	1	1	0	20002	20005	20005	20005	20005	20005	20005	20002	1
70186	mcp2k	ai-scanner	1	11002	0.61	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
70472	mcp2k	human	1	16001	3.02	0	0	0	16001	16001	16001	16001	16001	16001	16001	16001	1
70612	mcp2k	human	1	8002	0.00	0	0	0	8001	24003	8001	8001	8001	8001	24003	8001	0
70692	mcp2k	ai-scanner	1	18003	0.21	1	1	0	18003	18003	18003	18003	18003	18003	18003	18003	1
70912	mcp2k	ai-scanner	1	10003	0.61	1	1	0	10003	10003	10003	10003	10003	10003	10003	10003	1
71022	mcp2k	human	1	16001	0.00	1	1	0	16001	16001	16001	16001	16001	16001	16001	16001	1
71046	mcp1k	human	1	19002	0.48	1	1	0	19002	19002	19002	19002	19002	19002	19002	19002	1
71222	mcp1k	human	1	15002	0.11	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
71266	mcp1k	human	1	15001	0.00	0	1	0	15001	35002	15001	15001	15001	15001	35002	15001	1
71372	ncpi0	human	1	92123	0.30	1	1	0	19024	92123	92123	92123	92123	92123	92123	19024	1
71748	mcp2k	ai-scanner	0	8001	1.13	1	1	0	8002	8001	8001	8001	8001	8001	8001	8002	1
71778	mcp2k	human	1	21001	0.00	1	1	0	21001	21001	21001	21001	21001	21001	21001	21001	1
72055	mcp2k	ai-scanner	1	14001	0.08	1	1	0	14001	14001	14001	14001	14001	14001	14001	14001	1
72099	mcp2k	human	1	12000	0.00	0	1	0	12000	40017	12000	12000	12000	12000	40017	12000	1
72174	mcp2k	ai-scanner	1	5002	1.08	1	1	0	5002	5002	5002	5002	5002	5002	5002	5002	1
72256	mcp1k	human	1	9002	0.25	0	1	0	9002	38005	9000	9002	9002	9000	38005	9002	1
72586	mcp1k	human	1	17000	0.00	0	0	1	17003	17003	17003	17003	17003	17003	17003	17003	0
72742	mcp2k	ai-scanner	1	16002	0.37	0	1	0	16002	23004	16002	16002	16002	16002	23004	16002	1
72840	mcp2k	ai-scanner	1	21002	0.75	1	1	0	21002	21002	21002	21002	21002	21002	21002	21002	1
72940	mcp2k	ai-scanner	1	10002	0.00	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
73412	mcp2k	ai-scanner	1	13002	0.48	1	1	1	13003	13003	13003	13003	13003	13003	13003	13003	0
73688	mcp2k	human	1	16006	0.24	0	0	0	16006	16003	16003	16003	16003	16003	16003	16006	0
73727	mcp2k	ai-scanner	0	55006	9.79	1	1	0	15001	27002	15001	15001	15001	15001	27002	15001	0
73838	mcp2k	human	0	13002	0.32	1	1	0	13001	13002	13002	13002	13002	13002	13002	13001	1
74270	mcp2k	human	1	22001	0.00	1	1	0	22000	27004	22000	22000	22000	22000	27004	22000	0
74326	mcp2k	ai-scanner	0	10011	0.69	1	1	0	10011	10011	10011	10011	10011	10011	10011	10011	1
74380	mcp2k	ai-scanner	1	13003	0.18	1	1	0	13003	15006	13003	13003	13003	13003	15006	13003	1
74544	nuecc48	human	1	12001	0.79	1	1	0	12001	12001	12001	12001	12001	12001	12001	12001	1
75040	mcp2k	ai-scanner	1	17007	0.00	1	1	0	17006	17007	17006	17006	17006	17006	17007	17006	0
75206	mcp2k	human	0	10003	0.06	1	1	0	None	10003	10003	10003	10003	10003	10003	None	1
75316	mcp2k	human	1	15002	0.02	0	0	0	15003	48021	15000	15003	15003	15000	48021	15003	0
75554	mcp2k	human	1	32022	0.00	0	0	0	4001	26017	4001	4001	4001	4001	26017	4001	0
75678	mcp2k	human	1	15001	0.00	0	1	0	15001	26005	15001	15001	15001	15001	26005	15001	1
75729	mcp2k	human	0	18000	0.25	0	0	0	18002	18002	18002	18002	18002	18002	18002	18002	0
75862	mcp2k	ai-scanner	0	10002	1.14	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
76038	mcp2k	ai-scanner	1	18002	0.31	1	1	0	18003	18002	18002	18002	18002	18002	18002	18003	1
76059	mcp2k	ai-scanner	1	9003	0.25	1	1	0	9003	9003	9003	9003	9003	9003	9003	9003	1
76280	mcp2k	ai-scanner	1	15002	0.73	1	1	0	15002	15002	15002	15002	15002	15002	15002	15002	1
76346	mcp2k	human	1	48038	0.00	0	1	0	14009	14011	14009	14009	14009	14009	14011	14009	0
76866	mcp2k	human	1	9001	0.00	0	0	0	9000	38018	9000	9000	9000	9000	38018	9000	0
76888	mcp2k	ai-scanner	1	18002	1.20	1	1	0	18002	18002	18002	18002	18002	18002	18002	18002	1
77328	mcp2k	ai-scanner	1	16007	0.23	1	1	0	16003	16007	16007	16007	16007	16007	16007	16003	1
77702	mcp2k	human	1	21002	0.88	1	1	0	21002	21002	21002	21002	21002	21002	21002	21002	1
77878	mcp2k	ai-scanner	1	8001	0.51	0	1	0	8005	8005	8005	8005	8005	8005	8005	8005	0
77978	mcp2k	ai-scanner	0	53008	0.70	1	1	0	15001	53008	53008	53008	53008	53008	53008	15001	1
79491	mcp2k	ai-scanner	1	6002	0.78	1	1	0	6002	6002	6002	6002	6002	6002	6002	6002	1
79616	mcp2k	human	1	18001	0.00	1	1	0	18001	18000	18001	18001	18001	18001	18000	18001	1
81597	nuecc48	human	1	19006	0.23	1	1	0	19036	19006	19006	19006	19006	19006	19006	19036	1
82322	mcp2k	human	0	34009	7.54	0	1	0	11001	11001	11001	11001	11001	11001	11001	11001	0
84229	ncpi0	human	1	19045	0.00	1	1	0	19045	9029	9029	9029	9029	9029	9029	19045	0
90135	mcp2k	human	1	9001	0.00	0	0	0	9001	43012	9001	9001	9001	9001	43012	9001	1
91235	mcp2k	ai-scanner	1	13002	0.19	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
91367	mcp2k	ai-scanner	1	7002	0.66	1	1	0	7002	7002	7002	7002	7002	7002	7002	7002	1
91917	mcp2k	ai-scanner	1	17006	0.32	1	1	0	17006	17006	17006	17006	17006	17006	17006	17006	1
92134	mcp2k	ai-scanner	1	18003	0.47	1	1	0	18003	18003	18003	18003	18003	18003	18003	18003	1
92904	mcp2k	human	1	15000	0.00	0	0	0	15001	19003	15001	15001	15001	15001	19003	15001	0
92992	mcp2k	human	1	3002	1.58	0	0	1	3002	3002	3002	3002	3002	3002	3002	3002	1
93545	mcp2k	ai-scanner	1	11002	0.00	1	1	0	11002	11000	11002	11002	11002	11002	11002	11002	1
93677	mcp2k	ai-scanner	1	16002	0.38	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
93776	mcp2k	human	1	9001	0.00	1	1	0	9001	21007	9001	9001	9001	9001	21007	9001	1
94092	mcp2k	ai-scanner	0	13003	4.41	1	1	0	13003	13002	13002	13002	13002	13002	13002	13003	0
94293	mcp2k	ai-scanner	1	16002	0.28	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
94392	mcp2k	ai-scanner	1	5002	1.81	1	1	0	5002	5002	5002	5002	5002	5002	5002	5002	1
94678	mcp2k	human	1	8001	0.00	1	1	0	8001	8001	8001	8001	8001	8001	8001	8001	1
94942	mcp2k	ai-scanner	1	10005	0.12	0	1	0	10002	10002	10002	10002	10002	10002	10002	10002	0
95170	mcp2k	human	1	15000	0.00	0	0	0	15001	52021	52021	52021	52021	52021	52021	15001	0
95405	mcp2k	ai-scanner	1	17002	0.36	1	1	0	17002	17002	17002	17002	17002	17002	17002	17002	1
95690	mcp2k	ai-scanner	1	13003	2.47	1	1	0	13003	13003	13003	13003	13003	13003	13003	13003	1
95899	mcp2k	human	0	69035	0.43	1	1	0	16001	69033	69033	69033	69033	69033	69033	16001	0
96383	mcp2k	ai-scanner	0	14002	2.84	0	0	0	14002	44034	14002	14002	14002	14002	44034	14002	1
97010	mcp2k	human	0	21000	6.92	0	0	0	21000	51014	21000	21000	21000	21000	51014	21000	1
97084	mcp2k	ai-scanner	0	12002	0.70	0	0	0	12002	49034	12002	12002	12002	12002	49034	12002	1
97231	mcp2k	ai-scanner	1	18006	0.24	0	0	0	18007	48019	18007	18007	18007	18007	48019	18007	0
98294	mcp2k	human	1	17001	0.00	0	0	0	17001	74057	74057	74057	74057	74057	74057	17001	0
98338	mcp2k	human	0	13002	0.51	1	1	0	13002	33007	13002	13002	13002	13002	13002	13002	1
98470	mcp2k	ai-scanner	1	11003	0.38	1	1	0	11003	11003	11003	11003	11003	11003	11003	11003	1
98704	mcp2k	ai-scanner	1	2001	0.00	1	1	0	2002	2002	2002	2002	2002	2002	2002	2002	0
98844	mcp2k	human	0	6006	0.56	1	1	0	6006	6006	6006	6006	6006	6006	6006	6006	1
98947	mcp2k	ai-scanner	1	20002	0.00	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
99232	mcp2k	ai-scanner	1	17007	0.00	1	1	0	17007	17007	17007	17007	17007	17007	17007	17007	1
99716	mcp2k	ai-scanner	1	13002	0.16	1	1	0	13002	13002	13002	13002	13002	13002	13002	13002	1
99838	mcp2k	ai-scanner	1	14002	0.71	1	1	0	14002	14002	14002	14002	14002	14002	14002	14002	1
99959	mcp2k	human	1	13001	0.00	1	1	0	13001	13000	13001	13001	13001	13001	13000	13001	1
100135	mcp2k	ai-scanner	0	14003	2.90	1	1	0	14007	14003	14003	14003	14003	14003	14003	14007	1
100222	mcp2k	human	1	113162	0.44	1	1	0	14003	113162	113162	113162	113162	113162	113162	14003	1
100322	mcp2k	human	1	16001	0.00	1	1	0	16001	63005	16001	16001	16001	16001	63005	16001	1
100420	mcp2k	ai-scanner	0	14003	1.04	0	1	0	14003	37016	14003	14003	14003	14003	37016	14003	1
100564	mcp2k	ai-scanner	1	8002	0.43	1	1	0	8002	8002	8002	8002	8002	8002	8002	8002	1
101004	mcp2k	human	1	2000	0.00	1	1	0	2001	2000	2001	2001	2001	2001	2000	2001	0
101454	mcp2k	ai-scanner	0	13005	1.16	0	0	0	13005	22009	13005	13005	13005	13005	22009	13005	1
101498	mcp2k	human	0	10002	1.11	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	0
101675	mcp2k	ai-scanner	1	11009	2.00	1	1	0	11009	11009	11009	11009	11009	11009	11009	11009	1
102247	mcp2k	human	1	13000	0.00	1	1	0	13001	20005	13001	13001	13001	13001	20005	13001	0
103204	mcp2k	ai-scanner	1	20002	0.00	1	1	0	20002	20002	20002	20002	20002	20002	20002	20002	1
103391	mcp2k	human	0	9002	1.63	0	0	0	9003	39019	9003	9003	9003	9003	39019	9003	0
103952	mcp2k	ai-scanner	1	21008	0.31	0	0	0	15001	21007	21007	21007	21007	21007	21007	15001	0
104216	mcp2k	ai-scanner	1	10003	0.19	1	1	0	10003	10003	10003	10003	10003	10003	10003	10003	1
104304	mcp2k	human	1	13001	0.37	1	1	0	13002	13001	13001	13001	13001	13001	13001	13002	1
104920	mcp2k	ai-scanner	1	9001	0.34	1	1	0	9001	9001	9001	9001	9001	9001	9001	9001	1
105316	mcp2k	ai-scanner	1	20004	0.12	1	1	0	20004	20004	20004	20004	20004	20004	20004	20004	1
105426	mcp2k	ai-scanner	1	10002	0.00	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
111412	nuecc48	human	1	18001	2.00	0	0	0	18001	18001	18014	18014	18014	18014	18001	18001	0
114446	ncpi0	human	1	21001	0.00	0	0	0	21001	62013	21001	21001	21001	21001	62013	21001	1
122660	nuecc48	human	1	9014	0.04	1	1	0	9014	9010	9010	9010	9010	9010	9010	9014	0
137238	nuecc48	human	1	143041	0.54	1	1	0	7004	7004	143041	143041	143041	143041	7004	7004	1
138009	nuecc48	human	1	12002	1.25	1	1	0	12010	12002	12002	12002	12002	12002	12002	12010	1
142421	ncpi0	human	1	7002	1.27	1	1	0	7002	7002	7002	7002	7002	7002	7002	7002	1
156093	mcp2k	human	0	8002	1.47	1	1	0	8002	8002	8002	8002	8002	8002	8002	8002	1
157281	mcp2k	human	1	7002	0.56	0	1	0	7002	7002	7002	7002	7002	7002	7002	7002	1
159569	mcp2k	ai-scanner	0	49037	1.13	1	1	0	12001	49037	49037	49037	49037	49037	49037	12001	1
161043	mcp2k	human	1	8002	0.67	0	0	0	8002	29011	8002	8002	8002	8002	29011	8002	1
163309	mcp2k	human	1	19001	0.00	1	1	0	19001	19001	19001	19001	19001	19001	19001	19001	1
163771	mcp2k	ai-scanner	1	8001	0.00	1	1	0	8002	30007	8002	8002	8002	8002	30007	8002	0
165157	mcp2k	human	0	61053	3.72	0	0	0	62057	45029	62057	62057	62057	62057	45029	62057	0
165544	mcp2k	human	1	4000	0.10	0	0	0	4003	33016	4003	4003	4003	4003	33016	4003	0
166006	mcp2k	ai-scanner	1	8001	0.83	1	1	0	8001	8001	8001	8001	8001	8001	8001	8001	1
166050	mcp2k	ai-scanner	1	11002	0.06	0	0	0	11002	13006	11002	11002	11002	11002	13006	11002	1
166738	mcp1k	human	1	16002	0.62	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
166804	mcp1k	human	1	9003	0.00	0	1	0	9002	14004	9002	9002	9002	9002	14004	9002	0
166996	mcp2k	human	0	16002	0.52	0	1	0	16002	61029	16002	16002	16002	16002	61029	16002	1
167112	mcp1k	human	1	16002	0.17	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
167351	mcp2k	human	1	39020	0.00	0	0	0	13001	13001	13001	13001	13001	13001	13001	13001	0
167684	mcp1k	human	1	10000	0.11	1	1	0	10000	10000	10000	10000	10000	10000	10000	10000	1
168209	mcp2k	ai-scanner	1	11002	0.11	1	1	0	11002	11002	11002	11002	11002	11002	11002	11002	1
168448	mcp2k	ai-scanner	1	64012	1.00	1	1	0	23001	64012	64012	64012	64012	64012	64012	23001	1
168526	mcp1k	human	1	19003	0.38	1	1	0	19003	19003	19003	19003	19003	19003	19003	19003	1
168596	nuecc48	human	0	14012	0.72	1	1	0	14022	14012	14012	14012	14012	14012	14012	14022	1
168614	mcp1k	human	0	5001	1.53	1	1	0	5001	20004	5002	5001	5001	5002	20004	5001	1
169067	mcp2k	ai-scanner	1	10002	1.19	1	1	0	10002	10002	10002	10002	10002	10002	10002	10002	1
169152	mcp2k	human	1	71022	0.00	0	0	0	22000	22002	22002	22002	22002	22002	22002	22000	0
169240	mcp2k	human	1	19001	0.68	1	1	0	19001	19001	19001	19001	19001	19001	19001	19001	1
169306	mcp2k	human	0	42010	3.37	0	0	0	14003	45016	14003	14003	14003	14003	45016	14003	0
169356	mcp1k	human	1	16004	0.46	1	1	0	16004	16004	16004	16004	16004	16004	16004	16004	1
169488	mcp1k	human	1	8001	0.00	1	1	0	8000	8001	8001	8001	8001	8001	8001	8000	1
169620	mcp1k	human	1	13004	0.05	1	1	0	13004	13004	13004	13004	13004	13004	13004	13004	1
169626	mcp1k	human	0	22016	0.00	0	1	0	22016	43034	22016	22016	22016	22016	43034	22016	1
169724	mcp2k	human	1	12002	0.15	0	1	0	12002	12003	12002	12002	12002	12002	12003	12002	1
169774	mcp1k	human	1	2000	0.00	0	1	0	2001	20003	2001	2001	2001	2001	20003	2001	0
169793	mcp2k	ai-scanner	1	11001	0.06	1	1	0	11001	11001	11001	11001	11001	11001	11001	11001	1
169824	mcp1k	human	1	18004	0.00	1	1	0	18004	18004	18004	18004	18004	18004	18004	18004	1
169890	mcp1k	human	1	21001	0.00	1	1	0	21001	21001	21001	21001	21001	21001	21001	21001	1
170098	mcp2k	ai-scanner	1	16002	0.37	1	1	0	16002	16002	16002	16002	16002	16002	16002	16002	1
170274	mcp2k	human	1	3000	0.00	0	0	0	3000	35020	3002	3000	3000	3002	35020	3000	1
170365	mcp2k	ai-scanner	1	12002	0.35	1	1	0	12002	12002	12002	12002	12002	12002	12002	12002	1
170428	mcp2k	human	1	14002	0.48	1	1	0	14002	14002	14002	14002	14002	14002	14002	14002	1
170761	mcp2k	ai-scanner	0	8004	1.61	1	1	0	8002	8004	8004	8004	8004	8004	8004	8002	1
170792	mcp1k	human	1	32016	4.13	0	0	0	10003	10003	10003	10003	10003	10003	10003	10003	0
