set	sample	event	shower	conn	kine_best	kine_charge	E	nearest_edge	d_MeV	d_frac	tier	tier_prev_fudge	flip_crossed
98	mcp2k	282909	46038	3	2.78	2.78	2.78	100.0	97.22	0.9722	0	0	0
98	mcp1k	284235	6004	2	138.24	138.24	138.24	150.0	11.76	0.0784	1	1	0
98	mcp1k	284235	74027	2	82.6	82.6	82.6	100.0	17.4	0.174	0	0	0
98	mcp1k	284235	38019	2	14.51	14.51	14.51	100.0	85.49	0.8549	0	0	0
98	mcp1k	284235	27008	3	1.85	1.85	1.85	100.0	98.15	0.9815	0	0	0
98	mcp1k	284235	30011	3	1.2	1.2	1.2	100.0	98.8	0.988	0	0	0
98	ncpi0	285567	8107	1	94.95	94.95	94.95	100.0	5.05	0.0505	0	0	0
98	ncpi0	285567	121096	2	80.57	80.57	80.57	100.0	19.43	0.1943	0	0	0
98	ncpi0	285567	87071	2	4.89	4.89	4.89	100.0	95.11	0.9511	0	0	0
98	ncpi0	285567	92076	2	5.87	5.87	5.87	100.0	94.13	0.9413	0	0	0
98	ncpi0	285567	70054	2	16.45	16.45	16.45	100.0	83.55	0.8355	0	0	0
98	ncpi0	285567	74058	2	5.97	5.97	5.97	100.0	94.03	0.9403	0	0	0
98	ncpi0	285567	16048	4	1.51	1.51	1.51	100.0	98.49	0.9849	0	0	0
98	ncpi0	285567	67051	3	0.21	0.21	0.21	100.0	99.79	0.9979	0	0	0
98	ncpi0	285567	69053	3	3.31	3.31	3.31	100.0	96.69	0.9669	0	0	0
98	ncpi0	285567	71055	3	7.14	7.14	7.14	100.0	92.86	0.9286	0	0	0
98	ncpi0	285567	73057	3	2.69	2.69	2.69	100.0	97.31	0.9731	0	0	0
98	ncpi0	285567	77061	3	3.1	3.1	3.1	100.0	96.9	0.969	0	0	0
98	ncpi0	285567	78062	3	0.86	0.86	0.86	100.0	99.14	0.9914	0	0	0
98	ncpi0	285567	79063	3	1.84	1.84	1.84	100.0	98.16	0.9816	0	0	0
98	ncpi0	285567	80064	3	1.03	1.03	1.03	100.0	98.97	0.9897	0	0	0
98	ncpi0	285567	81065	3	0.8	0.8	0.8	100.0	99.2	0.992	0	0	0
98	ncpi0	285567	83067	3	1.03	1.03	1.03	100.0	98.97	0.9897	0	0	0
98	ncpi0	285567	88072	3	1.47	1.47	1.47	100.0	98.53	0.9853	0	0	0
98	ncpi0	285567	90074	3	0.68	0.68	0.68	100.0	99.32	0.9932	0	0	0
98	ncpi0	285567	91075	3	1.99	1.99	1.99	100.0	98.01	0.9801	0	0	0
98	ncpi0	285567	93077	3	2.19	2.19	2.19	100.0	97.81	0.9781	0	0	0
98	ncpi0	285567	94078	3	2.18	2.18	2.18	100.0	97.82	0.9782	0	0	0
98	ncpi0	285567	95079	3	0.72	0.72	0.72	100.0	99.28	0.9928	0	0	0
98	ncpi0	285567	96080	3	1.62	1.62	1.62	100.0	98.38	0.9838	0	0	0
98	ncpi0	285567	119082	3	4.36	4.36	4.36	100.0	95.64	0.9564	0	0	0
98	ncpi0	285567	120083	3	4.34	4.34	4.34	100.0	95.66	0.9566	0	0	0
98	ncpi0	285567	122097	4	1.84	1.84	1.84	100.0	98.16	0.9816	0	0	0
98	ncpi0	285567	123098	4	0.71	0.71	0.71	100.0	99.29	0.9929	0	0	0
98	ncpi0	314838	110088	2	645.01	645.01	645.01	800.0	154.99	0.1937	4	4	0
98	ncpi0	314838	13010	2	110.29	110.29	110.29	100.0	10.29	0.1029	1	1	0
98	ncpi0	314838	16020	4	1.06	1.06	1.06	100.0	98.94	0.9894	0	0	0
98	ncpi0	314838	90034	3	3.25	3.25	3.25	100.0	96.75	0.9675	0	0	0
98	ncpi0	314838	112093	3	0.2	0.2	0.2	100.0	99.8	0.998	0	0	0
98	ncpi0	314838	113094	4	1.67	1.67	1.67	100.0	98.33	0.9833	0	0	0
98	ncpi0	314838	114095	3	3.81	3.81	3.81	100.0	96.19	0.9619	0	0	0
98	nuecc48	342199	20032	1	700.52	700.52	700.52	800.0	99.48	0.1244	4	4	0
98	nuecc48	342199	69087	2	55.43	55.43	55.43	100.0	44.57	0.4457	0	0	0
98	nuecc48	342199	25109	2	56.22	56.22	56.22	100.0	43.78	0.4378	0	0	0
98	nuecc48	342199	24033	4	0.6	0.6	0.6	100.0	99.4	0.994	0	0	0
98	nuecc48	342199	57057	3	0.77	0.77	0.77	100.0	99.23	0.9923	0	0	0
98	nuecc48	342199	74101	3	62.69	62.69	62.69	100.0	37.31	0.3731	0	0	0
98	nuecc48	342199	70090	3	22.15	22.15	22.15	100.0	77.85	0.7785	0	0	0
98	mcp1k	347129	53021	1	133.18	133.18	133.18	150.0	16.82	0.1121	1	1	0
98	mcp1k	347129	40032	2	5.86	5.86	5.86	100.0	94.14	0.9414	0	0	0
98	mcp1k	347129	11000	3	60.01	60.01	60.01	100.0	39.99	0.3999	0	0	0
98	mcp1k	347129	21001	4	1.1	1.1	1.1	100.0	98.9	0.989	0	0	0
98	mcp1k	347129	36002	3	1.61	1.61	1.61	100.0	98.39	0.9839	0	0	0
98	mcp1k	347129	37003	3	0.64	0.64	0.64	100.0	99.36	0.9936	0	0	0
98	mcp1k	347129	38004	3	0.61	0.61	0.61	100.0	99.39	0.9939	0	0	0
98	mcp1k	347129	39005	3	5.64	5.64	5.64	100.0	94.36	0.9436	0	0	0
98	mcp1k	347129	42008	3	0.78	0.78	0.78	100.0	99.22	0.9922	0	0	0
98	mcp1k	347129	43009	3	3.3	3.3	3.3	100.0	96.7	0.967	0	0	0
98	nuecc48	350186	6044	1	608.99	608.99	608.99	800.0	191.01	0.2388	4	4	0
98	nuecc48	350186	46025	3	15.14	15.14	15.14	100.0	84.86	0.8486	0	0	0
98	nuecc48	350186	119042	4	33.98	33.98	33.98	100.0	66.02	0.6602	0	0	0
98	ncpi0	359980	21035	2	555.99	555.99	555.99	360.0	195.99	0.5444	4	4	0
98	ncpi0	359980	75089	2	156.6	156.6	156.6	150.0	6.6	0.044	2	2	0
98	ncpi0	359980	45055	3	1.3	1.3	1.3	100.0	98.7	0.987	0	0	0
98	ncpi0	359980	49059	3	1.4	1.4	1.4	100.0	98.6	0.986	0	0	0
98	ncpi0	359980	51061	3	0.43	0.43	0.43	100.0	99.57	0.9957	0	0	0
98	nuecc48	360535	7060	1	1809.15	1809.15	1809.15	800.0	1009.15	1.2614	5	5	0
98	nuecc48	389538	11007	1	22.74	22.74	22.74	100.0	77.26	0.7726	0	0	0
98	nuecc48	389538	43045	2	8.24	8.24	8.24	100.0	91.76	0.9176	0	0	0
98	nuecc48	389538	74082	2	33.56	33.56	33.56	100.0	66.44	0.6644	0	0	0
98	nuecc48	389538	78095	2	42.61	42.61	42.61	100.0	57.39	0.5739	0	0	0
98	nuecc48	389538	54056	3	233.92	233.92	233.92	250.0	16.08	0.0643	2	2	0
98	nuecc48	389538	77090	3	27.69	27.69	27.69	100.0	72.31	0.7231	0	0	0
98	nuecc48	389538	36038	3	2.54	2.54	2.54	100.0	97.46	0.9746	0	0	0
98	nuecc48	389538	37039	3	2.5	2.5	2.5	100.0	97.5	0.975	0	0	0
98	nuecc48	389538	38040	3	1.5	1.5	1.5	100.0	98.5	0.985	0	0	0
98	nuecc48	389538	40042	3	1.8	1.8	1.8	100.0	98.2	0.982	0	0	0
98	nuecc48	389538	41043	3	4.78	4.78	4.78	100.0	95.22	0.9522	0	0	0
98	nuecc48	389538	68076	3	2.32	2.32	2.32	100.0	97.68	0.9768	0	0	0
98	nuecc48	389538	70078	3	4.6	4.6	4.6	100.0	95.4	0.954	0	0	0
98	nuecc48	389538	72080	3	2.8	2.8	2.8	100.0	97.2	0.972	0	0	0
98	mcp1k	394532	39021	1	16.42	16.42	16.42	100.0	83.58	0.8358	0	0	0
98	mcp1k	394532	39034	1	23.26	31.68	23.26	100.0	76.74	0.7674	0	0	0
98	mcp1k	394532	8003	2	143.33	143.33	143.33	150.0	6.67	0.0445	1	1	0
98	mcp2k	396222	9059	2	2658.08	2658.08	2658.08	800.0	1858.08	2.3226	5	5	0
98	mcp2k	396222	114219	2	26.11	26.11	26.11	100.0	73.89	0.7389	0	0	0
98	mcp2k	396222	128276	2	151.34	151.34	151.34	150.0	1.34	0.0089	2	2	0
98	mcp2k	396222	97175	2	32.27	32.27	32.27	100.0	67.73	0.6773	0	0	0
98	mcp2k	396222	123255	2	34.14	34.14	34.14	100.0	65.86	0.6586	0	0	0
98	mcp2k	396222	95173	2	24.53	24.53	24.53	100.0	75.47	0.7547	0	0	0
98	mcp2k	396222	38114	2	1.18	1.18	1.18	100.0	98.82	0.9882	0	0	0
98	mcp2k	396222	131320	2	62.29	62.29	62.29	100.0	37.71	0.3771	0	0	0
98	mcp2k	396222	130313	2	34.97	34.97	34.97	100.0	65.03	0.6503	0	0	0
98	mcp2k	396222	72148	2	6.52	6.52	6.52	100.0	93.48	0.9348	0	0	0
98	mcp2k	396222	76152	2	7.91	7.91	7.91	100.0	92.09	0.9209	0	0	0
98	mcp2k	396222	99181	3	30.81	30.81	30.81	100.0	69.19	0.6919	0	0	0
98	mcp2k	396222	138339	3	147.68	147.68	147.68	150.0	2.32	0.0154	1	2	1
98	mcp2k	396222	14099	4	2.13	2.13	2.13	100.0	97.87	0.9787	0	0	0
98	mcp2k	396222	15100	4	0.27	0.27	0.27	100.0	99.73	0.9973	0	0	0
98	mcp2k	396222	34110	3	2.19	2.19	2.19	100.0	97.81	0.9781	0	0	0
98	mcp2k	396222	43119	3	0.64	0.64	0.64	100.0	99.36	0.9936	0	0	0
98	mcp2k	396222	102184	3	1.09	1.09	1.09	100.0	98.91	0.9891	0	0	0
98	mcp2k	396222	79155	4	2.37	2.37	2.37	100.0	97.63	0.9763	0	0	0
98	mcp1k	399052	15032	2	371.99	371.99	371.99	360.0	11.99	0.0333	4	4	0
98	mcp1k	399052	64067	2	109.47	109.47	109.47	100.0	9.47	0.0947	1	1	0
98	mcp1k	399052	53048	3	0.65	0.65	0.65	100.0	99.35	0.9935	0	0	0
98	mcp1k	399052	55050	3	2.66	2.66	2.66	100.0	97.34	0.9734	0	0	0
98	mcp1k	399052	56051	4	1.86	1.86	1.86	100.0	98.14	0.9814	0	0	0
98	mcp1k	399052	58053	3	4.55	4.55	4.55	100.0	95.45	0.9545	0	0	0
98	ncpi0	399860	17062	1	854.56	854.56	854.56	800.0	54.56	0.0682	5	5	0
98	ncpi0	399860	58071	2	2.76	2.76	2.76	100.0	97.24	0.9724	0	0	0
98	nuecc48	400474	18126	1	1197.11	1197.11	1197.11	800.0	397.11	0.4964	5	5	0
98	nuecc48	400474	86089	2	34.7	34.7	34.7	100.0	65.3	0.653	0	0	0
98	nuecc48	400474	82076	2	54.47	54.47	54.47	100.0	45.53	0.4553	0	0	0
98	nuecc48	400474	81074	2	7.23	7.23	7.23	100.0	92.77	0.9277	0	0	0
98	nuecc48	400474	109115	2	14.77	14.77	14.77	100.0	85.23	0.8523	0	0	0
98	nuecc48	400474	21039	4	1.63	1.63	1.63	100.0	98.37	0.9837	0	0	0
98	nuecc48	400474	46049	3	1.36	1.36	1.36	100.0	98.64	0.9864	0	0	0
98	nuecc48	400474	91097	3	2.28	2.28	2.28	100.0	97.72	0.9772	0	0	0
98	nuecc48	400474	101107	3	1.58	1.58	1.58	100.0	98.42	0.9842	0	0	0
98	mcp1k	409634	21002	2	167.24	167.24	167.24	150.0	17.24	0.1149	2	2	0
98	mcp1k	409634	27015	2	97.72	97.72	97.72	100.0	2.28	0.0228	0	1	1
98	mcp1k	409634	69032	3	36.33	36.33	36.33	100.0	63.67	0.6367	0	0	0
98	mcp2k	409888	13011	1	26.61	26.61	26.61	100.0	73.39	0.7339	0	0	0
98	mcp2k	409888	13008	1	1.96	0.69	1.96	100.0	98.04	0.9804	0	0	0
98	mcp2k	409888	57045	2	214.78	214.78	214.78	250.0	35.22	0.1409	2	2	0
98	mcp2k	409888	39012	3	1.37	1.37	1.37	100.0	98.63	0.9863	0	0	0
98	mcp2k	409888	41014	3	0.7	0.7	0.7	100.0	99.3	0.993	0	0	0
98	mcp2k	409888	43026	3	2.7	2.7	2.7	100.0	97.3	0.973	0	0	0
98	mcp2k	415278	23012	1	1068.97	1068.97	1068.97	800.0	268.97	0.3362	5	5	0
98	mcp2k	415278	23014	1	13.8	18.47	13.8	100.0	86.2	0.862	0	0	0
98	mcp2k	415278	23037	1	1210.65	1210.65	1210.65	800.0	410.65	0.5133	5	5	0
98	mcp2k	415278	64197	2	24.19	24.19	24.19	100.0	75.81	0.7581	0	0	0
98	mcp2k	415278	97153	2	3.14	3.14	3.14	100.0	96.86	0.9686	0	0	0
98	mcp2k	415278	83139	2	105.56	105.56	105.56	100.0	5.56	0.0556	1	1	0
98	mcp2k	415278	99156	2	64.2	64.2	64.2	100.0	35.8	0.358	0	0	0
98	mcp2k	415278	100161	2	15.89	15.89	15.89	100.0	84.11	0.8411	0	0	0
98	mcp2k	415278	22050	4	10.18	10.18	10.18	100.0	89.82	0.8982	0	0	0
98	mcp2k	415278	53083	4	0.21	0.21	0.21	100.0	99.79	0.9979	0	0	0
98	mcp2k	415278	54084	4	2.28	2.28	2.28	100.0	97.72	0.9772	0	0	0
98	mcp2k	415278	84140	3	3.42	3.42	3.42	100.0	96.58	0.9658	0	0	0
98	mcp2k	415278	85141	3	0.25	0.25	0.25	100.0	99.75	0.9975	0	0	0
98	mcp2k	415278	96152	4	15.35	15.35	15.35	100.0	84.65	0.8465	0	0	0
98	nuecc48	422851	1023	1	1113.08	1113.08	1113.08	800.0	313.08	0.3913	5	5	0
98	nuecc48	423981	59066	2	0.66	0.66	0.66	100.0	99.34	0.9934	0	0	0
98	nuecc48	423981	55062	2	9.27	9.27	9.27	100.0	90.73	0.9073	0	0	0
98	nuecc48	423981	66073	2	0.21	0.21	0.21	100.0	99.79	0.9979	0	0	0
98	nuecc48	423981	19050	3	13.2	13.2	13.2	100.0	86.8	0.868	0	0	0
98	nuecc48	423981	57064	3	0.56	0.56	0.56	100.0	99.44	0.9944	0	0	0
98	nuecc48	423981	65072	3	2.32	2.32	2.32	100.0	97.68	0.9768	0	0	0
98	nuecc48	423981	12037	3	141.49	141.49	141.49	150.0	8.51	0.0567	1	1	0
98	nuecc48	423981	12095	1	639.31	639.31	639.31	800.0	160.69	0.2009	4	4	0
98	nuecc48	433451	4040	1	1978.11	1978.11	1978.11	800.0	1178.11	1.4726	5	5	0
98	nuecc48	433451	92166	2	3.62	3.62	3.62	100.0	96.38	0.9638	0	0	0
98	nuecc48	433451	27101	2	3.2	3.2	3.2	100.0	96.8	0.968	0	0	0
98	nuecc48	433451	100244	2	2.65	2.65	2.65	100.0	97.35	0.9735	0	0	0
98	nuecc48	433451	44118	2	0.66	0.66	0.66	100.0	99.34	0.9934	0	0	0
98	nuecc48	433451	89163	2	4.06	4.06	4.06	100.0	95.94	0.9594	0	0	0
98	nuecc48	433451	24098	3	1.1	1.1	1.1	100.0	98.9	0.989	0	0	0
98	nuecc48	433451	25099	3	1.02	1.02	1.02	100.0	98.98	0.9898	0	0	0
98	nuecc48	433451	26100	3	0.82	0.82	0.82	100.0	99.18	0.9918	0	0	0
98	nuecc48	433451	29103	3	2.09	2.09	2.09	100.0	97.91	0.9791	0	0	0
98	nuecc48	433451	33107	3	2.97	2.97	2.97	100.0	97.03	0.9703	0	0	0
98	nuecc48	433451	54128	4	2.35	2.35	2.35	100.0	97.65	0.9765	0	0	0
98	nuecc48	433451	86160	3	1.91	1.91	1.91	100.0	98.09	0.9809	0	0	0
98	nuecc48	433451	90164	3	2.72	2.72	2.72	100.0	97.28	0.9728	0	0	0
98	nuecc48	433451	94168	3	1.01	1.01	1.01	100.0	98.99	0.9899	0	0	0
98	nuecc48	437699	11030	1	1241.66	1241.66	1241.66	800.0	441.66	0.5521	5	5	0
98	nuecc48	437699	11025	1	7.91	8.55	7.91	100.0	92.09	0.9209	0	0	0
98	nuecc48	437699	110075	2	4.47	4.47	4.47	100.0	95.53	0.9553	0	0	0
98	nuecc48	437699	17033	4	1.37	1.37	1.37	100.0	98.63	0.9863	0	0	0
98	nuecc48	437699	18034	4	68.23	68.23	68.23	100.0	31.77	0.3177	0	0	0
98	nuecc48	437699	103068	4	1.07	1.07	1.07	100.0	98.93	0.9893	0	0	0
98	nuecc48	444187	19079	1	347.87	347.87	347.87	360.0	12.13	0.0337	3	3	0
98	nuecc48	444187	19081	1	125.76	69.88	125.76	150.0	24.24	0.1616	1	1	0
98	nuecc48	444187	19082	1	172.28	172.28	172.28	150.0	22.28	0.1485	2	2	0
98	nuecc48	444187	23071	4	3.63	3.63	3.63	100.0	96.37	0.9637	0	0	0
98	nuecc48	447477	11019	1	827.54	827.54	827.54	800.0	27.54	0.0344	5	5	0
98	nuecc48	447477	18021	4	0.32	0.32	0.32	100.0	99.68	0.9968	0	0	0
98	nuecc48	447477	19022	4	1.46	1.46	1.46	100.0	98.54	0.9854	0	0	0
98	nuecc48	447477	43030	3	2.58	2.58	2.58	100.0	97.42	0.9742	0	0	0
98	nuecc48	447477	47034	3	0.1	0.1	0.1	100.0	99.9	0.999	0	0	0
98	nuecc48	447477	53040	3	0.57	0.57	0.57	100.0	99.43	0.9943	0	0	0
98	nuecc48	447477	78085	4	0.49	0.49	0.49	100.0	99.51	0.9951	0	0	0
98	ncpi0	463565	72064	3	13.41	13.41	13.41	100.0	86.59	0.8659	0	0	0
98	ncpi0	463565	109073	3	71.71	71.71	71.71	100.0	28.29	0.2829	0	0	0
98	ncpi0	463565	114086	3	27.15	27.15	27.15	100.0	72.85	0.7285	0	0	0
98	ncpi0	463565	115088	3	200.63	200.63	200.63	250.0	49.37	0.1975	2	2	0
98	ncpi0	463565	25034	4	1.56	1.56	1.56	100.0	98.44	0.9844	0	0	0
98	ncpi0	463565	26035	4	2.45	2.45	2.45	100.0	97.55	0.9755	0	0	0
98	ncpi0	463565	54046	4	2.1	2.1	2.1	100.0	97.9	0.979	0	0	0
98	ncpi0	463565	70062	3	10.21	10.21	10.21	100.0	89.79	0.8979	0	0	0
98	ncpi0	463565	116107	4	0.26	0.26	0.26	100.0	99.74	0.9974	0	0	0
98	ncpi0	463565	13001	3	680.9	680.9	680.9	800.0	119.1	0.1489	4	4	0
98	nuecc48	469665	15003	1	598.45	598.45	598.45	800.0	201.55	0.2519	4	4	0
98	nuecc48	469665	62073	2	18.25	18.25	18.25	100.0	81.75	0.8175	0	0	0
98	nuecc48	469665	68052	2	37.54	37.54	37.54	100.0	62.46	0.6246	0	0	0
98	nuecc48	469665	66042	2	54.84	54.84	54.84	100.0	45.16	0.4516	0	0	0
98	nuecc48	469665	18005	3	3.79	3.79	3.79	100.0	96.21	0.9621	0	0	0
98	nuecc48	469665	19006	4	0.75	0.75	0.75	100.0	99.25	0.9925	0	0	0
98	mcp2k	475096	26025	1	63.34	75.96	63.34	100.0	36.66	0.3666	0	0	0
98	mcp2k	475096	26036	1	32.02	32.22	32.02	100.0	67.98	0.6798	0	0	0
98	mcp2k	475096	19014	2	133.64	133.64	133.64	150.0	16.36	0.1091	1	1	0
98	mcp2k	475096	27027	4	2.97	2.97	2.97	100.0	97.03	0.9703	0	0	0
98	mcp2k	475096	28028	4	2.43	2.43	2.43	100.0	97.57	0.9757	0	0	0
98	mcp2k	475096	29029	4	0.74	0.74	0.74	100.0	99.26	0.9926	0	0	0
98	mcp2k	475096	30030	4	5.86	5.86	5.86	100.0	94.14	0.9414	0	0	0
98	nuecc48	489330	4018	1	1340.65	1340.65	1340.65	800.0	540.65	0.6758	5	5	0
98	nuecc48	489330	52069	2	3.79	3.79	3.79	100.0	96.21	0.9621	0	0	0
98	nuecc48	489330	36061	3	1.67	1.67	1.67	100.0	98.33	0.9833	0	0	0
98	nuecc48	489330	39064	3	11.07	11.07	11.07	100.0	88.93	0.8893	0	0	0
98	ncpi0	506114	19022	2	1638.54	1638.54	1638.54	800.0	838.54	1.0482	5	5	0
98	ncpi0	506114	80078	2	11.92	11.92	11.92	100.0	88.08	0.8808	0	0	0
98	ncpi0	506114	82080	2	11.83	11.83	11.83	100.0	88.17	0.8817	0	0	0
98	ncpi0	506114	89100	2	49.58	49.58	49.58	100.0	50.42	0.5042	0	0	0
98	ncpi0	506114	60058	2	8.1	8.1	8.1	100.0	91.9	0.919	0	0	0
98	ncpi0	506114	26048	3	0.52	0.52	0.52	100.0	99.48	0.9948	0	0	0
98	ncpi0	506114	27049	4	0.53	0.53	0.53	100.0	99.47	0.9947	0	0	0
98	ncpi0	506114	97125	3	5.27	5.27	5.27	100.0	94.73	0.9473	0	0	0
98	ncpi0	506114	98126	3	0.96	0.96	0.96	100.0	99.04	0.9904	0	0	0
98	ncpi0	506114	99127	3	2.2	2.2	2.2	100.0	97.8	0.978	0	0	0
98	ncpi0	506746	21067	1	59.7	59.7	59.7	100.0	40.3	0.403	0	0	0
98	ncpi0	506746	21149	1	23.76	46.68	23.76	100.0	76.24	0.7624	0	0	0
98	ncpi0	506746	74129	2	2.35	2.35	2.35	100.0	97.65	0.9765	0	0	0
98	ncpi0	506746	71126	2	5.32	5.32	5.32	100.0	94.68	0.9468	0	0	0
98	ncpi0	506746	69124	2	965.75	965.75	965.75	800.0	165.75	0.2072	5	5	0
98	ncpi0	506746	77140	2	0.34	0.34	0.34	100.0	99.66	0.9966	0	0	0
98	ncpi0	506746	62091	2	15.94	15.94	15.94	100.0	84.06	0.8406	0	0	0
98	ncpi0	506746	22069	3	29.92	29.92	29.92	100.0	70.08	0.7008	0	0	0
98	ncpi0	506746	61090	3	6.76	6.76	6.76	100.0	93.24	0.9324	0	0	0
98	ncpi0	506746	76139	3	42.68	42.68	42.68	100.0	57.32	0.5732	0	0	0
98	ncpi0	506746	20048	4	3.32	3.32	3.32	100.0	96.68	0.9668	0	0	0
98	ncpi0	506746	53082	3	0.6	0.6	0.6	100.0	99.4	0.994	0	0	0
98	ncpi0	506746	21056	1	72.86	72.86	72.86	100.0	27.14	0.2714	0	0	0
98	ncpi0	506746	76139	3	2.29	2.29	2.29	100.0	97.71	0.9771	0	0	0
98	ncpi0	521075	18007	2	625.97	625.97	625.97	800.0	174.03	0.2175	4	4	0
98	ncpi0	521075	25022	4	1.74	1.74	1.74	100.0	98.26	0.9826	0	0	0
98	ncpi0	521075	26023	4	0.28	0.28	0.28	100.0	99.72	0.9972	0	0	0
98	ncpi0	521075	27024	4	1.79	1.79	1.79	100.0	98.21	0.9821	0	0	0
98	ncpi0	521075	28025	4	0.87	0.87	0.87	100.0	99.13	0.9913	0	0	0
98	ncpi0	521075	89028	3	2.12	2.12	2.12	100.0	97.88	0.9788	0	0	0
98	ncpi0	521075	90029	3	1.16	1.16	1.16	100.0	98.84	0.9884	0	0	0
98	ncpi0	521075	92031	3	2.37	2.37	2.37	100.0	97.63	0.9763	0	0	0
141	mcp2k	47696	35001	4	0.24	0.24	0.24	100.0	99.76	0.9976	0	0	0
141	mcp2k	47696	37003	4	0.23	0.23	0.23	100.0	99.77	0.9977	0	0	0
141	mcp2k	47696	16000	1	111.0	111.0	111.0	100.0	11.0	0.11	1	1	0
141	mcp2k	51546	67024	2	169.02	169.02	169.02	150.0	19.02	0.1268	2	2	0
141	mcp2k	51546	66017	2	11.31	11.31	11.31	100.0	88.69	0.8869	0	0	0
141	mcp2k	51546	56005	2	6.98	6.98	6.98	100.0	93.02	0.9302	0	0	0
141	mcp2k	51546	54003	3	15.66	15.66	15.66	100.0	84.34	0.8434	0	0	0
141	mcp2k	51546	55004	3	0.1	0.1	0.1	100.0	99.9	0.999	0	0	0
141	mcp2k	51546	57006	3	0.32	0.32	0.32	100.0	99.68	0.9968	0	0	0
141	mcp2k	52044	18004	1	94.84	94.84	94.84	100.0	5.16	0.0516	0	0	0
141	mcp2k	52044	24035	2	37.89	37.89	37.89	100.0	62.11	0.6211	0	0	0
141	mcp2k	52044	58029	2	49.27	49.27	49.27	100.0	50.73	0.5073	0	0	0
141	mcp2k	52044	25013	4	0.87	0.87	0.87	100.0	99.13	0.9913	0	0	0
141	mcp2k	52044	26014	4	1.25	1.25	1.25	100.0	98.75	0.9875	0	0	0
141	mcp2k	52044	42016	3	1.06	1.06	1.06	100.0	98.94	0.9894	0	0	0
141	mcp2k	52044	44018	3	1.53	1.53	1.53	100.0	98.47	0.9847	0	0	0
141	mcp2k	52044	45019	3	1.01	1.01	1.01	100.0	98.99	0.9899	0	0	0
141	mcp2k	52044	46020	3	0.49	0.49	0.49	100.0	99.51	0.9951	0	0	0
141	mcp2k	52044	47021	3	0.58	0.58	0.58	100.0	99.42	0.9942	0	0	0
141	mcp2k	52044	48022	3	1.91	1.91	1.91	100.0	98.09	0.9809	0	0	0
141	mcp2k	52044	49023	3	2.56	2.56	2.56	100.0	97.44	0.9744	0	0	0
141	mcp2k	52044	51025	3	1.09	1.09	1.09	100.0	98.91	0.9891	0	0	0
141	mcp2k	52044	52026	3	1.5	1.5	1.5	100.0	98.5	0.985	0	0	0
141	mcp2k	52605	51023	1	126.93	126.93	126.93	150.0	23.07	0.1538	1	1	0
141	mcp2k	52605	45011	2	23.51	23.51	23.51	100.0	76.49	0.7649	0	0	0
141	mcp2k	52605	18006	4	3.2	3.2	3.2	100.0	96.8	0.968	0	0	0
141	mcp2k	52605	44010	3	3.76	3.76	3.76	100.0	96.24	0.9624	0	0	0
141	mcp2k	52693	18034	1	147.89	147.89	147.89	150.0	2.11	0.0141	1	2	1
141	mcp2k	52693	47011	2	0.71	0.71	0.71	100.0	99.29	0.9929	0	0	0
141	mcp2k	52693	45009	4	0.93	0.93	0.93	100.0	99.07	0.9907	0	0	0
141	mcp2k	53658	22004	2	14.0	14.0	14.0	100.0	86.0	0.86	0	0	0
141	mcp2k	53658	39005	3	3.08	3.08	3.08	100.0	96.92	0.9692	0	0	0
141	mcp2k	53658	40006	3	9.59	9.59	9.59	100.0	90.41	0.9041	0	0	0
141	mcp2k	53658	42008	3	0.34	0.34	0.34	100.0	99.66	0.9966	0	0	0
141	mcp2k	53658	43009	3	1.27	1.27	1.27	100.0	98.73	0.9873	0	0	0
141	mcp2k	53658	54010	3	2.12	2.12	2.12	100.0	97.88	0.9788	0	0	0
141	mcp2k	53658	15003	3	122.63	122.63	122.63	100.0	22.63	0.2263	1	1	0
141	mcp1k	54341	18008	1	25.35	31.06	25.35	100.0	74.65	0.7465	0	0	0
141	mcp1k	54341	101041	2	274.56	274.56	274.56	250.0	24.56	0.0982	3	3	0
141	mcp1k	54341	30009	4	2.15	2.15	2.15	100.0	97.85	0.9785	0	0	0
141	mcp1k	54341	31010	4	0.16	0.16	0.16	100.0	99.84	0.9984	0	0	0
141	mcp1k	54341	32011	4	0.31	0.31	0.31	100.0	99.69	0.9969	0	0	0
141	mcp1k	54341	33012	4	1.06	1.06	1.06	100.0	98.94	0.9894	0	0	0
141	mcp1k	54341	75017	3	4.68	4.68	4.68	100.0	95.32	0.9532	0	0	0
141	mcp1k	54341	77019	3	1.19	1.19	1.19	100.0	98.81	0.9881	0	0	0
141	mcp1k	54341	78020	3	0.37	0.37	0.37	100.0	99.63	0.9963	0	0	0
141	mcp1k	54341	81023	3	1.26	1.26	1.26	100.0	98.74	0.9874	0	0	0
141	mcp1k	54341	82024	3	0.49	0.49	0.49	100.0	99.51	0.9951	0	0	0
141	mcp1k	54341	102044	4	0.55	0.55	0.55	100.0	99.45	0.9945	0	0	0
141	mcp1k	54341	103045	4	0.37	0.37	0.37	100.0	99.63	0.9963	0	0	0
141	mcp2k	54453	22019	1	9.82	7.93	9.82	100.0	90.18	0.9018	0	0	0
141	mcp2k	54453	57050	2	191.84	191.84	191.84	150.0	41.84	0.2789	2	2	0
141	mcp2k	54453	58051	2	45.96	45.96	45.96	100.0	54.04	0.5404	0	0	0
