run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	318769	0.65237904	0.080431744			989.2634	1089.3832	0.0	39.24067407010205
18255	1	319475	-0.11761002	-0.7050144			764.849	360.78763	0.0	1.1208781479268903
18255	1	319871	2.214045	3.0940888						
18255	1	320485	3.2150335	3.1442254						
18255	1	321015	2.3879848	2.226954			870.19434	857.8948		
18255	1	321169	-1.637627	0.10028705			329.88736	462.8952	0.0	12.796214384441983
18255	1	321629					819.72546	891.6947		
18255	1	321849	2.4567952	2.7024426						
18255	1	321895	2.3577492	0.60048497			815.90283	916.2302		
18255	1	322135	3.448523	3.2004445			1013.4056	1019.1257	0.0	1.7031894832049634
18255	1	322181	3.1388135	2.2472324						
18255	1	322269	4.184263	4.079891						
18255	1	322707	1.0164673	2.1977544					0.0	35.493569035070784
18255	1	322861	2.9155595	2.580169			399.05124	405.98047		
18255	1	323171	1.6151109	2.141757			785.405	868.93475		
18255	1	323369	-0.3907615	-1.1882471						
18255	1	347824	3.1244273	2.5840511	-4.300936	-15.0	1751.7229	1137.3789		
18255	1	347890	3.0253916	-0.028675886			751.1826	703.38885	0.0	30.998652043718298
18255	1	348594			-4.300936	-15.0	195.46338	682.41833		
18255	1	349056	1.7204943	3.1404712					0.0	7.839274505967489
18255	1	350354	1.5050582	0.41940656	-1.051642	-15.0	985.67145	861.01086	0.0	42.21757713899303
18255	1	350596	-1.5847316	-1.9159707			309.00385	323.4961	0.0	2.2703597141045506
18255	1	352202	-3.2137482	-3.0595715						
18255	1	352664	3.4529023	4.301008						
18255	1	354248	2.904214	2.8004336			728.40765	780.69965	0.0	4.011872710169163
18255	1	354578	0.5875493	0.0040714047			409.75806	467.30597	0.0	1.0990764931359167
18255	1	355106	-3.064984	-0.49689353			1025.8678	1031.5012	0.0	353.2683186717857
18255	1	355238	2.8200994	2.9291453						
18255	1	388323	1.3685989	2.3975334						
18255	1	390216	3.134931	4.301008			1111.0111	1082.685		
18255	1	390370	4.198255	3.8487408						
18255	1	390391	3.5478694	3.421312						
18255	1	390634	1.5812609	1.8768306			845.02234	714.9961		
18255	1	390743					507.20767	528.0333	0.0	8.078246477481919
18255	1	390810	1.8191583	1.1412194						
18255	1	390942	-1.9244189	-1.7870063			136.16153	333.3777	0.0	1.1665191203392453
18255	1	391415	2.8857734	3.18809						
18255	1	391513	4.193762	4.0055823						
18255	1	391777	0.94946736	0.77357227						
18255	1	391899	3.9648345	4.2765856			819.7494	947.4414		
18255	1	392009	3.8567765	3.9085166						
18255	1	392327	2.9085338	2.7108176						
18255	1	392527	1.9541495	1.3121859			479.57538	473.63065	0.0	1.5538384740377718
18255	1	392759	1.8705782	1.8067397			634.93274	588.8343	0.0	1.5656654506455123
18255	1	392891	3.821161	3.7111652						
18255	1	392988					359.396	407.5024		
18255	1	393089	2.4439366	2.593932						
18255	1	393727	1.6840942	1.4939237						
18255	1	393758	3.3299303	3.0219088						
18255	1	395012	2.3823297	2.4678307			460.25183	471.77835		
18255	1	395033	2.51965	2.3645964						
18255	1	395089	0.8203275	1.1560851			671.1492	680.7875		
18255	1	395209							0.0	1.3631797060182456
18255	1	395277	-0.07216398	-0.18832594						
18255	1	395298	0.4585722	-0.055312954			715.0516	869.5202	0.0	1.2146339606745717
18255	1	395443	1.7494565	1.1489766			630.79456	655.5704		
18255	1	395573	-0.08752588	-0.24614283			288.34064	417.07257		
18255	1	395597	-0.564209	-2.0883148	-4.300936	-15.0	1443.1992	1566.4888		
18255	1	395695	3.217063	1.5476121			869.5201	939.93616		
18255	1	396037	0.003907119	0.4839481			363.2036	551.4911		
18255	1	396057	1.6187942	1.7049973					0.0	81.38276870333193
18255	1	396091	3.241221	3.0608466						
18255	1	396222	-0.7946933	-0.7101947	1.3214117	-1.073872	4654.1606	4003.9612	0.0	3.094620691644785
18255	1	396323	2.1270168	1.15733			519.2836	597.46814	0.0	2.4344971775880286
18255	1	396355	3.0631247	2.875815						
18255	1	396420	3.5547647	3.786637						
18255	1	396551	1.9595022	-1.3709563			643.89954	713.6157	0.0	2.180081335254499
18255	1	396761	2.5114062	2.3111057						
18255	1	396805	2.9024677	2.6754804						
18255	1	396816	-0.10001131	-1.6668509			599.3358	120.597404	0.0	22.83970751018849
18255	1	396829	-2.1550057	-2.0794303			556.79285	563.082		
18255	1	396927	0.71920663	1.1950392			809.214	754.9927		
18255	1	396971	-0.4713309	-0.37323523			746.7965	723.7826	0.0	3.835554551639177
18255	1	397005	2.979766	3.180544			633.9081	549.6798		
18255	1	397103	-0.005570714	3.074097					0.0	3.888957057926983
18255	1	397190	2.779753	2.61748						
18255	1	397401	2.768344	3.575127	-4.300936	-15.0	761.52167	917.61523		
18255	1	397476	-4.301008	-1.1011498			806.6725	732.7881	0.0	24.851505820586507
18255	1	397542	-3.0497007	-1.5156881			199.26842	310.05673	0.0	2.2897446398671053
18255	1	397599	1.8136392	2.730053			353.91644	261.75122		
18255	1	397630	1.9829987	2.1101024			752.9809	893.10364	0.0	1.2095194260118203
18255	1	397927	3.3467555	3.2579446						
18255	1	398181	3.0399053	2.7786891						
18255	1	398268	2.8143446	3.3801544	-15.0	-4.300936	985.844	876.5491	0.0	1.5486794525688752
18255	1	398313	1.4610422	1.6094867			532.0761	538.1572		
18255	1	400029	3.7704964	3.900289						
18255	1	400185					381.1405	396.9259		
18255	1	400251	-0.49251783	-0.080574445			460.0382	531.3488	0.0	3.1836538865429524
18255	1	400779	0.82359844	-1.40957			507.5047	369.37256	0.0	5.099540702693239
18255	1	402077	2.116609	1.9248728	-15.0	-2.714721	774.0427	491.47006		
18255	1	402209	3.7520802	3.540579						
18255	1	403023	3.4005144	2.5374217			660.5485	568.5576	0.0	1.3328951199925794
18255	1	405201	3.487196	3.8694103			1271.3942	1121.304		
18255	1	405707	3.9884613	4.301008			943.8414	1018.388		
18255	1	406125	1.2131957	1.529663			946.0821	989.83124		
18255	1	406147					1267.9268	1292.5709	0.0	2.152646713635329
18255	1	406367	1.402556	0.58382463			407.47992	492.70355		
18255	1	406631	0.59729785	-0.526208			649.47565	982.1196	0.0	205.50977095724392
18255	1	407534	2.1486194	1.3427513			632.744	493.3377		
18255	1	407886	-0.91247004	-1.0049042						
18255	1	408678	-1.2466146	0.14817864	-4.300936	-15.0	440.89218	682.32874	0.0	21.105722227153336
18255	1	409140	0.7425661	-0.39962727	-4.300936	-15.0	466.24927	532.8966	0.0	9.026498100649853
18255	1	409514	-2.6905842	-1.7337664			232.69711	241.14655	0.0	2.407732097864905
18255	1	409624	1.2925167	1.3557642						
18255	1	409888					1449.7898	1330.3019	0.0	1.4916490102406794
18255	1	409906	3.197403	3.2737427			881.9325	863.0579		
18255	1	410566	1.5008912	0.4283993						
18255	1	410680	2.2953064	0.7100654			874.66754	906.28973		
18255	1	410698	3.7108798	3.450061			491.35635	497.4248		
18255	1	412396	4.301008	3.4824502			685.61206	502.02686		
18255	1	412612	-3.4165056	-3.6748676						
18255	1	414200	3.8827002	4.1137314						
18255	1	414240	4.301008	1.196628			1126.7317	327.30597	0.0	21.608294523087732
18255	1	414288	-1.8758962	-1.6327865						
18255	1	414306	0.7918953	2.0775144						
18255	1	415186	2.1604214	3.7762382			352.9451	717.8652	0.0	8.192725704611385
18255	1	415564	2.8656833	2.7585058			507.14154	513.4658		
18255	1	417782	-2.9517689	-2.0460486			137.62877	190.6039	0.0	4.491136233494713
18255	1	473952	1.2546499	-0.26813754			739.33887	641.851	0.0	1.4076792601299082
18255	1	474612			-3.8650148	-3.6104019				
18255	1	474678	0.0020086989	0.24704055			864.44727	733.4585		
18255	1	477142	2.1938963	1.9257249			646.9368	660.3428		
18255	1	478088	4.102785	4.301008						
18255	1	478374	0.27213046	2.56124			369.35886	390.5137	0.0	3.9894650389996262
18255	1	478638	1.9677224	3.0237904			553.88727	532.50494		
18255	1	478880	1.193491	2.9047656			1017.767	1258.9667		
18255	1	479650	0.011399935	-0.13112645			588.52295	499.23145	0.0	22.070607883513325
18255	1	480728	3.028866	3.119189			350.23972	357.05844		
18255	1	480772					543.46497	738.49457		
18255	1	480970	1.2877647	0.02149684					0.0	1.7027269444335444
18255	1	494847	3.1824949	3.062799						
18255	1	495199	4.021816	3.6417153			793.2529	787.26855		
18255	1	495881	1.8861074	-0.11119215	-15.0	-4.300936	624.88025	630.1115	0.0	34.676301373713436
18255	1	497311	-1.3087329	-1.6059332			1500.4708	724.5868	0.0	176.52489303947658
18255	1	497553	0.14705421	-1.8367409			472.39658	365.4256		
18255	1	498851	2.416231	2.350446						
18255	1	499115	2.566577	2.806361						
18255	1	499423	0.0066746534	0.091769435			330.21817	370.54416		
18255	1	499577	4.05137	2.8090737	-4.300936	-15.0	1548.795	1617.7953		
18255	1	500149	3.32397	3.4832118			590.7523	570.61115		
18255	1	500567	1.2648532	-0.49733782			233.80928	360.2779		
18255	1	501711	2.6436367	2.7851484			839.1659	807.035	0.0	4.037969403648818
18255	1	502019	0.9773421	0.4656817	-4.300936	-15.0	710.6624	727.55096	0.0	119.77194517345676
18255	1	502525	1.6284502	2.1944487			379.1518	373.65717		
18255	1	502921	1.9875965	3.2337215			655.8871	643.3839		
18259	1	47278	1.6434077	1.3509406			776.5213	841.6608		
18259	1	47784	4.104793	4.301008						
18259	1	48488	4.301008	4.0824766						
18259	1	48774					892.5324	853.5513	0.0	4.527918355656056
18259	1	51128	0.66654694	0.6087247						
18259	1	51546					526.3192	559.6775		
18259	1	53130	0.6109304	1.7348057	-4.300936	-15.0	398.0034	371.6294		
18259	1	53658	-1.5959324	-1.8155094						
18259	1	94392	1.5004531	2.0424175	-4.300936	-15.0	1060.8085	1360.012		
18259	1	94546	3.2177644	3.4366717					0.0	4.401886229376673
18259	1	94942					761.9291	799.6881		
18259	1	95074	3.709781	2.5578728			460.96997	589.49365		
18259	1	96306	4.301008	4.24811			787.4098	919.0067		
18259	1	97010	1.745274	1.5132507			431.22095	437.1306	0.0	1.5853798707565527
18259	1	98704	-2.3323894	-3.27418			286.62323	179.56396	0.0	3.043056119446391
18259	1	99232	2.5649612	3.5324047			905.4323	1002.0756		
18259	1	99716					1563.3274	1419.1643		
18259	1	99782	3.8449144	4.289298					0.0	1.51206860182367
18259	1	100222	1.0108488	2.5787134	-1.4856112	-0.44964853	3184.5085	3176.2185		
18259	1	100420	1.6047913	1.4608476					0.0	1.2084475912922379
18259	1	101454	3.0960102	1.4516946			994.33167	795.00793	0.0	1.503371066289363
18259	1	101498	2.70539	1.4367437			564.7602	434.4159	0.0	131.71378974071436
18259	1	156093	2.8787315	2.7540324					0.0	1.4677227577441132
18259	1	159569	0.2623054	-0.28459048			652.8877	596.88947	0.0	5.540319127881694
18259	1	161043					340.73798	348.39035		
18259	1	162143					1548.2305	1555.9683		
18259	1	163771	-0.85062397	1.7509433			529.17126	389.79028	0.0	101.99689770829278
18259	1	164475	3.5415819	3.1013355			1091.5259	1110.9558		
18259	1	165157	-2.0986862	-0.9641809			418.81635	450.26688	0.0	17.577159899286908
18259	1	165544	-0.47417632	-0.36124477			332.04688	375.31403	0.0	19.64577790429535
18259	1	165767	0.03861019	0.9228775			596.23486	523.3812	0.0	58.38658138947032
18259	1	166050					422.78683	413.18658		
18259	1	166295	-0.65148443	-0.5461497			527.8159	535.5102	0.0	1.8377894989864922
18259	1	166996	3.1731505	1.4685119			524.39856	600.11957	0.0	18.07698997498754
18259	1	168209	3.6018047	3.7125976						
18259	1	168448	0.775603	0.71303153			684.7311	489.41205		
18259	1	169067	3.588556	3.4992266						
18259	1	169152	2.064243	2.5798554						
18259	1	169240	3.8330686	3.7636883			1079.6438	1087.8993		
18259	1	169306	0.69443715	0.28750083			471.64084	336.68033		
18259	1	169658	4.2078476	4.301008						
18259	1	169724	1.0503856	-0.91952574			724.70776	425.47873	0.0	28.40616759058556
18259	1	169793	2.5574665	3.1607597			842.0503	879.6559		
18259	1	170076	4.301008	3.3021226			1221.3525	1076.915	0.0	4.674523484753713
18259	1	170098	2.5440936	2.966654						
18259	1	170365	3.8080487	3.7222364						
18259	1	170428	3.874875	3.8111382			863.70605	876.8076		
18259	1	170585	1.951366	2.245496						
18259	1	170761	4.301008	3.6668859			1292.5754	1499.7926	0.0	1.6503277199723083
18259	1	171143	2.9998906	3.11954	-4.300936	-15.0	783.85657	802.26605		
18259	1	171352	3.1348166	3.2575762			1077.8326	1084.6243		
18259	1	171528	-1.0804327	-0.38584462			368.3587	542.0645		
18259	1	171572	-0.42275974	-0.26489925						
18259	1	171729	2.67295	2.49897			753.2819	733.6527		
18259	1	171866	1.0115929	1.200608						
18259	1	172020	4.138514	3.818504					0.0	3.930931477830656
18259	1	172177	3.3425694	3.7121372			402.84198	347.97708		
18259	1	172344			-4.300936	-15.0	419.03912	633.35156		
18259	1	172617	3.5788693	3.3550398						
18259	1	172850	2.482241	2.6199799						
18259	1	173049	3.2207437	3.507492			359.5079	372.29828		
18259	1	173093	-1.1497661	-1.6465235			435.76135	351.2854		
18259	1	173450	-3.7998245	-3.867212						
18259	1	173585	3.6391485	4.301008			587.9114	830.87976	0.0	5.9279342719193595
18259	1	173620	0.79836535	1.0725646			607.7555	528.0945		
18259	1	173819	1.0470245	1.8388139			1141.9758	1159.0452	0.0	1.3181953569695324
18259	1	173912	1.7779578	1.6243821			414.30768	476.00537	0.0	4.852916598098524
18259	1	174311	1.6648623	2.9596581			559.65735	554.16345	0.0	9.041205980841449
18259	1	174352	2.0806067	2.8586855			645.50757	716.7917		
18259	1	174661	3.5315852	3.6501536						
18259	1	174771	2.499881	3.8029335			1771.3142	2195.7708		
18259	1	174896	3.7692826	0.7223453			1030.7762	331.7902	0.0	11.514102285855397
18259	1	174993	1.7091298	1.4792312						
18259	1	175094	4.301008	4.0734706						
18259	1	175117					406.06668	400.54596		
18259	1	175952	4.1521387	3.717849			1394.3416	1487.5703		
18259	1	176502	0.87115395	0.7267649	-15.0	3.7389193	4099.7896	4762.0537	0.0	6.383816835784376
18259	1	176533	-0.5145304	-0.10876156			687.5822	796.12933		
18259	1	176948	-1.8720914	-1.7732189						
18259	1	176986					362.85547	368.16626		
18259	1	177068	-2.3866968	-1.3587694	-15.0	-4.300936	383.20477	309.5475	0.0	21.374891201010236
18259	1	177149	-1.573533	-1.4100559						
18259	1	177178	4.153918	3.259474			476.54425	463.5083	0.0	1.02932633946869
18259	1	177266	-0.6591509	-0.5617053						
18259	1	177366	2.2008533	1.8761008			559.5476	517.1039		
18259	1	177521	1.894628	3.0272987			546.218	474.53552		
18259	1	177536	2.4027429	2.1845598			1073.4031	1098.5798		
18259	1	177939	-0.6262725	-1.4434445			205.50536	364.68185	0.0	2.812724910452832
18259	1	177961	0.7191877	-1.0751752			412.62714	333.91394		
18259	1	178225	1.1347958	0.63125014			473.4043	442.88217	0.0	6.095561797254548
18259	1	178388	2.5101957	1.9447821						
18259	1	178445	-0.33734468	-1.0761232			375.58115	289.72992	0.0	28.663782779793895
18259	1	178570	2.5858338	3.0354788			675.8312	746.4201		
18259	1	178645	2.2457888	1.6635113					0.0	2.3462727855140777
18259	1	178865	3.6295595	2.1012652			632.7388	639.4748	0.0	1.3814786059146849
18259	1	178885	2.4917681	2.8704412			711.80383	783.2533		
18259	1	179048	2.8569825	1.5308049	-4.300936	-15.0	1245.817	1179.5076	0.0	24.98973524429582
18259	1	179054	0.8077832	0.8863152						
18259	1	179369	1.2017272	2.5530953	-15.0	-4.300936	513.201	1557.5803	0.0	10.819938949396665
18259	1	179604					1528.065	1504.112		
18259	1	179611	1.6424459	1.3230003						
18259	1	179752	0.7578046	0.5978202			712.475	753.6637		
18259	1	179765	2.324668	-0.07318059			504.79803	247.12692		
18259	1	179912	2.0079398	2.382035						
18259	1	180544	0.55096745	1.2871568			451.85754	596.81445	0.0	8.065193039314074
18259	1	180645	2.8295171	-0.9986103			594.1901	327.97025	0.0	2.6834920299909646
18259	1	180698	-4.301008	-2.8210042			732.3911	1028.6279		
