run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	51219	3.2436996	3.2960963						
18255	1	51868	-0.658107	1.377092			701.19507	554.7353	0.0	156.10032891800307
18255	1	52044	2.099183	1.81725			587.1294	658.87396		
18255	1	52605	-2.9045525	-3.1824539			192.00885	210.08974		
18255	1	52693	-0.69857496	-0.8253997						
18255	1	52759	-1.5210181	-1.9796164			261.7307	247.91808		
18255	1	53793	3.854006	4.0398498			876.806	886.9144		
18255	1	53881	-1.3005842	-0.8149306			413.035	484.9332	0.0	4.866093918896834
18255	1	54332	0.9964804	-1.108872			1740.8712	1657.4777	0.0	59.87956697271058
18255	1	54508	-1.7388395	-2.0549378			255.33916	248.54973		
18255	1	54629	-2.3625746	-1.8500534			786.4081	667.9848		
18255	1	55278	0.10644627	0.38571578						
18255	1	55322	0.9413386	3.341896			916.4164	877.99634		
18255	1	55542	2.3439634	2.7218068						
18255	1	55740	3.0959978	-0.12665954			636.7145	456.90823	0.0	235.94525691617466
18255	1	56180	2.8568857	0.89705557					0.0	1.9813226022281056
18255	1	56763	-1.8359733	-0.35885248	-15.0	-4.300936	398.94415	341.53345	0.0	20.554654410932855
18255	1	56972	-3.374752	-1.1360434	-4.191067	-4.2625637	361.49634	318.565	0.0	36.89602205919725
18255	1	57742	2.416261	2.4725282						
18255	1	58072	1.2206682	1.4570478						
18255	1	58325	3.1832201	3.6490047						
18255	1	58919	4.052294	4.301008			548.16846	503.69757		
18255	1	65266	-0.35109228	0.006950535			318.69995	306.1723		
18255	1	65948					732.88965	782.62463		
18255	1	66366					903.2392	930.28046	0.0	1.1303278992681887
18255	1	66652	3.2199163	3.9326515			817.0186	970.11914		
18255	1	66872	1.2793897	0.48565668			551.55383	307.18802	0.0	9.081946863494402
18255	1	66900	2.3455386	2.756335						
18255	1	66944	-0.31925085	-0.05436435			287.3609	244.00711	0.0	51.90471853477793
18255	1	67026	3.242799	3.1278498						
18255	1	67868	2.2994354	2.7266765			922.46924	874.5182		
18255	1	67928	2.8738859	2.4701316			682.18286	635.56946		
18255	1	68280	2.540323	3.045429			552.98596	577.9909	0.0	1.0459382896595815
18255	1	68308	3.6786609	3.8735344						
18255	1	68748	1.8167746	2.3690753						
18255	1	69006	3.6009014	3.7016366					0.0	1.110361707924496
18255	1	69232	3.437165	4.0257416	-15.0	-4.300936	950.8287	1051.3844	0.0	5.786991988115751
18255	1	69254	0.7213719	0.41361478			815.4026	425.68652	0.0	2.6682905614361494
18255	1	69306	1.5946301	1.2854242			516.14813	369.84155	0.0	2.51240441142941
18255	1	69666	2.8386185	3.305231			887.5482	1050.5776	0.0	1.1845779578398377
18255	1	69936	1.0433215	0.8905849			472.41174	344.9885		
18255	1	70084	2.337068	2.7911768			610.0174	576.62756	0.0	1.5576458051123232
18255	1	70178	2.5695033	2.0642364						
18255	1	70186	4.301008	4.1516914						
18255	1	70472	0.63242644	1.0426694			1175.2255	1183.1653		
18255	1	70538	-0.073596895	-0.27458736						
18255	1	70692	3.6109958	3.8331463						
18255	1	70766					659.849	736.2344		
18255	1	70912	4.301008	3.678727			1165.2648	1305.9288		
18255	1	71022	0.8232435	1.877613			333.42374	341.4441		
18255	1	71092	0.7766552	-1.5329921			518.9805	314.20206	0.0	59.46995531274221
18255	1	71748	1.4531387	3.257104			780.4249	703.41174	0.0	1.1805769991406718
18255	1	71872	1.1916435	1.0983121			985.1987	1127.8318		
18255	1	72055					890.2252	856.4911		
18255	1	72099	-2.6313262	-2.3953102						
18255	1	72170	3.3930492	3.1207573			1042.4688	911.96155		
18255	1	72742	3.1416879	2.362829			266.44012	259.0921		
18255	1	72759	-0.20851871	0.3365322			211.99069	473.01605		
18255	1	73336	-0.2177251	0.59164137	-4.300936	-15.0	576.37177	696.8116		
18255	1	73412	3.8033137	3.9603176			717.01245	707.1282		
18255	1	73688	2.8046255	0.91992396			834.6832	951.4756		
18255	1	73698	2.7265482	1.9554038						
18255	1	73838	3.607332	3.8487916					0.0	1.0933343905210329
18255	1	74146	1.074266	1.177509						
18255	1	74326	2.215135	2.7098644			1777.8721	1691.1814	0.0	1.0587279137247663
18255	1	74336	-0.14778662	-0.6972858			624.77936	429.5835		
18255	1	74380	2.3059397	2.427354						
18255	1	75040	4.224862	1.8550051			756.01996	558.9589	0.0	1.8620753219324866
18255	1	75135	3.9134464	3.2864628			661.1989	677.77405		
18255	1	75206	3.7566228	2.8938484			1217.8601	566.3814	0.0	1.3646216898774493
18255	1	75316	1.2175863	0.10564165			319.1909	351.84552	0.0	1.218027051807985
18255	1	75700	2.8966553	2.6686456			745.6735	716.46985	0.0	2.879766604178024
18255	1	75729	1.5051402	0.30466527			270.11978	95.48029	0.0	1.9972689786305702
18255	1	75862	3.9009852	4.0533905			620.8242	612.03235	0.0	1.9118732396981781
18255	1	75954	-0.5871327	0.41258535			753.089	689.5614		
18255	1	76059	2.539502	2.625863			505.59354	412.92886		
18255	1	76280	2.4245634	2.734406						
18255	1	76346	-0.90624976	-1.3158016			584.1587	518.4165	0.0	8.24917007535086
18255	1	76350	-0.025541194	-0.5891883	-0.87941885	-4.300936	1277.3861	1261.8318	0.0	62.430327069231176
18255	1	76888	3.297241	2.9443705						
18255	1	77328	3.6619403	4.301008	-4.300936	-15.0	1037.3297	1146.7467		
18255	1	77846	4.2972503	3.9636822						
18255	1	77878	2.801102	2.4623077			1331.5044	872.12915		
18255	1	77978							0.0	1.1531993360992987
18255	1	78242	3.9827614	4.301008			1459.6481	1467.7067		
18255	1	81420	2.152479	1.4281251						
18255	1	82322	4.301008	3.3661335			876.3227	1175.2573		
18255	1	90135	-1.5994655	-1.445456			126.96802	177.86357		
18255	1	90179	-1.7192863	-1.6092987						
18255	1	91235	3.8264675	4.301008						
18255	1	91367	3.8568943	3.8044393						
18255	1	91697	2.7506168	3.3096435			666.67993	639.4709	0.0	2.5390505595990147
18255	1	91917	4.2438397	2.728258			1286.515	1380.1244		
18255	1	92225	1.631816	1.721217			789.7844	706.32043		
18255	1	92904	-0.91807944	-0.70233995	-15.0	-4.300936	250.872	89.33699		
18255	1	92992	-0.6338725	-1.4687047			483.90616	439.0415		
18255	1	93105	2.3259108	3.147134						
18255	1	93677	2.5624647	2.740718			700.7561	693.82306		
18255	1	93696	2.167212	2.3764603						
18255	1	94092	2.7463872	3.6384704			813.7059	805.0386	0.0	9.02159971575843
18255	1	94224					787.47906	618.2602		
18255	1	94293	4.1902246	3.4651663			1484.3635	1506.6921		
18255	1	95170	0.08212138	-1.178588			339.84863	310.6839		
18255	1	95405	2.9888296	3.1286237			533.1877	539.3212		
18255	1	95412					1103.741	1131.8469		
18255	1	95899	1.936594	1.4865847	-15.0	-4.300936	835.4496	781.19745	0.0	1.4453763660881769
18255	1	96383	-0.21326067	0.26785108	-15.0	-4.300936			0.0	6.544306213540126
18255	1	97062	0.37644765	0.11598912			795.82056	609.10046	0.0	2.5721070456561987
18255	1	97084	3.2444894	3.8516781					0.0	1.1139043896228364
18255	1	97231	4.301008	3.0224237			1500.1572	1366.8292	0.0	3.129351761074655
18255	1	97260			-15.0	-4.300936	1167.4949	1202.0925	0.0	18.68803995188904
18255	1	98294	-1.7318648	0.7212239					0.0	1.0908407003389717
18255	1	98338							0.0	1.9045590372640302
18255	1	98353	-1.77882	-1.7021081						
18255	1	98470	4.2316756	3.7845433			1032.6372	1051.4265		
18255	1	98844	1.267064	1.0841093			1273.0695	1368.5142	0.0	46.72780762419291
18255	1	98947	2.3866336	2.0088103						
18255	1	99035	2.6232977	2.6964917			734.93024	464.8991	0.0	5.460376540544519
18255	1	99838	4.1122046	3.8160298						
18255	1	99966	-2.0310266	-1.432061					0.0	1.685650173933212
18255	1	100135	-0.4747811	4.301008	-4.300936	-15.0	163.52448	1247.9246	0.0	3.1176540705312257
18255	1	100245	1.2699016	0.9345398						
18255	1	100421	2.9320593	1.6738646					0.0	4.618803316563286
18255	1	100564	3.546242	3.4416761						
18255	1	101554	3.920988	4.033306						
18255	1	101675	1.3316166	1.9259692			844.63196	898.018		
18255	1	103204	0.8879394	1.311305			763.82794	772.52374		
18255	1	103391	3.1546907	3.0138037			901.7754	764.98816		
18255	1	103798	-0.43504083	-1.1228852						
18255	1	103952	1.6177418	1.8501345			702.6299	720.77655	0.0	33.179871936648205
18255	1	104216	1.3196905	1.5303396			884.5641	807.843		
18255	1	104260	0.22306506	0.9854142			695.7397	677.48737		
18255	1	104304	1.9261426	2.0541146			613.86456	568.72595		
18255	1	104920	3.2347922	3.3147535						
18255	1	105316	1.0813975	0.96953714			489.18353	495.8934		
18255	1	105426	1.1450393	0.6425426			273.74805	388.8548		
18255	1	105492	-0.65955526	-1.0490781			218.6112	224.67416	0.0	12.368312472962074
18255	1	275231					1625.076	1644.9436		
18255	1	275539							0.0	82.62159718127387
18255	1	278509	-0.9142982	-0.74834096						
18255	1	279955	3.026046	4.0768313			616.8328	622.7308	0.0	1.2839246388807548
18255	1	279977	4.123805	3.6599839			274.56485	401.57886	0.0	1.1501515670710458
18255	1	280159	0.92642987	1.9470091			1250.3002	1238.2872		
18255	1	280351	3.1306043	2.900851						
18255	1	280945	2.1293197	2.0030975						
18255	1	281567			-15.0	-2.7541482	1787.0941	1767.6606	0.0	5.10358613627084
18255	1	281781	0.098088555	1.389261	-4.300936	-15.0	923.21704	1031.2836	0.0	76.50054133118832
18255	1	281985					532.21216	647.95154		
18255	1	282749	1.8411086	2.0516846					0.0	1.963473226279644
18255	1	282909	-0.0007116182	0.6808745	-3.0905733	0.9492521	1385.4333	1189.2725		
18255	1	283568	1.6081313	2.6694965			1179.2985	1136.2083		
18255	1	283833	0.6537547	-1.4749179			1497.0945	1315.4648	0.0	28.133611581086168
18255	1	283849	4.021201	3.8986688			675.33856	658.80396		
18255	1	284206	1.0321519	-0.19296575	0.42472893	4.300936	838.25793	557.64594		
18255	1	285350	3.5476992	3.4288309						
18255	1	285680	0.9562459	0.24622951						
18255	1	286296	-1.6512296	-1.9378494			234.7806	339.18176	0.0	18.06109712851634
18255	1	286489	3.0902421	2.9453375						
18255	1	287464					445.4073	463.53763		
18255	1	287638	2.1409829	2.536967			393.88098	386.84326		
18255	1	288012	4.301008	3.8259537			767.1552	967.55585	0.0	1.4506970405346538
18255	1	289464	4.301008	4.1832843			1220.163	1231.108		
18255	1	290542	2.980269	3.217511			895.15894	903.98596		
18255	1	290588	1.9661212	1.3268881			639.24146	673.4212	0.0	3.240697834928288
18255	1	292370	3.8292434	3.880466						
18255	1	292436	4.301008	1.2748271			1001.4111	841.189	0.0	229.64250601186032
18255	1	292524	3.2598717	3.081323			1149.2549	1136.1724		
18255	1	292568	2.7376027	2.5914297			969.53076	1043.3926		
18255	1	292722	3.4259064	3.0129251						
18255	1	292788	3.804347	4.2582836						
18255	1	292810	0.67470676	0.18690494			425.82196	769.0825	0.0	1.274923600266704
18255	1	293470	2.9306767	3.0834124						
18255	1	293536	0.1700626	0.033191387			301.40845	292.66736		
18255	1	293734	3.47158	3.2849112						
18255	1	294174	3.9266734	4.301008			1380.1757	1404.8611		
18255	1	315955	0.8693085	0.80061287						
18255	1	316021	2.1794977	-1.9137433			823.324	830.9614	0.0	1.152715604695576
18255	1	316811	2.3958638	2.0572183			512.4437	517.88824	0.0	1.4091949029073252
18255	1	316987	3.5993164	2.7032354			1034.2595	1020.5177		
18255	1	317077	-1.8222263	-0.17159599			87.247314	111.90795	0.0	11.96895182392761
18255	1	317407	2.4914925	3.8601263	-15.0	-4.300936	1171.4059	1148.3492	0.0	1.1273147096086276
18255	1	317957	-0.7580353	-0.9615812						
18255	1	318021	-1.0840781	-1.5098386			327.14212	332.70688	0.0	2.03886270731994
18255	1	318703			-4.300936	-15.0				
