population	arm	tag	evt	call	j	k	nedge	nlab	verdict	flip	pair	Lmin	Lmax	Tmax	npmin	angle	gw	wdeadX	dis	dens	dvtx	blks	killed	gaps	excuses
NCpi0	work-pr57r4-scan19	root	399860	0	1	2	1	1	OK	0	SEP	8.81	11.73	1.51	67	60.2	1	0	2.20	3143	48.0	closest	1	001	11
NCpi0	work-pr57r4-scan19	root	399860	0	1	6	1	1	OK	0	SEP	8.81	47.32	4.53	127	62.7	1	0	2.30	3304	43.2	closest	1	011	01
NCpi0	work-pr57r4-scan19	root	399860	0	2	5	1	1	OK	0	SEP	11.73	29.91	3.13	67	76.8	1	0	1.65	3117	49.0	closest	1	001	10
NCpi0	work-pr57r4-scan19	root	399860	0	3	5	1	1	OK	0	SEP	7.81	29.91	3.13	74	75.4	1	0	1.11	1712	65.8	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	399860	0	4	6	1	1	OK	0	SEP	11.47	47.32	4.53	57	3.4	0	0	1.09	2392	28.0	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	399860	0	5	6	3	1	OK	0	SEP	29.91	47.32	4.53	1899	19.8	1	0	1.13	2586	45.0	closest|dir1|dir2	1|1|1	001|001|001	00|00|01
NCpi0	work-pr57r4-scan19	root	399860	0	5	8	1	1	OK	0	SEP	2.55	29.91	3.13	34	30.0	1	0	2.90	2504	55.7	closest	1	011	11
NCpi0	work-pr57r4-scan19	root	399860	0	10	11	1	1	OK	0	SEP	1.99	2.59	0.53	16	13.8	0	0	2.56	37	99.6	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	463565	0	0	6	1	1	good	0	SEP	10.91	56.86	2.55	145	48.9	1	0	4.74	470	44.9	dir2	1	101	00
NCpi0	work-pr57r4-scan19	root	463565	0	1	2	1	1	OK	0	SEP	3.62	14.60	0.83	25	13.7	0	0	1.13	492	26.2	closest	1	100	01
NCpi0	work-pr57r4-scan19	root	463565	0	8	9	1	1	OK	0	dir	9.87	23.91	2.18	164	35.7	0	0	0.85	1107	26.2	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	463565	2	0	1	1	1	OK	0	dir	0.94	0.94	0.25	8	0.0	0	0	0.92	38	10.9	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	463565	2	0	2	1	1	OK	0	SEP	0.94	1.21	0.42	8	90.0	0	0	1.57	38	11.4	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	463565	2	1	2	1	1	OK	0	SEP	0.94	1.21	0.42	14	90.0	0	0	2.43	38	11.2	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	506114	0	0	6	1	1	OK	0	SEP	12.32	63.93	5.65	74	27.1	0	0	2.33	3241	88.8	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	506114	0	0	9	1	1	OK	0	SEP	5.19	12.32	0.68	74	64.3	1	0	4.37	2999	90.4	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	506114	0	0	10	1	1	OK	0	SEP	4.88	12.32	0.74	73	67.0	1	0	3.09	2786	91.1	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	506114	0	0	11	1	1	OK	0	SEP	1.38	12.32	0.58	8	4.0	0	3	2.20	3743	84.6	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	506114	0	1	2	1	1	OK	0	dir	1.54	10.95	1.88	15	79.6	0	0	0.68	1835	64.7	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	506114	0	5	6	1	1	OK	0	SEP	0.95	63.93	5.65	6	19.5	1	0	1.35	4896	78.1	closest	1	111	10
NCpi0	work-pr57r4-scan19	root	506114	0	6	9	1	1	OK	0	SEP	5.19	63.93	5.65	76	88.8	1	0	1.11	3620	87.8	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	506114	0	6	10	1	1	OK	0	via2	4.88	63.93	5.65	73	86.6	1	0	2.22	3298	89.1	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	506114	0	6	14	2	1	OK	0	via2	7.89	63.93	5.65	124	20.5	1	0	1.04	1957	34.9	closest|dir2	1|0	001|000	00|01
NCpi0	work-pr57r4-scan19	root	506114	0	6	16	2	2	OK	0	via2	26.88	63.93	5.65	1030	3.6	1	0	0.60	1824	31.1	closest|dir1	1|1	001|001	00|01
NCpi0	work-pr57r4-scan19	root	506114	0	14	16	2	1	OK	0	via4	7.89	26.88	2.23	124	18.5	1	0	0.60	1889	33.3	closest|dir2	1|1	001|001	00|00
NCpi0	work-pr57r4-scan19	root	506114	0	17	18	1	1	OK	0	SEP	2.08	5.80	1.20	17	85.9	1	0	0.92	152	90.7	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	506114	0	23	24	1	1	OK	0	SEP	3.04	9.68	1.09	41	83.5	1	0	1.61	227	117.1	closest	1	101	01
NCpi0	work-pr57r4-scan19	root	506114	1	1	2	1	1	OK	0	SEP	0.35	2.55	0.40	2	80.7	0	1	2.27	31	64.7	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	506114	1	2	3	1	1	OK	0	SEP	1.81	2.55	0.40	5	30.1	0	1	3.74	33	64.3	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	506746	0	2	4	1	1	good	0	SEP	5.05	37.95	2.19	138	74.1	1	0	1.17	1175	63.8	closest	1	001	01
NCpi0	work-pr57r4-scan19	root	506746	1	0	1	2	2	bad	0	SEP	6.62	90.50	5.29	120	88.2	0	0	1.30	342	20.3	closest|dir1	1|1	010|010	10|00
NCpi0	work-pr57r4-scan19	root	521075	0	1	4	1	1	OK	0	SEP	1.04	48.93	5.07	2	43.8	1	0	2.02	2327	8.4	closest	1	001	10
NCpi0	work-pr57r4-scan19	root	521075	0	1	5	1	1	OK	0	SEP	1.04	3.82	0.48	2	4.4	1	0	2.67	2304	8.2	closest	1	001	00
PR-data	work-pr57r4-scan50	root	48367	0	0	2	3	1	bad	0	dir	66.07	101.10	3.08	1139	7.9	0	6	0.75	667	56.9	closest|dir1|dir2	0|1|1	100|100|100	00|00|01
PR-data	work-pr57r4-scan50	root	48367	0	1	2	1	1	OK	0	via2	0.00	66.07	3.08	1	-1.0	0	6	4.67	679	57.5	closest	1	100	00
PR-data	work-pr57r4-scan50	root	48367	0	7	8	1	1	OK	0	via2	2.79	5.49	0.64	21	56.8	0	0	1.24	928	15.2	closest	1	100	00
PR-data	work-pr57r4-scan50	root	48367	0	7	9	1	1	OK	0	SEP	2.79	42.21	1.64	21	56.0	1	0	1.84	951	14.1	closest	1	101	00
PR-data	work-pr57r4-scan50	root	48367	0	7	10	1	1	OK	0	dir	2.79	14.80	1.13	21	44.4	0	0	0.90	909	15.6	closest	0	100	00
PR-data	work-pr57r4-scan50	root	48367	0	9	10	2	2	OK	0	SEP	14.80	42.21	1.64	274	19.5	1	0	2.67	912	14.8	closest|dir1	1|1	101|101	00|00
PR-data	work-pr57r4-scan50	root	52085	0	1	2	1	1	good	0	SEP	1.31	101.80	0.66	10	15.7	1	0	1.73	152	66.6	closest	1	101	00
PR-data	work-pr57r4-scan50	claude-scan223	53361	0	0	1	1	1	good	0	SEP	4.88	120.11	2.55	61	75.1	0	0	1.79	187	120.4	closest	1	110	00
PR-data	work-pr57r4-scan50	root	54341	0	1	2	1	1	good	0	SEP	1.93	9.01	0.94	23	47.8	0	0	1.98	229	49.7	closest	1	110	00
PR-data	work-pr57r4-scan50	root	54341	0	2	3	1	1	OK	0	dir	9.01	11.83	1.48	130	25.7	0	0	0.79	345	40.3	closest	0	010	00
PR-data	work-pr57r4-scan50	root	54341	4	0	1	1	1	OK	0	dir	1.62	1.88	0.53	17	56.7	0	0	0.90	36	50.7	closest	0	010	00
PR-data	work-pr57r4-scan50	root	55627	0	0	1	3	2	bad	0	SEP	90.04	96.83	2.46	678	2.0	0	6	1.75	222	90.7	closest|dir1|dir2	1|1|1	010|010|010	10|10|00
PR-data	work-pr57r4-scan50	claude-scan223	55715	0	0	2	1	1	good	0	via2	1.04	6.73	0.54	4	68.6	0	0	4.68	193	261.5	closest	1	010	00
PR-data	work-pr57r4-scan50	claude-scan223	55715	0	1	2	1	1	bad	0	dir	6.73	8.69	1.00	70	42.8	0	0	0.75	193	261.1	closest	0	010	00
PR-data	work-pr57r4-scan50	root	56243	0	0	1	1	1	good	0	SEP	1.92	69.19	0.63	13	44.4	1	0	3.05	424	0.7	closest	1	011	10
PR-data	work-pr57r4-scan50	root	56243	0	0	2	1	1	bad	0	SEP	30.37	69.19	1.55	439	68.7	0	0	1.40	443	1.0	closest	1	010	10
PR-data	work-pr57r4-scan50	root	56243	0	1	2	1	1	good	0	SEP	1.92	30.37	1.55	13	36.9	1	0	0.92	411	1.3	closest	1	001	00
PR-data	work-pr57r4-scan50	root	56463	0	1	2	3	2	bad	0	SEP	122.25	127.36	20.22	1082	46.1	0	6	2.06	251	105.6	closest|dir1|dir2	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan50	root	57575	0	0	2	1	1	OK	0	SEP	5.68	146.43	1.55	57	4.6	1	0	1.24	279	146.7	closest	1	011	00
PR-data	work-pr57r4-scan50	root	57575	0	1	2	3	3	bad	0	SEP	20.17	146.43	1.55	238	2.9	0	6	1.24	367	0.8	closest|dir1|dir2	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan50	root	57903	0	0	1	1	1	bad	0	dir	37.97	63.66	5.28	356	39.6	0	6	0.90	281	16.0	closest	0	100	00
PR-data	work-pr57r4-scan50	root	58607	0	0	1	1	1	OK	0	SEP	8.15	14.83	1.80	53	3.1	0	0	1.51	388	7.3	closest	1	100	00
PR-data	work-pr57r4-scan50	root	58653	0	0	1	1	1	good	0	SEP	0.63	92.56	0.77	18	45.8	1	0	0.97	189	1.2	closest	1	011	00
PR-data	work-pr57r4-scan50	root	58717	0	0	1	1	1	bad	0	dir	1.71	18.99	1.20	10	74.0	0	0	0.82	212	2.3	closest	0	100	00
PR-data	work-pr57r4-scan50	root	59003	0	1	2	3	3	bad	0	SEP	41.15	112.11	0.90	481	0.4	0	6	1.91	323	39.7	closest|dir2|dir1	1|1|1	110|110|110	00|00|00
PR-data	work-pr57r4-scan50	root	59025	0	0	1	3	1	bad	0	SEP	105.00	179.26	2.50	1086	84.7	0	0	2.23	228	12.7	closest|dir1|dir2	1|0|0	100|100|100	00|10|10
PR-data	work-pr57r4-scan50	root	59093	0	0	1	2	1	bad	0	SEP	30.76	87.42	1.76	303	3.8	0	6	1.24	294	1.0	closest|dir2	1|1	010|010	00|10
PR-data	work-pr57r4-scan50	root	59179	0	0	1	3	2	bad	0	SEP	22.70	141.29	4.00	244	20.6	0	6	1.13	316	128.6	closest|dir2|dir1	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan50	root	59335	0	1	2	1	1	good	0	SEP	0.63	0.63	0.19	3	0.0	1	0	1.80	9	362.8	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan50	59929	0	0	1	1	1	good	0	SEP	1.26	137.24	0.56	24	2.7	1	0	1.43	156	137.5	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan50	60017	0	0	1	3	3	bad	1	SEP	15.93	29.77	0.62	130	0.8	1	1	1.21	267	0.9	closest|dir1|dir2	1|1|1	011|011|011	10|00|00
PR-data	work-pr57r4-scan395	claude-scan50	60669	0	0	1	1	1	bad	1	SEP	3.54	18.26	2.07	46	40.7	1	4	0.68	447	2.0	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	60669	0	0	2	1	1	good	0	SEP	18.26	69.48	2.07	270	75.6	1	0	1.88	450	1.9	closest	1	001	11
PR-data	work-pr57r4-scan395	claude-scan50	60669	0	1	2	1	1	bad	1	SEP	3.54	69.48	0.90	46	65.3	1	4	0.69	443	2.0	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	61071	0	0	1	1	1	OK	1	dir	1.04	1.29	0.45	11	82.9	0	0	0.69	23	50.8	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan50	61351	0	0	1	3	2	bad	0	SEP	73.62	278.41	1.90	652	4.5	0	6	1.80	236	72.2	closest|dir2|dir1	1|1|1	010|010|010	00|10|10
PR-data	work-pr57r4-scan395	claude-scan50	61417	0	0	1	1	1	good	0	SEP	1.32	149.87	5.12	12	87.8	1	0	1.55	372	8.7	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan50	61579	0	1	2	2	2	bad	0	SEP	17.70	24.35	0.71	179	16.3	0	0	1.67	306	0.6	closest|dir1	1|1	100|100	01|00
PR-data	work-pr57r4-scan395	claude-scan50	61579	1	1	2	1	1	good	0	SEP	1.28	6.85	0.79	12	10.2	1	0	3.32	417	39.1	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan50	61579	1	2	3	1	1	good	0	SEP	6.85	14.15	2.07	97	35.8	1	0	3.36	555	41.6	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan50	61579	1	3	4	1	1	good	0	SEP	6.59	14.15	2.07	59	22.8	1	0	0.69	495	52.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	61843	1	0	1	1	1	good	0	SEP	0.68	1.03	0.31	9	22.1	0	0	1.83	19	401.5	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan50	61843	2	0	1	1	1	OK	1	dir	0.93	2.40	0.43	6	83.6	0	0	0.76	30	74.9	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan50	63537	0	0	1	1	1	good	0	SEP	0.63	0.63	0.19	3	0.0	0	0	2.62	9	25.0	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan50	63551	0	0	1	3	1	bad	0	SEP	37.61	62.38	3.01	620	5.3	0	6	1.20	973	7.4	closest|dir1|dir2	1|1|1	010|010|010	00|10|00
PR-data	work-pr57r4-scan395	claude-scan50	63559	0	0	1	1	1	good	0	SEP	1.31	157.06	0.76	11	64.0	1	0	1.65	126	41.9	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan50	63603	0	1	2	1	1	good	0	SEP	0.63	57.00	6.37	3	26.7	0	0	2.59	402	7.7	closest	1	100	01
PR-data	work-pr57r4-scan395	claude-scan50	63603	0	1	3	1	1	good	0	SEP	0.63	33.86	0.42	3	17.9	0	0	1.35	408	9.9	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	64409	0	1	2	1	1	OK	1	SEP	1.39	1.43	0.47	11	82.0	0	0	1.08	582	53.9	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	64409	0	1	3	1	1	OK	1	SEP	0.35	1.39	0.47	2	78.6	0	0	1.86	673	53.3	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	64409	0	2	3	1	1	OK	1	SEP	0.35	1.43	0.39	2	68.6	0	0	2.36	640	53.5	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan50	64591	0	1	2	1	1	OK	1	SEP	2.90	184.54	1.69	24	23.7	0	0	1.14	295	177.6	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	64591	0	4	5	1	1	OK	1	SEP	1.34	17.31	2.14	16	34.4	1	0	1.24	745	202.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	64591	0	4	6	3	1	good	0	SEP	14.65	17.31	2.14	348	22.1	1	0	1.55	738	196.1	closest|dir2|dir1	1|1|1	101|101|101	00|01|01
PR-data	work-pr57r4-scan395	claude-scan50	64959	0	0	1	1	1	bad	0	SEP	7.12	79.17	0.59	68	1.7	0	0	1.10	184	29.8	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	64959	1	0	1	1	1	bad	1	SEP	6.57	19.30	1.97	79	21.9	1	0	0.75	420	19.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	65053	0	0	1	2	1	OK	1	SEP	8.43	113.70	1.62	176	56.8	1	0	3.95	273	6.1	closest|dir2	1|1	111|111	10|10
PR-data	work-pr57r4-scan395	claude-scan50	65053	0	1	3	1	1	good	0	SEP	2.08	113.70	1.09	3	29.2	0	0	3.92	261	25.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	65289	0	0	2	1	1	good	0	SEP	0.63	93.66	9.86	4	88.0	1	0	1.63	1142	22.6	closest	1	111	11
PR-data	work-pr57r4-scan395	claude-scan50	66118	0	0	1	1	1	good	0	SEP	0.63	81.96	1.69	6	57.9	0	0	1.40	165	70.1	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan50	66272	0	0	1	1	1	OK	1	dir	9.31	14.44	0.73	83	35.7	0	0	0.85	243	1.8	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan50	67394	0	1	2	1	1	good	0	SEP	0.63	43.28	5.16	12	65.5	1	0	1.60	447	18.5	closest	1	101	11
PR-data	work-pr57r4-scan395	claude-scan50	72586	0	0	1	3	1	bad	0	SEP	87.07	215.72	1.34	1327	9.5	0	6	1.05	359	213.0	closest|dir1|dir2	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan50	73004	0	1	2	1	1	bad	1	via2	2.66	82.38	2.18	21	17.2	0	0	1.75	674	11.1	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	166738	0	0	1	1	1	OK	1	SEP	3.26	23.57	1.44	32	41.8	0	0	1.15	394	27.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	166738	3	0	1	1	1	OK	1	SEP	0.97	1.41	0.32	13	18.5	1	0	1.20	26	28.1	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan50	167112	0	0	1	1	1	bad	0	SEP	5.69	47.58	2.87	57	25.6	0	6	2.27	226	45.2	closest	1	010	10
PR-data	work-pr57r4-scan395	claude-scan50	167684	0	0	1	1	1	bad	1	SEP	3.04	7.39	0.99	30	55.9	0	6	2.59	261	1.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	167684	0	0	2	1	1	bad	1	SEP	5.07	7.39	0.99	76	60.3	0	6	2.04	261	1.3	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	168432	0	0	1	1	1	OK	1	SEP	5.88	28.81	1.95	11	22.9	0	0	1.10	692	26.9	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	168526	0	1	2	1	1	good	0	SEP	1.10	8.08	0.69	12	29.7	1	0	0.60	402	39.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	168526	0	1	7	1	1	OK	1	SEP	0.68	1.10	0.31	9	68.3	0	0	1.05	464	40.1	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	168526	0	2	7	1	1	good	0	SEP	0.68	8.08	0.69	9	88.3	1	0	1.25	554	39.0	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan50	169356	0	1	2	1	1	OK	1	dir	2.82	32.63	0.84	37	36.1	0	4	0.60	242	111.0	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan50	169356	0	3	5	1	1	good	0	SEP	2.31	68.37	7.59	17	40.4	0	0	1.08	291	3.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	169356	0	6	7	1	1	bad	1	via2	3.09	3.75	0.57	12	19.5	0	0	1.30	97	66.1	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	169598	0	0	1	1	1	good	0	SEP	1.03	85.61	2.83	9	63.5	0	0	1.35	210	81.6	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	169626	0	0	1	1	1	OK	1	SEP	1.32	39.50	2.80	15	22.4	1	0	1.93	1203	44.6	closest	1	111	10
PR-data	work-pr57r4-scan395	claude-scan50	169626	0	1	2	1	1	OK	1	SEP	6.47	39.50	2.80	135	73.5	1	0	1.38	537	60.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan50	169626	0	3	4	1	1	OK	1	SEP	1.41	37.33	2.61	16	85.8	0	0	2.27	1087	14.8	closest	1	110	10
PR-data	work-pr57r4-scan395	claude-scan50	169824	0	1	2	2	2	bad	0	SEP	34.25	175.25	11.74	503	46.7	0	6	1.18	533	143.3	closest|dir1	1|1	010|010	00|00
PR-data	work-pr57r4-scan395	claude-scan50	170814	0	0	1	2	1	bad	1	SEP	19.02	32.92	3.02	273	18.7	1	0	1.00	181	26.5	closest|dir1	1|1	001|001	01|00
PR-data	work-pr57r4-scan395	claude-scan50	170880	0	0	1	1	1	good	0	SEP	9.20	17.62	1.52	33	11.2	0	0	3.90	332	15.9	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan50	172266	0	1	2	1	1	good	0	SEP	2.71	116.12	2.32	16	8.3	1	0	1.00	143	114.0	closest	1	111	01
PR-data	work-pr57r4-scan395	claude-scan50	172656	0	0	1	3	1	bad	1	SEP	26.93	121.73	1.70	487	18.4	1	0	0.92	294	230.5	closest|dir1|dir2	1|1|1	001|001|001	00|00|00
PR-data	work-pr57r4-scan395	claude-scan50	172656	0	2	3	1	1	good	0	SEP	9.20	109.63	1.36	201	42.8	1	0	1.11	334	0.8	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan50	172794	0	0	1	3	2	bad	0	SEP	13.18	206.51	2.13	408	17.9	0	6	2.11	704	92.2	closest|dir1|dir2	1|1|1	100|100|100	00|00|00
PR-data	work-pr57r4-scan395	claude-scan50	172942	0	2	3	2	1	good	0	SEP	11.15	54.88	3.39	352	32.7	1	0	2.13	672	15.7	closest|dir1	1|1	001|001	00|00
PR-data	work-pr57r4-scan395	claude-scan50	172942	0	2	7	1	1	OK	1	SEP	1.84	54.88	3.39	4	31.9	0	0	3.33	649	10.2	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	173058	0	0	1	1	1	good	0	SEP	0.92	0.97	0.31	10	47.5	1	0	0.97	21	44.0	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan50	173146	0	0	1	1	1	good	0	dir	1.32	1.39	0.47	13	85.3	0	0	0.60	26	7.4	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan50	173234	0	1	2	1	1	OK	1	SEP	6.19	138.72	1.45	127	78.2	0	0	1.41	351	225.6	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan50	174224	0	1	2	3	2	bad	1	SEP	84.39	175.05	1.38	1295	4.2	1	1	1.65	454	145.0	closest|dir2|dir1	1|1|1	001|001|001	00|00|00
PR-data	work-pr57r4-scan395	claude-scan50	174224	0	2	3	3	1	bad	0	SEP	65.96	84.39	2.22	1295	2.3	0	6	1.21	412	60.4	closest|dir1|dir2	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan50	174224	1	0	1	1	1	good	0	SEP	0.94	0.94	0.19	6	0.0	0	0	1.57	14	309.5	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	174422	0	14	15	1	1	bad	1	dir	2.32	3.38	0.68	18	24.1	0	0	1.00	99	-1.0	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	174752	0	0	1	1	1	good	0	SEP	7.61	9.45	0.76	75	28.8	1	0	1.08	181	1.0	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	174928	0	0	1	1	1	bad	0	SEP	33.83	84.81	2.20	495	46.6	0	0	1.75	419	3.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	175896	0	4	6	1	1	good	0	SEP	1.78	22.79	1.16	18	29.2	1	0	1.98	404	8.4	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	175896	0	5	6	1	1	good	0	SEP	5.73	22.79	1.16	73	57.6	1	0	1.25	361	3.2	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	278046	0	1	2	1	1	good	0	dir	0.35	20.55	1.41	4	52.9	0	6	0.96	543	12.2	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	278046	0	2	3	1	1	bad	0	dir	6.16	20.55	1.41	120	2.7	0	3	0.76	583	10.4	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	278420	0	1	3	1	1	good	0	SEP	5.28	84.88	5.40	16	12.8	0	0	1.51	603	74.5	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	278420	0	3	4	1	1	good	0	SEP	1.29	84.88	5.40	18	41.1	1	0	0.60	396	84.4	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	278420	1	0	3	1	1	good	0	SEP	1.91	2.14	0.45	22	43.3	1	0	1.97	178	28.0	closest	1	111	10
PR-data	work-pr57r4-scan395	claude-scan223	278420	1	1	4	1	1	bad	1	SEP	1.52	10.24	1.21	19	50.5	0	0	1.67	192	7.4	closest	1	010	10
PR-data	work-pr57r4-scan395	claude-scan223	278785	0	0	2	1	1	good	0	SEP	0.00	192.74	1.97	1	-1.0	1	1	2.02	264	1.6	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	278785	0	1	2	1	1	good	0	SEP	2.08	192.74	1.97	12	69.9	1	1	1.18	264	2.3	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	278794	0	2	6	1	1	good	0	SEP	0.94	1.65	0.33	8	53.9	1	0	1.20	393	29.2	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	278794	0	2	7	1	1	OK	1	SEP	1.65	12.49	0.79	15	20.7	0	0	1.65	393	27.0	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	278794	0	3	5	1	1	good	0	SEP	0.92	12.42	1.20	8	72.4	1	0	3.06	393	20.2	closest	1	011	01
PR-data	work-pr57r4-scan395	claude-scan223	278794	0	5	7	1	1	OK	1	SEP	12.42	12.49	1.20	141	27.6	0	0	1.39	393	22.3	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	279190	0	0	1	1	1	good	0	SEP	0.94	1.41	0.41	12	22.7	1	0	0.68	29	120.6	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	0	1	3	2	bad	0	SEP	101.70	277.84	3.44	1053	4.3	0	6	1.13	290	190.1	closest|dir1|dir2	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	3	4	1	1	OK	1	SEP	3.13	30.25	1.69	30	70.7	1	0	0.76	1051	50.7	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	10	21	1	1	OK	0	via3	4.21	13.40	1.79	52	15.1	0	1	1.39	2283	42.3	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	10	22	2	1	OK	1	via2	13.40	22.13	2.64	421	16.2	0	1	1.29	2119	41.8	closest|dir1	1|1	100|100	00|01
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	11	16	1	1	good	0	SEP	24.52	90.60	15.88	863	47.5	1	0	1.56	1787	12.7	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	11	21	1	1	OK	0	via2	4.21	90.60	15.88	52	30.9	0	1	1.66	2439	41.9	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	13	15	1	1	OK	1	SEP	3.98	23.04	1.90	40	61.8	1	0	1.13	723	52.2	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	18	19	1	1	OK	1	SEP	1.53	36.00	3.81	12	87.4	1	0	1.74	2272	43.0	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	18	20	1	1	OK	1	SEP	0.98	1.53	0.32	7	72.5	1	0	1.40	2284	42.6	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	19	20	1	1	good	0	SEP	0.98	36.00	3.81	7	90.0	1	0	3.15	2255	43.0	closest	1	011	11
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	23	24	1	1	good	0	SEP	1.53	7.20	1.40	16	37.5	1	0	2.19	165	68.7	closest	1	111	00
