population	arm	tag	evt	call	j	k	nedge	nlab	verdict	flip	pair	Lmin	Lmax	Tmax	npmin	angle	gw	wdeadX	dis	dens	dvtx	blks	killed	gaps	excuses
nueCC48	work-pr57r4-scan48	root	168596	0	6	8	1	1	OK	0	via2	2.43	3.62	0.48	23	13.0	0	0	4.36	2573	63.6	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	168596	0	7	11	1	1	OK	0	dir	5.31	75.84	3.84	50	48.4	0	0	1.00	3199	59.6	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	168596	0	8	11	1	1	OK	0	dir	3.62	75.84	3.84	24	40.3	0	0	0.98	2434	63.7	closest	0	010	10
nueCC48	work-pr57r4-scan48	root	168596	0	9	10	1	1	OK	0	SEP	1.50	3.63	0.45	9	9.9	1	0	2.13	4103	42.5	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	168596	0	9	11	1	1	OK	0	SEP	3.63	75.84	3.84	30	84.7	1	0	0.95	4369	41.0	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	168596	0	10	11	1	1	OK	0	SEP	1.50	75.84	3.84	9	85.9	1	0	1.09	4257	42.9	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	168596	0	14	15	1	1	OK	0	SEP	1.22	7.10	1.11	12	52.7	1	0	0.60	355	81.3	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	172230	0	0	3	1	1	OK	0	SEP	4.33	25.20	3.64	71	13.9	0	0	1.30	1547	92.5	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	172230	0	5	8	1	1	OK	0	SEP	17.48	55.55	3.25	662	27.4	0	4	1.14	3020	50.7	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	172230	0	6	8	1	1	OK	0	SEP	4.48	55.55	3.25	82	81.6	1	0	0.97	3174	36.1	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	174637	0	0	1	1	1	OK	0	SEP	1.31	7.97	1.13	10	89.6	0	0	1.25	977	61.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	174637	0	1	4	1	1	good	0	SEP	7.97	63.18	6.74	193	44.0	1	0	1.30	1193	56.4	closest	1	011	01
nueCC48	work-pr57r4-scan48	root	174637	0	2	4	1	1	good	0	SEP	1.08	63.18	6.74	12	71.6	1	0	1.43	816	60.3	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	196649	0	0	2	1	1	OK	0	SEP	1.88	8.09	0.61	14	64.1	0	4	1.97	2423	58.9	closest	1	010	10
nueCC48	work-pr57r4-scan48	root	196649	0	0	4	1	1	OK	0	SEP	2.34	8.09	0.58	9	51.1	0	3	3.22	2988	61.3	closest	1	010	10
nueCC48	work-pr57r4-scan48	root	196649	0	0	7	1	1	OK	0	SEP	8.09	104.43	4.14	80	29.5	0	5	4.38	3179	59.8	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	196649	0	1	7	1	1	OK	0	via2	6.01	104.43	4.14	102	52.9	0	0	1.35	3918	78.6	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	196649	0	3	10	1	1	OK	0	via2	2.12	9.02	0.80	11	39.8	0	0	3.29	2702	53.7	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	196649	0	3	15	1	1	OK	0	via2	3.43	9.02	0.80	25	11.4	0	4	2.86	2303	59.5	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	196649	0	3	16	1	1	OK	0	via3	4.45	9.02	0.80	51	20.8	0	3	3.59	2228	59.5	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	196649	0	5	7	1	1	OK	0	SEP	2.00	104.43	4.14	18	27.7	1	0	1.30	3285	46.7	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	196649	0	5	10	1	1	OK	0	SEP	2.00	2.12	0.49	11	83.7	1	0	3.40	3107	50.1	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	196649	0	6	10	1	1	OK	0	via2	1.58	2.12	0.49	11	72.1	0	0	1.01	2766	52.6	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	196649	0	7	9	1	1	OK	0	via2	9.45	104.43	4.14	238	45.7	1	0	0.93	1533	104.3	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	196649	0	7	13	1	1	OK	0	via2	2.02	104.43	4.14	16	22.9	0	0	1.08	2945	42.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	196649	0	12	15	1	1	OK	0	via2	3.43	3.52	0.73	17	52.6	0	6	2.73	2287	59.9	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	196649	0	12	16	1	1	OK	0	via3	3.52	4.45	0.73	17	46.6	0	6	3.02	2199	60.4	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	196649	0	13	14	1	1	OK	0	dir	2.02	4.59	0.51	16	11.5	0	0	0.60	2864	44.8	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	214469	0	5	16	1	1	OK	0	SEP	4.77	101.23	4.94	74	86.2	1	0	1.80	3952	72.6	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	214469	0	6	16	1	1	OK	0	SEP	3.97	101.23	4.94	12	32.2	1	0	4.42	2154	80.5	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	214469	0	7	8	1	1	OK	0	SEP	4.38	4.40	0.91	53	23.7	1	0	3.08	2414	83.5	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	7	16	1	1	OK	0	SEP	4.38	101.23	4.94	53	57.2	1	0	1.80	2597	82.4	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	214469	0	8	14	1	1	OK	0	SEP	4.40	33.42	3.18	63	81.3	1	0	1.31	2028	85.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	8	16	1	1	OK	0	SEP	4.40	101.23	4.94	63	72.4	1	0	1.45	2627	82.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	9	10	1	1	OK	0	SEP	7.46	7.59	0.88	89	35.4	1	0	3.72	3336	78.6	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	214469	0	9	16	1	1	OK	0	SEP	7.59	101.23	4.94	110	33.3	1	0	2.52	4111	72.9	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	214469	0	9	20	1	1	OK	0	SEP	1.93	7.59	0.88	14	79.1	0	0	3.22	3535	77.8	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	214469	0	9	21	1	1	OK	0	SEP	1.52	7.59	0.88	6	16.5	0	0	1.29	4025	73.8	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	214469	0	9	22	1	1	OK	0	SEP	1.51	7.59	0.88	8	4.7	0	0	1.29	3884	75.4	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	214469	0	9	23	1	1	OK	0	SEP	6.31	7.59	0.98	49	11.7	0	0	1.10	4107	72.7	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	214469	0	10	13	1	1	OK	0	SEP	5.38	7.46	0.93	84	33.3	1	0	1.65	2583	82.7	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	10	16	1	1	good	0	SEP	7.46	101.23	4.94	89	2.2	1	0	3.10	2987	80.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	10	20	1	1	OK	0	SEP	1.93	7.46	0.66	14	62.6	1	0	1.35	3113	79.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	10	23	1	1	OK	0	SEP	6.31	7.46	0.98	49	24.7	1	0	2.06	3182	79.2	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	214469	0	13	23	1	1	OK	0	via3	5.38	6.31	0.98	49	51.9	1	0	3.87	3224	79.0	closest	1	011	10
nueCC48	work-pr57r4-scan48	root	214469	0	15	16	1	1	OK	0	SEP	2.22	101.23	4.94	26	68.3	1	0	1.11	3121	78.8	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	214469	0	16	20	1	1	OK	0	via2	1.93	101.23	4.94	14	64.1	0	0	1.11	3474	77.7	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	214469	0	16	21	1	1	OK	0	via2	1.52	101.23	4.94	6	38.9	1	0	3.97	4132	71.8	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	214469	0	20	21	1	1	OK	0	via2	1.52	1.93	0.38	6	85.6	0	0	4.97	3669	76.5	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	214469	0	20	22	1	1	OK	0	via2	1.51	1.93	0.38	8	83.3	0	0	3.55	3566	77.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	214469	0	20	23	1	1	OK	0	dir	1.93	6.31	0.98	14	70.0	0	0	0.97	3319	78.5	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	214469	1	0	2	1	1	OK	0	SEP	3.12	3.56	0.52	12	47.4	1	0	1.90	39	82.1	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	214469	1	1	2	1	1	OK	0	SEP	2.48	3.12	0.31	6	8.0	1	0	0.98	39	83.0	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	214469	2	1	2	1	1	OK	0	dir	1.75	5.24	0.94	21	48.3	0	0	0.92	293	109.8	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	214469	2	1	4	1	1	OK	0	SEP	4.01	5.24	0.94	60	32.8	1	0	1.91	355	107.4	closest	1	011	11
nueCC48	work-pr57r4-scan48	root	214469	2	2	4	1	1	OK	0	SEP	1.75	4.01	0.92	21	60.5	1	0	4.29	355	107.5	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	219295	0	1	2	1	1	OK	0	SEP	1.97	110.94	14.09	15	81.4	0	0	2.44	2171	48.0	closest	1	110	01
nueCC48	work-pr57r4-scan48	root	234638	0	1	2	1	1	OK	0	SEP	10.42	39.08	4.75	121	21.6	1	0	1.31	900	36.1	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	234638	0	1	6	1	1	OK	0	SEP	10.42	71.88	7.03	121	44.4	1	0	1.07	848	35.0	closest	1	011	10
nueCC48	work-pr57r4-scan48	root	234638	0	2	6	1	1	bad	0	SEP	39.08	71.88	7.03	1247	62.1	0	0	1.38	888	35.5	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	234638	0	3	6	1	1	OK	0	SEP	2.50	71.88	7.03	20	50.7	0	0	1.13	1331	37.8	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	234638	0	4	6	1	1	OK	0	dir	10.67	71.88	7.03	166	31.7	0	0	0.69	745	63.6	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	234638	0	5	6	1	1	OK	0	SEP	9.90	71.88	7.03	85	43.5	0	0	1.11	1304	51.1	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	234638	1	0	1	1	1	OK	0	SEP	1.95	17.21	0.75	15	38.8	1	0	0.97	175	104.9	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	239794	0	4	14	1	1	OK	0	SEP	4.59	82.26	4.64	48	73.4	0	0	1.73	3758	68.9	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	239794	0	5	12	1	1	OK	0	SEP	2.08	4.70	0.54	11	57.3	0	0	3.12	3386	73.5	closest	1	100	01
nueCC48	work-pr57r4-scan48	root	239794	0	5	13	1	1	OK	0	SEP	4.70	17.04	0.86	54	56.0	0	0	2.12	3094	74.4	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	239794	0	6	14	1	1	OK	0	SEP	7.23	82.26	4.64	170	20.3	0	0	1.52	2055	79.6	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	239794	0	7	14	1	1	good	0	via2	1.79	82.26	4.64	16	31.7	1	0	1.26	4017	35.8	closest	1	011	11
nueCC48	work-pr57r4-scan48	root	239794	0	8	10	1	1	OK	0	via2	0.72	6.88	0.83	6	17.8	0	6	2.95	5051	62.0	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	239794	0	8	11	1	1	OK	0	via2	0.72	7.42	0.78	6	10.9	0	5	4.63	5066	61.6	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	239794	0	9	10	1	1	OK	0	via2	1.04	6.88	0.83	6	87.6	0	4	2.25	5091	61.6	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	239794	0	9	11	1	1	OK	0	via2	1.04	7.42	0.78	6	82.7	0	5	3.81	5079	61.3	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	239794	0	10	11	1	1	OK	0	dir	6.88	7.42	0.83	106	7.2	0	4	0.75	4613	62.4	closest	0	100	00
nueCC48	work-pr57r4-scan48	root	239794	0	12	13	1	1	OK	0	via2	2.08	17.04	0.86	11	7.1	0	0	1.24	3762	71.5	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	239794	0	12	14	1	1	OK	0	dir	2.08	82.26	4.64	11	44.5	0	0	1.00	4095	69.9	closest	0	100	01
nueCC48	work-pr57r4-scan48	root	239794	0	17	18	1	1	good	0	SEP	1.13	1.34	0.42	10	18.7	1	0	4.53	173	101.4	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	239794	0	17	19	1	1	good	0	SEP	1.34	3.19	0.77	16	38.4	1	0	1.95	178	100.2	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	239794	0	17	20	1	1	good	0	SEP	1.34	1.86	0.42	16	25.1	1	0	2.82	184	100.8	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	239794	0	18	19	1	1	OK	0	SEP	1.13	3.19	0.77	10	48.6	1	0	1.29	202	103.5	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	239794	0	18	20	1	1	OK	0	SEP	1.13	1.86	0.33	10	15.0	1	0	1.84	201	103.3	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	239794	0	19	20	1	1	OK	0	dir	1.86	3.19	0.77	18	39.5	0	0	0.97	190	102.6	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	239794	0	23	24	1	1	OK	0	SEP	1.68	5.60	0.72	15	85.9	1	0	1.51	172	116.7	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	239794	2	0	1	1	1	OK	0	dir	1.87	4.25	0.84	11	69.1	0	0	0.90	64	71.1	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	246579	0	1	2	1	1	OK	0	SEP	4.81	9.00	1.79	62	34.0	1	1	3.41	1138	103.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	246579	0	1	4	1	1	OK	0	SEP	4.81	5.65	1.12	62	30.6	1	0	3.08	1560	98.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	246579	0	1	8	1	1	OK	0	SEP	4.81	103.73	3.87	62	82.6	0	0	1.40	1525	100.0	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	246579	0	2	3	1	1	good	0	SEP	2.88	9.00	1.79	44	44.5	1	0	1.57	673	110.3	closest	1	001	11
nueCC48	work-pr57r4-scan48	root	246579	0	4	8	1	1	OK	0	via2	5.65	103.73	3.87	118	67.0	1	0	1.35	1925	94.0	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	246579	0	6	9	1	1	OK	0	SEP	0.68	7.99	0.62	6	11.3	1	0	2.04	2402	86.0	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	246579	0	8	9	1	1	OK	0	SEP	7.99	103.73	3.87	72	67.2	1	0	0.87	2640	86.5	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	256587	0	2	19	1	1	OK	0	via4	1.50	9.84	1.22	8	69.9	0	0	4.42	2709	65.7	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	4	22	1	1	OK	0	via3	1.58	112.24	6.17	6	81.5	1	0	1.29	4098	77.4	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	256587	0	4	28	1	1	OK	0	via2	1.58	3.93	0.96	6	18.9	1	0	2.51	3392	77.2	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	256587	0	4	29	1	1	OK	0	via3	1.58	8.49	0.76	6	42.2	1	0	2.10	3354	77.0	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	256587	0	5	22	1	1	OK	0	via4	0.63	112.24	6.17	6	75.5	0	0	1.98	3059	73.3	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	6	22	1	1	OK	0	via2	7.97	112.24	6.17	64	39.6	0	0	1.78	1973	107.3	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	256587	0	6	34	1	1	OK	0	SEP	7.97	23.15	2.63	64	1.3	0	0	3.78	1905	108.1	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	256587	0	6	35	1	1	OK	0	via6	7.97	10.17	0.73	64	58.6	1	0	3.12	2036	106.7	closest	1	101	10
nueCC48	work-pr57r4-scan48	root	256587	0	8	24	1	1	OK	0	via2	0.69	5.41	1.08	4	35.8	1	0	4.04	5421	80.2	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	256587	0	12	22	1	1	OK	0	via3	3.46	112.24	6.17	14	26.5	0	0	2.10	3493	69.1	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	13	23	1	1	OK	0	SEP	3.37	6.64	0.62	14	11.4	1	0	2.88	3518	51.2	closest	1	101	11
nueCC48	work-pr57r4-scan48	root	256587	0	13	27	1	1	OK	0	SEP	6.64	8.10	1.45	59	68.7	0	0	3.95	3549	49.1	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	256587	0	14	22	1	1	OK	0	SEP	0.75	112.24	6.17	3	35.7	0	0	3.36	2064	105.8	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	256587	0	16	22	1	1	OK	0	dir	11.97	112.24	6.17	96	30.2	0	1	0.69	4643	85.1	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	17	22	1	1	OK	0	via2	10.40	112.24	6.17	62	27.5	0	0	1.29	3176	74.3	closest	1	010	10
nueCC48	work-pr57r4-scan48	root	256587	0	18	27	1	1	OK	0	via2	1.04	8.10	1.45	4	42.5	1	0	3.31	3963	51.8	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	256587	0	18	33	1	1	OK	0	via6	1.04	11.95	0.74	4	1.5	0	0	2.94	3616	51.4	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	19	22	1	1	OK	0	via2	9.84	112.24	6.17	83	22.3	0	0	1.51	3755	64.6	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	20	26	1	1	OK	0	via3	1.91	2.98	0.78	18	10.3	1	0	3.91	4177	54.9	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	256587	0	22	25	1	1	bad	0	dir	2.95	112.24	6.17	36	86.3	0	5	0.92	321	7.2	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	256587	0	22	32	2	1	bad	0	via2	20.26	112.24	6.17	249	67.8	0	6	1.77	319	6.8	closest|dir2	1|1	010|010	00|10
nueCC48	work-pr57r4-scan48	root	256587	0	22	33	2	2	OK	0	via5	11.95	112.24	6.17	144	27.1	0	0	1.95	3566	51.4	closest|dir2	1|1	010|010	00|10
nueCC48	work-pr57r4-scan48	root	256587	0	22	35	1	1	OK	0	via4	10.17	112.24	6.17	137	84.4	1	0	0.93	2044	107.0	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	256587	0	22	40	1	1	OK	0	via6	2.16	112.24	6.17	11	55.3	0	1	3.34	2632	89.5	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	267597	0	1	2	1	1	OK	0	SEP	1.42	110.24	13.02	17	81.0	1	0	1.04	1099	70.7	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	267597	0	2	3	1	1	good	0	SEP	7.70	110.24	13.02	67	68.0	1	0	2.60	215	81.2	closest	1	111	10
nueCC48	work-pr57r4-scan48	root	267597	0	4	5	1	1	OK	0	SEP	1.12	5.73	0.70	8	72.6	1	0	1.08	575	79.5	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	268067	0	4	6	1	1	OK	0	SEP	0.98	26.40	2.70	7	52.2	1	0	1.35	737	63.7	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	268067	0	5	6	1	1	OK	0	dir	5.00	26.40	2.70	61	24.2	0	0	0.92	596	52.8	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	268784	0	0	1	1	1	OK	0	SEP	1.67	110.59	11.63	17	77.7	1	0	1.11	955	34.3	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	268784	0	0	2	1	1	good	0	SEP	32.07	110.59	11.63	768	75.7	1	0	3.57	765	48.2	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	268784	0	2	3	1	1	OK	0	dir	3.37	32.07	2.16	44	41.6	0	1	0.68	705	72.3	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	268784	0	5	6	1	1	OK	0	SEP	5.03	6.08	0.84	65	25.6	0	0	1.75	643	44.9	closest	1	010	10
nueCC48	work-pr57r4-scan48	root	269774	0	0	1	1	1	good	0	SEP	0.35	0.76	0.11	2	28.3	1	0	2.90	738	40.3	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	269774	0	4	6	1	1	OK	0	SEP	2.18	36.30	3.11	18	21.8	0	0	1.34	836	42.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	269774	0	5	10	1	1	good	0	SEP	1.41	8.72	0.73	17	61.3	1	0	2.00	263	1.8	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	269774	0	6	7	1	1	OK	0	SEP	3.93	36.30	3.11	66	39.9	0	0	1.96	1188	60.0	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	269774	0	6	8	1	1	OK	0	dir	1.97	36.30	3.11	10	14.6	0	0	0.92	929	33.6	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	269774	0	6	9	1	1	OK	0	SEP	3.86	36.30	3.11	48	72.2	1	0	1.05	1160	65.9	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	269774	0	6	11	1	1	good	0	SEP	34.13	36.30	3.11	660	3.4	1	0	1.63	925	34.5	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	269774	0	10	11	1	1	bad	0	SEP	8.72	34.13	2.25	125	70.7	0	0	2.69	310	2.7	closest	1	110	01
nueCC48	work-pr57r4-scan48	root	269774	0	15	16	1	1	OK	0	dir	5.12	7.63	1.54	91	66.2	0	0	0.82	285	74.6	closest	0	100	00
nueCC48	work-pr57r4-scan48	root	269774	0	19	21	1	1	OK	0	SEP	3.58	7.97	1.21	63	51.1	1	0	1.30	367	79.9	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	269774	0	31	32	1	1	good	0	SEP	3.53	6.30	0.71	33	79.2	1	0	3.14	106	128.1	closest	1	111	11
nueCC48	work-pr57r4-scan48	root	271851	0	3	6	1	1	OK	0	SEP	0.43	59.44	4.05	4	87.3	0	0	3.58	2597	29.3	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	4	6	1	1	OK	0	via2	5.73	59.44	4.05	31	41.9	0	0	1.35	3323	43.6	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	5	6	1	1	OK	0	SEP	5.00	59.44	4.05	46	45.0	0	0	3.78	2731	31.1	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	6	7	1	1	OK	0	via3	1.92	59.44	4.05	11	70.1	0	1	2.20	1310	14.7	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	271851	0	6	8	1	1	bad	0	dir	14.31	59.44	4.05	141	55.6	0	0	0.92	1380	10.8	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	271851	0	6	9	3	3	bad	0	via3	37.07	59.44	4.05	503	4.8	0	1	1.35	2005	16.0	closest|dir1|dir2	1|1|1	100|100|100	00|00|00
nueCC48	work-pr57r4-scan48	root	271851	0	6	11	1	1	bad	0	SEP	44.95	59.44	4.05	703	3.6	0	0	1.35	3706	50.3	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	7	8	1	1	OK	0	via2	1.92	14.31	0.61	11	54.4	0	1	2.79	1236	14.3	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	7	11	1	1	OK	0	SEP	1.92	44.95	1.07	11	66.6	0	0	1.11	1182	16.4	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	271851	0	8	9	1	1	OK	0	via2	14.31	37.07	1.13	141	60.4	0	0	3.81	944	3.7	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	271851	0	8	11	1	1	OK	0	SEP	14.31	44.95	1.07	141	59.1	0	1	2.55	1306	13.9	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	271851	0	10	11	1	1	OK	0	SEP	1.16	44.95	1.07	6	55.0	1	0	3.80	4097	47.6	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	271851	0	14	16	1	1	OK	0	SEP	0.63	5.31	0.38	12	82.6	1	0	1.96	541	102.2	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	271851	0	14	20	1	1	OK	0	SEP	0.63	27.84	1.40	12	71.9	1	0	1.96	525	102.5	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	271851	0	15	18	1	1	OK	0	SEP	3.13	5.46	1.28	34	18.9	1	0	1.56	718	118.3	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	271851	0	15	20	1	1	OK	0	SEP	3.13	27.84	1.40	34	49.8	1	0	1.49	782	115.4	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	271851	0	16	20	1	1	OK	0	SEP	5.31	27.84	1.40	31	10.8	0	0	3.15	608	105.8	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	271851	0	18	19	1	1	OK	0	SEP	3.78	5.46	1.28	62	39.2	1	0	1.25	698	119.4	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	271851	0	19	20	1	1	OK	0	SEP	3.78	27.84	1.40	62	70.1	1	0	1.04	740	117.4	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	342199	0	0	1	1	1	OK	0	SEP	7.72	48.13	6.83	204	55.3	1	0	0.97	853	49.8	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	342199	1	1	2	1	1	good	0	SEP	1.03	1.55	0.38	11	45.3	1	0	1.31	25	97.8	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	350186	0	2	3	1	1	OK	0	SEP	3.28	46.20	2.84	37	65.8	1	0	1.00	2269	14.7	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	360535	0	1	5	1	1	OK	0	via2	8.40	94.65	5.19	97	40.9	0	1	1.31	3470	62.6	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	360535	0	1	11	1	1	OK	0	via3	6.82	8.40	0.57	45	5.2	0	0	4.61	4685	58.5	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	360535	0	1	12	1	1	OK	0	SEP	4.56	8.40	0.62	48	70.3	1	1	2.04	3476	63.9	closest	1	011	10
nueCC48	work-pr57r4-scan48	root	360535	0	2	14	1	1	OK	0	SEP	2.18	4.03	0.59	15	83.0	1	1	4.74	3001	64.6	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	360535	0	3	14	1	1	OK	0	SEP	2.90	4.03	0.59	17	89.5	1	1	2.35	2793	66.6	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	360535	0	5	6	1	1	OK	0	SEP	3.94	94.65	5.19	43	82.0	1	0	0.87	4002	58.1	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	360535	0	5	11	1	1	OK	0	dir	6.82	94.65	5.19	45	41.8	0	0	0.93	5097	52.5	closest	0	010	10
nueCC48	work-pr57r4-scan48	root	360535	0	5	12	1	1	OK	0	SEP	4.56	94.65	5.19	48	69.3	1	1	1.23	4142	64.0	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	360535	0	5	14	1	1	OK	0	SEP	4.03	94.65	5.19	43	89.6	1	1	1.17	3706	66.1	closest	1	001	10
