event	bucket	shower	matched	n_target	n_actual	n_inter	n_miss	n_extra	comp	pur	q_comp	q_pur	q_f1	q_target	q_actual	q_miss	q_extra	drift	miss	extra
173093	1 under-clustered	12007	12007	16	13	13	3	0	0.8125	1.0000	0.8186	1.0000	0.9002	4173573.0000	3416311.1000	757261.9000	0	0	53024,58029,61040	
173093	1 under-clustered	18017	18017	6	6	6	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	906198.8000	906198.8000	0	0	0		
269774	1+2 both	13237	13237	43	48	43	0	5	1.0000	0.8958	1.0000	0.9150	0.9556	12360820.9000	13509775.4000	0	1148954.5000	0		67079,68080,96189,96190,100213
269774	1+2 both	97197	97197	16	8	8	8	0	0.5000	1.0000	0.7022	1.0000	0.8251	4700078.0000	3300590.7000	1399487.3000	0	0	19040,67079,68080,96189,96190,100213,108232,109233	
281485	1 under-clustered	88090	88090	7	2	2	5	0	0.2857	1.0000	0.5604	1.0000	0.7182	2000451.7000	1120965.5000	879486.2000	0	0	62041,65044,78057,90104,90105	
284235	1 under-clustered	6004	6004	8	7	7	1	0	0.8750	1.0000	0.9869	1.0000	0.9934	2572504.2000	2538783.7000	33720.5000	0	0	28009	
284235	1 under-clustered	74027	74027	8	6	6	2	0	0.7500	1.0000	0.8635	1.0000	0.9267	1927295.7000	1664195.5000	263100.2000	0	0	32013,38019	
314838	2 over-clustered	110088	110088	30	27	20	10	7	0.6667	0.7407	0.7573	0.7256	0.7411	10868789.1000	11342788.9000	2638309.2000	3112309.0000	1	13010,83027,85029,87031,89033,91035,94038,95039,109070,109071	110083,110084,110085,110088,110089,111091,111092
342199	1 under-clustered	74101	74101	10	3	3	7	0	0.3000	1.0000	0.5040	1.0000	0.6702	2657838.2000	1339490.2000	1318348.0000	0	0	25035,25037,25038,25108,25109,72098,73099	
347129	1 under-clustered	11000	11000	10	1	1	9	0	0.1000	1.0000	0.7955	1.0000	0.8861	1567658.1000	1247045.5000	320612.6000	0	0	36002,37003,38004,39005,40032,40033,41007,42008,43009	
409634	1 under-clustered	69032	27015	12	10	10	2	0	0.8333	1.0000	0.7653	1.0000	0.8670	2748759.7000	2103501.9000	645257.8000	0	12	69032,69033	
415278	1 under-clustered	23012	23012	44	37	37	7	0	0.8409	1.0000	0.9206	1.0000	0.9587	19150771.7000	17630899.0000	1519872.7000	0	0	102168,103169,104175,104176,105181,105182,110187	
415278	1 under-clustered	23037	23037	48	43	43	5	0	0.8958	1.0000	0.9624	1.0000	0.9808	26502115.8000	25504321.9000	997793.9000	0	0	75131,76132,80136,99156,99157	
423981	1 under-clustered	12095	12095	23	18	18	5	0	0.7826	1.0000	0.6003	1.0000	0.7503	10086873.6000	6055593.3000	4031280.3000	0	0	12029,12038,12040,12046,12049	
444187	1 under-clustered	19079	19079	7	3	3	4	0	0.4286	1.0000	0.6331	1.0000	0.7753	7108676.5000	4500578.1000	2608098.4000	0	0	19039,19067,19082,61074	
463565	1+2 both	13001	13001	41	15	15	26	0	0.3659	1.0000	0.5876	1.0000	0.7402	16332729.9000	9597263.7000	6735466.2000	0	0	48040,49041,50042,51043,59051,72064,73065,75067,109073,109074,110075,111079,112080,113081,114084,114086,115088,115090,115092,115094,115099,115100,115101,115102,115103,115106	
469665	1 under-clustered	15003	15003	30	21	19	11	2	0.6333	0.9048	0.8514	0.9523	0.8990	10124845.4000	9051970.2000	1504994.0000	432118.8000	3	32007,34009,35010,36011,37012,57015,62073,62074,63030,66042,66048	64032,65040
