sample	run	subrun	event	cls	main_cid	n_fit	n_seg	sel_len_cm	n_assoc	fit_absx	n_near_neg	n_near_pos	gap3d_cm	dyz_cm	x_neg	x_pos	seg_neg	seg_pos	shower_neg	shower_pos	pid_neg	pid_pos	qgap3d_cm	q_n6_neg	q_n6_pos	q_farside_n	q_extrap_dperp	q_extrap_n	ql_joined	ql_cid_near	ql_cid_far	vtx_absx	vtx_y	vtx_z	vtx_is_main	vtx_nseg	vtx_seg_sides	nu_x	nu_y	nu_z	nu_sentinel	nu_absx	dqdx_in3	dqdx_3to15	dqdx_ratio
mcp1k	18255	1	284794	no-contact	45	487	9	264.3	6	23.99	0	0																										-46.28	-23.49	281.71	0	46.28			
mcp1k	18255	1	284989	no-contact	42	13	3	3.0	3	92.13	0	0																										92.13	170.18	44.73	0	92.13			
mcp1k	18255	1	285069	no-contact	9	88	9	33.1	6	11.77	0	0																										67.78	151.36	455.35	0	67.78			
mcp1k	18255	1	285080	tiny		0		4.2	0																																				
mcp1k	18255	1	285185	no-contact	25	88	4	4.5	3	19.12	0	0																										-19.12	69.58	301.12	0	19.12			
mcp1k	18255	1	285201	tiny		0		2.5	0																																				
mcp1k	18255	1	285253	no-contact	24	128	12	2.3	11	25.27	0	0																										-99.98	-198.49	391.45	0	99.98			
mcp1k	18255	1	285311	no-contact	11	219	16	79.3	7	16.15	0	0																										85.34	-22.73	268.72	0	85.34			
mcp1k	18255	1	285366	no-contact	13	121	5	68.2	4	129.69	0	0																										146.52	-76.75	485.58	0	146.52			
mcp1k	18255	1	285421	no-contact	16	22	2	1.7	1	32.3	0	0																										-33.92	-146.68	2.77	0	33.92			
mcp1k	18255	1	285443	no-contact	7	252	18	99.0	16	32.29	0	0																										-71.48	24.75	392.53	0	71.48			
mcp1k	18255	1	285467	one-sided	27	272	9	101.6	6	3.0	0	7																				3.0	-52.2	0.1	0	1	+	18.44	1.29	3.04	0	18.44			
mcp1k	18255	1	285531	spanned	15	431	5	221.8	2	0.74	22	21	2.4	1.45	-0.74	1.17	15001	15001	0	0	2212	2212	3.12	167	92	92	0.16	90	1	15	15	17.42	-31.5	466.7	0	1	-	18.73	1.49	388.42	0	18.73	66118	74306	0.89
mcp1k	18255	1	285564	no-contact	9	82	3	43.5	1	64.47	0	0																										77.98	-8.67	426.33	0	77.98			
mcp1k	18255	1	285652	tiny		0		1.6	0																																				
mcp1k	18255	1	285663	no-contact	7	17	5	6.0	3	162.99	0	0																										200.69	-24.25	35.2	0	200.69			
mcp1k	18255	1	285665	no-contact	9	224	21	94.7	17	12.12	0	0																										-42.3	-104.26	18.14	0	42.3			
mcp1k	18255	1	285674	tiny	20	4	2	4.2	2																													76.48	189.7	454.58	0	76.48			
mcp1k	18255	1	285753	no-contact	15	68	13	22.3	10	11.06	0	0																										-29.0	-161.9	6.65	0	29.0			
mcp1k	18255	1	285795	tiny	36	4	2	0.7	2																													144.34	-104.3	59.5	0	144.34			
mcp1k	18255	1	285929	spanned	13	552	5	288.7	2	0.46	27	13	1.2	0.35	-0.68	0.46	13002	13002	0	0	211	211	1.76	69	79	79		0	1	13	13	0.89	58.2	216.8	0	2	0-	-11.92	66.2	208.43	0	11.92	66210	106693	0.621
mcp1k	18255	1	285971	spanned	7	501	7	274.6	4	0.66	15	17	1.8	1.02	-0.83	0.66	7005	7005	0	0	13	13	2.39	87	78	78	0.23	66	1	7	7	2.14	-24.5	271.3	0	2	+0	-123.17	-17.85	96.06	0	123.17	43862	51298	0.855
mcp1k	18255	1	285999	no-contact	29	13	5	2.3	5	7.64	0	0																										38.23	-137.16	185.78	0	38.23			
mcp1k	18255	1	286065	tiny	22	7	2	0.9	2																													-134.74	1.61	462.55	0	134.74			
mcp1k	18255	1	286177	no-contact	10	53	4	19.0	1	166.69	0	0																										166.69	188.9	222.82	0	166.69			
mcp1k	18255	1	286180	no-contact	6	89	5	43.1	2	141.58	0	0																										174.73	-104.28	280.19	0	174.73			
mcp1k	18255	1	286191	no-contact	6	198	8	108.5	7	83.38	0	0																										129.85	176.63	80.37	0	129.85			
mcp1k	18255	1	286241	spanned	11	527	9	288.0	7	0.65	60	41	2.4	1.98	-0.7	0.65	11000	11000	0	0	13	13	3.45	125	94	94	0.12	94	1	11	11	16.04	130.3	96.5	0	2	0+	16.76	132.18	93.5	0	16.76	45425	46922	0.968
mcp1k	18255	1	286268	no-contact	11	361	12	197.4	10	36.47	0	0																										-173.55	-110.14	8.37	0	173.55			
mcp1k	18255	1	286329	tiny	43	8	4	1.2	4																													49.32	175.01	450.54	0	49.32			
mcp1k	18255	1	286353	no-contact	13	1060	18	264.1	4	10.22	0	0																										-57.37	-142.25	368.47	0	57.37			
mcp1k	18255	1	286400	spanned	11	602	11	338.3	8	0.76	18	19	2.26	1.27	-0.76	1.11	11003	11003	0	0	211	211	4.82	99	84	84		0	1	11	11	2.16	-164.2	56.4	1	2	0-	-2.16	-164.16	56.4	0	2.16	28043	49718	0.564
mcp1k	18255	1	286527	no-contact	16	83	16	26.4	13	161.01	0	0																										191.65	139.42	302.78	0	191.65			
mcp1k	18255	1	286551	tiny		0		3.1	0																																				
mcp1k	18255	1	286617	tiny	48	8	4	1.6	4																													8.56	-17.02	320.92	0	8.56			
mcp1k	18255	1	286631	no-contact	15	14	7	3.4	7	81.28	0	0																										-143.76	199.38	32.57	0	143.76			
mcp1k	18255	1	286655	eroded	19	239	21	61.1	13	2.99	2	1	152.26	152.03	-2.99	5.48	63018	30016	0	0	11	11										2.99	-32.2	16.7	0	1	-	-45.13	64.29	1.39	0	45.13			
mcp1k	18255	1	286681	no-contact	3	485	28	127.9	17	114.77	0	0																										-135.03	11.15	398.34	0	135.03			
mcp1k	18255	1	286818	no-contact	5	107	7	47.0	3	137.53	0	0																										-187.48	-62.74	221.2	0	187.48			
mcp1k	18255	1	286884	tiny	23	6	3	1.9	3																													-200.5	42.87	15.25	0	200.5			
mcp1k	18255	1	286906	no-contact	9	258	7	139.3	3	43.91	0	0																										-104.16	191.34	294.39	0	104.16			
mcp1k	18255	1	287007	eroded	19	222	15	3.8	5	3.13	0	4	114.2	63.74	-91.64	3.13	19001	21019	0	0	13	11										3.13	161.1	427.9	0	1	+	-91.64	99.62	444.83	0	91.64			
mcp1k	18255	1	287029	tiny	27	4	2	1.2	2																													-170.33	92.43	20.94	0	170.33			
mcp1k	18255	1	287099	tiny	22	4	1	4.4	1																													-7.51	18.39	391.51	0	7.51			
mcp1k	18255	1	287211	no-contact	10	306	23	109.2	16	51.08	0	0																										101.22	-43.65	275.73	0	101.22			
mcp1k	18255	1	287249	no-contact	14	262	12	140.1	9	64.96	0	0																										82.67	42.6	257.48	0	82.67			
mcp1k	18255	1	287277	tiny	19	2	1	1.0	1																													-0.73	-194.62	262.68	0	0.73			
mcp1k	18255	1	287315	no-contact	17	42	5	3.2	5	72.14	0	0																										119.42	195.45	351.08	0	119.42			
mcp1k	18255	1	287431	tiny	-1	4	2	52.0	2																													0.0	0.0	0.0	1				
mcp1k	18255	1	287434	tiny		0		3.6	0																																				
mcp1k	18255	1	287517	no-contact	13	286	7	142.7	4	37.85	0	0																										70.02	142.65	356.22	0	70.02			
mcp1k	18255	1	287522	no-contact	58	129	29	3.0	22	102.69	0	0																										196.07	20.57	195.31	0	196.07			
mcp1k	18255	1	287555	eroded	18	464	18	169.8	10	2.56	11	14	9.0	7.15	-2.56	2.91	18001	18001	0	0	13	13	10.59	45	22	22	1.02	22	1	18	18	3.29	-82.5	178.2	0	1	+	-71.11	-52.71	23.73	0	71.11			
mcp1k	18255	1	287599	no-contact	6	65	2	35.5	0	176.18	0	0																										-179.25	146.92	468.7	0	179.25			
mcp1k	18255	1	287621	no-contact	6	247	10	93.6	6	41.75	0	0																										110.91	123.6	347.48	0	110.91			
mcp1k	18255	1	287654	eroded	12	241	13	96.0	7	2.21	77	9	6.26	2.35	-3.07	2.74	12003	44025	1	1	11	11	2.84	173	49	49	9.21	0	1	12	12	2.74	58.4	459.3	0	1	+	-8.13	58.13	463.49	0	8.13			
mcp1k	18255	1	287717	tiny	24	4	2	1.6	2																													-198.25	14.04	147.33	0	198.25			
mcp1k	18255	1	287825	no-contact	11	243	11	119.8	9	9.74	0	0																										-95.74	-67.93	426.97	0	95.74			
mcp1k	18255	1	287830	eroded	16	536	30	98.7	11	2.1	17	0	76.22	18.13	-2.1	71.94	20035	22056	1	0	11	2212										2.1	52.1	174.8	0	1	-	-47.36	101.69	16.75	0	47.36			
mcp1k	18255	1	288067	no-contact	7	83	4	42.8	1	74.38	0	0																										-79.14	181.39	129.23	0	79.14			
mcp1k	18255	1	288287	no-contact	10	650	18	256.0	14	56.63	0	0																										-158.4	5.92	82.12	0	158.4			
mcp1k	18255	1	288327	eroded	22	379	15	3.1	8	2.85	10	0	39.24	28.43	-9.39	17.66	38020	22016	1	0	11	11	16.45	115	0	115	16.46	0				2.85	160.8	62.3	0	1	-	17.77	-139.53	97.3	0	17.77			
mcp1k	18255	1	288358	no-contact	3	229	3	125.7	1	31.15	0	0																										-35.31	191.52	409.78	0	35.31			
mcp1k	18255	1	288468	tiny	-1	6	3	3.7	3																													0.0	0.0	0.0	1				
mcp1k	18255	1	288639	no-contact	8	438	12	117.3	9	40.46	0	0																										-162.99	122.2	135.8	0	162.99			
mcp1k	18255	1	288745	no-contact	23	138	16	34.5	11	7.35	0	0																										-146.37	140.14	333.78	0	146.37			
mcp1k	18255	1	288859	no-contact	9	694	14	318.7	9	148.95	0	0																										168.59	37.03	200.72	0	168.59			
mcp1k	18255	1	288947	eroded	16	288	13	89.6	8	4.0	0	2	107.61	64.64	-78.59	7.44	36021	24018	0	0	2212	11										4.0	5.2	492.1	0	1	+	-117.15	-96.85	319.9	0	117.15			
mcp1k	18255	1	288952	one-sided	2	552	5	312.2	3	1.73	22	0											1.46	90	79	79	1.16	79	0	2	14	1.73	-89.5	146.2	1	1	-	-1.73	-89.55	146.24	0	1.73			
mcp1k	18255	1	289141	no-contact	22	11	3	4.2	3	174.81	0	0																										198.57	-198.26	198.32	0	198.57			
mcp1k	18255	1	289145	eroded	41	19	9	1.6	9	0.59	0	2	238.03	225.6	-75.34	0.59	27000	30003	0	0	11	11	75.86	0	6	6						0.59	-180.4	316.0	0	1	+	130.7	-190.76	4.13	0	130.7			
mcp1k	18255	1	289251	no-contact	12	500	6	281.3	3	6.93	0	0																										-6.93	-196.17	311.32	0	6.93			
mcp1k	18255	1	289559	spanned	14	294	6	166.4	2	0.51	30	20	3.0	2.19	-0.76	1.29	14001	14001	0	0	13	13	2.42	171	117	117	0.8	16	1	14	14	0.51	8.7	360.2	0	1	-	-2.51	12.81	354.8	0	2.51	65193	49807	1.309
mcp1k	18255	1	289647	tiny	31	4	2	9.5	2																													201.83	194.62	283.63	0	201.83			
mcp1k	18255	1	289656	eroded	17	80	15	4.4	12	5.39	2	0	151.33	105.71	-5.39	102.89	17003	39010	0	0	13	11	186.77	12	0	0						5.39	-0.1	194.0	1	1	-	-5.39	-0.06	193.99	0	5.39			
mcp1k	18255	1	289832	spanned	10	372	3	208.7	2	0.52	23	19	3.0	2.66	-0.88	0.52	10000	10000	0	0	13	13	6.05	126	67	67	0.16	67	1	10	10	6.99	96.3	311.5	0	1	-	85.77	132.76	500.01	0	85.77	23221	49512	0.469
mcp1k	18255	1	290052	no-contact	14	214	11	88.1	8	27.29	0	0																										-38.03	-140.82	476.02	0	38.03			
mcp1k	18255	1	290069	tiny	32	4	2	1.7	2																													-198.87	-140.18	418.64	0	198.87			
mcp1k	18255	1	290201	no-contact	9	209	5	116.0	3	80.93	0	0																										-139.86	108.15	439.93	0	139.86			
mcp1k	18255	1	290294	no-contact	12	51	3	25.2	1	16.05	0	0																										23.9	29.3	479.82	0	23.9			
mcp1k	18255	1	290316	tiny	32	3	1	1.1	1																													-51.36	-42.72	220.06	0	51.36			
mcp1k	18255	1	290329	tiny	24	6	3	2.1	3																													-37.81	190.14	235.72	0	37.81			
mcp1k	18255	1	290729	no-contact	12	238	7	118.3	2	27.52	0	0																										-128.89	-105.77	104.92	0	128.89			
mcp1k	18255	1	291037	no-contact	13	188	5	105.3	4	36.4	0	0																										71.61	96.32	98.13	0	71.61			
mcp1k	18255	1	291064	one-sided	14	316	3	164.7	1	0.98	14	0											87.92	53	0	0						0.98	64.4	4.7	1	1	-	-0.98	64.39	4.72	0	0.98			
mcp1k	18255	1	291262	no-contact	18	286	9	141.1	5	73.99	0	0																										-87.18	5.34	123.48	0	87.18			
mcp1k	18255	1	291301	no-contact	26	10	5	1.7	5	9.13	0	0																										9.13	190.78	270.98	0	9.13			
mcp1k	18255	1	291372	eroded	11	26	6	8.2	5	1.37	4	0	15.24	11.76	-1.76	7.93	41005	19003	0	1	11	11	15.52	0	0	0						1.37	137.3	478.0	0	1	-	-7.41	167.54	470.86	0	7.41			
mcp1k	18255	1	291499	eroded	12	83	5	40.9	4	3.82	3	0	29.9	10.72	-13.98	13.92	19002	12000	0	0	11	13	28.94	0	0	0						3.82	157.3	85.3	0	1	-	45.67	199.68	60.69	0	45.67			
mcp1k	18255	1	291526	no-contact	-1	12	4	9.1	4	140.48	0	0																										0.0	0.0	0.0	1				
mcp1k	18255	1	291548	no-contact	21	182	14	82.2	11	65.07	0	0																										-126.69	28.85	423.12	0	126.69			
mcp1k	18255	1	291570	no-contact	17	560	3	197.2	1	67.88	0	0																										-77.35	5.98	141.03	0	77.35			
mcp1k	18255	1	291961	no-contact	4	305	15	126.3	10	44.53	0	0																										-143.9	115.35	127.98	0	143.9			
mcp1k	18255	1	292005	no-contact	18	397	21	169.2	15	68.83	0	0																										128.33	109.61	343.18	0	128.33			
mcp1k	18255	1	292027	eroded	12	781	28	302.1	8	2.79	7	0	199.15	153.42	-94.01	32.97	19052	32054	0	0	11	11										2.79	-112.3	252.0	0	1	-	112.1	173.38	111.18	0	112.1			
mcp1k	18255	1	292384	spanned	19	752	11	460.5	7	0.63	23	27	2.4	2.03	-0.65	0.63	19004	19004	0	0	13	13	2.86	123	103	103	0.05	103	1	19	19	9.29	3.4	79.7	0	3	0++	19.2	13.93	52.22	0	19.2	50511	49755	1.015
mcp1k	18255	1	292406	no-contact	6	92	7	46.4	6	112.12	0	0																										-163.93	0.61	138.74	0	163.93			
mcp1k	18255	1	292533	no-contact	16	601	7	308.3	3	19.0	0	0																										-118.54	124.33	126.82	0	118.54			
mcp1k	18255	1	292577	eroded	12	126	8	64.9	7	0.62	0	2	362.7	347.03	-104.84	0.62	28005	21001	0	0	11	11	151.3	0	0	0						0.62	-189.2	183.2	0	1	+	-110.73	75.03	440.08	0	110.73			
mcp1k	18255	1	292643	spanned	105	547	23	184.3	14	0.8	13	30	2.4	0.81	-1.46	0.8	18000	18000	1	1	11	11	2.85	61	75	75	0.16	75	1	18	18	1.48	-16.5	71.0	0	1	+	-13.07	-29.39	54.78	0	13.07	47087	51002	0.923
mcp1k	18255	1	292687	no-contact	11	279	10	117.5	6	47.77	0	0																										-163.38	81.22	188.35	0	163.38			
mcp1k	18255	1	292797	no-contact	33	264	7	1.7	3	44.72	0	0																										59.84	198.84	48.72	0	59.84			
mcp1k	18255	1	293149	no-contact	4	217	23	48.4	17	118.3	0	0																										-138.2	3.11	413.42	0	138.2			
mcp1k	18255	1	313781	no-contact	9	84	7	24.2	4	115.09	0	0																										-115.09	188.77	378.62	0	115.09			
mcp1k	18255	1	313979	spanned	12	488	3	272.9	0	1.05	19	19	2.4	0.94	-1.05	1.16	12001	12001	0	0	13	13	3.15	88	77	77	0.12	72	1	12	12	17.39	-38.2	271.1	0	3	0--	-18.01	-38.39	269.12	0	18.01	38355	48346	0.793
mcp1k	18255	1	314507	no-contact	17	328	6	79.3	2	53.78	0	0																										124.05	-35.41	136.73	0	124.05			
mcp1k	18255	1	314705	no-contact	3	27	11	5.2	10	30.16	0	0																										-94.25	105.8	29.08	0	94.25			
mcp1k	18255	1	315013	eroded	15	416	16	214.4	14	5.34	4	0	165.04	35.69	-89.65	71.48	53012	21003	0	0	11	11										5.34	-184.1	403.6	0	2	--	-119.91	-56.74	277.4	0	119.91			
mcp1k	18255	1	315167	no-contact	8	562	24	162.5	14	83.36	0	0																										137.86	163.34	225.64	0	137.86			
mcp1k	18255	1	315343	no-contact	7	100	18	35.1	16	9.77	0	0																										-90.1	-21.24	368.61	0	90.1			
mcp1k	18255	1	315409	tiny	51	4	2	0.7	2																													180.93	45.15	269.38	0	180.93			
mcp1k	18255	1	315497	eroded	24	618	6	243.9	1	0.47	69	53	4.44	2.8	-1.54	1.89	24005	16000	0	0	11	11	3.28	65	110	110	5.0	0	1	16	16	0.47	199.0	257.2	0	1	-	-5.41	196.55	164.35	0	5.41			
mcp1k	18255	1	315849	no-contact	10	167	5	69.8	4	69.44	0	0																										-145.36	177.07	0.82	0	145.36			
mcp1k	18255	1	315871	eroded	18	215	10	104.0	6	3.61	0	6	114.47	50.3	-35.49	67.34	27009	44012	0	0	11	11										3.61	-52.7	455.8	0	2	++	83.01	-109.78	440.27	0	83.01			
mcp1k	18255	1	316003	no-contact	24	71	7	32.9	6	17.39	0	0																										-43.12	77.77	347.04	0	43.12			
mcp1k	18255	1	316025	eroded	23	316	27	80.8	16	3.42	0	2	21.77	17.91	-8.95	3.42	21016	44035	0	0	11	11	42.93	0	17	0						3.42	57.8	113.6	0	1	+	75.78	42.49	101.53	0	75.78			
mcp1k	18255	1	316311	no-contact	11	174	5	91.1	2	128.93	0	0																										151.17	188.11	138.6	0	151.17			
mcp1k	18255	1	316553	no-contact	16	459	3	255.8	2	81.36	0	0																										-84.8	156.73	217.77	0	84.8			
mcp1k	18255	1	316729	spanned	8	287	12	140.7	9	0.77	15	18	1.8	0.48	-0.96	0.77	8005	8005	1	1	11	11	1.9	71	90	90	0.11	76	1	8	8	4.06	-66.9	194.8	0	2	+0	-67.55	9.48	191.29	0	67.55	64541	61907	1.043
mcp1k	18255	1	317191	no-contact	17	378	15	129.6	11	97.47	0	0																										-126.34	-139.8	290.85	0	126.34			
mcp1k	18255	1	317543	no-contact	15	224	11	106.0	7	25.96	0	0																										-192.32	-50.45	424.44	0	192.32			
mcp1k	18255	1	317741	no-contact	13	57	19	10.6	18	6.68	0	0																										32.24	50.35	10.02	0	32.24			
mcp1k	18255	1	317939	no-contact	25	566	26	171.2	14	122.02	0	0																										-130.32	83.76	140.53	0	130.32			
mcp1k	18255	1	318049	tiny		0		1.8	0																																				
mcp1k	18255	1	318731	no-contact	1	174	10	86.0	8	31.31	0	0																										-43.5	-67.26	478.73	0	43.5			
mcp1k	18255	1	319039	no-contact	20	341	7	85.7	6	14.29	0	0																										60.63	177.56	220.97	0	60.63			
mcp1k	18255	1	319611	no-contact	2	192	2	109.1	0	195.18	0	0																										-197.32	-148.45	402.95	0	197.32			
mcp1k	18255	1	319809	no-contact	20	144	3	75.3	2	41.73	0	0																										41.73	199.25	380.41	0	41.73			
mcp1k	18255	1	320029	no-contact	30	459	7	219.5	4	23.48	0	0																										187.83	198.5	109.92	0	187.83			
mcp1k	18255	1	320667	eroded	29	413	17	162.2	7	4.33	20	0	27.4	18.24	-8.96	11.48	61026	29017	0	1	13	11	17.6	195	0	0						4.33	82.8	431.6	0	1	-	38.03	51.61	358.75	0	38.03			
mcp1k	18255	1	320865	eroded	13	361	11	189.2	10	2.55	2	0	277.0	275.97	-2.55	21.4	17001	44004	0	0	11	11										2.55	45.2	374.0	0	1	-	78.58	160.48	89.73	0	78.58			
mcp1k	18255	1	321107	eroded	22	427	5	225.5	4	1.73	0	4	156.86	86.73	-128.98	1.73	13000	22004	1	0	11	13										1.73	94.1	188.8	0	1	+	20.1	75.81	154.28	0	20.1			
mcp1k	18255	1	321173	no-contact	10	280	8	149.0	7	125.44	0	0																										131.78	-7.53	469.95	0	131.78			
mcp1k	18255	1	321371	no-contact	27	786	14	302.1	6	12.23	0	0																										12.23	-127.34	126.29	0	12.23			
mcp1k	18255	1	321525	no-contact	5	177	8	86.4	6	186.23	0	0																										-201.29	2.16	290.35	0	201.29			
mcp1k	18255	1	321767	eroded	21	523	12	326.5	7	2.39	11	6	7.8	4.71	-2.39	3.82	15011	15011	1	1	11	11	9.37	44	27	27	3.2	0	1	15	15	7.14	143.2	220.9	0	1	-	-52.53	-60.84	154.41	0	52.53			
mcp1k	18255	1	321789	no-contact	7	55	3	31.5	2	98.04	0	0																										116.21	-170.48	500.03	0	116.21			
mcp1k	18255	1	345633	no-contact	8	511	11	227.4	5	13.93	0	0																										75.23	-115.95	186.68	0	75.23			
mcp1k	18255	1	346293	no-contact	9	13	5	2.7	5	54.85	0	0																										-149.68	-198.07	483.68	0	149.68			
mcp1k	18255	1	346623	no-contact	14	86	11	16.9	9	28.97	0	0																										-182.52	156.34	347.38	0	182.52			
mcp1k	18255	1	347085	no-contact	4	355	30	92.5	20	12.6	0	0																										-44.44	174.68	302.48	0	44.44			
mcp1k	18255	1	347129	no-contact	11	478	20	42.5	10	183.76	0	0																										-196.27	-101.13	184.3	0	196.27			
mcp1k	18255	1	347371	no-contact	61	64	15	5.3	15	34.17	0	0																										-185.36	-30.42	164.1	0	185.36			
mcp1k	18255	1	348471	no-contact	12	459	27	130.5	14	55.71	0	0																										-159.37	41.38	156.22	0	159.37			
mcp1k	18255	1	348515	no-contact	14	117	11	55.6	7	7.2	0	0																										-27.18	-73.12	285.83	0	27.18			
mcp1k	18255	1	348691	eroded	9	964	40	382.9	19	3.32	11	0	25.78	6.61	-18.13	6.78	15054	9028	0	1	11	11	3.13	62	60	60	5.05	0	1	7	7	3.32	-142.4	227.1	0	1	-	14.07	-132.87	180.41	0	14.07			
mcp1k	18255	1	348713	no-contact	7	229	11	116.6	8	82.68	0	0																										132.4	134.01	103.65	0	132.4			
mcp1k	18255	1	348845	no-contact	7	180	5	73.8	1	164.58	0	0																										164.58	70.35	435.79	0	164.58			
mcp1k	18255	1	349087	no-contact	3	62	3	34.8	2	61.6	0	0																										-67.16	-34.59	263.21	0	67.16			
mcp1k	18255	1	349241	no-contact	15	148	22	51.4	18	62.16	0	0																										-116.76	-131.42	4.25	0	116.76			
mcp1k	18255	1	349461	no-contact	17	359	12	183.2	8	28.45	0	0																										-82.43	56.98	107.76	0	82.43			
mcp1k	18255	1	349549	spanned	12	649	39	100.2	15	0.52	22	32	1.8	1.1	-0.52	0.91	12011	12011	0	0	2212	2212	1.68	100	146	146	0.18	54	1	12	12	1.89	-23.6	240.4	0	2	++	2.75	-78.08	110.97	0	2.75	48537	47403	1.024
mcp1k	18255	1	349835	no-contact	2	153	7	63.9	3	25.76	0	0																										-83.99	122.99	220.33	0	83.99			
mcp1k	18255	1	349879	no-contact	17	518	3	282.8	1	11.64	0	0																										36.36	-149.43	255.87	0	36.36			
mcp1k	18255	1	349945	no-contact	18	603	36	185.2	20	29.47	0	0																										-154.98	-99.59	104.22	0	154.98			
mcp1k	18255	1	350121	no-contact	2	444	24	186.0	20	26.51	0	0																										-43.67	-22.19	335.7	0	43.67			
mcp1k	18255	1	350297	spanned	18	441	7	252.8	4	0.91	17	15	2.4	1.39	-0.91	1.04	18001	18001	0	0	13	13	2.86	123	59	59	0.15	59	1	18	18	10.38	95.9	433.8	0	1	0	-120.07	76.16	220.04	0	120.07	54904	58905	0.932
mcp1k	18255	1	350781	no-contact	17	28	12	0.9	12	41.46	0	0																										-96.5	85.02	25.12	0	96.5			
mcp1k	18255	1	350935	no-contact	11	330	5	126.5	3	41.93	0	0																										-92.09	-46.29	28.82	0	92.09			
mcp1k	18255	1	351639	no-contact	23	12	3	19.1	3	23.29	0	0																										-23.29	160.52	17.76	0	23.29			
mcp1k	18255	1	351705	no-contact	3	203	2	114.8	0	125.34	0	0																										-125.34	-82.8	265.82	0	125.34			
mcp1k	18255	1	351749	no-contact	14	63	23	8.6	22	41.41	0	0																										-132.25	-6.95	468.75	0	132.25			
mcp1k	18255	1	352123	no-contact	10	129	3	65.1	0	144.91	0	0																										185.66	-59.2	412.74	0	185.66			
mcp1k	18255	1	352233	spanned	6	265	12	128.7	11	0.46	11	10	1.2	0.15	-0.46	0.73	6000	6000	0	0	13	13	3.58	41	46	46	0.06	46	1	6	6	24.92	70.3	494.8	0	1	-	-64.65	106.99	455.34	0	64.65	18921	53088	0.356
mcp1k	18255	1	352365	one-sided	12	558	13	217.9	5	3.44	17	0																				3.44	-5.4	76.6	1	2	--	-3.44	-5.4	76.64	0	3.44			
mcp1k	18255	1	353223	spanned	15	128	5	62.4	2	0.56	24	20	2.4	2.07	-0.56	0.65	15009	15009	0	0	2212	2212	3.9	120	110	110	0.05	110	1	15	15	6.88	-122.3	498.8	0	1	0	-11.57	-153.06	480.77	0	11.57	57674	98423	0.586
mcp1k	18255	1	353751	spanned	10	292	6	159.8	2	0.79	12	12	1.8	0.77	-0.84	0.79	10001	10001	0	0	2212	2212	2.33	60	54	54	0.1	54	1	10	10	22.04	14.3	82.3	0	2	--	-22.06	17.47	82.3	0	22.06	44119	57236	0.771
mcp1k	18255	1	386332	no-contact	12	93	10	34.5	7	125.43	0	0																										-156.57	-60.87	419.6	0	156.57			
mcp1k	18255	1	386354	no-contact	19	17	8	2.2	7	7.6	0	0																										118.66	55.7	0.32	0	118.66			
mcp1k	18255	1	386442	eroded	16	130	21	34.1	15	1.69	5	2	19.45	7.31	-2.35	15.67	22014	16007	0	0	11	13	18.51	15	0	0						1.69	-14.4	107.3	0	1	+	18.13	-34.41	92.95	0	18.13			
mcp1k	18255	1	386794	no-contact	18	12	3	1.8	3	48.49	0	0																										-48.49	-106.5	58.42	0	48.49			
mcp1k	18255	1	386948	eroded	16	512	45	94.3	20	0.53	130	0	379.17	319.05	-7.28	197.6	72064	23053	1	0	11	11										0.53	128.6	440.3	0	1	-	-16.57	143.12	354.79	0	16.57			
mcp1k	18255	1	387102	tiny		0		2.7	0																																				
mcp1k	18255	1	387696	no-contact	20	10	3	5.6	3	42.04	0	0																										42.04	-64.45	415.88	0	42.04			
mcp1k	18255	1	387850	no-contact	17	210	3	121.2	2	102.68	0	0																										196.1	199.9	82.27	0	196.1			
mcp1k	18255	1	388026	eroded	12	558	8	282.2	4	0.56	0	2	135.45	101.97	-88.6	0.56	23007	24008	0	0	13	11	20.11	0	9	0						0.56	72.3	404.7	0	1	+	-130.9	101.31	120.16	0	130.9			
mcp1k	18255	1	388224	no-contact	3	466	12	199.1	4	54.57	0	0																										-67.53	0.61	344.45	0	67.53			
mcp1k	18255	1	388884	tiny		0		1.6	0																																				
mcp1k	18255	1	389588	no-contact	17	35	11	6.1	10	47.86	0	0																										-125.27	143.2	94.21	0	125.27			
mcp1k	18255	1	389874	no-contact	11	35	3	18.6	0	23.71	0	0																										28.16	-32.52	55.98	0	28.16			
mcp1k	18255	1	390028	tiny	37	8	3	2.1	3																													-184.7	-125.84	105.22	0	184.7			
mcp1k	18255	1	390182	no-contact	4	353	12	144.7	7	115.68	0	0																										-186.1	-50.03	487.73	0	186.1			
mcp1k	18255	1	390842	no-contact	3	746	5	417.7	1	9.66	0	0																										-76.65	-112.46	9.25	0	76.65			
mcp1k	18255	1	390864	no-contact	16	310	8	174.5	7	75.1	0	0																										-201.37	-57.03	289.49	0	201.37			
mcp1k	18255	1	390996	eroded	9	42	11	2.9	9	4.76	2	0	295.79	244.29	-4.76	162.02	16002	32014	0	0	2212	11	239.63	0	0	0						4.76	-188.7	5.6	0	1	-	171.36	57.01	95.75	0	171.36			
mcp1k	18255	1	391238	no-contact	25	18	6	2.1	6	190.6	0	0																										-197.74	-91.14	179.33	0	197.74			
mcp1k	18255	1	391260	no-contact	13	221	7	114.4	5	15.65	0	0																										-48.23	189.06	130.17	0	48.23			
