sample	run	subrun	event	cls	main_cid	n_fit	n_seg	sel_len_cm	n_assoc	fit_absx	n_near_neg	n_near_pos	gap3d_cm	dyz_cm	x_neg	x_pos	seg_neg	seg_pos	shower_neg	shower_pos	pid_neg	pid_pos	qgap3d_cm	q_n6_neg	q_n6_pos	q_farside_n	q_extrap_dperp	q_extrap_n	ql_joined	ql_cid_near	ql_cid_far	vtx_absx	vtx_y	vtx_z	vtx_is_main	vtx_nseg	vtx_seg_sides	nu_x	nu_y	nu_z	nu_sentinel	nu_absx	dqdx_in3	dqdx_3to15	dqdx_ratio
mcp1k	18255	1	61681	no-contact	2	210	4	111.1	2	99.56	0	0																										-161.61	-115.13	198.89	0	161.61			
mcp1k	18255	1	61843	no-contact	17	217	26	47.1	17	23.89	0	0																										154.04	185.25	62.86	0	154.04			
mcp1k	18255	1	61997	no-contact	18	492	28	6.0	2	66.55	0	0																										74.3	135.63	4.76	0	74.3			
mcp1k	18255	1	62011	tiny	22	2	1	1.5	1																													-175.74	-186.83	173.92	0	175.74			
mcp1k	18255	1	62149	no-contact	13	282	7	128.2	3	99.25	0	0																										114.41	-61.61	288.23	0	114.41			
mcp1k	18255	1	62281	no-contact	19	248	6	120.8	2	18.37	0	0																										178.28	-80.07	293.66	0	178.28			
mcp1k	18255	1	62303	tiny	18	2	1	1.2	1																													-162.16	78.62	21.22	0	162.16			
mcp1k	18255	1	62327	no-contact	19	23	6	1.9	6	29.19	0	0																										-124.43	-120.83	38.92	0	124.43			
mcp1k	18255	1	62459	no-contact	10	381	8	197.1	4	63.57	0	0																										65.7	196.3	406.87	0	65.7			
mcp1k	18255	1	62473	no-contact	15	17	6	1.3	7	21.93	0	0																										22.1	-126.45	27.08	0	22.1			
mcp1k	18255	1	62495	no-contact	16	175	12	76.4	10	18.8	0	0																										74.26	152.85	29.53	0	74.26			
mcp1k	18255	1	62561	tiny	14	4	2	2.4	1																													3.58	-79.1	60.81	0	3.58			
mcp1k	18255	1	62583	tiny		0		1.6	0																																				
mcp1k	18255	1	62721	no-contact	16	32	13	5.2	11	21.44	0	0																										48.5	15.35	136.63	0	48.5			
mcp1k	18255	1	62979	tiny	36	4	2	1.3	2																													139.39	97.05	386.21	0	139.39			
mcp1k	18255	1	63163	no-contact	6	337	13	171.8	9	59.19	0	0																										95.26	113.17	331.46	0	95.26			
mcp1k	18255	1	63359	no-contact	3	49	4	26.0	3	119.81	0	0																										-161.95	185.64	49.54	0	161.95			
mcp1k	18255	1	63427	no-contact	26	193	7	84.4	3	6.44	0	0																										157.09	-190.79	418.22	0	157.09			
mcp1k	18255	1	63537	no-contact	2	21	9	2.0	9	178.55	0	0																										-185.63	60.5	247.91	0	185.63			
mcp1k	18255	1	63551	no-contact	6	167	3	94.7	1	53.96	0	0																										58.62	35.29	199.8	0	58.62			
mcp1k	18255	1	63559	no-contact	11	317	16	159.1	15	59.23	0	0																										184.83	128.83	83.77	0	184.83			
mcp1k	18255	1	63603	spanned	13	256	5	120.9	1	0.47	10	11	1.2	0.33	-0.68	0.47	13004	13004	0	0	13	13	1.97	52	49	49	0.17	49	1	13	13	1.63	190.1	140.4	0	2	0+	42.88	179.66	149.24	0	42.88	25238	56018	0.451
mcp1k	18255	1	63669	no-contact	15	344	13	180.5	10	11.73	0	0																										199.22	147.78	77.9	0	199.22			
mcp1k	18255	1	63711	no-contact	42	24	9	0.8	9	41.31	0	0																										48.3	159.43	144.48	0	48.3			
mcp1k	18255	1	64409	no-contact	8	442	41	91.6	24	24.81	0	0																										77.05	143.26	306.19	0	77.05			
mcp1k	18255	1	64475	no-contact	-1	12	6	4.7	6	100.48	0	0																										0.0	0.0	0.0	1				
mcp1k	18255	1	64503	no-contact	9	91	4	49.8	3	73.01	0	0																										124.02	-122.39	122.88	0	124.02			
mcp1k	18255	1	64591	no-contact	17	520	25	214.0	14	58.77	0	0																										-63.78	-39.43	2.14	0	63.78			
mcp1k	18255	1	64613	tiny	20	4	2	1.6	2																													-94.24	-32.65	23.92	0	94.24			
mcp1k	18255	1	64717	no-contact	17	129	18	46.9	16	105.68	0	0																										-176.89	96.51	348.18	0	176.89			
mcp1k	18255	1	64921	no-contact	11	326	22	112.5	13	19.92	0	0																										106.22	123.66	103.23	0	106.22			
mcp1k	18255	1	64959	no-contact	22	196	4	87.7	2	16.79	0	0																										49.05	196.92	5.37	0	49.05			
mcp1k	18255	1	65025	no-contact	16	72	3	38.3	1	38.63	0	0																										38.63	-198.8	398.66	0	38.63			
mcp1k	18255	1	65053	no-contact	6	270	10	127.3	4	136.25	0	0																										-139.03	41.24	292.96	0	139.03			
mcp1k	18255	1	65267	no-contact	15	52	7	10.6	6	21.51	0	0																										-76.24	-192.38	436.07	0	76.24			
mcp1k	18255	1	65289	one-sided	19	867	20	159.2	3	4.12	5	0											4.59	37	47	47	4.31	0	0	14	6	4.12	157.3	386.2	0	1	-	-81.94	65.56	311.27	0	81.94			
mcp1k	18255	1	65295	no-contact	13	112	2	62.6	1	191.79	0	0																										196.0	-32.81	448.6	0	196.0			
mcp1k	18255	1	65999	no-contact	27	121	7	7.6	5	175.61	0	0																										-199.91	-96.7	266.59	0	199.91			
mcp1k	18259	1	66118	no-contact	9	149	2	83.4	1	115.3	0	0																										135.91	39.9	215.69	0	135.91			
mcp1k	18259	1	66272	no-contact	24	77	11	16.0	5	135.44	0	0																										185.76	106.14	349.69	0	185.76			
mcp1k	18255	1	66329	tiny		0		1.2	0																																				
mcp1k	18255	1	66461	tiny	-1	2	1	4.4	1																													0.0	0.0	0.0	1				
mcp1k	18259	1	66646	no-contact	14	49	3	22.1	1	7.78	0	0																										-51.36	-71.29	485.18	0	51.36			
mcp1k	18259	1	66712	no-contact	11	227	6	72.6	2	51.93	0	0																										66.32	132.49	458.26	0	66.32			
mcp1k	18259	1	66954	no-contact	63	17	8	3.2	8	127.11	0	0																										-144.67	81.86	164.02	0	144.67			
mcp1k	18259	1	67394	no-contact	18	327	28	79.5	15	32.85	0	0																										42.54	165.73	387.34	0	42.54			
mcp1k	18259	1	67746	no-contact	10	313	4	172.4	1	70.85	0	0																										70.85	37.5	330.39	0	70.85			
mcp1k	18259	1	68648	no-contact	15	204	3	116.8	1	7.67	0	0																										-60.9	-153.08	388.71	0	60.9			
mcp1k	18259	1	68714	no-contact	5	171	3	94.0	1	142.29	0	0																										-175.23	-48.92	289.02	0	175.23			
mcp1k	18259	1	68978	eroded	18	283	4	156.3	2	5.44	0	3	180.37	92.56	-149.36	5.44	22008	18004	0	0	11	2212										5.44	82.7	91.6	0	1	+	7.82	89.53	87.43	0	7.82			
mcp1k	18259	1	69066	tiny	27	4	2	1.9	2																													-122.88	148.36	392.14	0	122.88			
mcp1k	18259	1	71046	no-contact	19	355	10	192.2	8	53.53	0	0																										-82.78	120.9	345.7	0	82.78			
mcp1k	18259	1	71178	no-contact	66	135	14	41.2	9	75.36	0	0																										101.37	-139.35	466.26	0	101.37			
mcp1k	18259	1	71222	one-sided	15	482	18	122.8	8	1.63	38	0																				1.63	191.4	58.3	0	1	-	-117.7	99.96	97.84	0	117.7			
mcp1k	18259	1	71266	no-contact	15	161	2	95.2	1	92.28	0	0																										162.61	175.77	500.16	0	162.61			
mcp1k	18259	1	71486	no-contact	38	29	8	1.4	8	12.22	0	0																										-140.28	110.38	163.72	0	140.28			
mcp1k	18259	1	71530	no-contact	17	56	3	1.0	2	65.69	0	0																										-65.84	13.11	386.32	0	65.84			
mcp1k	18259	1	71640	no-contact	9	427	8	231.1	5	46.13	0	0																										-115.47	-14.45	328.25	0	115.47			
mcp1k	18259	1	72256	one-sided	9	140	5	75.9	2	2.07	2	0																				2.07	47.9	440.9	0	1	-	-12.89	53.35	444.02	0	12.89			
mcp1k	18259	1	72586	eroded	17	648	15	301.4	7	0.53	33	0	186.58	47.37	-2.77	177.69	17000	26026	0	0	13	11										0.53	-2.4	300.6	0	1	-	-61.83	-198.23	54.03	0	61.83			
mcp1k	18259	1	72828	tiny	-1	2	1	4.0	1																													0.0	0.0	0.0	1				
mcp1k	18259	1	73004	eroded	15	344	16	107.1	7	5.34	2	0	270.17	267.86	-10.62	24.65	15009	25025	1	0	11	2212										5.34	151.3	162.5	0	1	-	-11.81	151.51	158.51	0	11.81			
mcp1k	18259	1	166650	tiny	30	2	1	2.0	1																													129.71	-196.85	199.68	0	129.71			
mcp1k	18259	1	166738	spanned	16	770	35	225.9	19	0.48	18	20	1.2	0.56	-0.48	0.58	16007	16007	0	0	13	13	2.07	75	77	77		0	1	16	16	2.51	56.9	189.4	0	1	+	24.67	46.03	178.13	0	24.67	42481	47573	0.893
mcp1k	18259	1	166804	no-contact	9	52	3	28.3	1	53.76	0	0																										62.95	77.76	478.85	0	62.95			
mcp1k	18259	1	166870	no-contact	10	284	28	64.3	14	109.16	0	0																										-141.66	158.91	158.61	0	141.66			
mcp1k	18259	1	167112	no-contact	21	170	10	57.0	5	25.53	0	0																										27.94	137.37	458.4	0	27.94			
mcp1k	18259	1	167200	tiny	25	4	2	2.7	2																													201.35	195.84	351.67	0	201.35			
mcp1k	18259	1	167354	no-contact	51	63	21	3.0	22	37.74	0	0																										-102.54	176.48	61.36	0	102.54			
mcp1k	18259	1	167376	tiny	-1	2	1	6.4	1																													0.0	0.0	0.0	1				
mcp1k	18259	1	167398	tiny	24	4	2	2.2	2																													-138.17	-71.61	348.05	0	138.17			
mcp1k	18259	1	167684	one-sided	10	41	5	14.6	0	4.26	0	4																				4.26	-181.4	253.8	0	1	+	14.82	-174.65	249.33	0	14.82			
mcp1k	18259	1	168388	tiny	11	2	1	1.2	1																													-201.48	-160.29	335.22	0	201.48			
mcp1k	18259	1	168432	no-contact	18	409	15	84.7	2	84.23	0	0																										-96.94	-190.14	450.3	0	96.94			
mcp1k	18259	1	168526	no-contact	19	1236	47	373.1	36	34.81	0	0																										-156.17	-98.83	38.42	0	156.17			
mcp1k	18259	1	168614	no-contact	5	313	2	174.2	1	101.49	0	0																										108.26	70.82	232.51	0	108.26			
mcp1k	18259	1	168658	no-contact	12	168	7	90.3	5	101.45	0	0																										122.95	-102.79	267.83	0	122.95			
mcp1k	18259	1	169054	tiny	11	4	2	1.6	2																													128.29	183.66	139.57	0	128.29			
mcp1k	18259	1	169208	no-contact	49	38	14	1.5	13	37.61	0	0																										146.58	-65.46	139.33	0	146.58			
mcp1k	18259	1	169356	no-contact	16	439	24	138.9	16	68.33	0	0																										153.4	144.05	201.19	0	153.4			
mcp1k	18259	1	169488	no-contact	14	30	11	3.7	10	6.4	0	0																										167.06	129.74	139.76	0	167.06			
mcp1k	18259	1	169598	no-contact	18	163	4	88.0	2	86.55	0	0																										158.17	199.08	185.75	0	158.17			
mcp1k	18259	1	169620	spanned	13	458	9	201.8	7	0.7	12	11	1.8	0.85	-0.7	0.89	13001	13001	0	0	13	13	3.33	56	53	53	0.01	53	1	13	13	17.44	163.8	53.9	0	1	+	49.98	157.38	32.36	0	49.98	25761	50228	0.513
mcp1k	18259	1	169626	eroded	22	436	34	79.1	14	2.26	26	0	232.23	112.05	-2.26	201.15	46059	23048	0	0	13	11										2.26	127.5	457.8	0	1	-	-14.91	149.09	405.08	0	14.91			
mcp1k	18259	1	169758	eroded	6	169	3	70.0	2	0.51	13	8	8.35	7.72	-0.51	2.68	13001	6000	0	0	11	13	7.51	72	38	38	3.84	0	1	6	6	0.51	187.2	459.5	0	1	-	53.94	155.72	499.44	0	53.94			
mcp1k	18259	1	169774	no-contact	2	45	11	14.1	10	37.61	0	0																										-78.26	-198.66	191.61	0	78.26			
mcp1k	18259	1	169824	one-sided	10	429	7	206.7	3	1.73	0	9											2.58	53	44	53	2.38	32	0	10	19	1.73	-114.8	107.8	0	1	+	57.92	-142.84	114.9	0	57.92			
mcp1k	18259	1	169846	no-contact	6	20	9	2.4	8	68.71	0	0																										-77.77	-44.43	226.77	0	77.77			
mcp1k	18259	1	169890	eroded	21	330	5	149.1	2	0.5	0	34	80.59	71.57	-36.53	0.54	21001	30004	0	0	13	11										0.54	-174.3	499.6	0	1	+	-60.25	-89.5	352.2	0	60.25			
mcp1k	18259	1	170792	no-contact	10	151	7	56.2	4	35.92	0	0																										-141.92	177.34	112.45	0	141.92			
mcp1k	18259	1	170808	no-contact	14	307	21	91.4	9	24.81	0	0																										177.67	45.65	386.5	0	177.67			
mcp1k	18259	1	170814	no-contact	18	119	6	52.6	3	15.32	0	0																										15.32	-59.56	202.72	0	15.32			
mcp1k	18259	1	170880	eroded	24	95	12	18.4	8	0.03	0	4	230.82	170.16	-102.0	53.97	47012	24008	0	1	11	11										0.03	28.2	5.8	0	1	+	66.15	-9.42	313.28	0	66.15			
mcp1k	18259	1	170924	no-contact	16	88	4	35.8	1	65.1	0	0																										71.56	-178.47	75.29	0	71.56			
mcp1k	18259	1	170940	eroded	69	26	6	3.9	6	2.57	0	2	224.07	176.14	-135.93	2.57	65001	36000	0	0	11	2212										2.57	-61.6	395.2	0	1	+	-191.64	122.96	363.28	0	191.64			
mcp1k	18259	1	171050	tiny	36	8	4	1.5	4																													-187.11	120.4	45.44	0	187.11			
mcp1k	18259	1	171116	tiny	25	8	4	1.8	4																													116.97	-174.67	5.37	0	116.97			
mcp1k	18259	1	171358	no-contact	10	91	13	31.2	8	45.4	0	0																										170.44	-11.39	265.68	0	170.44			
mcp1k	18259	1	171446	tiny		0		2.0	0																																				
mcp1k	18259	1	171600	no-contact	14	624	15	341.8	12	9.05	0	0																										171.49	-105.36	16.6	0	171.49			
mcp1k	18259	1	171892	tiny	58	4	2	1.9	2																													-7.55	62.68	396.22	0	7.55			
mcp1k	18259	1	172266	eroded	22	370	14	158.6	13	4.14	2	2	166.75	163.85	-25.01	5.96	16006	22009	1	0	11	13										4.14	114.4	26.2	0	1	-	55.1	187.75	222.22	0	55.1			
mcp1k	18259	1	172414	no-contact	-1	10	5	2.7	5	170.11	0	0																										0.0	0.0	0.0	1				
mcp1k	18259	1	172656	spanned	10	494	15	262.6	12	0.53	14	12	1.8	0.99	-0.65	0.85	10006	10006	0	0	211	211	1.97	67	56	67	0.11	67	1	10	10	0.53	148.1	122.0	0	1	-	80.31	199.91	78.02	0	80.31	46181	49914	0.925
mcp1k	18259	1	172788	tiny	-1	4	2	4.2	2																													0.0	0.0	0.0	1				
mcp1k	18259	1	172794	eroded	47	572	2	306.4	1	0.66	25	27	6.6	5.65	-2.75	0.66	20003	20003	0	0	13	13	12.53	175	31	31	1.7	31	1	20	20	26.62	151.3	184.4	1	1	+	26.62	151.31	184.41	0	26.62			
mcp1k	18259	1	172832	no-contact	21	276	17	137.1	15	46.46	0	0																										-60.19	-67.15	130.54	0	60.19			
mcp1k	18259	1	172942	no-contact	4	248	16	84.2	8	91.37	0	0																										-142.6	138.34	269.26	0	142.6			
mcp1k	18259	1	173058	eroded	47	57	24	7.0	22	2.23	2	0	110.62	79.73	-2.23	74.45	55017	19005	0	0	11	11										2.23	55.0	25.8	0	1	-	-76.32	57.62	25.87	0	76.32			
mcp1k	18259	1	173146	eroded	15	319	16	154.2	12	3.51	0	2	232.45	142.17	-180.4	3.51	26003	28005	0	0	11	11										3.51	187.5	357.1	0	1	+	-127.36	-75.09	242.98	0	127.36			
mcp1k	18259	1	173234	spanned	10	413	9	233.1	7	1.0	12	10	2.4	1.18	-1.09	1.0	10001	10001	0	0	13	13	2.61	69	45	45	0.77	44	1	10	10	24.78	121.6	334.1	0	1	-	-76.25	58.86	336.53	0	76.25	29305	48521	0.604
mcp1k	18259	1	173498	no-contact	6	390	9	171.7	3	103.72	0	0																										-176.36	142.05	341.0	0	176.36			
mcp1k	18259	1	174114	no-contact	17	119	12	54.2	10	75.16	0	0																										174.01	-176.3	339.72	0	174.01			
mcp1k	18259	1	174224	no-contact	20	627	16	325.1	8	93.9	0	0																										-100.27	-3.34	187.66	0	100.27			
mcp1k	18259	1	174422	tiny		0		10.3	0																																				
mcp1k	18259	1	174576	no-contact	5	236	7	110.1	4	154.65	0	0																										-182.44	-181.34	13.79	0	182.44			
mcp1k	18259	1	174752	no-contact	14	61	6	17.2	4	15.95	0	0																										-59.57	-193.17	407.44	0	59.57			
mcp1k	18259	1	174928	no-contact	9	249	11	92.2	8	101.75	0	0																										158.55	112.51	175.87	0	158.55			
mcp1k	18259	1	175016	eroded	29	29	5	7.0	4	5.09	0	4	81.9	59.94	-50.71	5.09	19000	29003	0	0	2212	13										5.09	-23.7	263.6	0	1	+	38.03	-12.46	282.81	0	38.03			
mcp1k	18259	1	175808	no-contact	18	261	12	136.3	9	109.08	0	0																										-166.81	-78.93	285.1	0	166.81			
mcp1k	18259	1	175896	no-contact	17	207	17	71.2	4	11.36	0	0																										-18.82	-189.18	443.23	0	18.82			
mcp1k	18259	1	176022	eroded	26	16	5	1.1	5	5.16	2	0	236.24	203.1	-32.98	87.69	18002	26003	0	0	11	13										5.16	-191.1	320.3	0	1	-	87.69	-19.46	2.63	0	87.69			
mcp1k	18255	1	276836	spanned	11	474	11	236.7	9	0.92	9	10	2.4	0.98	-0.92	1.27	11003	11003	0	0	13	13	3.03	35	48	48	0.05	48	1	11	11	59.88	-22.6	323.6	0	1	-	131.23	-53.62	296.08	0	131.23	20961	48518	0.432
mcp1k	18255	1	277276	eroded	8	296	6	139.7	2	5.99	0	1	286.86	233.14	-110.3	56.84	8002	17005	0	0	2212	11	173.53	0	10	0						5.99	183.9	321.8	0	1	+	-102.72	-139.07	329.21	0	102.72			
mcp1k	18255	1	277298	no-contact	16	161	12	57.3	7	19.94	0	0																										-169.88	-90.94	76.11	0	169.88			
mcp1k	18255	1	278046	no-contact	3	109	12	23.2	4	93.33	0	0																										-104.15	-166.97	242.97	0	104.15			
mcp1k	18255	1	278266	no-contact	22	36	6	17.2	5	24.91	0	0																										-34.41	160.87	376.37	0	34.41			
mcp1k	18255	1	278398	tiny	-1	4	2	4.0	2																													0.0	0.0	0.0	1				
mcp1k	18255	1	278420	no-contact	70	329	32	112.6	27	6.03	0	0																										69.03	-62.63	50.14	0	69.03			
mcp1k	18255	1	278684	no-contact	10	470	15	167.2	10	13.54	0	0																										52.76	22.79	26.05	0	52.76			
mcp1k	18255	1	278785	no-contact	5	360	11	195.2	9	11.25	0	0																										-127.79	49.05	465.56	0	127.79			
mcp1k	18255	1	278794	no-contact	7	396	28	159.1	19	16.43	0	0																										152.41	-49.76	67.82	0	152.41			
mcp1k	18255	1	279190	no-contact	17	24	3	4.9	2	45.78	0	0																										98.49	-126.31	409.38	0	98.49			
mcp1k	18255	1	279256	no-contact	15	505	8	291.8	5	39.88	0	0																										75.75	-52.15	223.73	0	75.75			
mcp1k	18255	1	279445	eroded	19	259	9	132.5	5	0.74	0	13	190.15	59.34	-84.95	95.7	86009	25005	0	0	11	11										0.74	197.9	121.4	0	1	+	-107.71	-95.58	288.18	0	107.71			
mcp1k	18255	1	279643	no-contact	20	21	6	7.6	5	12.29	0	0																										-136.79	-29.91	265.02	0	136.79			
mcp1k	18255	1	280017	no-contact	8	49	14	15.4	13	9.13	0	0																										65.28	-28.52	262.64	0	65.28			
mcp1k	18255	1	280466	tiny		0		1.3	0																																				
mcp1k	18255	1	280598	eroded	15	221	18	46.3	11	1.39	0	2	234.42	207.01	-108.61	1.39	50027	24017	0	0	11	11										1.39	24.6	286.4	0	1	+	-130.59	164.34	473.65	0	130.59			
mcp1k	18255	1	280752	no-contact	14	38	8	16.2	7	37.4	0	0																										-109.75	-91.63	95.6	0	109.75			
mcp1k	18255	1	280774	no-contact	16	192	12	89.6	8	9.78	0	0																										-110.73	5.43	1.87	0	110.73			
mcp1k	18255	1	280853	eroded	11	139	6	59.1	3	3.88	0	3	381.42	377.52	-46.64	7.76	11004	20007	0	1	11	11										3.88	188.7	172.6	0	1	+	-46.64	-81.5	445.68	0	46.64			
mcp1k	18255	1	280972	spanned	7	1358	52	511.4	32	0.7	18	18	1.8	1.0	-0.7	0.8	7001	7001	0	0	13	13	2.85	121	79	79		0	1	7	7	12.18	-194.0	172.4	0	1	+	46.28	-172.97	87.82	0	46.28	42939	50094	0.857
mcp1k	18255	1	280994	eroded	18	213	5	116.9	4	0.47	0	2	54.29	33.2	-42.32	0.63	45004	32001	0	0	11	2212										0.47	-138.9	135.5	0	1	+	-42.55	-187.45	140.9	0	42.55			
mcp1k	18255	1	281095	no-contact	37	15	5	2.5	5	24.15	0	0																										-24.15	9.03	153.63	0	24.15			
mcp1k	18255	1	281214	eroded	15	332	19	151.6	13	2.12	12	14	9.52	7.89	-3.21	2.12	15001	15001	0	0	13	13	11.87	45	9	9	3.06	0	1	15	15	3.46	5.0	353.0	0	2	0+	31.58	32.23	298.46	0	31.58			
mcp1k	18255	1	281241	no-contact	20	96	5	1.6	4	25.54	0	0																										149.12	141.44	4.88	0	149.12			
mcp1k	18255	1	281337	tiny	28	4	2	1.7	2																													-157.01	-141.23	40.88	0	157.01			
mcp1k	18255	1	281485	no-contact	15	266	27	65.4	21	133.7	0	0																										-183.97	165.51	221.52	0	183.97			
mcp1k	18255	1	281505	no-contact	18	194	10	95.9	7	109.05	0	0																										-136.96	42.42	475.19	0	136.96			
mcp1k	18255	1	281507	no-contact	8	222	6	123.1	4	13.0	0	0																										-82.24	130.67	418.15	0	82.24			
mcp1k	18255	1	281527	no-contact	14	317	5	166.7	2	90.89	0	0																										97.17	194.27	340.84	0	97.17			
mcp1k	18255	1	281595	spanned	20	575	5	326.4	2	0.67	34	30	3.0	2.3	-0.67	1.25	20001	20001	0	0	13	13	2.64	94	74	74	0.14	74	1	20	20	21.83	-129.7	359.8	0	1	+	-32.66	-68.56	197.59	0	32.66	43451	48342	0.899
mcp1k	18255	1	281639	no-contact	23	191	18	47.5	11	112.8	0	0																										-172.69	-67.26	299.0	0	172.69			
mcp1k	18255	1	281720	no-contact	-1	11	5	5.2	5	139.81	0	0																										0.0	0.0	0.0	1				
mcp1k	18255	1	281727	no-contact	10	28	14	2.3	13	21.18	0	0																										152.99	-69.28	28.94	0	152.99			
mcp1k	18255	1	281837	no-contact	13	552	27	184.2	16	107.13	0	0																										146.81	-132.39	185.11	0	146.81			
mcp1k	18255	1	281997	no-contact	55	23	6	8.7	6	89.77	0	0																										137.64	110.51	253.46	0	137.64			
mcp1k	18255	1	282011	no-contact	48	24	9	1.7	9	78.5	0	0																										197.0	-60.78	191.46	0	197.0			
mcp1k	18255	1	282057	no-contact	19	37	3	18.1	1	128.77	0	0																										-181.86	-84.21	489.0	0	181.86			
mcp1k	18255	1	282072	no-contact	7	663	14	307.4	8	19.95	0	0																										91.62	30.15	247.59	0	91.62			
mcp1k	18255	1	282204	no-contact	4	254	6	117.4	3	149.98	0	0																										-196.08	-13.76	213.12	0	196.08			
mcp1k	18255	1	282217	eroded	9	771	5	417.2	3	5.1	0	2	165.91	125.6	-103.3	5.1	14005	9004	0	0	2212	2212										5.1	51.1	41.0	0	1	+	29.31	55.08	24.77	0	29.31			
mcp1k	18255	1	282231	eroded	19	137	5	55.3	2	0.75	61	12	32.29	32.17	-0.75	2.0	19001	23005	0	0	13	2212										0.75	53.0	465.7	0	1	-	-13.13	17.46	456.61	0	13.13			
mcp1k	18255	1	282299	tiny		0		2.8	0																																				
mcp1k	18255	1	282385	no-contact	11	306	10	156.8	3	139.66	0	0																										144.76	-118.29	335.9	0	144.76			
mcp1k	18255	1	282459	no-contact	10	202	8	99.1	6	123.99	0	0																										152.7	185.15	89.54	0	152.7			
mcp1k	18255	1	282666	no-contact	10	407	7	148.3	3	95.47	0	0																										-105.58	-64.04	132.96	0	105.58			
mcp1k	18255	1	282715	no-contact	20	104	7	7.5	5	51.46	0	0																										198.32	181.86	147.17	0	198.32			
mcp1k	18255	1	282737	no-contact	21	360	7	189.9	4	15.03	0	0																										-15.03	47.13	121.21	0	15.03			
mcp1k	18255	1	282899	no-contact	7	666	37	153.9	33	13.29	0	0																										-50.9	-43.7	373.67	0	50.9			
mcp1k	18255	1	282952	tiny		0		4.1	0																																				
mcp1k	18255	1	282979	eroded	18	338	27	60.7	11	4.43	0	11	23.36	9.0	-14.84	6.71	34029	18010	0	0	11	11										4.9	144.3	446.9	0	1	+	54.25	124.77	497.49	0	54.25			
mcp1k	18255	1	283009	no-contact	23	494	16	253.6	9	134.87	0	0																										-179.94	28.98	281.64	0	179.94			
mcp1k	18255	1	283040	one-sided	2	280	26	120.5	20	3.16	13	0											22.68	13	0	0						3.16	86.1	169.0	0	1	-	-5.2	104.36	167.0	0	5.2			
mcp1k	18255	1	283047	tiny		0		0.8	0																																				
mcp1k	18255	1	283091	no-contact	24	248	6	126.1	2	90.03	0	0																										93.45	-93.67	44.84	0	93.45			
mcp1k	18255	1	283119	tiny		0		1.8	0																																				
mcp1k	18255	1	283229	no-contact	6	308	8	172.5	5	45.99	0	0																										86.65	-18.93	118.52	0	86.65			
mcp1k	18255	1	283265	no-contact	20	11	2	1.1	2	78.8	0	0																										179.0	-103.99	86.16	0	179.0			
mcp1k	18255	1	283463	no-contact	14	124	26	19.1	18	38.3	0	0																										-67.82	49.49	1.59	0	67.82			
mcp1k	18255	1	283529	no-contact	23	18	9	1.2	9	8.68	0	0																										179.87	194.31	24.38	0	179.87			
mcp1k	18255	1	283595	eroded	12	103	21	30.3	19	1.18	0	2	76.02	51.43	-54.8	1.18	48019	24009	0	0	11	11										1.18	127.8	36.2	0	1	+	-93.14	62.37	8.55	0	93.14			
mcp1k	18255	1	283691	no-contact	23	59	4	21.9	2	65.2	0	0																										100.26	-151.23	256.69	0	100.26			
mcp1k	18255	1	283713	no-contact	23	1388	32	487.5	9	17.57	0	0																										-78.91	50.56	90.52	0	78.91			
mcp1k	18255	1	283771	no-contact	21	269	10	135.9	8	35.5	0	0																										99.14	169.69	377.58	0	99.14			
mcp1k	18255	1	283905	tiny		0		1.8	0																																				
mcp1k	18255	1	283991	no-contact	15	258	5	139.8	2	19.55	0	0																										107.25	-101.52	31.72	0	107.25			
mcp1k	18255	1	284013	spanned	8	294	15	146.9	12	0.8	16	13	2.4	1.71	-0.8	0.89	8004	8004	0	0	11	11	3.54	65	58	58	0.02	58	1	8	8	7.76	-104.8	179.8	0	1	+	-46.29	-177.11	257.44	0	46.29	35991	51872	0.694
mcp1k	18255	1	284103	no-contact	8	322	6	165.6	2	12.57	0	0																										162.4	33.96	270.78	0	162.4			
mcp1k	18255	1	284145	no-contact	11	620	22	229.4	12	8.88	0	0																										197.64	24.92	275.85	0	197.64			
mcp1k	18255	1	284153	no-contact	14	270	7	146.8	5	72.69	0	0																										100.47	-28.27	135.1	0	100.47			
mcp1k	18255	1	284200	eroded	6	184	20	50.0	11	1.53	6	0	298.23	19.38	-187.07	110.52	11030	23037	0	0	11	11										1.53	-38.5	13.7	0	1	-	198.35	-124.9	473.41	0	198.35			
mcp1k	18255	1	284211	no-contact	14	288	7	151.7	6	60.75	0	0																										-201.22	175.14	458.16	0	201.22			
mcp1k	18255	1	284235	no-contact	6	258	20	43.8	13	6.8	0	0																										-31.52	-118.95	118.79	0	31.52			
mcp1k	18255	1	284349	tiny	18	4	2	1.1	2																													112.11	-154.56	414.08	0	112.11			
mcp1k	18255	1	284587	tiny	-1	4	2	4.1	2																													0.0	0.0	0.0	1				
mcp1k	18255	1	284637	no-contact	37	81	5	36.6	3	157.35	0	0																										197.46	-70.88	489.38	0	197.46			
mcp1k	18255	1	284657	one-sided	5	255	12	102.9	5	4.95	2	0																				4.95	101.5	437.8	0	1	-	-41.88	85.75	427.22	0	41.88			
mcp1k	18255	1	284769	no-contact	16	762	15	352.4	8	89.27	0	0																										123.24	-6.31	152.86	0	123.24			
mcp1k	18255	1	284791	no-contact	4	149	21	34.9	16	100.48	0	0																										-122.45	178.16	207.13	0	122.45			
