evt	arm	nJ	dM	dJ	sM	sJ	degJ	tier	snap	path	rms	verdict
59179	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59247	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59261	work-pr104-bare-mcp1k	1	nan	nan	0	1	2	None	0	4.156653941468714	None	-
59335	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59371	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59553	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59685	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59753	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	0.4608793428708375	None	-
59899	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
59929	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
60017	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
60669	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
60933	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61071	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	0.9509641875003568	None	-
61351	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61417	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61461	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61579	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61681	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
61843	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62149	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62281	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62459	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62495	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62561	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	0.2920334773097706	None	-
62583	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62613	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
62721	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	3.2795634325555683	None	-
63163	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
63359	work-pr104-bare-mcp1k	1	nan	nan	0	1	2	None	0	3.748439977951643	None	-
63427	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
63537	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	0.3377081834586355	None	-
63551	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
63559	work-pr104-bare-mcp1k	1	nan	nan	1	0	1	None	0	3.0993956348364162	None	-
63603	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
63669	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64409	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64503	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64591	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64613	work-pr104-bare-mcp1k	1	nan	nan	0	0	1	None	0	0.02351992643774444	None	-
64717	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64921	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
64959	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
65025	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
65053	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
65267	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
65289	work-pr104-bare-mcp1k	1	nan	nan	2	2	3	B	1	2.3812264329823347	0.8490903417545708	SNAP
65295	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
65999	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
66118	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
66272	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
66646	work-pr104-bare-mcp1k	1	nan	nan	1	0	1	None	0	3.195457121167698	None	-
66712	work-pr104-bare-mcp1k	1	nan	nan	1	2	3	B	1	3.2414373490265698	0.2748304716148094	SNAP
67394	work-pr104-bare-mcp1k	1	nan	nan	4	0	1	None	0	3.661473783291611	None	-
67746	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
68648	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
68714	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
68956	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
68978	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
71046	work-pr104-bare-mcp1k	1	nan	nan	1	0	1	None	0	3.5671602055164575	None	-
71178	work-pr104-bare-mcp1k	1	nan	nan	1	0	1	None	0	2.4762837204969994	None	-
71222	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
71266	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
71530	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
71640	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
72256	work-pr104-bare-mcp1k	0	nan	None	None	None	None	None	0	None	None	-
72586	work-pr104-bare-mcp1k	1	nan	nan	1	0	1	None	0	2.9033432713750074	None	-
73004	work-pr104-bare-mcp1k	1	nan	nan	2	0	1	None	0	2.394076338422156	None	-
