event	node	seg	cls	site	how	final_ang	final_dist	dQ
71372	19049	19057	HOLD	from_vertices	walk_add	11.65	36.43	8994.0
71372	19049	19058	HOLD	from_vertices	walk_add	15.32	20.4	566284.2
71372	19049	19059	HOLD	from_vertices	walk_add	10.02	18.37	248612.3
71372	19049	19060	HOLD	from_vertices	walk_add	22.89	2.68	1478917.9
71372	19049	19061	HOLD	from_vertices	walk_add	7.76	39.63	149884.8
71372	19049	19063	HOLD	from_vertices	walk_add	-1.0	0.0	259662.2
71372	19049	27073	HOLD	pass4_proximity	direct	15.04	90.96	243208.1
71372	19049	27074	HOLD	pass4_angle	direct	8.73	78.37	1190780.8
71372	19049	27082	HOLD	pass4_angle	direct	7.96	69.93	972497.9
71372	19049	27083	HOLD	pass4_angle	direct	8.06	74.19	640638.6
71372	19049	27084	HOLD	pass4_angle	direct	8.06	74.19	655119.0
71372	19049	27085	HOLD	pass4_angle	direct	7.78	86.26	583581.7
71372	19049	27086	HOLD	pass4_angle	direct	8.29	86.93	287165.1
71372	19049	27087	HOLD	pass4_angle	direct	8.34	93.79	960190.6
71372	19049	27088	HOLD	pass4_angle	direct	7.81	91.75	206874.0
71372	19049	27092	HOLD	pass4_angle	direct	11.66	91.56	869058.8
71372	19049	27093	HOLD	pass4_angle	direct	8.53	107.94	304770.0
71372	19049	27094	HOLD	pass4_angle	direct	8.53	107.94	204943.7
71372	19049	63105	HOLD	pass4_angle	direct	19.35	31.24	205468.3
71372	19049	64106	HOLD	pass4_angle	direct	8.06	58.51	64210.3
71372	19049	65107	HOLD	pass4_angle	direct	7.75	46.59	8853.5
71372	19049	66108	HOLD	pass4_angle	direct	19.46	30.08	175636.4
71372	19049	67109	HOLD	pass4_angle	direct	12.57	38.5	98529.3
71372	19049	70112	HOLD	pass4_angle	direct	5.47	57.73	70646.8
71372	19049	72114	HOLD	pass4_angle	direct	11.29	48.02	173765.8
71372	19049	73115	HOLD	pass4_angle	direct	10.88	50.55	41140.0
71372	19049	76118	HOLD	pass4_angle	direct	6.35	95.85	27454.2
71372	19049	91120	HOLD	pass4_angle	direct	18.4	30.85	731279.8
71372	19049	91121	HOLD	pass4_proximity	direct	43.29	36.6	51755.5
71372	19049	93127	HOLD	pass4_angle	direct	14.46	47.77	318438.3
71372	19049	96137	HOLD	pass4_angle	direct	6.32	52.5	1687731.2
71372	19049	98143	HOLD	pass4_angle	direct	8.11	82.98	1392097.3
71372	19049	98144	HOLD	pass4_angle	direct	8.11	82.98	137405.6
71372	19049	99145	HOLD	pass4_angle	direct	6.94	112.75	30013.9
71372	19049	100146	HOLD	pass4_angle	direct	6.05	118.94	23142.6
71372	19049	101147	HOLD	pass4_angle	direct	8.86	108.91	167911.3
71372	19049	102148	HOLD	pass4_angle	direct	3.47	97.33	74401.1
71372	19049	103149	HOLD	pass4_angle	direct	3.97	113.05	88211.0
71372	19049	104150	HOLD	pass4_angle	direct	7.47	112.24	78607.0
71372	19049	105151	HOLD	pass4_angle	direct	1.84	111.6	115525.2
71372	19049	106152	HOLD	pass4_angle	direct	8.23	115.28	26169.4
71372	19049	107157	HOLD	pass4_angle	direct	9.74	100.33	67567.0
71372	19049	107158	HOLD	pass4_angle	direct	8.8	97.19	231873.5
71372	19049	108159	HOLD	pass4_angle	direct	12.46	106.74	191534.1
71372	19049	109160	HOLD	pass4_angle	direct	7.41	96.18	203268.1
71372	19049	110161	HOLD	pass4_angle	direct	5.54	139.23	156045.0
71372	19049	111162	HOLD	pass4_angle	direct	9.45	140.91	84065.0
71372	19049	112163	HOLD	pass4_angle	direct	8.38	123.96	25648.9
71372	19049	113164	HOLD	pass4_angle	direct	14.22	102.45	39888.0
71372	19049	114165	HOLD	pass4_angle	direct	12.48	96.16	119605.7
71372	19049	115166	HOLD	pass4_angle	direct	5.96	128.23	81262.0
71372	19049	116167	HOLD	pass4_angle	direct	1.95	124.58	164122.4
71372	19049	117168	HOLD	pass4_angle	direct	2.04	124.13	33223.8
71372	19049	120171	HOLD	pass4_angle	direct	21.4	105.85	39523.5
71372	19049	122173	HOLD	pass4_angle	direct	13.53	119.13	16429.3
71372	19049	123174	HOLD	pass4_angle	direct	5.9	80.04	32264.3
71372	19049	124175	HOLD	pass4_angle	direct	7.15	77.25	37639.0
71372	19049	125176	HOLD	pass4_angle	direct	8.96	112.74	11653.8
71372	19049	127178	HOLD	pass4_angle	direct	10.81	144.62	87202.0
71372	19049	129180	HOLD	pass4_angle	direct	8.21	62.38	15680.8
71372	19049	130181	HOLD	pass4_angle	direct	9.83	79.05	61103.9
71372	19049	131182	HOLD	pass4_angle	direct	9.17	116.12	30815.6
71372	19049	132183	HOLD	pass4_angle	direct	6.98	135.74	47009.2
71372	19049	133184	HOLD	pass4_angle	direct	6.14	136.31	15826.9
71372	19049	134185	HOLD	pass4_angle	direct	8.37	148.41	302393.8
71372	19049	135186	HOLD	pass4_angle	direct	17.46	122.22	114098.4
71372	19049	136194	HOLD	pass4_angle	direct	11.8	130.57	116084.9
71372	19049	136195	HOLD	pass4_angle	direct	11.09	133.25	99755.8
71372	19049	136198	HOLD	pass4_angle	direct	11.24	129.87	202018.5
71372	19049	137199	HOLD	pass4_angle	direct	10.64	124.36	140304.8
71372	19049	138200	HOLD	pass4_angle	direct	8.4	124.51	238403.4
71372	19049	139201	HOLD	pass4_angle	direct	12.61	32.83	229046.3
71372	19049	139202	HOLD	pass4_angle	direct	9.78	34.84	203667.5
71372	19049	140210	HOLD	pass4_angle	direct	9.07	77.91	1327304.0
71372	19049	140212	HOLD	pass4_angle	direct	8.94	89.27	184535.9
71372	19049	140213	HOLD	pass4_angle	direct	8.94	89.27	240093.8
71372	53095	53095	HOLD			-1.0	0.0	45176.1
71372	55097	55097	HOLD			-1.0	0.0	60728.1
71372	57099	57099	HOLD			-1.0	0.0	62340.7
71372	58100	58100	HOLD			-1.0	0.0	122446.9
71372	59101	59101	HOLD			-1.0	0.0	58800.6
71372	60102	60102	HOLD			-1.0	0.0	38062.7
71372	61103	61103	HOLD			-1.0	0.0	25511.4
71372	62104	62104	HOLD			-1.0	0.0	61525.6
71372	74215	74215	HOLD			-1.0	0.0	117863.8
71372	74215	74216	HOLD	from_vertices	walk_add	-1.0	0.0	91141.3
71372	75117	75117	HOLD			-1.0	0.0	124634.3
71372	94132	54096	HOLD	pass4_angle	direct	1.25	49.51	45183.9
71372	94132	71113	HOLD	pass4_angle	direct	0.67	21.7	35261.5
71372	94132	94132	HOLD			-1.0	0.0	1295314.5
71372	94132	94133	HOLD	from_vertices	walk_add	0.95	17.58	195438.6
71372	94132	94134	HOLD	from_vertices	walk_add	18.96	16.49	399293.2
71372	94132	94135	HOLD	from_vertices	walk_add	0.95	17.58	143712.4
71372	97140	56098	HOLD	pass4_angle	direct	17.03	17.62	37462.5
71372	97140	68110	HOLD	pass4_angle	direct	13.38	31.36	87856.6
71372	97140	69111	HOLD	pass4_angle	direct	21.7	34.64	50968.4
71372	97140	97140	HOLD			-1.0	0.0	433391.6
71372	97140	97142	HOLD	from_vertices	walk_add	-1.0	0.0	192485.5
71372	118169	118169	HOLD			-1.0	0.0	188628.0
71372	119170	119170	HOLD			-1.0	0.0	29565.5
71372	121172	121172	HOLD			-1.0	0.0	23235.8
71372	126177	126177	HOLD			-1.0	0.0	24382.8
74544	12085	12020	HOLD	in_main_cluster	walk_add	2.29	51.86	2774659.1
74544	12085	12021	HOLD	in_main_cluster	walk_add	4.02	40.7	1118324.9
74544	12085	12022	HOLD	in_main_cluster	walk_add	4.02	40.7	1169367.4
74544	12085	12026	HOLD	in_main_cluster	walk_add	1.39	79.08	814283.9
74544	12085	12027	HOLD	in_main_cluster	walk_add	1.39	79.08	1144618.2
74544	12085	12028	HOLD	in_main_cluster	walk_add	2.29	51.86	459433.1
74544	12085	12029	HOLD	in_main_cluster	walk_add	4.02	40.7	596470.0
74544	12085	12032	HOLD	in_main_cluster	walk_add	1.18	20.95	410112.8
74544	12085	12033	HOLD	in_main_cluster	walk_add	2.29	51.86	172538.9
74544	12085	12034	HOLD	in_main_cluster	walk_add	2.96	53.81	2257106.6
74544	12085	12035	HOLD	in_main_cluster	walk_add	2.96	53.81	334862.2
74544	12085	12036	HOLD	in_main_cluster	walk_add	4.18	89.03	348833.2
74544	12085	12037	HOLD	in_main_cluster	walk_add	1.88	32.86	1710667.5
74544	12085	12038	HOLD	in_main_cluster	walk_add	1.18	20.95	2099619.5
74544	12085	12039	HOLD	in_main_cluster	walk_add	11.1	30.96	402116.2
74544	12085	12040	HOLD	in_main_cluster	walk_add	0.65	13.36	1484442.8
74544	12085	12042	HOLD	in_main_cluster	walk_add	0.65	13.36	397548.7
74544	12085	12043	HOLD	in_main_cluster	walk_add	1.14	70.88	937500.9
74544	12085	12044	HOLD	in_main_cluster	walk_add	1.2	76.62	435388.1
74544	12085	12045	HOLD	in_main_cluster	walk_add	1.34	76.47	459712.0
74544	12085	12046	HOLD	in_main_cluster	walk_add	2.8	92.53	373401.1
74544	12085	12047	HOLD	in_main_cluster	walk_add	3.99	69.56	341159.7
74544	12085	12048	HOLD	in_main_cluster	walk_add	0.76	69.24	1552128.5
74544	12085	12049	HOLD	in_main_cluster	walk_add	4.95	71.13	872419.3
74544	12085	12050	HOLD	pass3_cone	direct	0.9	79.34	1113182.0
74544	12085	12051	HOLD	pass3_cone	direct	0.86	89.26	147740.0
74544	12085	12052	HOLD	pass3_cone	direct	2.11	88.29	204161.2
74544	12085	12053	HOLD	in_main_cluster	walk_add	11.1	30.96	165037.9
74544	12085	12054	HOLD	in_main_cluster	walk_add	7.94	53.52	484557.9
74544	12085	12055	HOLD	in_main_cluster	walk_add	3.74	88.8	61790.9
74544	12085	12056	HOLD	in_main_cluster	walk_add	3.14	91.91	410950.1
74544	12085	12085	HOLD			-1.0	0.0	1526939.0
74544	12085	31060	HOLD	pass3_cone	direct	9.35	88.33	101070.4
74544	12085	32061	HOLD	pass3_cone	direct	7.32	83.96	83271.7
74544	12085	33062	HOLD	pass3_cone	direct	26.9	74.21	69738.6
74544	12085	34063	HOLD	pass3_cone	direct	10.46	35.79	80851.7
74544	12085	35064	HOLD	pass3_cone	direct	8.53	28.34	88360.1
74544	12085	36065	HOLD	pass3_cone	direct	9.86	68.68	290019.4
74544	12085	37066	HOLD	pass3_cone	direct	11.1	76.52	18789.5
74544	12085	38067	HOLD	pass3_cone	direct	20.13	44.5	98241.8
74544	12085	41070	HOLD	pass3_cone	direct	20.91	78.31	48790.0
74544	12085	42071	HOLD	pass3_cone	direct	6.76	22.52	57153.3
74544	12085	43072	HOLD	pass3_cone	direct	3.1	79.46	77814.9
74544	12085	44078	HOLD	pass3_cone	direct	10.9	51.28	226558.2
74544	12085	44079	HOLD	pass3_cone	direct	10.9	51.28	198299.0
74544	12085	45080	HOLD	pass3_cone	direct	3.8	93.9	303634.4
74544	12085	46081	HOLD	pass3_cone	direct	18.11	63.83	185507.5
74544	12085	55083	HOLD	pass3_cone	direct	7.04	95.08	60971.2
74544	16058	16058	HOLD			-1.0	0.0	38943.6
74544	17059	17059	HOLD			-1.0	0.0	73028.0
74544	39068	39068	HOLD			-1.0	0.0	26814.8
74544	40069	40069	HOLD			-1.0	0.0	31530.2
76346	14058	14058	HOLD			-1.0	0.0	295535.0
76346	14058	37027	HOLD	pass3_cone	direct	6.76	61.27	78917.0
76346	14058	38028	HOLD	pass3_cone	direct	5.56	83.1	69544.0
76346	14059	14013	IN	connecting_to_main_vertex	walk_add	22.38	5.39	193828.2
76346	14059	14019	IN	connecting_to_main_vertex	walk_add	1.24	11.8	592853.0
76346	14059	14059	IN			-1.0	0.0	418640.6
76346	14059	48037	IN	pass3_cone	direct	25.18	16.58	1043979.7
76346	14059	49044	WRONGOWNER	pass3_cone	direct	23.57	56.74	152104.2
76346	14059	49048	WRONGOWNER	pass3_cone	direct	13.04	55.61	140883.6
76346	14059	49051	WRONGOWNER	pass3_cone	direct	14.29	55.55	1021892.3
76346	19021	19021	HOLD			-1.0	0.0	314976.6
76346	33023	33023	HOLD			-1.0	0.0	18407.1
76346	36026	36026	HOLD			-1.0	0.0	20402.3
76346	39029	39029	HOLD			-1.0	0.0	115848.9
76346	40030	40030	HOLD			-1.0	0.0	66020.4
76346	41031	34024	HOLD	pass4_angle	direct	4.62	13.12	120475.0
76346	41031	35025	HOLD	pass4_angle	direct	16.0	21.93	63653.7
76346	41031	41031	HOLD			-1.0	0.0	131806.3
76346	41031	41032	HOLD	from_vertices	walk_add	54.25	1.21	146480.0
76346	42033	32022	HOLD	in_other_clusters_seg_cone	direct	158.14	26.71	81197.6
76346	42033	42033	HOLD			-1.0	0.0	321137.3
76346	50052	50052	HOLD			-1.0	0.0	66684.1
76346	51053	51053	HOLD			-1.0	0.0	31063.8
76350	12027	12027	HOLD			-1.0	0.0	199050.1
76350	12098	12003	HOLD	pass3_cone	direct	20.09	37.66	689831.4
76350	12098	12004	HOLD	in_main_cluster	walk_add	5.26	13.72	843059.0
76350	12098	12007	HOLD	in_main_cluster	walk_add	11.78	63.35	219583.7
76350	12098	12012	HOLD	in_main_cluster	walk_add	11.01	38.6	597399.3
76350	12098	12017	HOLD	in_main_cluster	walk_add	18.4	43.19	637043.7
76350	12098	12018	HOLD	in_main_cluster	walk_add	19.87	48.67	432193.8
76350	12098	12019	HOLD	in_main_cluster	walk_add	12.5	45.64	867367.5
76350	12098	12024	HOLD	in_main_cluster	walk_add	8.07	18.37	1801665.0
76350	12098	12025	HOLD	in_main_cluster	walk_add	5.26	13.72	337689.8
76350	12098	12026	HOLD	in_main_cluster	walk_add	12.11	13.57	759972.7
76350	12098	12031	HOLD	in_main_cluster	walk_add	23.28	52.22	691181.4
76350	12098	12032	HOLD	in_main_cluster	walk_add	12.5	45.64	362733.7
76350	12098	12033	HOLD	in_main_cluster	walk_add	23.28	52.22	111229.1
76350	12098	12036	HOLD	in_main_cluster	walk_add	11.78	63.35	2332187.2
76350	12098	12098	HOLD			-1.0	0.0	622267.4
76350	12098	45039	HOLD	pass3_cone	direct	14.86	82.6	50118.0
76350	12098	47041	HOLD	pass3_cone	direct	17.21	21.5	93794.1
76350	12098	49043	HOLD	pass3_cone	direct	17.35	36.44	108507.9
76350	12098	62056	HOLD	pass3_cone	direct	29.17	65.2	160502.3
76350	12098	65059	HOLD	pass3_cone	direct	24.0	48.12	163845.7
76350	12098	66060	HOLD	pass3_cone	direct	40.26	29.08	21080.0
76350	12098	67061	HOLD	pass3_cone	direct	26.29	26.55	19287.4
76350	12098	68062	HOLD	pass3_cone	direct	21.29	52.73	130177.7
76350	12098	70064	HOLD	pass3_cone	direct	32.05	25.06	85617.5
76350	12098	72067	HOLD	pass3_cone	direct	14.75	66.2	128945.9
76350	12098	72068	HOLD	pass3_cone	direct	16.51	66.07	215864.6
76350	12098	96080	HOLD	pass3_cone	direct	13.2	83.05	1064812.3
76350	12098	100084	HOLD	pass3_cone	direct	21.25	31.15	147974.1
76350	12098	104095	HOLD	pass3_cone	direct	36.73	35.86	233805.3
76350	43037	43037	HOLD	in_other_clusters_seg_cone	direct	-1.0	0.0	159583.6
76350	43037	58052	HOLD	in_other_clusters_seg_cone	direct	23.15	34.86	34723.9
76350	43037	74071	HOLD	in_other_clusters_seg_cone	direct	6.77	9.33	214554.6
76350	43037	74072	HOLD	in_other_clusters_A	walk_add	15.66	8.74	151942.5
76350	44038	44038	HOLD			-1.0	0.0	101092.8
76350	48042	48042	HOLD			-1.0	0.0	102550.5
76350	50044	50044	HOLD			-1.0	0.0	39425.1
76350	51045	51045	HOLD			-1.0	0.0	67472.2
76350	52046	52046	HOLD			-1.0	0.0	78795.6
76350	53047	53047	HOLD			-1.0	0.0	37249.2
76350	54048	54048	HOLD			-1.0	0.0	48851.0
76350	55049	55049	HOLD			-1.0	0.0	30839.0
76350	56050	56050	HOLD			-1.0	0.0	189964.1
76350	57051	57051	HOLD			-1.0	0.0	59109.6
76350	59053	59053	HOLD			-1.0	0.0	46916.8
76350	61055	61055	HOLD			-1.0	0.0	41182.4
76350	63057	63057	HOLD	in_other_clusters_seg_cone	direct	-1.0	0.0	185979.7
76350	69063	69063	HOLD			-1.0	0.0	38980.3
76350	76079	76078	HOLD	from_vertices	walk_add	4.35	5.14	134329.2
76350	76079	76079	HOLD			-1.0	0.0	443667.6
76350	99083	71065	HOLD	pass4_angle	direct	28.34	19.29	181011.5
76350	99083	99083	HOLD			-1.0	0.0	250227.9
76350	102087	46040	HOLD	pass4_angle	direct	21.83	27.36	60974.7
76350	102087	60054	HOLD	pass4_angle	direct	19.02	64.98	42887.6
76350	102087	75073	HOLD	pass4_angle	direct	19.87	32.17	114238.4
76350	102087	102086	HOLD	from_vertices	walk_add	17.42	2.84	52468.1
76350	102087	102087	HOLD			-1.0	0.0	299247.7
76350	103093	43037	HOLD	in_other_clusters_seg_cone	direct	-1.0	0.0	159583.6
76350	103093	63057	HOLD	in_other_clusters_seg_cone	direct	159.61	22.21	185979.7
76350	103093	64058	HOLD	in_other_clusters_seg_cone	direct	119.94	16.72	23795.5
76350	103093	74071	HOLD	in_other_clusters_seg_cone	direct	6.62	9.33	214554.6
76350	103093	74072	HOLD	in_other_clusters_A	walk_add	16.69	8.74	151942.5
76350	103093	103092	HOLD	from_vertices	walk_add	155.56	15.6	164077.4
76350	103093	103093	HOLD			152.89	14.86	142618.9
76350	103093	103094	HOLD	from_vertices	walk_add	150.58	15.06	114082.5
81597	19009	19001	HOLD	in_main_cluster	walk_add	1.54	71.25	446597.5
81597	19009	19009	HOLD			-1.0	0.0	2005566.5
81597	19009	19016	HOLD	in_main_cluster	walk_add	3.03	51.74	646744.0
81597	19009	19020	HOLD	pass3_cone	direct	3.12	46.28	373340.2
81597	19009	19021	HOLD	in_main_cluster	walk_add	2.54	42.35	1183216.0
81597	19009	19022	HOLD	in_main_cluster	walk_add	2.54	42.35	679463.0
81597	19009	19023	HOLD	in_main_cluster	walk_add	6.26	38.89	1268884.6
81597	19009	19025	HOLD	in_main_cluster	walk_add	2.41	19.48	188380.6
81597	19009	19026	HOLD	in_main_cluster	walk_add	1.25	22.69	206162.8
81597	19009	19027	HOLD	in_main_cluster	walk_add	0.79	72.19	-15287.2
81597	19009	19028	HOLD	in_main_cluster	walk_add	4.58	60.24	1209486.5
81597	19009	19029	HOLD	in_main_cluster	walk_add	0.79	72.19	252622.4
81597	19009	19030	HOLD	in_main_cluster	walk_add	4.44	19.94	516871.6
81597	19009	19031	HOLD	in_main_cluster	walk_add	2.12	54.89	554403.7
81597	19009	19032	HOLD	in_main_cluster	walk_add	1.68	58.8	833728.5
81597	19009	19033	HOLD	in_main_cluster	walk_add	1.68	58.8	155347.9
81597	19009	19034	HOLD	in_main_cluster	walk_add	0.83	35.94	2467954.8
81597	19009	19035	HOLD	in_main_cluster	walk_add	1.25	22.69	1431381.4
81597	19009	19036	HOLD	in_main_cluster	walk_add	5.46	29.88	853888.1
81597	19009	19038	HOLD	in_main_cluster	walk_add	3.85	69.66	274019.2
81597	19009	19039	HOLD	in_main_cluster	walk_add	1.2	76.45	128416.5
81597	19009	19040	HOLD	pass3_cone	direct	5.68	50.78	41167.9
81597	19009	19041	HOLD	pass3_cone	direct	0.87	49.34	213988.9
81597	19009	19042	HOLD	pass3_cone	direct	4.89	50.32	210315.7
81597	19009	19043	HOLD	in_main_cluster	walk_add	3.19	66.92	238821.3
81597	19009	19044	HOLD	in_main_cluster	walk_add	2.99	63.64	255692.2
81597	19009	19045	HOLD	in_main_cluster	walk_add	3.19	66.92	75974.1
81597	19009	19100	HOLD	in_main_cluster	walk_add	2.3	67.03	257278.6
81597	19009	19102	HOLD	pass3_cone	direct	4.8	50.84	143492.8
81597	19009	19103	HOLD	in_main_cluster	walk_add	3.03	51.74	478078.7
81597	19009	89051	HOLD	pass3_cone	direct	20.01	66.58	82366.5
81597	19009	90052	HOLD	pass3_cone	direct	20.37	71.8	18568.7
81597	19009	91053	HOLD	pass3_cone	direct	9.02	52.33	183772.6
81597	19009	92054	HOLD	pass3_cone	direct	9.62	88.33	85811.0
81597	19009	93055	HOLD	pass3_cone	direct	7.31	71.45	143905.9
81597	19009	94056	HOLD	pass3_cone	direct	5.23	68.38	128430.5
81597	19009	96058	HOLD	pass3_cone	direct	19.66	61.03	142190.2
81597	19009	97059	HOLD	pass3_cone	direct	13.94	71.16	77821.5
81597	19009	98060	HOLD	pass3_cone	direct	7.35	80.0	195864.4
81597	19009	99061	HOLD	pass3_cone	direct	8.19	98.93	86279.8
81597	19009	101063	HOLD	pass3_cone	direct	4.55	72.09	88307.3
81597	19009	102064	HOLD	pass3_cone	direct	5.02	80.13	77935.5
81597	19009	105067	HOLD	pass3_cone	direct	17.69	54.81	144392.7
81597	19009	106068	HOLD	pass3_cone	direct	4.51	55.55	104908.9
81597	19009	108070	HOLD	pass3_cone	direct	10.17	87.06	55632.5
81597	19009	109071	HOLD	pass3_cone	direct	4.34	46.53	51187.8
81597	19009	110072	HOLD	pass3_cone	direct	14.16	76.89	95922.1
81597	19009	111073	HOLD	pass3_cone	direct	7.35	59.67	379026.2
81597	19009	112075	HOLD	pass3_cone	direct	16.62	58.45	221113.6
81597	19009	112076	HOLD	pass3_cone	direct	14.58	59.69	172674.2
81597	19009	113083	HOLD	pass3_cone	direct	5.64	80.54	302828.2
81597	19009	113084	HOLD	pass3_cone	direct	5.2	79.88	108537.3
81597	19009	115086	HOLD	pass3_cone	direct	6.25	30.69	92969.8
81597	19009	119098	HOLD	pass3_cone	direct	1.83	91.57	415127.1
81597	19009	120099	HOLD	pass3_cone	direct	16.81	48.89	46160.6
81597	30047	30047	HOLD			-1.0	0.0	67368.0
81597	86048	86048	HOLD			-1.0	0.0	18313.3
81597	87049	87049	HOLD			-1.0	0.0	68174.9
81597	88050	88050	HOLD			-1.0	0.0	17250.4
81597	104066	104066	HOLD			-1.0	0.0	89023.6
84229	9058	9034	HOLD	from_vertices	walk_add	4.82	7.75	203840.0
84229	9058	9037	HOLD	from_vertices	walk_add	2.21	34.09	230186.7
84229	9058	9039	HOLD	from_vertices	walk_add	2.21	34.09	256761.7
84229	9058	9040	HOLD	from_vertices	walk_add	2.43	37.9	227679.4
84229	9058	9048	HOLD	from_vertices	walk_add	3.9	23.47	807997.0
84229	9058	9050	HOLD	from_vertices	walk_add	3.9	23.47	230239.0
84229	9058	9058	HOLD			-1.0	0.0	738035.1
84229	9058	9061	HOLD	from_vertices	walk_add	4.82	7.75	1664365.6
84229	17062	17062	HOLD			-1.0	0.0	30050.4
84229	18063	18063	HOLD			-1.0	0.0	21702.6
84229	38069	38069	HOLD			-1.0	0.0	42333.3
84229	39070	39070	HOLD			-1.0	0.0	127515.7
84229	40071	40071	HOLD			-1.0	0.0	22559.7
84229	47078	47078	HOLD			-1.0	0.0	315485.3
84229	57091	57091	HOLD			-1.0	0.0	63339.4
84229	58092	58092	HOLD			-1.0	0.0	27185.1
84229	59093	59093	HOLD			-1.0	0.0	40833.2
84229	60094	60094	HOLD			-1.0	0.0	22316.1
84229	62096	62096	HOLD			-1.0	0.0	72680.9
84229	64098	64098	HOLD			-1.0	0.0	17852.8
84229	65099	65099	HOLD			-1.0	0.0	36885.9
84229	66100	66100	HOLD			-1.0	0.0	23645.8
84229	69134	9003	IN	pass4_angle	direct	7.82	78.36	175609.8
84229	69134	9005	IN	pass4_angle	direct	7.36	67.71	566073.5
84229	69134	9007	IN	pass4_angle	direct	7.81	66.28	111242.0
84229	69134	9033	IN	pass4_angle	direct	7.39	79.18	317427.6
84229	69134	9034	IN	from_vertices	walk_add	22.88	15.82	203840.0
84229	69134	9037	IN	from_vertices	walk_add	12.07	41.76	230186.7
84229	69134	9039	IN	from_vertices	walk_add	12.07	41.76	256761.7
84229	69134	9040	IN	from_vertices	walk_add	11.33	45.53	227679.4
84229	69134	9041	IN	pass4_angle	direct	8.11	64.6	92028.5
84229	69134	9042	IN	pass4_angle	direct	7.65	84.64	1519938.1
84229	69134	9043	IN	pass4_angle	direct	7.39	79.18	475736.9
84229	69134	9044	IN	pass4_angle	direct	7.65	84.64	376052.8
84229	69134	9045	IN	pass4_angle	direct	7.11	63.45	97011.7
84229	69134	9047	IN	pass4_angle	direct	5.18	62.0	124919.4
84229	69134	9048	IN	from_vertices	walk_add	12.02	30.99	807997.0
84229	69134	9050	IN	from_vertices	walk_add	12.02	30.99	230239.0
84229	69134	9056	IN	pass4_angle	direct	8.11	64.6	110149.5
84229	69134	9057	IN	pass4_angle	direct	11.33	45.53	1051606.9
84229	69134	9061	IN	from_vertices	walk_add	22.88	15.82	1664365.6
84229	69134	36067	IN	pass4_angle	direct	15.49	76.65	84145.0
84229	69134	37068	IN	pass4_angle	direct	8.69	82.96	51077.8
84229	69134	41072	IN	pass4_angle	direct	10.27	69.59	136047.9
84229	69134	42073	IN	pass4_angle	direct	22.31	32.72	35914.6
84229	69134	43074	IN	pass4_angle	direct	12.64	60.77	49139.2
84229	69134	44075	IN	pass4_angle	direct	0.27	94.2	65030.2
84229	69134	45076	IN	pass4_angle	direct	7.84	78.37	16369.8
84229	69134	46077	IN	pass4_angle	direct	8.11	78.71	44439.4
84229	69134	48079	IN	pass4_angle	direct	19.35	64.63	50623.8
84229	69134	49080	IN	pass4_angle	direct	6.74	111.67	29349.2
84229	69134	50082	IN	pass4_angle	direct	4.37	116.3	311285.2
84229	69134	50086	IN	pass4_angle	direct	4.09	118.13	336225.1
84229	69134	51087	IN	pass4_angle	direct	4.9	110.53	70361.3
84229	69134	54088	IN	pass4_angle	direct	14.02	50.14	138533.5
84229	69134	55089	IN	pass4_angle	direct	15.71	23.2	152454.1
84229	69134	56090	IN	pass4_angle	direct	3.94	69.78	131298.5
84229	69134	61095	IN	pass4_angle	direct	29.28	56.91	20158.2
84229	69134	63097	IN	pass4_angle	direct	19.87	62.41	22873.6
84229	69134	67102	IN	pass4_angle	direct	16.98	44.77	218155.0
84229	69134	67107	IN	pass4_angle	direct	17.99	46.77	253858.2
84229	69134	67108	IN	pass4_angle	direct	16.98	44.77	270506.7
84229	69134	68109	IN	pass4_angle	direct	12.86	37.65	658716.6
84229	69134	69134	IN			-1.0	0.0	565618.6
84229	69134	69135	IN	from_vertices	walk_add	10.72	35.1	126678.8
84229	69134	69136	IN	from_vertices	walk_add	11.73	36.17	226945.5
84229	69134	69137	IN	from_vertices	walk_add	7.55	34.88	191926.5
84229	69134	69140	IN	from_vertices	walk_add	8.1	25.51	773546.3
84229	69134	69149	IN	from_vertices	walk_add	-1.0	0.0	266241.8
84229	69134	69150	IN	from_vertices	walk_add	8.88	5.3	669305.0
84229	69134	69151	IN	from_vertices	walk_add	8.46	14.65	816769.9
84229	69134	69154	IN	from_vertices	walk_add	8.1	25.51	954705.0
84229	70155	70155	HOLD			-1.0	0.0	27632.4
90055	11033	11004	HOLD	pass3_cone	direct	3.97	46.92	641001.6
90055	11033	11005	HOLD	in_main_cluster	walk_add	3.17	28.1	980845.9
90055	11033	11012	HOLD	in_main_cluster	walk_add	9.28	44.65	613453.1
90055	11033	11013	HOLD	in_main_cluster	walk_add	9.28	44.65	2776933.8
90055	11033	11015	HOLD	in_main_cluster	walk_add	4.83	60.61	186213.7
90055	11033	11016	HOLD	pass3_cone	direct	10.74	58.5	109967.2
90055	11033	11017	HOLD	pass3_cone	direct	10.74	58.5	614257.6
90055	11033	11018	HOLD	pass3_cone	direct	10.74	58.5	779136.5
90055	11033	11020	HOLD	in_main_cluster	walk_add	9.28	44.65	265654.1
90055	11033	11021	HOLD	in_main_cluster	walk_add	10.32	46.19	491023.7
90055	11033	11022	HOLD	in_main_cluster	walk_add	2.99	21.12	1173630.3
90055	11033	11025	HOLD	in_main_cluster	walk_add	6.85	38.33	1301695.7
