event	truth	out_qfrac	q_out	q_wo	q_in	shower_id	node_id	sh_pdg	grp	cluster	root_cluster	anchor	nseg	len	dQ	qfrac	med_dqdx_mip	max_seglen	n_track_pid	nsh_holding	touches_main_vtx	nlinks	gap_exact	nstep	cont_frac	conn_qmed	conn_qfrac	walked	ax30_ang	ax100_ang	grp_ang	dis_start	dis_main	anchor_vtx	anchor_dis	conn_new	out_segs
234638	HOLD	0.0	0	0	0	0	10041	11	18	76	10	0	2	3.7	261026.4	0.0157	1.049	2.33	0	1	0	0	12.43	20	0.05	2328.2	0.7	1	5.85	3.5	113.62	79.08	78.36	79108	2.59	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	19	77	10	0	1	0.34	33019.0	0.002	0.966	0.34	0	1	0	0	9.31	15	0.0	0.0	0.467	1	6.43	4.04	50.41	73.92	73.92	72093	3.42	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	20	79	10	0	1	0.45	47934.2	0.0029	1.174	0.45	0	1	0	0	12.79	20	0.0	972.5	0.6	1	8.42	5.98	57.06	76.63	76.63	76100	2.59	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	21	84	10	0	3	13.18	1072749.8	0.0644	1.43	5.85	0	1	0	0	67.02	111	0.0	0.0	0.117	1	1.69	1.42	7.3	135.6	135.6	69087	3.42	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	22	85	10	0	2	4.89	339253.9	0.0204	1.061	3.78	0	1	0	0	7.74	12	0.0	505.2	0.583	1	7.42	7.78	65.83	66.2	66.2	48044	7.52	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	23	86	10	0	4	14.21	1102777.6	0.0662	1.212	6.12	0	1	0	0	13.35	21	0.095	507.0	0.571	1	4.26	4.14	18.86	80.28	80.28	75098	5.88	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	24	87	10	0	1	1.01	87238.9	0.0052	1.131	1.01	0	1	0	0	38.2	63	0.0	421.8	0.571	1	9.33	6.88	46.69	104.47	104.47	16032	4.71	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	25	92	10	0	1	0.66	40715.6	0.0024	0.776	0.66	0	1	0	0	54.99	91	0.011	0.0	0.209	1	8.13	5.96	56.68	122.06	122.06	63074	12.89	3	[]
234638	HOLD	0.0	0	0	0	0	10041	11	26	93	10	0	1	9.89	765497.0	0.0459	1.38	9.89	0	1	0	0	2.4	3	0.0	3707.4	1.0	1	7.81	5.46	24.21	49.59	46.95	10021	2.4	3	[]
235435	HOLD	0.0	0	0	0	1	2024	13	0	2	2	1	1	6.82	347340.7	0.683	0.869	6.82	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	46.08	-1	-1.0	-1	[]
235435	HOLD	0.0	0	0	0	1	2024	13	1	18	2	0	1	1.72	161212.4	0.317	1.828	1.72	0	1	0	0	16.21	26	0.0	0.0	0.385	1	2.84	2.84	32.58	21.89	67.82	2004	16.21	3	[]
235435	HOLD	0.0	0	0	0	2	42066	11	0	42	42	1	1	4.62	464036.5	0.5802	1.622	4.62	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	57.03	-1	-1.0	-1	[]
235435	HOLD	0.0	0	0	0	2	42066	11	1	19	42	0	1	0.28	19073.0	0.0238	0.476	0.28	0	1	0	0	17.67	28	0.036	0.0	0.143	1	18.08	18.08	63.78	21.87	77.48	21035	13.55	3	[]
235435	HOLD	0.0	0	0	0	2	42066	11	2	21	42	0	1	0.64	53788.3	0.0673	1.125	0.64	0	1	0	0	10.82	17	0.118	5652.1	1.0	1	19.13	19.13	73.64	14.44	70.19	23039	4.91	3	[]
235435	HOLD	0.0	0	0	0	2	42066	11	3	23	42	0	1	1.22	262845.3	0.3287	2.925	1.22	0	1	0	0	6.07	9	0.111	4521.7	1.0	1	17.02	17.02	57.15	9.5	65.39	21035	4.91	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	0	2	2	1	38	344.95	33222721.0	0.8154	0.997	23.26	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
239794	HOLD	0.0	0	0	0	0	2069	11	1	2	2	0	1	8.31	509176.9	0.0125	0.898	8.31	0	1	0	0	2.73	4	0.0	6325.4	1.0	1	2.42	2.84	141.66	70.9	65.24	2015	3.38	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	2	2	2	0	1	10.95	482876.3	0.0119	0.623	10.95	0	1	0	0	1.79	2	0.0	38920.3	1.0	1	5.01	5.08	23.45	38.04	38.04	2062	1.88	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	3	20	2	0	1	0.35	35782.9	0.0009	0.991	0.35	0	1	0	0	4.18	6	0.0	925.0	0.5	1	9.0	7.97	62.33	51.97	51.97	2022	4.18	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	4	21	2	0	1	1.86	81945.7	0.002	0.706	1.86	0	1	0	0	7.38	11	0.364	5777.5	0.818	1	9.87	10.28	146.18	62.35	61.49	23072	2.02	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	5	23	2	0	1	1.19	42643.3	0.001	0.484	1.19	0	1	0	0	8.75	14	0.0	7425.3	1.0	1	10.94	11.34	98.49	64.66	64.66	21069	2.02	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	6	24	2	0	1	1.23	73023.4	0.0018	0.803	1.23	0	1	0	0	10.2	16	0.125	3882.6	0.875	1	8.95	9.72	48.24	76.14	76.14	27081	8.52	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	7	25	2	0	1	0.93	35502.4	0.0009	0.527	0.93	0	1	0	0	7.39	11	0.0	9828.6	1.0	1	11.94	12.38	101.69	65.59	65.59	26078	6.89	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	8	26	2	0	1	0.58	41914.2	0.001	0.82	0.58	0	1	0	0	4.25	6	0.0	11931.3	1.0	1	7.54	8.0	107.89	60.25	60.15	2026	4.25	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	9	27	2	0	1	0.37	89460.8	0.0022	1.934	0.37	0	1	0	0	11.82	19	0.105	0.0	0.316	1	9.53	10.68	134.43	79.01	78.79	24075	8.52	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	10	28	2	0	1	1.18	59304.2	0.0015	0.721	1.18	0	1	0	0	4.73	7	0.0	6472.5	1.0	1	9.93	10.78	88.33	44.66	44.66	2007	4.73	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	11	29	2	0	1	0.36	71335.9	0.0018	1.563	0.36	0	1	0	0	9.9	16	0.062	11473.6	0.875	1	12.8	13.78	110.84	58.95	58.89	31089	3.59	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	12	30	2	0	1	0.18	48808.6	0.0012	1.312	0.18	0	1	0	0	13.74	22	0.045	2751.7	0.727	1	16.46	17.5	85.22	61.3	61.3	32091	2.55	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	13	31	2	0	1	0.93	95897.3	0.0024	1.372	0.93	0	1	0	0	12.17	19	0.053	1866.0	0.632	1	16.33	17.36	39.18	57.71	57.71	32091	2.29	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	14	32	2	0	1	0.27	64293.0	0.0016	1.552	0.27	0	1	0	0	13.24	21	0.048	3030.3	0.619	1	15.93	17.03	95.58	60.02	60.02	31089	2.29	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	15	33	2	0	1	0.92	45909.1	0.0011	0.653	0.92	0	1	0	0	17.93	29	0.0	0.0	0.483	1	5.15	5.32	76.55	98.73	98.73	36099	5.92	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	16	34	2	0	1	0.69	60473.0	0.0015	1.062	0.69	0	1	0	0	6.33	10	0.0	2273.0	0.7	1	3.92	2.75	106.37	78.29	78.14	92153	7.55	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	17	35	2	0	1	1.47	171766.9	0.0042	1.201	1.47	0	1	0	0	20.26	33	0.061	2347.3	0.758	1	8.59	8.68	45.89	100.15	100.15	99170	10.88	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	18	36	2	0	1	1.85	104990.6	0.0026	1.05	1.85	0	1	0	0	13.52	22	0.045	0.0	0.455	1	1.07	1.38	81.11	96.75	96.75	97165	4.76	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	19	37	2	0	1	0.96	59480.1	0.0015	0.827	0.96	0	1	0	0	6.11	9	0.222	0.0	0.444	1	12.08	10.93	75.84	58.9	58.9	2009	6.11	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	20	39	2	0	1	1.03	54427.6	0.0013	0.691	1.03	0	1	0	0	15.42	25	0.0	0.0	0.32	1	16.02	15.73	77.37	80.95	80.95	41108	10.87	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	21	40	2	0	1	1.66	84636.7	0.0021	0.93	1.66	0	1	0	0	31.26	51	0.02	468.7	0.608	1	3.25	3.93	27.4	114.46	114.46	52130	9.2	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	22	41	2	0	1	0.4	45948.8	0.0011	1.123	0.4	0	1	0	0	14.54	23	0.043	0.0	0.435	1	10.24	9.74	50.56	86.64	86.64	92154	7.85	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	23	43	2	0	1	1.28	55460.7	0.0014	0.667	1.28	0	1	0	0	18.16	29	0.069	4231.1	1.0	1	1.78	1.06	73.55	101.48	101.48	99169	2.59	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	24	46	2	0	1	0.24	74762.0	0.0018	1.983	0.24	0	1	0	0	57.87	95	0.011	0.0	0.253	1	10.37	9.61	77.75	137.13	137.13	50127	22.12	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	25	47	2	0	1	0.38	39166.1	0.001	1.11	0.38	0	1	0	0	59.6	98	0.0	1651.7	0.622	1	4.66	3.93	75.22	142.72	142.72	101175	7.51	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	26	48	2	0	1	3.41	224913.9	0.0055	1.077	3.41	0	1	0	0	35.35	58	0.034	0.0	0.414	1	7.03	5.84	24.65	116.06	116.06	49124	4.78	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	27	49	2	0	1	0.5	38813.7	0.001	0.807	0.5	0	1	0	0	34.72	57	0.07	677.3	0.544	1	7.56	6.46	73.11	115.27	115.27	48122	4.78	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	28	50	2	0	1	0.16	56149.0	0.0014	1.543	0.16	0	1	0	0	36.86	60	0.017	0.0	0.367	1	5.55	4.56	88.15	118.48	118.48	48122	7.98	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	29	52	2	0	2	5.33	351227.2	0.0086	1.11	4.18	0	1	0	0	36.75	60	0.0	0.0	0.2	1	3.01	4.18	29.07	120.64	120.64	103184	7.37	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	30	53	2	0	1	4.09	324754.2	0.008	1.181	4.09	0	1	0	0	28.37	46	0.0	0.0	0.261	1	5.49	5.77	40.86	111.35	111.35	102180	8.2	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	31	54	2	0	1	5.07	383356.1	0.0094	0.962	5.07	0	1	0	0	13.17	21	0.095	0.0	0.429	1	5.95	5.31	38.1	89.79	89.79	36099	8.29	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	32	55	2	0	1	3.52	263872.3	0.0065	1.122	3.52	0	1	0	0	46.95	77	0.052	2660.8	0.896	1	0.61	1.78	24.03	130.87	130.87	52132	8.8	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	33	56	2	0	1	5.17	271886.6	0.0067	1.078	5.17	0	1	0	0	39.48	65	0.0	333.7	0.569	1	3.94	3.85	15.44	122.93	122.93	103183	6.92	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	34	60	2	0	2	5.49	442724.4	0.0109	1.244	3.85	0	1	0	0	9.03	14	0.071	2991.2	1.0	1	9.82	9.49	91.37	71.38	70.24	2014	8.66	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	35	91	2	0	1	6.83	455336.9	0.0112	1.079	6.83	0	1	0	0	7.58	12	0.083	943.7	0.5	1	10.59	11.56	18.12	62.52	62.52	26078	6.8	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	36	92	2	0	2	10.1	541866.4	0.0133	0.893	5.65	0	1	0	0	8.38	13	0.154	202.7	0.538	1	6.06	5.31	7.91	81.34	81.34	41108	7.5	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	37	93	2	0	1	3.37	204973.5	0.005	1.109	3.37	0	1	0	0	6.6	10	0.0	4996.7	1.0	1	6.01	5.6	65.89	75.35	75.35	92153	4.9	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	38	94	2	0	1	0.22	39410.4	0.001	1.198	0.22	0	1	0	0	3.24	4	0.0	2363.6	1.0	1	6.37	7.56	58.73	36.14	36.14	2036	3.33	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	39	95	2	0	1	0.73	52077.5	0.0013	1.052	0.73	0	1	0	0	6.59	10	0.1	19035.3	1.0	1	8.41	8.93	104.42	52.87	52.71	2017	6.59	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	40	96	2	0	1	0.4	28281.5	0.0007	0.634	0.4	0	1	0	0	10.18	16	0.0	0.0	0.25	1	14.96	13.77	69.59	69.85	69.85	2016	10.25	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	41	97	2	0	1	0.42	80837.4	0.002	1.837	0.42	0	1	0	0	14.88	24	0.042	2228.7	0.75	1	1.46	2.16	78.16	98.75	98.75	99170	3.66	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	42	98	2	0	1	0.84	26978.8	0.0007	0.477	0.84	0	1	0	0	19.58	32	0.0	0.0	0.375	1	2.11	3.03	70.4	103.54	103.54	99171	2.34	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	43	99	2	0	2	6.41	218775.2	0.0054	0.601	3.68	0	1	0	0	18.28	29	0.0	3914.5	0.897	1	0.9	1.28	81.96	102.02	102.02	43112	2.22	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	44	100	2	0	1	0.68	95745.2	0.0023	1.919	0.68	0	1	0	0	23.39	38	0.026	1644.1	0.789	1	1.03	2.07	86.14	107.32	107.32	98168	4.06	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	45	101	2	0	3	6.65	409572.1	0.0101	1.034	2.84	0	1	0	0	56.32	93	0.032	0.0	0.366	1	7.64	6.6	8.02	137.9	137.9	47121	7.51	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	46	102	2	0	2	6.25	422104.5	0.0104	1.144	3.82	0	1	0	0	28.19	46	0.022	2239.3	0.696	1	1.48	1.54	36.36	111.95	111.95	103183	2.5	3	[]
239794	HOLD	0.0	0	0	0	0	2069	11	47	103	2	0	1	0.49	58957.7	0.0014	1.147	0.49	0	1	0	0	33.61	55	0.018	1692.2	0.636	1	1.99	2.24	75.57	117.43	117.43	102182	2.5	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	0	19	19	1	29	268.43	17774386.4	0.7133	1.005	24.15	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
246579	HOLD	0.0	0	0	0	0	19047	11	1	19	19	0	6	88.64	2650241.2	0.1064	0.65	37.15	0	1	0	0	1.58	2	1.0	40569.2	1.0	1	7.19	3.89	7.52	19.99	19.41	19020	5.12	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	2	19	19	0	1	11.96	637908.5	0.0256	0.785	11.96	0	1	0	0	2.72	4	0.75	23121.7	1.0	1	10.53	4.36	16.54	62.49	62.49	19023	2.72	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	3	45	19	0	1	0.22	64814.9	0.0026	1.722	0.22	0	1	0	0	22.46	36	0.028	3901.2	1.0	1	15.92	22.13	54.32	67.06	67.06	19041	22.65	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	4	47	19	0	1	0.35	41494.0	0.0017	1.021	0.35	0	1	0	0	36.11	59	0.034	0.0	0.458	1	5.42	3.87	98.49	137.02	136.99	70113	18.49	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	5	48	19	0	1	5.28	183588.3	0.0074	0.773	5.28	0	1	0	0	6.26	9	0.0	1167.5	1.0	1	3.31	2.92	114.8	97.23	94.88	19051	6.83	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	6	49	19	0	1	0.31	17499.0	0.0007	0.407	0.31	0	1	0	0	5.09	7	0.286	1025.8	0.714	1	11.24	5.7	80.49	77.13	77.13	19014	4.98	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	7	50	19	0	1	0.95	85621.6	0.0034	1.165	0.95	0	1	0	0	12.22	19	0.105	315.3	0.579	1	19.45	14.48	130.52	55.25	54.91	69112	7.08	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	8	51	19	0	1	0.55	27481.1	0.0011	0.613	0.55	0	1	0	0	4.28	6	0.167	9436.8	1.0	1	6.69	3.33	72.78	79.68	79.68	19009	5.16	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	9	58	19	0	1	2.48	111402.4	0.0045	0.634	2.48	0	1	0	0	13.72	22	0.0	332.4	0.591	1	14.36	11.35	73.48	80.09	80.09	49071	10.32	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	10	60	19	0	1	2.58	41906.1	0.0017	0.272	2.58	0	1	0	0	8.3	13	0.0	0.0	0.308	1	9.63	6.46	18.25	102.34	102.34	19051	8.3	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	11	61	19	0	1	0.35	43300.3	0.0017	1.296	0.35	0	1	0	0	17.6	28	0.036	0.0	0.286	1	13.08	7.88	73.92	115.59	115.59	85156	8.15	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	12	62	19	0	1	1.59	280231.1	0.0112	2.709	1.59	0	1	0	0	6.17	9	0.222	8230.9	0.889	1	17.52	11.8	147.45	45.32	44.29	19019	6.17	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	13	63	19	0	1	0.47	16238.9	0.0007	0.318	0.47	0	1	0	0	3.99	6	0.167	100.7	0.5	1	13.59	12.41	129.62	52.52	52.31	19016	5.1	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	14	66	19	0	1	1.65	91449.8	0.0037	0.939	1.65	0	1	0	0	55.62	92	0.0	0.0	0.239	1	4.94	1.29	71.2	157.71	157.71	70113	19.32	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	15	67	19	0	1	0.88	85583.8	0.0034	1.404	0.88	0	1	0	0	13.17	21	0.0	0.0	0.19	1	16.23	14.54	35.28	64.84	64.84	63100	12.62	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	16	69	19	0	1	0.32	25705.4	0.001	0.645	0.32	0	1	0	0	17.41	28	0.0	0.0	0.357	1	21.83	17.82	85.61	60.33	60.33	50073	7.08	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	17	70	19	0	1	2.42	259239.0	0.0104	1.582	2.42	0	1	0	0	42.91	71	0.014	1666.9	0.873	1	10.06	3.88	59.26	143.98	143.98	47068	18.49	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	18	71	19	0	1	0.41	41816.9	0.0017	0.891	0.41	0	1	0	0	8.44	13	0.154	0.0	0.462	1	4.71	9.24	76.82	80.29	80.29	19010	8.44	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	19	72	19	0	1	0.32	31813.6	0.0013	0.874	0.32	0	1	0	0	13.6	22	0.0	430.3	0.545	1	8.09	6.65	100.08	102.37	102.35	75124	8.13	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	20	73	19	0	1	0.4	48928.0	0.002	1.343	0.4	0	1	0	0	19.27	31	0.032	514.6	0.581	1	7.08	6.79	101.89	115.08	115.04	75124	10.55	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	21	74	19	0	1	1.16	57221.8	0.0023	0.665	1.16	0	1	0	0	8.44	13	0.077	6965.9	1.0	1	10.61	4.96	126.72	102.28	101.75	76125	1.86	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	22	75	19	0	1	0.23	76947.4	0.0031	2.448	0.23	0	1	0	0	10.2	16	0.0	2846.8	0.875	1	7.23	3.45	120.82	107.88	107.76	81143	6.54	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	23	76	19	0	1	2.74	578890.6	0.0232	3.787	2.74	1	1	0	0	6.28	9	0.111	5131.1	1.0	1	10.21	4.21	136.31	102.33	100.73	74121	1.69	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	24	78	19	0	1	4.63	219293.7	0.0088	0.849	4.63	0	1	0	0	4.64	7	0.0	47916.9	1.0	1	10.67	4.67	73.39	95.9	95.9	19035	4.64	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	25	80	19	0	1	3.37	184344.6	0.0074	0.745	3.37	0	1	0	0	2.54	3	0.0	3408.9	1.0	1	9.35	3.14	110.52	100.36	99.87	19026	2.62	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	26	81	19	0	4	18.76	835972.4	0.0336	0.64	7.65	0	1	0	0	7.3	11	0.182	5697.8	1.0	1	9.31	3.12	20.55	107.37	106.7	82146	4.14	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	27	82	19	0	1	0.7	113184.3	0.0045	2.144	0.7	0	1	0	0	10.6	17	0.118	941.7	0.706	1	11.0	4.87	53.36	110.69	110.69	81144	3.35	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	28	83	19	0	2	6.23	247307.2	0.0099	0.605	3.88	0	1	0	0	4.35	6	0.5	5327.3	0.833	1	9.9	4.18	59.63	95.66	94.9	80137	3.27	3	[]
246579	HOLD	0.0	0	0	0	0	19047	11	29	85	19	0	1	0.59	43305.0	0.0017	0.816	0.59	0	1	0	0	15.56	25	0.04	794.5	0.68	1	10.78	4.73	96.44	116.11	116.1	82147	5.08	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	0	11	11	1	46	524.7	34173880.7	0.7185	0.884	33.98	2	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
256587	HOLD	0.0	0	0	0	0	11301	11	1	11	11	0	1	25.82	1910181.8	0.0402	1.248	25.82	0	1	0	0	1.95	2	0.0	15860.1	1.0	1	3.34	3.62	55.14	60.22	60.22	11042	2.55	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	2	11	11	0	2	24.22	1190888.3	0.025	0.918	14.94	0	1	0	0	1.12	1	1.0	41758.8	1.0	1	2.37	2.01	55.03	44.71	43.77	11079	1.51	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	3	11	11	0	6	46.53	2333188.0	0.0491	0.705	19.39	0	1	0	0	0.31	0	1.0	-1.0	-1.0	1	1.02	1.71	26.7	43.82	40.16	71185	4.9	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	4	11	11	0	1	15.75	406703.9	0.0086	0.458	15.75	0	1	0	0	2.59	3	1.0	34893.2	1.0	1	5.11	2.82	56.07	67.39	67.17	11013	4.69	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	5	11	11	0	3	17.37	793754.1	0.0167	0.798	8.42	0	1	0	0	0.86	0	1.0	-1.0	-1.0	1	2.02	0.39	51.46	44.25	43.93	11034	3.11	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	6	42	11	0	1	1.31	127631.0	0.0027	1.502	1.31	0	1	0	0	13.34	21	0.095	3157.6	0.905	1	1.72	3.03	12.71	122.97	122.97	128288	4.93	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	7	45	11	0	1	1.93	51572.4	0.0011	0.495	1.93	0	1	0	0	15.19	24	0.0	1599.6	0.667	1	11.91	9.78	98.69	108.09	108.02	11096	15.19	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	8	55	11	0	1	1.3	75033.4	0.0016	0.868	1.3	0	1	0	0	20.59	33	0.0	2236.7	0.818	1	4.89	6.12	63.8	127.82	127.82	42127	7.98	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	9	56	11	0	1	0.19	35624.3	0.0007	1.03	0.19	0	1	0	0	23.65	38	0.0	2735.0	0.816	1	23.18	21.32	71.02	76.74	76.74	119270	11.48	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	10	60	11	0	1	2.04	191027.6	0.004	1.803	2.04	0	1	0	0	73.84	122	0.008	0.0	0.246	1	2.17	4.5	11.0	191.57	191.57	106255	26.06	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	11	64	11	0	1	0.7	81302.5	0.0017	2.025	0.7	0	1	0	0	43.79	72	0.014	0.0	0.472	1	2.86	2.83	90.13	158.05	158.05	134309	7.34	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	12	67	11	0	1	2.37	146698.3	0.0031	1.12	2.37	0	1	0	0	9.41	15	0.0	3594.4	1.0	1	9.5	8.17	96.17	101.82	101.82	91225	9.25	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	13	68	11	0	1	0.49	37269.5	0.0008	0.733	0.49	0	1	0	0	6.94	11	0.0	0.0	0.364	1	7.19	7.27	64.1	94.91	94.91	11100	6.94	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	14	69	11	0	1	2.33	261593.5	0.0055	1.832	2.33	0	1	0	0	3.56	5	0.4	2179.7	1.0	1	7.16	7.06	43.1	33.65	33.65	11036	4.27	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	15	70	11	0	1	0.95	196403.3	0.0041	3.33	0.95	1	1	0	0	6.79	10	0.5	16684.2	1.0	1	9.03	7.47	60.69	61.16	61.16	11108	8.81	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	16	71	11	0	1	0.59	41532.1	0.0009	1.095	0.59	0	1	0	0	4.99	7	0.143	3471.2	1.0	1	6.38	8.64	97.22	59.13	59.12	11118	4.9	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	17	75	11	0	1	0.07	40909.1	0.0009	1.492	0.07	0	1	0	0	14.14	23	0.043	4058.6	0.826	1	20.83	19.22	131.72	69.13	69.1	11023	14.18	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	18	82	11	0	1	0.42	67396.2	0.0014	1.389	0.42	0	1	0	0	12.49	20	0.0	0.0	0.45	1	23.31	22.62	130.38	41.51	41.36	11035	13.19	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	19	83	11	0	1	0.32	30760.4	0.0006	0.698	0.32	0	1	0	0	16.48	26	0.0	0.0	0.308	1	19.27	20.82	105.97	61.7	61.7	71184	14.33	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	20	87	11	0	1	0.98	40727.9	0.0009	0.597	0.98	0	1	0	0	8.44	13	0.077	4311.9	1.0	1	7.57	9.64	87.9	118.69	118.69	11049	8.73	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	21	89	11	0	1	0.2	43821.4	0.0009	1.174	0.2	0	1	0	0	11.93	19	0.158	2518.4	1.0	1	14.46	14.52	59.36	49.02	49.02	125283	3.36	3	[]
256587	HOLD	0.0	0	0	0	0	11301	11	22	91	11	0	1	3.21	196008.9	0.0041	1.08	3.21	0	1	0	0	12.97	21	0.0	4459.2	0.905	1	12.32	10.09	43.56	104.58	104.58	67176	9.25	3	[]
