event	truth	out_qfrac	q_out	q_wo	q_in	shower_id	node_id	sh_pdg	grp	cluster	root_cluster	anchor	nseg	len	dQ	qfrac	med_dqdx_mip	max_seglen	n_track_pid	nsh_holding	touches_main_vtx	nlinks	gap_exact	nstep	cont_frac	conn_qmed	conn_qfrac	walked	ax30_ang	ax100_ang	grp_ang	dis_start	dis_main	anchor_vtx	anchor_dis	conn_new	out_segs
388	HOLD	0.0	0	0	0	0	23028	11	0	23	23	1	1	23.05	1318197.6	0.1128	1.087	23.05	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
388	HOLD	0.0	0	0	0	0	23028	11	1	59	23	0	2	2.07	73207.4	0.0063	0.536	1.14	0	1	0	0	27.06	44	0.045	4555.0	0.818	1	9.79	7.42	28.45	47.09	47.09	99187	4.58	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	2	60	23	0	1	0.37	53294.9	0.0046	1.164	0.37	0	1	0	0	48.1	79	0.038	3057.4	0.886	1	12.53	11.63	63.5	67.76	67.76	61075	7.55	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	3	61	23	0	1	2.93	245342.8	0.021	1.453	2.93	0	1	0	0	38.91	64	0.016	1829.4	0.766	1	10.38	14.46	16.5	58.65	58.65	60072	7.55	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	4	62	23	0	1	1.06	50505.1	0.0043	0.598	1.06	0	1	0	0	5.43	8	0.125	0.0	0.375	1	6.54	16.69	86.93	26.07	26.07	23017	5.48	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	5	64	23	0	1	1.06	45541.5	0.0039	0.568	1.06	0	1	0	0	65.56	108	0.009	0.0	0.12	1	11.21	25.3	65.86	85.34	85.34	66084	23.94	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	6	65	23	0	1	0.39	78118.1	0.0067	1.689	0.39	0	1	0	0	49.46	81	0.0	514.3	0.593	1	17.72	4.53	73.2	69.35	69.35	95164	5.13	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	7	66	23	0	1	1.45	132550.5	0.0113	1.356	1.45	0	1	0	0	59.94	99	0.01	2624.2	0.828	1	11.28	13.31	38.37	79.74	79.74	60072	12.24	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	8	83	23	0	1	5.06	363540.9	0.0311	1.256	5.06	0	1	0	0	43.9	72	0.194	1356.2	0.694	1	19.63	5.35	24.03	63.09	63.09	95155	3.44	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	9	84	23	0	1	0.35	56871.3	0.0049	1.288	0.35	0	1	0	0	13.75	22	0.045	4548.0	1.0	1	7.32	10.74	44.55	33.64	33.64	98184	5.12	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	10	85	23	0	1	0.38	90858.4	0.0078	1.945	0.38	0	1	0	0	49.45	81	0.012	0.0	0.148	1	12.06	13.35	74.6	70.17	70.17	95159	12.32	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	11	95	23	0	14	109.34	8706028.1	0.7449	1.076	13.43	0	1	0	0	18.78	30	0.033	419.7	0.5	1	16.32	1.49	16.52	38.14	38.14	83121	8.41	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	12	96	23	0	1	2.57	175622.3	0.015	1.729	2.57	0	1	0	0	55.2	91	0.066	3454.5	0.736	1	14.78	3.05	59.2	75.05	75.05	95165	2.16	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	13	98	23	0	1	0.76	99842.5	0.0085	1.582	0.76	0	1	0	0	18.63	30	0.033	2585.4	0.633	1	8.01	8.53	43.63	38.73	38.73	84123	5.12	3	[]
388	HOLD	0.0	0	0	0	0	23028	11	14	99	23	0	1	2.6	197576.2	0.0169	1.296	2.6	0	1	0	0	26.5	43	0.023	3297.1	1.0	1	11.07	13.94	20.18	45.99	45.99	59070	4.19	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	0	23	23	1	30	284.39	22309958.1	0.9341	1.045	27.75	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
388	HOLD	0.0	0	0	0	1	23032	11	1	53	23	0	1	0.4	37245.7	0.0016	0.985	0.4	0	1	0	0	19.78	32	0.0	0.0	0.406	1	18.73	19.41	67.99	78.39	78.39	75104	15.9	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	2	54	23	0	1	1.69	85582.8	0.0036	0.82	1.69	0	1	0	0	4.01	6	0.0	3485.6	1.0	1	3.23	3.92	51.4	76.7	76.7	56063	2.12	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	3	56	23	0	1	0.71	136810.5	0.0057	2.389	0.71	0	1	0	0	5.12	8	0.0	4664.7	1.0	1	2.94	3.27	32.95	77.93	77.93	54059	2.12	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	4	68	23	0	1	0.36	38593.1	0.0016	1.142	0.36	0	1	0	0	7.2	11	0.0	0.0	0.273	1	18.61	17.51	104.64	30.41	30.41	23023	7.2	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	5	71	23	0	1	0.25	32624.0	0.0014	0.826	0.25	0	1	0	0	3.7	5	0.0	2709.9	0.8	1	8.8	7.71	125.36	57.99	57.87	23019	3.7	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	6	72	23	0	1	1.81	129110.5	0.0054	1.472	1.81	0	1	0	0	6.14	9	0.111	2299.8	0.889	1	7.15	6.04	144.19	66.85	65.54	91137	2.06	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	7	73	23	0	1	2.9	109131.1	0.0046	0.664	2.9	0	1	0	0	10.01	16	0.0	9526.4	1.0	1	12.56	11.73	69.8	76.98	76.81	74102	8.59	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	8	74	23	0	1	0.57	56967.5	0.0024	1.052	0.57	0	1	0	0	4.55	7	0.0	5861.0	1.0	1	10.47	9.76	93.5	68.63	68.63	91137	7.49	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	9	75	23	0	1	1.52	72330.1	0.003	1.177	1.52	0	1	0	0	4.32	6	0.0	15378.9	1.0	1	8.99	9.03	111.56	78.25	77.81	23014	4.74	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	10	76	23	0	1	1.02	82710.7	0.0035	1.048	1.02	0	1	0	0	2.94	4	0.5	24383.7	1.0	1	3.39	3.92	72.12	75.4	75.4	82118	2.94	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	11	77	23	0	1	0.21	40714.9	0.0017	1.105	0.21	0	1	0	0	2.64	3	0.0	7607.7	1.0	1	3.45	4.39	88.2	65.06	65.06	23033	3.82	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	12	78	23	0	1	0.07	26240.7	0.0011	0.919	0.07	0	1	0	0	7.02	11	0.091	2750.3	0.727	1	11.49	12.26	78.56	52.31	52.31	23041	9.22	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	13	79	23	0	1	0.34	18972.0	0.0008	0.465	0.34	0	1	0	0	4.96	7	0.286	1156.1	0.857	1	6.59	7.7	67.91	61.71	61.71	23013	4.96	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	14	80	23	0	1	0.35	30455.6	0.0013	0.745	0.35	0	1	0	0	10.88	17	0.0	1592.6	0.706	1	19.8	20.46	62.86	46.07	46.07	78110	9.53	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	15	82	23	0	1	1.15	57897.0	0.0024	0.524	1.15	0	1	0	0	4.72	7	0.0	2173.2	1.0	1	2.49	2.89	101.12	78.0	77.79	76106	2.95	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	16	86	23	0	1	0.46	52363.0	0.0022	1.118	0.46	0	1	0	0	10.88	17	0.059	0.0	0.353	1	10.41	9.33	90.12	68.19	68.19	91137	5.73	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	17	89	23	0	1	0.41	32723.0	0.0014	0.722	0.41	0	1	0	0	19.49	31	0.0	0.0	0.226	1	24.07	22.95	100.68	67.09	67.09	86128	17.49	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	18	90	23	0	1	0.3	28877.0	0.0012	0.942	0.3	0	1	0	0	11.44	18	0.056	227.6	0.5	1	19.39	18.29	114.65	40.02	39.99	68089	9.57	3	[]
388	HOLD	0.0	0	0	0	1	23032	11	19	91	23	0	1	8.94	505377.4	0.0212	1.03	8.94	0	1	0	0	6.82	10	0.0	3745.1	0.9	1	9.11	8.01	17.81	67.24	67.24	72096	2.06	3	[]
388	HOLD	0.0	0	0	0	3	81098	11	0	81	81	1	1	2.98	216576.3	0.457	1.241	2.98	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	71.85	-1	-1.0	-1	[]
388	HOLD	0.0	0	0	0	3	81098	11	1	87	81	0	1	0.65	70202.8	0.1481	1.533	0.65	0	1	0	0	90.08	149	0.007	0.0	0.362	1	160.75	2.06	134.66	90.08	77.62	88131	8.58	3	[]
388	HOLD	0.0	0	0	0	3	81098	11	2	88	81	0	1	0.74	24060.8	0.0508	0.383	0.74	0	1	0	0	81.03	134	0.007	0.0	0.358	1	161.19	1.68	117.13	81.03	71.48	94144	8.07	3	[]
388	HOLD	0.0	0	0	0	3	81098	11	3	94	81	0	1	1.8	163087.9	0.3441	1.546	1.8	0	1	0	0	74.11	123	0.016	0.0	0.366	1	160.64	1.46	110.6	74.11	63.51	88132	8.07	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	0	7	7	1	11	88.85	6782366.5	0.594	1.13	18.71	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
10550	HOLD	0.0	0	0	0	1	7036	11	1	7	7	0	1	3.28	112501.2	0.0099	0.558	3.28	0	1	0	0	2.23	3	0.667	12237.7	1.0	1	5.21	4.26	126.67	32.43	30.74	7016	2.41	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	2	28	7	0	1	0.41	36931.0	0.0032	0.82	0.41	0	1	0	0	26.67	43	0.07	660.0	0.512	1	18.81	14.47	124.57	65.66	65.53	29033	4.93	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	3	29	7	0	1	0.7	28197.9	0.0025	0.456	0.7	0	1	0	0	31.26	51	0.098	0.0	0.49	1	21.36	17.25	131.41	68.93	68.69	28030	4.93	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	4	30	7	0	1	0.73	60195.1	0.0053	1.111	0.73	0	1	0	0	15.9	26	0.038	1832.1	0.769	1	23.41	22.41	76.84	42.74	42.74	7010	15.88	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	5	31	7	0	1	0.26	21944.3	0.0019	0.614	0.26	0	1	0	0	14.76	24	0.0	0.0	0.375	1	11.47	7.62	136.59	61.92	61.76	32039	7.05	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	6	32	7	0	1	1.02	132084.6	0.0116	1.581	1.02	0	1	0	0	13.43	21	0.0	8571.8	1.0	1	14.73	12.49	81.12	63.03	63.03	31037	7.05	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	7	33	7	0	1	0.49	59769.5	0.0052	1.193	0.49	0	1	0	0	6.43	10	0.1	0.0	0.3	1	3.66	5.93	52.27	56.5	56.5	35045	2.82	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	8	34	7	0	1	1.55	78335.6	0.0069	0.793	1.55	0	1	0	0	8.99	14	0.0	2505.3	1.0	1	4.93	4.65	62.4	58.81	58.81	35045	2.78	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	9	35	7	0	1	0.36	25672.1	0.0022	0.58	0.36	0	1	0	0	9.24	14	0.071	172.0	0.5	1	1.95	5.66	43.54	59.14	59.14	34043	2.78	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	10	36	7	0	1	0.41	34186.7	0.003	0.705	0.41	0	1	0	0	28.32	46	0.022	0.0	0.457	1	10.04	7.42	87.43	74.06	74.06	63096	6.25	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	11	37	7	0	1	0.95	46932.1	0.0041	0.674	0.95	0	1	0	0	69.13	114	0.0	0.0	0.079	1	2.68	5.0	35.06	120.34	120.34	61091	12.18	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	12	38	7	0	1	0.39	54595.2	0.0048	1.174	0.39	0	1	0	0	62.41	103	0.0	0.0	0.155	1	7.61	4.27	74.41	112.14	112.14	65106	6.92	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	13	39	7	0	1	0.65	54051.7	0.0047	1.101	0.65	0	1	0	0	27.05	44	0.0	0.0	0.159	1	11.96	16.52	27.59	77.06	77.06	35044	21.67	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	14	41	7	0	1	1.92	193297.7	0.0169	1.617	1.92	0	1	0	0	19.81	32	0.0	0.0	0.25	1	21.52	23.38	39.56	69.82	69.82	7000	19.81	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	15	43	7	0	1	0.48	92266.5	0.0081	2.091	0.48	0	1	0	0	49.7	82	0.012	0.0	0.366	1	12.87	10.64	49.48	95.32	95.32	64103	9.66	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	16	47	7	0	1	0.36	63494.2	0.0056	2.283	0.36	0	1	0	0	28.49	46	0.0	1965.5	0.804	1	22.53	18.68	123.17	72.49	72.41	32039	14.32	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	17	48	7	0	1	3.8	290399.5	0.0254	1.245	3.8	0	1	0	0	3.37	5	0.2	6608.1	1.0	1	10.91	11.19	52.84	49.53	49.53	7002	3.76	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	18	49	7	0	4	21.51	1776779.4	0.1556	1.605	8.45	0	1	0	0	6.86	10	0.2	1112.5	0.6	1	8.35	4.15	17.93	47.37	47.37	58086	3.97	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	19	58	7	0	1	2.45	164815.1	0.0144	0.917	2.45	0	1	0	0	6.39	10	0.1	5944.9	1.0	1	1.89	3.31	130.24	53.13	51.83	33040	5.77	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	20	60	7	0	1	0.7	24690.6	0.0022	0.789	0.7	0	1	0	0	73.8	122	0.0	0.0	0.092	1	8.45	11.93	21.15	123.1	123.1	61091	13.31	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	21	61	7	0	1	0.34	28040.2	0.0025	0.719	0.34	0	1	0	0	80.33	133	0.0	0.0	0.053	1	3.57	7.63	60.74	131.71	131.71	37049	12.18	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	22	63	7	0	1	1.92	151877.6	0.0133	1.243	1.92	0	1	0	0	24.79	40	0.05	595.4	0.575	1	12.36	8.25	20.25	68.8	68.8	49073	6.12	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	23	64	7	0	2	11.01	673300.3	0.059	1.036	6.24	0	1	0	0	41.22	68	0.029	0.0	0.368	1	9.53	6.23	37.44	88.59	88.59	43060	9.79	3	[]
10550	HOLD	0.0	0	0	0	1	7036	11	24	65	7	0	2	5.7	431932.2	0.0378	1.308	4.62	0	1	0	0	54.34	90	0.011	0.0	0.267	1	3.88	2.94	74.56	105.1	105.1	38051	6.6	3	[]
10550	HOLD	0.0	0	0	0	2	44058	11	0	44	44	1	1	1.91	209548.6	0.8375	1.765	1.91	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	80.81	-1	-1.0	-1	[]
10550	HOLD	0.0	0	0	0	2	44058	11	1	42	44	0	1	0.63	40658.1	0.1625	0.694	0.63	0	1	0	0	33.29	54	0.0	0.0	0.463	1	24.31	1.45	70.83	34.81	105.2	44063	33.29	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	0	126	126	1	19	155.38	8843147.0	0.8537	0.927	21.67	1	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	9.56	-1	-1.0	-1	[]
18625	HOLD	0.0	0	0	0	0	126059	11	1	40	126	0	1	1.81	207369.5	0.02	1.828	1.81	0	1	0	0	4.17	6	0.167	3318.7	1.0	1	13.45	13.19	49.53	33.29	42.16	126068	4.17	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	2	41	126	0	1	1.24	99973.5	0.0097	0.447	1.24	0	1	0	0	3.07	4	0.0	6956.9	1.0	1	1.98	1.35	127.23	51.77	60.39	126048	3.07	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	3	42	126	0	1	0.96	30016.9	0.0029	0.418	0.96	0	1	0	0	23.13	38	0.0	2276.6	0.789	1	27.38	27.5	79.45	57.06	64.58	54040	21.39	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	4	43	126	0	1	0.2	31277.4	0.003	0.821	0.2	0	1	0	0	5.37	8	0.125	4528.7	1.0	1	13.31	12.94	47.03	43.5	53.05	126056	5.37	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	5	44	126	0	1	0.75	78553.6	0.0076	1.324	0.75	0	1	0	0	6.09	9	0.111	2862.8	1.0	1	10.05	9.44	54.55	48.45	57.98	55042	6.23	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	6	45	126	0	1	0.35	64109.3	0.0062	1.653	0.35	0	1	0	0	9.72	15	0.0	0.0	0.333	1	6.12	5.62	70.82	59.05	68.52	41015	8.37	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	7	47	126	0	1	0.36	25791.8	0.0025	0.652	0.36	0	1	0	0	28.6	47	0.0	0.0	0.298	1	7.21	6.67	73.83	79.61	88.76	56046	8.36	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	8	52	126	0	1	0.33	45750.5	0.0044	1.03	0.33	0	1	0	0	9.52	15	0.067	0.0	0.467	1	13.66	14.1	104.46	45.08	54.3	55043	8.42	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	9	54	126	0	1	3.41	221437.9	0.0214	1.03	3.41	0	1	0	0	15.0	24	0.042	0.0	0.417	1	9.92	10.55	36.42	60.32	69.12	56044	14.11	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	10	55	126	0	1	3.48	213984.1	0.0207	0.837	3.48	0	1	0	0	3.65	5	0.4	7607.0	1.0	1	3.8	3.56	38.79	45.72	55.13	41014	3.77	3	[]
18625	HOLD	0.0	0	0	0	0	126059	11	11	56	126	0	2	7.13	497611.4	0.048	1.124	5.19	0	1	0	0	19.88	32	0.0	541.7	0.625	1	1.24	1.33	26.76	70.85	80.09	47026	8.36	3	[]
18625	HOLD	0.0	0	0	0	11	17031	11	0	17	17	1	7	30.97	1846946.6	1.0	1.101	9.03	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	347.56	-1	-1.0	-1	[]
18625	HOLD	0.0	0	0	0	11	17031	11	1	128	17	0	1	0.31	0.0	0.0	-1.0	0.31	0	1	0	0	4.3	6	0.167	1057.0	0.8	1	16.79	16.79	58.49	14.01	353.91	17001	4.44	3	[]
21073	IN	0.0	0	0	7796803.300000001	1	60081	11	0	60	60	1	20	141.2	7796803.3	0.7135	0.846	22.72	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	3.38	-1	-1.0	-1	[]
21073	IN	0.0	0	0	196429.1	1	60081	11	1	32	60	0	1	2.22	196429.1	0.018	1.192	2.22	0	1	0	0	2.64	3	0.333	9309.9	1.0	1	22.71	29.7	20.04	34.96	37.93	60073	4.02	3	[]
21073	IN	0.0	0	0	365483.5	1	60081	11	2	35	60	0	1	3.56	365483.5	0.0334	1.669	3.56	0	1	0	0	34.55	57	0.053	0.0	0.404	1	12.16	9.71	31.0	59.69	63.03	37031	13.33	3	[]
21073	IN	0.0	0	0	59105.8	1	60081	11	3	36	60	0	1	0.35	59105.8	0.0054	1.41	0.35	0	1	0	0	63.21	104	0.0	0.0	0.298	1	17.42	10.99	90.78	86.82	90.14	40037	3.42	3	[]
21073	IN	0.0	0	0	40894.0	1	60081	11	4	37	60	0	1	0.36	40894.0	0.0037	1.217	0.36	0	1	0	0	43.62	72	0.014	0.0	0.375	1	23.2	17.52	87.73	65.29	68.52	35027	13.33	3	[]
21073	IN	0.0	0	0	47235.6	1	60081	11	5	38	60	0	1	0.4	47235.6	0.0043	1.024	0.4	0	1	0	0	90.19	149	0.02	0.0	0.195	1	23.37	16.09	88.69	112.18	115.43	39034	21.12	3	[]
21073	IN	0.0	0	0	51921.6	1	60081	11	6	39	60	0	1	0.37	51921.6	0.0048	1.448	0.37	0	1	0	0	78.8	130	0.0	0.0	0.315	1	14.78	8.7	85.01	103.31	106.65	40036	15.79	3	[]
21073	IN	0.0	0	0	25807.1	1	60081	11	7	40	60	0	1	0.36	25807.1	0.0024	0.583	0.36	0	1	0	0	66.06	109	0.0	0.0	0.294	1	19.12	12.7	79.97	89.27	92.58	36029	3.42	3	[]
21073	IN	0.0	0	0	62745.9	1	60081	11	8	42	60	0	1	1.26	62745.9	0.0057	0.694	1.26	0	1	0	0	30.01	49	0.041	0.0	0.184	1	33.58	28.69	87.25	49.11	52.11	61099	6.05	3	[]
21073	IN	0.0	0	0	215615.3	1	60081	11	9	43	60	0	1	2.67	215615.3	0.0197	1.325	2.67	0	1	0	0	54.65	90	0.0	0.0	0.256	1	7.26	5.96	37.91	81.77	85.14	48053	16.57	3	[]
21073	IN	0.0	0	0	25359.6	1	60081	11	10	45	60	0	1	0.57	25359.6	0.0023	0.489	0.57	0	1	0	0	29.14	48	0.021	0.0	0.479	1	18.18	10.92	81.15	51.34	54.67	49055	12.37	3	[]
21073	IN	0.0	0	0	60912.0	1	60081	11	11	48	60	0	1	0.72	60912.0	0.0056	1.078	0.72	0	1	0	0	38.21	63	0.0	0.0	0.365	1	0.96	8.0	33.16	68.21	71.56	43042	16.57	3	[]
21073	IN	0.0	0	0	67636.8	1	60081	11	12	49	60	0	1	1.44	67636.8	0.0062	0.641	1.44	0	1	0	0	35.95	59	0.136	3003.8	0.831	1	24.4	17.61	60.9	58.06	61.3	68124	2.09	3	[]
21073	IN	0.0	0	0	301604.0	1	60081	11	13	54	60	0	1	7.12	301604.0	0.0276	0.563	7.12	0	1	0	0	18.7	30	0.267	7978.1	1.0	1	26.82	20.0	54.26	40.46	43.6	56067	7.17	3	[]
21073	IN	0.0	0	0	167825.8	1	60081	11	14	56	60	0	1	6.33	167825.8	0.0154	0.447	6.33	0	1	0	0	13.11	21	0.143	4547.1	1.0	1	31.62	24.8	121.33	33.74	36.29	59070	5.69	3	[]
21073	IN	0.0	0	0	135585.8	1	60081	11	15	59	60	0	1	2.14	135585.8	0.0124	0.735	2.14	0	1	0	0	8.17	13	0.615	12648.4	1.0	1	23.79	16.96	48.89	30.08	33.34	56067	5.69	3	[]
21073	IN	0.0	0	0	541153.0	1	60081	11	16	61	60	0	1	4.9	541153.0	0.0495	2.011	4.9	0	1	0	0	20.62	33	0.03	0.0	0.273	1	27.87	22.52	45.18	40.2	43.34	42040	6.05	3	[]
21073	IN	0.0	0	0	531682.9	1	60081	11	17	67	60	0	1	6.24	531682.9	0.0487	1.815	6.24	0	1	0	0	10.61	17	0.059	0.0	0.353	1	11.69	8.49	23.39	32.88	36.23	60081	10.61	3	[]
21073	IN	0.0	0	0	233496.2	1	60081	11	18	68	60	0	1	6.39	233496.2	0.0214	0.641	6.39	0	1	0	0	32.89	54	0.185	4321.3	1.0	1	29.83	23.01	44.76	54.44	57.57	49054	1.94	3	[]
21073	HOLD	0.0	0	0	0	2	63100	11	0	63	63	1	3	14.66	1038282.3	0.5039	1.126	6.41	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	26.33	-1	-1.0	-1	[]
21073	HOLD	0.0	0	0	0	2	63100	11	1	41	63	0	1	0.29	27289.3	0.0132	0.95	0.29	0	1	0	0	31.42	51	0.0	0.0	0.098	1	17.62	13.15	73.05	38.48	64.28	62101	4.56	3	[]
21073	HOLD	0.0	0	0	0	2	63100	11	2	44	63	0	1	0.37	54711.3	0.0266	1.271	0.37	0	1	0	0	14.47	23	0.0	0.0	0.391	1	4.65	7.32	62.41	21.6	47.9	62100	8.07	3	[]
21073	HOLD	0.0	0	0	0	2	63100	11	3	53	63	0	1	0.34	52463.4	0.0255	1.172	0.34	0	1	0	0	42.6	70	0.0	0.0	0.314	1	24.87	30.11	98.55	50.14	74.52	62105	29.11	3	[]
21073	HOLD	0.0	0	0	0	2	63100	11	4	62	63	0	2	14.65	887570.6	0.4308	1.063	10.85	0	1	0	0	21.83	35	0.0	0.0	0.2	1	6.52	1.75	42.73	28.92	55.2	41039	6.12	3	[]
21073	HOLD	0.0	0	0	0	3	31023	11	0	31	31	1	2	4.26	192177.0	0.135	0.761	2.58	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	34.97	-1	-1.0	-1	[]
21073	HOLD	0.0	0	0	0	3	31023	11	1	33	31	0	1	2.58	180253.3	0.1266	1.091	2.58	0	1	0	0	6.6	10	0.0	5223.9	1.0	1	13.84	15.75	42.22	8.83	43.72	34024	2.35	3	[]
21073	HOLD	0.0	0	0	0	3	31023	11	2	34	31	0	1	0.62	38659.3	0.0272	0.691	0.62	0	1	0	0	6.08	9	0.0	674.4	1.0	1	28.33	29.62	56.82	8.35	42.75	33022	2.35	3	[]
21073	HOLD	0.0	0	0	0	3	31023	11	3	57	31	0	1	15.87	661575.6	0.4648	0.646	15.87	0	1	0	0	9.07	14	0.0	1968.1	1.0	1	4.56	3.06	4.31	11.5	46.35	33023	2.89	3	[]
21073	HOLD	0.0	0	0	0	3	31023	11	4	64	31	0	2	5.12	350721.4	0.2464	0.997	3.77	0	1	0	0	42.33	70	0.129	968.8	0.514	1	2.77	1.15	35.81	44.77	79.54	57069	23.33	3	[]
21073	HOLD	0.0	0	0	0	4	16019	11	0	16	16	1	2	8.87	525895.3	0.8785	1.043	6.48	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	57.1	-1	-1.0	-1	[]
21073	HOLD	0.0	0	0	0	4	16019	11	1	65	16	0	1	0.92	72734.6	0.1215	1.08	0.92	0	1	0	0	2.6	3	0.333	556.1	0.667	1	8.02	8.02	21.71	8.22	65.2	16010	2.6	3	[]
30504	HOLD	0.0	0	0	0	0	11008	11	0	11	11	1	1	3.89	116674.1	0.1592	0.291	3.89	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
30504	HOLD	0.0	0	0	0	0	11008	11	1	11	11	0	1	11.43	616200.6	0.8408	0.909	11.43	0	1	0	0	15.08	24	0.125	4122.4	1.0	1	10.2	10.2	43.41	16.98	16.98	11011	16.98	3	[]
30504	HOLD	0.0	0	0	0	2	11065	11	0	11	11	1	1	6.06	342640.4	0.0654	0.885	6.06	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
30504	HOLD	0.0	0	0	0	2	11065	11	1	43	11	0	1	0.37	46202.7	0.0088	1.041	0.37	0	1	0	0	71.62	118	0.017	1076.0	0.712	1	18.05	13.83	103.35	76.92	76.92	62068	23.36	3	[]
30504	HOLD	0.0	0	0	0	2	11065	11	2	44	11	0	1	0.5	52779.0	0.0101	1.443	0.5	0	1	0	0	53.74	89	0.034	0.0	0.281	1	11.38	7.62	98.1	59.04	59.04	45034	2.21	3	[]
