run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	138009	0.69850945	-0.44828352						
18255	1	235435	0.9756281	0.07305725			818.1813	555.28314		
18304	1	38856	-0.344214	-0.26177004			896.9759	1013.10706		
