run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	71372					2543.7646	2538.1863		
18255	1	180801			-4.300936	-3.9661553	1446.0798	1315.7579		
18255	1	314838					1390.7397	1377.6321		
18255	1	359980	-1.8625642	-1.9899659			855.9889	833.41406		
18255	1	399860	-0.30828306	-0.17613389						
18255	1	463565	-0.5508933	-0.37453806	-4.300936	-3.2422454	1347.1047	1283.2981		
18261	1	285567	0.13107729	1.0970709	-4.1754727	4.300936	2133.034	2422.3247		
