evt	sample	label_source	carried	d_p100base	d_base	d_nofitx	d_pre103	d_trad	d_dlonly	d_ma4	d_topo3	d_topk10
315497	mcp1k	human	1	0.000	0.000	0.000	0.000	56.444	0.000	0.000	0.000	0.000
315849	mcp1k	human	1	70.162	70.162	70.162	70.162	70.162	70.162	70.162	70.162	70.162
315871	mcp1k	human	1	0.000	0.000	0.243	0.000	0.000	13.566	98.558	0.000	0.000
315955	mcp2k	ai-scanner	1	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000
316003	mcp1k	human	0	1.830	1.830	0.000	1.830	1.830	1.830	1.830	1.830	1.830
316021	mcp2k	human	0	1.153	1.153	0.000	1.153	1.153	1.153	1.153	1.153	1.153
316197	mcp2k	human	1	33.233	33.233	33.233	33.233	33.233	364.644	33.233	33.233	33.233
316553	mcp1k	human	1	0.000	0.000	0.346	0.000	0.000	0.000	0.000	0.000	0.000
316729	mcp1k	human	1	0.157	0.000	5.656	0.157	0.000	61.562	106.436	0.000	0.000
316811	mcp2k	ai-scanner	0	1.409	1.409	0.000	1.409	1.409	1.409	1.409	1.409	1.409
316987	mcp2k	human	1	1.392	0.000	0.360	1.392	0.000	0.000	0.000	0.000	0.000
317077	mcp2k	human	1	12.688	12.688	0.796	12.688	12.688	27.106	12.688	12.688	12.688
317191	mcp1k	human	0	1.518	1.518	0.000	1.518	1.557	1.518	1.518	1.518	1.518
317407	mcp2k	human	1	1.623	1.623	0.614	1.623	1.623	1.623	1.623	1.623	1.623
317427	mcp2k	human	0									
317741	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	9.475	0.000	0.000	0.000
317939	mcp1k	human	0	1.797	1.797	0.000	1.797	1.797	1.797	1.797	1.797	1.797
317957	mcp2k	human	0	2.900	2.900	2.896	2.900	2.900	57.983	57.983	2.900	2.900
318021	mcp2k	human	1	7.169	7.169	5.131	7.169	7.169	7.169	7.169	7.169	7.169
318549	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	23.026	0.000	0.000	0.000
318703	mcp2k	human	1	0.000	0.000	0.335	0.000	33.375	0.000	0.000	0.000	0.000
318731	mcp1k	human	1	0.000	0.000	0.800	0.000	0.000	93.267	0.000	0.000	0.000
318769	mcp2k	human	0	104.127	104.127	122.539	104.127	4.392	104.127	104.127	104.127	104.127
319039	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
319475	mcp2k	human	1	0.000	0.000	1.121	0.000	6.784	0.000	0.000	0.000	0.000
319611	mcp1k	human	1	0.000	0.000	0.527	0.000	0.000	0.000	0.000	0.000	0.000
320029	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
320667	mcp1k	human	1	134.588	134.588	134.138	134.588	0.541	134.588	134.588	134.588	134.588
320865	mcp1k	human	0	2.291	2.291	1.222	2.291	2.291	2.291	2.291	2.291	2.291
321015	mcp2k	ai-scanner	1	0.000	0.000	0.389	0.000	29.393	0.000	0.000	0.000	0.000
321107	mcp1k	human	1	0.000	0.000	0.755	0.000	0.000	0.000	0.000	0.000	0.000
321169	mcp2k	human	1	5.785	5.785	18.547	5.785	5.785	41.358	5.785	5.785	5.785
321173	mcp1k	human	1	22.400	22.400	22.399	22.400	22.400	22.400	22.400	22.400	22.400
321371	mcp1k	human	1	0.000	0.000	0.175	0.000	30.871	0.000	0.000	0.000	0.000
321629	mcp2k	ai-scanner	1	0.000	0.000	0.308	0.000	0.000	0.000	0.000	0.000	0.000
321767	mcp1k	human	1	30.539	30.539	30.539	30.539	30.539	30.539	79.149	30.539	30.539
321849	mcp2k	human	0	0.327	1.166	1.084	0.327	403.411	1.166	1.166	1.166	1.166
321895	mcp2k	ai-scanner	0	1.744	1.744	1.826	1.744	1.744	1.744	1.744	1.744	1.744
321983	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	136.173	136.173	0.000	0.000
322135	mcp2k	ai-scanner	0	1.703	1.703	0.000	1.703	1.703	1.703	1.703	1.703	1.703
322181	mcp2k	ai-scanner	1	0.000	0.000	0.228	0.000	0.000	0.000	69.294	0.000	0.000
322269	mcp2k	ai-scanner	1	0.000	0.000	0.110	0.000	0.000	0.000	0.000	0.000	0.000
322707	mcp2k	human	1	35.496	35.496	0.465	35.496	0.119	0.119	35.496	35.496	35.496
322861	mcp2k	ai-scanner	1	0.000	0.000	0.972	0.000	0.000	0.000	0.000	0.000	0.000
322907	mcp2k	human	1	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000
323125	mcp2k	ai-scanner	1	0.000	0.000	0.487	0.000	0.000	0.000	0.000	0.000	0.000
323369	mcp2k	human	1	235.736	235.736	235.151	235.736	0.000	235.736	235.736	235.736	235.736
342199	nuecc	human	1	0.000	0.000	0.234	0.000	0.000	0.000	0.000	0.000	0.000
345633	mcp1k	human	1	3.691	3.691	0.276	3.691	45.769	3.691	3.691	3.691	3.691
347085	mcp1k	human	1	0.000	0.000	0.669	0.000	0.000	54.444	27.864	0.000	0.000
347129	mcp1k	human	1	0.000	0.000	0.677	0.000	0.000	6.848	6.848	0.000	0.000
347384	mcp2k	ai-scanner	1	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000
348471	mcp1k	human	1	0.000	0.000	0.271	0.000	0.000	0.000	0.000	0.000	0.000
348515	mcp1k	human	1	54.214	54.214	56.181	54.214	54.214	45.398	56.174	54.214	54.214
348594	mcp2k	ai-scanner	1	0.000	0.000	0.633	0.000	16.889	0.000	0.000	0.000	0.000
348691	mcp1k	human	1	0.000	0.000	0.520	0.000	24.357	0.000	0.000	0.000	0.000
349056	mcp2k	ai-scanner	0	7.839	7.839	0.000	7.839	0.350	7.839	7.839	7.839	7.839
349241	mcp1k	human	1	0.000	0.000	0.199	0.000	0.000	522.362	0.000	0.000	0.000
349461	mcp1k	human	1	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000
349549	mcp1k	human	1	0.000	0.000	0.670	0.000	0.000	0.000	0.000	0.000	0.000
349835	mcp1k	human	1	0.000	0.000	0.630	0.000	0.000	0.000	0.000	0.000	0.000
349879	mcp1k	human	1	0.000	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000
349945	mcp1k	human	0	1.478	1.478	0.296	1.478	1.478	1.478	1.478	1.478	1.478
350121	mcp1k	human	1	0.000	0.000	0.414	0.000	0.000	0.000	0.000	0.000	0.000
350297	mcp1k	human	1	0.000	0.000	0.227	0.000	0.000	0.000	0.000	0.000	0.000
350354	mcp2k	human	1	19.800	19.800	61.796	19.800	5.064	19.800	19.800	19.800	19.800
350596	mcp2k	human	0	2.270	2.270	0.000	2.270	2.270	2.270	2.270	2.270	2.270
351564	mcp2k	ai-scanner	1	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000
351705	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	113.582	0.000	0.000
351749	mcp1k	human	1	7.036	7.036	7.036	7.036	7.036	0.000	0.000	7.036	7.036
352123	mcp1k	human	1	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000
352202	mcp2k	ai-scanner	1	0.000	0.000	0.316	0.000	0.000	0.000	0.000	0.000	0.000
352233	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	209.961	103.644	0.000	0.000
352664	mcp2k	human	1	0.000	0.000	0.287	0.000	0.000	0.000	0.000	0.000	0.000
353223	mcp1k	human	1	0.000	0.000	0.281	0.000	0.000	0.000	0.000	0.000	0.000
353751	mcp1k	human	0	120.395	120.395	0.000	120.395	0.267	0.267	120.395	120.395	120.395
354248	mcp2k	human	0	4.699	4.694	0.811	4.699	243.492	243.492	4.694	4.694	4.694
354578	mcp2k	human	0	1.099	1.099	0.000	1.099	10.548	1.099	1.099	1.099	1.099
355106	mcp2k	human	1	0.000	0.000	353.268	0.000	0.000	302.254	343.113	0.000	0.000
355238	mcp2k	ai-scanner	1	0.000	0.000	0.439	0.000	0.000	0.000	0.000	0.000	0.000
359980	ncpi0	human	1	7.219	27.080	0.415	27.080	27.080	27.080	12.288	27.080	27.080
360535	nuecc	human	0	1.434	1.434	1.607	1.434	1.434	1.434	1.434	1.434	1.434
386332	mcp1k	human	1	0.000	0.000	0.632	0.000	0.000	0.000	0.000	0.000	0.000
386442	mcp1k	human	0	5.176	5.176	0.000	5.176	5.176	41.030	5.176	5.176	5.176
386948	mcp1k	human	1	50.149	50.149	50.380	50.149	50.149	32.956	32.956	50.149	50.149
387850	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
388026	mcp1k	human	1	0.000	0.000	0.497	0.000	0.000	0.000	0.000	0.000	0.000
388224	mcp1k	human	1	0.000	0.000	0.187	0.000	3.033	0.000	0.000	0.000	0.000
388323	mcp2k	human	1	0.000	0.000	0.395	0.000	0.000	144.811	0.000	0.000	0.000
389225	mcp2k	ai-scanner	1	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000
389588	mcp1k	human	1	4.416	4.416	4.358	4.416	4.416	504.646	4.416	4.416	4.416
389874	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	15.346	15.346	0.000	0.000
390182	mcp1k	human	0	1.211	1.211	0.000	1.211	1.211	1.211	1.211	1.211	1.211
390216	mcp2k	ai-scanner	1	0.000	0.000	0.490	0.000	0.000	0.000	0.000	0.000	0.000
390370	mcp2k	human	1	0.000	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000
390391	mcp2k	ai-scanner	1	5.298	0.000	0.735	5.298	0.744	0.000	0.000	0.000	0.000
390743	mcp2k	ai-scanner	0	8.078	8.078	0.000	8.078	0.483	0.483	8.078	8.078	8.078
390810	mcp2k	human	1	0.000	0.000	0.087	0.000	0.000	21.615	0.000	0.000	0.000
390842	mcp1k	human	0	2.012	2.012	3.890	2.012	2.012	3.810	3.810	2.012	2.012
390942	mcp2k	ai-scanner	0	1.167	1.167	0.000	1.167	1.167	47.129	1.167	1.167	1.167
391260	mcp1k	human	1	0.000	0.000	0.678	0.000	0.000	415.186	0.000	0.000	0.000
391415	mcp2k	ai-scanner	1	0.000	0.000	0.187	0.000	0.000	73.237	73.237	0.000	0.000
391513	mcp2k	ai-scanner	1	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000
391766	mcp1k	human	1	115.517	115.517	115.517	115.517	115.517	0.000	0.000	0.000	115.517
391777	mcp2k	human	1	0.000	0.000	0.794	0.000	0.000	0.000	0.000	0.000	0.000
392009	mcp2k	ai-scanner	1	0.000	0.000	0.209	0.000	0.000	0.000	0.000	0.000	0.000
392527	mcp2k	ai-scanner	0	1.554	1.554	0.000	1.554	1.554	78.607	96.409	1.554	1.554
392649	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	310.080	107.417	0.000	0.000
392759	mcp2k	human	0	1.566	1.566	0.000	1.566	1.566	1.566	1.566	1.566	1.566
392891	mcp2k	human	1	0.000	0.000	0.979	0.000	0.000	0.000	0.000	0.000	0.000
392988	mcp2k	ai-scanner	1	0.000	0.000	0.196	0.000	0.000	0.000	0.000	0.000	0.000
393042	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
393089	mcp2k	ai-scanner	1	0.000	0.000	0.264	0.000	0.000	0.000	0.000	0.000	0.000
393133	mcp2k	human	1	31.958	31.958	31.958	31.958	31.958	289.197	31.958	31.958	31.958
393212	mcp1k	human	1	0.000	0.000	0.127	0.000	0.000	29.024	29.024	0.000	0.000
393485	mcp2k	ai-scanner	1	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000
393538	mcp2k	ai-scanner	1	0.000	0.000	0.725	0.000	0.000	0.000	0.000	0.000	0.000
393608	mcp1k	human	1	0.000	0.000	0.414	0.000	0.000	0.000	46.196	0.000	0.000
393727	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
393758	mcp2k	ai-scanner	1	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000
394407	mcp2k	human	1	313.472	313.472	313.472	313.472	313.472	209.751	313.472	313.472	313.472
394532	mcp1k	human	0	8.343	8.343	7.409	8.343	8.343	100.354	7.466	8.343	8.343
394642	mcp1k	human	1	0.000	0.000	0.154	0.000	2.816	0.000	0.000	0.000	0.000
395012	mcp2k	ai-scanner	1	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000
395033	mcp2k	ai-scanner	1	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000
395060	mcp1k	human	0									
395089	mcp2k	ai-scanner	1	0.000	0.000	0.468	0.000	0.000	0.000	0.000	0.000	0.000
395209	mcp2k	ai-scanner	0	1.363	1.363	0.000	1.363	1.363	1.363	1.363	1.363	1.363
395277	mcp2k	human	1	10.286	10.286	10.286	10.286	68.072	10.286	10.286	10.286	10.286
395298	mcp2k	ai-scanner	0	1.443	1.215	0.000	1.443	5.789	1.215	1.215	1.215	1.215
395573	mcp2k	ai-scanner	1	0.000	0.000	0.306	0.000	0.000	21.392	0.000	0.000	0.000
395597	mcp2k	human	1	0.000	0.000	0.858	0.000	110.817	0.000	0.000	0.000	0.000
395610	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
395695	mcp2k	human	1	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000
395962	mcp1k	human	1	0.000	0.000	0.241	0.000	0.000	49.928	33.437	0.000	0.000
396057	mcp2k	human	0	25.208	25.208	56.447	25.208	25.208	25.208	25.208	25.208	25.208
396157	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	33.630	8.139	0.000	0.000
396222	mcp2k	human	0	3.095	3.095	0.000	3.095	28.557	3.095	3.095	3.095	3.095
396323	mcp2k	human	0	2.435	2.435	0.000	2.435	2.435	2.435	2.435	2.435	2.435
396355	mcp2k	human	1	0.000	0.000	0.225	0.000	0.000	0.000	0.000	0.000	0.000
396551	mcp2k	human	0	2.180	2.180	0.000	2.180	2.180	2.180	2.180	2.180	2.180
396761	mcp2k	human	1	0.000	0.000	0.423	0.000	0.000	45.858	13.378	13.378	0.000
396816	mcp2k	human	1	10.064	10.064	32.781	10.064	10.064	10.064	348.543	10.064	10.064
396882	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	231.796	0.000	50.469	0.000
396927	mcp2k	ai-scanner	1	0.000	0.000	0.208	0.000	0.000	0.000	0.000	0.000	0.000
396971	mcp2k	ai-scanner	0	3.836	3.836	0.000	3.836	3.836	83.483	3.836	3.836	3.836
397005	mcp2k	human	1	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000
397103	mcp2k	ai-scanner	0	3.889	3.889	0.000	3.889	3.889	47.952	3.889	3.889	3.889
397190	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	161.728	162.280	0.000	0.000
397379	mcp2k	human	1	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000
397401	mcp2k	ai-scanner	1	0.000	0.000	0.217	0.000	0.000	0.000	0.000	0.000	0.000
397476	mcp2k	human	0	1.254	1.254	24.201	1.254	24.201	1.254	1.254	1.254	1.254
397599	mcp2k	ai-scanner	1	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000
397630	mcp2k	ai-scanner	0	1.210	1.210	0.000	1.210	1.210	1.210	1.210	1.210	1.210
397722	mcp1k	human	1	0.000	0.000	0.094	0.000	0.000	434.115	65.269	0.000	0.000
397920	mcp1k	human	1	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000
397927	mcp2k	human	1	0.406	0.000	0.342	0.406	0.000	0.000	0.000	0.000	0.000
398115	mcp2k	human	0									
398181	mcp2k	ai-scanner	1	0.000	0.000	0.792	0.000	110.791	0.000	0.000	0.000	0.000
398260	mcp1k	human	1	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000
398268	mcp2k	human	0	1.549	1.549	0.000	1.549	1.549	1.549	1.549	1.549	1.549
398313	mcp2k	ai-scanner	1	0.000	0.000	0.153	0.000	0.000	207.551	99.342	0.000	0.000
398414	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
399052	mcp1k	human	1	0.000	0.000	0.000	0.000	58.426	0.000	0.000	0.000	0.000
399061	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	249.753	0.000	0.000	0.000
399303	mcp2k	ai-scanner	1	0.000	0.000	0.313	0.000	0.000	0.000	0.000	0.000	0.000
399328	mcp1k	human	1	0.000	0.000	0.596	0.000	0.000	24.621	8.542	0.000	0.000
399702	mcp1k	human	0	7.516	7.516	206.107	7.516	7.516	1.588	10.686	10.686	7.516
399856	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
399860	ncpi0	human	0	2.167	2.167	0.000	2.167	2.167	2.167	2.167	2.167	2.167
400029	mcp2k	ai-scanner	1	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000
400054	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	272.893	5.272	0.000	0.000
400117	mcp2k	ai-scanner	1	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000
400185	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
400251	mcp2k	ai-scanner	0	3.184	3.184	0.000	3.184	0.899	0.899	3.184	3.184	3.184
400460	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
400474	nuecc	human	1	0.000	0.000	0.253	0.000	0.000	0.000	0.000	0.000	0.000
400504	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	12.150	53.158	53.158	0.000
400592	mcp1k	human	1	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000
400779	mcp2k	human	1	5.100	5.100	0.000	5.100	5.100	5.100	5.100	5.100	5.100
400856	mcp1k	human	1	0.182	0.000	5.990	0.182	0.000	0.000	0.000	0.000	0.000
401054	mcp1k	human	1	0.000	0.000	0.137	0.000	0.000	248.267	3.486	0.000	0.000
401197	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
401241	mcp2k	human	1	17.277	17.277	17.277	17.277	17.277	132.754	0.000	17.277	17.277
401780	mcp1k	human	1	63.618	63.618	63.618	63.618	63.618	63.618	63.618	63.618	63.618
402077	mcp2k	ai-scanner	1	0.000	0.000	0.392	0.000	0.000	0.000	0.000	0.000	0.000
402209	mcp2k	ai-scanner	1	0.000	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000
402330	mcp1k	human	0	1.847	1.847	0.000	1.847	1.847	13.968	26.381	1.847	1.847
402880	mcp1k	human	1	0.000	0.000	5.177	0.000	0.000	388.575	0.000	0.000	0.000
403023	mcp2k	human	0	1.292	1.292	0.088	1.292	1.292	102.571	66.900	1.292	1.292
403397	mcp2k	ai-scanner	1	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000
404189	mcp2k	ai-scanner	1	0.000	0.000	0.359	0.000	0.000	0.000	0.000	0.000	0.000
404244	mcp1k	human	1	0.000	0.000	0.205	0.000	0.000	35.782	0.000	0.000	0.000
404684	mcp1k	human	1	55.140	55.140	54.654	55.140	55.140	55.140	0.000	55.140	55.140
405201	mcp2k	ai-scanner	1	0.000	0.000	0.273	0.000	0.000	0.000	0.000	0.000	0.000
405234	mcp1k	human	1	0.000	0.000	0.273	0.000	0.000	6.058	6.058	0.000	0.000
405674	mcp1k	human	1	0.000	0.000	0.366	0.000	0.000	0.000	0.000	0.000	0.000
405707	mcp2k	human	0	0.526	2.497	2.231	0.526	2.497	2.497	2.497	2.497	2.497
405927	mcp2k	human	1	5.938	5.938	5.876	5.938	5.938	5.938	5.938	5.938	5.938
406147	mcp2k	ai-scanner	0	2.153	2.153	0.000	2.153	2.153	2.153	2.153	2.153	2.153
406367	mcp2k	human	1	0.000	0.000	0.970	0.000	0.000	83.155	8.424	0.000	0.000
406752	mcp1k	human	0	6.948	6.948	6.709	6.948	6.948	6.948	6.948	6.948	6.948
406796	mcp1k	human	1	0.000	0.000	0.847	0.000	0.000	15.860	90.143	0.000	0.000
407148	mcp1k	human	1	0.000	0.000	0.376	0.000	0.000	0.000	0.000	0.000	0.000
407280	mcp1k	human	0	1.698	1.698	0.000	1.698	2.977	1.698	1.698	1.698	1.698
407534	mcp2k	human	1	0.000	0.000	0.832	0.000	0.000	284.256	0.000	0.000	0.000
407886	mcp2k	human	1	104.188	104.188	103.973	104.188	42.062	104.188	104.188	104.188	104.188
407918	mcp1k	human	0	83.009	83.009	0.000	83.009	83.009	80.181	83.009	83.009	83.009
408326	mcp2k	ai-scanner	1	0.000	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000
408678	mcp2k	ai-scanner	0	21.106	21.106	0.000	21.106	21.106	79.210	21.106	21.106	21.106
409052	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
409140	mcp2k	ai-scanner	1	9.442	9.442	0.697	9.442	9.442	9.442	9.442	9.442	9.442
409546	mcp1k	human	1	1.862	1.862	1.862	1.862	18.202	1.862	1.862	1.862	1.862
409634	mcp1k	human	1	1.368	1.368	1.368	1.368	1.368	47.431	68.890	1.368	1.368
409888	mcp2k	human	1	3.951	3.951	2.951	3.951	0.794	3.951	3.951	3.951	3.951
409906	mcp2k	ai-scanner	1	3.612	4.176	4.427	3.612	4.176	340.725	4.176	4.176	4.176
409920	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	64.033	0.000	0.000	0.000
409942	mcp1k	human	1	0.000	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000
409964	mcp1k	human	1	0.000	0.000	0.246	0.000	0.000	0.000	0.000	0.000	0.000
410008	mcp1k	human	1	174.238	174.238	0.478	174.238	174.238	8.560	8.560	174.238	174.238
410566	mcp2k	human	1	0.000	0.000	0.279	0.000	0.000	0.000	0.000	0.000	0.000
410680	mcp2k	ai-scanner	1	0.000	0.000	0.817	0.000	0.000	0.000	0.000	0.000	0.000
411460	mcp1k	human	1	12.192	12.192	2.712	12.192	12.192	54.861	10.375	12.192	12.192
412208	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.778	0.000
412396	mcp2k	ai-scanner	1	0.000	0.000	0.353	0.000	24.377	0.000	0.000	0.000	0.000
412612	mcp2k	human	1	146.450	146.450	146.450	146.450	146.450	146.450	146.450	146.450	146.450
412638	mcp2k	human	0	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860
414024	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	69.049	148.899	148.899	0.000
414200	mcp2k	ai-scanner	1	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
414288	mcp2k	human	1	4.680	4.680	4.553	4.680	4.680	4.680	4.680	4.680	4.680
414306	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
415186	mcp2k	human	0	8.451	8.193	0.000	8.451	0.129	8.193	8.193	8.193	8.193
415564	mcp2k	human	0	62.582	62.582	62.582	62.582	62.582	215.231	63.455	63.455	62.582
417100	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
417496	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
417782	mcp2k	human	1	10.984	10.984	6.573	10.984	10.984	10.984	10.984	10.984	10.984
422851	nuecc	human	1	0.000	0.000	0.294	0.000	0.000	0.000	0.000	0.000	0.000
423981	nuecc	human	0	2.142	1.175	1.238	2.142	1.175	1.175	1.175	1.175	1.175
433451	nuecc	human	1	0.000	0.000	0.409	0.000	3.303	0.000	0.000	0.000	0.000
437699	nuecc	human	0	1.494	1.494	0.000	1.494	1.494	1.494	1.494	1.494	1.494
447477	nuecc	human	1	0.000	0.000	0.331	0.000	0.000	0.000	0.000	0.000	0.000
463565	ncpi0	human	1	0.000	0.000	30.220	0.000	0.000	69.104	0.000	0.000	0.000
469665	nuecc	human	1	1.405	1.405	0.439	1.405	1.405	1.405	1.405	1.405	1.405
474370	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	36.162	116.277	0.000	0.000
474678	mcp2k	human	1	0.000	0.000	0.107	0.000	4.402	0.000	0.000	0.000	0.000
478374	mcp2k	ai-scanner	0	3.989	3.989	0.000	3.989	3.989	352.228	66.307	66.307	3.989
478594	mcp2k	ai-scanner	1	0.000	0.000	0.433	0.000	0.000	0.000	0.000	0.000	0.000
478638	mcp2k	ai-scanner	1	0.000	0.000	0.798	0.000	0.000	0.000	0.000	0.000	0.000
478880	mcp2k	human	1	0.000	0.000	0.023	0.000	17.845	0.000	0.000	0.000	0.000
480772	mcp2k	human	1	0.000	0.000	0.310	0.000	0.000	0.000	0.000	0.000	0.000
480970	mcp2k	ai-scanner	0	1.703	1.703	0.000	1.703	74.484	1.703	1.703	1.703	1.703
481014	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	85.609	0.000	0.000	0.000
486247	mcp1k	human	1	14.354	14.354	14.354	14.354	14.354	211.690	60.727	14.354	14.354
486687	mcp1k	human	1	0.000	0.000	0.704	0.000	5.651	0.000	0.000	0.000	0.000
487303	mcp1k	human	1	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000
487853	mcp1k	human	1	0.000	0.000	5.192	0.000	0.000	39.230	0.000	0.000	0.000
488139	mcp1k	human	1	0.000	0.000	0.249	0.000	0.000	0.000	0.000	0.000	0.000
488755	mcp1k	human	0	3.221	3.221	0.000	3.221	3.221	3.221	3.221	3.221	3.221
489327	mcp1k	human	1	0.000	0.000	0.938	0.000	0.000	0.000	0.000	0.000	0.000
489503	mcp1k	human	1	126.041	126.041	126.808	126.041	126.041	126.041	126.041	126.041	126.041
490361	mcp1k	human	0	1.884	1.884	0.000	1.884	1.884	1.884	1.884	1.884	1.884
490581	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
490779	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	125.820	0.000	0.000	0.000
492803	mcp1k	human	0	1.561	1.561	0.000	1.561	1.561	1.561	1.561	1.561	1.561
492913	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	322.316	0.000	0.000	0.000
493243	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
493659	mcp2k	human	1	70.152	70.152	70.152	70.152	70.152	180.057	70.152	70.152	70.152
494297	mcp2k	ai-scanner	0	0.000	1.211	0.991	0.000	1.211	1.211	1.211	1.211	1.211
494847	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	138.981	0.000	0.000	0.000
495199	mcp2k	ai-scanner	1	0.000	0.000	0.674	0.000	122.107	0.000	0.000	0.000	0.000
495881	mcp2k	human	0	4.494	2.182	33.159	4.494	2.182	56.367	34.886	2.182	2.182
497399	mcp2k	human	1	121.194	121.194	121.194	121.194	121.194	121.194	121.194	121.194	121.194
497553	mcp2k	ai-scanner	1	0.700	0.700	0.271	0.700	0.700	0.700	0.700	0.700	0.700
499115	mcp2k	ai-scanner	1	0.000	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.000
499423	mcp2k	human	1	41.359	41.367	41.367	41.359	41.367	30.924	30.924	41.367	41.367
499577	mcp2k	human	1	0.000	0.000	0.884	0.000	0.000	0.000	0.000	0.000	0.000
500149	mcp2k	ai-scanner	1	0.000	0.000	0.120	0.000	0.000	237.355	5.881	0.000	0.000
500567	mcp2k	human	0	4.787	4.787	4.787	4.787	19.091	4.787	4.787	4.787	4.787
501711	mcp2k	human	0	4.038	4.038	0.000	4.038	4.038	4.105	4.038	4.038	4.038
