ev	big	frag	big_pdg	frag_pdg	big_E	frag_E	frag_nseg	frag_len	frag_conn	sharev	at_main	gap	frag_track	frag_score	pio	marks
94392	5019	46031	11	11	305.6	0.9	1	0.3	4	1	1	226.86	0	100.0	0	unl
95151	6002	27003	11	11	104.1	2.6	1	0.9	3	1	1	51.16	0	100.0	0	unl
96383	14005	48040	11	11	63.4	41.0	3	12.5	2	1	1	37.53	0	100.0	0	unl
96383	14005	19011	11	11	63.4	0.8	1	0.3	4	1	1	355.82	0	100.0	0	unl
96383	14005	20012	11	11	63.4	0.2	1	0.4	4	1	1	325.32	0	100.0	0	unl
96383	14005	21013	11	11	63.4	2.5	1	0.6	4	1	1	210.3	0	0.9022164128064493	0	unl
96383	14005	38016	11	11	63.4	3.1	1	0.4	4	1	1	95.46	0	100.0	0	unl
96383	14005	42020	11	11	63.4	3.8	1	0.3	3	1	1	79.64	0	100.0	0	unl
96383	14005	45023	11	11	63.4	1.6	1	0.5	3	1	1	68.63	0	100.0	0	unl
96383	14007	14005	11	11	144.2	63.4	3	23.7	1	0	1	0.67	0	100.0	0	unl
96383	48040	19011	11	11	41.0	0.8	1	0.3	4	1	1	354.82	0	100.0	0	unl
96383	48040	20012	11	11	41.0	0.2	1	0.4	4	1	1	339.79	0	100.0	0	unl
96383	48040	21013	11	11	41.0	2.5	1	0.6	4	1	1	198.73	0	0.9022164128064493	0	unl
96383	48040	38016	11	11	41.0	3.1	1	0.4	4	1	1	133.47	0	100.0	0	unl
96383	48040	42020	11	11	41.0	3.8	1	0.3	3	1	1	120.58	0	100.0	0	unl
96383	48040	45023	11	11	41.0	1.6	1	0.5	3	1	1	110.27	0	100.0	0	unl
98844	6013	65042	11	11	349.8	69.1	1	19.6	2	1	1	35.82	0	100.0	0	unl
98844	6013	66043	11	11	349.8	7.8	2	2.8	2	1	1	66.27	0	100.0	0	in
98844	6013	69062	11	11	349.8	16.6	1	6.2	2	1	1	72.31	0	100.0	1	in
98844	6013	15024	11	11	349.8	1.7	1	0.3	4	1	1	285.87	0	100.0	0	unl
98844	6013	17026	11	11	349.8	0.3	1	0.3	4	1	1	308.33	0	100.0	0	unl
98844	6013	55032	11	11	349.8	1.0	1	0.3	3	1	1	32.47	0	100.0	0	unl
98844	6013	56033	11	11	349.8	4.6	1	0.9	3	1	1	18.23	0	100.0	0	unl
98844	6013	61038	11	2212	349.8	6.3	1	0.5	3	1	1	16.73	1	100.0	0	unl
98844	6013	62039	11	11	349.8	0.7	1	0.3	3	1	1	26.47	0	100.0	0	unl
98844	6013	64041	11	11	349.8	4.7	1	0.9	3	1	1	19.27	0	100.0	0	unl
98844	6013	74067	11	11	349.8	0.8	1	0.2	4	1	1	310.2	0	100.0	0	unl
98844	6015	67046	11	11	46.5	32.9	10	107.9	2	1	0	104.14	0	100.0	0	unl
98844	65042	66043	11	11	69.1	7.8	2	2.8	2	1	1	81.21	0	100.0	0	in
98844	65042	69062	11	11	69.1	16.6	1	6.2	2	1	1	90.67	0	100.0	1	in
98844	65042	15024	11	11	69.1	1.7	1	0.3	4	1	1	270.21	0	100.0	0	unl
98844	65042	17026	11	11	69.1	0.3	1	0.3	4	1	1	267.55	0	100.0	0	unl
98844	65042	55032	11	11	69.1	1.0	1	0.3	3	1	1	77.16	0	100.0	0	unl
98844	65042	56033	11	11	69.1	4.6	1	0.9	3	1	1	40.37	0	100.0	0	unl
98844	65042	61038	11	2212	69.1	6.3	1	0.5	3	1	1	60.36	1	100.0	0	unl
98844	65042	62039	11	11	69.1	0.7	1	0.3	3	1	1	66.8	0	100.0	0	unl
98844	65042	64041	11	11	69.1	4.7	1	0.9	3	1	1	64.1	0	100.0	0	unl
98844	65042	74067	11	11	69.1	0.8	1	0.2	4	1	1	272.38	0	100.0	0	unl
98844	70063	6015	11	11	347.9	46.5	5	26.9	1	1	0	101.1	0	100.0	0	unl
98844	70063	67046	11	11	347.9	32.9	10	107.9	2	1	0	4.25	0	100.0	0	unl
98844	70063	68058	11	11	347.9	5.2	1	0.6	3	0	0	4.21	0	100.0	0	unl
98844	67046	66043	11	11	32.9	7.8	2	2.8	2	0	1	2.31	0	100.0	0	in
98844	67046	69062	11	11	32.9	16.6	1	6.2	2	0	1	5.13	0	100.0	1	in
98844	67046	68058	11	11	32.9	5.2	1	0.6	3	0	0	4.42	0	100.0	0	unl
98844	71064	51028	11	11	48.8	3.1	1	1.8	2	1	0	20.44	0	0.6070674137552717	0	unl
98844	71064	73071	11	11	48.8	2.0	2	1.5	2	1	0	344.09	0	1.280428476186533	0	unl
99782	64035	61032	11	11	156.6	64.8	5	14.8	2	1	1	30.88	0	0.333435880088825	1	unl
99782	64035	24008	11	11	156.6	1.0	1	0.3	4	1	1	388.25	0	100.0	0	unl
99782	64035	25009	11	11	156.6	1.0	1	0.4	4	1	1	413.87	0	100.0	0	unl
99782	64035	26010	11	11	156.6	1.2	1	0.4	4	1	1	279.37	0	100.0	0	unl
99782	61032	24008	11	11	64.8	1.0	1	0.3	4	1	1	433.78	0	100.0	0	unl
99782	61032	25009	11	11	64.8	1.0	1	0.4	4	1	1	419.4	0	100.0	0	unl
99782	61032	26010	11	11	64.8	1.2	1	0.4	4	1	1	301.05	0	100.0	0	unl
166870	87058	10013	11	11	173.8	31.3	1	8.3	1	1	0	32.71	0	1.8665877446783892	1	unl
169356	68034	67030	11	11	100.2	84.9	6	25.4	2	1	1	41.01	0	100.0	1	unl
169356	68034	59019	11	11	100.2	0.6	1	0.3	3	1	1	53.32	0	100.0	0	unl
169356	67030	59019	11	11	84.9	0.6	1	0.3	3	1	1	55.06	0	100.0	0	unl
169626	53069	42042	11	11	537.1	13.2	2	3.7	2	0	1	3.28	0	100.0	0	in
169626	53069	39039	11	11	537.1	10.4	1	2.9	3	1	0	15.61	0	100.0	0	in
172942	4002	71022	11	11	368.8	96.9	10	27.5	2	1	1	9.5	0	100.0	1	unl
172942	4002	48005	11	11	368.8	2.5	1	0.4	3	1	1	52.47	0	100.0	0	unl
172942	71022	48005	11	11	96.9	2.5	1	0.4	3	1	1	112.39	0	100.0	0	unl
174752	48009	48010	11	11	44.6	11.7	1	3.8	1	1	1	0.0	0	100.0	0	unl
174752	48009	17001	11	11	44.6	3.7	1	0.9	4	1	1	483.75	0	100.0	0	unl
174752	48009	45002	11	11	44.6	2.0	1	0.5	3	1	1	8.49	0	100.0	0	unl
174752	48009	46003	11	11	44.6	1.4	1	0.3	3	1	1	27.58	0	100.0	0	unl
174752	48009	47004	11	11	44.6	4.0	1	0.8	3	1	1	16.28	0	100.0	0	unl
174752	48009	49011	11	11	44.6	0.3	1	0.3	4	1	1	486.28	0	100.0	0	unl
278794	49030	44022	11	11	200.4	39.2	2	9.7	2	1	1	37.36	0	100.0	1	unl
278794	49030	13003	11	11	200.4	1.5	1	0.3	4	1	1	309.27	0	100.0	0	unl
278794	49030	31007	11	11	200.4	2.6	1	0.4	3	1	1	30.82	0	100.0	0	unl
278794	49030	32008	11	11	200.4	0.6	1	0.3	3	1	1	23.52	0	100.0	0	unl
278794	49030	33009	11	11	200.4	0.3	1	0.3	3	1	1	41.8	0	100.0	0	unl
278794	49030	35011	11	11	200.4	1.5	1	0.4	3	1	1	50.27	0	100.0	0	unl
278794	49030	36012	11	11	200.4	1.1	1	0.0	3	1	1	60.84	0	100.0	0	unl
278794	49030	39015	11	11	200.4	0.7	1	0.6	3	1	1	16.14	0	100.0	0	unl
278794	49030	40016	11	11	200.4	0.5	1	0.2	3	1	1	10.86	0	100.0	0	unl
278794	49030	42018	11	11	200.4	1.7	1	0.3	3	1	1	28.91	0	100.0	0	unl
278794	44022	13003	11	11	39.2	1.5	1	0.3	4	1	1	315.33	0	100.0	0	unl
278794	44022	31007	11	11	39.2	2.6	1	0.4	3	1	1	51.84	0	100.0	0	unl
278794	44022	32008	11	11	39.2	0.6	1	0.3	3	1	1	42.58	0	100.0	0	unl
278794	44022	33009	11	11	39.2	0.3	1	0.3	3	1	1	69.8	0	100.0	0	unl
278794	44022	35011	11	11	39.2	1.5	1	0.4	3	1	1	58.69	0	100.0	0	unl
278794	44022	36012	11	11	39.2	1.1	1	0.0	3	1	1	68.1	0	100.0	0	unl
278794	44022	39015	11	11	39.2	0.7	1	0.6	3	1	1	42.39	0	100.0	0	unl
278794	44022	40016	11	11	39.2	0.5	1	0.2	3	1	1	42.38	0	100.0	0	unl
278794	44022	42018	11	11	39.2	1.7	1	0.3	3	1	1	57.56	0	100.0	0	unl
281485	87078	75054	11	11	82.0	0.3	1	2.2	2	1	1	32.05	0	3.4190065836713446	0	unl
281485	87078	89095	11	11	82.0	29.2	4	10.6	2	1	1	24.64	0	100.0	0	unl
281485	87078	84070	11	11	82.0	73.4	5	20.6	2	1	1	4.78	0	100.0	0	unl
281485	87078	91112	11	11	82.0	68.7	5	19.4	2	1	1	23.94	0	0.34362707287261846	0	unl
281485	87078	90104	11	11	82.0	47.2	2	7.6	2	1	1	42.42	0	100.0	1	in
281485	87078	65044	11	11	82.0	14.5	1	2.4	2	1	1	47.36	0	100.0	0	in
281485	87078	88090	11	11	82.0	77.0	3	12.0	3	1	1	19.08	0	100.0	0	in
281485	87078	23039	11	11	82.0	1.2	1	0.5	4	1	1	163.43	0	100.0	0	unl
281485	87078	24040	11	11	82.0	1.1	1	0.4	4	1	1	396.15	0	100.0	0	unl
281485	87078	71050	11	11	82.0	1.3	1	0.3	3	1	1	49.24	0	100.0	0	unl
281485	87078	72051	11	11	82.0	2.5	1	0.3	3	1	1	73.66	0	100.0	0	unl
281485	87078	92114	11	11	82.0	4.3	1	0.2	4	1	1	163.42	0	100.0	0	unl
281485	15036	75054	11	11	164.7	0.3	1	2.2	2	1	1	10.65	0	3.4190065836713446	0	unl
281485	15036	87078	11	11	164.7	82.0	5	31.3	2	1	1	33.23	0	100.0	0	unl
281485	15036	89095	11	11	164.7	29.2	4	10.6	2	1	1	23.5	0	100.0	0	unl
281485	15036	84070	11	11	164.7	73.4	5	20.6	2	1	1	34.9	0	100.0	0	unl
281485	15036	91112	11	11	164.7	68.7	5	19.4	2	1	1	20.17	0	0.34362707287261846	0	unl
281485	15036	90104	11	11	164.7	47.2	2	7.6	2	1	1	38.12	0	100.0	1	in
281485	15036	65044	11	11	164.7	14.5	1	2.4	2	1	1	46.16	0	100.0	0	in
281485	15036	88090	11	11	164.7	77.0	3	12.0	3	1	1	20.87	0	100.0	0	in
281485	15036	23039	11	11	164.7	1.2	1	0.5	4	1	1	184.6	0	100.0	0	unl
281485	15036	24040	11	11	164.7	1.1	1	0.4	4	1	1	417.35	0	100.0	0	unl
281485	15036	71050	11	11	164.7	1.3	1	0.3	3	1	1	69.06	0	100.0	0	unl
281485	15036	72051	11	11	164.7	2.5	1	0.3	3	1	1	52.17	0	100.0	0	unl
281485	15036	92114	11	11	164.7	4.3	1	0.2	4	1	1	184.59	0	100.0	0	unl
281485	89095	75054	11	11	29.2	0.3	1	2.2	2	1	1	17.73	0	3.4190065836713446	0	unl
281485	89095	65044	11	11	29.2	14.5	1	2.4	2	1	1	35.11	0	100.0	0	in
281485	89095	23039	11	11	29.2	1.2	1	0.5	4	1	1	167.16	0	100.0	0	unl
281485	89095	24040	11	11	29.2	1.1	1	0.4	4	1	1	426.26	0	100.0	0	unl
281485	89095	71050	11	11	29.2	1.3	1	0.3	3	1	1	59.07	0	100.0	0	unl
281485	89095	72051	11	11	29.2	2.5	1	0.3	3	1	1	77.03	0	100.0	0	unl
281485	89095	92114	11	11	29.2	4.3	1	0.2	4	1	1	166.71	0	100.0	0	unl
281485	84070	75054	11	11	73.4	0.3	1	2.2	2	1	1	35.37	0	3.4190065836713446	0	unl
281485	84070	89095	11	11	73.4	29.2	4	10.6	2	1	1	29.31	0	100.0	0	unl
281485	84070	91112	11	11	73.4	68.7	5	19.4	2	1	1	26.32	0	0.34362707287261846	0	unl
281485	84070	90104	11	11	73.4	47.2	2	7.6	2	1	1	48.04	0	100.0	1	in
281485	84070	65044	11	11	73.4	14.5	1	2.4	2	1	1	52.91	0	100.0	0	in
281485	84070	23039	11	11	73.4	1.2	1	0.5	4	1	1	169.47	0	100.0	0	unl
281485	84070	24040	11	11	73.4	1.1	1	0.4	4	1	1	397.95	0	100.0	0	unl
281485	84070	71050	11	11	73.4	1.3	1	0.3	3	1	1	53.24	0	100.0	0	unl
281485	84070	72051	11	11	73.4	2.5	1	0.3	3	1	1	69.23	0	100.0	0	unl
281485	84070	92114	11	11	73.4	4.3	1	0.2	4	1	1	169.44	0	100.0	0	unl
281485	91112	75054	11	11	68.7	0.3	1	2.2	2	1	1	18.96	0	3.4190065836713446	0	unl
281485	91112	89095	11	11	68.7	29.2	4	10.6	2	1	1	9.17	0	100.0	0	unl
281485	91112	90104	11	11	68.7	47.2	2	7.6	2	1	1	34.17	0	100.0	1	in
281485	91112	65044	11	11	68.7	14.5	1	2.4	2	1	1	44.2	0	100.0	0	in
281485	91112	23039	11	11	68.7	1.2	1	0.5	4	1	1	176.68	0	100.0	0	unl
281485	91112	24040	11	11	68.7	1.1	1	0.4	4	1	1	425.74	0	100.0	0	unl
281485	91112	71050	11	11	68.7	1.3	1	0.3	3	1	1	65.38	0	100.0	0	unl
281485	91112	72051	11	11	68.7	2.5	1	0.3	3	1	1	70.95	0	100.0	0	unl
281485	91112	92114	11	11	68.7	4.3	1	0.2	4	1	1	176.38	0	100.0	0	unl
281485	90104	75054	11	11	47.2	0.3	1	2.2	2	1	1	26.79	0	3.4190065836713446	0	unl
281485	90104	89095	11	11	47.2	29.2	4	10.6	2	1	1	23.86	0	100.0	0	unl
281485	90104	65044	11	11	47.2	14.5	1	2.4	2	1	1	12.29	0	100.0	0	in
281485	90104	23039	11	11	47.2	1.2	1	0.5	4	1	1	151.53	0	100.0	0	unl
281485	90104	24040	11	11	47.2	1.1	1	0.4	4	1	1	428.64	0	100.0	0	unl
281485	90104	71050	11	11	47.2	1.3	1	0.3	3	1	1	50.95	0	100.0	0	unl
281485	90104	72051	11	11	47.2	2.5	1	0.3	3	1	1	91.34	0	100.0	0	unl
281485	90104	92114	11	11	47.2	4.3	1	0.2	4	1	1	151.26	0	100.0	0	unl
281485	88090	75054	11	11	77.0	0.3	1	2.2	2	1	1	15.83	0	3.4190065836713446	0	unl
281485	88090	89095	11	11	77.0	29.2	4	10.6	2	1	1	17.92	0	100.0	0	unl
281485	88090	84070	11	11	77.0	73.4	5	20.6	2	1	1	22.86	0	100.0	0	unl
281485	88090	91112	11	11	77.0	68.7	5	19.4	2	1	1	21.24	0	0.34362707287261846	0	unl
281485	88090	90104	11	11	77.0	47.2	2	7.6	2	1	1	15.2	0	100.0	1	in
281485	88090	65044	11	11	77.0	14.5	1	2.4	2	1	1	19.15	0	100.0	0	in
281485	88090	23039	11	11	77.0	1.2	1	0.5	4	1	1	156.22	0	100.0	0	unl
281485	88090	24040	11	11	77.0	1.1	1	0.4	4	1	1	408.28	0	100.0	0	unl
281485	88090	62041	11	11	77.0	3.6	1	0.3	3	0	1	3.92	0	100.0	0	in
281485	88090	71050	11	11	77.0	1.3	1	0.3	3	1	1	44.28	0	100.0	0	unl
281485	88090	72051	11	11	77.0	2.5	1	0.3	3	1	1	68.1	0	100.0	0	unl
281485	88090	92114	11	11	77.0	4.3	1	0.2	4	1	1	156.21	0	100.0	0	unl
281639	91023	27003	11	11	144.5	1.4	1	0.4	4	1	1	238.26	0	100.0	0	unl
281639	91023	74007	11	11	144.5	1.3	1	0.9	3	1	1	50.47	0	2.701754436573511	0	unl
281639	91023	75008	11	11	144.5	5.8	1	1.0	3	1	1	57.78	0	0.2847563154072135	0	unl
281639	23001	91023	11	11	149.7	144.5	10	42.6	2	1	1	6.23	0	100.0	1	unl
281639	23001	27003	11	11	149.7	1.4	1	0.4	4	1	1	259.83	0	100.0	0	unl
281639	23001	74007	11	11	149.7	1.3	1	0.9	3	1	1	51.38	0	2.701754436573511	0	unl
281639	23001	75008	11	11	149.7	5.8	1	1.0	3	1	1	65.79	0	0.2847563154072135	0	unl
284235	6004	74027	11	11	133.6	87.7	6	26.3	2	1	1	41.19	0	100.0	1	unl
284235	6004	38019	11	11	133.6	15.6	1	3.6	2	1	1	72.82	0	100.0	0	in
284235	6004	27008	11	11	133.6	2.0	1	0.2	3	1	1	30.46	0	100.0	0	unl
284235	6004	30011	11	11	133.6	1.3	1	0.3	3	1	1	31.29	0	100.0	0	unl
284235	6004	31012	11	2212	133.6	5.7	1	0.8	3	1	1	28.95	1	100.0	0	unl
284235	74027	38019	11	11	87.7	15.6	1	3.6	2	1	1	19.07	0	100.0	0	in
284235	74027	27008	11	11	87.7	2.0	1	0.2	3	1	1	34.75	0	100.0	0	unl
284235	74027	30011	11	11	87.7	1.3	1	0.3	3	1	1	24.98	0	100.0	0	unl
284235	74027	31012	11	2212	87.7	5.7	1	0.8	3	1	1	39.02	1	100.0	0	unl
347129	11000	36002	11	11	64.5	1.7	1	0.3	3	1	0	26.15	0	100.0	0	in
347129	11000	37003	11	11	64.5	0.7	1	0.3	3	1	0	42.63	0	100.0	0	in
347129	11000	38004	11	11	64.5	0.7	1	0.6	3	1	0	22.46	0	2.981255874902544	0	in
347129	11000	39005	11	11	64.5	6.1	1	0.7	3	1	0	11.01	0	0.2300052860025998	0	in
347129	11000	42008	11	11	64.5	0.8	1	0.2	3	1	0	15.36	0	100.0	0	in
394532	39034	39021	11	11	34.1	17.7	4	2.2	1	1	1	0.0	0	100.0	0	unl
394532	8003	39021	11	11	154.1	17.7	4	2.2	1	1	1	3.47	0	100.0	0	unl
394532	8003	39034	11	11	154.1	34.1	1	8.2	1	1	1	3.09	0	100.0	0	unl
399052	15032	64067	11	11	399.5	117.7	3	31.0	2	1	1	26.21	0	100.0	1	unl
399052	15032	53048	11	11	399.5	0.7	1	0.2	3	1	1	66.29	0	100.0	0	unl
399052	15032	54049	11	2212	399.5	5.1	1	0.6	3	1	1	63.51	1	100.0	0	unl
399052	15032	55050	11	11	399.5	2.9	1	0.3	3	1	1	70.41	0	100.0	0	unl
399052	15032	56051	11	11	399.5	2.0	1	0.4	4	1	1	73.04	0	100.0	0	unl
399052	15032	58053	11	11	399.5	4.9	1	2.0	3	1	1	45.09	0	0.7801729194373164	0	unl
399052	15032	65068	11	2212	399.5	4.1	1	0.9	3	1	1	25.29	1	100.0	0	unl
399052	64067	53048	11	11	117.7	0.7	1	0.2	3	1	1	95.21	0	100.0	0	unl
399052	64067	54049	11	2212	117.7	5.1	1	0.6	3	1	1	92.34	1	100.0	0	unl
399052	64067	55050	11	11	117.7	2.9	1	0.3	3	1	1	85.1	0	100.0	0	unl
399052	64067	56051	11	11	117.7	2.0	1	0.4	4	1	1	100.43	0	100.0	0	unl
399052	64067	58053	11	11	117.7	4.9	1	2.0	3	1	1	68.63	0	0.7801729194373164	0	unl
399052	64067	65068	11	2212	117.7	4.1	1	0.9	3	1	1	41.23	1	100.0	0	unl
409634	21002	27015	11	11	180.6	105.1	10	31.7	2	1	1	36.89	0	100.0	1	in
409634	21002	69032	11	11	180.6	39.1	2	8.7	3	1	1	13.3	0	100.0	0	unl
409634	27015	69032	11	11	105.1	39.1	2	8.7	3	1	1	55.65	0	100.0	0	unl
64591	83044	78025	11	11	298.1	50.7	3	9.8	2	1	0	17.99	0	100.0	1	unl
165157	62049	53026	11	11	157.1	72.3	4	22.0	2	1	1	53.23	0	100.0	1	unl
165157	62049	16050	11	11	157.1	22.0	3	7.1	2	1	1	275.95	0	100.0	0	unl
165157	62049	9000	11	11	157.1	127.4	4	34.9	3	1	1	13.38	0	100.0	0	unl
165157	62049	58027	11	11	157.1	0.0	2	10.2	3	1	1	20.9	0	100.0	0	unl
165157	62049	12001	11	11	157.1	0.7	1	0.2	4	1	1	131.78	0	100.0	0	unl
165157	62049	13002	11	11	157.1	3.4	1	0.5	4	1	1	134.88	0	100.0	0	unl
165157	62049	17011	11	11	157.1	1.0	1	0.3	4	1	1	274.61	0	100.0	0	unl
165157	62049	39012	11	11	157.1	1.1	1	0.3	3	1	1	75.45	0	100.0	0	unl
165157	62049	40013	11	11	157.1	0.3	1	0.3	3	1	1	20.02	0	100.0	0	unl
165157	62049	41014	11	2212	157.1	4.9	1	0.7	3	1	1	29.7	1	100.0	0	unl
165157	62049	42015	11	11	157.1	1.0	1	0.3	3	1	1	39.21	0	100.0	0	unl
165157	62049	47020	11	11	157.1	0.4	1	0.3	3	1	1	24.38	0	100.0	0	unl
165157	62049	50023	11	11	157.1	1.3	1	0.3	3	1	1	39.03	0	100.0	0	unl
165157	62049	61032	11	2212	157.1	90.1	1	7.6	3	1	1	14.67	1	100.0	0	unl
165157	62049	49022	11	13	157.1	0.7	1	0.3	4	1	1	93.72	1	100.0	0	unl
165157	62049	43016	11	13	157.1	2.9	1	1.1	4	1	1	58.55	1	100.0	0	unl
165157	53026	16050	11	11	72.3	22.0	3	7.1	2	1	1	251.83	0	100.0	0	unl
165157	53026	58027	11	11	72.3	0.0	2	10.2	3	1	1	36.74	0	100.0	0	unl
165157	53026	12001	11	11	72.3	0.7	1	0.2	4	1	1	118.6	0	100.0	0	unl
165157	53026	13002	11	11	72.3	3.4	1	0.5	4	1	1	135.74	0	100.0	0	unl
165157	53026	17011	11	11	72.3	1.0	1	0.3	4	1	1	326.63	0	100.0	0	unl
165157	53026	39012	11	11	72.3	1.1	1	0.3	3	1	1	97.41	0	100.0	0	unl
165157	53026	40013	11	11	72.3	0.3	1	0.3	3	1	1	70.85	0	100.0	0	unl
165157	53026	41014	11	2212	72.3	4.9	1	0.7	3	1	1	66.52	1	100.0	0	unl
165157	53026	42015	11	11	72.3	1.0	1	0.3	3	1	1	67.36	0	100.0	0	unl
165157	53026	47020	11	11	72.3	0.4	1	0.3	3	1	1	80.1	0	100.0	0	unl
165157	53026	50023	11	11	72.3	1.3	1	0.3	3	1	1	98.07	0	100.0	0	unl
165157	53026	49022	11	13	72.3	0.7	1	0.3	4	1	1	17.44	1	100.0	0	unl
165157	53026	43016	11	13	72.3	2.9	1	1.1	4	1	1	90.3	1	100.0	0	unl
165157	16050	58027	11	11	22.0	0.0	2	10.2	3	1	1	259.16	0	100.0	0	unl
165157	16050	12001	11	11	22.0	0.7	1	0.2	4	1	1	152.9	0	100.0	0	unl
165157	16050	13002	11	11	22.0	3.4	1	0.5	4	1	1	380.19	0	100.0	0	unl
165157	16050	17011	11	11	22.0	1.0	1	0.3	4	1	1	542.39	0	100.0	0	unl
165157	16050	39012	11	11	22.0	1.1	1	0.3	3	1	1	224.76	0	100.0	0	unl
165157	16050	40013	11	11	22.0	0.3	1	0.3	3	1	1	269.46	0	100.0	0	unl
165157	16050	41014	11	2212	22.0	4.9	1	0.7	3	1	1	252.58	1	100.0	0	unl
165157	16050	42015	11	11	22.0	1.0	1	0.3	3	1	1	245.05	0	100.0	0	unl
165157	16050	47020	11	11	22.0	0.4	1	0.3	3	1	1	278.15	0	100.0	0	unl
165157	16050	50023	11	11	22.0	1.3	1	0.3	3	1	1	313.11	0	100.0	0	unl
165157	16050	49022	11	13	22.0	0.7	1	0.3	4	1	1	251.48	1	100.0	0	unl
165157	16050	43016	11	13	22.0	2.9	1	1.1	4	1	1	291.37	1	100.0	0	unl
165157	9000	53026	11	11	127.4	72.3	4	22.0	2	1	1	35.87	0	100.0	1	unl
165157	9000	16050	11	11	127.4	22.0	3	7.1	2	1	1	266.15	0	100.0	0	unl
165157	9000	58027	11	11	127.4	0.0	2	10.2	3	1	1	6.33	0	100.0	0	unl
165157	9000	12001	11	11	127.4	0.7	1	0.2	4	1	1	128.44	0	100.0	0	unl
165157	9000	13002	11	11	127.4	3.4	1	0.5	4	1	1	129.9	0	100.0	0	unl
165157	9000	17011	11	11	127.4	1.0	1	0.3	4	1	1	294.02	0	100.0	0	unl
165157	9000	39012	11	11	127.4	1.1	1	0.3	3	1	1	69.39	0	100.0	0	unl
165157	9000	40013	11	11	127.4	0.3	1	0.3	3	1	1	15.22	0	100.0	0	unl
165157	9000	41014	11	2212	127.4	4.9	1	0.7	3	1	1	29.38	1	100.0	0	unl
165157	9000	42015	11	11	127.4	1.0	1	0.3	3	1	1	34.87	0	100.0	0	unl
165157	9000	47020	11	11	127.4	0.4	1	0.3	3	1	1	16.91	0	100.0	0	unl
165157	9000	50023	11	11	127.4	1.3	1	0.3	3	1	1	37.92	0	100.0	0	unl
165157	9000	61032	11	2212	127.4	90.1	1	7.6	3	1	1	4.45	1	100.0	0	unl
165157	9000	49022	11	13	127.4	0.7	1	0.3	4	1	1	83.15	1	100.0	0	unl
165157	9000	43016	11	13	127.4	2.9	1	1.1	4	1	1	82.96	1	100.0	0	unl
173093	18017	48019	11	11	38.5	2.5	1	0.9	3	1	1	15.86	0	100.0	0	unl
173093	18017	56027	11	11	38.5	1.2	1	0.2	3	1	1	49.93	0	100.0	0	unl
173093	18017	66045	11	11	38.5	1.1	1	0.2	3	1	1	32.86	0	100.0	0	unl
173093	18017	68047	11	11	38.5	1.7	1	0.3	3	1	1	25.7	0	100.0	0	unl
173093	12007	18017	11	11	221.8	38.5	6	14.7	2	1	1	41.29	0	100.0	1	in
173093	12007	61040	11	11	221.8	39.4	3	11.6	2	1	1	38.82	0	100.0	0	in
173093	12007	48019	11	11	221.8	2.5	1	0.9	3	1	1	26.84	0	100.0	0	unl
173093	12007	50021	11	11	221.8	1.8	1	0.4	3	0	1	5.17	0	100.0	0	unl
173093	12007	56027	11	11	221.8	1.2	1	0.2	3	1	1	47.4	0	100.0	0	unl
173093	12007	66045	11	11	221.8	1.1	1	0.2	3	1	1	77.83	0	100.0	0	unl
173093	12007	68047	11	11	221.8	1.7	1	0.3	3	1	1	67.92	0	100.0	0	unl
173093	61040	18017	11	11	39.4	38.5	6	14.7	2	1	1	123.03	0	100.0	1	in
173093	61040	48019	11	11	39.4	2.5	1	0.9	3	1	1	109.85	0	100.0	0	unl
173093	61040	56027	11	11	39.4	1.2	1	0.2	3	1	1	114.66	0	100.0	0	unl
173093	61040	66045	11	11	39.4	1.1	1	0.2	3	1	1	161.23	0	100.0	0	unl
173093	61040	68047	11	11	39.4	1.7	1	0.3	3	1	1	149.49	0	100.0	0	unl
176502	109119	109298	11	11	3464.6	178.4	5	49.2	1	1	1	0.0	0	100.0	1	unl
176502	109119	109299	11	11	3464.6	157.1	3	48.8	1	1	1	0.0	0	100.0	1	unl
176502	109119	23030	11	11	3464.6	714.8	41	184.1	2	1	1	4.04	0	100.0	0	unl
176502	109119	146219	11	11	3464.6	16.1	2	3.5	2	1	1	5.2	0	0.40277757693299376	1	unl
176502	109119	102065	11	11	3464.6	30.1	1	4.7	2	1	1	53.38	0	0.3350000924901484	1	unl
176502	109119	82045	11	11	3464.6	7.1	1	1.5	2	1	1	8.14	0	0.22360028668075163	1	unl
176502	109119	151268	11	11	3464.6	11.4	1	2.3	2	1	1	21.24	0	0.28861133100209396	0	unl
176502	109119	70033	11	13	3464.6	1.1	1	0.7	4	1	1	42.28	1	100.0	0	unl
176502	109298	109299	11	11	178.4	157.1	3	48.8	1	1	1	0.0	0	100.0	1	unl
176502	109298	146219	11	11	178.4	16.1	2	3.5	2	1	1	45.18	0	0.40277757693299376	1	unl
176502	109298	102065	11	11	178.4	30.1	1	4.7	2	1	1	58.71	0	0.3350000924901484	1	unl
176502	109298	82045	11	11	178.4	7.1	1	1.5	2	1	1	79.21	0	0.22360028668075163	1	unl
176502	109298	151268	11	11	178.4	11.4	1	2.3	2	1	1	90.65	0	0.28861133100209396	0	unl
176502	109298	70033	11	13	178.4	1.1	1	0.7	4	1	1	147.15	1	100.0	0	unl
176502	109299	146219	11	11	157.1	16.1	2	3.5	2	1	1	40.12	0	0.40277757693299376	1	unl
