ev	site	shw	seg	pdg	verdict	final_owner	kept	len_cm	site_ang	dist_cm	ang15	ang60	ao
163543	pass3_cone	14131	67090	13	UNL	14131	1	0.33	4.64	58.53	4.64	5.65	0.0
163543	pass3_cone	14127	68093	11	UNL	14127	1	0.73	22.83	16.88	22.83	35.95	0.0
163543	pass3_cone	14127	68094	11	UNL	14127	1	1.69	23.23	13.49	23.23	34.02	0.0
163543	pass3_cone	14127	68096	11	UNL	14127	1	2.56	24.47	14.9	19.24	33.12	0.0
163543	pass3_cone	14127	68097	11	UNL	14127	1	7.17	23.4	14.74	17.2	29.5	0.0
163543	pass3_cone	14126	70099	13	UNL	14126	1	0.4	9.89	14.55	9.89	14.26	0.0
163543	pass3_cone	14129	71109	11	UNL	14129	1	5.32	2.77	30.04	2.77	4.33	0.0
163543	pass3_cone	14129	71110	11	UNL	14129	1	6.73	1.23	29.3	1.23	2.46	0.0
163543	pass3_cone	14131	72115	13	UNL	14131	1	3.42	3.29	42.34	3.29	7.01	0.0
163543	pass3_cone	14131	72116	11	UNL	14131	1	4.37	4.06	32.44	4.06	7.06	0.0
163543	pass3_cone	14129	72118	11	UNL	14129	1	3.27	2.74	35.24	2.74	2.92	0.0
163543	pass3_cone	14129	72119	11	UNL	14129	1	6.68	4.47	36.55	4.47	4.53	0.0
163543	pass3_cone	14127	73120	11	UNL	14127	1	4.58	11.32	18.74	19.92	11.45	0.0
163543	pass3_cone	14131	74121	13	UNL	14131	1	0.39	2.21	157.16	2.21	4.74	0.0
163543	pass3_cluster_map	14123	14027	11	UNL	14123	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
168596	pass3_cone	14058	14028	11	IN	14153	0	27.8	10.1	27.42	10.1	12.41	0.0
168596	pass3_cone	14058	14029	11	IN	14153	0	21.0	7.05	43.67	7.05	8.6	0.0
168596	pass3_cone	14058	14035	11	IN	14153	0	27.99	3.82	31.19	3.82	8.19	0.0
168596	pass3_cone	14058	14048	11	IN	14153	0	11.61	3.82	31.19	3.82	9.79	0.0
168596	pass3_cone	14153	14049	11	UNL	14153	1	12.71	3.0	54.07	1.83	3.0	0.0
168596	pass3_cone	14153	14062	11	UNL	14153	1	5.4	1.92	60.83	2.15	1.99	0.0
168596	pass3_cone	14153	14064	11	UNL	14153	1	9.27	3.0	54.07	1.83	3.35	0.0
168596	pass3_cone	14153	14066	11	UNL	14153	1	6.54	0.63	61.38	2.36	0.49	0.0
168596	pass3_cone	14153	14067	11	UNL	14153	1	2.75	2.39	66.72	1.88	2.56	0.0
168596	pass3_cone	14153	14068	11	UNL	14153	1	5.63	1.44	65.31	1.4	1.62	0.0
168596	pass3_cone	14153	14069	11	UNL	14153	1	5.56	3.52	67.78	3.7	3.57	0.0
168596	pass3_cone	14153	14071	11	UNL	14153	1	2.75	1.43	69.12	1.61	1.59	0.0
168596	pass3_cone	14153	59081	13	UNL	14153	1	0.33	2.21	84.88	3.92	1.99	0.0
168596	pass3_cone	14058	60082	13	IN	14153	0	2.59	4.96	71.97	4.96	9.31	0.0
168596	pass3_cone	14153	62084	13	UNL	14153	1	0.3	4.0	79.6	5.81	3.75	0.0
168596	pass3_cone	14153	63085	11	UNL	14153	1	3.88	4.37	70.58	6.23	4.11	0.0
168596	pass3_cone	14058	64086	2212	IN	14153	0	0.54	6.94	75.7	6.94	10.57	0.0
168596	pass3_cone	14058	67089	2212	IN	14153	0	1.1	2.7	57.06	2.7	13.72	0.0
168596	pass3_cone	14153	69091	11	UNL	14153	1	2.47	21.08	56.54	22.85	20.84	0.0
168596	pass3_cone	14153	77099	13	UNL	14153	1	0.7	10.95	72.07	12.36	10.49	0.0
168596	pass3_cone	14153	78100	11	UNL	14153	1	1.62	3.95	143.76	5.6	3.38	0.0
168596	pass3_cone	14058	79101	11	IN	14153	0	0.97	5.19	110.19	5.19	7.46	0.0
168596	pass3_cone	14058	80102	13	IN	14153	0	0.16	11.14	83.16	11.14	21.32	0.0
168596	pass3_cone	14153	81103	13	UNL	14153	1	0.36	9.17	81.82	8.0	9.68	0.0
168596	pass3_cone	14058	82104	11	IN	14153	0	1.46	15.83	63.97	15.83	17.38	0.0
168596	pass3_cone	14153	83105	13	UNL	14153	1	0.74	8.35	86.96	7.45	8.73	0.0
168596	pass3_cone	14058	85107	2212	IN	14153	0	0.33	8.39	128.61	8.39	16.56	0.0
168596	pass3_cone	14153	86108	13	UNL	14153	1	0.42	3.11	156.18	1.65	3.9	0.0
168596	pass3_cone	14058	88110	2212	IN	14153	0	0.8	3.95	121.2	3.95	13.55	0.0
168596	pass3_cone	14153	89111	13	UNL	14153	1	1.08	7.26	70.73	6.88	7.41	0.0
168596	pass3_cone	14058	90112	13	IN	14153	0	0.09	8.4	68.2	8.4	19.41	0.0
168596	pass3_cone	14153	91113	11	UNL	14153	1	1.08	0.93	85.57	1.11	1.88	0.0
168596	pass3_cone	14058	92114	13	IN	14153	0	0.32	5.51	78.48	5.51	7.34	0.0
168596	pass3_cone	14153	93115	13	UNL	14153	1	0.43	3.14	92.76	5.02	2.24	0.0
168596	pass3_cone	14058	94116	13	IN	14153	0	0.72	2.87	61.83	2.87	10.2	0.0
168596	pass3_cone	14058	95117	11	IN	14153	0	2.23	5.53	90.91	5.53	7.35	0.0
168596	pass3_cone	14153	96118	11	UNL	14153	1	4.49	4.39	90.38	6.21	3.6	0.0
168596	pass3_cone	14153	98120	11	UNL	14153	1	1.1	4.43	94.32	2.66	5.3	0.0
168596	pass3_cone	14153	120121	2212	UNL	14153	1	0.35	5.73	64.48	3.92	6.61	0.0
168596	pass3_cone	14153	121122	13	UNL	14153	1	0.35	3.69	44.48	3.16	4.08	0.0
168596	pass3_cone	14058	122123	11	IN	14153	0	3.24	7.13	51.59	7.13	6.29	0.0
168596	pass3_cone	14153	123124	11	UNL	14153	1	1.93	10.58	41.05	11.14	10.16	0.0
168596	pass3_cone	14153	125126	11	UNL	14153	1	4.61	5.76	76.22	3.88	6.69	0.0
168596	pass3_cone	14153	127129	11	UNL	14153	1	8.19	2.58	81.32	1.36	3.28	0.0
168596	pass3_cone	14153	129137	11	UNL	14153	1	3.76	1.26	114.62	3.15	0.59	0.0
168596	pass3_cone	14153	129139	13	UNL	14153	1	2.88	1.87	117.66	3.72	1.32	0.0
168596	pass3_cone	14153	129143	13	UNL	14153	1	2.72	1.56	119.74	3.42	0.57	0.0
168596	pass3_cone	14153	130144	11	UNL	14153	1	4.58	23.48	18.05	25.19	22.42	0.0
168596	pass3_cone	14153	131145	2212	UNL	14153	1	0.5	10.38	50.38	8.85	11.21	0.0
168596	pass3_cone	14058	132146	11	IN	14153	0	0.94	5.72	92.29	5.72	6.73	0.0
172230	pass3_cone	5028	5035	11	UNL	5027	0	7.64	9.44	22.74	9.44	11.92	0.0
172230	pass3_cone	5028	5036	11	UNL	5027	0	3.66	9.44	22.74	9.44	10.79	0.0
172230	pass3_cone	5028	24045	13	UNL	5027	0	0.46	6.27	54.03	6.27	5.14	0.0
172230	pass3_cone	5028	25046	11	UNL	5027	0	1.62	8.9	53.62	8.9	8.17	0.0
172230	pass3_cone	5028	26047	13	UNL	5027	0	0.63	13.28	43.77	13.28	12.81	0.0
172230	pass3_cone	5028	27048	13	UNL	5027	0	0.59	16.07	73.55	16.07	17.82	0.0
172230	pass3_cone	5028	28049	11	UNL	5027	0	1.44	4.84	81.93	4.84	3.09	0.0
172230	pass3_cone	5028	29050	13	UNL	5027	0	2.51	1.58	108.09	1.58	1.51	0.0
172230	pass3_cone	5028	30051	13	UNL	5027	0	0.16	5.37	85.82	5.37	5.42	0.0
172230	pass3_cone	5028	31052	13	UNL	5027	0	0.36	4.94	111.55	4.94	6.75	0.0
172230	pass3_cone	5028	32053	13	UNL	5027	0	0.37	17.67	76.71	17.67	16.96	0.0
172230	pass3_cone	5028	33054	13	UNL	5027	0	0.3	4.89	112.81	4.89	6.86	0.0
172230	pass3_cone	5028	34055	13	UNL	5027	0	2.92	2.16	132.93	2.16	0.43	0.0
172230	pass3_cone	5028	35056	13	UNL	5027	0	0.34	2.07	140.45	2.07	0.71	0.0
172230	pass3_cone	5028	36057	13	UNL	5027	0	0.31	1.47	135.14	1.47	3.4	0.0
172230	pass3_cone	5028	37058	13	UNL	5027	0	0.47	12.0	37.88	12.0	12.5	0.0
172230	pass3_cone	5028	38059	11	UNL	5027	0	0.73	14.86	47.58	14.86	13.41	0.0
172230	pass3_cone	5028	39060	11	UNL	5027	0	1.5	22.18	62.67	22.18	20.99	0.0
172230	pass3_cone	5028	43064	2212	UNL	5027	0	0.9	20.61	57.05	20.61	22.75	0.0
172230	pass3_cone	5028	45066	13	UNL	5027	0	1.31	11.79	53.39	11.79	11.94	0.0
172230	pass3_cone	5028	46067	13	UNL	5027	0	0.43	4.25	87.34	4.25	2.78	0.0
172230	pass3_cone	5028	47068	13	UNL	5027	0	0.1	18.42	54.49	18.42	19.86	0.0
172230	pass3_cone	5028	49070	11	UNL	5027	0	4.67	2.27	79.88	2.27	2.05	0.0
172230	pass3_cone	5028	51072	13	UNL	5027	0	0.54	1.61	127.1	1.61	1.08	0.0
172230	pass3_cone	5028	52073	11	UNL	5027	0	5.42	9.51	126.62	9.51	10.58	0.0
172230	pass3_cone	5028	53074	11	UNL	5027	0	0.74	8.63	119.49	8.63	7.91	0.0
172230	pass3_cone	5028	54075	13	UNL	5027	0	0.14	5.13	121.92	5.13	6.13	0.0
172230	pass3_cone	5028	65083	11	UNL	5027	0	2.82	1.97	75.15	1.97	1.4	0.0
172230	pass3_cone	5028	65092	11	UNL	5027	0	4.64	2.44	71.66	2.44	3.24	0.0
172230	pass3_cone	5028	65093	11	UNL	5027	0	8.27	1.94	75.31	1.94	2.22	0.0
172230	pass3_cone	5028	65095	11	UNL	5027	0	7.97	2.21	81.0	2.21	2.41	0.0
172230	pass3_cone	5028	65096	11	UNL	5027	0	13.28	3.3	80.55	3.3	2.84	0.0
172230	pass3_cone	5028	65097	11	UNL	5027	0	4.04	1.32	71.82	1.32	0.38	0.0
172230	pass3_cone	5028	65098	11	UNL	5027	0	16.77	2.21	81.0	2.21	2.41	0.0
172230	pass3_cone	5028	66099	13	UNL	5027	0	7.54	4.62	90.21	4.62	5.7	0.0
172230	pass3_cone	5028	66100	11	UNL	5027	0	9.33	5.91	93.02	5.91	6.97	0.0
172230	pass3_cone	5028	67103	11	UNL	5027	0	5.0	0.87	66.04	0.87	1.3	0.0
172230	pass3_cone	5028	67107	11	UNL	5027	0	13.01	0.88	43.21	0.88	1.16	0.0
172230	pass3_cone	5028	67108	211	UNL	5027	0	6.33	0.67	54.48	0.67	0.64	0.0
172230	pass3_cone	5028	67109	13	UNL	5027	0	6.52	1.26	60.11	1.26	1.92	0.0
172230	pass3_cone	5028	67110	11	UNL	5027	0	2.01	0.87	66.04	0.87	1.11	0.0
172230	pass3_cone	5028	67111	11	UNL	5027	0	3.47	1.53	66.27	1.53	2.17	0.0
172230	pass3_cone	5028	67112	11	UNL	5027	0	6.73	0.88	43.21	0.88	0.98	0.0
172230	pass3_cone	5028	67113	11	UNL	5027	0	3.03	0.63	59.67	0.63	1.46	0.0
172230	pass3_cone	5028	67114	11	UNL	5027	0	7.14	0.63	59.67	0.63	1.43	0.0
172230	pass3_cone	5028	67115	11	UNL	5027	0	4.45	4.34	58.47	4.34	4.96	0.0
172230	pass3_cone	5028	68116	13	UNL	5027	0	3.61	16.04	17.79	16.04	16.31	0.0
172230	pass3_cone	5028	69117	11	UNL	5027	0	6.72	4.66	36.86	4.66	4.35	0.0
174637	pass3_cone	9018	25050	13	UNL	9019	0	0.24	9.55	109.78	9.55	8.15	0.0
174637	pass3_cone	9018	26051	13	UNL	9019	0	0.34	1.6	96.11	1.6	2.05	0.0
174637	pass3_cone	9018	27052	13	UNL	9019	0	0.4	1.06	85.84	1.06	2.42	0.0
174637	pass3_cone	9018	29054	2212	UNL	9019	0	1.43	1.61	65.54	1.61	3.48	0.0
174637	pass3_cone	9018	30055	2212	UNL	9019	0	0.57	10.29	52.13	10.29	12.36	0.0
174637	pass3_cone	9018	31056	11	UNL	9019	0	2.57	1.43	58.19	1.43	3.27	0.0
174637	pass3_cone	9018	32057	11	UNL	9019	0	1.91	9.28	72.64	9.28	7.6	0.0
174637	pass3_cone	9018	33058	13	UNL	9019	0	0.56	6.61	47.26	6.61	6.63	0.0
174637	pass3_cone	9018	34059	13	UNL	9019	0	0.41	22.29	28.91	22.29	23.19	0.0
174637	pass3_cone	9018	38063	11	UNL	9019	0	1.83	14.15	57.19	14.15	13.15	0.0
174637	pass3_cone	9018	39064	11	UNL	9019	0	0.7	5.77	51.32	5.77	3.82	0.0
174637	pass3_cone	9018	40066	13	UNL	9019	0	2.97	2.36	45.56	2.36	1.06	0.0
174637	pass3_cone	9018	40071	11	UNL	9019	0	3.03	6.54	51.34	6.54	4.55	0.0
174637	pass3_cone	9018	40074	11	UNL	9019	0	4.36	2.04	48.35	2.04	0.8	0.0
174637	pass3_cone	9018	41075	13	UNL	9019	0	0.35	14.42	50.46	14.42	12.43	0.0
174637	pass3_cone	9018	42076	13	UNL	9019	0	0.82	11.52	17.21	11.52	10.86	0.0
174637	pass3_cone	9018	43077	13	UNL	9019	0	1.39	16.29	59.46	16.29	14.53	0.0
174637	pass3_cone	9018	44078	11	UNL	9019	0	3.55	17.37	62.92	17.37	15.3	0.0
174637	pass3_cone	9018	45080	11	UNL	9019	0	7.57	0.57	70.36	0.57	3.08	0.0
174637	pass3_cone	9018	45081	11	UNL	9019	0	3.13	0.62	77.37	0.62	3.27	0.0
174637	pass3_cone	9018	45082	11	UNL	9019	0	3.18	1.27	76.77	1.27	1.59	0.0
174637	pass3_cone	9018	46087	13	UNL	9019	0	4.88	9.63	55.81	9.63	11.52	0.0
174637	pass3_cone	9018	48091	11	UNL	9019	0	0.72	8.75	46.2	8.75	10.04	0.0
196649	pass3_cone	11113	11009	11	UNL	11113	1	20.04	3.46	66.9	15.01	3.46	0.0
196649	pass3_cone	11113	11028	11	UNL	11113	1	18.9	15.93	58.68	24.95	15.93	0.0
196649	pass3_cone	11113	11064	11	UNL	11113	1	1.77	4.78	59.47	16.29	4.29	0.0
196649	pass3_cone	11113	11065	11	UNL	11113	1	4.83	3.68	55.56	15.28	3.43	0.0
196649	pass3_cone	11113	11066	11	UNL	11113	1	13.72	4.81	58.93	15.22	4.03	0.0
196649	pass3_cone	11113	11067	11	UNL	11113	1	4.27	6.19	79.99	15.55	5.22	0.0
196649	pass3_cone	11113	34080	13	UNL	11113	1	0.2	21.43	13.64	28.16	21.71	0.0
196649	pass3_cone	11113	36082	13	UNL	11113	1	0.34	11.52	62.74	18.92	11.3	0.0
196649	pass3_cone	11113	37083	11	UNL	11113	1	1.19	11.19	47.49	15.85	11.48	0.0
196649	pass3_cone	11113	38084	2212	UNL	11113	1	1.15	14.39	48.19	23.5	13.39	0.0
196649	pass3_cone	11113	40086	11	UNL	11113	1	1.87	8.08	71.89	14.54	7.45	0.0
196649	pass3_cone	11113	41087	13	UNL	11113	1	0.81	6.82	96.61	15.54	5.75	0.0
196649	pass3_cone	11113	42088	13	UNL	11113	1	1.52	5.96	101.0	14.88	4.87	0.0
196649	pass3_cone	11113	45091	13	UNL	11113	1	0.4	8.0	107.51	12.02	8.51	0.0
196649	pass3_cone	11113	46092	11	UNL	11113	1	1.78	11.26	94.19	20.12	10.12	0.0
196649	pass3_cone	11113	47093	2212	UNL	11113	1	3.05	8.39	61.1	5.51	9.54	0.0
196649	pass3_cone	11113	48094	13	UNL	11113	1	1.54	7.18	43.1	12.52	6.85	0.0
196649	pass3_cone	11113	49095	11	UNL	11113	1	2.76	10.93	64.67	20.22	9.71	0.0
196649	pass3_cone	11113	50096	11	UNL	11113	1	3.67	7.4	77.04	17.01	6.44	0.0
196649	pass3_cone	11113	53099	13	UNL	11113	1	2.6	10.85	80.37	18.59	9.83	0.0
196649	pass3_cone	11113	67100	13	UNL	11113	1	1.02	4.77	47.96	10.47	4.61	0.0
196649	pass3_cone	11113	68102	11	UNL	11113	1	1.65	2.95	104.4	11.64	2.98	0.0
196649	pass3_cone	11113	68110	11	UNL	11113	1	6.15	4.82	104.2	10.88	5.41	0.0
196649	pass3_cone	11113	68112	13	UNL	11113	1	8.7	2.95	104.4	11.64	2.98	0.0
214469	pass3_cone	16078	16038	11	UNL	16078	1	14.77	2.93	68.91	3.47	2.93	0.0
214469	pass3_cone	16078	16039	11	UNL	16078	1	27.27	8.89	29.12	7.57	8.89	0.0
214469	pass3_cone	16078	16054	11	UNL	16078	1	6.14	1.0	52.14	1.32	0.9	0.0
214469	pass3_cone	16078	16055	11	UNL	16078	1	5.71	3.65	50.92	4.07	4.51	0.0
214469	pass3_cone	16078	59092	11	UNL	16078	1	0.62	10.87	119.74	10.76	11.2	0.0
214469	pass3_cone	16078	61094	13	UNL	16078	1	1.18	9.69	105.39	8.34	8.47	0.0
214469	pass3_cone	16078	62095	2212	UNL	16078	1	0.91	7.97	90.64	7.45	7.9	0.0
214469	pass3_cone	16078	64097	11	UNL	16078	1	2.32	10.99	87.78	11.21	11.61	0.0
214469	pass3_cone	16078	65098	11	UNL	16078	1	1.0	7.63	96.6	6.28	6.47	0.0
214469	pass3_cone	16078	66099	13	UNL	16078	1	0.47	1.04	111.54	1.2	1.48	0.0
214469	pass3_cone	16078	67101	13	UNL	16078	1	0.58	8.1	93.23	6.79	6.81	0.0
214469	pass3_cone	16078	69103	13	UNL	16078	1	0.3	20.06	71.45	20.11	19.67	0.0
214469	pass3_cone	16078	71105	13	UNL	16078	1	0.38	24.15	62.7	24.27	23.82	0.0
214469	pass3_cone	16078	72106	11	UNL	16078	1	0.95	9.29	106.9	9.52	9.07	0.0
214469	pass3_cone	16078	73107	2212	UNL	16078	1	0.29	9.15	122.63	9.63	9.18	0.0
214469	pass3_cone	16078	74108	11	UNL	16078	1	1.19	6.27	65.03	5.26	5.66	0.0
214469	pass3_cone	16078	76110	13	UNL	16078	1	0.67	3.28	90.17	4.54	4.57	0.0
214469	pass3_cone	16078	77111	11	UNL	16078	1	3.02	7.6	77.38	7.98	8.34	0.0
214469	pass3_cone	16078	78112	11	UNL	16078	1	2.33	3.39	92.9	4.55	4.64	0.0
214469	pass3_cone	16078	79113	13	UNL	16078	1	0.56	2.97	95.25	4.08	4.19	0.0
214469	pass3_cone	16078	80114	2212	UNL	16078	1	1.42	8.2	125.21	7.91	7.51	0.0
214469	pass3_cone	16078	81115	13	UNL	16078	1	1.0	5.78	98.67	4.79	4.58	0.0
214469	pass3_cone	16078	84121	11	UNL	16078	1	2.22	2.38	98.57	1.56	1.23	0.0
214469	pass3_cone	16078	84122	11	UNL	16078	1	5.9	2.36	100.74	1.67	1.3	0.0
214469	pass3_cone	16078	91124	11	UNL	16078	1	2.32	4.09	64.27	4.4	3.95	0.0
214469	pass3_cone	16078	92125	2212	UNL	16078	1	0.6	6.87	58.18	6.06	5.78	0.0
214469	pass3_cone	16078	93129	2212	UNL	16078	1	7.67	5.59	41.52	6.38	5.96	0.0
214469	pass3_cone	16078	94131	11	UNL	16078	1	3.08	5.61	73.02	6.59	6.74	0.0
214469	pass3_cone	16078	94132	11	UNL	16078	1	9.53	4.87	73.04	5.33	5.77	0.0
214469	pass3_cone	16078	95134	11	UNL	16078	1	5.86	6.29	81.47	6.99	7.31	0.0
214469	pass3_cone	16078	95135	11	UNL	16078	1	1.91	2.59	83.47	3.47	3.66	0.0
214469	pass3_cone	16078	96136	13	UNL	16078	1	2.63	2.28	83.84	3.53	2.99	0.0
214469	pass3_cone	16078	97138	11	UNL	16078	1	7.54	2.58	80.8	1.24	1.68	0.0
214469	pass3_cone	16078	98139	13	UNL	16078	1	3.49	3.42	117.32	4.68	4.1	0.0
214469	pass3_cone	16078	99140	13	UNL	16078	1	4.67	9.91	45.47	11.05	11.06	0.0
214469	pass3_cone	16078	100142	11	UNL	16078	1	3.94	2.4	82.62	2.02	1.68	0.0
214469	pass3_cone	16078	101150	11	UNL	16078	1	4.06	3.1	114.37	4.4	3.85	0.0
214469	pass3_cone	16078	101152	11	UNL	16078	1	11.57	3.4	107.38	4.47	3.6	0.0
214469	pass3_cone	16078	101155	211	UNL	16078	1	3.86	3.4	107.38	4.47	3.6	0.0
214469	pass3_cone	16078	101156	13	UNL	16078	1	7.36	4.22	91.3	5.05	4.2	0.0
214469	pass3_cone	16078	101157	13	UNL	16078	1	13.03	3.94	97.55	4.95	4.08	0.0
214469	pass3_cone	16078	101159	211	UNL	16078	1	3.77	2.95	109.03	4.26	3.45	0.0
214469	pass3_cone	16078	101160	11	UNL	16078	1	4.65	2.83	112.46	4.18	3.46	0.0
214469	pass3_cone	16078	101161	11	UNL	16078	1	3.95	2.83	112.46	4.18	3.46	0.0
214469	pass3_cone	16078	103163	11	UNL	16078	1	3.67	4.17	82.53	5.51	4.88	0.0
214469	pass3_cone	16078	104164	11	UNL	16078	1	4.47	3.11	107.52	2.9	2.46	0.0
214469	pass3_cone	16078	105166	11	UNL	16078	1	1.17	2.33	106.85	3.32	3.1	0.0
214469	pass3_cone	16078	105168	11	UNL	16078	1	3.91	2.88	107.32	3.89	3.66	0.0
214469	pass3_cone	16078	105171	11	UNL	16078	1	2.6	4.13	109.07	5.03	4.89	0.0
219295	pass3_cone	15128	48073	13	UNL	15128	1	0.36	3.73	62.27	1.65	3.73	0.0
219295	pass3_cone	15128	50076	13	UNL	15128	1	0.28	12.16	102.21	14.71	12.16	0.0
219295	pass3_cone	15128	51077	13	UNL	15128	1	2.34	4.45	66.84	4.43	4.45	0.0
219295	pass3_cone	15128	52078	2212	UNL	15128	1	0.43	12.33	107.32	14.88	12.33	0.0
219295	pass3_cone	15128	53079	13	UNL	15128	1	0.35	2.97	83.8	5.64	2.97	0.0
219295	pass3_cone	15128	54080	13	UNL	15128	1	1.49	2.66	85.07	2.23	2.66	0.0
219295	pass3_cone	15128	55081	13	UNL	15128	1	2.18	1.47	88.95	1.22	1.47	0.0
219295	pass3_cone	15128	57083	13	UNL	15128	1	0.38	7.41	109.02	9.13	7.41	0.0
219295	pass3_cone	15128	59085	13	UNL	15128	1	0.35	4.01	98.34	5.97	4.01	0.0
219295	pass3_cone	15128	60086	13	UNL	15128	1	0.33	8.17	90.45	8.43	8.17	0.0
219295	pass3_cone	15128	62088	2212	UNL	15128	1	0.5	11.41	128.78	12.19	11.41	0.0
219295	pass3_cone	15128	63089	11	UNL	15128	1	2.25	5.55	104.3	3.3	5.55	0.0
219295	pass3_cone	15128	66092	13	UNL	15128	1	0.27	3.91	109.8	3.86	3.91	0.0
219295	pass3_cone	15128	67093	13	UNL	15128	1	0.36	4.13	116.14	4.79	4.13	0.0
219295	pass3_cone	15128	68094	11	UNL	15128	1	0.62	15.7	46.73	17.16	15.7	0.0
219295	pass3_cone	15128	69095	13	UNL	15128	1	0.28	15.5	55.31	18.2	15.43	0.0
219295	pass3_cone	15128	70096	11	UNL	15128	1	2.3	8.99	48.84	10.25	8.79	0.0
219295	pass3_cone	15128	71097	11	UNL	15128	1	4.18	6.47	48.42	9.01	6.32	0.0
219295	pass3_cone	15128	72098	13	UNL	15128	1	0.37	15.66	49.44	14.67	16.1	0.0
219295	pass3_cone	15128	73099	13	UNL	15128	1	0.4	10.13	75.92	12.77	9.71	0.0
219295	pass3_cone	15128	74100	11	UNL	15128	1	4.04	11.06	97.46	8.43	11.53	0.0
219295	pass3_cone	15128	76102	13	UNL	15128	1	0.34	3.15	71.75	1.4	3.61	0.0
219295	pass3_cone	15128	79105	13	UNL	15128	1	0.45	2.42	90.3	3.43	2.6	0.0
219295	pass3_cone	15128	80106	13	UNL	15128	1	0.25	0.4	74.47	2.32	0.87	0.0
219295	pass3_cone	15128	81107	11	UNL	15128	1	0.75	2.52	116.22	4.16	2.54	0.0
219295	pass3_cone	15128	89114	11	UNL	15128	1	4.63	8.1	61.28	9.91	7.76	0.0
219295	pass3_cone	15128	89116	11	UNL	15128	1	6.46	8.15	55.77	9.94	7.81	0.0
219295	pass3_cone	15128	90118	13	UNL	15128	1	5.19	3.22	86.03	5.39	3.18	0.0
219295	pass3_cone	15128	91120	11	UNL	15128	1	4.3	5.55	91.61	7.62	4.82	0.0
219295	pass3_cone	15128	91124	11	UNL	15128	1	3.08	5.27	95.35	7.25	4.55	0.0
234638	pass3_cone	10041	16045	11	UNL	10041	1	19.19	8.75	92.56	10.45	8.75	0.0
234638	pass3_cone	10041	47050	13	UNL	10041	1	1.12	15.12	52.14	13.51	15.12	0.0
234638	pass3_cone	10041	48051	13	UNL	10041	1	0.1	16.04	70.08	14.68	15.75	0.0
234638	pass3_cone	10041	49052	11	UNL	10041	1	0.94	11.11	35.73	10.92	10.94	0.0
234638	pass3_cone	10041	52057	13	UNL	10041	1	1.75	12.06	28.55	11.27	12.12	0.0
234638	pass3_cone	10041	53058	13	UNL	10041	1	1.0	9.14	44.7	8.1	8.84	0.0
234638	pass3_cone	10041	55060	11	UNL	10041	1	2.11	4.93	61.54	6.6	5.24	0.0
234638	pass3_cone	10041	62067	11	UNL	10041	1	1.6	3.17	190.16	2.41	2.75	0.0
234638	pass3_cone	10041	63068	11	UNL	10041	1	1.17	7.25	128.48	8.59	7.69	0.0
234638	pass3_cone	10041	65070	13	UNL	10041	1	0.25	4.65	170.59	4.97	4.47	0.0
234638	pass3_cone	10041	66071	13	UNL	10041	1	0.78	1.93	147.84	3.32	2.07	0.0
234638	pass3_cone	10041	69074	11	UNL	10041	1	0.77	1.14	136.18	0.81	0.84	0.0
234638	pass3_cone	10041	70075	13	UNL	10041	1	0.37	3.11	125.65	2.65	3.08	0.0
234638	pass3_cone	10041	71076	13	UNL	10041	1	0.36	7.77	89.98	8.9	8.18	0.0
234638	pass3_cone	10041	72077	11	UNL	10041	1	2.93	3.34	73.21	4.53	3.42	0.0
234638	pass3_cone	10041	74079	13	UNL	10041	1	1.97	4.74	90.12	2.98	4.36	0.0
234638	pass3_cone	10041	75080	13	UNL	10041	1	1.2	0.51	82.61	2.26	0.86	0.0
234638	pass3_cone	10041	76085	13	UNL	10041	1	2.33	5.67	78.36	7.33	5.97	0.0
234638	pass3_cone	10041	76086	11	UNL	10041	1	1.37	4.58	79.08	6.08	4.8	0.0
234638	pass3_cone	10041	77087	13	UNL	10041	1	0.34	5.08	73.92	6.88	5.48	0.0
234638	pass3_cone	10041	79089	13	UNL	10041	1	0.45	7.09	76.63	8.73	7.39	0.0
234638	pass3_cone	10041	84094	11	UNL	10041	1	5.85	1.07	135.6	1.76	0.81	0.0
234638	pass3_cone	10041	84095	13	UNL	10041	1	3.51	0.73	141.1	1.88	0.63	0.0
234638	pass3_cone	10041	84096	11	UNL	10041	1	3.82	0.75	140.01	2.02	0.74	0.0
234638	pass3_cone	10041	85098	11	UNL	10041	1	1.1	7.64	66.2	6.84	7.25	0.0
234638	pass3_cone	10041	85100	11	UNL	10041	1	3.78	7.93	67.24	7.09	7.53	0.0
234638	pass3_cone	10041	86105	11	UNL	10041	1	2.1	3.87	88.06	5.1	4.28	0.0
234638	pass3_cone	10041	86106	11	UNL	10041	1	2.46	3.89	80.28	4.93	4.26	0.0
234638	pass3_cone	10041	86108	11	UNL	10041	1	3.53	4.14	82.0	5.29	4.53	0.0
234638	pass3_cone	10041	86109	11	UNL	10041	1	6.12	3.94	82.66	4.88	4.28	0.0
234638	pass3_cone	10041	87110	13	UNL	10041	1	1.01	7.98	104.47	9.7	8.32	0.0
234638	pass3_cone	10041	92115	11	UNL	10041	1	0.66	6.86	122.06	8.68	7.31	0.0
234638	pass3_cone	10041	93119	11	UNL	10041	1	9.89	6.23	46.95	7.84	6.51	0.0
239794	pass3_cone	2070	2016	11	UNL	2069	0	8.31	9.56	47.69	3.06	9.56	0.0
