event	moved_cm	dA_cm	dB_cm	verdict	b1_cm	nue	numu	cosmict
281837	3.977	2.87	5.43	ADVERSE	3.53	=	0.76->0.58	=
66712	2.552	2.62	0.61	toward	2.62	=	2.75->3.55	=
65289	2.375	2.38	0.00	toward	2.38	=	2.11->1.36	=
282072	1.979	1.98	0.00	toward	1.98	=	3.47->4.30	=
278046	1.182	14.93	14.19	toward	14.93	=	0.57->-0.30	=
62459	0.319	0.00	0.32	on	0.00	=	3.00->2.93	=
