event	arm	seg	pdg	len_cm	med_dqdx_mip	cur	cur_nseg	cur_len_cm	owner	divert	pair_dis_cm	front_dis_cm	body_dis_cm	snap_dis_cm	angle_v1	angle_v2	tier	trk	seg_mark	marked_shower	verdict	label_tag
54341	work-pr123r1-dbg141v2-mcp1k	106048	11	3.29	1.41	101041	9	47.7	101041	0	109.87	93.1	47.61	71.12	2.88	3.15	3	0	TARGET	101041	under-clustered	emscan-0828-agent5
54341	work-pr123r1-dbg141v2-mcp1k	107050	11	12.04	0.928	101041	10	51.0	101041	0	60.33	43.7	12.65	23.85	9.61	12.17	1	1	TARGET	101041	under-clustered	emscan-0828-agent5
54341	work-pr123r1-dbg141v2-mcp1k	107051	13	3.61	1.393	101041	11	63.0	101041	0	71.13	54.48	0.0	33.28	9.55	11.51	1	1	TARGET	101041	under-clustered	emscan-0828-agent5
54341	work-pr123r1-dbg141v2-mcp1k	95026	13	1.16	0.934	96031	2	10.4	96031	0	50.82	16.62	16.62	16.62	2.46	6.42	1	1	TARGET	96031	under-clustered	emscan-0828-agent5
54341	work-pr123r1-dbg141v2-mcp1k	104046	13	0.4	0.987	34014	2	8.4	34014	0	137.27	41.13	34.52	34.52	7.53	8.8	3	1	TARGET	101041	under-clustered	emscan-0828-agent5
54341	work-pr123r1-dbg141v2-mcp1k	105047	2212	2.0	2.03	34014	3	8.8	34014	0	144.49	48.85	8.58	41.97	5.76	8.47	1	1	TARGET	101041	under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	23025	11	19.35	1.408	57050	1	11.5	57050	0	82.47	4.26	4.26	4.26	31.01	7.01	2	0	TARGET	57050	under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	23027	13	2.66	1.14	57050	2	30.8	57050	0	82.13	4.58	0.0	4.58	30.95	11.62	2	1	TARGET	57050	under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	66059	13	0.36	0.485	57050	3	33.5	57050	0	102.72	22.66	14.17	22.66	33.3	23.9	2	1	TARGET	57050	under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	23026	11	13.02	1.027	58051	1	4.9	58051	0	76.62	3.36	3.13	3.13	36.9	10.46	2	1	TARGET	57050	under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	70063	13	0.31	0.517	24030	2	24.4	24030	0	104.39	25.37	4.84	4.84	35.71	10.01	2	1			under-clustered	emscan-0828-agent5
54453	work-pr123r1-dbg141v2-mcp2k	71064	13	0.6	0.711	24030	3	24.7	24030	0	114.14	35.97	10.57	14.74	33.34	8.52	2	1			under-clustered	emscan-0828-agent5
55740	work-pr123r1-dbg141v2-mcp2k	64030	2212	0.27	1.866	22018	5	36.4	22018	0	105.49	73.35	59.47	59.47	4.52	6.81	3	1			vertex-bad (undecidable)	emscan-0828-agent5
55740	work-pr123r1-dbg141v2-mcp2k	65031	13	0.25	0.698	22018	6	36.6	22018	0	118.24	87.36	18.91	73.91	2.72	10.9	1	1			vertex-bad (undecidable)	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	37010	13	0.33	1.44	69032	3	19.5	69032	0	44.4	34.28	22.22	22.22	8.68	9.16	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	38011	2212	1.22	1.513	69032	4	19.8	69032	0	66.63	56.57	22.59	43.56	6.39	6.9	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	45018	13	0.5	0.832	69032	5	21.0	69032	0	79.67	70.18	25.46	60.52	24.3	26.94	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	70039	11	8.95	1.163	69032	6	21.5	69032	0	27.09	16.96	6.35	6.35	6.8	6.56	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	40013	11	1.54	1.376	71044	2	21.3	71044	0	114.57	56.8	56.8	56.8	6.99	7.67	3	0			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	41014	2212	1.31	1.558	71044	3	22.9	71044	0	102.0	44.53	14.51	44.53	5.03	4.43	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	42015	13	0.21	0.85	71044	4	24.2	71044	0	95.43	37.72	10.17	37.72	7.82	9.09	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	43016	13	0.77	1.382	71044	5	24.4	71044	0	92.31	34.71	3.36	34.71	8.95	11.21	1	1			correct	emscan-0828-agent5
56243	work-pr123r1-dbg141v2-mcp1k	54027	13	5.05	0.938	71044	6	25.2	71044	0	65.02	8.8	8.8	8.8	5.7	6.67	1	1			correct	emscan-0828-agent5
56982	work-pr123r1-dbgA2-ncpi0	66065	13	0.15	0.665	71070	1	1.7	71070	0	76.73	43.17	41.85	41.85	9.86	13.28	1	1				emscan-0827
56982	work-pr123r1-dbgA2-ncpi0	67066	2212	0.61	1.703	71070	2	1.9	22116	1	56.24	24.03	22.82	22.82	9.87	24.78	1	1				emscan-0827
56982	work-pr123r1-dbgA2-ncpi0	70069	13	0.21	0.851	71070	2	1.9	71070	0	43.74	9.72	8.36	8.36	9.23	9.66	1	1				emscan-0827
57709	work-pr123r1-dbg141v2-mcp2k	18005	13	2.08	1.321	20014	5	35.8	20014	0	118.62	103.87	79.19	79.19	5.87	6.34	3	1			correct	emscan-0828-agent5
57709	work-pr123r1-dbg141v2-mcp2k	92026	13	0.85	3.105	20014	6	37.9	20014	0	91.69	76.9	27.91	52.39	1.67	1.57	3	1			correct	emscan-0828-agent5
57709	work-pr123r1-dbg141v2-mcp2k	95029	13	0.36	1.248	99036	4	24.8	99036	0	83.06	45.74	29.38	29.38	7.72	9.12	3	1			correct	emscan-0828-agent5
57709	work-pr123r1-dbg141v2-mcp2k	98032	13	0.89	1.273	99036	5	25.2	99036	0	60.22	23.05	6.76	6.76	4.37	6.4	1	1			correct	emscan-0828-agent5
57709	work-pr123r1-dbg141v2-mcp2k	100039	11	1.19	1.945	99036	6	26.1	99036	0	91.34	56.0	25.62	38.76	8.41	18.14	3	0			correct	emscan-0828-agent5
58006	work-pr123r1-dbg141v2-mcp2k	31016	11	0.74	0.564	58035	3	25.6	58035	0	45.7	4.43	4.43	4.43	9.62	2.27	1	1			correct	emscan-0828-agent5
58006	work-pr123r1-dbg141v2-mcp2k	39024	13	3.21	1.498	58035	4	26.3	58035	0	86.94	46.08	41.65	46.08	7.98	8.5	3	1			correct	emscan-0828-agent5
58006	work-pr123r1-dbg141v2-mcp2k	41026	11	3.18	1.168	58035	5	29.5	58035	0	81.41	40.4	11.95	40.4	14.65	16.79	1	1			correct	emscan-0828-agent5
58006	work-pr123r1-dbg141v2-mcp2k	45030	11	2.29	0.982	58035	6	32.7	58035	0	94.81	54.57	22.64	52.48	19.92	24.35	1	1			correct	emscan-0828-agent5
58755	work-pr123r1-dbg141v2-mcp1k	96018	13	0.57	1.015	98020	1	4.2	98020	0	62.37	37.58	37.58	37.58	28.87	19.17	2	1			correct	emscan-0828-agent5
58755	work-pr123r1-dbg141v2-mcp1k	100022	11	6.69	0.964	98020	2	4.8	98020	0	57.59	34.39	13.27	34.39	26.94	20.39	2	1			correct	emscan-0828-agent5
58755	work-pr123r1-dbg141v2-mcp1k	101026	11	2.1	1.551	98020	3	11.5	98020	0	48.82	23.69	14.03	23.69	33.02	21.97	2	0			correct	emscan-0828-agent5
58755	work-pr123r1-dbg141v2-mcp1k	101029	13	2.15	1.12	98020	4	13.6	98020	0	49.89	24.87	0.0	24.87	33.34	23.53	2	1			correct	emscan-0828-agent5
64591	work-pr123r1-dbgA2-mcp1k	59007	13	0.5	0.466	78025	2	9.3	78025	0	21.91	17.76	12.66	12.66	15.93	14.73	1	1			correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	61009	2212	0.19	2.135	83044	4	24.9	83044	0	69.82	51.56	40.49	40.49	15.89	21.38	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	63011	2212	0.76	1.653	83044	5	25.1	83044	0	57.93	38.76	21.74	25.88	5.76	6.69	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	65013	11	0.89	0.554	83044	6	25.8	83044	0	58.71	39.89	7.45	26.43	11.43	15.7	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	66014	11	2.77	1.482	83044	7	26.7	83044	0	38.38	19.46	8.08	8.08	5.57	11.66	1	0	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	68017	13	0.59	1.487	83044	8	29.5	83044	0	64.92	45.76	7.05	33.09	3.41	3.75	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	80028	11	2.84	1.037	83044	9	30.1	83044	0	43.55	24.76	12.71	11.15	11.94	18.62	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	80032	11	3.6	0.878	83044	10	32.9	83044	0	42.9	24.36	0.0	10.74	14.65	23.34	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81035	11	2.96	0.544	83044	11	36.5	83044	0	47.4	28.27	7.52	16.17	2.5	3.5	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81037	11	10.5	0.703	83044	12	39.5	83044	0	40.13	20.94	5.38	8.97	4.4	4.74	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81038	11	7.04	1.064	83044	13	50.0	83044	0	40.13	20.94	0.0	8.8	4.4	4.74	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81039	11	6.23	1.139	83044	14	57.0	83044	0	33.43	14.24	2.48	2.48	3.82	3.47	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81040	11	1.17	0.888	83044	15	63.3	83044	0	39.19	20.01	0.0	8.18	3.87	3.69	1	1	TARGET	83044	correct	emscan-0827
64591	work-pr123r1-dbgA2-mcp1k	81041	11	5.3	0.971	83044	16	64.4	83044	0	39.19	20.01	0.0	8.18	3.87	3.69	1	1	TARGET	83044	correct	emscan-0827
65053	work-pr123r1-dbg141v2-mcp1k	24001	13	0.19	1.04	141019	2	5.1	141019	0	37.61	13.56	12.99	12.99	19.63	13.69	1	1			correct	emscan-0828-agent5
65053	work-pr123r1-dbg141v2-mcp1k	139015	11	4.76	0.479	140016	1	2.4	140016	0	120.26	24.26	24.26	24.26	6.96	9.03	1	1			correct	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	46020	13	0.78	1.451	58035	1	31.9	58035	0	109.7	70.64	43.82	43.82	2.58	1.26	3	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	48022	11	3.29	1.257	58035	2	32.7	58035	0	101.41	62.34	6.85	35.51	3.57	3.23	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	49023	13	0.83	1.436	58035	3	36.0	58035	0	89.04	50.06	16.49	22.04	9.67	12.83	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	50024	13	0.34	0.75	58035	4	36.8	58035	0	108.26	69.24	6.6	41.79	7.19	8.69	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	51025	13	0.47	0.308	58035	5	37.2	58035	0	86.44	49.77	21.63	27.24	17.42	29.05	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	54028	13	2.33	1.206	58035	6	37.6	58035	0	97.17	58.77	11.27	34.3	3.38	9.07	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	57032	11	7.5	1.346	58035	7	40.0	58035	0	85.11	46.01	9.29	19.4	3.53	1.73	1	0	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	57033	11	1.61	1.234	58035	8	47.5	58035	0	92.03	52.93	0.0	26.11	3.73	2.61	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	59037	11	0.62	0.702	58035	9	49.1	58035	0	74.37	35.28	8.93	8.93	5.61	6.65	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
67394	work-pr123r1-dbg141v2-mcp1k	60038	13	0.29	0.938	58035	10	49.7	58035	0	73.34	34.28	2.86	8.92	3.43	2.68	1	1	TARGET	19012	over-clustered	emscan-0828-agent5
69314	work-pr123r1-dbgA2-nuecc48	29018	13	0.71	0.628	28017	1	1.8	28017	0	85.45	27.21	27.21	27.21	14.69	7.55	2	1				emscan-0827
71178	work-pr123r1-dbg141v2-mcp1k	60015	11	0.65	0.209	66021	1	3.7	66021	0	15.11	11.03	8.76	8.76	7.28	26.36	1	1			correct	emscan-0828-agent5
71178	work-pr123r1-dbg141v2-mcp1k	79023	11	2.67	0.414	80039	3	15.3	80039	0	15.6	8.76	0.58	0.58	24.08	7.16	1	1			correct	emscan-0828-agent5
71372	work-pr123r1-dbgA2-ncpi0	27074	11	17.23	1.398	19049	25	241.1	19049	0	85.71	63.73	23.88	23.88	18.48	18.53	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27082	11	4.32	4.596	19049	26	258.4	19049	0	77.27	55.26	4.27	15.43	17.89	17.9	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27083	11	4.71	2.191	19049	27	262.7	19049	0	81.53	59.5	0.0	19.63	17.9	17.91	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27084	11	27.33	0.657	19049	28	267.4	19049	0	81.53	59.5	0.0	19.63	17.9	17.91	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27085	11	10.98	1.155	19049	29	294.7	19049	0	93.59	71.5	3.25	31.44	17.87	17.9	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27086	11	8.71	0.681	19049	30	305.7	19049	0	94.26	72.26	0.0	32.21	18.42	18.5	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27087	11	17.04	1.095	19049	31	314.4	19049	0	101.13	79.09	0.0	39.08	18.22	18.26	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27088	11	4.34	0.697	19049	32	331.4	19049	0	99.07	77.04	0.0	36.91	18.17	18.25	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27092	11	19.16	0.98	19049	33	335.8	19049	0	98.96	77.07	0.0	37.94	19.69	19.74	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27093	11	8.9	0.575	19049	34	354.9	19049	0	115.32	93.04	0.0	53.61	16.31	16.13	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	27094	11	2.93	1.052	19049	35	363.8	19049	0	115.32	93.04	0.0	53.61	16.31	16.13	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	63105	11	2.7	1.348	19049	36	366.8	19049	0	38.62	17.98	6.2	6.2	21.12	21.7	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	64106	13	0.39	1.376	19049	37	369.5	19049	0	65.73	42.96	12.36	12.36	6.95	5.38	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	65107	13	0.31	0.206	19049	38	369.9	19049	0	53.89	31.22	6.51	6.51	9.68	8.13	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	66108	13	2.61	1.132	19049	39	370.2	19049	0	37.46	17.54	3.8	6.81	24.14	25.3	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	67109	11	3.33	0.523	19049	40	372.8	19049	0	45.91	24.19	4.19	4.19	17.83	17.52	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	70112	13	0.5	1.418	19049	41	376.1	19049	0	65.05	42.87	3.24	3.24	15.94	15.78	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	72114	11	3.02	0.98	19049	42	376.6	19049	0	55.3	34.03	3.51	3.51	21.43	22.11	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	73115	13	0.35	0.962	19049	43	379.7	19049	0	57.71	36.46	5.17	6.12	21.19	22.18	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	76118	13	0.46	0.628	19049	44	380.0	19049	0	103.19	80.61	11.57	41.87	12.17	11.64	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	91120	13	19.91	0.775	19049	45	380.5	19049	0	38.15	16.75	4.29	4.29	16.6	16.57	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	93127	11	6.96	0.867	19049	46	400.4	19049	0	55.16	33.97	3.45	3.45	22.12	22.58	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	96137	11	20.51	1.57	19049	47	407.3	19049	0	59.82	37.23	6.16	7.82	11.28	10.17	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	98143	11	21.8	1.193	19049	48	427.8	19049	0	90.35	67.9	9.69	29.48	13.97	13.5	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	98144	11	3.15	0.744	19049	49	449.6	19049	0	90.35	67.9	0.0	29.48	13.97	13.5	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	99145	13	0.52	0.595	19049	50	452.8	19049	0	120.09	97.87	5.02	57.88	16.82	16.77	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	100146	13	0.42	0.537	19049	51	453.3	19049	0	126.28	103.94	6.55	64.08	15.61	15.48	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	101147	11	1.15	2.043	19049	52	453.7	19049	0	116.29	93.83	5.23	55.16	14.04	13.67	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	102148	13	0.78	1.213	19049	53	454.9	19049	0	104.63	82.07	5.45	42.74	12.3	11.9	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	103149	13	0.98	1.138	19049	54	455.7	19049	0	120.36	97.72	4.76	58.6	11.37	10.93	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	104150	11	1.51	0.817	19049	55	456.7	19049	0	119.61	97.14	3.97	58.02	14.04	13.7	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	105151	2212	0.66	2.055	19049	56	458.2	19049	0	118.76	96.21	11.15	57.22	11.17	11.09	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	106152	11	0.92	0.394	19049	57	458.8	19049	0	122.67	100.28	2.58	61.0	15.29	15.04	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	107157	11	0.54	1.288	19049	58	459.7	19049	0	107.65	85.01	8.02	47.72	10.6	9.97	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	107158	11	4.3	0.877	19049	59	460.3	19049	0	104.53	81.92	0.0	44.18	11.45	10.84	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	108159	13	5.03	0.64	19049	60	464.6	19049	0	114.14	92.3	3.6	53.06	20.26	20.33	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	109160	11	4.15	0.887	19049	61	469.6	19049	0	103.49	81.42	3.07	41.28	17.9	17.98	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	110161	11	1.88	1.257	19049	62	473.8	19049	0	146.42	124.26	24.33	84.31	16.67	16.82	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	111162	13	0.92	1.424	19049	63	475.6	19049	0	148.26	126.25	17.91	86.24	19.1	19.16	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	112163	13	0.24	0.744	19049	64	476.6	19049	0	131.28	109.24	8.14	69.13	18.54	18.61	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	113164	11	0.68	0.691	19049	65	476.8	19049	0	109.78	88.42	10.55	49.01	23.62	24.01	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	114165	13	1.41	1.157	19049	66	477.5	19049	0	103.44	82.0	7.45	42.2	22.71	23.14	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	115166	13	0.75	1.383	19049	67	478.9	19049	0	135.58	113.13	10.08	73.53	14.38	14.15	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	116167	11	2.35	0.939	19049	68	479.6	19049	0	131.84	109.28	6.86	69.81	12.16	11.92	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	117168	13	0.25	0.84	19049	69	482.0	19049	0	131.28	108.73	8.53	69.72	11.09	11.04	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	120171	13	0.72	0.631	19049	70	482.2	19049	0	113.14	91.61	22.65	58.12	20.79	21.06	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	122173	13	0.31	0.494	19049	71	483.0	19049	0	126.43	103.93	16.8	67.6	11.96	11.62	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	123174	13	0.49	0.66	19049	72	483.3	19049	0	87.35	64.7	5.84	26.66	10.88	10.13	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	124175	13	0.43	0.871	19049	73	483.8	19049	0	84.6	62.03	3.65	24.01	12.31	11.64	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	125176	13	0.18	0.321	19049	74	484.2	19049	0	119.66	97.12	14.59	60.75	6.94	7.42	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	127178	11	1.11	0.931	19049	75	484.4	19049	0	151.99	129.51	22.51	91.28	13.66	13.37	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	129180	13	0.41	0.328	19049	76	485.5	19049	0	69.71	47.79	5.21	8.21	18.33	18.43	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	130181	2212	0.44	1.594	19049	77	485.9	19049	0	85.9	63.84	19.21	28.21	13.51	14.52	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	131182	13	0.78	0.469	19049	78	486.3	19049	0	123.5	101.06	3.89	62.33	14.37	14.05	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	132183	11	0.98	0.596	19049	79	487.1	19049	0	143.06	120.88	8.04	80.79	17.37	17.39	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	133184	13	0.57	0.313	19049	80	488.1	19049	0	143.64	121.35	2.17	81.36	16.28	16.22	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	134185	13	4.37	1.098	19049	81	488.7	19049	0	155.48	133.62	11.29	93.91	18.83	19.18	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	135186	11	3.1	0.539	19049	82	493.0	19049	0	129.62	108.15	18.92	70.38	23.01	23.23	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	136194	11	4.02	0.835	19049	83	496.1	19049	0	137.94	115.49	14.13	77.74	13.77	13.47	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	136195	11	1.23	0.835	19049	84	500.1	19049	0	140.61	118.11	0.0	80.2	13.19	12.85	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	136198	11	4.55	0.788	19049	85	501.4	19049	0	137.22	114.7	1.0	77.0	12.75	12.39	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	137199	11	3.17	0.902	19049	86	505.9	19049	0	131.72	109.19	4.43	71.33	12.69	12.3	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	138200	11	2.06	2.191	19049	87	509.1	19049	0	131.9	109.49	5.49	70.29	15.04	14.8	1	0				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	139201	11	5.39	0.749	19049	88	511.2	19049	0	39.87	17.16	4.97	4.18	3.15	1.34	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	139202	11	2.73	0.916	19049	89	516.5	19049	0	41.93	19.15	1.46	4.18	4.16	1.64	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	140210	13	12.38	2.075	19049	90	519.3	19049	0	85.23	62.61	4.04	26.09	10.94	10.14	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	140212	11	6.97	0.437	19049	91	531.6	19049	0	96.62	74.02	0.0	36.53	11.63	10.98	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	140213	11	5.17	0.419	19049	92	538.6	19049	0	96.62	74.02	1.4	36.53	11.63	10.98	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	54096	13	0.49	0.9	94132	4	31.8	94132	0	62.19	31.96	29.96	29.96	0.27	1.26	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	71113	13	0.6	0.662	94132	5	32.3	94132	0	34.39	4.15	2.77	2.77	1.56	0.69	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	56098	13	0.26	0.922	97140	2	11.5	97140	0	34.1	11.55	11.55	11.55	7.46	14.76	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	68110	13	1.1	1.087	97140	3	11.8	97140	0	48.22	24.58	16.62	24.58	7.42	8.18	1	1				emscan-0827
71372	work-pr123r1-dbgA2-ncpi0	69111	11	1.02	0.777	97140	4	12.9	97140	0	51.17	28.17	8.37	28.17	17.49	22.39	1	1				emscan-0827
71642	work-pr123r1-dbg141v2-mcp2k	65052	13	3.33	1.246	84105	2	11.7	84105	0	41.68	38.17	29.53	29.53	6.96	7.01	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	66053	13	1.01	0.805	84105	3	15.1	10116	1	24.31	21.21	13.33	13.33	19.89	24.06	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	85109	11	7.93	1.464	84105	3	15.1	84105	0	39.76	36.27	3.88	28.3	9.96	10.41	1	0			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	46033	13	0.43	0.683	78077	1	9.5	78077	0	46.45	27.04	20.59	20.59	3.89	15.91	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	47034	13	0.41	1.18	78077	2	9.9	78077	0	60.25	42.85	17.03	36.59	15.01	27.97	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	56043	13	0.72	0.442	78077	3	10.4	78077	0	60.24	41.6	22.28	36.05	17.23	26.59	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	60047	13	0.35	0.38	78077	4	11.1	78077	0	55.19	36.72	5.59	31.05	15.87	26.9	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	75062	11	8.24	1.281	41028	1	1.5	41028	0	36.72	1.96	1.96	1.96	39.92	4.55	2	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	29016	13	1.54	0.855	62049	1	8.4	62049	0	58.89	18.33	12.01	12.01	21.96	24.64	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	70057	13	0.57	1.138	62049	2	9.9	62049	0	65.88	29.56	12.08	23.06	12.23	26.94	1	1			correct	emscan-0828-agent5
71642	work-pr123r1-dbg141v2-mcp2k	81092	11	1.35	1.206	80091	2	7.4	80091	0	63.03	10.75	6.59	6.59	13.77	10.35	1	1			correct	emscan-0828-agent5
