ev	sat	near	gap	sat_pdg	sat_E	sat_len	sat_conn	sat_track	pio	near_E	marks
282271	44031	6063	10.15	11	1.66	0.4	3	0	0	115.1	unl
282271	45032	6063	23.33	11	0.87	0.3	3	0	0	115.1	unl
282271	61048	23019	12.36	11	0.83	0.1	3	0	0	99.6	unl
282271	62049	23019	8.29	11	7.43	0.5	3	0	0	99.6	unl
282271	63050	23019	17.57	2212	4.97	0.7	3	1	0	99.6	unl
282271	64051	23019	34.0	11	0.94	0.4	3	0	0	99.6	unl
282271	65052	23019	28.79	11	0.08	0.6	3	0	0	99.6	unl
282271	66053	23019	20.73	11	0.75	0.3	3	0	0	99.6	unl
282271	67054	23019	23.79	11	1.81	0.4	3	0	0	99.6	unl
282271	68055	23019	27.75	11	1.69	0.1	3	0	0	99.6	unl
282271	69056	23019	37.65	11	1.13	0.2	3	0	0	99.6	unl
282271	73060	23019	35.85	11	1.16	0.9	3	0	0	99.6	unl
282271	74061	23019	4.28	11	3.4	0.4	3	0	0	99.6	unl
284206	10001	10054	4.44	11	5.02	2.1	1	0	0	106.3	unl
284206	35037	10052	13.76	11	0.18	0.3	3	0	0	75.5	unl
287794	23020	5026	28.86	11	3.05	1.1	2	0	0	108.0	unl
289246	64035	77063	7.92	11	2.19	0.1	3	0	0	38.2	unl
289246	65036	77063	12.98	2212	2.45	0.4	3	1	0	38.2	unl
289246	66037	63034	21.99	11	3.35	0.7	3	0	0	264.0	unl
289246	67038	63034	33.43	11	0.79	0.3	3	0	0	264.0	unl
289246	68039	63034	38.18	11	1.32	0.6	3	0	0	264.0	unl
289246	69040	77063	30.35	2212	2.68	0.3	3	1	0	38.2	unl
289246	70041	63034	35.54	11	1.06	0.4	3	0	0	264.0	unl
289246	74045	63034	31.82	11	1.44	0.3	3	0	0	264.0	unl
289508	44022	17012	12.37	11	1.22	0.5	3	0	0	396.8	unl
291072	65057	21023	12.53	11	9.04	1.7	3	0	0	652.4	unl
291072	69061	21023	32.63	11	2.76	0.2	3	0	0	652.4	unl
291072	72069	21023	22.2	11	8.5	0.7	3	0	0	652.4	in
291072	73070	21023	18.95	11	5.82	1.0	3	0	0	652.4	in
292524	27025	83073	9.11	11	1.1	0.3	3	0	0	38.1	unl
292524	31029	83073	5.25	2212	5.55	0.7	3	1	0	38.1	unl
292524	33031	79054	24.21	11	1.66	0.3	3	0	0	305.3	unl
292524	34032	79054	22.19	11	2.48	0.6	3	0	0	305.3	unl
292524	40038	79054	27.14	2212	5.44	0.3	3	1	0	305.3	unl
293536	54018	15001	14.09	11	1.6	0.3	3	0	0	152.8	unl
293536	55019	15001	13.71	11	1.66	0.3	3	0	0	152.8	unl
293536	56020	15001	28.74	11	1.2	0.3	3	0	0	152.8	unl
293536	57021	15027	22.0	2212	7.07	1.1	3	1	0	66.5	unl
293536	58022	15001	37.96	11	0.83	0.3	3	0	0	152.8	unl
294174	48037	71067	26.5	11	4.96	1.0	2	0	0	123.1	unl
294174	42031	16004	9.85	11	2.44	0.3	3	0	0	48.1	unl
294174	45034	64065	37.02	11	1.34	0.3	3	0	0	73.0	unl
294174	51040	71067	5.88	11	2.61	0.9	3	0	0	123.1	unl
294174	52041	71067	9.3	11	0.82	0.6	3	0	0	123.1	unl
294174	59048	71067	11.52	11	1.72	0.2	3	0	0	123.1	unl
294174	60049	71067	38.02	11	0.98	0.2	3	0	0	123.1	unl
294174	61050	71067	39.74	11	1.24	0.3	3	0	0	123.1	unl
318703	45044	17067	8.72	11	0.77	0.2	3	0	0	252.1	unl
318703	53052	17067	17.09	2212	3.89	0.4	3	1	0	252.1	unl
318703	54053	17067	33.87	11	1.78	0.1	3	0	0	252.1	unl
318703	55054	17067	11.7	11	0.52	0.6	3	0	0	252.1	unl
318703	57056	17067	37.51	11	0.46	0.6	3	0	0	252.1	unl
318703	60059	17067	18.04	11	0.74	0.7	3	0	0	252.1	unl
318703	61060	17067	9.86	11	0.95	0.3	3	0	0	252.1	unl
318769	131080	113062	10.79	11	4.47	1.0	2	0	0	43.9	unl
318769	62034	19003	37.74	11	4.96	0.7	3	0	0	205.5	unl
318769	68040	19003	16.66	11	1.31	0.5	3	0	0	205.5	unl
318769	69041	19003	20.8	2212	3.36	0.1	3	1	0	205.5	unl
318769	76048	19003	36.6	2212	5.03	0.4	3	1	0	205.5	unl
318769	79051	19003	21.3	11	0.69	1.1	3	0	0	205.5	unl
318769	81053	19003	5.78	11	0.23	0.2	3	0	0	205.5	unl
318769	82054	19003	20.32	11	0.51	0.3	3	0	0	205.5	unl
318769	123072	113062	8.81	11	0.21	0.3	3	0	0	43.9	unl
318769	133082	113062	27.74	11	4.86	0.2	3	0	0	43.9	unl
318769	134083	113062	31.32	11	1.04	0.2	3	0	0	43.9	unl
318769	119068	143101	16.14	13	1.26	0.4	4	1	0	99.8	unl
321169	16054	16055	0.0	11	5.32	4.6	1	0	0	137.8	unl
321169	73049	16055	3.58	11	2.74	1.0	2	0	0	137.8	unl
321169	51036	16060	28.35	2212	5.46	0.5	3	1	0	46.9	unl
321169	52037	16055	2.23	11	0.78	0.8	3	0	0	137.8	unl
321169	53038	16060	6.87	11	1.3	0.4	3	0	0	46.9	unl
321367	49027	12012	31.61	11	3.91	1.0	2	0	0	247.8	unl
321367	48026	12012	39.57	11	0.67	0.3	3	0	0	247.8	unl
347824	105035	106049	3.96	11	0.66	1.1	2	0	0	137.0	unl
347824	83017	102032	12.61	2212	1.86	0.4	3	1	0	20.6	unl
347824	87021	107060	24.57	11	2.34	0.5	3	0	0	443.7	unl
347824	89023	107060	7.28	11	2.82	0.6	3	0	0	443.7	unl
347824	92026	107060	39.55	11	3.49	0.3	3	0	0	443.7	unl
347824	95029	107060	17.85	11	3.27	0.5	3	0	0	443.7	unl
347824	103033	102032	2.12	11	0.79	0.5	3	0	0	20.6	unl
347824	115098	31010	6.05	11	0.42	0.2	3	0	0	49.9	unl
347824	116099	31010	16.69	11	3.16	0.4	3	0	0	49.9	unl
350354	45022	18092	10.89	11	2.32	0.5	3	0	0	604.0	unl
350354	46023	18092	8.92	11	2.96	0.8	3	0	0	604.0	unl
350354	47024	18092	25.72	11	2.85	1.0	3	0	0	604.0	unl
350354	48025	18092	12.01	11	1.53	0.3	3	0	0	604.0	unl
350354	51028	18092	16.03	11	2.79	0.7	3	0	0	604.0	unl
350354	52029	18092	26.99	11	2.55	0.7	3	0	0	604.0	unl
350354	54031	18092	35.4	11	2.72	0.4	3	0	0	604.0	unl
350354	55032	18092	33.46	11	1.36	0.4	3	0	0	604.0	unl
350354	56033	18092	17.71	11	1.49	0.3	3	0	0	604.0	unl
350354	57034	18092	17.31	11	4.72	0.4	3	0	0	604.0	unl
350354	63040	18092	15.81	11	0.75	0.1	3	0	0	604.0	unl
350354	64041	18092	9.44	11	3.48	0.8	3	0	0	604.0	unl
350354	66043	18092	25.67	11	1.89	0.5	3	0	0	604.0	unl
350354	67044	18092	39.27	11	0.76	0.3	3	0	0	604.0	unl
350354	68045	18092	26.77	11	1.3	0.8	3	0	0	604.0	unl
350354	74051	18092	13.36	11	5.22	1.2	3	0	0	604.0	unl
390634	20021	1011	35.29	11	1.42	0.3	3	0	0	135.8	unl
390634	27028	1011	15.06	11	1.27	0.3	3	0	0	135.8	unl
390634	29030	1011	7.23	11	1.59	0.3	3	0	0	135.8	unl
390634	31032	1011	8.51	11	1.16	0.2	3	0	0	135.8	unl
390634	32033	1011	11.06	11	1.8	0.7	3	0	0	135.8	unl
393505	62020	63025	36.15	11	3.86	0.8	3	0	0	60.5	unl
393505	72026	63025	25.92	11	4.71	0.9	3	0	0	60.5	unl
393505	73027	63025	28.53	11	0.84	0.8	3	0	0	60.5	unl
393505	76030	63025	38.08	11	1.85	0.4	3	0	0	60.5	unl
394167	35026	11009	15.21	11	1.49	0.4	3	0	0	468.4	unl
394167	36027	11009	33.58	11	0.22	0.3	3	0	0	468.4	unl
395123	54006	21011	34.74	11	4.06	0.6	3	0	0	101.4	unl
395123	55007	21011	16.61	11	0.69	0.2	3	0	0	101.4	unl
395123	56008	21011	10.44	2212	6.49	0.8	3	1	0	101.4	unl
395123	57009	21011	4.61	11	1.73	0.6	3	0	0	101.4	unl
395597	83011	20004	32.29	11	0.83	0.2	3	0	0	227.7	unl
395597	84012	20004	11.26	11	2.79	0.4	3	0	0	227.7	unl
395870	46011	64033	12.07	11	0.89	0.2	3	0	0	154.0	unl
395870	49014	64033	22.31	11	0.61	0.3	3	0	0	154.0	unl
395870	50015	64033	26.2	11	1.49	0.3	3	0	0	154.0	unl
396037	54006	69026	34.31	11	0.99	0.3	3	0	0	137.2	unl
396037	55007	69026	5.68	11	0.88	0.2	3	0	0	137.2	unl
396037	56008	69026	16.87	11	0.19	0.3	3	0	0	137.2	unl
396037	57009	69026	10.57	11	2.41	0.4	3	0	0	137.2	unl
396037	58010	69026	18.84	11	0.91	0.3	3	0	0	137.2	unl
396037	60012	69026	32.65	11	0.35	0.2	3	0	0	137.2	unl
396323	37017	18012	14.01	11	2.78	0.6	4	0	0	167.2	out
396323	38018	18012	14.8	11	3.69	0.8	4	0	0	167.2	out
396816	45016	18011	7.9	11	0.24	0.3	3	0	0	170.0	unl
396816	46017	18011	19.88	11	1.85	0.2	3	0	0	170.0	unl
396816	47018	18011	6.28	11	1.22	0.3	3	0	0	170.0	unl
396816	48019	18011	21.64	11	3.53	0.7	3	0	0	170.0	unl
396816	49020	18011	9.13	11	0.84	0.7	3	0	0	170.0	unl
396816	50021	18011	6.98	11	1.47	0.4	3	0	0	170.0	unl
396816	51022	18011	7.4	11	5.96	1.8	3	0	0	170.0	unl
396816	54025	18011	18.39	2212	6.17	0.3	3	1	0	170.0	unl
396816	55026	18011	13.77	2212	2.95	0.4	3	1	0	170.0	unl
397401	21015	16014	34.14	11	1.28	0.3	3	0	0	145.6	unl
397630	24014	33038	7.81	11	1.46	0.3	3	0	0	111.8	unl
397630	27017	33038	15.35	11	0.68	0.3	3	0	0	111.8	unl
403023	48007	60030	31.1	11	1.29	0.4	3	0	0	96.8	unl
403023	52012	60030	29.59	11	1.73	0.3	3	0	0	96.8	unl
403023	53013	60030	19.41	2212	2.18	0.4	3	1	0	96.8	unl
403309	35002	11000	16.89	2212	2.46	0.0	3	1	0	107.5	unl
406125	42025	38021	22.34	11	0.55	1.0	2	0	0	136.2	unl
406125	31014	38021	27.6	11	1.27	0.6	3	0	0	136.2	unl
406125	34017	38021	15.87	11	1.09	0.1	3	0	0	136.2	unl
406125	43026	38021	16.17	11	3.37	0.6	3	0	0	136.2	unl
406125	44027	38021	23.71	11	5.5	1.7	3	0	0	136.2	unl
406125	45028	38021	25.23	11	2.06	0.6	3	0	0	136.2	unl
406125	54040	74055	35.39	11	0.4	0.3	3	0	0	53.0	unl
406125	70050	74055	23.48	11	1.44	0.6	3	0	0	53.0	unl
406125	72052	38021	31.54	11	1.24	0.9	3	0	0	136.2	unl
408304	33019	9033	25.26	11	2.1	0.4	3	0	0	50.5	unl
408304	36022	9039	14.52	11	0.41	0.6	3	0	0	166.5	unl
408678	36011	14003	39.39	11	0.44	0.5	3	0	0	312.3	unl
408678	38013	14003	25.21	2212	0.66	0.2	3	1	0	312.3	unl
408678	39014	14003	27.45	11	0.54	0.3	3	0	0	312.3	unl
408678	40015	14003	21.2	11	0.39	0.2	3	0	0	312.3	unl
408678	41016	14003	32.38	11	1.38	0.4	3	0	0	312.3	unl
408678	48023	14003	32.2	11	2.94	0.3	3	0	0	312.3	unl
408678	49024	14003	17.81	11	2.8	0.1	3	0	0	312.3	unl
408678	50025	57032	6.49	11	1.61	0.4	3	0	0	21.6	unl
408678	51026	14003	26.33	11	1.06	0.3	3	0	0	312.3	unl
408678	55030	14003	28.14	11	0.17	0.9	3	0	0	312.3	unl
408678	56031	14003	24.31	11	0.93	0.9	3	0	0	312.3	unl
408678	58033	14003	10.71	2212	0.01	2.1	3	1	0	312.3	unl
409140	38008	13006	20.22	11	1.78	0.4	3	0	0	103.8	unl
409140	39009	13006	11.36	11	0.4	0.3	3	0	0	103.8	unl
409140	40010	13006	10.29	11	3.52	0.3	3	0	0	103.8	unl
412242	46045	14007	19.13	11	7.88	2.2	2	0	0	616.1	unl
412242	79069	64054	31.9	11	7.5	1.7	2	0	0	75.7	unl
412242	39038	60050	17.12	11	0.59	0.3	3	0	0	48.9	unl
412242	47046	14007	27.5	11	1.15	0.3	3	0	0	616.1	unl
412242	48047	14007	26.77	11	0.39	0.5	3	0	0	616.1	unl
412242	49048	14007	4.54	11	0.45	0.2	3	0	0	616.1	in
412242	63053	64054	7.43	2212	1.5	0.8	3	1	0	75.7	unl
412242	70060	64054	37.03	11	3.27	0.5	3	0	0	75.7	unl
412242	72062	64054	12.07	11	3.51	0.9	3	0	0	75.7	unl
412242	76066	28036	26.55	11	1.0	0.9	3	0	0	58.4	unl
412242	77067	28036	33.3	11	1.19	0.3	3	0	0	58.4	unl
412242	78068	28036	13.19	11	1.65	1.3	3	0	0	58.4	unl
475778	31004	4000	31.42	11	1.17	0.3	3	0	0	143.8	unl
47696	36002	39005	8.82	2212	2.81	0.4	3	1	0	31.4	unl
47696	41007	16000	15.65	11	5.46	0.6	3	0	0	72.5	unl
47696	46008	16000	8.2	11	7.75	1.4	3	0	0	72.5	unl
47696	47009	16000	13.56	11	2.06	0.4	3	0	0	72.5	unl
499423	52034	57042	11.36	11	8.59	1.6	3	0	0	109.6	unl
499423	37011	57042	25.22	11	1.89	0.8	3	0	0	109.6	unl
499423	39013	57042	37.97	11	1.26	0.3	3	0	0	109.6	unl
499423	42016	50030	1.69	11	5.22	2.3	3	0	0	22.8	unl
499423	44018	57042	24.12	11	0.12	0.3	3	0	0	109.6	unl
499423	46020	57042	11.43	11	4.72	0.5	3	0	0	109.6	unl
499423	55037	57042	3.89	2212	4.71	0.6	3	1	0	109.6	unl
499423	56038	57042	2.97	11	3.2	0.7	3	0	0	109.6	unl
499423	41015	57042	27.66	2212	2.88	0.2	3	1	0	109.6	unl
499577	67034	76044	6.27	11	1.05	1.8	3	0	0	103.7	unl
499577	69036	96066	19.15	11	1.88	0.5	3	0	0	40.8	unl
499577	71038	13009	22.41	11	1.94	0.4	3	0	0	299.8	unl
499577	73040	13009	14.83	11	0.61	0.4	3	0	0	299.8	unl
500083	28003	3002	24.14	11	1.2	0.2	3	0	0	166.2	unl
500083	29004	3002	11.97	2212	1.87	0.2	3	1	0	166.2	unl
500083	32007	3002	8.65	11	1.45	0.3	3	0	0	166.2	unl
51546	56005	67024	37.32	11	7.51	1.9	2	0	0	181.7	unl
51546	53002	67024	15.42	2212	5.62	0.4	3	1	0	181.7	unl
52044	42016	18004	34.07	11	1.14	0.3	3	0	0	103.5	unl
52044	45019	18004	3.71	11	1.09	0.8	3	0	0	103.5	unl
52044	46020	18004	24.32	11	0.53	0.3	3	0	0	103.5	unl
52044	47021	18004	9.96	11	0.63	0.3	3	0	0	103.5	unl
52044	48022	18004	20.79	11	2.05	0.3	3	0	0	103.5	unl
52044	49023	18004	7.75	11	2.75	0.5	3	0	0	103.5	unl
52044	52026	58029	39.77	11	1.62	0.4	3	0	0	53.0	unl
52605	42008	45011	11.51	11	3.28	0.4	3	0	0	22.0	unl
52605	43009	51023	7.46	2212	4.11	0.7	3	1	0	135.5	unl
52605	44010	51023	9.51	11	4.04	1.5	3	0	0	135.5	unl
52693	47011	18034	12.7	11	0.77	1.4	2	0	0	183.0	unl
52693	48012	18034	3.05	11	4.36	0.8	3	0	0	183.0	unl
52693	49013	18034	6.46	11	1.75	0.3	3	0	0	183.0	unl
53658	41007	15003	8.47	11	2.23	0.1	3	0	0	129.6	unl
53658	42008	15003	19.13	11	0.37	0.3	3	0	0	129.6	unl
53658	43009	15003	22.14	11	1.37	0.3	3	0	0	129.6	unl
54453	47040	65058	25.36	11	1.44	0.2	3	0	0	23.1	unl
54453	60053	65058	27.4	11	2.38	0.3	3	0	0	23.1	unl
54453	61054	58051	11.96	11	0.47	0.0	3	0	0	31.5	unl
54453	62055	57050	15.54	11	0.96	0.4	3	0	0	198.8	unl
54453	63056	57050	11.51	11	6.06	1.9	3	0	0	198.8	unl
54453	67060	58051	13.91	11	2.65	0.5	3	0	0	31.5	unl
54453	68061	58051	12.81	2212	4.97	0.7	3	1	0	31.5	unl
54453	69062	65058	18.07	11	2.39	0.3	3	0	0	23.1	unl
55740	66032	22018	21.02	11	2.85	0.7	3	0	0	103.0	unl
56972	41016	17024	32.68	11	0.24	0.3	3	0	0	312.5	unl
57709	96030	99036	9.48	11	0.65	1.9	2	0	0	98.5	unl
57709	89021	20014	19.51	11	3.47	1.2	3	0	0	194.5	unl
57709	94028	20014	30.24	11	0.49	0.4	3	0	0	194.5	unl
58006	28013	58035	8.37	11	0.77	0.3	3	0	0	162.2	unl
58006	30015	58035	21.69	11	1.92	0.4	3	0	0	162.2	unl
58006	33018	58035	28.08	11	0.53	0.1	3	0	0	162.2	unl
58006	34019	58035	26.68	2212	3.21	0.5	3	1	0	162.2	unl
58006	35020	58035	31.72	11	3.23	0.7	3	0	0	162.2	unl
58006	42027	58035	39.48	11	1.09	0.7	3	0	0	162.2	unl
58006	44029	58035	32.83	11	0.64	0.3	3	0	0	162.2	unl
58006	46031	58035	37.37	11	1.34	0.9	3	0	0	162.2	unl
69232	61017	20021	18.89	11	1.75	0.2	3	0	0	195.2	unl
71642	30017	76071	22.47	11	2.41	0.6	3	0	0	205.2	unl
71642	31018	76071	23.6	11	7.03	1.5	3	0	0	205.2	unl
71642	32019	76071	8.47	11	1.45	0.6	3	0	0	205.2	unl
71642	34021	76071	15.75	11	2.36	0.5	3	0	0	205.2	unl
71642	35022	76071	16.83	11	1.69	0.7	3	0	0	205.2	unl
71642	39026	76071	15.89	11	1.27	0.3	3	0	0	205.2	unl
71642	43030	76071	32.66	11	1.02	0.3	3	0	0	205.2	unl
71642	48035	82096	15.37	11	3.71	0.8	3	0	0	124.6	unl
71642	49036	78077	20.13	11	0.63	0.5	3	0	0	35.9	unl
71642	53040	82096	11.29	11	0.43	0.5	3	0	0	124.6	unl
71642	54041	82096	16.04	11	2.34	0.7	3	0	0	124.6	unl
71642	57044	82096	39.14	11	1.19	0.2	3	0	0	124.6	unl
71642	58045	80091	18.34	11	2.44	0.8	3	0	0	40.0	unl
71642	64051	84105	3.59	11	5.45	0.4	3	0	0	78.5	unl
71642	67054	41028	14.15	11	0.57	0.3	3	0	0	44.7	unl
71642	68055	10116	9.68	11	2.25	0.7	3	0	0	155.5	unl
71642	69056	41028	11.3	11	4.73	0.7	3	0	0	44.7	unl
71642	71058	10116	23.88	11	3.23	0.3	3	0	0	155.5	unl
71642	83099	82096	3.56	13	0.83	0.3	4	1	0	124.6	unl
71872	69055	79074	12.58	11	8.84	1.7	2	0	0	200.6	unl
71872	39018	13008	25.7	11	1.24	0.3	3	0	0	89.2	unl
71872	40019	13012	37.18	11	0.28	0.3	3	0	0	83.3	unl
71872	42021	13008	24.11	11	1.0	0.3	3	0	0	89.2	unl
71872	43022	13008	24.23	11	0.79	0.4	3	0	0	89.2	unl
71872	44023	13008	26.79	11	0.52	0.3	3	0	0	89.2	unl
71872	45024	13008	20.88	11	0.17	0.3	3	0	0	89.2	unl
71872	46025	13008	12.91	11	3.43	0.5	3	0	0	89.2	unl
71872	47026	13012	23.11	11	2.53	0.6	3	0	0	83.3	unl
71872	52031	13012	39.21	11	0.23	0.1	3	0	0	83.3	unl
71872	53032	13008	8.89	11	2.26	0.4	3	0	0	89.2	unl
71872	56035	13012	32.71	11	1.4	0.4	3	0	0	83.3	unl
71872	57036	13012	36.44	11	0.87	0.2	3	0	0	83.3	unl
71872	58037	13012	15.63	11	1.74	0.3	3	0	0	83.3	unl
71872	59038	13012	20.41	11	1.82	0.3	3	0	0	83.3	unl
71872	60039	13008	26.53	2212	2.3	0.1	3	1	0	89.2	unl
71872	63042	13008	19.35	11	0.07	0.5	3	0	0	89.2	unl
71872	65051	13008	22.32	2212	3.2	0.3	3	1	0	89.2	unl
71872	66052	13008	17.15	11	1.96	0.8	3	0	0	89.2	unl
71872	67053	13012	11.39	11	1.28	0.3	3	0	0	83.3	unl
71872	68054	13012	3.68	11	3.38	0.4	3	0	0	83.3	unl
72786	48042	52050	13.72	11	2.12	0.3	3	0	0	90.7	unl
72786	50044	52050	17.87	11	1.24	0.8	3	0	0	90.7	unl
72786	51045	16017	17.27	11	1.09	0.3	3	0	0	116.3	unl
72786	53051	52050	4.88	11	2.21	0.3	3	0	0	90.7	unl
74123	53005	77020	39.39	11	1.91	0.7	3	0	0	60.3	unl
74123	55007	17029	6.84	11	2.28	0.5	3	0	0	53.4	unl
74123	59011	77020	39.24	11	1.16	0.1	3	0	0	60.3	unl
74123	61013	17029	17.24	11	0.74	0.4	3	0	0	53.4	unl
74123	64016	77020	29.84	11	1.64	0.3	3	0	0	60.3	unl
74326	49042	10020	37.39	11	8.62	1.9	2	0	0	193.5	unl
74326	43036	80061	22.97	11	2.13	1.7	2	0	0	22.1	unl
74326	38031	10020	30.05	11	4.08	1.1	3	0	0	193.5	unl
75954	57050	21063	27.68	11	1.33	0.3	3	0	0	171.8	unl
75954	58051	21048	4.99	11	3.26	0.4	3	0	0	521.9	unl
75954	60053	64059	15.75	11	0.19	0.3	3	0	0	22.3	unl
75954	61054	64059	33.73	11	0.8	0.6	3	0	0	22.3	unl
75954	63056	64059	6.59	11	0.75	0.8	3	0	0	22.3	unl
77328	35011	16016	33.56	11	1.46	0.3	3	0	0	180.6	unl
91917	71058	87053	33.63	11	9.28	3.1	2	0	0	201.7	unl
91917	61016	17005	26.94	11	1.47	0.4	3	0	0	29.8	unl
94224	60031	17013	5.34	11	4.49	3.0	2	0	0	199.9	unl
95151	30006	6002	38.52	11	0.2	0.3	3	0	0	104.1	unl
96383	36014	14007	17.63	2212	6.7	0.5	3	1	0	144.2	unl
96383	40018	14005	31.11	11	2.57	0.3	3	0	0	63.4	unl
98844	66043	67046	2.31	11	7.77	2.8	2	0	0	32.9	in
98844	51028	65042	7.05	11	3.15	1.8	2	0	0	69.1	unl
98844	53030	67046	17.06	11	3.52	0.4	3	0	0	32.9	unl
98844	55032	6013	32.47	11	0.98	0.3	3	0	0	349.8	unl
98844	56033	6013	18.23	11	4.64	0.9	3	0	0	349.8	unl
98844	59036	70063	34.94	11	2.55	0.7	3	0	0	347.9	unl
98844	61038	6013	16.73	2212	6.26	0.5	3	1	0	349.8	unl
98844	62039	6013	26.47	11	0.74	0.3	3	0	0	349.8	unl
98844	64041	6013	19.27	11	4.74	0.9	3	0	0	349.8	unl
98844	68058	70063	4.21	11	5.21	0.6	3	0	0	347.9	unl
98844	75068	6013	15.03	11	0.69	0.3	3	0	0	349.8	unl
99782	51014	64035	33.08	11	0.88	0.3	3	0	0	156.6	unl
99782	53016	64035	26.15	11	1.07	0.2	3	0	0	156.6	unl
166870	42030	87058	8.94	2212	5.28	0.2	3	1	0	173.8	unl
166870	45033	10013	39.91	11	2.98	0.5	3	0	0	31.3	unl
166870	46034	87058	26.26	11	2.18	0.3	3	0	0	173.8	unl
166870	51039	87058	10.53	2212	5.57	0.8	3	1	0	173.8	unl
166870	52040	10013	30.85	11	5.54	0.6	3	0	0	31.3	unl
166870	54042	87058	26.91	11	2.4	0.4	3	0	0	173.8	in
169356	55015	67030	31.98	11	3.69	0.4	3	0	0	84.9	unl
169356	58018	67030	34.14	11	0.67	0.3	3	0	0	84.9	unl
172942	47004	71022	9.46	2212	4.44	0.6	3	1	0	96.9	unl
174752	45002	48009	8.49	11	2.01	0.5	3	0	0	44.6	unl
174752	46003	48009	27.58	11	1.36	0.3	3	0	0	44.6	unl
174752	47004	48009	16.28	11	3.99	0.8	3	0	0	44.6	unl
278794	31007	49030	30.82	11	2.59	0.4	3	0	0	200.4	unl
278794	32008	49030	23.52	11	0.56	0.3	3	0	0	200.4	unl
278794	34010	44022	14.25	11	1.16	0.4	3	0	0	39.2	unl
278794	39015	49030	16.14	11	0.72	0.6	3	0	0	200.4	unl
278794	40016	49030	10.86	11	0.53	0.2	3	0	0	200.4	unl
278794	41017	49030	9.46	11	1.45	0.3	3	0	0	200.4	unl
278794	42018	49030	28.91	11	1.73	0.3	3	0	0	200.4	unl
278794	43019	49030	27.41	11	3.87	0.5	3	0	0	200.4	unl
281485	75054	15036	10.65	11	0.26	2.2	2	0	0	164.7	unl
281485	62041	88090	3.92	11	3.62	0.3	3	0	0	77.0	in
281485	66045	90104	9.15	11	1.94	0.5	3	0	0	47.2	unl
281485	68047	87078	9.52	11	1.27	0.3	3	0	0	82.0	unl
281485	74053	15036	9.17	211	0.05	0.0	3	1	0	164.7	unl
281639	78011	91023	31.59	11	1.95	0.3	3	0	0	144.5	unl
281639	92024	91023	34.24	11	0.92	0.2	3	0	0	144.5	unl
284235	26007	6004	20.96	11	1.41	0.3	3	0	0	133.6	unl
284235	27008	6004	30.46	11	1.99	0.2	3	0	0	133.6	unl
284235	28009	6004	22.44	11	1.65	0.3	3	0	0	133.6	in
284235	29010	6004	27.38	11	3.46	0.4	3	0	0	133.6	unl
284235	30011	74027	24.98	11	1.29	0.3	3	0	0	87.7	unl
284235	31012	6004	28.95	2212	5.67	0.8	3	1	0	133.6	unl
284235	32013	74027	13.69	11	1.11	0.2	3	0	0	87.7	in
347129	40032	11000	20.65	11	6.3	1.5	2	0	0	64.5	in
347129	36002	11000	26.15	11	1.74	0.3	3	0	0	64.5	in
347129	38004	11000	22.46	11	0.66	0.6	3	0	0	64.5	in
347129	39005	11000	11.01	11	6.06	0.7	3	0	0	64.5	in
347129	42008	11000	15.36	11	0.84	0.2	3	0	0	64.5	in
347129	43009	11000	31.19	11	3.55	0.3	3	0	0	64.5	in
399052	52047	15032	27.99	11	0.2	0.3	3	0	0	399.5	unl
399052	65068	15032	25.29	2212	4.12	0.9	3	1	0	399.5	unl
409634	66023	69032	21.59	11	0.32	0.1	3	0	0	39.1	unl
409634	67024	21002	13.93	11	2.15	0.4	3	0	0	180.6	unl
64591	57005	78025	30.59	11	1.44	0.3	3	0	0	50.7	unl
64591	58006	78025	37.96	11	0.7	0.2	3	0	0	50.7	unl
64591	67016	83044	11.68	11	1.18	0.3	3	0	0	298.1	unl
165157	58027	9000	6.33	11	0.0	10.2	3	0	0	127.4	unl
165157	40013	9000	15.22	11	0.26	0.3	3	0	0	127.4	unl
165157	41014	9000	29.38	2212	4.86	0.7	3	1	0	127.4	unl
165157	42015	9000	34.87	11	0.96	0.3	3	0	0	127.4	unl
165157	44017	62049	14.02	11	5.79	1.4	3	0	0	157.1	unl
165157	47020	9000	16.91	11	0.36	0.3	3	0	0	127.4	unl
165157	48021	62049	22.77	11	0.42	0.1	3	0	0	157.1	unl
165157	50023	9000	37.92	11	1.28	0.3	3	0	0	127.4	unl
165157	49022	53026	17.44	13	0.73	0.3	4	1	0	72.3	unl
173093	48019	18017	15.86	11	2.47	0.9	3	0	0	38.5	unl
173093	50021	12007	5.17	11	1.84	0.4	3	0	0	221.8	unl
173093	57028	12007	6.38	11	0.19	0.2	3	0	0	221.8	unl
173093	66045	18017	32.86	11	1.05	0.2	3	0	0	38.5	unl
173093	68047	18017	25.7	11	1.66	0.3	3	0	0	38.5	unl
173093	69048	18017	17.09	11	0.35	0.3	3	0	0	38.5	unl
176502	99062	109119	20.11	11	0.29	2.9	2	0	0	3464.6	unl
176502	93056	23030	5.36	11	4.25	2.6	2	0	0	714.8	unl
176502	82045	109119	8.14	11	7.08	1.5	2	0	1	3464.6	unl
176502	118185	109119	26.11	11	2.94	7.5	3	0	0	3464.6	unl
176502	72035	23030	27.12	11	2.42	0.9	3	0	0	714.8	unl
176502	73036	109119	23.46	11	4.58	0.8	3	0	0	3464.6	unl
