event	n_vtx	n_vtx_cl0	n_seg	n_seg_cl0	mainv_cl	seg_cl_min	cl0_deg2	cl0_deg3p	cl0_touch_main	cl0_touch_ids	cl0_ids
321629	44	0	23	0	10	10	0	0	0	-	-
321741	10	0	6	0	48	16	0	0	0	-	-
321767	45	0	25	0	15	15	0	0	0	-	-
321789	6	0	3	0	7	7	0	0	0	-	-
321849	53	0	30	0	28	21	0	0	0	-	-
321895	7	0	5	0	7	7	0	0	0	-	-
321937	11	0	6	0	22	22	0	0	0	-	-
321983	40	0	20	0	11	11	0	0	0	-	-
322135	23	0	12	0	15	15	0	0	0	-	-
322181	3	0	2	0	8	8	0	0	0	-	-
322269	9	0	5	0	7	7	0	0	0	-	-
322663	44	0	24	0	2	2	0	0	0	-	-
322707	28	0	16	0	11	11	0	0	0	-	-
322861	3	0	2	0	10	10	0	0	0	-	-
322885	39	0	20	0	20	20	0	0	0	-	-
322907	16	0	9	0	20	20	0	0	0	-	-
323125	10	0	6	0	12	12	0	0	0	-	-
323171	19	0	11	0	22	22	0	0	0	-	-
323301	33	0	22	0	19	19	0	0	0	-	-
323369	11	0	6	0	13	13	0	0	0	-	-
323917	13	0	7	0	70	27	0	0	0	-	-
345633	22	0	15	0	8	8	0	0	0	-	-
346623	23	0	12	0	14	14	0	0	0	-	-
346746	21	0	11	0	14	14	0	0	0	-	-
346878	16	0	8	0	22	22	0	0	0	-	-
347085	63	0	35	0	4	4	0	0	0	-	-
347129	34	1	19	0	55	11	1	0	0	42	37
347384	9	0	5	0	15	15	0	0	0	-	-
347824	86	0	53	0	24	24	0	0	0	-	-
347890	19	0	11	0	8	4	0	0	0	-	-
348088	10	0	6	0	8	8	0	0	0	-	-
348198	13	0	7	0	2	2	0	0	0	-	-
348471	47	0	29	0	12	12	0	0	0	-	-
348515	19	0	10	0	14	14	0	0	0	-	-
348594	12	0	8	0	16	16	0	0	0	-	-
348638	2	0	1	0	26	26	0	0	0	-	-
348682	30	0	15	0	11	11	0	0	0	-	-
348691	86	0	54	0	9	9	0	0	0	-	-
348713	20	0	11	0	7	7	0	0	0	-	-
348845	5	0	3	0	7	7	0	0	0	-	-
349056	10	0	6	0	12	12	0	0	0	-	-
349087	7	0	4	0	3	3	0	0	0	-	-
349241	41	0	21	0	15	15	0	0	0	-	-
349276	13	0	8	0	21	21	0	0	0	-	-
349320	10	0	5	0	11	11	0	0	0	-	-
349461	23	0	12	0	17	17	0	0	0	-	-
349549	86	0	50	0	12	12	0	0	0	-	-
349835	10	0	6	0	2	2	0	0	0	-	-
349879	5	0	3	0	17	17	0	0	0	-	-
349945	54	1	30	0	18	18	1	0	0	79	63
350099	4	0	3	0	15	15	0	0	0	-	-
350121	53	0	30	0	2	2	0	0	0	-	-
350266	0	0	0	0	-1	-1	0	0	0	-	-
350297	11	0	6	0	18	18	0	0	0	-	-
350354	106	0	58	0	18	18	0	0	0	-	-
350596	28	0	14	0	13	13	0	0	0	-	-
350935	19	0	11	0	17	11	0	0	0	-	-
351564	25	0	15	0	11	11	0	0	0	-	-
351639	10	0	5	0	-1	23	0	0	0	-	-
351705	2	0	1	0	3	3	0	0	0	-	-
351740	0	0	0	0	-1	-1	0	0	0	-	-
351749	46	0	23	0	14	14	0	0	0	-	-
352123	3	0	2	0	10	10	0	0	0	-	-
352136	0	0	0	0	-1	-1	0	0	0	-	-
352202	4	0	2	0	14	14	0	0	0	-	-
352233	26	0	13	0	6	6	0	0	0	-	-
352510	2	0	1	0	7	7	0	0	0	-	-
352664	9	0	5	0	7	7	0	0	0	-	-
352730	6	0	3	0	10	10	0	0	0	-	-
352796	11	0	6	0	10	10	0	0	0	-	-
353223	8	0	5	0	15	15	0	0	0	-	-
353729	19	1	10	0	32	30	1	0	0	125	18
353751	8	0	5	0	10	10	0	0	0	-	-
354248	29	0	16	0	29	22	0	0	0	-	-
354578	8	0	5	0	6	6	0	0	0	-	-
390942	43	0	22	0	13	13	0	0	0	-	-
390996	28	0	14	0	9	9	0	0	0	-	-
391063	20	0	10	0	22	22	0	0	0	-	-
391238	14	0	7	0	49	24	0	0	0	-	-
391260	13	0	7	0	13	13	0	0	0	-	-
391415	9	0	5	0	11	11	0	0	0	-	-
391513	9	0	5	0	8	8	0	0	0	-	-
391525	0	0	0	0	-1	-1	0	0	0	-	-
391756	7	0	4	0	11	11	0	0	0	-	-
391766	12	0	8	0	17	17	0	0	0	-	-
391777	19	0	11	0	14	14	0	0	0	-	-
391843	31	0	16	0	4	4	0	0	0	-	-
391854	0	0	0	0	-1	-1	0	0	0	-	-
391899	23	0	13	0	5	5	0	0	0	-	-
392009	18	0	11	0	6	6	0	0	0	-	-
392174	13	0	7	0	3	3	0	0	0	-	-
392262	10	0	5	0	6	6	0	0	0	-	-
392327	50	0	26	0	14	14	0	0	0	-	-
392417	16	0	10	0	19	19	0	0	0	-	-
392527	9	0	6	0	13	13	0	0	0	-	-
392552	18	0	9	0	12	12	0	0	0	-	-
392649	20	0	10	0	7	7	0	0	0	-	-
392669	20	0	12	0	5	5	0	0	0	-	-
392693	14	0	7	0	11	11	0	0	0	-	-
392759	43	0	22	0	10	10	0	0	0	-	-
355106	7	0	4	0	7	7	0	0	0	-	-
355238	8	0	6	0	5	5	0	0	0	-	-
386332	19	0	10	0	12	12	0	0	0	-	-
386442	42	0	22	0	16	16	0	0	0	-	-
386948	83	1	53	0	92	16	1	0	0	72	92
387102	0	0	0	0	-1	-1	0	0	0	-	-
387850	8	0	4	0	15	15	0	0	0	-	-
388026	16	0	9	0	12	12	0	0	0	-	-
388224	20	0	12	0	3	3	0	0	0	-	-
388323	35	0	18	0	23	23	0	0	0	-	-
389225	46	0	24	0	9	9	0	0	0	-	-
389379	26	0	13	0	10	10	0	0	0	-	-
389588	27	0	14	0	17	17	0	0	0	-	-
389874	4	0	2	0	11	11	0	0	0	-	-
390182	23	0	15	0	4	4	0	0	0	-	-
390215	12	0	6	0	8	8	0	0	0	-	-
390216	41	0	22	0	13	13	0	0	0	-	-
390370	27	0	15	0	7	7	0	0	0	-	-
390391	6	0	4	0	4	4	0	0	0	-	-
390634	49	0	27	0	1	1	0	0	0	-	-
390743	20	0	11	0	17	17	0	0	0	-	-
390744	31	0	16	0	11	11	0	0	0	-	-
390810	11	0	6	0	12	12	0	0	0	-	-
390842	7	0	5	0	3	3	0	0	0	-	-
390864	21	0	12	0	16	16	0	0	0	-	-
392891	10	0	5	0	16	16	0	0	0	-	-
392900	9	0	5	0	10	10	0	0	0	-	-
392901	21	0	11	0	22	22	0	0	0	-	-
392988	16	0	9	0	14	14	0	0	0	-	-
393042	15	0	8	0	15	15	0	0	0	-	-
393089	10	0	6	0	19	19	0	0	0	-	-
393119	46	0	23	0	10	10	0	0	0	-	-
393133	40	0	20	0	34	15	0	0	0	-	-
393212	67	0	39	0	83	6	0	0	0	-	-
393485	3	0	2	0	4	4	0	0	0	-	-
393505	29	0	17	0	21	15	0	0	0	-	-
393538	25	0	16	0	7	7	0	0	0	-	-
393581	22	0	11	0	6	6	0	0	0	-	-
393608	5	0	3	0	9	9	0	0	0	-	-
393727	5	0	3	0	20	20	0	0	0	-	-
393758	5	0	3	0	17	17	0	0	0	-	-
393791	25	0	14	0	7	7	0	0	0	-	-
393823	0	0	0	0	-1	-1	0	0	0	-	-
393835	8	0	4	0	12	12	0	0	0	-	-
393935	4	0	2	0	16	16	0	0	0	-	-
394131	0	0	0	0	-1	-1	0	0	0	-	-
394167	55	1	33	0	11	11	1	0	0	20	58
394255	26	0	13	0	13	13	0	0	0	-	-
394363	14	0	7	0	18	18	0	0	0	-	-
394396	18	0	10	0	7	7	0	0	0	-	-
395837	14	0	7	0	22	22	0	0	0	-	-
395870	52	0	28	0	16	16	0	0	0	-	-
395962	38	0	21	0	15	15	0	0	0	-	-
396037	38	1	21	0	17	17	1	0	0	69	41
396057	7	0	4	0	10	10	0	0	0	-	-
396091	19	0	10	0	7	7	0	0	0	-	-
396157	8	0	4	0	3	3	0	0	0	-	-
396222	289	0	180	0	9	9	0	0	0	-	-
396323	18	0	12	0	10	10	0	0	0	-	-
396355	17	0	9	0	24	24	0	0	0	-	-
396420	25	0	13	0	10	10	0	0	0	-	-
396521	24	0	12	0	4	4	0	0	0	-	-
396551	13	0	7	0	13	13	0	0	0	-	-
396596	0	0	0	0	-1	-1	0	0	0	-	-
396761	9	0	6	0	15	15	0	0	0	-	-
396805	4	0	3	0	6	6	0	0	0	-	-
396816	39	0	22	0	57	18	0	0	0	-	-
396829	41	0	22	0	17	17	0	0	0	-	-
396882	8	0	4	0	12	12	0	0	0	-	-
396927	26	0	14	0	15	15	0	0	0	-	-
396949	8	0	5	0	27	27	0	0	0	-	-
396971	34	0	18	0	10	10	0	0	0	-	-
397005	15	0	9	0	19	19	0	0	0	-	-
397103	21	0	12	0	8	8	0	0	0	-	-
397190	15	0	8	0	10	10	0	0	0	-	-
397379	9	0	5	0	13	13	0	0	0	-	-
397401	18	0	12	0	16	16	0	0	0	-	-
397476	23	0	13	0	18	18	0	0	0	-	-
397480	12	0	6	0	8	8	0	0	0	-	-
397487	8	0	4	0	10	10	0	0	0	-	-
397498	18	0	10	0	29	29	0	0	0	-	-
397542	8	0	4	0	6	6	0	0	0	-	-
397599	13	0	7	0	22	22	0	0	0	-	-
397630	40	0	25	0	15	15	0	0	0	-	-
397653	16	0	8	0	3	3	0	0	0	-	-
397722	7	0	4	0	18	18	0	0	0	-	-
397920	11	0	6	0	8	8	0	0	0	-	-
397927	7	0	4	0	13	13	0	0	0	-	-
398084	20	0	10	0	15	15	0	0	0	-	-
398125	14	0	7	0	12	12	0	0	0	-	-
398181	27	0	16	0	37	9	0	0	0	-	-
398191	16	0	9	0	22	22	0	0	0	-	-
398225	47	0	26	0	19	17	0	0	0	-	-
398238	0	0	0	0	-1	-1	0	0	0	-	-
398260	16	0	9	0	5	5	0	0	0	-	-
398268	27	0	16	0	15	15	0	0	0	-	-
398313	21	0	11	0	8	8	0	0	0	-	-
398414	4	0	2	0	18	18	0	0	0	-	-
398436	10	0	5	0	8	8	0	0	0	-	-
398514	12	0	6	0	18	18	0	0	0	-	-
398567	9	0	5	0	18	18	0	0	0	-	-
398690	41	0	23	0	18	18	0	0	0	-	-
398819	10	0	5	0	17	17	0	0	0	-	-
399052	41	0	28	0	19	15	0	0	0	-	-
399061	16	0	8	0	9	9	0	0	0	-	-
399073	0	0	0	0	-1	-1	0	0	0	-	-
399118	42	0	25	0	9	9	0	0	0	-	-
399303	14	0	8	0	14	14	0	0	0	-	-
399328	6	0	4	0	12	12	0	0	0	-	-
399702	6	0	5	0	27	27	0	0	0	-	-
399853	14	0	7	0	13	13	0	0	0	-	-
399856	5	0	3	0	3	3	0	0	0	-	-
399998	10	0	6	0	20	20	0	0	0	-	-
400029	27	0	14	0	15	15	0	0	0	-	-
400054	12	0	6	0	16	16	0	0	0	-	-
400117	9	0	6	0	15	15	0	0	0	-	-
400185	48	0	25	0	14	14	0	0	0	-	-
400239	8	0	5	0	5	5	0	0	0	-	-
400251	26	0	14	0	17	17	0	0	0	-	-
400273	4	0	2	0	9	9	0	0	0	-	-
400274	0	0	0	0	-1	-1	0	0	0	-	-
400349	10	0	5	0	-1	25	0	0	0	-	-
400427	36	0	18	0	8	8	0	0	0	-	-
400460	12	0	7	0	18	18	0	0	0	-	-
400504	19	0	12	0	6	6	0	0	0	-	-
394407	22	0	11	0	11	11	0	0	0	-	-
394532	30	0	16	0	41	8	0	0	0	-	-
394605	6	0	4	0	21	21	0	0	0	-	-
394642	9	0	5	0	13	13	0	0	0	-	-
394717	52	0	28	0	17	17	0	0	0	-	-
394796	21	0	11	0	15	15	0	0	0	-	-
394836	2	0	1	0	5	5	0	0	0	-	-
395012	30	0	16	0	10	10	0	0	0	-	-
395033	10	0	6	0	10	10	0	0	0	-	-
395079	23	0	12	0	15	15	0	0	0	-	-
395089	30	0	17	0	21	21	0	0	0	-	-
395123	15	0	8	0	21	21	0	0	0	-	-
395148	34	1	20	0	21	21	1	0	0	32	36
395209	10	0	8	0	4	4	0	0	0	-	-
395277	23	0	12	0	3	3	0	0	0	-	-
395298	17	0	10	0	56	15	0	0	0	-	-
395390	10	0	5	0	13	13	0	0	0	-	-
395443	24	0	13	0	5	5	0	0	0	-	-
395485	31	0	17	0	6	6	0	0	0	-	-
395573	42	0	22	0	10	10	0	0	0	-	-
395597	15	0	10	0	20	20	0	0	0	-	-
395610	18	0	11	0	22	22	0	0	0	-	-
395654	3	0	2	0	15	15	0	0	0	-	-
395695	37	0	22	0	11	11	0	0	0	-	-
395717	6	0	3	0	21	21	0	0	0	-	-
400592	5	0	3	0	14	14	0	0	0	-	-
400636	18	0	11	0	13	6	0	0	0	-	-
400779	12	0	7	0	18	18	0	0	0	-	-
400856	6	0	3	0	12	12	0	0	0	-	-
401054	15	0	8	0	11	11	0	0	0	-	-
401197	4	0	2	0	9	9	0	0	0	-	-
401241	10	0	5	0	13	13	0	0	0	-	-
401252	37	0	20	0	25	25	0	0	0	-	-
401450	107	0	68	0	23	23	0	0	0	-	-
401516	9	0	5	0	12	12	0	0	0	-	-
401626	24	0	14	0	9	9	0	0	0	-	-
401780	7	0	4	0	13	13	0	0	0	-	-
402077	17	0	11	0	15	15	0	0	0	-	-
402209	22	0	12	0	7	7	0	0	0	-	-
402297	16	0	8	0	18	16	0	0	0	-	-
402330	7	0	4	0	1	1	0	0	0	-	-
402506	14	0	7	0	11	11	0	0	0	-	-
402880	36	0	18	0	9	9	0	0	0	-	-
403023	40	0	22	0	11	11	0	0	0	-	-
403309	6	0	3	0	10	10	0	0	0	-	-
403397	21	0	11	0	8	8	0	0	0	-	-
403441	10	0	5	0	29	29	0	0	0	-	-
404189	5	0	3	0	5	5	0	0	0	-	-
404244	41	0	22	0	12	12	0	0	0	-	-
404684	4	0	3	0	9	9	0	0	0	-	-
405201	32	0	19	0	20	20	0	0	0	-	-
405234	13	0	7	0	16	16	0	0	0	-	-
405432	15	0	8	0	15	15	0	0	0	-	-
405454	4	0	2	0	54	54	0	0	0	-	-
405674	7	0	5	0	11	11	0	0	0	-	-
405707	23	0	18	0	17	17	0	0	0	-	-
405740	10	0	5	0	14	14	0	0	0	-	-
405927	15	0	8	0	21	21	0	0	0	-	-
405971	4	0	2	0	6	6	0	0	0	-	-
406125	87	0	45	0	8	8	0	0	0	-	-
406147	41	0	24	0	22	22	0	0	0	-	-
406367	15	0	8	0	12	12	0	0	0	-	-
406444	2	0	1	0	9	9	0	0	0	-	-
406631	25	0	14	0	18	18	0	0	0	-	-
406642	2	0	1	0	4	4	0	0	0	-	-
406752	7	0	4	0	7	7	0	0	0	-	-
406796	26	0	14	0	11	11	0	0	0	-	-
407148	12	0	7	0	15	15	0	0	0	-	-
407170	0	0	0	0	-1	-1	0	0	0	-	-
407280	11	0	8	0	51	16	0	0	0	-	-
407534	22	0	12	0	11	11	0	0	0	-	-
407798	19	0	10	0	28	28	0	0	0	-	-
407886	16	0	9	0	11	11	0	0	0	-	-
407918	36	0	20	0	11	11	0	0	0	-	-
408028	9	0	5	0	19	19	0	0	0	-	-
408094	0	0	0	0	-1	-1	0	0	0	-	-
408304	51	0	29	0	9	9	0	0	0	-	-
408326	7	0	4	0	21	21	0	0	0	-	-
408534	14	0	9	0	9	9	0	0	0	-	-
408678	61	0	33	0	14	14	0	0	0	-	-
409052	4	0	2	0	17	17	0	0	0	-	-
409140	22	0	12	0	13	13	0	0	0	-	-
409282	0	0	0	0	-1	-1	0	0	0	-	-
409514	14	0	7	0	8	8	0	0	0	-	-
409546	18	0	10	0	41	9	0	0	0	-	-
409624	81	1	46	0	5	5	1	0	0	84	65
409634	40	0	24	0	63	21	0	0	0	-	-
409888	37	0	23	0	13	13	0	0	0	-	-
409906	41	0	23	0	13	13	0	0	0	-	-
409920	22	0	11	0	7	7	0	0	0	-	-
409942	19	0	11	0	17	17	0	0	0	-	-
409964	28	0	15	0	14	14	0	0	0	-	-
410008	50	0	29	0	35	20	0	0	0	-	-
410064	14	0	7	0	2	2	0	0	0	-	-
410126	12	0	6	0	17	17	0	0	0	-	-
410566	18	0	10	0	7	7	0	0	0	-	-
410680	21	0	12	0	11	11	0	0	0	-	-
410698	68	0	40	0	13	5	0	0	0	-	-
410768	12	0	6	0	16	16	0	0	0	-	-
411010	6	0	3	0	4	4	0	0	0	-	-
473358	6	0	3	0	19	19	0	0	0	-	-
473886	2	0	1	0	2	2	0	0	0	-	-
473952	30	0	16	0	18	18	0	0	0	-	-
474370	30	0	15	0	8	8	0	0	0	-	-
474612	5	0	3	0	5	5	0	0	0	-	-
474678	24	0	16	0	61	17	0	0	0	-	-
475096	26	0	15	0	26	19	0	0	0	-	-
475140	4	0	2	0	10	10	0	0	0	-	-
475712	17	0	10	0	16	16	0	0	0	-	-
475778	12	0	6	0	4	4	0	0	0	-	-
476966	13	0	7	0	8	8	0	0	0	-	-
47696	20	0	10	0	16	16	0	0	0	-	-
477142	17	0	10	0	18	18	0	0	0	-	-
47784	16	0	9	0	17	17	0	0	0	-	-
478088	9	0	5	0	22	22	0	0	0	-	-
478220	34	0	18	0	17	17	0	0	0	-	-
478374	9	0	5	0	12	12	0	0	0	-	-
478594	7	0	4	0	9	9	0	0	0	-	-
478638	14	0	8	0	5	5	0	0	0	-	-
478880	33	0	19	0	24	14	0	0	0	-	-
47894	26	0	13	0	12	12	0	0	0	-	-
47916	5	0	3	0	11	11	0	0	0	-	-
479650	71	1	39	0	8	8	1	0	0	29	74
480002	12	0	6	0	-1	26	0	0	0	-	-
480728	27	0	14	0	11	11	0	0	0	-	-
411460	16	0	9	0	6	6	0	0	0	-	-
412062	4	0	2	0	9	9	0	0	0	-	-
412208	13	0	8	0	7	7	0	0	0	-	-
412242	89	0	49	0	14	14	0	0	0	-	-
412326	26	0	13	0	10	10	0	0	0	-	-
412396	11	0	6	0	18	18	0	0	0	-	-
412612	6	0	4	0	10	10	0	0	0	-	-
412638	18	1	10	0	18	18	1	0	0	54	19
414024	20	0	10	0	17	17	0	0	0	-	-
414200	5	0	3	0	6	6	0	0	0	-	-
414240	10	0	6	0	17	17	0	0	0	-	-
414288	3	0	2	0	1	1	0	0	0	-	-
414306	5	0	3	0	11	11	0	0	0	-	-
414372	9	0	5	0	10	10	0	0	0	-	-
414442	12	0	7	0	21	21	0	0	0	-	-
414552	6	0	3	0	54	25	0	0	0	-	-
415186	21	0	11	0	19	19	0	0	0	-	-
415278	181	1	115	0	23	22	1	0	0	64	242
415564	12	0	8	0	17	17	0	0	0	-	-
417100	4	0	2	0	25	25	0	0	0	-	-
417496	14	0	7	0	19	19	0	0	0	-	-
417782	18	0	9	0	14	14	0	0	0	-	-
47058	24	0	12	0	11	11	0	0	0	-	-
47212	120	0	72	0	1	1	0	0	0	-	-
47278	28	0	16	0	6	6	0	0	0	-	-
500083	14	0	8	0	3	3	0	0	0	-	-
500149	9	0	6	0	17	17	0	0	0	-	-
500567	20	0	11	0	13	13	0	0	0	-	-
501711	60	0	33	0	13	13	0	0	0	-	-
50182	9	0	5	0	10	10	0	0	0	-	-
502019	18	0	13	0	9	9	0	0	0	-	-
502525	14	0	8	0	19	19	0	0	0	-	-
502921	50	0	26	0	10	10	0	0	0	-	-
50303	25	0	13	0	12	12	0	0	0	-	-
50446	18	0	9	0	13	13	0	0	0	-	-
50688	14	0	7	0	10	10	0	0	0	-	-
50743	16	0	8	0	17	17	0	0	0	-	-
50801	52	0	27	0	20	20	0	0	0	-	-
50831	23	0	12	0	14	14	0	0	0	-	-
51051	11	0	6	0	19	19	0	0	0	-	-
51128	48	0	25	0	22	22	0	0	0	-	-
51219	29	0	16	0	12	12	0	0	0	-	-
51260	22	0	11	0	7	7	0	0	0	-	-
51513	17	0	9	0	16	16	0	0	0	-	-
51546	28	0	20	0	16	16	0	0	0	-	-
51722	18	0	12	0	17	17	0	0	0	-	-
51865	16	0	8	0	15	15	0	0	0	-	-
51868	25	0	13	0	7	7	0	0	0	-	-
51890	13	0	7	0	15	15	0	0	0	-	-
51964	7	0	5	0	7	7	0	0	0	-	-
493439	6	0	4	0	11	11	0	0	0	-	-
493659	20	0	10	0	20	20	0	0	0	-	-
493835	14	0	8	0	95	25	0	0	0	-	-
49415	8	0	4	0	19	19	0	0	0	-	-
494297	13	0	8	0	10	10	0	0	0	-	-
494847	23	0	12	0	4	4	0	0	0	-	-
495199	11	0	6	0	37	18	0	0	0	-	-
495881	22	0	13	0	2	2	0	0	0	-	-
497311	16	0	9	0	18	15	0	0	0	-	-
497355	13	0	7	0	9	9	0	0	0	-	-
497399	22	0	11	0	24	24	0	0	0	-	-
49742	12	0	6	0	16	16	0	0	0	-	-
49745	11	0	8	0	3	3	0	0	0	-	-
497553	11	0	7	0	12	12	0	0	0	-	-
49767	0	0	0	0	-1	-1	0	0	0	-	-
497883	20	0	11	0	6	6	0	0	0	-	-
498675	11	1	6	0	15	15	1	0	0	70	10
49877	0	0	0	0	-1	-1	0	0	0	-	-
498851	20	0	11	0	11	11	0	0	0	-	-
499115	13	0	7	0	6	6	0	0	0	-	-
499423	57	0	29	0	11	11	0	0	0	-	-
49951	28	0	15	0	16	16	0	0	0	-	-
499577	48	0	28	0	13	13	0	0	0	-	-
49984	6	0	3	0	4	4	0	0	0	-	-
49987	14	0	7	0	8	8	0	0	0	-	-
480772	23	0	13	0	10	10	0	0	0	-	-
480970	9	0	5	0	10	10	0	0	0	-	-
481014	12	0	6	0	-1	26	0	0	0	-	-
48367	64	0	36	0	19	19	0	0	0	-	-
48488	11	0	6	0	21	21	0	0	0	-	-
486247	19	0	11	0	7	7	0	0	0	-	-
486687	72	0	40	0	20	20	0	0	0	-	-
486907	71	0	39	0	98	22	0	0	0	-	-
487303	36	0	19	0	7	4	0	0	0	-	-
48774	9	0	5	0	7	7	0	0	0	-	-
487853	27	0	14	0	45	13	0	0	0	-	-
488139	5	0	3	0	14	14	0	0	0	-	-
488755	17	0	9	0	9	9	0	0	0	-	-
48895	16	0	8	0	17	17	0	0	0	-	-
489327	50	0	30	0	19	19	0	0	0	-	-
489503	39	1	21	0	18	18	1	0	0	55	45
490361	28	0	15	0	20	20	0	0	0	-	-
490581	4	0	3	0	6	6	0	0	0	-	-
490779	28	0	14	0	15	15	0	0	0	-	-
490977	34	0	19	0	17	17	0	0	0	-	-
491483	12	0	6	0	13	13	0	0	0	-	-
492649	56	0	28	0	20	20	0	0	0	-	-
492803	12	0	7	0	16	16	0	0	0	-	-
492913	6	0	3	0	15	15	0	0	0	-	-
493243	18	0	9	0	13	13	0	0	0	-	-
52044	50	1	29	0	18	18	1	0	0	24	52
52085	15	0	8	0	6	6	0	0	0	-	-
52121	12	0	8	0	11	11	0	0	0	-	-
52220	14	0	7	0	14	14	0	0	0	-	-
52286	17	0	9	0	21	21	0	0	0	-	-
52338	12	0	7	0	1	1	0	0	0	-	-
52352	22	0	11	0	17	17	0	0	0	-	-
52605	24	0	15	0	51	11	0	0	0	-	-
52638	0	0	0	0	-1	-1	0	0	0	-	-
52657	12	0	6	0	23	23	0	0	0	-	-
52693	37	0	20	0	18	18	0	0	0	-	-
52723	9	0	5	0	7	7	0	0	0	-	-
52759	15	0	8	0	16	16	0	0	0	-	-
53130	8	0	5	0	8	8	0	0	0	-	-
53361	14	0	8	0	27	27	0	0	0	-	-
53427	11	0	7	0	14	14	0	0	0	-	-
53658	19	0	10	0	15	15	0	0	0	-	-
53713	22	0	11	0	15	15	0	0	0	-	-
53793	19	0	13	0	37	12	0	0	0	-	-
53881	10	0	5	0	12	12	0	0	0	-	-
54175	38	0	21	0	18	18	0	0	0	-	-
54332	119	0	73	0	16	16	0	0	0	-	-
54341	66	0	38	0	18	18	0	0	0	-	-
54351	15	0	9	0	17	17	0	0	0	-	-
54453	86	0	47	0	22	22	0	0	0	-	-
59179	12	0	7	0	15	15	0	0	0	-	-
59247	7	0	4	0	15	15	0	0	0	-	-
59261	20	0	11	0	11	11	0	0	0	-	-
59335	27	0	14	0	11	11	0	0	0	-	-
59371	17	0	9	0	8	8	0	0	0	-	-
59553	20	0	10	0	10	10	0	0	0	-	-
59685	7	0	4	0	6	6	0	0	0	-	-
59753	28	0	14	0	14	14	0	0	0	-	-
59899	7	0	4	0	5	5	0	0	0	-	-
59929	29	1	15	0	20	20	1	0	0	51	29
60017	6	0	3	0	7	7	0	0	0	-	-
60669	13	0	8	0	17	17	0	0	0	-	-
60933	14	0	8	0	18	18	0	0	0	-	-
61071	8	0	4	0	4	4	0	0	0	-	-
61351	14	0	7	0	17	17	0	0	0	-	-
61417	15	0	8	0	9	9	0	0	0	-	-
61461	33	0	19	0	10	10	0	0	0	-	-
61579	45	0	26	0	20	20	0	0	0	-	-
61681	7	0	4	0	2	2	0	0	0	-	-
61843	48	0	28	0	17	17	0	0	0	-	-
62149	11	0	6	0	13	13	0	0	0	-	-
62281	9	0	6	0	19	19	0	0	0	-	-
62459	12	0	7	0	10	10	0	0	0	-	-
62495	23	0	12	0	16	16	0	0	0	-	-
62561	4	0	2	0	15	15	0	0	0	-	-
57441	20	0	10	0	20	20	0	0	0	-	-
57485	14	0	9	0	16	16	0	0	0	-	-
57575	16	0	9	0	12	12	0	0	0	-	-
57577	13	0	7	0	13	13	0	0	0	-	-
57661	31	0	18	0	18	18	0	0	0	-	-
57709	44	0	26	0	13	13	0	0	0	-	-
57742	15	0	8	0	10	10	0	0	0	-	-
57883	8	0	5	0	16	16	0	0	0	-	-
57903	17	0	9	0	14	14	0	0	0	-	-
58006	56	0	30	0	8	8	0	0	0	-	-
58072	19	0	10	0	15	15	0	0	0	-	-
58321	8	0	5	0	19	19	0	0	0	-	-
58325	23	0	12	0	13	13	0	0	0	-	-
58343	0	0	0	0	-1	-1	0	0	0	-	-
58345	8	0	4	0	7	7	0	0	0	-	-
58607	30	0	16	0	23	23	0	0	0	-	-
58653	16	0	8	0	4	4	0	0	0	-	-
58717	11	0	6	0	21	21	0	0	0	-	-
58755	34	0	19	0	30	30	0	0	0	-	-
58919	28	0	15	0	5	5	0	0	0	-	-
59003	8	0	4	0	19	19	0	0	0	-	-
59025	15	0	9	0	19	19	0	0	0	-	-
59047	0	0	0	0	-1	-1	0	0	0	-	-
59085	11	0	7	0	84	3	0	0	0	-	-
59093	31	0	17	0	15	15	0	0	0	-	-
54475	11	0	6	0	20	20	0	0	0	-	-
54508	11	0	6	0	10	10	0	0	0	-	-
54629	18	0	13	0	15	15	0	0	0	-	-
55220	8	0	5	0	17	17	0	0	0	-	-
55278	13	0	7	0	21	13	0	0	0	-	-
55286	0	0	0	0	-1	-1	0	0	0	-	-
55322	23	0	14	0	18	18	0	0	0	-	-
55443	46	0	23	0	7	7	0	0	0	-	-
55539	14	0	8	0	18	18	0	0	0	-	-
55542	12	0	9	0	5	5	0	0	0	-	-
55595	21	0	13	0	8	8	0	0	0	-	-
55627	13	0	7	0	22	22	0	0	0	-	-
55715	29	0	16	0	15	15	0	0	0	-	-
55740	43	0	25	0	62	17	0	0	0	-	-
55957	6	0	3	0	13	13	0	0	0	-	-
56180	48	0	27	0	18	18	0	0	0	-	-
56211	9	0	5	0	11	11	0	0	0	-	-
56243	60	0	32	0	9	9	0	0	0	-	-
56463	40	0	22	0	14	14	0	0	0	-	-
56521	6	0	3	0	6	6	0	0	0	-	-
56763	20	0	13	0	10	10	0	0	0	-	-
56939	13	0	7	0	8	8	0	0	0	-	-
56972	23	0	13	0	17	17	0	0	0	-	-
57280	14	0	7	0	21	21	0	0	0	-	-
57346	16	0	8	0	16	16	0	0	0	-	-
62583	64	0	33	0	25	25	0	0	0	-	-
62613	10	0	5	0	17	17	0	0	0	-	-
62721	24	0	12	0	16	16	0	0	0	-	-
63163	22	0	12	0	6	6	0	0	0	-	-
