arm	erase	event	into_start_seg	nseg_event	old_ctype	old_kine_mev	old_nseg	old_shower_id	old_svtx_main	orphans_final
work-pr121r1-dbg141-mcp1k	1	348471	12052	29	1	709.9	13	2	1	14
