evt	sample	CP24_best_dl	CP24_top1	CP24_admit5	CP24_admit10	CP24_target_rank	CP24_target_dl	ft2u_best_dl	ft2u_top1	ft2u_admit5	ft2u_admit10	ft2u_target_rank	ft2u_target_dl
237292	mcp2k	0.005504965782165527	0	0	0	-1	-9	0.010660171508789062	0	0	0	-1	-9
237446	mcp2k	0.01984691619873047	1	1	1	0	0.01984691619873047	0.02861112356185913	1	1	1	0	0.02861112356185913
237798	mcp2k	0.06790387630462646	1	1	1	0	0.06790387630462646	0.08162188529968262	1	1	1	0	0.08162188529968262
239794	nuecc48	0.9999997019767761	1	1	1	0	0.9999997019767761	0.9999998807907104	1	1	1	0	0.9999998807907104
240372	mcp2k	0.9625864028930664	1	1	1	0	0.9625864028930664	0.9757895469665527	1	1	1	0	0.9757895469665527
240636	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
241626	mcp2k	0.005343139171600342	0	1	1	3	0.003096282482147217	0.010311663150787354	0	1	1	3	0.008193612098693848
242000	mcp2k	0.04862016439437866	1	1	1	0	0.04862016439437866	0.059874117374420166	1	1	1	0	0.059874117374420166
242022	mcp2k	0.005468428134918213	0	0	0	-1	-9	0.010456204414367676	0	0	0	-1	-9
242484	mcp2k	0.005471348762512207	0	0	1	5	0.004185080528259277	0.010442137718200684	0	1	1	4	0.009376585483551025
242550	mcp2k	0.9844837784767151	1	1	1	0	0.9844837784767151	0.989209771156311	1	1	1	0	0.989209771156311
242726	mcp2k	0.4949875473976135	1	1	1	0	0.4949875473976135	0.5796297788619995	1	1	1	0	0.5796297788619995
242814	mcp2k	0.9904085397720337	1	1	1	0	0.9904085397720337	0.9863579273223877	1	1	1	0	0.9863579273223877
243628	mcp2k	0.005480766296386719	0	0	1	7	0.005115330219268799	0.010535717010498047	1	1	1	0	0.010535717010498047
246579	nuecc48	0.6577870845794678	1	1	1	0	0.6577870845794678	0.7161800265312195	1	1	1	0	0.7161800265312195
256587	nuecc48	0.9998317360877991	1	1	1	0	0.9998317360877991	0.9996501207351685	1	1	1	0	0.9996501207351685
259542	ncpi0	0.01077347993850708	0	0	0	-1	-9	0.017317116260528564	0	0	0	-1	-9
267597	nuecc48	0.9200356006622314	1	1	1	0	0.9200356006622314	0.9398816823959351	1	1	1	0	0.9398816823959351
268067	nuecc48	0.9088618159294128	0	1	1	2	0.3468492031097412	0.9348508715629578	0	1	1	2	0.3915223777294159
268784	nuecc48	0.9986861944198608	1	1	1	0	0.9986861944198608	0.9991907477378845	1	1	1	0	0.9991907477378845
269774	nuecc48	0.560603141784668	1	1	1	0	0.560603141784668	0.5818766355514526	1	1	1	0	0.5818766355514526
271851	nuecc48	0.09703904390335083	1	1	1	0	0.09703904390335083	0.11655670404434204	1	1	1	0	0.11655670404434204
275231	mcp2k	0.10994577407836914	1	1	1	0	0.10994577407836914	0.14332032203674316	1	1	1	0	0.14332032203674316
276836	mcp1k	0.005944728851318359	0	0	0	-1	-9	0.011119723320007324	0	0	0	-1	-9
277123	mcp2k	0.005367636680603027	0	0	1	5	0.0029198527336120605	0.010336577892303467	0	1	1	4	0.008184194564819336
277276	mcp1k	0.29656851291656494	1	1	1	0	0.29656851291656494	0.4290335476398468	1	1	1	0	0.4290335476398468
277298	mcp1k	0.9506362080574036	0	1	1	2	0.7573320269584656	0.9489734172821045	0	1	1	3	0.7473216652870178
278046	mcp1k	0.007833361625671387	0	0	1	7	0.003527820110321045	0.013310551643371582	0	0	1	7	0.008519113063812256
278266	mcp1k	0.005321681499481201	0	0	1	6	0.0011726021766662598	0.010289609432220459	0	0	1	6	0.00612485408782959
278509	mcp2k	0.00543588399887085	0	0	1	8	0.0028940439224243164	0.010406315326690674	0	0	1	8	0.0078125
278640	mcp1k	0.004868447780609131	1	1	1	0	0.004868447780609131	0.009881854057312012	1	1	1	0	0.009881854057312012
278684	mcp1k	0.005386650562286377	0	0	0	-1	-9	0.010356128215789795	0	0	0	-1	-9
278785	mcp1k	0.005646467208862305	1	1	1	0	0.005646467208862305	0.011373460292816162	1	1	1	0	0.011373460292816162
278794	mcp1k	0.005431652069091797	0	0	0	-1	-9	0.010535836219787598	0	0	0	-1	-9
279190	mcp1k	0.004951834678649902	0	0	1	6	0.00046515464782714844	0.009919822216033936	0	0	1	6	0.005575716495513916
279213	mcp2k	0.0053830742835998535	0	0	0	-1	-9	0.010352492332458496	0	0	0	-1	-9
279256	mcp1k	0.005478620529174805	0	1	1	3	0.005428194999694824	0.010862410068511963	1	1	1	0	0.010862410068511963
279445	mcp1k	0.8604927659034729	1	1	1	0	0.8604927659034729	0.8266223669052124	1	1	1	0	0.8266223669052124
279643	mcp1k	0.005442976951599121	0	0	0	-1	-9	0.010413587093353271	0	0	0	-1	-9
279955	mcp2k	0.005375802516937256	0	0	0	-1	-9	0.010345041751861572	0	0	0	-1	-9
279977	mcp2k	0.05386322736740112	1	1	1	0	0.05386322736740112	0.06416356563568115	1	1	1	0	0.06416356563568115
280017	mcp1k	0.005482137203216553	0	0	1	9	0.0035504698753356934	0.010452985763549805	0	0	1	9	0.0086517333984375
280159	mcp2k	0.7444959878921509	1	1	1	0	0.7444959878921509	0.7668691277503967	1	1	1	0	0.7668691277503967
280351	mcp2k	0.8927534818649292	1	1	1	0	0.8927534818649292	0.8731534481048584	1	1	1	0	0.8731534481048584
280598	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
280709	mcp2k	0.005358517169952393	0	0	0	-1	-9	0.010327279567718506	0	0	0	-1	-9
280752	mcp1k	0.005451679229736328	0	0	0	-1	-9	0.01042240858078003	0	0	0	-1	-9
280774	mcp1k	0.8666845560073853	0	0	0	-1	-9	0.871889054775238	0	0	0	-1	-9
280853	mcp1k	0.034516215324401855	1	1	1	0	0.034516215324401855	0.047722816467285156	1	1	1	0	0.047722816467285156
280945	mcp2k	0.005352616310119629	0	0	0	-1	-9	0.010321319103240967	0	0	0	-1	-9
280972	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
280994	mcp1k	0.005287230014801025	0	0	0	-1	-9	0.010254263877868652	0	0	0	-1	-9
281214	mcp1k	0.962256669998169	1	1	1	0	0.962256669998169	0.9540684223175049	1	1	1	0	0.9540684223175049
281485	mcp1k	0.00553739070892334	0	0	0	-1	-9	0.01056748628616333	0	0	0	-1	-9
281505	mcp1k	0.005421280860900879	0	1	1	4	0.004869699478149414	0.010391414165496826	0	1	1	4	0.010112941265106201
281507	mcp1k	0.8776998519897461	1	1	1	0	0.8776998519897461	0.8786160349845886	1	1	1	0	0.8786160349845886
281527	mcp1k	0.0053383708000183105	0	1	1	4	0.0036211013793945312	0.01030665636062622	0	1	1	4	0.008608102798461914
281567	mcp2k	0.0070953369140625	0	0	0	-1	-9	0.012662172317504883	0	0	0	-1	-9
281595	mcp1k	0.012953460216522217	1	1	1	0	0.012953460216522217	0.022628605365753174	1	1	1	0	0.022628605365753174
281639	mcp1k	0.006183505058288574	0	0	0	-1	-9	0.011335790157318115	0	0	0	-1	-9
281727	mcp1k	0.005472064018249512	0	0	0	-1	-9	0.010442852973937988	0	0	0	-1	-9
281781	mcp2k	0.006145060062408447	0	0	0	-1	-9	0.011580944061279297	0	0	0	-1	-9
281837	mcp1k	0.6854215860366821	0	0	0	-1	-9	0.6912264823913574	0	0	0	-1	-9
281953	mcp1k	0.005468845367431641	0	1	1	3	0.0038180947303771973	0.010439634323120117	0	1	1	3	0.008939683437347412
281985	mcp2k	0.005443692207336426	0	1	1	3	0.0047217607498168945	0.010414302349090576	0	1	1	2	0.009920477867126465
282057	mcp1k	0.006675302982330322	0	1	1	1	0.0046384334564208984	0.0127410888671875	0	1	1	1	0.010112643241882324
282072	mcp1k	0.704383373260498	0	1	1	2	0.3153262734413147	0.7276374101638794	0	1	1	2	0.3154323697090149
282204	mcp1k	0.1210421621799469	1	1	1	0	0.1210421621799469	0.1542578637599945	1	1	1	0	0.1542578637599945
282217	mcp1k	0.9908207058906555	1	1	1	0	0.9908207058906555	0.9938216805458069	1	1	1	0	0.9938216805458069
282231	mcp1k	0.004697263240814209	0	1	1	1	0.0039067864418029785	0.009773850440979004	0	1	1	1	0.0090140700340271
282385	mcp1k	0.0056841373443603516	0	0	0	-1	-9	0.01090395450592041	0	0	1	8	0.007369875907897949
282459	mcp1k	0.9177409410476685	1	1	1	0	0.9177409410476685	0.9320141673088074	1	1	1	0	0.9320141673088074
282491	mcp2k	0.00520402193069458	0	0	0	-1	-9	0.01017773151397705	0	0	0	-1	-9
282666	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
282737	mcp1k	0.00538402795791626	0	1	1	2	0.004526495933532715	0.010353505611419678	0	1	1	2	0.009540259838104248
282749	mcp2k	0.926873505115509	1	1	1	0	0.926873505115509	0.9380618333816528	1	1	1	0	0.9380618333816528
282899	mcp1k	0.015025138854980469	0	0	0	-1	-9	0.02087646722793579	0	0	0	-1	-9
282909	mcp2k	0.005459785461425781	0	0	0	-1	-9	0.010430693626403809	0	0	0	-1	-9
282979	mcp1k	0.006389439105987549	0	0	0	-1	-9	0.012534081935882568	0	0	0	-1	-9
283009	mcp1k	0.7932250499725342	1	1	1	0	0.7932250499725342	0.8117282390594482	1	1	1	0	0.8117282390594482
283040	mcp1k	0.9868003129959106	1	1	1	0	0.9868003129959106	0.9831582307815552	1	1	1	0	0.9831582307815552
283091	mcp1k	0.0054503679275512695	0	0	0	-1	-9	0.010421156883239746	0	0	0	-1	-9
283229	mcp1k	0.3281095027923584	1	1	1	0	0.3281095027923584	0.44414323568344116	1	1	1	0	0.44414323568344116
283299	mcp2k	0.010328710079193115	1	1	1	0	0.010328710079193115	0.018675148487091064	1	1	1	0	0.018675148487091064
283463	mcp1k	0.005504965782165527	0	0	0	-1	-9	0.01047605276107788	0	0	0	-1	-9
283568	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
283591	mcp2k	0.9472121596336365	1	1	1	0	0.9472121596336365	0.9426888227462769	1	1	1	0	0.9426888227462769
283595	mcp1k	0.0054781436920166016	0	0	0	-1	-9	0.010448992252349854	0	0	0	-1	-9
283691	mcp1k	0.00526803731918335	0	1	1	2	0.004754245281219482	0.010376155376434326	1	1	1	0	0.010376155376434326
283713	mcp1k	0.9453287720680237	1	1	1	0	0.9453287720680237	0.9566484689712524	1	1	1	0	0.9566484689712524
283771	mcp1k	0.9678091406822205	1	1	1	0	0.9678091406822205	0.9651230573654175	1	1	1	0	0.9651230573654175
283833	mcp2k	0.005448043346405029	0	0	1	5	0.005029916763305664	0.010418713092803955	0	0	1	6	0.009998917579650879
283849	mcp2k	0.8174329400062561	1	1	1	0	0.8174329400062561	0.8629500865936279	1	1	1	0	0.8629500865936279
283905	mcp1k	0.0037424564361572266	1	1	1	0	0.0037424564361572266	0.008779644966125488	1	1	1	0	0.008779644966125488
283991	mcp1k	0.04658108949661255	1	1	1	0	0.04658108949661255	0.059203267097473145	1	1	1	0	0.059203267097473145
284013	mcp1k	0.0056816935539245605	0	0	0	-1	-9	0.011087596416473389	0	0	0	-1	-9
284047	mcp2k	0.0013297796249389648	0	1	1	2	0.0003376603126525879	0.005918979644775391	1	1	1	0	0.005918979644775391
284103	mcp1k	0.40994665026664734	1	1	1	0	0.40994665026664734	0.4577553868293762	1	1	1	0	0.4577553868293762
284145	mcp1k	0.9999310374259949	1	1	1	0	0.9999310374259949	0.9999643564224243	1	1	1	0	0.9999643564224243
284153	mcp1k	0.00544428825378418	0	0	1	5	0.004875361919403076	0.01041489839553833	0	1	1	4	0.010107755661010742
284200	mcp1k	0.9999966025352478	1	1	1	0	0.9999966025352478	0.9999964237213135	1	1	1	0	0.9999964237213135
284206	mcp2k	0.513896107673645	1	1	1	0	0.513896107673645	0.5229737758636475	1	1	1	0	0.5229737758636475
284211	mcp1k	0.006951630115509033	1	1	1	0	0.006951630115509033	0.012109637260437012	1	1	1	0	0.012109637260437012
284235	mcp1k	0.005381941795349121	0	0	1	6	0.0031045079231262207	0.010351300239562988	0	0	1	6	0.008279740810394287
284637	mcp1k	0.005484819412231445	0	1	1	4	0.004184722900390625	0.010508894920349121	0	1	1	4	0.009250283241271973
284657	mcp1k	0.9168063998222351	1	1	1	0	0.9168063998222351	0.9148648381233215	1	1	1	0	0.9148648381233215
284791	mcp1k	0.005478084087371826	0	0	0	-1	-9	0.010704994201660156	0	0	0	-1	-9
284794	mcp1k	0.021973371505737305	1	1	1	0	0.021973371505737305	0.02733832597732544	1	1	1	0	0.02733832597732544
284866	mcp2k	0.04475492238998413	1	1	1	0	0.04475492238998413	0.054155826568603516	1	1	1	0	0.054155826568603516
285069	mcp1k	0.23289567232131958	1	1	1	0	0.23289567232131958	0.2630535960197449	1	1	1	0	0.2630535960197449
285311	mcp1k	0.9986764192581177	1	1	1	0	0.9986764192581177	0.9988417625427246	1	1	1	0	0.9988417625427246
285350	mcp2k	0.2967790961265564	1	1	1	0	0.2967790961265564	0.3166255056858063	1	1	1	0	0.3166255056858063
285366	mcp1k	0.005434513092041016	0	0	1	5	0.003935635089874268	0.01040494441986084	0	1	1	4	0.009198784828186035
285443	mcp1k	0.011020660400390625	1	1	1	0	0.011020660400390625	0.01640111207962036	1	1	1	0	0.01640111207962036
285467	mcp1k	0.0047029852867126465	0	0	1	7	0.0019199252128601074	0.009773313999176025	0	0	1	8	0.006909668445587158
285531	mcp1k	0.05533599853515625	1	1	1	0	0.05533599853515625	0.06890952587127686	1	1	1	0	0.06890952587127686
285564	mcp1k	0.00330197811126709	0	1	1	4	0.0016466975212097168	0.008289098739624023	0	1	1	3	0.006662607192993164
285567	ncpi0	0.9919326901435852	1	1	1	0	0.9919326901435852	0.9958357214927673	1	1	1	0	0.9958357214927673
285665	mcp1k	0.01650381088256836	0	0	0	-1	-9	0.026027798652648926	0	0	0	-1	-9
285680	mcp2k	0.7422294020652771	1	1	1	0	0.7422294020652771	0.774783194065094	1	1	1	0	0.774783194065094
285753	mcp1k	0.005400419235229492	0	0	1	6	0.002908647060394287	0.010370194911956787	0	0	1	6	0.007896900177001953
285929	mcp1k	0.9544769525527954	1	1	1	0	0.9544769525527954	0.9691441655158997	1	1	1	0	0.9691441655158997
285971	mcp1k	0.008208870887756348	1	1	1	0	0.008208870887756348	0.015987753868103027	1	1	1	0	0.015987753868103027
286177	mcp1k	0.004081428050994873	0	1	1	3	0.0029501914978027344	0.00918036699295044	0	1	1	3	0.00813668966293335
286180	mcp1k	0.0046877264976501465	0	0	1	9	0.0024834871292114258	0.00964576005935669	0	0	1	9	0.007547438144683838
286191	mcp1k	0.005349576473236084	0	0	0	-1	-9	0.010318160057067871	0	0	0	-1	-9
286241	mcp1k	0.06239140033721924	1	1	1	0	0.06239140033721924	0.06678378582000732	1	1	1	0	0.06678378582000732
286268	mcp1k	0.005414068698883057	0	0	0	-1	-9	0.010384142398834229	0	0	0	-1	-9
286296	mcp2k	0.0054700374603271484	0	0	0	-1	-9	0.01044076681137085	0	0	0	-1	-9
286353	mcp1k	0.0052672624588012695	0	1	1	1	0.004871785640716553	0.010234177112579346	0	1	1	1	0.00996178388595581
286400	mcp1k	0.004200756549835205	0	0	1	5	0.003180265426635742	0.009224891662597656	0	1	1	4	0.00823986530303955
286489	mcp2k	0.04234123229980469	1	1	1	0	0.04234123229980469	0.06135135889053345	1	1	1	0	0.06135135889053345
286527	mcp1k	0.020991623401641846	1	1	1	0	0.020991623401641846	0.027688920497894287	1	1	1	0	0.027688920497894287
286655	mcp1k	0.005403399467468262	0	0	0	-1	-9	0.010373234748840332	0	0	0	-1	-9
286681	mcp1k	0.006451964378356934	0	0	1	5	0.005256831645965576	0.01165318489074707	0	1	1	3	0.010356128215789795
286818	mcp1k	0.005343258380889893	0	1	1	2	0.0036013126373291016	0.010311782360076904	0	1	1	1	0.008660316467285156
286906	mcp1k	0.1660076379776001	0	1	1	3	0.11542877554893494	0.21496868133544922	0	1	1	3	0.13798612356185913
287211	mcp1k	0.9999995231628418	1	1	1	0	0.9999995231628418	0.9999997615814209	1	1	1	0	0.9999997615814209
287249	mcp1k	0.00547105073928833	0	0	1	7	0.004117250442504883	0.010595202445983887	0	0	1	7	0.009290814399719238
287374	mcp2k	0.005450844764709473	0	1	1	2	0.005148768424987793	0.010421574115753174	0	1	1	2	0.010276317596435547
287431	mcp1k	0.00504988431930542	1	1	1	0	0.00504988431930542	0.010019540786743164	1	1	1	0	0.010019540786743164
287464	mcp2k	0.005504906177520752	0	0	1	6	0.004555225372314453	0.01047605276107788	0	0	1	6	0.009589016437530518
287517	mcp1k	0.7724776268005371	1	1	1	0	0.7724776268005371	0.7817351222038269	1	1	1	0	0.7817351222038269
287555	mcp1k	0.998246967792511	0	1	1	1	0.9953629374504089	0.9994176626205444	0	1	1	1	0.9973388910293579
287599	mcp1k	0.02745819091796875	1	1	1	0	0.02745819091796875	0.04426705837249756	1	1	1	0	0.04426705837249756
287621	mcp1k	0.0053460001945495605	1	1	1	0	0.0053460001945495605	0.010956823825836182	1	1	1	0	0.010956823825836182
287638	mcp2k	0.004581093788146973	0	1	1	4	0.003039836883544922	0.009535908699035645	0	1	1	4	0.008121788501739502
287654	mcp1k	0.0062601566314697266	0	1	1	4	0.004615306854248047	0.012738645076751709	0	0	1	5	0.009571254253387451
287770	mcp2k	0.008224964141845703	1	1	1	0	0.008224964141845703	0.013904094696044922	1	1	1	0	0.013904094696044922
287825	mcp1k	0.06077003479003906	1	1	1	0	0.06077003479003906	0.07807910442352295	1	1	1	0	0.07807910442352295
287830	mcp1k	0.9999970197677612	1	1	1	0	0.9999970197677612	0.9999983310699463	1	1	1	0	0.9999983310699463
288067	mcp1k	0.7916544079780579	1	1	1	0	0.7916544079780579	0.7696051597595215	1	1	1	0	0.7696051597595215
288287	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
288358	mcp1k	0.00528717041015625	0	0	0	-1	-9	0.010254144668579102	0	0	1	9	0.007360637187957764
288639	mcp1k	0.9999922513961792	1	1	1	0	0.9999922513961792	0.9999914169311523	1	1	1	0	0.9999914169311523
288745	mcp1k	0.9342992305755615	1	1	1	0	0.9342992305755615	0.9260395169258118	1	1	1	0	0.9260395169258118
288859	mcp1k	0.013916730880737305	1	1	1	0	0.013916730880737305	0.024677574634552002	1	1	1	0	0.024677574634552002
288947	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
289246	mcp2k	0.9575398564338684	1	1	1	0	0.9575398564338684	0.9613339900970459	1	1	1	0	0.9613339900970459
289251	mcp1k	0.005212128162384033	0	1	1	1	0.004874229431152344	0.010186076164245605	0	1	1	1	0.010011374950408936
289464	mcp2k	0.9999516606330872	1	1	1	0	0.9999516606330872	0.9999763369560242	1	1	1	0	0.9999763369560242
289559	mcp1k	0.006547451019287109	1	1	1	0	0.006547451019287109	0.01571500301361084	1	1	1	0	0.01571500301361084
289832	mcp1k	0.012151718139648438	1	1	1	0	0.012151718139648438	0.017593979835510254	1	1	1	0	0.017593979835510254
289862	mcp2k	0.0016246438026428223	0	1	1	1	0.0013637542724609375	0.006684422492980957	0	1	1	1	0.0064334869384765625
290052	mcp1k	0.005504727363586426	0	1	1	2	0.0053539276123046875	0.010478854179382324	1	1	1	0	0.010478854179382324
290294	mcp1k	0.018553435802459717	1	1	1	0	0.018553435802459717	0.031613826751708984	1	1	1	0	0.031613826751708984
290542	mcp2k	0.017186224460601807	0	1	1	3	0.00471872091293335	0.02116835117340088	0	1	1	2	0.010443150997161865
290588	mcp2k	0.35665056109428406	0	0	1	8	0.08763045072555542	0.4276684522628784	0	0	1	7	0.11264997720718384
290729	mcp1k	0.011316657066345215	1	1	1	0	0.011316657066345215	0.022593140602111816	1	1	1	0	0.022593140602111816
291037	mcp1k	0.004699289798736572	0	0	0	-1	-9	0.009843945503234863	0	0	1	9	0.007816851139068604
291064	mcp1k	0.0029714107513427734	1	1	1	0	0.0029714107513427734	0.007960319519042969	1	1	1	0	0.007960319519042969
291262	mcp1k	0.005960404872894287	1	1	1	0	0.005960404872894287	0.011301875114440918	1	1	1	0	0.011301875114440918
291372	mcp1k	0.0054010748863220215	0	0	0	-1	-9	0.010370850563049316	0	0	1	6	0.007690787315368652
291499	mcp1k	0.005487501621246338	0	1	1	4	0.004888951778411865	0.01045846939086914	0	1	1	4	0.01016610860824585
291548	mcp1k	0.22392955422401428	1	1	1	0	0.22392955422401428	0.28591296076774597	1	1	1	0	0.28591296076774597
291961	mcp1k	0.8005876541137695	1	1	1	0	0.8005876541137695	0.7434449195861816	1	1	1	0	0.7434449195861816
292005	mcp1k	0.04114365577697754	1	1	1	0	0.04114365577697754	0.05747425556182861	1	1	1	0	0.05747425556182861
292027	mcp1k	0.9876940250396729	1	1	1	0	0.9876940250396729	0.9920109510421753	1	1	1	0	0.9920109510421753
292370	mcp2k	0.22706195712089539	1	1	1	0	0.22706195712089539	0.32115134596824646	1	1	1	0	0.32115134596824646
292384	mcp1k	0.9999546408653259	1	1	1	0	0.9999546408653259	0.9999721050262451	1	1	1	0	0.9999721050262451
292406	mcp1k	0.005426228046417236	0	0	1	6	0.003184497356414795	0.010396480560302734	0	0	1	6	0.008298397064208984
292436	mcp2k	0.04709845781326294	1	1	1	0	0.04709845781326294	0.062086403369903564	1	1	1	0	0.062086403369903564
292524	mcp2k	0.9979361295700073	1	1	1	0	0.9979361295700073	0.9988502860069275	1	1	1	0	0.9988502860069275
292533	mcp1k	0.6921037435531616	1	1	1	0	0.6921037435531616	0.7358784675598145	1	1	1	0	0.7358784675598145
292568	mcp2k	0.4467267394065857	1	1	1	0	0.4467267394065857	0.495891809463501	1	1	1	0	0.495891809463501
292577	mcp1k	0.005472421646118164	0	1	1	4	0.0030161142349243164	0.01044321060180664	0	1	1	4	0.008188843727111816
292643	mcp1k	0.005425095558166504	0	0	1	6	0.004805564880371094	0.010395348072052002	0	0	1	6	0.009951174259185791
292687	mcp1k	0.9999917149543762	1	1	1	0	0.9999917149543762	0.9999940991401672	1	1	1	0	0.9999940991401672
292722	mcp2k	0.005398094654083252	0	1	1	3	0.0036352872848510742	0.010367870330810547	0	1	1	3	0.008637309074401855
292788	mcp2k	0.0053601861000061035	0	1	1	4	0.004204452037811279	0.010329008102416992	0	1	1	3	0.009588420391082764
292810	mcp2k	0.9999901652336121	1	1	1	0	0.9999901652336121	0.9999866485595703	1	1	1	0	0.9999866485595703
293149	mcp1k	0.006255984306335449	0	0	0	-1	-9	0.011348187923431396	0	0	1	9	0.009329617023468018
293470	mcp2k	0.005429267883300781	0	0	0	-1	-9	0.01039963960647583	0	0	0	-1	-9
293536	mcp2k	0.07506102323532104	1	1	1	0	0.07506102323532104	0.09804332256317139	1	1	1	0	0.09804332256317139
293734	mcp2k	0.9779581427574158	1	1	1	0	0.9779581427574158	0.986595094203949	1	1	1	0	0.986595094203949
294174	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
313781	mcp1k	0.005255639553070068	0	0	1	7	0.0021499991416931152	0.010222434997558594	0	1	1	4	0.0072904229164123535
313979	mcp1k	0.7728621959686279	1	1	1	0	0.7728621959686279	0.7916370034217834	1	1	1	0	0.7916370034217834
314507	mcp1k	0.005751132965087891	0	0	1	6	0.0032202601432800293	0.010818243026733398	0	0	1	6	0.008231401443481445
314705	mcp1k	0.005331158638000488	0	0	0	-1	-9	0.010299384593963623	0	0	0	-1	-9
314838	ncpi0	0.028986036777496338	1	1	1	0	0.028986036777496338	0.038189589977264404	1	1	1	0	0.038189589977264404
315013	mcp1k	0.00541454553604126	0	0	0	-1	-9	0.010384559631347656	0	0	0	-1	-9
315167	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
315343	mcp1k	0.9364056587219238	1	1	1	0	0.9364056587219238	0.924005389213562	1	1	1	0	0.924005389213562
315497	mcp1k	0.006402075290679932	1	1	1	0	0.006402075290679932	0.011879980564117432	1	1	1	0	0.011879980564117432
315849	mcp1k	0.005359768867492676	0	1	1	4	0.004501283168792725	0.010487735271453857	0	1	1	4	0.00956815481185913
315871	mcp1k	0.005442261695861816	0	0	0	-1	-9	0.010412752628326416	0	0	0	-1	-9
315955	mcp2k	0.06119406223297119	1	1	1	0	0.06119406223297119	0.07138800621032715	1	1	1	0	0.07138800621032715
316003	mcp1k	0.01448822021484375	0	0	0	-1	-9	0.019950449466705322	0	0	0	-1	-9
316021	mcp2k	0.9999862313270569	1	1	1	0	0.9999862313270569	0.9999977350234985	1	1	1	0	0.9999977350234985
316025	mcp1k	0.021852314472198486	1	1	1	0	0.021852314472198486	0.02940601110458374	1	1	1	0	0.02940601110458374
316197	mcp2k	0.002810180187225342	0	0	1	5	0.0025864243507385254	0.007835149765014648	1	1	1	0	0.007835149765014648
316311	mcp1k	0.7995569109916687	1	1	1	0	0.7995569109916687	0.8423818945884705	1	1	1	0	0.8423818945884705
316553	mcp1k	0.004872679710388184	1	1	1	0	0.004872679710388184	0.009922564029693604	1	1	1	0	0.009922564029693604
316729	mcp1k	0.00540614128112793	0	0	0	-1	-9	0.010376036167144775	0	0	0	-1	-9
316811	mcp2k	0.005689740180969238	0	0	0	-1	-9	0.011075437068939209	0	0	0	-1	-9
316987	mcp2k	0.9698140025138855	0	1	1	1	0.8246119618415833	0.9672207832336426	0	1	1	1	0.7968592643737793
317077	mcp2k	0.005450606346130371	0	0	0	-1	-9	0.010421335697174072	0	0	0	-1	-9
317191	mcp1k	0.827462911605835	1	1	1	0	0.827462911605835	0.8057340383529663	1	1	1	0	0.8057340383529663
317407	mcp2k	0.8694126605987549	0	1	1	1	0.8476763367652893	0.8864261507987976	0	1	1	1	0.8463013768196106
317741	mcp1k	0.005368232727050781	0	0	0	-1	-9	0.010337233543395996	0	0	0	-1	-9
317939	mcp1k	0.038372814655303955	1	1	1	0	0.038372814655303955	0.06008267402648926	1	1	1	0	0.06008267402648926
317957	mcp2k	0.004061639308929443	0	1	1	1	0.0035320520401000977	0.009107828140258789	0	1	1	1	0.008735358715057373
318021	mcp2k	0.00492018461227417	0	0	0	-1	-9	0.01004403829574585	0	0	0	-1	-9
318549	mcp2k	0.002742767333984375	0	1	1	2	0.002622544765472412	0.007743477821350098	1	1	1	0	0.007743477821350098
318703	mcp2k	0.5908074378967285	1	1	1	0	0.5908074378967285	0.6181998252868652	1	1	1	0	0.6181998252868652
318731	mcp1k	0.005225241184234619	0	1	1	1	0.0051177144050598145	0.012062430381774902	1	1	1	0	0.012062430381774902
319039	mcp1k	0.029621422290802002	1	1	1	0	0.029621422290802002	0.0396273136138916	1	1	1	0	0.0396273136138916
319475	mcp2k	0.13541829586029053	1	1	1	0	0.13541829586029053	0.1367916464805603	1	1	1	0	0.1367916464805603
319611	mcp1k	0.06024140119552612	0	1	1	4	0.02266448736190796	0.07438713312149048	0	1	1	4	0.03553885221481323
319871	mcp2k	0.03201538324356079	1	1	1	0	0.03201538324356079	0.05523592233657837	1	1	1	0	0.05523592233657837
320029	mcp1k	0.03086787462234497	1	1	1	0	0.03086787462234497	0.042477190494537354	1	1	1	0	0.042477190494537354
320485	mcp2k	0.9239692091941833	1	1	1	0	0.9239692091941833	0.9100814461708069	1	1	1	0	0.9100814461708069
320667	mcp1k	0.42653778195381165	0	0	0	-1	-9	0.47571906447410583	0	0	0	-1	-9
321107	mcp1k	0.008659839630126953	1	1	1	0	0.008659839630126953	0.015159845352172852	1	1	1	0	0.015159845352172852
321169	mcp2k	0.005478978157043457	0	0	0	-1	-9	0.010449826717376709	0	0	0	-1	-9
321173	mcp1k	0.005243360996246338	0	0	0	-1	-9	0.010215342044830322	0	0	0	-1	-9
321235	mcp2k	0.012248039245605469	1	1	1	0	0.012248039245605469	0.02034682035446167	1	1	1	0	0.02034682035446167
