evt	cid	grp	npts	qfrac	plen	prms	maxd	dvtx	seg	ang	cls	sev	flag	f_m	f_em	f_trk	own_pdg	d_had	hadseg	d_a5	d_sec	xcd	xcn	hit54	a5	cen
168614	5	22	231	0.047477887431749397	34.68381552680272	1.824158658784777	17.215561477918772	135.608760725257	5002	8.484198285417927	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	105.1	0			105.4,175.4,341.4
168614	5	2	130	0.029627665451514514	23.920101260270904	1.7254165511604485	16.470401629589976	41.407607980176785	5002	8.636792758670087	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	64.6	0			107.2,111.2,266.9
168614	5	5	89	0.018062110959501398	17.137157967778663	1.1563221967343817	12.481556353275822	46.41787379760086	5002	10.02559919078263	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	84.4	0			107.3,101.8,279.2
168614	5	32	33	0.005594333738426493	9.350896500914821	0.7767438986833181	12.603980006331328	141.6737457683674	5002	39.04267581829931	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	102.8	0			105.3,184.9,325.9
168614	5	25	27	0.004160080674472091	7.958071186104439	0.3987046286796157	5.7576879908518945	119.47008851691707	5002	7.431639520250572	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	99.2	0			105.4,162.5,316.2
168614	5	4	21	0.005002596627116335	11.218991806419558	0.46932338328663437	14.259286412720689	64.06912071848652	5002	83.38864988602651	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	86.8	0			107.2,110.3,287.2
168614	5	13	19	0.003479427290759597	6.989136778429854	0.4005240553077651	9.31996035399291	76.55186566008695	5002	46.91912233618276	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	81.4	0			106.5,131.2,285.0
168614	5	11	18	0.004600159420515159	10.361869999020191	0.784457298882509	13.854047928313257	73.2266897629546	5002	80.62295685844562	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	89.8	0			106.9,118.7,293.1
168614	5	12	18	0.004462516080477243	11.605658844594284	0.5151987112434866	15.007501524237794	69.60646659068395	5002	79.77378734713432	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	88.6	0			107.0,113.9,290.8
168614	5	37	18	0.004103952042888766	10.821745223966794	0.4209377263435367	5.916379382696813	153.11143615497832	5002	8.182741648647937	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	108.4	0			105.2,191.7,336.3
168614	5	3	14	0.002678039627173369	8.021762324594809	0.45537530231347223	10.830108817551187	65.19569091466094	5002	80.51825967968799	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	73.8	0			107.1,121.5,277.5
168614	5	7	14	0.004030456997124299	6.0138698548593155	0.29726698735837165	5.839111144686355	34.40250805159417	5002	14.136671927687779	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	84.9	0			107.8,90.3,265.5
168614	5	6	13	0.0027967648499303338	5.643297736778269	0.33601650072016176	8.060839829695194	41.68605445901543	5002	63.87297645015142	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	84.0	0			107.5,94.1,270.0
168614	5	9	12	0.0029698419459576746	7.19628271381395	0.7563450779923184	9.307744409898703	69.66179177167352	5002	49.23745459234147	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	76.4	0			106.8,125.5,281.0
168614	5	24	6	0.001515400112941014	4.21218927692762	0.1719021873611028	5.338039434099361	142.5962807896475	5002	21.39120188147301	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	104.9	0			105.9,179.9,328.5
168614	5	18	5	0.0008566147515743599	4.157191476227602	0.00012246242139908763	7.201693689681587	86.86143964867266	5002	75.39796485197192	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	86.0	0			106.4,136.6,291.5
168614	5	29	5	0.0009764448423676064	3.0978693313907737	0.18441026504259483	10.297756551793192	120.91361021092702	5002	32.6011690470666	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	105.1	0			106.0,151.8,325.5
168614	5	14	4	0.0009343580058051075	2.7632856660892724	0.16827202403710897	5.387649209070684	81.45565079992916	5002	54.938764774478464	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	85.0	0			106.6,132.0,289.1
168614	5	15	4	0.0008187518731962906	2.077559349570797	0.09483727672712189	5.122656927806151	84.87007755881926	5002	74.72762905103788	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	86.8	0			106.5,134.2,291.0
168614	5	28	4	0.0012571317767670611	2.0482398152996457	0.18371371199056039	13.079143894001618	134.17401934741318	5002	43.57965040726088	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	109.0	0			105.9,160.2,335.0
168614	5	23	3	0.0005054599624385287	1.5124692609474983	0.05164464951276545	17.256978762228357	115.63446267890902	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	94.6	0			106.0,165.4,302.2
168614	5	31	3	0.0006068179521736673	1.672653919825312	0.2578954585343066	17.55904578842488	123.63133889528171	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	95.9	0			105.7,171.8,307.1
168614	5	0	2	6.87457697861483e-05	0.0	2.4633077268106353e-14	18.749551274630562	79.46223937846202	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	104.2	0			105.8,111.7,301.7
168614	5	8	2	0.0002039716401682581	0.3130000000000024	2.1038799550228007e-14	3.036035607498728	30.971016208707145	5002	89.58544834256601	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	85.0	0			107.8,86.6,260.7
168614	5	17	2	0.00010182913806826612	0.0	2.8171909249863347e-14	15.47782355500928	83.18633270579969	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	102.9	0			106.7,117.6,302.5
168614	5	27	2	0.0005686754082074849	0.625	0.0	7.32716357126	124.15415409014714	5002	89.67179552771015	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	104.7	0			105.8,155.0,325.2
168614	5	30	2	0.0002551318614081662	0.0	1.1435297153639112e-14	19.206803091613118	120.76372924367647	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	95.0	0			105.8,170.1,303.7
168614	5	16	1	5.8488530440138475e-05	0.0	0.0	14.559966552159361	81.111254548552	5002	88.571645385739	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	101.6	0			106.7,116.5,300.5
168614	5	20	1	0.00014580529204415537	0.0	0.0	8.87152867323323	96.55383140114122	5002	87.75745896579086	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	91.1	0			106.1,145.3,295.7
168614	5	21	1	0.0002007630444343655	0.0	0.0	6.871452975899644	96.96741519520874	5002	87.80705137114724	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	92.9	0			106.1,144.2,297.5
168614	5	26	1	0.00022564162904359657	0.0	0.0	10.597408268062543	136.88768962269765	5002	89.12193368855176	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	108.8	0			106.1,162.8,335.2
168614	5	33	1	0.0003080645577943589	0.0	0.0	12.40959858335473	147.04461370359675	5002	89.31815143790044	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	112.8	0			105.8,169.9,342.5
168614	5	34	1	0.00014424854992473732	0.0	0.0	19.035755251631073	128.17224834120685	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	96.6	0			105.5,176.3,307.4
168614	5	35	1	0.00019312829985436702	0.0	0.0	14.928496039454254	138.35147694780852	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	100.5	0			105.5,181.8,317.0
168614	5	36	1	0.00019803000617575538	0.0	0.0	7.107684995833756	153.85594686992118	5002	88.3801896652775	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	108.2	0			105.5,190.1,331.4
168614	5	38	1	9.214004818279243e-05	0.0	0.0	16.183657188657946	145.92388163779086	5002	-1.0	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	114.3	0			105.5,166.0,344.3
169824	18	0	3	0.00032754819430982104	1.8542702214260869	0.08809785710573188	3.5583635691143147	130.81030905203917	18008	2.233479283257305	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	92.0	0			88.4,-163.4,240.1
169890	21	7	27	0.005592008422310166	7.674557528454328	0.2471148262581049	5.434382357729359	103.42129463142496	21001	20.35307848924902	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	87.0	0			-42.9,-100.5,457.6
169890	21	5	11	0.0021840999857333896	4.771823805705826	0.11587097532088952	5.397236123239379	89.20003314349161	21001	25.01098526335552	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	92.7	0			-45.3,-98.5,441.7
169890	21	1	3	0.00040709981605262984	1.2818560943081252	0.0700286942916599	3.6001339100094656	41.67449997216525	21002	16.73927626300177	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	117.2	0			-53.9,-88.2,394.1
169890	21	6	3	0.0005594117846444859	1.8000000000000111	0.08164726300101068	3.5211445482967587	94.59753791743209	21001	10.665963555801316	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	93.1	0			-45.2,-91.6,446.5
169890	21	0	1	0.000136651028326064	0.0	0.0	3.078757868037027	13.84199595000667	21002	81.19138772351322	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	92.9	0			-58.4,-92.9,365.5
169890	21	2	1	0.0002748387112302591	0.0	0.0	3.061502384451133	48.0175112563115	21002	80.534075710739	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	119.9	0			-53.0,-94.9,399.4
169890	21	3	1	0.00016901628643508867	0.0	0.0	3.0015200232548773	77.15401698550764	21002	80.96138240848266	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	101.6	0			-47.7,-90.8,428.3
169890	21	4	1	7.56497104134792e-05	0.0	0.0	3.284472263545539	87.07967425226165	21001	80.890902531153	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	96.4	0			-45.8,-90.9,438.1
169890	21	8	1	0.00017906015575674437	0.0	0.0	3.0058539186061557	110.21576707082342	21001	81.01129586293817	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	87.8	0			-42.4,-94.0,460.9
170792	10	1	177	0.11205463182590744	14.010943168140617	0.8640944544298507	7.0563498354319005	4.215791859188495	10009	25.247398850010764	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	59.3	0			-140.9,175.1,122.0
170792	10	3	25	0.010594237540232426	4.552449048542406	0.5493560452211651	6.362817300535964	8.094140843844986	10003	27.239706740240376	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	59.3	0			-140.8,185.9,118.0
170792	10	2	15	0.010899329655153207	4.532654148447042	0.21599124511026682	3.871601735716118	9.291863537525735	10009	15.801110934756506	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	57.2	0			-141.2,167.0,116.2
170792	10	0	2	0.0006584429303541068	0.3129999999999882	6.994405055138486e-15	3.109795009321369	4.756447939376611	10004	62.16240043583387	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	61.4	0			-143.9,177.9,118.1
170814	18	0	4	0.006166470135391571	1.1627303896381838	0.020085724484356884	3.2342602137119436	47.313388572474906	18011	13.847786457121645	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	68.6	0			58.4,-38.5,201.6
170880	13	0	25	0.07142142465288337	6.5974693604830605	0.1962904291049566	4.406725098074535	6.906272094263293	13001	6.384635639204746	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	11.0	0			-128.5,-70.6,483.7
170880	13	1	3	0.005252174943804442	1.6111745649581386	0.07888103541669599	3.6347023000515235	3.903003234689927	13001	9.239552826917404	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	4.0	3			-128.6,-70.5,474.5
171358	10	0	4	0.002885806082703151	0.6625342403724621	0.06629438749042771	3.250684906292847	4.303744649720759	10012	14.643622515269806	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	154.2	0			165.9,-16.0,270.0
171600	14	0	1	0.00014070413910513392	0.0	0.0	3.0073551985091522	5.776365432518963	14000	78.95981430405	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	101.1	0			170.4,-101.7,20.9
172090	10	5	1105	0.12408309819353522	73.71861872920755	1.9995827016070031	18.387237434971016	83.29872242693762	10002	6.488979518030584	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	38.3	0			42.9,86.5,298.9
172090	10	4	770	0.11383944081028109	44.262637901762346	1.587873873860844	15.552971032249772	146.9775707924512	10002	7.439470974240579	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	102.4	0			43.1,31.1,292.2
172090	10	23	345	0.03876601422295996	31.40441349370807	1.2714382764409011	13.41581869175339	251.17201509499424	10002	2.8264030978438424	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	162.8	0	pr54drop(cid10,npts3,5.6cm,d0.9)		35.3,-60.2,341.8
172090	10	17	250	0.01598831078471413	33.12430243599266	0.24901515268657762	6.170109305352693	12.573176438752494	10002	3.3995821675271944	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	20.7	0			38.9,169.8,283.8
172090	10	18	149	0.012756699922482644	22.292911152999576	0.6481327432373241	8.213690275387814	218.75279265904243	10002	3.0812675810219683	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	148.4	0			37.4,-29.1,312.2
172090	10	27	111	0.01090706413379482	22.261876339942233	0.7261986981635359	7.9905563542221465	254.13897348783405	10002	2.004528114720951	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	159.6	0			35.2,-61.5,329.6
172090	10	19	83	0.005283563074255688	15.732244443957912	0.4465633824361076	6.277198666602779	220.6404638894915	10002	1.7565889227071374	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	146.8	0			37.3,-25.9,320.9
172090	10	2	45	0.001902999145474122	16.806103057283774	0.245081326613301	4.108711922245225	96.54160569640429	10002	3.168761948738851	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	55.8	0			42.5,92.1,286.1
172090	10	7	21	0.002051117847506148	7.783044095255191	0.30528550354313666	4.207088522957426	161.8564141455321	10002	3.8221023308613145	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	114.8	0			42.9,35.9,302.3
172090	10	1	20	0.0013763529672537074	8.551777800081243	0.36033365992866606	5.506932199509985	115.30980786476925	10002	4.187366889407395	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	72.6	0			42.8,79.1,287.5
172090	10	6	18	0.0012242570823150717	7.785210479575207	0.34492999712408773	5.059928738628615	137.27119228931468	10002	11.013642496782435	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	92.7	0			43.3,57.7,290.2
172090	10	11	15	0.0005314225310569228	5.245804714498012	0.1451627609293398	4.310504936779413	76.24902705241557	10002	6.5294279665213555	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	35.5	0			41.9,120.6,288.9
172090	10	3	12	0.0006340250889005559	6.64692632512692	0.5658698745861197	6.705210837848413	126.19984889563062	10002	17.934619157759414	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	82.4	0			43.3,70.7,288.1
172090	10	12	3	4.7818459144940474e-05	1.1776725524713623	0.01893223035227092	3.9682764520632676	66.36790675047692	10002	75.9735864807865	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	27.8	0			41.3,133.1,287.2
172090	10	0	2	8.349811872379045e-05	0.0	2.6395552410463097e-14	8.175210310444605	148.0111750857009	10002	88.54898430122675	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	104.6	0			44.2,50.9,286.3
172090	10	8	2	0.00013479555040767552	0.0	2.4591502649036963e-14	4.044519260678621	134.94112734244518	10002	88.09534737437151	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	90.7	0			43.3,64.2,289.7
172090	10	14	2	8.044282847041386e-06	0.0	1.4210854715202004e-14	3.213172413674681	48.8789283286776	10002	87.08657572170081	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	20.8	0			40.4,150.3,285.2
172090	10	15	2	0.00010102305139406968	0.0	0.0	3.211541880467997	62.666179006223146	10002	87.08318368620472	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	31.2	0			39.8,135.7,280.4
172090	10	20	2	3.735640253656833e-05	0.0	1.4210854715202004e-14	3.1455720640290505	55.940035726123746	10002	87.4684423478292	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	25.8	0	pr54drop(cid10,npts2,3.0cm,d0.8)		37.0,142.7,282.7
172090	10	9	1	3.641598202990351e-05	0.0	0.0	3.446427872449931	160.1089650113322	10002	87.98511976487269	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	112.8	0			42.9,40.7,302.8
172090	10	10	1	3.7456541834353794e-05	0.0	0.0	3.0467959514873804	171.63605021547778	10002	88.2149752241448	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	124.4	0			42.6,29.1,303.4
172090	10	13	1	1.7670488820180987e-05	0.0	0.0	3.0447118763521503	71.82020890696435	10002	86.6669292961896	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	32.2	0			41.4,127.8,287.6
172090	10	16	1	2.3802458303160152e-05	0.0	0.0	3.0764334691327355	60.34784949971294	10002	87.34075457045923	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	29.7	0			39.8,138.4,280.6
172090	10	21	1	6.813861156221172e-05	0.0	0.0	3.3770760844257066	242.58905692194776	10002	84.90337686675122	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	159.6	0			36.7,-40.2,319.4
172090	10	22	1	5.243854745448885e-05	0.0	0.0	3.032629146466788	240.44082227910053	10002	84.99716329751764	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	156.8	0			36.7,-37.0,325.1
172090	10	24	1	4.364656710994644e-05	0.0	0.0	3.2940999028566416	248.52504743033447	10002	84.52786833448718	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	162.8	0			36.1,-45.7,322.6
172090	10	25	1	5.120159795923602e-05	0.0	0.0	3.2256030908963194	251.07532435577974	10002	84.87896569224671	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	164.2	0			35.8,-48.0,323.9
172090	10	26	1	4.33042046008741e-05	0.0	0.0	3.2807823487698577	249.00031549130617	10002	84.76107864858315	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	161.5	0			35.8,-44.8,329.6
172266	16	0	11	0.01023818678273328	2.401352047706454	0.09108146106948803	3.787025682511278	6.185262162592627	16006	22.131051376385642	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	64.5	0			-25.3,129.7,75.0
172266	16	1	2	0.0023283187142215493	0.0	9.769962616701378e-15	3.35943086995401	5.895012435101383	16006	75.06289774867676	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	67.9	0			-25.4,126.0,69.4
172788	26	14	345	0.06618510547933568	30.835298730380615	1.4345999790013264	14.073095359585976	132.1224476724527	26004	1.5356900406283964	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	121.2	0			158.1,-116.9,349.3
172788	26	12	214	0.04181346541953722	23.99751132514796	1.1350268718821868	11.400994028592411	129.03676815094215	26004	7.301161416241698	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	109.1	0			158.3,-103.9,340.8
172788	26	9	79	0.026297328858987203	7.678012744809578	0.4787627490904363	5.842881566487553	171.72170785011429	26004	7.110663208539744	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	134.4	0			160.4,-140.9,334.8
172788	26	10	40	0.009695784208113241	6.084106496195295	0.2638224934224653	4.750500289443215	173.3827171904974	26004	7.3335758241037325	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	128.6	0			160.3,-137.1,327.7
172788	26	4	22	0.003075178196178152	12.720419221882608	0.2022782993079241	4.612137770058466	53.05018143465674	26005	5.307841404692664	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	89.2	0			168.4,-33.9,386.2
172788	26	8	12	0.002105522752383191	2.827057325899707	0.09459577299006743	4.235121958102286	102.52560219847531	26004	23.71940720044892	sub	0	0	-1.0	-1.0	-1.0		-1.0	-1	-1.0	-1.0	107.5	0			161.4,-75.1,366.8
